COGID	1	10	2	3	4	5	6	7	8	9
848-7							k á a			
1122-7							v á n a			
2689-8								a a m a		
1285-8								u w á		
1303-8								î k o m a		
2197-8								a k a a a		
2828-8								v a w a		
3572-8								dʒ o i u		
1755-8								v w a		
1789-8								t á r á ŋ g a		
3207-8								f u r a		
3519-8								f u m a		
3686-8								v a u b a		
4249-8								k u m i		
4451-8								β i ɲ u		
814-8								ɲ u m b a		
1228-8								t w a		
2026-8								t u i		
2775-8								ɲ ɔ u b a		
3826-8								r u k a		
4040-8								t u n i		
181-8								n o ŋ g o		
660-8								a á r a		
848-8								t a a		
1083-8								a á a a		
2689-9									ɲ a m a	
893-9									á á n a	
1285-9									á e a	
1303-9									i k o w ʊ̀	
2197-9									s t a l a	
2828-9									m i n a	
3572-9									s o ɲ i	
1095-9									l i m a	
1789-9									k a a ŋ g a	
3207-9									b ʊ̀ l a	
4249-9									k ʊ̀ ɲ ʊ̀	
4451-9									b i s i	
630-9									b e l e	
814-9									o m b a	
1228-9									b w a	
1418-9									s i m a a a a	
1475-9									k a a	
2026-9									s á e	
2775-9									u m b a	
3397-9									b o l a	
3826-9									s o k a	
4003-9									s i ɲ a	
4040-9									g e n ʊ̀	
4373-9									l i i	
4384-9									i n o	
116-9									s i k a	
181-9									e ŋ g a	
1083-9									e e l a	
2689-10										m ɔ m ɔ
893-10										ɔ ɛ ɛ χ ɛ
1285-10										ɔ ɔ á
2197-10										ts k á l a
2828-10										s i m a
1095-10										l ɔ m a
1755-10										o a a
3207-10										b u l a
3519-10										r ʊ m a
448-10										a ʊ χ a a
630-10										b ɛ ʊ l ɛ
1216-10										b ɛ b ɛ l a
1418-10										i l m a
2775-10										b á ʊ a
3397-10										f u l a
4373-10										l i l i
4384-10										i l a
84-10										b b k ʊ a ɛ
1083-10										a ɔ a a
1122-10										b ɛ m ɛ
