COGID	dutch	english	french	german
1307-1	n ɪ t			
1305-1	v l ɛɪ			
711-1	w ɛ s p ə			
1442-1	v l ɛɪ			
62-1	m ʉ k			
-73-1	m ɔ s k eː t ə			
1810-1	h ɛɪ t			
1805-1	v l ɛɪ s			
1813-1	h aː r			
1811-1	b l oː d			
690-1	r ɪ p ə			
2177-1	h oː t			
246-1	œy ɣ ə r + b r			
249-1	œy x ə n d l			
1506-1	n ɔ s ə ə l			
2242-1	m eː n			
2245-1	t oː ŋ ə			
1196-1	d ɛ k ə			
2174-1	s x l d ə r			
575-1	b k ə ə			
603-1	k l ə n b			
601-1	h ɑ n d			
615-1	v ɪ ŋ k r			
901-1	k l oː			
608-1	v ɛ t			
596-1	t aː			
937-1	b r r s t			
936-1	n aː v ə l			
646-1	l oː ŋ ə			
947-1	l ɛɪ v ə r			
1606-1	h ɔ p ə			
472-1	s n d ə			
1535-1	s w ɛ t ə			
1546-1	s p ɪ t ə			
1959-1	s l aː p ə			
694-1	s n eː r ə			
1961-1	d r ə m ə			
323-1	l aː b ə n			
1885-1	x r aː p			
2156-1	k r + k ə l			
1903-1	w uː n d ə			
525-1	s w ɛ l ɪ ŋ			
276-1	l ɑ m			
274-1	d oː p			
278-1	b l ɪ n d			
258-1	b r + ŋ k			
256-1	n ɑ k t			
383-1	eː t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː v ə			
2003-1	k ɛ t ə l			
2024-1	p ɑ n			
1321-1	k oː p			
1976-1	t ɪ ŋ ə			
1243-1	m aː l			
1265-1	v ə l			
1261-1	z iː v ə			
655-1	b r ɔ t			
650-1	d eː k			
1532-1	n n d t ə			
-36-1	z oː p ə			
34-1	b oː n			
-1647-1	v ɛɪ x ə			
1469-2		s æ n d		
2047-2		s ɔ n		
2054-2		d ɔ n ə		
1375-2		l ɪ k t		
760-2		w aɪ n		
756-2		s n		
726-2		m ʌ d		
1351-2		ɡ r aɪ t ə d		
1353-2		ɡ r aɪ t d		
412-2		s aɪ ɪ r		
406-2		s l ɪ m		
1005-2		s t ɪ		
1012-2		s t ɪ m d		
1016-2		w ɪ d		
1069-2		ɪ k		
509-2		f ɔ l		
693-2		k ɪ l		
2179-2		r ɪ s		
1753-2		f ɪ s		
1131-2		w əʊ l		
1198-2		b ə r		
2032-2		h ʌ r		
2241-2		n s		
2244-2		l ɪ p		
610-2		k n ə		
945-2		h æ r		
1534-2		l ɪ k		
384-2		s ʌ f		
1650-2		n ɔ t		
1663-2		s æ l		
2279-2		l aɪ		
471-2		s ɪ		
1385-2		s iː t		
792-2		r aɪ		
1111-2		m l s t		
197-2		s aɪ d		
2020-2		l æ		
867-2		h aɪ n		
1970-2		f ɔ l		
1230-2		d r ɪ t		
2017-2		n iː		
968-2		w ɛ l		
1674-2		l æ n d		
1671-2		h iː ɡ l		
829-2		k l ɪ p		
1025-2		w əʊ t ə r		
1027-2		s iː		
1832-2		r aʊ		
-1816-2		ɡ ə ə n		
-335-2		l əʊ d n		
1043-2		s t r ɔ m		
423-2		s t aɪ n		
2049-2		m ə n		
2062-2		s t ə r m		
2065-2		r eɪ b ɔ ɡ		
1368-2		s uː t		
1365-2		d ʌ		
754-2		r eɪ		
768-2		w ɛ d		
1211-2		f ɔː r		
106-2		m æ n		
-98-2		b ɔː b ə		
719-2		f əʊ d ə r		
1341-2		s ʌ n		
-2027-2		t æ n d		
-2026-2		n ɪ v		
409-2		s w ɔ n ə r n		
402-2		s w ɔ n ə r ɔ t t ə r		
1014-2		s t ɪ f ə d ɔ t t ə r		
1059-2		w iː		
120-2		s t ə l		
2194-2		ɔ t		
2199-2		k ɑː l		
2197-2		s ʌ p		
1523-2		s iː		
512-2		m ə r		
2141-2		h æ n		
2147-2		ɡ æ n s		
814-2		k r əʊ		
810-2		d ɔ b		
1758-2		m ɔ s		
1760-2		r æ		
1620-2		f ɪ n		
1282-2		w əʊ l		
1136-2		f ɔ t		
1309-2		l aɪ s		
1307-2		n ɪ t		
1305-2		f l		
711-2		w ɛ s p		
1442-2		f l ɪ		
62-2		m ɔ k		
-73-2		m ɔ s l ɪ t		
1810-2		h ɔ t		
1805-2		f l aɪ s		
1813-2		h əʊ r		
1811-2		b l iː t		
690-2		r ɪ p		
2177-2		h ʌ t		
246-2		h æ n b r æ		
249-2		h ɡ ɪ l		
1506-2		n ɔ s l l əʊ		
2242-2		m ɔ n d		
2245-2		t ʌ ŋ		
2174-2		s ʌ l d ə r		
603-2		s l ɔː		
601-2		h æ n d		
615-2		f ɪ ŋ ə r		
901-2		k l æ		
608-2		f ʌ t		
596-2		t ɪ		
937-2		b ɔ r s t		
936-2		n eɪ v ə l		
646-2		l ɪ ŋ		
947-2		l iː v ə r		
1606-2		h ɔ p		
472-2		n ɪ s		
1535-2		s w ɪ t		
1546-2		s p ɔ k		
1959-2		s l eɪ p		
694-2		s n ə r k		
1961-2		d r m		
323-2		l iː v		
1885-2		ɡ r ɑː p		
2156-2		b r + k l t ɛ ɪ		
1903-2		w ɔ n d		
525-2		s w ɛ l ɪ ŋ		
276-2		l æ m		
274-2		d ɔ p		
278-2		b l ɪ n d		
258-2		b r ɪ ŋ k		
256-2		n ɪ k t		
383-2		ɛ t		
207-2		r aɪ p		
376-2		d r ɪ ŋ k		
2014-2		r aɪ t ɪ k		
2009-2		f		
2003-2		k ɛ t l		
2024-2		p æ n		
1321-2		k ɔ p		
1976-2		t æ ŋ		
1243-2		m ə l t d		
1265-2		f ɪ l		
1261-2		s ɪ v		
655-2		b r ɔ t		
650-2		d aɪ k		
1532-2		k n eɪ d		
-36-2		s ʌ p		
34-2		b ɔ n		
-1647-2		f aɪ ɡ		
1469-3			ʃ o ə t	
2047-3			ʃ o ə	
2054-3			t y ə t	
1375-3			l ə	
760-3			ʃ ə ə t	
756-3			p ə	
726-3			t	
1351-3			b ʀ ə t t	
1353-3			b ʀ ə t t	
412-3			p ə t t t ə t ə	
406-3			ə t t t ə	
1005-3			p t ɑ̃ p ɛ t	
1012-3			p t ɑ̃ t	
1016-3			ʃ ə t l	
1069-3			ə	
509-3			p l a	
693-3			t a ə	
2179-3			l ə t	
1753-3			p ə t	
1131-3			ə ə b	
1198-3			b ɔ ə	
2032-3			ɔ	
2241-3			l ə	
2244-3			l ə v	
610-3			p ə ə	
945-3			p ɛ t	
1534-3			l ə	
384-3			t o t	
1650-3			l ɔ	
1663-3			ʃ o l	
2279-3			l ə l ə	
471-3			ʃ ə	
1385-3			ʃ o t	
792-3			l ə	
1111-3			p l ə t	
197-3			t ə t	
2020-3			l ə	
867-3			ə t ə t	
1970-3			p ɔ l	
1230-3			t y ə t	
2017-3			t ə	
2183-3			p t ɔ	
1521-3			b ɔ	
1755-3			ə t t	
1760-3			ʀ u t	
1196-3			l ə	
575-3			ə ə l l	
2014-3			ʀ u t	
1321-3				
1265-3			p ə l	
1469-4				z a n t
2047-4				z oː n
2054-4				t oː n t ə r
1375-4				l ɪ x ə
760-4				v ɪ n t
756-4				ʃ n
726-4				m oː t ə r
1351-4				ɡ r ai t eː ə ə ə
1353-4				ɡ r ai t + m t ə
412-4				f ɛ t ə r
406-4				ʃ oː ə ə ə
1005-4				ʃ uː ə ə ə ə
1012-4				ʃ t m t ə
1016-4				v a t
1069-4				ɪ x
509-4				f a l ə
693-4				m l l
2179-4				r ɛ ʃ t
1753-4				f ɪ ʃ ə
1131-4				v ɔ l
1198-4				b a r t
2032-4				h oː n
2241-4				n ai s
2244-4				l ɪ pf
610-4				k uː
945-4				h a r
1534-4				l ɪ k ə
384-4				ts uː f ə
1650-4				n oː t
1663-4				ʃ a l
2279-4				l ɪ n
471-4				z aː ə ə
1385-4				z ɛ t
792-4				r ɛ k
1111-4				m a ʃ t
197-4				ts uː t ə
2020-4				l a t
867-4				h oː n t
1970-4				f l l
1230-4				t ɛ r ə ə
2017-4				r ts ə
968-4				v ɛ r ə l
1674-4				l a n t ə
1671-4				h ɪ f ə n
829-4				k l ɪ f ə
1025-4				v aː t ə r
1027-4				z iː
1832-4				r oː f ə
-1816-4				s t ə n
-335-4				l aː ɡ ə n ə
1043-4				ʃ t r ɔ m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t ə r
2065-4				r ɛ n + m + b oː
1368-4				ʃ ɛː t ɔy
1365-4				t au
754-4				r ɛ n ə n
768-4				v ɛ r ə
1211-4				f ɪ r r
106-4				m a n
-98-4				b ɛ b ə
719-4				f ɛ d ə r
1341-4				z oː n
-2027-4				t a t t
-2026-4				n eː b ə
409-4				ʃ ʊ n n + n ə l
402-4				ʃ oː ə ə + t ɪ n t ə r
1014-4				ʃ t ai p + t oː ɡ t ə r
1059-4				v ai
120-4				ʃ t a l
2183-4				ʃ z ɛ
2194-4				ɔ s
2199-4				k a l ə
2197-4				ʃ uː p
1523-4				z ʊ x
1521-4				b oː k
512-4				m ɛ r ɛ
2141-4				h ɛ n
2147-4				ɡ a n
814-4				k r aː ə
810-4				t ɔy f ə
1755-4				h a n t
1758-4				m ɛ s
1620-4				f ɪ n
1282-4				v a l
1136-4				f oː s
1309-4				l ai s
1307-4				n ai t
1305-4				f l iː
711-4				v a ʃ p
1442-4				f l iː
62-4				m ʏ k
-73-4				m ʏ ʃ k ai t
1810-4				h ai t ə
1805-4				f l ai s
1813-4				h eː r
1811-4				b l ʊ t
690-4				r ɪ x ə
2177-4				h oː t ə
246-4				v ɛ b r + b r
249-4				ai l l t t
1506-4				n ʊ ʃ t f l l ɡ ə
2242-4				m ai d ə
2245-4				t oː ŋ
1196-4				t ɛ x
2174-4				ʃ k l t ə r
575-4				r r ə l
603-4				ɛ l + + b oː
601-4				h a n t ə
615-4				f ɪ ŋ ə r
901-4				k l
608-4				f ɛ t
596-4				t ai n
937-4				b r r s t
936-4				n aː b ə l
646-4				l ʊ ŋ
947-4				l ai b ə r
1606-4				h ɔ pf
472-4				ʃ n ə
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p ɪ ɡ ə n
1959-4				ʃ l aː p ə n
694-4				ʃ n r k ə
1961-4				t r ɔ m ə
323-4				l ai l ə n
1885-4				ɡ r a b
2156-4				f a r + ə
1903-4				v ɛ n t ə
525-4				ʃ v ɛ l ɪ ŋ
276-4				l a m
274-4				t oː f ə
278-4				b l ɪ n t ə
258-4				t r ɔ ŋ k ə n
256-4				n ɛ k t
383-4				ʃ t ə n
207-4				r ai pf
376-4				t r ɪ ŋ k ə n
2014-4				r oː s ɪ
2009-4				f ə n
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				t a ŋ
1243-4				m aː l ə t
1261-4				z eː b ə n
655-4				b r ɔ t
650-4				t ai ə
1532-4				k n t t ə
-36-4				ʃ au p
34-4				b oː n
-1647-4				f ɪ x ə
