COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
3550-1	n u n u r̃ i															
4024-1	z e b aː															
4219-1	d ɛ m b ɛ															
4240-1	w̃ oː r u															
4259-1	g ɔ m w̃															
4738-1	g u n d uː															
5197-1	e r i															
5447-1	g u s aː															
5531-1	i r̃ uː															
5733-1	n i															
5828-1	j aː w j															
562-1	s u m n e															
998-1	ɔ															
1022-1	Ø u n u															
1023-1	j Ø															
1205-1	j e															
1275-1	t Ø															
1578-1	r̃ m n n															
2063-1	i r ɛ															
2334-1	e s u															
2798-1	e r̃ ɛ															
3252-1	j m b e															
3463-1	j Ø ɛ															
3683-1	Ø i r̃ i															
3772-1	t uː m a															
3790-1	g a j															
4052-1	b a d a															
4220-1	k i															
4440-1	t e															
4479-1	k Ø															
4711-1	j a r u															
4778-1	Ø a s i r i															
4821-1	k i															
4941-1	ɔ j ɔ															
5272-1	t e g u															
5423-1	ɔ s ɔ															
5424-1	k ɔ r ɔ															
563-1	s u e															
613-1	m a															
684-1	Ø Ø r̃ i															
742-1	z a r a															
1204-1	k e r i															
1373-1	n k uː															
1787-1	n aː															
1988-1	Ø ɛ n d ɛ															
2283-1	b e r i															
2372-1	b aː r aː															
2441-1	n Ø															
2598-1	j e j															
2773-1	b a r m i															
3011-1	b a r̃ a															
3176-1	z ɔ r ɔ															
3283-1	a r̃ a															
3318-1	n o n d i															
715-2		d u ɔ ɔ														
1089-2		n a ɔ a														
1319-2		n ɔ ɔ ɔ̃ː														
1398-2		s u ŋ u n ɔ u														
1557-2		g i r e														
1626-2		w a g a														
1840-2		t i n ɔ														
2247-2		g ɔ ɔ														
4677-2		k u r ɔ j ɔ														
5162-2		m i n r̃ e														
5406-2		t aː n l u														
359-2		g a r u n														
1577-2		g i r e														
2196-2		n a r̃ a														
2230-2		s u g e														
2533-2		b a r j u														
3605-2		k a n l a														
3866-2		ɔ o s u														
4553-2		t a j g ɔ u														
4822-2		k u m b o														
5254-2		d u r ɔ														
503-2		k i r̃ e j														
1356-2		m a j ɔ														
1881-2		n u m ɔ ɔ ɔ														
2084-2		j aː ɔ Ø ɛ														
2420-2		k u r ɔ														
3218-2		Ø u ɔ ɔ s u														
3372-2		n a m a														
3718-2		ɔ a r a														
4135-2		b a n u ɔ														
4694-2		g u s n n u														
807-2		k o m b ɔ														
2320-2		k a w e														
2476-2		k ɔ n ɔː														
2842-2		d i g u														
4081-2		d a m b ɔ i														
4313-2		n ɛ m j ɔ̃ː														
4460-2		s u j̃ ɔ														
5514-2		n ɛ n d ɛː														
5810-2		Ø i j r ɛ														
93-2		d ɔ														
260-2		b eː n r e														
385-2		dʒ ɛ m b ɛ n														
890-2		a m b eː r u														
1336-2		t e g e														
1703-2		b aː ɔ														
1769-2		t ɛ m b ɛ														
2162-2		b ɛ r ɛ														
2635-2		s oː														
2735-2		d a ŋ a														
3031-2		d ɛː g ɛ														
4591-2		t ɛ r u														
5301-2		Ø ɛː r u														
5605-2		t i m e j̃														
296-2		dʒ a m i														
463-2		d u m b u														
762-2		b a n a k u ɔ ɔ														
1432-2		t a r iː														
1474-2		t ɔ w j ɔ														
1788-2		s i r ɛ														
2044-2		d i m b e														
2713-2		t ɛː m ɔ ɛ n d ɛ r ɛ														
3219-2		Ø aː s u														
3425-2		j ɔ̃ː														
4184-2		ŋ ɛ ɔ ɔ														
4629-2		n u n j ɔ														
4759-2		n i j ɛ														
4904-2		n n u ŋ n ɔ														
4960-2		g i ŋ aː dʒ u														
4980-2		t ɔ ɔ ɔ														
5059-2		g u j oː														
5125-2		j ɔ ŋ dʒ ɔ														
5339-2		Ø a g a														
5549-2		t a w j a														
5771-2		j̃ u g u														
5905-2		t i ŋ n														
5938-2		ɔ a d u n ɔ ɔ ɔ														
1-2		Ø ɛ														
483-2		g e s u														
629-2		d o n n														
667-2		ɛ w ɛ														
1254-2		dʒ a n d u r u														
1415-2		dʒ Ø														
1542-2		n u														
1683-2		s u j̃ eː														
1898-2		Ø u r̃ oː														
2551-2		r̃ i														
2901-2		t u ŋ g iː														
2957-2		m a n dʒ u														
3048-2		b i j e														
3251-2		s a r a														
3885-2		d ɛ n ɛ														
4402-2		j i														
5081-2		b i ŋ dʒ i ɔ iː														
5622-2		Ø ɛ u j̃ e j														
6006-2		Ø i r̃ ɔ														
43-2		s aː j j														
135-2		t u n l u														
158-2		m ɔ s u														
194-2		b ɛ j̃														
221-2		ɛ s u														
650-2		b ɛ s i														
1152-2		t i w ɛ														
1374-2		k ɔ w ɔ̃ː														
1452-2		g aː r a														
1862-2		i s u														
2108-2		n a e j̃														
2636-2		m														
2880-2		tʃ u ŋ dʒ u oː														
2924-2		Ø oː m m														
2941-2		b i r̃ iː														
3405-2		j ɛ m ɛ j̃														
3959-2		t o r̃ u														
4066-2		g ɔː n ɔ														
4535-2		s u g ɔ														
4888-2		s a m u n a														
5180-2		s ɛ m ɛː														
5751-2		t i j ɛ														
5981-2		a r̃ a														
114-2		d ɔ j̃ ɔ														
702-2		ɔ g ɔ dʒ ɔː w ɔː														
851-2		g uː m ɔ														
872-2		ɛ ŋ dʒ ɛ														
952-2		k u r w ɔ														
2179-2		n i														
2351-2		b a n n														
2496-2		n u n														
4609-2		tʃ ɔ r a j														
4740-2		w u l ɔ n														
4921-2		s a m b m a														
5982-2		k u dʒ u														
978-2		t o m														
999-2		j e														
1052-2		n aː m n u														
1989-2		m ɔ l ɔ														
2456-2		k ɔ r u														
2666-2		s u j̃ i														
2817-2		a n d														
3132-2		d u ŋ														
3300-2		ɛ w ɛ														
3977-2		ɔ̃ː ŋ dʒ iː														
3978-2		ɔ̃ː ŋ dʒ ɛ														
4260-2		ɔ m Ø u														
4278-2		k u ŋ dʒ u														
4334-2		i s ɔː r														
4361-2		t eː g e														
4570-2		n n g ɔː n n														
4648-2		j e														
5673-2		d u m ɔ														
5887-2		j ɔ m														
446-2		g o ŋ m m g ɔ o														
1108-2		k o j o														
1124-2		e r ɔ ɔ e														
1237-2		ɔ i ŋ Ø														
1745-2		dʒ a j a														
1823-2		g oː n oː														
2143-2		b Ø														
2265-2		u r ɔ														
2392-2		l o s u														
2579-2		d oː														
2902-2		j ɛː														
3197-2		k o														
3339-2		k a r a														
3550-2		ŋ Ø Ø iː														
3943-2		Ø a l ɔ														
4240-2		w oː r i														
5197-2		ɛ r u														
5531-2		ŋ i r̃ e														
5733-2		n iː														
409-2		w i r u														
562-2		s u m m ɔ														
1022-2		i l i														
1205-2		j e														
1275-2		t Ø														
1524-2		k oː j ɔ														
1578-2		n u m m m														
2063-2		i r ɛ														
2798-2		ŋ u r̃ e j̃														
3088-2		ɛ r̃ u														
3683-2		tʃ i r̃ e														
3772-2		t u m a														
4711-2		j a r iː														
4778-2		s a s i j i														
4821-2		k u														
4941-2		ɔ Ø ɔ														
5272-2		t e m u														
5319-2		t s u														
5375-2		m aː l ɔ̃ː ɔ̃ː														
5423-2		ɔ s ɔ														
5424-2		k ɔ r ɔ														
5465-2		m u Ø o														
5497-2		ɛ w														
178-2		Ø Ø r b r r Ø														
563-2		s u m o														
684-2		Ø Ø n n														
742-2		dʒ ɔ r ɔ														
787-2		n i Ø eː														
1126-2		n i														
1204-2		tʃ e r u														
1373-2		m m m o														
1787-2		n aː														
1969-2		j ɔ g ɔ r ɔ														
2283-2		b ɛ r u														
2441-2		aː														
2598-2		j e j m														
2773-2		b a r m i i														
2863-2		dʒ u j														
3011-2		b a n l a j														
3176-2		dʒ ɔ̃ː r ɔ														
3319-2		b u Ø a m														
715-3			d ɔ ʔ ʔ													
1089-3			d ɛ ʔ ʔ													
1319-3			n ʔ ŋ ɛː													
1398-3			s u k ɔ l e													
1557-3			g i r e													
1626-3			w a g ɔ													
1840-3			t eː ŋ ʔ													
2247-3			w ɛ ʔ													
4677-3			k u l e d													
5162-3			m e d d ɛ													
5406-3			t aː d d i													
359-3			g a r a ʔ													
1577-3			g i r e													
2196-3			d a l e													
2533-3			b a r g e													
3866-3			e dʒ u													
4553-3			t a ʔ ɛ													
5254-3			d u l ɔ													
503-3			k eː d a ʔ													
1881-3			d aː m ʔ ʔ ʔ													
2084-3			aː ʔ b i													
2420-3			k u l ɛ													
3218-3			p u dʒ u													
3372-3			d a m a													
3718-3			a r a													
2320-3			k a d ɛ													
2476-3			k e g ʔ													
3719-3			m i													
4460-3			Ø ɛ ʔ													
5514-3			d ɛ d d ɛ													
890-3			a m ʔ e l i													
1336-3			d ɛ g e													
1703-3			b o													
2162-3			b ɛ t ɛ													
2635-3			dʒ ɛ													
2735-3			d ɛ d ʔ a													
762-3			b a ŋ a ŋ k u ʔ ʔ													
1788-3			s e ʔ ʔ													
2713-3			d ɛː m ŋ ŋ ŋ d ɛ r ɛ													
3219-3			p aː dʒ u													
4629-3			Ø u ŋ u													
4904-3			ŋ aː ŋ a													
5125-3			e d dʒ e													
5771-3			b u g u ʔ													
5938-3			a r u d ʔ ʔ a													
1898-3			p u l o													
2901-3			d u ŋ m aː													
2957-3			m a n d e													
3048-3			b i e													
5081-3			b e n dʒ ʔ ʔ i													
6006-3			p e r ɔ													
716-3			j ɛ													
1152-3			d i w ɛ													
1789-3			d u m a													
2083-3			k a ʔ d i													
2108-3			Ø i ŋ ŋ Ø													
2618-3			k ɛ l ɛ													
2880-3			k u n dʒ u eː													
2941-3			b i l													
3405-3			ɛ m ɛ ʔ													
3811-3			l ɛː													
5583-3			t a ŋ e													
5751-3			t i j ɛ													
2442-3			d u m aː													
2496-3			n u n													
4921-3			s a ʔ b m e													
196-3			k u l ɛ													
3639-3			t e w aː													
3905-3			n a													
3977-3			ʔ m ɔ n dʒ i													
3978-3			ʔ m eː n dʒ e													
4361-3			Ø Ø Ø Ø													
5532-3			i n i													
1237-3			i n dʒ ɛ													
1579-3			ɔ m b u l ɔ													
2143-3			b aː													
2774-3			k a d													
3198-3			s ɛ m ɛ													
3534-3			d o n i													
3550-3			d ʔ ʔ													
3684-3			k i n dʒ aː													
3943-3			Ø aː r e													
4259-3			g ɛ m ɛ													
4611-3			k ɔː m ɔ													
4983-3			s ɔ n dʒ													
5656-3			m ɔ n dʒ													
5830-3			j ɔː													
1026-3			l e m m													
1170-3			g a n dʒ e													
1187-3			ʔ u r u													
1275-3			Ø Ø													
1454-3			s eː l e													
1668-3			b i n i													
1841-3			g e													
1970-3			p u l a													
2977-3			k ɔ m b u													
3301-3			e b a													
3498-3			n i													
4442-3			d i ɛ													
4479-3			k Ø													
5038-3			g ɔ l ɛ ʔ													
5391-3			dʒ o m													
5888-3			Ø ɔː													
6007-3			p u d a													
178-3			g ɔ m b ɔ Ø e													
684-3			Ø aː Ø Ø													
1257-3			k ɔ l ʔ ɔ													
1433-3			p e l e													
1501-3			d i g e													
1684-3			s e w ɔ													
1864-3			k ɔ g u l ɛ													
1988-3			ʔ p u n d ɛ													
2046-3			g e n d o													
2127-3			n o l o													
2599-3			i g e													
2756-3			w a l a													
2775-3			b a r i m i													
3254-3			d u l ŋ m a													
715-4				d u												
1089-4				n aː ŋ												
1319-4				n ɛː												
1398-4				s u g u r u												
1557-4				ɣ i r ɛ												
1626-4				w a g a												
1840-4				t i r̃ u												
2247-4				g oː												
4677-4				k u r oː j												
5162-4				m i r̃ e												
5406-4				t aː n i												
359-4				g a r u												
1577-4				ɣ i r ɛ												
2196-4				n a r̃ a												
2230-4				s i g e												
2533-4				b a r a												
3605-4				k a n d a												
3866-4				o dʒ u												
4553-4				t a g u												
4822-4				k u m b oː												
5254-4				d u r ɔ												
503-4				tʃ i r̃ a												
1356-4				m a w												
1881-4				n ɔ m o												
2084-4				j aː Ø e												
2420-4				k u r ɔ												
3218-4				Ø u dʒ u												
3718-4				a r a												
4135-4				b a n u w												
4694-4				g u dʒ u												
807-4				k oː m ɔ												
2320-4				k a ŋ ɛ												
2842-4				d i ɣ u												
4313-4				n ɛ m ɔː												
4460-4				s ɔ												
5514-4				n ɛ n d ɛ												
5810-4				Ø i r u												
93-4				d ɔː												
260-4				b ɛ d ɛ												
385-4				dʒ e m b ɛ												
890-4				a m i r u												
1769-4				t ɛ m b ɛ												
2162-4				b ɛ r ɛ												
2635-4				s o												
2735-4				d a n a												
3031-4				d ɛ g ɛ												
5301-4				Ø ɛ r u												
5605-4				t i w̃ ɛ												
63-4				k a r a												
296-4				dʒ a m b a												
463-4				d u m b u												
762-4				b a n a k u												
1432-4				t a r u												
1474-4				t ɔ												
2044-4				d i m b ɛ												
3219-4				Ø aː dʒ u												
4120-4				k o r o												
4184-4				ɲ e												
4423-4				d ɔ r̃ ɔ												
4629-4				n u ŋ ɔ												
4759-4				n i r e												
4904-4				n u ŋ a												
4960-4				dʒ i n aː dʒ u												
4980-4				t ɔ												
5059-4				g u d oː												
5125-4				ɔ n ɔ												
5549-4				t a w a												
5771-4				dʒ ɔ ɣ ɔ												
5922-4				b i r ɛ												
1-4				Ø ɛː												
629-4				d ɛː												
667-4				ɛ w ɛ												
1254-4				dʒ a d u r u												
1415-4				ɲ ɛː												
1542-4				n u												
1683-4				s ɛ												
1898-4				Ø ɔ r̃ oː												
2551-4				r a												
3251-4				b a ŋ a												
3885-4				d ɛ ɛ												
5622-4				Ø ɛ d a e j												
6006-4				Ø ĩː r̃ ĩː												
43-4				s aː												
135-4				t u n d u												
158-4				m ɔ dʒ u												
221-4				ɛ s u												
650-4				b o dʒ o												
1374-4				k ɔ j ɔ												
1452-4				g aː r a												
1789-4				n u ŋ a												
1862-4				i dʒ o												
2108-4				n a j												
2636-4				m												
3113-4				t e g e												
3136-4				j a r a												
3751-4				Ø ɛ j												
4888-4				s a m n a												
5180-4				s ɛ m b ɛ												
5583-4				t a ŋ a												
5981-4				a r̃ a												
25-4				r a s ɛ ɣ ɛ												
114-4				d ɔ ɛ												
702-4				ɔ ɣ ɔ ɲ ɔ												
851-4				ɣ ɔ ŋ												
872-4				ɛ n dʒ ɛ												
952-4				k u r ɔ												
1941-4				k i r i												
2442-4				n u w̃ a												
3448-4				b uː d u												
3482-4				m i s a d ɛ												
3497-4				n aː												
3588-4				k ɔ r ɔ												
4101-4				a r̃ a												
4293-4				dʒ ɔ w ɔ												
4520-4				Ø e dʒ u												
4609-4				k ɔ r oː												
4740-4				g u n ɔ												
4781-4				s aː w dʒ aː												
5982-4				ɣ u s u												
196-4				Ø Ø Ø aː												
545-4				i r u												
931-4				b ɛ w												
978-4				t o m												
999-4				j ɛ												
1052-4				n aː m b ɔ												
1070-4				l ɔ ɣ oː												
1298-4				g u ɣ u m Ø a												
1989-4				m ɛ n ɛ												
2145-4				dʒ oː												
2306-4				a m a												
2456-4				Ø ɔ l ɔ												
2514-4				d o s u												
3132-4				d u ŋ u												
3300-4				e w ɛ												
3774-4				t u r u												
3976-4				s i												
4039-4				d ɔ r̃ u												
4278-4				k ɔ n dʒ u												
4361-4				t e g												
4570-4				g ɔ												
5318-4				d ɔ r ɔ												
5673-4				d ɛ m ɛ												
5752-4				t ɛː												
521-4				k aː ɲ a												
685-4				dʒ o n ɔ												
744-4				l a w a												
1646-4				ɔ g u												
1745-4				dʒ a j u												
2066-4				n a ŋ a												
2216-4				j aː												
2265-4				u r ɔ												
2579-4				d a												
2958-4				m o												
3197-4				k ɔː												
3339-4				k a r a												
3812-4				Ø i n w e												
4219-4				t e m b e												
4337-4				s ɔ m b ɔ												
5197-4				e r u												
5531-4				i r̃ e												
5733-4				n ɛ												
409-4				g o r u												
1002-4				r ɛ												
1022-4				Ø i n i												
1238-4				i s i												
1612-4				n u m b ɔ												
2334-4				ɛ dʒ u												
2396-4				n												
2553-4				b aː ɲ a												
2671-4				n Ø oː												
2798-4				e r̃ ɛ												
2978-4				k r ɔ												
3407-4				ɛ m												
3551-4				b e w w w												
3683-4				tʃ i Ø ɛ												
4220-4				k												
4383-4				k ɛː												
4440-4				t ɛ												
4651-4				d ɛ ɲ												
4711-4				j a r a												
4821-4				k u												
5272-4				t e g o												
5375-4				m aː n i												
5465-4				m ɔ a												
5481-4				j oː g oː												
5497-4				ɛ w												
5641-4				l e j												
5692-4				a a												
347-4				Ø ɛː r̃ ɛː												
448-4				n ɛ w												
567-4				n i n ɛ												
613-4				m aː												
787-4				n i w̃ e												
1126-4				n Ø												
1208-4				ɣ a m a												
1502-4				d ɔ ŋ												
1669-4				d e m b e r e												
1971-4				Ø Ø Ø u t ɔ												
2283-4				b e r u												
2354-4				Ø i r ɛ												
2619-4				Ø ɛ Ø a												
2714-4				Ø aː ŋ												
3011-4				b a a												
3159-4				j ɛ j ɛ												
3199-4				k ɔ r ɔ m												
3319-4				b ɔ s u												
3358-4				Ø aː												
715-5					d u											
1089-5					n a											
1319-5					n ɛː											
1398-5					s u g ɛ n											
1557-5					g i r											
1626-5					w a g a											
1840-5					t eː ŋ i											
2247-5					g a											
4677-5					k u l e											
5162-5					m i ɛ											
5406-5					t a n dʒ u											
359-5					g a a											
1577-5					g i r e											
2196-5					n a l											
2230-5					s i g											
3605-5					k a n d a											
3866-5					o dʒ u											
4553-5					t a g i											
4822-5					k u m b											
5254-5					d u l ɔ											
1356-5					m a											
1881-5					n ɔ m i											
2084-5					j a p i											
2420-5					k u ɛː											
3218-5					p ɛ i sʷ u											
3372-5					n a m a											
3718-5					a r a											
4135-5					b a											
4694-5					g u i i u											
2476-5					k u											
2842-5					d i g i											
3719-5					m											
4081-5					dʒ a m b											
5514-5					n ɛ n d ɛː											
260-5					p a d ɛ											
385-5					ɛː m b ɛː											
890-5					i a m a i i											
1703-5					b											
1769-5					dʒ ɛ m b i											
2735-5					d a											
4591-5					t aː r											
5301-5					p ɛː l u											
63-5					k a r a											
296-5					r a m b ɛː											
463-5					p u m b u											
762-5					b a n a ŋ k ɛ											
1788-5					s i ŋ ŋ											
3219-5					p ɛ sʷ ɛ											
4120-5					k o o											
4759-5					n ɔ i j											
4960-5					i n oː i e											
5059-5					g u j o											
5549-5					t a w											
5771-5					j u g u											
5905-5					t u n u											
5938-5					a d u n a											
1415-5					Ø i ɛ											
1542-5					n u i											
1898-5					p u o											
2551-5					r ɛː											
2957-5					m a n d i											
3048-5					b i j i											
4402-5					j i											
5081-5					p i n dʒ i											
6006-5					p o r a											
135-5					t u n d u											
194-5					b ɛ i											
716-5					j ɛ											
2083-5					k a ŋ n i											
2618-5					k ɛ ɛː											
2880-5					k u n dʒ											
3113-5					t Ø g Ø											
3136-5					j a Ø a											
3405-5					ɛː m ɛ											
3572-5					b ɛː r u											
4535-5					s u g ɛ											
5751-5					t i j ɛ											
851-5					w Ø i i											
2179-5					l p i											
2351-5					b e i oː											
2496-5					n u ŋ											
3448-5					b a a p a											
4781-5					s dʒ											
4921-5					s a m b i e											
196-5					k u l ɛ											
789-5					g ɔ ŋ a											
931-5					b ɛ Ø a											
1298-5					g i m b											
2145-5					d eː i											
3639-5					t o w											
3977-5					ɔː n dʒ i											
3978-5					n dʒ e											
4260-5					ɔ Ø Ø u											
5200-5					ɛ l ɛ											
5532-5					i n i											
5866-5					g a e											
432-5					k a n											
446-5					g e n i i g i i e											
521-5					k oː dʒ o l											
1124-5					l i l											
1237-5					iː n dʒ aː											
1579-5					b u l ɛ											
1748-5					j o											
2774-5					k a n i											
3198-5					s ɛː m ɔ											
3339-5					k a g a											
3534-5					t n i											
3550-5					i n i i i											
3684-5					k i n											
3944-5					Ø Ø Ø ɛ											
4611-5					k ɔː m ɔ											
4738-5					g u n d u											
4983-5					s o n dʒ											
5447-5					g i p e											
5656-5					ɔː n dʒ i											
5830-5					j o											
1074-5					n u g o i											
1170-5					g ɔ ŋ dʒ ɛ											
1187-5					u r u											
1454-5					s eː l i											
1841-5					g e											
1970-5					p u a											
2977-5					k o b a											
3252-5					i m b ɛ i											
3301-5					a b a											
3463-5					i w ɛː											
3498-5					n iː											
4363-5					d a m											
5038-5					k ɔ l ɛ ŋ											
5228-5					b a n dʒ i											
5229-5					b a n dʒ Ø											
5391-5					dʒ o											
5481-5					j o g o											
5793-5					t e m b e i											
5888-5					j o											
6007-5					p u n a											
178-5					k e a b a n a											
568-5					n i n d u											
569-5					n i n d i n											
1257-5					k o l i ŋ u											
1433-5					p o l i											
1501-5					n i g e											
1684-5					s i w e											
1787-5					n ɛː											
1864-5					k ɔ g ɛ ɛ											
1923-5					g iː											
1988-5					ŋ p ɛ n d o											
2046-5					g n d i											
2067-5					i d e											
2109-5					k ɛ ɛ i											
2127-5					n a l											
2372-5					b e l u											
2599-5					i g e											
2756-5					b a l a											
2775-5					b a r m i											
3254-5					d a i m a											
3319-5					Ø Ø Ø a m											
3358-5					Ø e											
715-6						d u										
1089-6						n i										
1319-6						n p p ɛ										
1398-6						s u g u l p i										
1557-6						g i dʒ i										
1626-6						b a g uː										
1840-6						t eː ŋ p										
2247-6						g ɔ										
4677-6						k u l eː j p										
5162-6						m i p ɛ										
5406-6						t i n d u										
359-6						g a l i										
1577-6						g i dʒ eː										
2196-6						n aː l i										
2230-6						s u g o										
2533-6						b aː i										
3605-6						k a n d a										
4553-6						t i g p i										
4822-6						k u m b o										
5254-6						d uː l o										
503-6						k i s aː										
1356-6						m aː j										
1881-6						n u m p										
2084-6						j i p u										
2420-6						k u l ɛ										
3218-6						p u dʒ u										
3372-6						n a m aː										
3718-6						aː dʒ i										
4135-6						b uː n uː										
4694-6						g u dʒ uː										
807-6						k iː										
2320-6						k aː ŋ a										
2842-6						d i g u										
3719-6						m u										
4081-6						d a m b ɛ										
4313-6						n ɛ m										
4460-6						s ɔ j										
5514-6						n ɛ n d ɛ										
5810-6						p i n l ɛ										
93-6						d ɛ										
890-6						aː m u i										
1336-6						d o g i										
1703-6						b i										
4591-6						t i i										
5605-6						t i m ɛː										
63-6						k a dʒ a										
296-6						dʒ a m b ɛ										
463-6						d u m b u										
762-6						b a n a k u										
3425-6						j										
4120-6						k l										
4423-6						d o ɔ										
4759-6						n i j e										
4904-6						n u ŋ a										
4960-6						g i n aː l eː										
5125-6						ɛː n dʒ ɛː										
5339-6						p aː g aː										
5771-6						dʒ u g u										
5922-6						b ɛ i										
5938-6						a d uː n a										
483-6						g ɔ dʒ u										
1542-6						n ɛ										
1683-6						Ø u j										
2551-6						ɛː										
2957-6						m a n d ɛ										
3048-6						b i p o										
4402-6						j i										
5081-6						p i n dʒ u										
5622-6						p o i j eː j										
650-6						b ɛː dʒ ɛ										
716-6						j ɛ										
1152-6						t uː b ɛ										
1789-6						n u m a										
1862-6						i d i										
2618-6						k ɛː l ɛː										
2880-6						Ø u n dʒ u g i										
2924-6						p ɔ uː										
3136-6						j a a										
3405-6						ɛ m ɛ										
3811-6						l ɛ										
4535-6						s u g ɔ										
4888-6						s i m ɔ n ɔ										
5751-6						t i j ɛ										
2179-6						n d ɛ										
2442-6						n u m a										
3482-6						m ɛ s ɛ Ø ɛ										
4202-6						g o l o										
4781-6						s aː p dʒ i										
4921-6						Ø aː b i										
5982-6						u dʒ u										
408-6						j m b u										
526-6						d aː aː g aː										
789-6						g i aː										
1298-6						g u u m b a										
1942-6						j eː										
2666-6						Ø i j i										
3015-6						n ɔː n d a										
3905-6						n i										
3977-6						m ɔ n dʒ u										
3978-6						m u n dʒ o										
4152-6						k i a j										
4334-6						s ɔ l										
4648-6						j o										
5200-6						ɛ l										
5318-6						d ɔ o										
5532-6						p u n u										
5673-6						dʒ i n i										
5866-6						k a dʒ a										
66-6						Ø a										
432-6						Ø a n										
446-6						t eː ŋ dʒ ŋ g ŋ ŋ o										
1579-6						ɔ m b u l ɔ										
