COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
547-1	ɜ t̪ ɜ						
1048-1	k ɜ k ɜ						
1692-1	pʰ o n̪ o						
1306-1	b u						
405-1	b o ŋ o						
294-1	p r̪						
661-1	b o ŋ o						
413-1	kʰ ɜ ɽ						
996-1	tθʰ ɜ n̪						
1012-1	t̪ r̪ o b ɑ						
181-1	pʰ i r̪ o ŋ						
1660-1	g ʊ n̪ d u						
1440-1	d̪ r̪ r̪ i ŋ						
1652-1	l o						
1037-1	s̪ ŋ i s̪ ɑ						
677-1	ŋ ɜ x p o						
1561-1	ɕ ɪ r̪ ʊ ɑ						
447-1	s̪ k ɜ s̪ ɛ i						
828-1	ɾ i ŋ m o						
1247-1	tɕ ɜ t̪						
391-1	g ɜ ɜ m o						
972-1	ȵ i m o ŋ						
531-1	t̪ʰ ɜ l l i						
253-1	tɕ o b o						
1282-1	ŋ u n̪						
812-1	j ɑ ŋ m o						
245-1	t̪ʰ u r̪ u						
1609-1	k ɜ r̪ o o						
261-1	n̪ ɑ j p o						
1143-1	m ɑ r̪ p o						
1065-1	tɕ i t̪ s̪						
1504-1	ȵ i s̪						
1432-1	s̪ u m						
634-1	b ʊ i						
1255-1	t̪ r̪ u k s̪						
488-1	ɾ gʲ ɜ t̪						
1004-1	ɾ d u						
506-1	tɕ u s̪						
1488-1	tɕ o ŋ ɜ s̪						
1496-1	ȵ i						
1073-1	ɾ gʲ ɜ						
1617-1	s̪ u						
1569-1	tɕ i						
1593-1	g ɑ ɾ						
1585-1	n̪ ɑ m						
759-1	ŋ ɑ m						
1415-1	d̪ o ŋ						
1215-1	ŋ o x s̪						
422-1	l o x s̪						
310-1	tɕʰ ɜ ɽ p						
189-1	g ɑ ŋ m ɑ						
25-1	z̪ ʊ s̪						
9-1	l̪ ʈ r̪ k s̪						
57-1	t̪ʰ o s̪ s̪						
17-1	s̪ k o ŋ s̪						
709-2		g o o					
522-2		ʊ d d o ŋ					
514-2		m i n̪					
464-2		s̪ n̪					
1020-2		s̪ u ɜ m					
1355-2		s̪ õ					
1464-2		l̪ tɕ e					
302-2		b i ɜ ŋ					
237-2		l̪ t̪ ɜ ɑ					
205-2		p r̪ ɜ m p					
1089-2		l ɜ t̪ p ɜ n̪					
804-2		k ɜ ŋ m ɜ					
1263-2		b ɜ x p ɑ					
286-2		ɾ u s̪ p ɑ					
717-2		s̪ n̪ i ŋ					
269-2		kʰ ɜ ɜ					
1512-2		x ɛ i n̪					
555-2		ʑ ɜ k p ɑ					
751-2		n̪ ɜ ŋ					
439-2		z̪ ɛ o					
601-2		ɕ i ŋ					
320-2		p ɜ x m ɜ					
1106-2		b u					
693-2		h ɜ t̪ o					
221-2		s̪ t̪ ɜ r̪ ʊ					
1199-2		t̪ʰ ɜ t̪ p ɑ					
1424-2		s̪ k u t̪ ɜ					
904-2		l dð o					
1273-2		s̪ ɛ ɜ m					
1323-2		s̪ k ɜ r̪ m ɑ					
1127-2		tθʰ ɜ r̪ p ɑ					
1529-2		pʰ u					
1175-2		ɾ gʲ ɛ m o i					
383-2		p s̪					
820-2		l̪ o k					
1636-2		l̪ ɛ u					
1331-2		ʊ ɾ d̪ ɑ ɑ					
1097-2		l ɜ m					
1223-2		ʑ ɜ ŋ ɑ					
592-2		m ɛ					
1290-2		t̪ u t̪ p ɑ					
669-2		s̪ ɛ					
1472-2		s̪ t̪ ɜ					
788-2		l o ŋ ɑ					
1191-2		ɾ ɜ m p ɑ					
626-2		m ɛ n̪ d o q					
844-2		ɑ m					
879-2		pʰ ɑ					
1151-2		b r̪ ɜ s̪					
1119-2		ɑ l u					
365-2		s̪ ɛ ɛ r̪ m					
1480-2		j u n̪					
653-2		z̪ ɛ o k p					
1081-2		g o ŋ					
1448-2		p ɑ					
1029-2		m ɑ ɾ					
863-2		ɕ ɑ					
539-2		tθʰ i l					
610-2		ɣ ɑ					
350-2		ʑ ɜ ŋ					
871-2		o ŋ ɑ					
734-2		ɾ d ɑ					
431-2		kʰ i					
1298-2		ɾ ɣ b ʊ p					
929-2		ʑ ɜ ŋ k i					
1315-2		t̪ ɑ k s̪					
964-2		m i n̪ d ɜ n̪					
836-2		m i					
1644-2		b u s̪					
547-2		ɑ t̪ ɜ					
1048-2		k ɜ k ɜ					
1692-2		pʰ o n̪					
1306-2		b u					
405-2		b o ŋ					
294-2		p i n̪					
661-2		b o ŋ					
413-2		ʑ ɜ t̪					
996-2		tθʰ ɜ n̪					
1012-2		t̪ r̪ o b ɜ s̪					
181-2		pʰ i d o					
1660-2		g o n̪ d o					
1440-2		d̪ i r̪ i ŋ					
1652-2		l o					
1037-2		s̪ i i ŋ m					
677-2		ʑ ɜ x m o					
1561-2		ɕ e r̪ p ɑ					
447-2		s̪ k ɜ m b q					
828-2		ɾ i ŋ m o					
1247-2		tɕ ɜ t̪					
391-2		g ɜ ɜ m o					
972-2		ȵ i m o					
531-2		t̪ʰ ɜ t̪ p i ŋ					
253-2		tɕ o					
1282-2		ʑ u n̪ d i					
812-2		j ɑ ŋ m o					
245-2		t̪ʰ u r̪					
1609-2		k ɑ r̪ p o					
261-2		n̪ ɜ t̪ p o					
1143-2		m ɑ r̪ p o					
1065-2		tɕ i k					
1504-2		ȵ i s̪					
1432-2		s̪ u m					
634-2		b i ɪ					
1255-2		t̪ r̪ u k					
488-2		b gʲ ɛ t̪					
1004-2		ɾ ɾ u					
506-2		tɕ u s̪					
1488-2		tɕ o ŋ ɜ s̪					
1496-2		ȵ i ɕ u					
1073-2		b gʲ ɜ					
1617-2		s̪ u					
1569-2		tɕ i					
1593-2		g ɑ ɾ					
1585-2		n̪ ɑ m					
759-2		ɪ ɜ m					
1415-2		d̪ o ŋ					
1215-2		ʑ o q p ɑ q					
422-2		l o x p					
310-2		tθʰ ɜ t̪ p o					
189-2		g ɑ ŋ m ɑ					
25-2		z̪ ʊ s̪					
9-2		l̪ t̪ o k s̪					
57-2		t̪ʰ õ s̪					
17-2		s̪ k o m s̪					
709-3			g o o				
522-3			ʊ ɜ d o ŋ				
514-3			m ɪ k				
464-3			s̪ n̪				
1020-3			s̪ ɜ ɜ m s̪				
1355-3			s̪ o				
1464-3			l̪ ʈ e				
302-3			b ɜ ɜ ŋ				
237-3			l̪ ʈ ʊ ɑ				
205-3			p r̪ ɜ p				
1089-3			l ɜ q				
804-3			k ɜ ŋ m ɜ				
1263-3			b ɜ k s̪				
286-3			ɾ u s̪ p ɜ				
717-3			s̪ o i ŋ				
269-3			kʰ ɜ ɜ				
1512-3			x p u n̪				
555-3			l̪ ɜ k p ɜ				
751-3			n̪ ɜ ŋ				
439-3			z̪ g o				
601-3			ɕ i ŋ				
320-3			p ɜ x m ɜ				
1106-3			b u				
693-3			h ɜ t̪ o				
221-3			s̪ t̪ ɜ p u				
1199-3			t̪ʰ ɜ q				
1424-3			s̪ k e t̪ r̪				
904-3			l dð o ŋ				
1273-3			s̪ n̪ ɜ m				
1323-3			s̪ k ɜ p u				
1127-3			tɕʰ ɜ r̪ p u				
1529-3			tɕʰ u				
1175-3			ɾ g ʊ m o				
383-3			p s̪ ɪ l				
820-3			l̪ o k				
1636-3			l̪ l ŋ				
1331-3			ʊ ɾ d̪ ɑ				
1097-3			l ɜ m				
1223-3			t̪ ɜ ŋ ɑ				
592-3			m e				
1290-3			t̪ ʊ t̪ p ɜ				
669-3			x s̪ ɛ ɾ				
1472-3			s̪ t̪ ɜ				
788-3			l o ŋ ɑ				
1191-3			ɾ ɜ m p ɜ				
626-3			m ɪ n̪ d o q				
844-3			ɜ m				
879-3			tɕʰ ɑ				
1151-3			b r̪ ɜ s̪				
1119-3			ɜ l u				
365-3			s̪ ɛ ɛ n̪ u				
1480-3			j u ŋ				
653-3			z̪ g o k e				
1081-3			t̪ o ŋ				
1448-3			p ɑ				
1029-3			m ɑ ɾ				
863-3			ɕ ɜ				
539-3			tθʰ o l				
610-3			ɣ ɑ				
350-3			t̪ ɜ ŋ o				
871-3			o ŋ ɑ				
734-3			ɾ g ɑ				
431-3			kʰ ɪ				
1298-3			o z̪ b i l				
929-3			z̪ ɜ ŋ k s̪				
1315-3			t̪ ɑ x s̪				
964-3			m ɪ n̪ t̪ ɜ				
836-3			m ɪ				
1644-3			b i s̪ t̪ r̪ i				
547-3			ɜ t̪ ɜ				
1048-3			k ɜ k ɜ				
1692-3			pʰ o n̪ o				
1306-3			b u				
405-3			b o ŋ o				
294-3			p r̪				
661-3			b o ŋ o				
413-3			ʑ ɜ q				
996-3			tθʰ ɜ n̪				
1012-3			t̪ r̪ o b ɜ				
181-3			pʰ i u o				
1660-3			g ʊ n̪ d e				
1440-3			d̪ ɪ r̪ i ŋ				
1652-3			l o				
1037-3			s̪ i i ŋ m				
677-3			ɪ ɜ x m o				
1561-3			ɕ i r̪ i ɑ				
447-3			s̪ k ɜ m o m				
828-3			ɾ i ŋ m ŋ				
1247-3			tɕ ɜ t̪				
391-3			g ɜ ɜ m m				
972-3			ȵ i m o				
531-3			t̪ʰ ɜ q r̪ i ŋ				
253-3			tɕ o				
1282-3			ŋ u n̪ o e				
812-3			j ɑ ŋ m ŋ				
245-3			t̪ʰ u ɾ u				
1609-3			k ɑ r̪ i o				
261-3			n̪ ɑ q p o				
1143-3			m ɑ r̪ p o				
1065-3			tɕ i k				
1504-3			ȵ i s̪				
1432-3			s̪ ʊ m				
634-3			b i ɪ				
1255-3			t̪ r̪ u k				
488-3			gʲ gʲ ʊ t̪				
1004-3			ʊ g ʊ				
506-3			tɕ u s̪				
1488-3			tɕ o ŋ ɜ s̪				
1496-3			ȵ i ɕ u				
1073-3			β gʲ ɜ				
1617-3			s̪ ʊ				
1569-3			tɕ i				
1593-3			g ɑ ɾ				
1585-3			n̪ ɑ m				
759-3			xʲ ɜ m				
1415-3			d̪ o ŋ				
1215-3			ɪ o q s̪				
422-3			l o x s̪ o				
310-3			tɕʰ ɜ q				
189-3			g ɑ ŋ m				
25-3			z̪ o s̪				
9-3			l̪ ʈ o k s̪				
57-3			t̪ʰ ɜ ŋ				
17-3			s̪ k o m s̪				
709-4				g o o			
522-4				o n̪ d o ŋ			
514-4				m i k			
464-4				s̪ n̪ ɑ			
1020-4				s̪ n̪ m m s̪			
1355-4				s̪ o			
1464-4				l̪ tɕʰ e			
302-4				b r̪ ɜ ŋ			
237-4				l̪ t̪ ɜ ɑ			
205-4				p r̪ ɜ p			
1089-4				l ɜ q			
804-4				k ɜ ŋ m ɜ			
1263-4				b ɜ x p			
286-4				ɾ u s̪			
717-4				s̪ n̪ i ŋ			
269-4				ʈʂ ɪ ɜ			
1512-4				xʲ u ɪ n̪			
555-4				β ɜ k p ɜ			
751-4				n̪ ɜ ŋ			
439-4				z̪ ɛ o			
601-4				ɕ i ŋ			
320-4				β ɜ x m ɜ			
1106-4				b u			
693-4				h ɜ f o k			
221-4				s̪ t̪ ɜ r̪ e			
1199-4				t̪ʰ ɜ q			
1424-4				s̪ k u t̪ ɜ			
904-4				l dð o t̪			
1273-4				s̪ n̪ ɜ m			
1323-4				s̪ k ɜ r̪ m			
1127-4				β ɜ r̪ ɸ ɜ			
1529-4				d̪ʲ u			
1175-4				ɾ gʲ ɛ m o			
383-4				p s̪ i l			
820-4				l̪ o k			
1636-4				l̪ t̪ u			
1331-4				ɾ n̪ d̪ ɜ ɑ			
1097-4				l ɜ m			
1223-4				β ɜ ŋ ɑ			
592-4				m e			
1290-4				t̪ u t̪ p ɜ			
669-4				s̪ s̪ ɛ ɾ			
1472-4				s̪ t̪ ɜ			
788-4				l o ŋ			
1191-4				ɾ ɜ m p ɜ			
626-4				m i n̪ d o q			
844-4				ɑ m			
879-4				ɣ ɑ			
1151-4				b r̪ ɜ s̪			
1119-4				ɑ l u			
365-4				s̪ ɛ r̪ p m			
1480-4				j u ŋ			
653-4				z̪ ɛ o k ɜ			
1081-4				$			
1448-4				p ɜ ɣ ɜ n̪			
1029-4				m ɑ ɾ			
863-4				ɕ ɜ			
539-4				tθʰ i l			
610-4				d̪ʲ ɑ			
350-4				ɕ ɜ ŋ			
871-4				o ŋ ɑ			
734-4				ɾ ɜ ɑ			
431-4				kʰ i			
1298-4				o q b ʊ p			
929-4				β ɜ ŋ k e			
1315-4				t̪ ɜ k s̪ k s̪ n̪			
964-4				m i n̪ d ɜ x			
836-4				m i			
1644-4				b u s̪ t̪ r̪ i s̪			
547-4				ɜ t̪ ɜ			
1048-4				k ɜ k ɜ			
1692-4				pʰ o n̪			
1306-4				b u			
405-4				b o ŋ			
294-4				b u u			
661-4				b o ŋ			
413-4				dʑ ɜ q			
996-4				tθʰ ɜ n̪			
1012-4				t̪ r̪ o			
181-4				pʰ i r̪ o			
1660-4				g o n̪ d u			
1440-4				d̪ ɜ r̪ i ŋ			
1652-4				l o			
1037-4				s̪ i i ŋ m			
677-4				β ɜ x m o			
1561-4				ɕ i r̪ p ɑ			
447-4				s̪ k ɜ m o			
828-4				ɾ i ŋ m o			
1247-4				tɕʲ ɜ t̪			
391-4				ʐ ɜ x m o			
972-4				ȵ i m o q			
531-4				t̪ʰ ɜ q			
253-4				tɕʲ o			
1282-4				β u n̪ d e			
812-4				j ɑ ŋ m o			
245-4				t̪ʰ u r̪			
1609-4				k ɜ r̪ ɸ o			
261-4				n̪ ɑ q			
1143-4				m ɑ r̪ p o			
1065-4				tɕʲ i k			
1504-4				ȵ i s̪			
1432-4				s̪ u m			
634-4				b d i			
1255-4				t̪ r̪ u k			
488-4				ɾ o ɜ t̪			
1004-4				ɾ n̪ u			
506-4				tɕʲ u s̪			
1488-4				tɕʲ o ŋ			
1496-4				ȵ i d u			
1073-4				b gʲ ɜ			
1617-4				s̪ u			
1569-4				tɕʲ i			
1593-4				g ɑ ɾ			
1585-4				n̪ ɑ m			
759-4				β ɑ m			
1415-4				d̪ o ŋ			
1215-4				β o q p			
422-4				l o x s̪ o			
310-4				β ɜ q			
189-4				g ɑ ŋ m ɑ			
25-4				z̪ o s̪			
9-4				l̪ t̪ o k s̪			
57-4				t̪ʰ o s̪			
17-4				s̪ k o m s̪			
709-5					g o o		
522-5					o q ɑ o ŋ		
514-5					m ɪ k		
464-5					s̪ n̪ ɑ		
1020-5					s̪ n̪ ɜ m		
1355-5					s̪ õ		
1464-5					l̪ tɕʰ ɛ		
302-5					b r̪ ɜ ŋ		
237-5					l̪ t̪ s̪ ɑ		
205-5					p l̥ ɜ p		
1089-5					l ɜ x		
804-5					k ɜ ŋ m ɜ		
1263-5					b ɜ x s̪		
286-5					ɾ u s̪ p ɜ		
717-5					s̪ n̪ t̪ ŋ		
269-5					kʰ ɜ ɜ		
1512-5					x ɛ ɪ n̪		
555-5					b ɜ k p ɜ		
751-5					n̪ ɜ ŋ		
439-5					z̪ ɛ o		
601-5					ɕ ɪ ŋ		
320-5					b ɜ x m ɜ		
1106-5					b u		
693-5					h ɜ ɽ o		
221-5					s̪ t̪ ɜ r̪ ʊ		
1199-5					t̪ʰ ɜ q p ɜ		
1424-5					s̪ k u t̪ ɜ ɜ		
904-5					l ɑ o t̪		
1273-5					x n̪ ɜ m		
1323-5					s̪ k ɜ r̪ m m		
1127-5					tɕʰ ɜ r̪ ɸ ɜ		
1529-5					tɕʰ u		
1175-5					ɾ gʲ ɑ m o ŋ		
383-5					p s̪		
820-5					l̪ t̪ k		
1636-5					l̪ ɛ u		
1331-5					ʊ ɾ s̪ ɑ		
1097-5					l ɜ m		
1223-5					b ɜ ŋ		
592-5					m ɛ		
1290-5					t̪ u t̪ p ɜ		
669-5					x s̪ ɛ		
1472-5					s̪ t̪ ɜ ŋ ɑ ʊ		
788-5					l o ŋ		
1191-5					ɾ ɜ m p ɜ		
626-5					m ɪ n̪ d o q		
844-5					ɑ ŋ		
879-5					tɕʰ ɑ		
1151-5					b r̪ ɜ s̪		
1119-5					ɑ l u		
365-5					s̪ ɛ ɛ r̪ m m		
1480-5					j u ŋ		
653-5					z̪ ɛ o k e		
1081-5					ɖʐ o ŋ		
1448-5					p ɑ ɜ ɑ n̪		
1029-5					m ɑ ɾ		
863-5					ɕ ɛ		
539-5					tθʰ ɪ l		
610-5					ɜ ɑ		
350-5					b ɜ ŋ		
871-5					o ŋ ɑ		
734-5					ɾ s̪ ɑ		
431-5					kʰ i		
1298-5					o q u ɜ		
929-5					b ɜ ŋ k e		
1315-5					t̪ ɜ x s̪ k s̪ n̪		
964-5					m ɪ n̪ t̪ ɜ x		
836-5					m ɪ		
1644-5					b u s̪ t̪ r̪ i		
547-5					ɜ t̪ ɜ		
1048-5					k ɜ k ɜ		
1692-5					pʰ o		
1306-5					b u		
405-5					b o ŋ		
294-5					p l̥ u		
661-5					b o ŋ		
413-5					ʑ ɜ q		
996-5					tθʰ ɜ n̪		
1012-5					t̪ r̪ o q ɜ		
181-5					pʰ i t̪ o		
1660-5					g oˑ n̪ d u		
1440-5					d̪ ɪ r̪ i ŋ		
1652-5					l o		
1037-5					s̪ i t̪ ŋ m		
677-5					b ɜ x m o		
1561-5					ɕ ɛ ɛ p ɜ		
447-5					s̪ k ɜ m o m		
828-5					ɾ i ŋ m o		
1247-5					tɕ ɑ t̪		
391-5					g ɜ x m o		
972-5					ȵ ĩ m o q		
531-5					t̪ʰ ɜ x r̪ ɪ ŋ		
253-5					tɕ o		
1282-5					b u n̪		
812-5					j ɑ ŋ m o		
245-5					t̪ʰ u r̪		
1609-5					k ɑ r̪ ɸ o		
261-5					n̪ ɑ q p o		
1143-5					m ɑ r̪ ɸ o		
1065-5					tɕ ɪ k		
1504-5					ȵ ĩ s̪		
1432-5					s̪ s̪ u		
634-5					b i ɪ		
1255-5					t̪ r̪ u k		
488-5					gʲ gʲ ɜ t̪		
1004-5					ɾ ɾ u o		
506-5					tɕ u s̪		
1488-5					tɕ o ŋ		
1496-5					ȵ ĩ ɕ u		
1073-5					β gʲ ɜ		
1617-5					s̪ u		
1569-5					tɕ ɪ		
1593-5					g oˑ ɾ		
1585-5					n̪ ɑ m		
759-5					b ɑ m		
1415-5					d̪ o		
1215-5					s̪ o q s̪		
422-5					l o x s̪		
310-5					tɕʰ ɜ q p o		
189-5					g oˑ ŋ m ɑ		
25-5					z̪ ʊ s̪		
9-5					l̪ t̪ o k s̪		
57-5					t̪ʰ r̪ s̪		
17-5					s̪ k o m s̪		
709-6						g o o	
522-6						ɾ q d o ŋ	
514-6						m ɪ k	
464-6						s̪ n̪ ɑ	
1020-6						s̪ n̪ ɜ m s̪	
1355-6						s̪ o	
1464-6						l̪ tɕʰ u	
302-6						b r̪ ɜ ŋ	
237-6						l̪ t̪ r̪ ɑ	
205-6						p l̥ ɜ q p ɜ	
1089-6						l ɜ q	
804-6						k ɜ ŋ m ɜ	
1263-6						b ɜ x s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ n̪ ɪ ŋ	
269-6						kʰ ɜ ɜ	
1512-6						xʲ tɕ ɪ n̪	
555-6						b ɜ k s̪ ɜ	
751-6						n̪ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						b ɜ x m ɜ	
1106-6						b u	
693-6						h ɜ x o ŋ ɜ	
221-6						s̪ t̪ ɜ p e	
1199-6						t̪ʰ ɜ q p ɜ	
1424-6						s̪ k u t̪ p ɜ	
904-6						l tɕ o t̪	
1273-6						s̪ n̪ ɜ m	
1323-6						s̪ k ɜ p m ɜ	
1127-6						tɕʰ ɜ r̪ f ɜ	
1529-6						tɕʰ u	
1175-6						ɾ gʲ ʊ m ʊ l	
383-6						p s̪ ɪ l	
820-6						l̪ o k	
1636-6						l̪ u ŋ	
1331-6						ɾ r̪ d̪ ɜ ɑ	
1097-6						l ɜ m	
1223-6						b ɜ ŋ ɜ	
592-6						m ɛ	
1290-6						t̪ u t̪ p ɜ	
669-6						s̪ s̪	
1472-6						s̪ t̪ ɜ p	
788-6						l o ŋ ɑ	
1191-6						ɾ ɜ m p ɜ	
626-6						m ɪ n̪ d o q	
844-6						ɑ ŋ	
879-6						tɕʰ ɑ	
1151-6						b r̪ ɜ s̪	
1119-6						ɑ l u	
365-6						s̪ ɛ r̪ m m	
1480-6						j u ŋ	
653-6						z̪ g o k p ɜ	
1081-6						b o ŋ	
1448-6						p ɑ ɣ ɜ n̪	
1029-6						m ɑ ɾ	
863-6						ɕ ɛ	
539-6						tθʰ i l	
610-6						ɣ ɑ	
350-6						b ɜ ŋ o	
871-6						o ŋ ɜ	
734-6						ɾ g ɑ	
431-6						kʰ i	
1298-6						o q b ʊ l	
929-6						b ɜ ŋ k i	
1315-6						t̪ ɜ k s̪ k s̪ n̪	
964-6						m ɪ n̪ t̪ ɜ	
836-6						m ɪ	
1644-6						b u s̪ t̪ r̪ ʊ	
547-6						ɜ t̪ ɜ	
1048-6						k ɜ k ɜ	
1692-6						n̪ o n̪ o	
1306-6						b u	
405-6						b o ŋ o	
294-6						b l̥ u	
661-6						b o ŋ o	
413-6						ʑ ɜ q	
996-6						tθʰ ɜ n̪	
1012-6						t̪ r̪ o ŋ ɜ	
181-6						p i r̪ o	
1660-6						g ʊ n̪ d o	
1440-6						d̪ r̪ r̪ i ŋ	
1652-6						l o	
1037-6						s̪ i ĩ m m	
677-6						b ɜ x m o	
1561-6						ɕ ɕ r̪ p ɜ	
447-6						s̪ k ɜ m o o	
828-6						ɾ i ŋ m o	
1247-6						tɕ ɑ t̪	
391-6						g ɜ x m o	
972-6						ȵ i m o q	
531-6						t̪ʰ ɜ q	
253-6						tɕ o q o	
1282-6						b u n̪ u ʊ	
812-6						j ɑ ŋ m o	
245-6						t̪ʰ u r̪	
1609-6						k ɜ r̪ f o	
261-6						n̪ ɑ q p o	
1143-6						m ɑ r̪ f o	
1065-6						tɕ ɪ k	
1504-6						ȵ i s̪	
1432-6						s̪ u m	
634-6						b i ɪ	
1255-6						t̪ r̪ u k	
488-6						b ʊ ɜ t̪	
1004-6						ɾ g u	
506-6						tɕ u s̪	
1488-6						tɕ o ŋ ɜ s̪	
1496-6						ȵ i ɕ tɕ	
1073-6						b gʲ ɜ	
1617-6						s̪ u	
1569-6						tɕ ɪ	
1593-6						g ɑ ɾ	
1585-6						n̪ ɑ m	
759-6						b ɑ m	
1415-6						d̪ o ŋ	
1215-6						b o q s̪	
422-6						l o	
310-6						tɕʰ ɜ q p o	
189-6						g ɑ ŋ m ɜ	
25-6						z̪ ʊ s̪	
9-6						l̪ t̪ o k s̪	
57-6						t̪ʰ r̪ s̪ s̪	
17-6						s̪ k o m s̪	
709-7							g o o
522-7							o ɾ d o
514-7							m ɑ k
464-7							s̪ ɑ ɑ
1020-7							s̪ ɜ m m s̪
1355-7							s̪ o
1464-7							l̪ t̪ u
302-7							b r̪ ɜ ŋ
237-7							l̪ t̪ ɜ ɑ
205-7							p r̪ m
1089-7							l ɜ t̪
804-7							k ɑ ŋ
1263-7							b ɑ t̪ s̪
286-7							ɾ u s̪
717-7							s̪
269-7							kʰ ɑ ɑ
1512-7							k s̪ i n̪
555-7							ʈ ɜ k p s̪
751-7							n̪ ɑ ŋ
439-7							z̪ ɛ o
601-7							ɕ i ŋ
320-7							ʈ ɑ k m s̪
1106-7							ʊ u
693-7							h ɑ m o s̪ s̪
221-7							s̪ ɛ ɜ
1199-7							t̪ʰ ɜ t̪
1424-7							s̪ k u s̪ ɑ̃ ɜ
904-7							l dð o
1273-7							k
1323-7							s̪ k ɜ
1127-7							ʈ ɜ r̪ p s̪
1529-7							ʊ u
1175-7							ɾ ɜ ɛ m õ m
383-7							p s̪ g d
820-7							l̪ o k
1636-7							k u u
1331-7							ʊ ɾ d u ɑ
1097-7							l ɜ m
1223-7							ʈ ɜ ŋ
592-7							m ɑ
1290-7							ʈ u k ɑ̃ s̪
669-7							k s̪ r̪ s̪
1472-7							s̪ ɛ ɜ
788-7							l o ŋ ɑ
1191-7							ɾ ɜ m p s̪
626-7							m ɑ n̪ d o q
844-7							ɑ ɑ
879-7							ʈ ɑ
1151-7							b r̪ ɑ s̪
1119-7							ɑ l u
365-7							s̪ ɑ r̪ m õ m
1480-7							j u ŋ
653-7							z̪ ɛ o
1081-7							õ o ŋ
1448-7							p ɑ g ɑ n̪
1029-7							m ɑ ɾ
863-7							ɕ ɑ
539-7							ʈ i l
610-7							ʈ ɑ
350-7							ʈ ɜ ŋ
871-7							õ ŋ
734-7							ɾ ɜ ɑ
431-7							kʰ i
1298-7							o g b i n̪ g
929-7							ʈ ɜ ŋ
1315-7							ʈ ɜ k s̪
964-7							m ɑ n̪ u ɜ m
836-7							m ɑ
1644-7							b u s̪
547-7							ɑ t̪ ɜ
1048-7							k ɜ k ɑ
1692-7							pʰ o n̪ o
1306-7							ʊ u u
405-7							b o ŋ o
294-7							pʰ u u
661-7							b o ŋ o
413-7							ʊ ɜ t̪
996-7							ʈ ɜ n̪
1012-7							ʈ r̪ o b ɜ
181-7							pʰ r̪ r̪ o
1660-7							g u n̪ d u
1440-7							d̪ i r̪ i
1652-7							l o
1037-7							s̪ ɛ
677-7							ʈ ɜ k m õ
1561-7							ɕ ɑ r̪ p s̪
447-7							s̪ k ɜ m õ ɜ
828-7							ɾ i ŋ
1247-7							s̪ ɜ t̪ ɜ
391-7							g r̪ k m o
972-7							ȵ i m o
531-7							t̪ʰ ɜ ŋ
253-7							s̪ u g o
