COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
964-6						m ɪ n̪ t̪ ɜ x	
836-6						m ɪ	
1644-6						b u s̪ t̪ r̪ i ŋ s̪	
547-6						ɜ t̪ ɜ	
1048-6						k ɜ k ɜ	
1692-6						pʰ o ŋ o	
1306-6						b u	
405-6						b o ŋ o	
294-6						b l̥ u	
661-6						b o ŋ o	
413-6						ʑ ɜ q	
996-6						tθʰ ɜ n̪	
1012-6						t̪ r̪ o	
181-6						pʰ i r̪ o o	
1660-6						g ʊ n̪ d e	
1440-6						d̪ ɪ r̪ i ŋ	
1652-6						l o	
1037-6						s̪ i ĩ m m	
677-6						z̪ ɜ x m o	
1561-6						ɕ ɜ e p ɜ	
447-6						s̪ k ɜ m ɛ o	
828-6						ɾ i ŋ m o	
1247-6						tɕ ɜ t̪	
391-6						g ɜ x m o	
972-6						ȵ i m o ŋ	
531-6						t̪ʰ ɜ q p ɪ ŋ	
253-6						tɕ o ŋ o	
1282-6						ts̪ u n̪	
812-6						j ɑ ŋ m o	
245-6						t̪ʰ u r̪	
1609-6						k ɑ r̪ p o	
261-6						n̪ ɑ q p o	
1143-6						m ɑ r̪ p o	
709-7							g o o
522-7							o ɾ d o ŋ
514-7							m ɑ k
464-7							s̪ ɑ ɑ
1020-7							s̪ ɑ m m s̪
1355-7							s̪ o
1464-7							l̪ t̪ i
302-7							b i ɜ ŋ
237-7							l̪ t̪ ɜ ɑ
205-7							pʰ ɜ ɜ p o
1089-7							l ɜ q p i g
804-7							k ɑ ŋ m ɑ
1263-7							ɾ ɑ k s̪
286-7							ɾ u s̪
717-7							s̪ n̪ i
269-7							kʰ ɑ r̪
1512-7							l̪ tɕ i n̪
555-7							ɾ ɑ k p ɑ
751-7							n̪ ɑ ŋ
439-7							z̪ g o
601-7							ɕ i ŋ
320-7							ɾ ɑ k m ɑ
1106-7							b u
693-7							h ɑ q o
221-7							s̪ ɑ ɜ
1199-7							t̪ʰ ɜ q p ɑ
1424-7							s̪ k u s̪ s̪
904-7							l dð o
1273-7							s̪ ɑ ɑ m
1323-7							s̪ k ŋ
1127-7							tɕʰ ɜ r̪ p ɑ
1529-7							tɕʰ u
1175-7							ɾ gʲ ɛ t̪ s̪ o
383-7							pʰ s̪ g d
820-7							l̪ o k
1636-7							l̪ t̪ k
1331-7							ɾ ɾ g ɑ ɑ
1097-7							l ɜ m
1223-7							ɾ ɑ ŋ ɜ
592-7							m ɑ
1290-7							ʈ u t̪ ɜ ɑ
669-7							s̪ s̪ t̪
1472-7							s̪ ɑ ɜ
788-7							l o ŋ ɑ
1191-7							ɾ ɜ m p ɑ
626-7							m ɑ n̪ d o q
844-7							ɑ m
879-7							tɕʰ ɑ
1151-7							b i ɜ s̪
1119-7							ɑ l u
365-7							s̪ i t̪ m ɑ
1480-7							j u ŋ
653-7							z̪ ɛ o k s̪
1081-7							ts̪ o ŋ
1448-7							pʰ ɑ ŋ ɜ n̪
1029-7							m ɑ ɾ
863-7							ɕ ɑ
539-7							ʊ i l
610-7							ɾ ɑ
350-7							ɾ ɑ ŋ o
871-7							o ŋ ɑ
734-7							ɾ g ɑ
431-7							kʰ i
1298-7							o g o i
929-7							ts̪ ɑ ŋ
1315-7							ʈ ɑ k s̪
964-7							m ɑ n̪ m ɜ
836-7							m i
1644-7							b u s̪
547-7							ɑ t̪ ɜ
1048-7							k ɑ k ɑ
1692-7							pʰ o n̪ o
1306-7							b u
405-7							b o ŋ o
294-7							pʰ u u
661-7							b o ŋ o
413-7							ʊ ɑ q
996-7							ɾ ɑ n̪
1012-7							ʈ ɜ o b ɜ
181-7							pʰ i r̪ o
1660-7							g u ɾ d u
1440-7							d̪ i r̪ i
1652-7							l o
1037-7							s̪ ɑ i m m
677-7							ɾ ɑ q m o
1561-7							ɕ ɑ
447-7							s̪ k ŋ m ɑ i
828-7							ɾ i ŋ m o
1247-7							tɕ ɜ t̪
391-7							g ɑ u m o
972-7							ȵ i m o
531-7							t̪ʰ ɜ k p i
253-7							tɕ o
1282-7							ts̪ u n̪
812-7							j ɑ ŋ m
245-7							t̪ʰ u ɾ u
1609-7							k ɑ r̪ p o
261-7							n̪ ɑ q p o
1143-7							m ɑ r̪ p o
