COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1636-3			l̪ l ŋ				
1331-3			ʊ g e ɑ				
1097-3			l ɜ m				
1223-3			bʲ ɜ ŋ ɑ				
592-3			m e				
1290-3			t̪ u t̪ p ɜ				
669-3			x s̪ ɾ ɾ				
1472-3			s̪ t̪ ɑ ɣ ʑ i				
788-3			l o ŋ ɑ				
1191-3			ɾ ɜ m p ɜ				
626-3			m ɪ n̪ d o q				
844-3			ɑ m				
879-3			tɕʰ ɑ				
1151-3			b l ɜ s̪				
1119-3			ɜ l u				
709-4				g o o			
522-4				o ɾ o o ŋ			
514-4				m i k			
464-4				s̪ n̪ ɑ			
1020-4				s̪ n̪ m m s̪			
1355-4				s̪ o			
1464-4				l̪ t̪ e			
302-4				b l ɜ ŋ			
237-4				l̪ t̪ ɜ ɑ			
205-4				p ɜ ɜ q p ɜ			
1089-4				l ɜ q p i l			
804-4				k ɜ ŋ m ɜ			
1263-4				b ɑ x s̪ p ɜ			
286-4				ɾ u s̪ p ɜ			
717-4				s̪ n̪ i ŋ			
269-4				kʰ ɪ q			
1512-4				l̪ tɕ i n̪			
555-4				l̪ ɜ k p ɜ			
751-4				n̪ ɑ ŋ			
439-4				z̪ g o			
601-4				ɕ i ŋ			
320-4				p ɜ x m ɜ			
1106-4				b u			
693-4				h ɜ t̪ o k ɜ			
221-4				s̪ t̪ ɜ r̪ e			
1199-4				t̪ʰ ɜ q p ɜ			
1424-4				s̪ k u t̪ p ɜ			
904-4				l dð o t̪			
1273-4				s̪ n̪ ɜ m			
1323-4				s̪ k ɜ r̪ m ɜ			
1127-4				tɕʰ ɜ r̪ ɸ ɜ			
1529-4				tɕʰ u			
1175-4				ɾ g ɜ m o o			
383-4				p s̪			
820-4				l̪ o k			
1636-4				l̪ u u			
1331-4				ʊ ɾ β̞ ɜ ɑ			
1097-4				l ɜ m			
1223-4				bʲ ɜ ŋ ɑ			
592-4				m e			
1290-4				t̪ u t̪ p ɜ			
669-4				s̪ s̪			
1472-4				s̪ t̪ ɜ q o i			
788-4				l o ŋ ɑ			
1191-4				ɾ ɜ m p ɜ			
626-4				m i n̪ d o q			
844-4				ɑ m			
879-4				tɕʰ ɑ			
1151-4				b u ɜ s̪			
1119-4				ɑ l u			
709-5					g o ŋ		
522-5					o ɣ o o ŋ		
514-5					m ɪ k		
464-5					s̪ n̪ ɑ		
1020-5					s̪ n̪ ɜ m s̪ s̪ l  s̪		
1355-5					s̪ o		
1464-5					l̪ tɕ ɛ		
302-5					b l ɜ ŋ		
237-5					l̪ t̪ r̪ ɑ		
205-5					p l̥ ɜ q p ɜ		
1089-5					l ɜ q r̪ ɪ l		
804-5					k ɜ ŋ m ɜ		
1263-5					b ɜ x s̪ p ɜ		
286-5					ɾ u s̪ p ɜ		
717-5					s̪ n̪ i ŋ		
269-5					kʰ ɜ q		
1512-5					x tɕ i n̪		
555-5					l̪ ɜ k p ɜ		
751-5					n̪ ɑ ŋ		
439-5					z̪ g o		
601-5					ɕ ɪ ŋ		
320-5					m ɜ x m ɜ		
1106-5					b u		
693-5					h ɜ r̪ o		
221-5					s̪ t̪ ɜ r̪ ɸ		
1199-5					t̪ʰ ɑ ɣ p ɜ		
1424-5					s̪ k u t̪ p ɜ		
904-5					l ɑ o t̪		
1273-5					x n̪ ɜ m		
1323-5					s̪ k ɜ r̪ m ɜ		
1127-5					tɕʰ ɜ r̪ ɸ ɜ		
1529-5					tɕʰ u		
1175-5					ɾ gʲ ɛ m o o		
383-5					p s̪ ɪ l		
820-5					l̪ o k		
1636-5					l̪ l̪ u		
1331-5					ʊ ɾ g o ɑ		
1097-5					l ɜ m		
1223-5					bʲ ɜ ŋ ɑ		
592-5					m ɛ		
1290-5					t̪ u t̪ p ɜ		
669-5					x s̪ ɛ ɾ		
1472-5					s̪ t̪ ɑ ɣ ʑ i		
788-5					l o ŋ ɑ		
1191-5					ɾ ɜ m p ɜ		
626-5					m ɪ n̪ d o q		
844-5					ɑ m		
879-5					tɕʰ ɑ		
1151-5					b u ɜ s̪		
1119-5					ɑ l u		
709-6						g o o	
522-6						o ɣ b o ŋ	
514-6						m ɪ k	
464-6						s̪ n̪ ɑ	
1020-6						s̪ n̪ ɜ m s̪	
1355-6						s̪ o	
1464-6						l̪ tɕʰ i	
302-6						b l ɜ ŋ	
237-6						l̪ t̪ ɜ ɑ	
205-6						p l̥ ɜ q p ɜ	
1089-6						l ɜ q t̪ ɪ l	
804-6						k ɜ ŋ m ɜ	
1263-6						b ɜ x s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ n̪ i ŋ	
269-6						kʰ ɜ q	
1512-6						s̪ tɕ i n̪	
555-6						l̪ ɜ k p ɜ	
751-6						n̪ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						s̪ ɜ x m ɜ	
1106-6						b u	
693-6						h ɜ t̪ o	
221-6						s̪ t̪ ɜ r̪ e	
1199-6						t̪ʰ ɜ q p ɜ	
1424-6						s̪ k u t̪ p ɜ	
904-6						l o o t̪	
1273-6						s̪ n̪ ɜ m	
1323-6						s̪ k ɜ r̪ m ɜ	
1127-6						tɕʰ ɜ r̪ ɸ ɜ	
1529-6						tɕʰ u	
1175-6						ɾ gʲ ɛ r̪ o o	
383-6						p s̪ ɪ l	
820-6						l̪ o k	
1636-6						l̪ u ŋ	
1331-6						ɾ ɾ d̪ ɜ ɑ	
1097-6						l ɜ m	
1223-6						bʲ ɜ ŋ ɑ	
592-6						m ɛ	
1290-6						t̪ u t̪ p ɜ	
669-6						s̪ s̪ ɾ	
1472-6						s̪ t̪ ɑ k ʑ i	
788-6						l o ŋ ɑ	
1191-6						ɾ ɜ m p ɜ	
626-6						m ɪ n̪ d o q	
844-6						ɑ m	
879-6						tɕʰ ɑ	
1151-6						b r̪ ɜ s̪	
1119-6						ɑ l u	
709-7							g o o
522-7							o ɾ d o ŋ
514-7							m i k
464-7							s̪ ɑ ɑ
1020-7							s̪ u m m s̪
1355-7							s̪ o
1464-7							l̪ t̪ i
302-7							b r̪ ɜ ŋ
237-7							l̪ t̪ ɜ ɑ
205-7							p r̪ ɜ p p
1089-7							l ɜ q p o l
804-7							k ɑ ŋ m ɑ
1263-7							b ɑ x s̪ p ɜ
286-7							ɾ u s̪
717-7							s̪ n̪ i ŋ
269-7							kʰ ɑ ɜ
1512-7							x i i n̪
555-7							ɾ ɜ k p ɑ
751-7							n̪ ɑ ŋ
439-7							z̪ g o
601-7							ɕ i ŋ
320-7							ɾ ɑ ɜ m m ɜ
1106-7							pʰ u
693-7							h ɑ n̪ o
221-7							s̪ t̪ ɜ r̪ e
1199-7							t̪ʰ ɑ q p ɑ
1424-7							s̪ k u t̪ r̪ ɜ
904-7							l dð o t̪
1273-7							s̪ n̪ ɑ m
1323-7							s̪ k ɜ r̪ m ɜ
1127-7							tɕʰ ɜ r̪ p ɑ
1529-7							tɕʰ u
1175-7							ɾ gʲ ɛ m õ o
383-7							pʰ s̪ r̪ l
820-7							l̪ o k
1636-7							l̪ u ŋ
1331-7							ɾ ɾ d ɑ ɑ
1097-7							l ɜ m
1223-7							bʲ ɜ ŋ ɑ
592-7							m ɑ r̪
1290-7							t̪ u t̪ r̪ ɜ
669-7							x s̪ r̪ ɾ
1472-7							s̪ t̪ ɑ q ɜ i
788-7							l o ŋ ɑ
1191-7							ɾ ɜ m p ɑ
626-7							m i n̪ d o q
844-7							ɑ m ɑ
879-7							tɕʰ ɑ
1151-7							b u ɜ s̪
1119-7							ɑ l u
