COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
3410-1	j ɛ ³³							
3423-1	m a ¹¹							
3445-1	cʰ ə ³³							
3485-1	p i ¹¹							
3500-1	p l ɔ ¹¹							
3545-1	t u ¹¹							
3557-1	s ɔ ³³							
3581-1	c ɔ ³³							
3594-1	kʰ i ³³							
3618-1	s u ¹¹							
3654-1	p l a ¹¹							
3667-1	t ɛ ⁵⁵							
3680-1	kʰ l ə ⁵⁵							
3763-1	p r ɔ ⁵⁵							
3850-1	p l e ¹¹							
3878-1	tʰ i ³³							
3903-1	tʰ i ³³							
3938-1	c e ¹¹							
3963-1	l e ¹¹							
3977-1	m e ³³							
1464-1	l i ¹¹							
21-2		t əɨ ¹¹						
33-2		t əɨ ¹¹						
46-2		p l a ¹¹						
126-2		θ a ŋ						
114-2		b a ŋ						
149-2		p l a ¹¹						
171-2		tʰ a ŋ ⁵³						
191-2		k a ɛ						
203-2		n ai ⁵³						
224-2		l a ʔ ²¹						
275-2		kʰ a ŋ ¹¹						
302-2		ʔ u ⁵³						
315-2		tʰ ɔ ʔ ⁴⁵						
394-2		n au ʔ						
431-2		pʰ a ʔ ²¹						
444-2		p a ʔ ²¹						
445-2		n a ¹¹						
514-2		θ ɨ ¹¹						
555-2		kʰ w i ʔ ⁴⁵						
579-2		cʰ a a ŋ ⁵³						
603-2		kʰ a ŋ ¹¹						
737-2		l au ¹¹						
763-2		cʰ w ɛ ¹¹						
870-2		kʰ i ʔ ⁴⁵						
918-2		ʔ əɨ ⁵³						
979-2		l a ŋ ³³						
1013-2		m a ¹¹						
1040-2		tʰ w i ¹¹						
1027-2		m a ¹¹						
1053-2		l w i ¹¹						
1065-2		m a ŋ						
1091-2		m w a ŋ ¹¹						
1116-2		ʔ i ¹¹						
1129-2		n a ¹¹						
1173-2		d ɨ ¹¹						
1207-2		cʰ a ŋ ⁵³						
1255-2		p ai ʔ						
1277-2		t a ʔ ²¹						
1290-2		b l ¹¹						
1301-2		cʰ w a ŋ ¹¹						
1337-2		m w a						
1323-2		m w a ŋ ¹¹						
1350-2		m i ¹¹						
1372-2		ŋ a ¹¹						
1498-2		d ɨ ¹¹						
1664-2		l a ʔ ³³						
1652-2		ʔ ɔ ¹¹						
1687-2		θ a ʔ ⁴⁵						
1708-2		θ au ¹¹						
1732-2		t au ¹¹						
1742-2		n au ¹¹						
1755-2		pʰ r ə ⁵³						
1767-2		θ ɨ ⁵³						
1786-2		r a ¹¹						
1803-2		w a ¹¹						
1815-2		cʰ a ŋ						
1840-2		p r ai ¹¹						
1853-2		tʰ a ʔ ⁴⁵						
1866-2		θ a ʔ ⁴⁵						
1894-2		l a ŋ						
1934-2		c i ¹¹						
1947-2		kʰ a ŋ						
1993-2		pʰ w i ⁵³						
2059-2		ʔ au ¹¹						
2098-2		ŋ i ¹¹						
2086-2		tʰ au ⁵³						
2153-2		θ ɨ ¹¹						
2180-2		l ɔ ³³						
2205-2		kʰ w i ʔ ⁴⁵						
2328-2		l a ŋ ³³						
2349-2		ɟ au ¹¹						
2372-2		m i ¹¹						
2388-2		m i ¹¹						
2413-2		d e ⁵³						
2637-2		p l ɔ ³³						
2649-2		c w a ŋ ⁵³						
2693-2		p əɨ ¹¹						
2755-2		θ au ʔ ⁴⁵						
2858-2		m i ⁵³						
2953-2		c a ⁵³						
2986-2		cʰ a ʔ ⁴⁵						
3034-2		kʰ a ʔ ⁴⁵						
3088-2		p l ɛ ⁵³						
3113-2		p l ai ⁵³						
3154-2		r u ¹¹						
3179-2		cʰ a ŋ ŋ						
3246-2		d a ⁵³						
3259-2		c i ¹¹						
3282-2		tʰ ə ¹¹						
3295-2		cʰ a ŋ ¹¹						
3338-2		l ɔ ³³						
3351-2		p l ai ³³						
3375-2		m w a						
3410-2		ɟ au ʔ ²¹						
3423-2		m ai ¹¹						
3445-2		cʰ i ⁵³						
3485-2		p ai ¹¹						
3500-2		p l ɔ ³³						
3545-2		t u ¹¹						
3557-2		θ ɨ ⁵³						
3581-2		c w a ŋ ⁵³						
3594-2		kʰ i ⁵³						
3618-2		θ au ¹¹						
3654-2		p l ai ³³						
3667-2		t ɛ ʔ ⁴⁵						
3680-2		kʰ l i ʔ ⁴⁵						
3763-2		p r a ʔ ⁴⁵						
3850-2		p l a ¹¹						
3878-2		tʰ ai ⁵³						
3903-2		tʰ a ⁵³						
3938-2		c a a ŋ						
3963-2		l a ³³						
3977-2		m a ⁵³						
1464-2		l w i						
21-3			t ə ¹¹					
33-3			t ə ¹¹					
46-3			p l a ¹¹					
126-3			s a ⁵⁵					
114-3			b a ¹¹					
149-3			p l a ¹¹					
171-3			tʰ ɔ ⁵⁵					
191-3			w ɔ ³³					
203-3			n i ⁵⁵					
224-3			l ɔ ³³					
275-3			kʰ ɔ ¹¹					
302-3			ʔ u ⁵⁵					
315-3			tʰ ə ³³					
394-3			n o ³³					
431-3			pʰ a ³³					
444-3			p ə ³³					
445-3			n a ¹¹					
514-3			s i ³³					
555-3			kʰ w i					
579-3			cʰ ɔ ⁵⁵					
603-3			kʰ ɔ ¹¹					
737-3			l u ¹¹					
763-3			cʰ u ¹¹					
870-3			kʰ i ³³					
918-3			ʔ ə ⁵⁵					
979-3			l ɔ ³³					
1013-3			m a ¹¹					
1040-3			tʰ ɛ ³³					
1027-3			m a ¹¹					
1053-3			l i ³³					
1065-3			m ɔ ¹¹					
1091-3			m u ¹¹					
1116-3			ʔ i ¹¹					
1129-3			n a ¹¹					
1173-3			d i ¹¹					
1207-3			cʰ ɔ ⁵⁵					
1255-3			p i ³³					
1277-3			t e ³³					
1290-3			b l ¹¹					
1301-3			cʰ u ¹¹					
1337-3			m ə ¹¹					
1323-3			m u ¹¹					
1350-3			m i ¹¹					
1372-3			m a ¹¹					
1498-3			d i ¹¹					
1664-3			l e ³³					
1652-3			ʔ o ¹¹					
1687-3			s ɔ ³³					
1708-3			s u ¹¹					
1732-3			t ə ¹¹					
1742-3			n u ¹¹					
1755-3			pʰ l ɨ ⁵⁵					
1767-3			s i ⁵⁵					
1786-3			j i ¹¹					
1803-3			w e ³³					
1815-3			cʰ ɔ ⁵⁵					
1840-3			p r i ³³					
1853-3			tʰ ɔ ³³					
1866-3			s ɔ ³³					
1894-3			l a ³³					
1934-3			c i ¹¹					
1947-3			kʰ ɔ ¹¹					
1993-3			pʰ r i ⁵⁵					
2059-3			ʔ o ¹¹					
2098-3			m ə ¹¹					
2086-3			tʰ u ⁵⁵					
2153-3			s u ¹¹					
2180-3			l u ¹¹					
2205-3			kʰ w ⁵⁵					
2328-3			l ɔ ³³					
2349-3			j u ¹¹					
2372-3			m i ¹¹					
2388-3			m i ¹¹					
2413-3			d i ⁵⁵					
2637-3			p l ə ¹¹					
2649-3			c i ⁵⁵					
2693-3			p ə ⁵⁵					
2755-3			s ə ³³					
2858-3			m i ¹¹					
2953-3			cʰ a ⁵⁵					
2986-3			cʰ ɔ ³³					
3034-3			kʰ ɔ ³³					
3088-3			p l e ³³					
3113-3			p l e ⁵⁵					
3154-3			r u ¹¹					
3179-3			cʰ ɔ ¹¹					
3246-3			d ɛ ⁵⁵					
3259-3			c i ¹¹					
3282-3			tʰ ə ¹¹					
3295-3			cʰ ɔ ¹¹					
3338-3			l u ¹¹					
3351-3			p l i ³³					
3375-3			m ə ¹¹					
3410-3			j ə ³³					
3423-3			m i ¹¹					
3445-3			cʰ i ⁵⁵					
3485-3			p i ¹¹					
3500-3			p l ə ¹¹					
3545-3			t u ¹¹					
3557-3			s ə ⁵⁵					
3581-3			c i ⁵⁵					
3594-3			kʰ i ⁵⁵					
3618-3			s u ¹¹					
3654-3			p l e ³³					
3667-3			t ɛ ³³					
3680-3			kʰ l i ³³					
3763-3			p r o ³³					
3850-3			p l a ¹¹					
3878-3			tʰ i ⁵⁵					
3903-3			tʰ i ⁵⁵					
3938-3			c i ¹¹					
3963-3			l i ¹¹					
3977-3			m a ⁵⁵					
1464-3			l i ³³					
21-4				tʰ ɨ ⁵⁵				
33-4				tʰ ɨ ⁵⁵				
46-4				pʰ l a ⁵⁵				
126-4				s a ɦ ³¹				
114-4				b a ŋ				
149-4				pʰ l a ⁵⁵				
171-4				tʰ a ŋ ɦ ³¹				
191-4				w a t				
203-4				n e ɦ ³¹				
224-4				l a ʔ ⁴⁵				
275-4				kʰ a ⁵⁵				
302-4				ʔ o ŋ ɦ ³¹				
315-4				tʰ o ʔ ²¹				
394-4				n ə ʔ ²¹				
431-4				pʰ a ʔ ²¹				
444-4				pʰ a ʔ ²¹				
445-4				n a ⁵⁵				
514-4				s i ⁵⁵ ²¹				
555-4				kʰ u i ⁵⁵				
579-4				cʰ a ŋ ɦ				
603-4				kʰ a ⁵⁵				
737-4				l u ⁵⁵				
763-4				cʰ u t ²¹				
870-4				kʰ i ʔ ²¹				
918-4				ʔ o ŋ ɦ ³¹				
979-4				l a ŋ ɦ				
1013-4				m a ⁵⁵				
1040-4				tʰ w i ⁵⁵				
1027-4				m a ⁵⁵				
1053-4				l w i ⁵⁵				
1065-4				m a ŋ				
1091-4				m w n ⁵⁵				
1116-4				ʔ e ŋ ⁵⁵				
1129-4				n a ⁵⁵				
1173-4				d e ⁵⁵				
1207-4				cʰ a ŋ ɦ ³¹				
1255-4				pʰ e ʔ				
1277-4				tʰ a ʔ ²¹				
1290-4				b w a				
1301-4				cʰ u n ⁵⁵				
1337-4				m ɨ n				
1323-4				m u ⁵⁵				
1350-4				m i ⁵⁵				
1372-4				j a ɛ				
1498-4				d e ⁵³				
1664-4				l e ʔ ⁴⁵				
1652-4				ʔ o ʔ				
1687-4				s a ʔ ²¹				
1708-4				s ə ⁵⁵				
1732-4				tʰ ɨ ⁵⁵				
1742-4				n ə ŋ				
1755-4				pʰ r o n ³¹				
1767-4				s i ⁵⁵				
1786-4				j a a				
1803-4				w a a				
1815-4				cʰ a ɦ ³¹				
1840-4				pʰ r e ⁵⁵				
1853-4				tʰ a ʔ ⁴⁵				
1866-4				s a ʔ ²¹				
1894-4				l a ⁵⁵				
1934-4				c i ⁵⁵				
1947-4				kʰ a ŋ ⁵⁵				
1993-4				pʰ r i ɦ ³¹				
2059-4				ʔ o ŋ				
2098-4				ŋ j a				
2086-4				tʰ o ɦ ³¹ ³¹				
2153-4				s ə ⁵⁵				
2180-4				l o ŋ				
2205-4				kʰ w ɛ ɦ ³¹				
2328-4				l a ɦ ³¹				
2349-4				j o ⁵³				
2372-4				m i ⁵⁵				
2388-4				m i ⁵⁵				
2413-4				d e ŋ ɦ				
2637-4				pʰ l o ⁵⁵				
2649-4				c u ɦ ³¹				
2693-4				pʰ ə ŋ ɦ				
2755-4				s ə ʔ ²¹				
2858-4				m i ³³				
2953-4				cʰ a ɦ ³¹				
2986-4				cʰ a ʔ ²¹				
3034-4				kʰ a ʔ ²¹				
3088-4				pʰ l ɛ ʔ ²¹				
3113-4				pʰ l i ɦ ³¹				
3154-4				r u ⁵⁵				
3179-4				cʰ a ŋ				
3246-4				d a ɦ ³¹				
3259-4				c i ⁵⁵				
3282-4				tʰ ɨ ⁵⁵				
3295-4				cʰ a ⁵⁵				
3338-4				l o ŋ				
3351-4				pʰ l i ⁵⁵				
3375-4				m ɨ n				
3410-4				j o ʔ ⁴⁵				
3423-4				m i ⁵⁵				
3445-4				cʰ ɛ ɦ ³¹				
3485-4				pʰ i ⁵⁵				
3500-4				pʰ l o ŋ				
3545-4				tʰ u ⁵⁵				
3557-4				s ə ŋ ɦ ³¹				
3581-4				c u ŋ ɦ ³¹				
3594-4				kʰ i ɦ ³¹				
3618-4				s u ⁵⁵				
3654-4				pʰ l i ⁵⁵				
3667-4				tʰ u ʔ ²¹				
3680-4				kʰ l i ɦ ³¹				
3763-4				pʰ r au ⁵⁵				
3850-4				pʰ l a ⁵⁵				
3878-4				tʰ i ɦ ³¹				
3903-4				tʰ a ŋ ɦ ³¹				
3938-4				c u ⁵⁵				
3963-4				l w ɛ ⁵³				
3977-4				m a ɦ ³¹				
1464-4				l w i				
21-5					tʰ ɑ̃ ³³			
33-5					tʰ ɑ̃ ³³			
46-5					pʰ l a ³³			
126-5					s a ³³			
114-5					b ɛ̃ ³³			
149-5					pʰ l a ³³			
171-5					tʰ a ³³			
191-5					w a ³³			
203-5					n ãi ³⁵			
224-5					l a ʔ ²¹			
275-5					kʰ ɛ̃ ³³			
302-5					ʔ u ³³			
315-5					tʰ au ʔ ⁴⁵			
394-5					n ɑ̃ ⁵⁵			
431-5					pʰ a ʔ ²¹			
444-5					p a ʔ ²¹			
445-5					n a ³³			
514-5					s ei ³³			
555-5					kʰ w i ³³			
579-5					cʰ ãi ³⁵			
603-5					kʰ ɛ̃ ³³			
737-5					l u ³³			
763-5					cʰ ãi ³³			
870-5					kʰ ei ³³			
918-5					ʔ əɨ ³³			
979-5					l a ⁵⁵			
1013-5					m ɛ̃ ³³			
1040-5					tʰ w i ³³			
1027-5					m a ³⁵			
1053-5					l ei i ³³			
1065-5					m ɛ̃ ³³			
1091-5					m ɑ̃ ³³			
1116-5					ʔ ãi ³³			
1129-5					n a ³³			
1173-5					d ei ³³			
1207-5					cʰ ɛ̃ ³⁵			
1255-5					pʰ ai ʔ			
1277-5					tʰ a ʔ ²¹			
1290-5					b l ʔ ³³			
1301-5					cʰ ɑ̃ ³³			
1337-5					m ɑ̃ ³³			
1323-5					m u ³³			
1350-5					m ei ³³			
1372-5					j a ³³			
1498-5					d ei ³³			
1664-5					l ãi ⁵⁵			
1652-5					ʔ u ³³			
1687-5					s a ʔ			
1708-5					s u ³³			
1732-5					tʰ u ³³			
1742-5					n ɑ̃ ³³			
1755-5					pʰ l ³⁵			
1767-5					s ei ³³			
1786-5					j a ʔ ²¹			
1803-5					w a ³³			
1815-5					cʰ ɛ̃ ³⁵			
1840-5					pʰ ɣ i ʔ			
1853-5					tʰ a ʔ ²¹			
1866-5					s a ʔ			
1894-5					l a ⁵⁵			
1934-5					x ai ³³			
1947-5					kʰ ɛ̃ ³⁵			
1993-5					pʰ w i ³⁵			
2059-5					ʔ u ³³			
2098-5					j ai ʔ ²¹			
2086-5					tʰ u ³⁵			
2153-5					s ɑ̃ ³³			
2180-5					l u ⁵⁵			
2205-5					kʰ w i ³⁵			
2328-5					l a ⁵⁵			
2349-5					j u ³³			
2372-5					m ei ³³			
2388-5					m ei ⁵⁵			
2413-5					d ei ⁵⁵			
2637-5					pʰ l ɔ̃ ⁵⁵			
2649-5					k u ³⁵			
2693-5					pʰ əɨ ³³			
2755-5					s ɛ̃ ³⁵			
2858-5					m ei ⁵⁵			
2953-5					cʰ a ³⁵			
2986-5					cʰ ɛ̃ ³⁵			
3034-5					kʰ ɛ̃ ³⁵			
3088-5					pʰ l a ʔ ²¹			
3113-5					pʰ l ei ʔ			
3154-5					ɣ u ³³			
3179-5					cʰ ãi ³³			
3246-5					d a ³⁵			
3259-5					k ei ³³			
3282-5					tʰ ɑ̃ ³³			
3295-5					cʰ ɛ̃ ³³			
3338-5					l u ⁵⁵			
3351-5					pʰ l ei ⁵⁵			
3375-5					m ɑ̃ ³³			
3410-5					j o ʔ ²¹			
3423-5					m ei ³³			
3445-5					cʰ ei ³⁵			
3485-5					pʰ ei ³³			
3500-5					pʰ l ɔ̃ ⁵⁵			
3545-5					tʰ u ³³			
3557-5					s ei ³⁵			
3581-5					k aə ʔ ⁴⁵			
3594-5					kʰ ãi ³⁵			
3618-5					s u ³³			
3654-5					pʰ l ai ʔ ²¹			
3667-5					tʰ ɛ ʔ			
3680-5					kʰ l ei ³³			
3763-5					pʰ ɣ a ʔ ²¹			
3850-5					pʰ l a ³³			
3878-5					tʰ ei ³⁵			
3903-5					tʰ a ³³			
3938-5					k o ⁵⁵			
3963-5					l ãi ³³			
3977-5					m ɛ̃ ³⁵			
1464-5					l ei ⁵⁵			
21-6						d ə ŋ		
33-6						d ə ¹¹		
46-6						b l a ⁵⁵		
126-6						s a ⁵⁵		
114-6						ˀb a ŋ		
149-6						b l a ¹¹		
171-6						tʰ a m ⁵⁵		
191-6						h w ɛ ⁵⁵		
203-6						n e ⁵⁵		
224-6						l a ʔ̚ ⁵¹		
275-6						kʰ a ¹¹		
302-6						ʔ o ⁵⁵		
315-6						tʰ o ʔ̚ ⁵¹		
394-6						n ə ʔ̚ ⁵¹		
431-6						pʰ a ʔ̚ ⁵¹		
444-6						b ə ʔ̚ ⁵¹		
445-6						n̥ a ¹¹		
514-6						s ei ʔ̚		
555-6						kʰ w i ¹¹		
579-6						cʰ a ŋ ⁵⁵		
603-6						kʰ a ¹¹		
737-6						l o ¹¹		
763-6						cʰ w ɛ ¹¹		
870-6						kʰ ei ʔ̚		
918-6						ʔ ə ŋ ⁵⁵		
979-6						l a ŋ ⁵⁵		
1013-6						m a ¹¹		
1040-6						tʰ w i ¹¹		
1027-6						m a ¹¹		
1053-6						l w i ¹¹		
1065-6						m a ŋ		
1091-6						m w ¹¹		
1116-6						ʔ e ¹¹		
1129-6						n̥ a ¹¹		
1173-6						ˀd ei ¹¹		
1207-6						cʰ a ŋ ⁵⁵		
1255-6						b e ʔ̚ ⁵¹		
1277-6						d a ʔ̚ ⁵¹		
1290-6						ˀb w ɨ ɴ ⁵⁵		
1301-6						cʰ ɨ m ¹¹		
1337-6						m ə ŋ		
1323-6						m u ¹¹		
1350-6						m i ¹¹		
1372-6						j a ɛ		
1498-6						ˀd e ¹¹		
1664-6						l e ʔ̚ ⁵¹		
1652-6						ʔ ɔ ¹¹		
1687-6						s a ʔ̚ ⁵¹		
1708-6						s o ¹¹		
1732-6						d o ŋ		
1742-6						n ɨ ŋ ⁵⁵		
1755-6						pʰ r u ⁵⁵		
1767-6						s ei ⁵⁵		
1786-6						j a ¹¹		
1803-6						w w a ¹¹		
1815-6						cʰ a ⁵⁵		
1840-6						b r e ʔ ⁵¹		
1853-6						tʰ a ʔ̚ ⁵¹		
1866-6						s a ʔ̚ ⁵¹		
1894-6						l a ¹¹		
1934-6						ɟ i ¹¹		
1947-6						kʰ a ŋ		
1993-6						pʰ w i ⁵⁵		
2059-6						ʔ ɔ ¹¹		
2098-6						ŋ j a		
2086-6						tʰ u ⁵⁵		
2153-6						s w ɨ		
2180-6						l o ŋ		
2205-6						kʰ w ɨ ɴ ⁵⁵		
2328-6						l a ⁵⁵		
2349-6						j o ¹¹		
2372-6						m i ¹¹		
2388-6						m i ¹¹		
2413-6						ˀd e ⁵⁵		
2637-6						b l o ¹¹		
2649-6						ɟ o ⁵⁵		
2693-6						b ə ŋ		
2755-6						s o ʔ̚ ⁵¹		
2858-6						m i ⁵⁵		
2953-6						cʰ a ⁵⁵		
2986-6						cʰ a ʔ̚ ⁵¹		
3034-6						kʰ a ʔ̚ ⁵¹		
3088-6						b l ɛ ʔ ⁵¹		
3113-6						b l e ⁵⁵		
3154-6						r o ¹¹		
3179-6						cʰ a a ¹¹		
3246-6						ˀd a ⁵⁵		
3259-6						ɟ i ¹¹		
3282-6						tʰ ə ŋ		
3295-6						cʰ a ¹¹		
3338-6						l o ŋ		
3351-6						b l ei ⁵⁵		
3375-6						m ə ¹¹		
3410-6						j o ʔ̚ ⁵¹		
3423-6						m i ¹¹		
3445-6						cʰ ei ⁵⁵		
3485-6						b e ¹¹		
3500-6						b l o ŋ ¹¹		
3545-6						d o ¹¹		
3557-6						s ə ŋ		
3581-6						ɟ w ⁵⁵ ⁵⁵		
3594-6						kʰ ei ⁵⁵		
3618-6						s o ¹¹		
3654-6						b l e ¹¹		
3667-6						d o ʔ̚ ⁵¹		
3680-6						kʰ l ei ¹¹ ⁵¹		
3763-6						b r o ʔ̚ ⁵¹		
3850-6						b l a ⁵⁵		
3878-6						tʰ e ⁵⁵		
3903-6						tʰ a ŋ ⁵⁵		
3938-6						ɟ ɔ ⁵⁵		
3963-6						l a ⁵⁵		
3977-6						m a ⁵⁵		
1464-6						l w i		
21-7							t ɔ ŋ ⁵⁵	
33-7							t ə ³³	
46-7							p l a ³³	
126-7							s a a ³¹	
114-7							b a ŋ	
149-7							p l a ³³	
171-7							tʰ a ŋ ɦ ³¹	
191-7							w w ɛ ²¹	
203-7							n i ɦ ³¹	
224-7							l a ʔ ⁴⁵	
275-7							kʰ a ³³	
302-7							ʔ w ə m ɦ ³¹	
315-7							tʰ a ʔ ⁴⁵	
394-7							n ə ʔ ⁴⁵	
431-7							pʰ a ʔ ²¹	
444-7							p a ʔ ²¹	
445-7							n a ³³	
514-7							s i ³³	
555-7							kʰ w i ³³	
579-7							cʰ a a ³¹ ³¹	
603-7							kʰ a ³³	
737-7							l u ³³	
763-7							cʰ w ɛ ³³	
870-7							kʰ i ʔ ²¹	
918-7							ʔ ə m ɦ	
979-7							l a ŋ	
1013-7							m a ⁵⁵	
1040-7							tʰ w i ³³	
1027-7							m a ⁵³	
1053-7							l w i ³³	
1065-7							m a m	
1091-7							m ə ə m	
1116-7							ʔ e ŋ	
1129-7							n a ³³	
1173-7							d i ³³	
1207-7							cʰ a m ɦ ³¹	
1255-7							p e ʔ	
1277-7							t a ʔ ²¹	
1290-7							b w ə m ³³	
1301-7							cʰ ə ə m	
1337-7							m ə m	
1323-7							m ə m	
1350-7							m i ³³	
1372-7							j a ʔ ⁴⁵	
1498-7							d i ³³	
1664-7							l a ʔ	
1652-7							ʔ o ⁵⁵	
1687-7							s a ʔ ²¹	
1708-7							s o ⁵⁵	
1732-7							t ɔ ŋ ⁵⁵	
1742-7							n ə m ⁵³	
1755-7							pʰ r ə m ɦ	
1767-7							s i ɦ	
1786-7							j a a ⁴⁵	
1803-7							w a a ²¹	
1815-7							cʰ a ɦ ³¹	
1840-7							p r e ³³	
1853-7							tʰ a ʔ ⁴⁵	
1866-7							s a ʔ ²¹	
1894-7							l a ⁵³	
1934-7							ɕ i ³³	
1947-7							kʰ a ŋ	
1993-7							pʰ w i ³³	
2059-7							ʔ o ŋ	
2098-7							j i a	
2086-7							tʰ ɨ ɦ ³¹	
2153-7							s w ə m ³³	
2180-7							l o ŋ	
2205-7							kʰ w ə m ³¹	
2328-7							l a ⁵³	
2349-7							j u ³³	
2372-7							m i ³³	
2388-7							m i ⁵³	
2413-7							d i ɦ ³¹	
2637-7							p l o ŋ	
2649-7							c u ɦ ³¹	
2693-7							p ə m ⁵³	
2755-7							s ɔ ʔ ²¹	
2858-7							m i ⁵³ ³¹	
2953-7							cʰ a ɦ ³¹	
2986-7							cʰ a ʔ ²¹	
3034-7							kʰ a ʔ ²¹	
3088-7							p l a ³³	
3113-7							p l i ³³	
3154-7							r u ³³	
3179-7							cʰ a a	
3246-7							d a ɦ ³¹	
3259-7							ɕ i ³³	
3282-7							tʰ ɨ ³³	
3295-7							cʰ a ³³	
3338-7							l o ŋ	
3351-7							p l i ³³	
3375-7							m ə m	
3410-7							j u ʔ ⁴⁵	
3423-7							m i ³³	
3445-7							cʰ i ɦ ³¹	
3485-7							p i ³³	
3500-7							p l o ŋ ³³	
3545-7							t u ⁵⁵	
3557-7							s ə m ³¹	
3581-7							c u m	
3594-7							kʰ i ɦ ³¹	
3618-7							s w ə m ³³	
3654-7							p l i ³³	
3667-7							t a ʔ ⁴⁵	
3680-7							kʰ l i ³³	
3763-7							p r u ʔ ²¹	
3850-7							p l a ³³	
3878-7							tʰ i ɦ ³¹	
3903-7							tʰ a ɦ ³¹	
3938-7							ɕ a ³³	
3963-7							l a ³³	
3977-7							m a ɦ ³¹	
1464-7							l w i	
21-8								d o ³³
33-8								d o ³³
46-8								b l ɛ ³³
126-8								θ ɛ ³³
114-8								p a ³³
149-8								b l ɛ ³³
171-8								tʰ a ³³
191-8								h ɛ ³³
203-8								n i ³³
224-8								l ɛ ³³
275-8								kʰ a ³³
302-8								o ³³
315-8								tʰ o ³³
394-8								n u ³³
431-8								pʰ a ³³
444-8								b a ³³
445-8								n ɛ ³³
514-8								θ u ³³
555-8								kʰ w i ³³
579-8								ʃ a ³³
603-8								kʰ a ³³
737-8								l u ³³
763-8								ʃ i ³³
870-8								kʰ i ³³
918-8								ɔ ³³
979-8								l ɛ ³³
1013-8								m a ³³
1040-8								tʰ w i ³³
1027-8								m a ³³
1053-8								l i ³³
1065-8								m a ³³
1091-8								m o ³³
1116-8								ɛ ³³
1129-8								n ɛ ³³
1173-8								ɗ i ³³
1207-8								ʃ a ⁵⁵
1255-8								b i ³³
1277-8								d a ³³
1290-8								p w ³³ ³³
1301-8								ʃ i ³³
1337-8								m o ³³
1323-8								m o ³³
1350-8								m i ³³
1372-8								m ɛ ³³
1498-8								ɗ i ³³
1664-8								l i ³³
1652-8								o ³³
1687-8								θ ɛ ³³
1708-8								θ o ³³
1732-8								d o ³³
1742-8								n u ³³
1755-8								pʰ r u ³³
1767-8								θ r ³³
1786-8								j ɛ ³³
1803-8								w ɛ ³³
1815-8								ʃ a ⁵⁵
1840-8								pʰ w e ³³
