COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
1027-5					m a ⁵⁵			
1053-5					l w i ɦ ¹¹			
1065-5					m a ɦ			
1091-5					m u ɦ ¹¹			
1116-5					ʔ ãi ³³			
1129-5					n a ³³			
1173-5					d i ³³			
1207-5					cʰ a ³⁵			
1255-5					pʰ ai ʔ ²¹			
1277-5					tʰ e ʔ ²¹			
21-6						d ə ŋ ¹¹		
33-6						d ə ¹¹		
46-6						b l a ⁵⁵		
126-6						s a ⁵⁵		
114-6						ˀb a ŋ ¹¹		
149-6						b l a ⁵⁵		
171-6						tʰ a m ⁵⁵		
191-6						h w ɛ ⁵⁵		
203-6						n e ⁵⁵		
224-6						l a ʔ̚ ⁵¹		
275-6						kʰ a ¹¹		
302-6						ʔ o ⁵⁵		
315-6						tʰ ə ʔ̚ ⁵¹		
394-6						n o ʔ̚ ⁵¹		
431-6						pʰ a ʔ̚ ⁵¹		
444-6						b a ʔ̚ ⁵¹		
445-6						n a ⁵⁵		
514-6						s ei ʔ̚		
555-6						kʰ w i ¹¹		
579-6						cʰ a a		
603-6						kʰ a ¹¹		
737-6						l u ¹¹		
763-6						cʰ u ɴ ¹¹		
870-6						kʰ e ʔ̚ ⁵¹		
918-6						ʔ ə ŋ ⁵⁵		
979-6						l a ŋ ⁵⁵		
1013-6						m a ¹¹		
1040-6						tʰ w i ¹¹		
1027-6						m a ¹¹		
1053-6						l w i ¹¹		
1065-6						m a ŋ		
1091-6						m ɨ ¹¹		
1116-6						ʔ e ¹¹		
1129-6						n a ⁵⁵		
1173-6						ˀd e ¹¹		
1207-6						cʰ a ŋ ⁵⁵		
1255-6						b e ʔ̚ ⁵¹		
1277-6						d ɛ ʔ̚ ⁵¹		
21-7							t ə ŋ ⁵⁵	
33-7							t o ŋ	
46-7							p l a ⁵⁵	
126-7							s a ɦ ³¹	
114-7							b a ŋ ³³	
149-7							p l a ⁵⁵	
171-7							tʰ a ŋ ɦ ³¹	
191-7							w w ɛ ɦ	
203-7							n i ɦ ³¹	
224-7							l a ʔ ⁴⁵	
275-7							kʰ a ³³	
302-7							ʔ o ɦ ³¹	
315-7							tʰ a ʔ ²¹	
394-7							n ə ʔ ⁴⁵	
431-7							pʰ a ʔ ²¹	
444-7							p a ʔ ²¹	
445-7							n a ³³	
514-7							s i ʔ	
555-7							kʰ w i ³³	
579-7							cʰ a a ³¹ ³¹	
603-7							kʰ a ³³	
737-7							l u ³³	
763-7							cʰ w ɛ ³³	
870-7							kʰ i ʔ ²¹	
918-7							ʔ ə ŋ ɦ ³¹	
979-7							l a ŋ ³³	
1013-7							m a ⁵⁵	
1040-7							tʰ w i ³³	
1027-7							m a ³³	
1053-7							l w i ³³	
1065-7							m a ŋ ⁵⁵	
1091-7							m w ⁵⁵	
1116-7							ʔ e ³³ ³³	
1129-7							n a ³³	
1173-7							d i ³³	
1207-7							cʰ a ŋ ɦ ³¹	
1255-7							p i ʔ	
1277-7							t a ʔ ⁴⁵	
21-8								d o ³³
33-8								d o ³³
46-8								b l ɛ ³³
126-8								θ a ⁵⁵
114-8								ɓ a ³³
149-8								b l ɛ ³³
171-8								tʰ a ³³
191-8								w ɛ ³³
203-8								n i ⁵⁵
224-8								l ɛ ³³
275-8								kʰ ɛ ³³
302-8								o ³³
315-8								tʰ o ³³
394-8								n o ³³
431-8								b a ³³
444-8								b a ³³
445-8								n ɛ ³³
514-8								θ r e
555-8								kʰ w i ³³
579-8								ʃ a ³³
603-8								kʰ ɛ ³³
737-8								l u ³³
763-8								ʃ ɛ ³³
870-8								kʰ i ³³
918-8								ɔ ³³
979-8								l ɛ ³³
1013-8								m ɛ ³³
1040-8								tʰ w i ³³
1027-8								m ɛ ³³
1053-8								l u ³³
1065-8								m a ³³
1091-8								m u ³³
1116-8								ɛ ³³
1129-8								n ɛ ³³
1173-8								ɗ i ³³
1207-8								ʃ a ³³
1255-8								b ə ³³
1277-8								d ɛ ³³
