COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
149-2		p l a ŋ ⁵³						
171-2		tʰ a ŋ ⁵³						
191-2		r w ɛ ¹¹						
203-2		n e ⁵³						
224-2		l a ʔ ²¹						
275-2		kʰ a ¹¹						
302-2		ʔ au ⁵³						
315-2		tʰ au ʔ						
394-2		n au ¹¹						
431-2		pʰ a ʔ ²¹						
444-2		p a ʔ						
445-2		n a ¹¹						
514-2		θ a ¹¹						
555-2		kʰ w i ʔ ⁴⁵						
579-2		cʰ j ⁵³						
603-2		kʰ a ¹¹						
737-2		l au ³³						
763-2		cʰ w ɛ ¹¹						
870-2		kʰ i ʔ ⁴⁵						
918-2		ʔ ə ⁵³						
979-2		l a ŋ ³³						
1013-2		m a ¹¹						
1040-2		tʰ w i ¹¹						
1027-2		m a ŋ						
1053-2		l w i ʔ						
1065-2		m a ŋ						
1091-2		m w ⁵³						
1116-2		ʔ i ¹¹						
1129-2		n a ¹¹						
1173-2		d ɨ ¹¹						
1207-2		cʰ a ŋ ⁵³						
1255-2		p e ʔ						
1277-2		t a ʔ						
1290-2		b l ¹¹						
1301-2		cʰ w a						
1337-2		m ə ¹¹						
1323-2		m u ¹¹						
1350-2		m ai ¹¹						
1372-2		ŋ ɛ ¹¹						
1498-2		d ɨ ¹¹						
1664-2		l a ŋ ³³						
1652-2		ʔ au ¹¹						
1687-2		θ a ʔ ²¹						
1708-2		θ au ¹¹						
1732-2		t au ¹¹						
1742-2		n au ¹¹						
1755-2		pʰ r a ŋ ⁵³						
1767-2		θ au ¹¹						
1786-2		r a a						
1803-2		r a ŋ ¹¹						
1815-2		cʰ a ŋ ⁵³						
1840-2		pʰ r a ʔ						
1853-2		tʰ a ʔ						
1866-2		θ a ʔ ²¹						
1894-2		l a ŋ ³³						
1934-2		c i ¹¹						
1947-2		kʰ a ŋ						
1993-2		pʰ w i ⁵³						
2059-2		ʔ au ³³						
2098-2		ŋ ɨ a ŋ ⁵³						
2086-2		tʰ au ⁵³						
2153-2		θ au ¹¹						
2180-2		l au ³³						
2205-2		kʰ w i ⁵³						
2328-2		l a ŋ ³³						
2349-2		ɟ u ¹¹						
2372-2		m ai ¹¹						
2388-2		m ai ¹¹						
2413-2		d ɨ ⁵³						
2637-2		p l a ŋ ⁵³						
2649-2		c w i ⁵³						
2693-2		b ɔ ⁵³						
2755-2		θ au ʔ ²¹						
2858-2		m ai ⁵³						
2953-2		c a ŋ ⁵³						
2986-2		cʰ a ʔ						
3034-2		kʰ a ʔ ⁴⁵						
3088-2		b l a ŋ ⁵³						
3113-2		p l a ⁵³						
3154-2		r w a ŋ ⁵³						
3179-2		cʰ a ¹¹						
3246-2		d a ⁵³						
3259-2		c i ¹¹						
3282-2		tʰ ə ¹¹						
3295-2		cʰ a ¹¹						
3338-2		l au ³³						
3351-2		b l a ʔ ⁴⁵						
3375-2		m ə ⁵³						
3410-2		ɟ a ʔ ²¹						
3423-2		m ai ¹¹						
3445-2		cʰ u ⁵³						
3485-2		p i ⁵³						
3500-2		p l a ŋ ⁵³						
3545-2		t u ¹¹						
3557-2		θ au ³³						
3581-2		c a ŋ ⁵³						
3594-2		kʰ i ⁵³						
3618-2		θ au ¹¹						
3654-2		b l a ŋ						
3667-2		t ɛ ʔ						
3680-2		kʰ l i ʔ ⁴⁵						
3763-2		p r a ʔ ⁴⁵						
3850-2		b l a ŋ ⁵³						
3878-2		tʰ ə ⁵³						
3903-2		tʰ a ŋ ⁵³						
3938-2		c au ¹¹						
3963-2		l a ŋ ¹¹						
3977-2		m a ŋ ⁵³						
1464-2		l w i						
10-2		l au ʔ ²¹						
59-2		tʰ a ¹¹						
91-2		r a ¹¹						
288-2		θ w i ¹¹						
316-2		m ai ¹¹						
371-2		kʰ u i						
408-2		pʰ e ⁵³						
469-2		pʰ r i ŋ						
567-2		θ w a						
592-2		h a ¹¹						
646-2		θ au ¹¹						
666-2		b a ¹¹						
696-2		pʰ r a ŋ ⁵³						
634-2		pʰ l a ŋ ⁵³						
725-2		kʰ w i ʔ						
750-2		kʰ ɨ ⁵³						
906-2		θ au ⁵³						
930-2		ɟ a ʔ ²¹						
942-2		kʰ i ⁵³						
969-2		ʔ w i ʔ ⁴⁵						
1104-2		l au ³³						
1160-2		ʔ a ŋ						
1314-2		k ə ʔ ²¹						
1363-2		t a ʔ						
1385-2		r w i ʔ ⁴⁵						
1530-2		b w ɛ ¹¹						
1539-2		ʔ a ⁵³						
1554-2		l w ŋ ¹¹						
1577-2		d w ɛ ¹¹						
1599-2		l a ŋ ³³						
1612-2		l au ³³						
1643-2		k l a ŋ ⁵³						
1676-2		k l a ŋ ⁴⁵						
1700-2		tʰ ə ¹¹						
1829-2		k a ŋ						
1878-2		l i ¹¹						
1907-2		r a ʔ ²¹						
2025-2		t ɨ ¹¹						
2046-2		n a ¹¹ ¹¹						
2072-2		θ au ¹¹						
2111-2		p e ¹¹						
2193-2		pʰ a ⁵³						
2219-2		kʰ au ʔ ⁴⁵						
2230-2		ʔ a ŋ ⁵³						
2255-2		r w a						
2320-2		ɟ ɨ ʔ						
2341-2		m ə ¹¹						
2401-2		ʔ i ¹¹						
2442-2		θ a ŋ						
2468-2		n ai ¹¹						
2480-2		pʰ r a ¹¹						
2531-2		p au ¹¹						
2559-2		k i ¹¹						
2590-2		p au ⁵³						
2604-2		tʰ a ¹¹						
2662-2		tʰ u ¹¹						
2673-2		θ au ¹¹						
2825-2		b ɔ ʔ ²¹						
2846-2		tʰ w ɛ ¹¹						
2881-2		r w i						
2893-2		θ au ³³						
2910-2		θ a ¹¹						
2922-2		cʰ u ⁵³						
2973-2		n w ɛ						
3047-2		pʰ au ¹¹						
3059-2		p l a ŋ ⁵³						
3125-2		n w ¹¹						
3167-2		m a ʔ						
21-3			t ə ¹¹					
33-3			t ə ¹¹					
46-3			p l a ¹¹					
126-3			s a ¹¹					
114-3			b ɔ ¹¹					
149-3			p l a ¹¹					
171-3			tʰ ɔ ³³					
191-3			k ɔ ³³					
203-3			n i ³³					
224-3			l ɔ ³³					
275-3			kʰ ɔ ¹¹					
302-3			ʔ u ¹¹					
315-3			tʰ ə ³³					
394-3			n o ³³					
431-3			pʰ ɔ ³³					
444-3			p e ³³					
445-3			n ɔ ³³					
514-3			s i ¹¹					
555-3			kʰ i ¹¹					
579-3			cʰ ɔ ³³					
603-3			kʰ ɔ ¹¹					
737-3			l u ¹¹					
763-3			cʰ u ¹¹					
870-3			kʰ i ³³					
918-3			ʔ o ⁵⁵					
979-3			l ɔ ¹¹					
1013-3			m a ¹¹					
1040-3			tʰ ʉ ⁵⁵					
1027-3			m a ¹¹					
1053-3			l i ¹¹					
1065-3			m a ¹¹					
1091-3			m i ¹¹					
1116-3			ʔ i ¹¹					
1129-3			n ɔ ³³					
1173-3			d i ¹¹					
1207-3			cʰ ɔ ⁵⁵					
1255-3			p i ³³					
1277-3			t e ³³					
1290-3			b l ¹¹					
1301-3			cʰ u ¹¹					
1337-3			m ə ¹¹					
1323-3			m u ¹¹					
1350-3			m i ¹¹					
1372-3			m e ³³					
1498-3			d i ³³					
1664-3			l e ³³					
1652-3			ʔ o ¹¹					
1687-3			s a ¹¹					
1708-3			s u ¹¹					
1732-3			t ə ¹¹					
1742-3			n o ¹¹					
1755-3			pʰ r u					
1767-3			s i ¹¹					
1786-3			j e ³³					
1803-3			k ɔ ³³					
1815-3			cʰ ɔ ³³					
1840-3			pʰ r e ³³					
1853-3			tʰ ɔ ³³					
1866-3			s a ¹¹					
1894-3			l ɔ ³³					
1934-3			c i ¹¹					
1947-3			kʰ ɔ ¹¹					
1993-3			pʰ u ⁵⁵					
2059-3			ʔ o ¹¹					
2098-3			m i ¹¹					
2086-3			tʰ ə ⁵⁵					
2153-3			s u ¹¹					
2180-3			l u ¹¹					
2205-3			kʰ u ¹¹					
2328-3			l ɔ ³³					
2349-3			j u ¹¹					
2372-3			m i ¹¹					
2388-3			m i ¹¹					
2413-3			d i ³³					
2637-3			p l u ⁵⁵					
2649-3			c u ¹¹					
2693-3			p o ⁵⁵					
2755-3			s o ³³					
2858-3			m i ¹¹					
2953-3			cʰ ɔ ¹¹					
2986-3			cʰ ɔ ³³					
3034-3			kʰ ɔ ³³					
3088-3			p l e ³³					
3113-3			p l e ³³					
3154-3			r u ¹¹					
3179-3			cʰ ɔ ¹¹					
3246-3			d ɔ ³³					
3259-3			c i ¹¹					
3282-3			tʰ ə ¹¹					
3295-3			cʰ ɔ ¹¹					
3338-3			l u ¹¹					
3351-3			p l i					
3375-3			m ə ¹¹					
3410-3			j o ³³					
3423-3			m i ¹¹					
3445-3			cʰ i ⁵⁵					
3485-3			p i ¹¹					
3500-3			p l o					
3545-3			t u ¹¹					
3557-3			s a ¹¹					
3581-3			c i ¹¹					
3594-3			kʰ i ⁵⁵					
3618-3			s u ¹¹					
3654-3			p l e ³³					
3667-3			t ɛ ³³					
3680-3			kʰ l e ³³					
3763-3			p r ³³					
3850-3			p l a ¹¹					
3878-3			tʰ i ⁵⁵					
3903-3			tʰ ɔ ⁵⁵					
3938-3			c i ¹¹					
3963-3			l ɔ ¹¹					
3977-3			m a ¹¹					
1464-3			l i ¹¹					
10-3			l u ³³					
316-3			m i ¹¹					
336-3			kʰ l i ⁵⁵					
371-3			cʰ u ¹¹					
383-3			s i ¹¹					
408-3			pʰ e ³³					
469-3			pʰ r e ³³					
567-3			s u ¹¹					
592-3			h ɔ ³³					
646-3			s i ¹¹					
666-3			b ɔ ¹¹					
696-3			pʰ r ɔ ³³					
634-3			pʰ l o					
725-3			kʰ i ¹¹					
750-3			kʰ u ¹¹					
823-3			kʰ l i ⁵⁵					
835-3			ʔ u ¹¹					
894-3			n i ¹¹					
906-3			s i ⁵⁵					
942-3			kʰ i ⁵⁵					
969-3			ʔ i ¹¹					
1104-3			l u ¹¹					
1160-3			ʔ ɔ ³³					
1314-3			k i ³³					
1363-3			t ɔ ³³					
1385-3			r ə ³³					
1530-3			b u ⁵⁵					
1539-3			ʔ ɔ ³³					
1554-3			l i ³³					
1577-3			d ɛ ¹¹					
1565-3			l i ¹¹					
1599-3			l ɔ ³³					
1612-3			l u ¹¹					
1632-3			t u ¹¹					
1643-3			k l u ⁵⁵					
1676-3			k l u					
1700-3			tʰ ə ¹¹					
1829-3			k ɔ ¹¹					
1878-3			l i ¹¹					
1907-3			s ɔ ³³					
2025-3			t ə ¹¹					
2046-3			n ɔ ³³					
2111-3			p ə ¹¹					
2193-3			pʰ ɔ ³³					
2219-3			kʰ ə ³³					
2255-3			ʔ i ¹¹					
2279-3			ʔ i ¹¹					
2320-3			j u ³³					
2341-3			m ə ¹¹					
2401-3			ʔ ɔ ³³					
2442-3			s a ¹¹					
2468-3			n i ¹¹					
2480-3			pʰ r ɔ ³³					
2531-3			p u ¹¹					
2559-3			k i ¹¹					
2590-3			p o ⁵⁵					
2604-3			tʰ e ³³					
2662-3			tʰ u ¹¹					
2673-3			s u ¹¹					
2825-3			b o ³³					
2846-3			tʰ ʉ ⁵⁵					
2881-3			r i ¹¹					
2893-3			s a ¹¹					
2910-3			s a ¹¹					
2922-3			cʰ u ¹¹					
2973-3			n i ¹¹					
3047-3			pʰ o ¹¹					
3059-3			p l e ³³					
3125-3			n u ¹¹					
3167-3			m a ¹¹					
21-4				tʰ a ŋ				
33-4				tʰ a ŋ				
46-4				pʰ l a ⁵⁵				
126-4				s a a ɦ				
114-4				b a ŋ ⁵⁵				
149-4				pʰ l a ⁵⁵				
171-4				tʰ a ŋ ɦ ³¹				
191-4				k ɛ ŋ ɦ ³¹				
203-4				n e ŋ ³¹ ³¹				
224-4				l a ʔ ⁴⁵				
275-4				kʰ a ŋ ³³				
302-4				ʔ u ɦ ³¹				
315-4				tʰ ə̤ ŋ ²¹				
394-4				n ə ŋ ³³				
431-4				pʰ e ʔ ²¹				
444-4				pʰ e ʔ ²¹				
445-4				n a ŋ				
514-4				s ə ʔ ²¹				
555-4				kʰ w i ⁵⁵				
579-4				cʰ a ŋ ɦ ³¹				
603-4				kʰ a ŋ ³³				
737-4				l u ⁵⁵				
763-4				cʰ u ɦ ³¹				
870-4				kʰ i ʔ				
918-4				ʔ a ŋ ɦ				
979-4				l a ŋ ɦ				
1013-4				m a ŋ				
1040-4				tʰ w i ⁵⁵ ³¹				
1027-4				m a ŋ ɦ ³¹				
1053-4				l w i ⁵⁵				
1065-4				m a ŋ ⁵³				
1091-4				m w ɛ ⁵⁵				
1116-4				ʔ e ŋ				
1129-4				n a ŋ				
1173-4				d ɨ ŋ				
1207-4				cʰ a ŋ ɦ ³¹				
1255-4				pʰ i ʔ ²¹				
1277-4				tʰ a ʔ ⁴⁵				
1290-4				b ə ŋ ⁵⁵				
1301-4				cʰ u ⁵⁵				
1337-4				m ɛ ŋ ⁵⁵				
1323-4				m w ɛ ⁵³				
1350-4				m ɛ ŋ ⁵⁵				
1372-4				j a a ⁵⁵				
1498-4				d e ŋ				
1664-4				l e ʔ ⁴⁵				
1652-4				ʔ a ⁵³				
1687-4				s a ʔ ⁴⁵				
1708-4				s u ⁵⁵				
1732-4				tʰ ə̤ ŋ ³³				
1742-4				n ə ŋ ³³				
1755-4				pʰ r u ɦ ³¹				
1767-4				s i ⁵⁵				
1786-4				j a a ⁴⁵				
1803-4				kʰ a ŋ ɦ				
1815-4				cʰ a ŋ ɦ ³¹				
1840-4				pʰ r i ʔ ²¹				
1853-4				tʰ a ʔ ⁴⁵				
1866-4				s a ʔ ⁴⁵				
1894-4				l a ŋ				
1934-4				c u k				
1947-4				kʰ a ŋ ³³				
1993-4				pʰ r i ɦ ³¹				
2059-4				ʔ a ⁵³				
2098-4				ŋ j a				
2086-4				tʰ ə̤ ŋ ɦ ³¹				
2153-4				s ə ŋ ³³				
2180-4				l o ⁵⁵				
2205-4				kʰ w o ɦ ³¹				
2328-4				l a ŋ ɦ ³¹				
2349-4				j o ⁵³				
2372-4				m ɛ ŋ ⁵⁵				
2388-4				m ɛ ŋ ɦ				
2413-4				d e ŋ ɦ ³¹				
2637-4				pʰ l i ⁵⁵				
2649-4				c u k ²¹				
2693-4				pʰ ɔ ŋ				
2755-4				s ə ʔ ²¹				
2858-4				m ɛ ŋ ɦ ³¹				
2953-4				cʰ a ŋ ɦ ³¹				
2986-4				cʰ a ʔ ⁴⁵				
3034-4				kʰ a ʔ ⁴⁵				
3088-4				pʰ l i ʔ ²¹				
3113-4				pʰ l i ɦ ³¹				
3154-4				r u ⁵⁵				
3179-4				cʰ a ŋ ⁵⁵				
3246-4				d a ŋ ɦ ³¹				
3259-4				c u ⁵⁵				
3282-4				tʰ ə̤ ŋ ⁵⁵				
3295-4				cʰ a ŋ				
3338-4				l o ⁵⁵				
3351-4				pʰ l i ⁵⁵				
3375-4				m ɛ ŋ ⁵³				
3410-4				j o ʔ ²¹				
3423-4				m ɛ ŋ ⁵³				
3445-4				cʰ ɛ ŋ ɦ ³¹				
3485-4				pʰ i ⁵⁵				
3500-4				pʰ l i ⁵⁵				
3545-4				tʰ u ⁵⁵				
3557-4				s ə ŋ ³³				
3581-4				c u k ²¹				
3594-4				kʰ i ɦ ³¹				
3618-4				s u ⁵⁵				
3654-4				pʰ l i ⁵⁵				
3667-4				t a ʔ ²¹				
3680-4				kʰ l i ʔ ²¹				
3763-4				pʰ r u ɦ ³¹				
3850-4				pʰ l a ⁵⁵				
3878-4				tʰ i ɦ ³¹				
3903-4				tʰ a ŋ ɦ ³¹				
3938-4				c u k				
3963-4				l ɛ ŋ ⁵⁵				
3977-4				m a ŋ ɦ ³¹				
1464-4				l i i ɦ				
10-4				l a ʔ ²¹				
59-4				tʰ a ŋ ɦ ³¹				
91-4				r a ŋ ⁴⁵				
288-4				s ə ŋ ⁵⁵				
316-4				m ɛ ŋ ɦ				
336-4				kʰ l i ɦ ³¹				
371-4				kʰ u ɦ ɦ				
383-4				s i i ⁵⁵				
408-4				pʰ e ŋ ³¹				
469-4				pʰ r i ⁵⁵				
567-4				s ə ŋ				
592-4				r a ʔ ⁴⁵				
646-4				s ə ŋ ⁵⁵				
666-4				b a ŋ				
696-4				pʰ r a ɦ ³¹				
634-4				pʰ l i ⁵⁵				
725-4				kʰ w i ɦ				
750-4				kʰ o ʔ ²¹				
823-4				kʰ l i ⁵⁵				
835-4				ʔ u ⁵⁵				
894-4				n i ɦ ³¹				
906-4				s ə ŋ ³¹				
930-4				j o ʔ ⁴⁵				
942-4				kʰ i ɦ ³¹				
969-4				ʔ w i ⁵⁵				
1104-4				l u ɦ ³¹				
1160-4				ʔ a ŋ ⁵³				
1314-4				k ɔ ʔ ⁴⁵				
1363-4				t a ʔ ⁴⁵				
1385-4				r ə ʔ ⁴⁵				
1530-4				b w ɛ ɦ ³¹				
1539-4				ʔ a ŋ ɦ ³¹				
1554-4				l ɛ ŋ ɦ ³¹				
1577-4				d ɨ n ⁵⁵				
1565-4				l i ⁵⁵				
1599-4				l a ŋ ɦ ³¹				
1612-4				l u ɦ				
1632-4				tʰ u ⁵⁵				
1643-4				k l i ⁵⁵				
1676-4				k l i ⁵⁵				
1700-4				tʰ ə̤ ŋ ⁵⁵				
1829-4				kʰ a ⁵⁵				
1878-4				l i ⁵⁵				
1907-4				s j a ɦ				
2025-4				t a ŋ ³³				
2046-4				n a ⁵⁵				
2072-4				s ə ŋ ³³				
2111-4				pʰ ɔ ⁵⁵				
2193-4				pʰ a ŋ ³¹				
2219-4				kʰ o ʔ ²¹				
2230-4				ʔ a ʔ ⁴⁵				
2255-4				cʰ ɛ ŋ ɦ ³¹				
2279-4				cʰ ɛ ŋ ɦ ³¹				
2320-4				j o ʔ ²¹				
2341-4				m ɨ ŋ ⁵⁵				
2401-4				ʔ ɛ ⁵⁵				
2442-4				s a ŋ ɦ ³¹				
2468-4				n e ⁵⁵				
2480-4				pʰ r a ⁵⁵				
2531-4				pʰ u ⁵⁵				
2559-4				k i ⁵⁵				
2590-4				pʰ ɔ ŋ				
2604-4				tʰ i ŋ				
2662-4				tʰ w ŋ ³¹				
2673-4				s u ŋ				
2825-4				b ə ʔ ²¹				
2846-4				tʰ w ɛ ɦ ³¹				
2881-4				r ə ŋ				
2893-4				s ə ŋ ɦ ³¹				
2910-4				s a ŋ				
2922-4				cʰ u ŋ ɦ ³¹				
2973-4				n ə ɛ ɦ ³¹				
3047-4				pʰ ɔ ⁵⁵				
3059-4				pʰ l i ⁵⁵ ³¹				
3125-4				n ə ŋ ɦ ³¹				
3167-4				m a ʔ ⁴⁵				
21-5					tʰ ɑ̃ ⁵⁵			
33-5					tʰ ɑ̃ ³³			
46-5					pʰ l a ³³			
126-5					s a ³⁵			
114-5					b ɛ̃ ³³			
149-5					pʰ l a ³³			
171-5					tʰ a ³³			
191-5					w ɛ̃ ³³			
203-5					n ei ³⁵			
224-5					l a ʔ ²¹			
275-5					kʰ ɛ̃ ³⁵			
302-5					ʔ u ⁵⁵			
315-5					tʰ au ʔ ⁴⁵			
394-5					n u ⁵⁵			
431-5					pʰ a ʔ ²¹			
444-5					pʰ a ʔ ²¹			
445-5					n ɛ ³³			
514-5					s ei ʔ			
555-5					kʰ w ei ³³			
579-5					cʰ ãi ³⁵			
603-5					kʰ ɛ̃ ³⁵			
737-5					l u ³³			
763-5					cʰ ãi ³⁵			
870-5					kʰ ãi ³⁵			
918-5					ʔ ⁴⁵ ⁵⁵			
979-5					l a ³³			
1013-5					m a ³³			
1040-5					tʰ w ei ³³			
1027-5					m a ʔ			
1053-5					l ei ³³			
1065-5					m a ³³			
1091-5					m ɑ̃ ɦ			
1116-5					ʔ ãi ³³			
1129-5					n ɛ ³³			
1173-5					d ei ³³			
1207-5					cʰ ãi ³⁵			
1255-5					pʰ ei ³³			
1277-5					tʰ a ʔ ²¹			
1290-5					b l ³³			
1301-5					cʰ ãi ³³			
1337-5					m ɑ̃ ɦ ¹¹			
1323-5					m u ³³			
1350-5					m e ʔ			
1372-5					j ɛ ³³			
1498-5					d ei ³³			
1664-5					l ai ʔ ²¹			
1652-5					ʔ ɔ ³³			
1687-5					s a ʔ ²¹			
1708-5					s u ³³			
1732-5					tʰ u ⁵⁵			
1742-5					n u ³³			
1755-5					pʰ j u ⁵⁵			
1767-5					s ei ³⁵			
1786-5					j ã ³³			
1803-5					w ɛ̃ ³⁵			
1815-5					cʰ ãi ³⁵			
1840-5					pʰ j a ³³			
1853-5					tʰ a ʔ ⁴⁵			
1866-5					s a ʔ ²¹			
1894-5					l a ³³			
1934-5					k ei ³³			
1947-5					kʰ ɛ̃ ³⁵			
1993-5					pʰ j ³⁵			
2059-5					ʔ ɔ ³³			
2098-5					j ei ʔ			
2086-5					tʰ u ⁵⁵			
2153-5					s u ʔ ⁴⁵			
2180-5					l u ³³			
2205-5					kʰ w ⁵⁵			
2328-5					l a ³⁵			
2349-5					j u ³³			
2372-5					m ei ³³			
2388-5					m ei ³³			
2413-5					d ei ⁵⁵			
2637-5					pʰ l ɔ̃ ³³			
2649-5					k u ⁵⁵			
2693-5					pʰ a ʔ			
2755-5					s u ʔ ⁴⁵			
2858-5					m ei ³³			
2953-5					cʰ ãi ³⁵			
2986-5					cʰ ãi ³⁵			
3034-5					kʰ ɛ̃ ³⁵			
3088-5					pʰ l a ʔ ²¹			
3113-5					pʰ l a ³⁵			
3154-5					w u ³³			
3179-5					cʰ ãi ³³			
3246-5					d ɛ ⁵⁵			
3259-5					k ei ³³			
3282-5					tʰ ɑ̃ ⁵⁵			
3295-5					cʰ ãi ³³			
3338-5					l u ³³			
3351-5					pʰ l ãi ³⁵			
3375-5					m ɑ̃ ɦ ¹¹			
3410-5					j u ɦ ¹¹			
3423-5					m e ʔ ⁴⁵			
3445-5					cʰ ãi ³⁵			
3485-5					pʰ ei ³³			
3500-5					pʰ l ɔ̃ ³³			
3545-5					tʰ u ³³			
3557-5					s a ³³			
3581-5					k ei ⁵⁵			
3594-5					kʰ ãi ³⁵			
3618-5					s u ³³			
