index	index_p	rindex	rindex_p	cogid	id_dutch	segment_dutch	segment_dutch_L1	segment_dutch_L2	segment_dutch_L3	segment_dutch_R1	segment_dutch_R2	segment_dutch_R3	SC_dutch	SC_dutch_L1	SC_dutch_L2	SC_dutch_L3	SC_dutch_R1	SC_dutch_R2	SC_dutch_R3	PROSODY_dutch	PROSODY_dutch_L1	PROSODY_dutch_L2	PROSODY_dutch_L3	PROSODY_dutch_R1	PROSODY_dutch_R2	PROSODY_dutch_R3	id_english	segment_english	segment_english_L1	segment_english_L2	segment_english_L3	segment_english_R1	segment_english_R2	segment_english_R3	SC_english	SC_english_L1	SC_english_L2	SC_english_L3	SC_english_R1	SC_english_R2	SC_english_R3	PROSODY_english	PROSODY_english_L1	PROSODY_english_L2	PROSODY_english_L3	PROSODY_english_R1	PROSODY_english_R2	PROSODY_english_R3	id_french	segment_french	segment_french_L1	segment_french_L2	segment_french_L3	segment_french_R1	segment_french_R2	segment_french_R3	SC_french	SC_french_L1	SC_french_L2	SC_french_L3	SC_french_R1	SC_french_R2	SC_french_R3	PROSODY_french	PROSODY_french_L1	PROSODY_french_L2	PROSODY_french_L3	PROSODY_french_R1	PROSODY_french_R2	PROSODY_french_R3	id_german	segment_german	segment_german_L1	segment_german_L2	segment_german_L3	segment_german_R1	segment_german_R2	segment_german_R3	SC_german	SC_german_L1	SC_german_L2	SC_german_L3	SC_german_R1	SC_german_R2	SC_german_R3	PROSODY_german	PROSODY_german_L1	PROSODY_german_L2	PROSODY_german_L3	PROSODY_german_R1	PROSODY_german_R2	PROSODY_german_R3
3	0.6000	3	0.6000	-2270	6	s	ɛ	r	∅	t	ə	∅	S	E	R	∅	T	E	∅	3	7	5	∅	1	7	∅																																													7	s	ɛ	r	∅	t	-	∅	S	E	R	∅	T	_	∅	3	7	5	∅	1	0	∅
4	0.8000	2	0.4000	-2270	6	t	s	ɛ	r	ə	∅	∅	T	S	E	R	E	∅	∅	1	3	7	5	7	∅	∅																																													7	t	s	ɛ	r	-	∅	∅	T	S	E	R	_	∅	∅	1	3	7	5	0	∅	∅
5	1.0000	1	0.2000	-2270	6	ə	t	s	ɛ	∅	∅	∅	E	T	S	E	∅	∅	∅	7	1	3	7	∅	∅	∅																																													7	-	t	s	ɛ	∅	∅	∅	_	T	S	E	∅	∅	∅	0	1	3	7	∅	∅	∅
1	0.1429	7	1.0000	-2260	8	p	∅	∅	∅	l	ɑ	n	P	∅	∅	∅	L	A	N	1	∅	∅	∅	5	7	4	9	p	∅	∅	∅	l	ɑː	n	P	∅	∅	∅	L	A	N	1	∅	∅	∅	5	7	4																							10	pf	∅	∅	∅	l	a	n	B	∅	∅	∅	L	A	N	2	∅	∅	∅	5	7	4
2	0.2857	6	0.8571	-2260	8	l	p	∅	∅	ɑ	n	t	L	P	∅	∅	A	N	T	5	1	∅	∅	7	4	1	9	l	p	∅	∅	ɑː	n	t	L	P	∅	∅	A	N	T	5	1	∅	∅	7	4	1																							10	l	pf	∅	∅	a	n	ts	L	B	∅	∅	A	N	C	5	2	∅	∅	7	4	2
3	0.4286	5	0.7143	-2260	8	ɑ	l	p	∅	n	t	ə	A	L	P	∅	N	T	E	7	5	1	∅	4	1	7	9	ɑː	l	p	∅	n	t	-	A	L	P	∅	N	T	_	7	5	1	∅	4	1	0																							10	a	l	pf	∅	n	ts	ə	A	L	B	∅	N	C	E	7	5	2	∅	4	2	7
4	0.5714	4	0.5714	-2260	8	n	ɑ	l	p	t	ə	-	N	A	L	P	T	E	_	4	7	5	1	1	7	0	9	n	ɑː	l	p	t	-	-	N	A	L	P	T	_	_	4	7	5	1	1	0	0																							10	n	a	l	pf	ts	ə	n	N	A	L	B	C	E	N	4	7	5	2	2	7	4
5	0.7143	3	0.4286	-2260	8	t	n	ɑ	l	ə	-	∅	T	N	A	L	E	_	∅	1	4	7	5	7	0	∅	9	t	n	ɑː	l	-	-	∅	T	N	A	L	_	_	∅	1	4	7	5	0	0	∅																							10	ts	n	a	l	ə	n	∅	C	N	A	L	E	N	∅	2	4	7	5	7	4	∅
6	0.8571	2	0.2857	-2260	8	ə	t	n	ɑ	-	∅	∅	E	T	N	A	_	∅	∅	7	1	4	7	0	∅	∅	9	-	t	n	ɑː	-	∅	∅	_	T	N	A	_	∅	∅	0	1	4	7	0	∅	∅																							10	ə	ts	n	a	n	∅	∅	E	C	N	A	N	∅	∅	7	2	4	7	4	∅	∅
7	1.0000	1	0.1429	-2260	8	-	ə	t	n	∅	∅	∅	_	E	T	N	∅	∅	∅	0	7	1	4	∅	∅	∅	9	-	-	t	n	∅	∅	∅	_	_	T	N	∅	∅	∅	0	0	1	4	∅	∅	∅																							10	n	ə	ts	n	∅	∅	∅	N	E	C	N	∅	∅	∅	4	7	2	4	∅	∅	∅
1	0.2000	5	1.0000	-2121	11	r	∅	∅	∅	ɔ	l	ə	R	∅	∅	∅	U	L	E	5	∅	∅	∅	7	5	7	12	r	∅	∅	∅	əʊ	l	-	R	∅	∅	∅	E	L	_	5	∅	∅	∅	7	5	0																							13	r	∅	∅	∅	ɔ	l	ə	R	∅	∅	∅	U	L	E	5	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	-2121	11	ɔ	r	∅	∅	l	ə	-	U	R	∅	∅	L	E	_	7	5	∅	∅	5	7	0	12	əʊ	r	∅	∅	l	-	-	E	R	∅	∅	L	_	_	7	5	∅	∅	5	0	0																							13	ɔ	r	∅	∅	l	ə	n	U	R	∅	∅	L	E	N	7	5	∅	∅	5	7	4
3	0.6000	3	0.6000	-2121	11	l	ɔ	r	∅	ə	-	∅	L	U	R	∅	E	_	∅	5	7	5	∅	7	0	∅	12	l	əʊ	r	∅	-	-	∅	L	E	R	∅	_	_	∅	5	7	5	∅	0	0	∅																							13	l	ɔ	r	∅	ə	n	∅	L	U	R	∅	E	N	∅	5	7	5	∅	7	4	∅
4	0.8000	2	0.4000	-2121	11	ə	l	ɔ	r	-	∅	∅	E	L	U	R	_	∅	∅	7	5	7	5	0	∅	∅	12	-	l	əʊ	r	-	∅	∅	_	L	E	R	_	∅	∅	0	5	7	5	0	∅	∅																							13	ə	l	ɔ	r	n	∅	∅	E	L	U	R	N	∅	∅	7	5	7	5	4	∅	∅
5	1.0000	1	0.2000	-2121	11	-	ə	l	ɔ	∅	∅	∅	_	E	L	U	∅	∅	∅	0	7	5	7	∅	∅	∅	12	-	-	l	əʊ	∅	∅	∅	_	_	L	E	∅	∅	∅	0	0	5	7	∅	∅	∅																							13	n	ə	l	ɔ	∅	∅	∅	N	E	L	U	∅	∅	∅	4	7	5	7	∅	∅	∅
1	0.1111	9	1.0000	-2104	14	m	∅	∅	∅	ɛ	s	t	M	∅	∅	∅	E	S	T	4	∅	∅	∅	7	3	1	15	p	∅	∅	∅	ɪ	-	tʃ	P	∅	∅	∅	I	_	T	1	∅	∅	∅	7	0	1																																												
2	0.2222	8	0.8889	-2104	14	ɛ	m	∅	∅	s	t	+	E	M	∅	∅	S	T	_	7	4	∅	∅	3	1	0	15	ɪ	p	∅	∅	-	tʃ	+	I	P	∅	∅	_	T	_	7	1	∅	∅	0	1	0																																												
3	0.3333	7	0.7778	-2104	14	s	ɛ	m	∅	t	+	f	S	E	M	∅	T	_	B	3	7	4	∅	1	0	3	15	-	ɪ	p	∅	tʃ	+	f	_	I	P	∅	T	_	B	0	7	1	∅	1	0	3																																												
4	0.4444	6	0.6667	-2104	14	t	s	ɛ	m	+	f	ɔ	T	S	E	M	_	B	U	1	3	7	4	0	3	7	15	tʃ	-	ɪ	p	+	f	ɔː	T	_	I	P	_	B	U	1	0	7	1	0	3	7																																												
5	0.5556	5	0.5556	-2104	14	+	t	s	ɛ	f	ɔ	r	_	T	S	E	B	U	R	0	1	3	7	3	7	5	15	+	tʃ	-	ɪ	f	ɔː	-	_	T	_	I	B	U	_	0	1	0	7	3	7	0																																												
6	0.6667	4	0.4444	-2104	14	f	+	t	s	ɔ	r	k	B	_	T	S	U	R	K	3	0	1	3	7	5	1	15	f	+	tʃ	-	ɔː	-	k	B	_	T	_	U	_	K	3	0	1	0	7	0	1																																												
7	0.7778	3	0.3333	-2104	14	ɔ	f	+	t	r	k	∅	U	B	_	T	R	K	∅	7	3	0	1	5	1	∅	15	ɔː	f	+	tʃ	-	k	∅	U	B	_	T	_	K	∅	7	3	0	1	0	1	∅																																												
8	0.8889	2	0.2222	-2104	14	r	ɔ	f	+	k	∅	∅	R	U	B	_	K	∅	∅	5	7	3	0	1	∅	∅	15	-	ɔː	f	+	k	∅	∅	_	U	B	_	K	∅	∅	0	7	3	0	1	∅	∅																																												
9	1.0000	1	0.1111	-2104	14	k	r	ɔ	f	∅	∅	∅	K	R	U	B	∅	∅	∅	1	5	7	3	∅	∅	∅	15	k	-	ɔː	f	∅	∅	∅	K	_	U	B	∅	∅	∅	1	0	7	3	∅	∅	∅																																												
1	0.1667	6	1.0000	-2035																							16	k	∅	∅	∅	ʌ	z	-	K	∅	∅	∅	E	S	_	1	∅	∅	∅	7	3	0																							17	k	∅	∅	∅	uː	z	iː	K	∅	∅	∅	Y	S	I	1	∅	∅	∅	7	3	7
2	0.3333	5	0.8333	-2035																							16	ʌ	k	∅	∅	z	-	n̩	E	K	∅	∅	S	_	N	7	1	∅	∅	3	0	4																							17	uː	k	∅	∅	z	iː	n	Y	K	∅	∅	S	I	N	7	1	∅	∅	3	7	4
3	0.5000	4	0.6667	-2035																							16	z	ʌ	k	∅	-	n̩	-	S	E	K	∅	_	N	_	3	7	1	∅	0	4	0																							17	z	uː	k	∅	iː	n	ə	S	Y	K	∅	I	N	E	3	7	1	∅	7	4	7
4	0.6667	3	0.5000	-2035																							16	-	z	ʌ	k	n̩	-	∅	_	S	E	K	N	_	∅	0	3	7	1	4	0	∅																							17	iː	z	uː	k	n	ə	∅	I	S	Y	K	N	E	∅	7	3	7	1	4	7	∅
5	0.8333	2	0.3333	-2035																							16	n̩	-	z	ʌ	-	∅	∅	N	_	S	E	_	∅	∅	4	0	3	7	0	∅	∅																							17	n	iː	z	uː	ə	∅	∅	N	I	S	Y	E	∅	∅	4	7	3	7	7	∅	∅
6	1.0000	1	0.1667	-2035																							16	-	n̩	-	z	∅	∅	∅	_	N	_	S	∅	∅	∅	0	4	0	3	∅	∅	∅																							17	ə	n	iː	z	∅	∅	∅	E	N	I	S	∅	∅	∅	7	4	7	3	∅	∅	∅
1	0.2000	5	1.0000	-2030																							18	ʌ	∅	∅	∅	ŋ	k	-	E	∅	∅	∅	N	K	_	7	∅	∅	∅	4	1	0																							19	ɔ	∅	∅	∅	ŋ	k	ə	U	∅	∅	∅	N	K	E	7	∅	∅	∅	4	1	7
2	0.4000	4	0.8000	-2030																							18	ŋ	ʌ	∅	∅	k	-	l̩	N	E	∅	∅	K	_	L	4	7	∅	∅	1	0	5																							19	ŋ	ɔ	∅	∅	k	ə	l	N	U	∅	∅	K	E	L	4	7	∅	∅	1	7	5
3	0.6000	3	0.6000	-2030																							18	k	ŋ	ʌ	∅	-	l̩	∅	K	N	E	∅	_	L	∅	1	4	7	∅	0	5	∅																							19	k	ŋ	ɔ	∅	ə	l	∅	K	N	U	∅	E	L	∅	1	4	7	∅	7	5	∅
4	0.8000	2	0.4000	-2030																							18	-	k	ŋ	ʌ	l̩	∅	∅	_	K	N	E	L	∅	∅	0	1	4	7	5	∅	∅																							19	ə	k	ŋ	ɔ	l	∅	∅	E	K	N	U	L	∅	∅	7	1	4	7	5	∅	∅
5	1.0000	1	0.2000	-2030																							18	l̩	-	k	ŋ	∅	∅	∅	L	_	K	N	∅	∅	∅	5	0	1	4	∅	∅	∅																							19	l	ə	k	ŋ	∅	∅	∅	L	E	K	N	∅	∅	∅	5	7	1	4	∅	∅	∅
1	0.1429	7	1.0000	-1888	20	m	∅	∅	∅	eː	d	iː	M	∅	∅	∅	E	T	I	4	∅	∅	∅	7	1	7	21	m	∅	∅	∅	ɛ	d	-	M	∅	∅	∅	E	T	_	4	∅	∅	∅	7	1	0																																												
2	0.2857	6	0.8571	-1888	20	eː	m	∅	∅	d	iː	s	E	M	∅	∅	T	I	S	7	4	∅	∅	1	7	3	21	ɛ	m	∅	∅	d	-	s	E	M	∅	∅	T	_	S	7	4	∅	∅	1	0	3																																												
3	0.4286	5	0.7143	-1888	20	d	eː	m	∅	iː	s	ɛɪ	T	E	M	∅	I	S	E	1	7	4	∅	7	3	7	21	d	ɛ	m	∅	-	s	ɪ	T	E	M	∅	_	S	I	1	7	4	∅	0	3	7																																												
4	0.5714	4	0.5714	-1888	20	iː	d	eː	m	s	ɛɪ	n	I	T	E	M	S	E	N	7	1	7	4	3	7	4	21	-	d	ɛ	m	s	ɪ	n	_	T	E	M	S	I	N	0	1	7	4	3	7	4																																												
5	0.7143	3	0.4286	-1888	20	s	iː	d	eː	ɛɪ	n	∅	S	I	T	E	E	N	∅	3	7	1	7	7	4	∅	21	s	-	d	ɛ	ɪ	n	∅	S	_	T	E	I	N	∅	3	0	1	7	7	4	∅																																												
6	0.8571	2	0.2857	-1888	20	ɛɪ	s	iː	d	n	∅	∅	E	S	I	T	N	∅	∅	7	3	7	1	4	∅	∅	21	ɪ	s	-	d	n	∅	∅	I	S	_	T	N	∅	∅	7	3	0	1	4	∅	∅																																												
7	1.0000	1	0.1429	-1888	20	n	ɛɪ	s	iː	∅	∅	∅	N	E	S	I	∅	∅	∅	4	7	3	7	∅	∅	∅	21	n	ɪ	s	-	∅	∅	∅	N	I	S	_	∅	∅	∅	4	7	3	0	∅	∅	∅																																												
1	0.3333	3	1.0000	-1791	22	r	∅	∅	∅	ɛɪ	k	∅	R	∅	∅	∅	E	K	∅	5	∅	∅	∅	7	1	∅	23	r	∅	∅	∅	ɪ	tʃ	∅	R	∅	∅	∅	I	T	∅	5	∅	∅	∅	7	1	∅																							24	r	∅	∅	∅	ai	x	∅	R	∅	∅	∅	A	G	∅	5	∅	∅	∅	7	3	∅
2	0.6667	2	0.6667	-1791	22	ɛɪ	r	∅	∅	k	∅	∅	E	R	∅	∅	K	∅	∅	7	5	∅	∅	1	∅	∅	23	ɪ	r	∅	∅	tʃ	∅	∅	I	R	∅	∅	T	∅	∅	7	5	∅	∅	1	∅	∅																							24	ai	r	∅	∅	x	∅	∅	A	R	∅	∅	G	∅	∅	7	5	∅	∅	3	∅	∅
3	1.0000	1	0.3333	-1791	22	k	ɛɪ	r	∅	∅	∅	∅	K	E	R	∅	∅	∅	∅	1	7	5	∅	∅	∅	∅	23	tʃ	ɪ	r	∅	∅	∅	∅	T	I	R	∅	∅	∅	∅	1	7	5	∅	∅	∅	∅																							24	x	ai	r	∅	∅	∅	∅	G	A	R	∅	∅	∅	∅	3	7	5	∅	∅	∅	∅
1	0.2500	4	1.0000	-1785	25	x	∅	∅	∅	r	aː	n	G	∅	∅	∅	R	A	N	3	∅	∅	∅	5	7	4	26	ɡ	∅	∅	∅	r	eɪ	n	K	∅	∅	∅	R	E	N	1	∅	∅	∅	5	7	4																																												
2	0.5000	3	0.7500	-1785	25	r	x	∅	∅	aː	n	∅	R	G	∅	∅	A	N	∅	5	3	∅	∅	7	4	∅	26	r	ɡ	∅	∅	eɪ	n	∅	R	K	∅	∅	E	N	∅	5	1	∅	∅	7	4	∅																																												
3	0.7500	2	0.5000	-1785	25	aː	r	x	∅	n	∅	∅	A	R	G	∅	N	∅	∅	7	5	3	∅	4	∅	∅	26	eɪ	r	ɡ	∅	n	∅	∅	E	R	K	∅	N	∅	∅	7	5	1	∅	4	∅	∅																																												
4	1.0000	1	0.2500	-1785	25	n	aː	r	x	∅	∅	∅	N	A	R	G	∅	∅	∅	4	7	5	3	∅	∅	∅	26	n	eɪ	r	ɡ	∅	∅	∅	N	E	R	K	∅	∅	∅	4	7	5	1	∅	∅	∅																																												
1	0.1667	6	1.0000	-1723																							27	ɡ	∅	∅	∅	ɑː	-	d	K	∅	∅	∅	A	_	T	1	∅	∅	∅	7	0	1																							28	ɡ	∅	∅	∅	aː	r	t	K	∅	∅	∅	A	R	T	1	∅	∅	∅	7	5	1
2	0.3333	5	0.8333	-1723																							27	ɑː	ɡ	∅	∅	-	d	-	A	K	∅	∅	_	T	_	7	1	∅	∅	0	1	0																							28	aː	ɡ	∅	∅	r	t	ə	A	K	∅	∅	R	T	E	7	1	∅	∅	5	1	7
3	0.5000	4	0.6667	-1723																							27	-	ɑː	ɡ	∅	d	-	n̩	_	A	K	∅	T	_	N	0	7	1	∅	1	0	4																							28	r	aː	ɡ	∅	t	ə	n	R	A	K	∅	T	E	N	5	7	1	∅	1	7	4
4	0.6667	3	0.5000	-1723																							27	d	-	ɑː	ɡ	-	n̩	∅	T	_	A	K	_	N	∅	1	0	7	1	0	4	∅																							28	t	r	aː	ɡ	ə	n	∅	T	R	A	K	E	N	∅	1	5	7	1	7	4	∅
5	0.8333	2	0.3333	-1723																							27	-	d	-	ɑː	n̩	∅	∅	_	T	_	A	N	∅	∅	0	1	0	7	4	∅	∅																							28	ə	t	r	aː	n	∅	∅	E	T	R	A	N	∅	∅	7	1	5	7	4	∅	∅
6	1.0000	1	0.1667	-1723																							27	n̩	-	d	-	∅	∅	∅	N	_	T	_	∅	∅	∅	4	0	1	0	∅	∅	∅																							28	n	ə	t	r	∅	∅	∅	N	E	T	R	∅	∅	∅	4	7	1	5	∅	∅	∅
1	0.2500	4	1.0000	-1682	29	v	∅	∅	∅	ɑ	l	ɛɪ	B	∅	∅	∅	A	L	E	3	∅	∅	∅	7	5	7	30	v	∅	∅	∅	æ	l	ɪ	B	∅	∅	∅	E	L	I	3	∅	∅	∅	7	5	7																																												
2	0.5000	3	0.7500	-1682	29	ɑ	v	∅	∅	l	ɛɪ	∅	A	B	∅	∅	L	E	∅	7	3	∅	∅	5	7	∅	30	æ	v	∅	∅	l	ɪ	∅	E	B	∅	∅	L	I	∅	7	3	∅	∅	5	7	∅																																												
3	0.7500	2	0.5000	-1682	29	l	ɑ	v	∅	ɛɪ	∅	∅	L	A	B	∅	E	∅	∅	5	7	3	∅	7	∅	∅	30	l	æ	v	∅	ɪ	∅	∅	L	E	B	∅	I	∅	∅	5	7	3	∅	7	∅	∅																																												
4	1.0000	1	0.2500	-1682	29	ɛɪ	l	ɑ	v	∅	∅	∅	E	L	A	B	∅	∅	∅	7	5	7	3	∅	∅	∅	30	ɪ	l	æ	v	∅	∅	∅	I	L	E	B	∅	∅	∅	7	5	7	3	∅	∅	∅																																												
1	0.2500	4	1.0000	-1647	31	v	∅	∅	∅	ɛɪ	x	-	B	∅	∅	∅	E	G	_	3	∅	∅	∅	7	3	0	32	f	∅	∅	∅	ɪ	ɡ	-	B	∅	∅	∅	I	K	_	3	∅	∅	∅	7	1	0																							33	f	∅	∅	∅	ai	ɡ	ə	B	∅	∅	∅	A	K	E	3	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	-1647	31	ɛɪ	v	∅	∅	x	-	∅	E	B	∅	∅	G	_	∅	7	3	∅	∅	3	0	∅	32	ɪ	f	∅	∅	ɡ	-	∅	I	B	∅	∅	K	_	∅	7	3	∅	∅	1	0	∅																							33	ai	f	∅	∅	ɡ	ə	∅	A	B	∅	∅	K	E	∅	7	3	∅	∅	1	7	∅
3	0.7500	2	0.5000	-1647	31	x	ɛɪ	v	∅	-	∅	∅	G	E	B	∅	_	∅	∅	3	7	3	∅	0	∅	∅	32	ɡ	ɪ	f	∅	-	∅	∅	K	I	B	∅	_	∅	∅	1	7	3	∅	0	∅	∅																							33	ɡ	ai	f	∅	ə	∅	∅	K	A	B	∅	E	∅	∅	1	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	-1647	31	-	x	ɛɪ	v	∅	∅	∅	_	G	E	B	∅	∅	∅	0	3	7	3	∅	∅	∅	32	-	ɡ	ɪ	f	∅	∅	∅	_	K	I	B	∅	∅	∅	0	1	7	3	∅	∅	∅																							33	ə	ɡ	ai	f	∅	∅	∅	E	K	A	B	∅	∅	∅	7	1	7	3	∅	∅	∅
1	0.2500	4	1.0000	-1615	34	oː	∅	∅	∅	-	l	iː	U	∅	∅	∅	_	L	I	7	∅	∅	∅	0	5	7	35	ɔ	∅	∅	∅	ɪ	l	-	U	∅	∅	∅	I	L	_	7	∅	∅	∅	7	5	0																							36	ɶː	∅	∅	∅	-	l	-	U	∅	∅	∅	_	L	_	7	∅	∅	∅	0	5	0
2	0.5000	3	0.7500	-1615	34	-	oː	∅	∅	l	iː	∅	_	U	∅	∅	L	I	∅	0	7	∅	∅	5	7	∅	35	ɪ	ɔ	∅	∅	l	-	∅	I	U	∅	∅	L	_	∅	7	7	∅	∅	5	0	∅																							36	-	ɶː	∅	∅	l	-	∅	_	U	∅	∅	L	_	∅	0	7	∅	∅	5	0	∅
3	0.7500	2	0.5000	-1615	34	l	-	oː	∅	iː	∅	∅	L	_	U	∅	I	∅	∅	5	0	7	∅	7	∅	∅	35	l	ɪ	ɔ	∅	-	∅	∅	L	I	U	∅	_	∅	∅	5	7	7	∅	0	∅	∅																							36	l	-	ɶː	∅	-	∅	∅	L	_	U	∅	_	∅	∅	5	0	7	∅	0	∅	∅
4	1.0000	1	0.2500	-1615	34	iː	l	-	oː	∅	∅	∅	I	L	_	U	∅	∅	∅	7	5	0	7	∅	∅	∅	35	-	l	ɪ	ɔ	∅	∅	∅	_	L	I	U	∅	∅	∅	0	5	7	7	∅	∅	∅																							36	-	l	-	ɶː	∅	∅	∅	_	L	_	U	∅	∅	∅	0	5	0	7	∅	∅	∅
1	0.2500	4	1.0000	-1337	37	v	∅	∅	∅	ɔ	r	k	B	∅	∅	∅	U	R	K	3	∅	∅	∅	7	5	1	38	f	∅	∅	∅	ɔː	-	k	B	∅	∅	∅	U	_	K	3	∅	∅	∅	7	0	1																																												
2	0.5000	3	0.7500	-1337	37	ɔ	v	∅	∅	r	k	∅	U	B	∅	∅	R	K	∅	7	3	∅	∅	5	1	∅	38	ɔː	f	∅	∅	-	k	∅	U	B	∅	∅	_	K	∅	7	3	∅	∅	0	1	∅																																												
3	0.7500	2	0.5000	-1337	37	r	ɔ	v	∅	k	∅	∅	R	U	B	∅	K	∅	∅	5	7	3	∅	1	∅	∅	38	-	ɔː	f	∅	k	∅	∅	_	U	B	∅	K	∅	∅	0	7	3	∅	1	∅	∅																																												
4	1.0000	1	0.2500	-1337	37	k	r	ɔ	v	∅	∅	∅	K	R	U	B	∅	∅	∅	1	5	7	3	∅	∅	∅	38	k	-	ɔː	f	∅	∅	∅	K	_	U	B	∅	∅	∅	1	0	7	3	∅	∅	∅																																												
1	0.1667	6	1.0000	-1279	39	d	∅	∅	∅	ɔ	l	f	T	∅	∅	∅	U	L	B	1	∅	∅	∅	7	5	3	40	d	∅	∅	∅	ɔ	l	f	T	∅	∅	∅	U	L	B	1	∅	∅	∅	7	5	3																																												
2	0.3333	5	0.8333	-1279	39	ɔ	d	∅	∅	l	f	ɛɪ	U	T	∅	∅	L	B	E	7	1	∅	∅	5	3	7	40	ɔ	d	∅	∅	l	f	ɪ	U	T	∅	∅	L	B	I	7	1	∅	∅	5	3	7																																												
