COGID	1	10	2	3	4	5	6	7	8	9
1350-5					l w a					
1396-5					s w u					
1430-5					i s o					
1767-5					ʃ o o					
2286-5					l e					
2317-5					f u a					
2419-5					s e k e					
2750-5					e e ʃ i					
3018-5					ʃ i l a					
3275-5					t a a					
3441-5					s e ŋ g					
3885-5					l i m o					
4192-5					i d a					
4260-5					s w					
4350-5					l e e o					
278-5					β e					
745-5					ʃ w β o					
3971-5					f u w					
55-5					i m a					
94-5					k o l o					
2717-5					l l o n g o					
4139-5					w i n					
200-5					β i					
374-5					t l a					
508-5					l a u					
528-5					β á l i					
575-5					t					
1303-6						m k l				
1755-6						a i i				
448-6						ɲ ɔ ɲ ɔ ɔ ɔ				
1475-6						k l				
3397-6						l ɔ ɔ ŋ				
2286-6						ɔ ɔ				
278-6						l l				
2717-6						l a o o ɛ				
2689-7							á a			
893-7							á t a			
1285-7							o a a			
1303-7							g o m a			
2197-7							z h á a			
2828-7							á a			
3572-7							o w i			
1095-7							á m a			
1755-7							o o e			
1789-7							á a ŋ k a			
3519-7							á m a			
3686-7							i b a			
4249-7							u w i			
4451-7							v i ɲ i			
814-7							o m b e			
1216-7							k á á m a			
1475-7							f a a			
2026-7							t e e			
2775-7							u u b a			
3826-7							z o h a			
4003-7							h i n a			
4040-7							e ɲ i			
84-7							h á a			
116-7							i k a			
181-7							ɣ o ŋ g o			
419-7							o k o			
587-7							o ŋ g o			
660-7							e a			
848-7							k o a			
1122-7							v á a			
1159-7							w a			
1374-7							s á n e			
1396-7							z o v u			
1430-7							i v a o			
1906-7							g i a			
2177-7							g a t a			
2419-7							z e h a			
3018-7							z a a			
3275-7							f a a n a			
3441-7							z e ŋ k a			
3464-7							á n a			
3639-7							t á á á a			
3885-7							o m a			
4192-7							f i m b a			
745-7							z a k o			
3971-7							u w a			
55-7							o a a			
2717-7							b r e ŋ g a			
4139-7							e a a			
93-7							k o o			
459-7							á m a			
575-7							t a			
2689-8								w u w a		
1285-8								u w a		
1303-8								î k o a a		
2197-8								u w u a		
2828-8								r u u a		
3572-8								u u u u		
1755-8								v w i		
1789-8								v u u u g u		
3207-8								f u r a		
3519-8								v u a		
3686-8								v î u w a		
4249-8								k u u		
4451-8								β i r i		
814-8								u u b u		
1228-8								β w a		
2026-8								t u u		
2775-8								r u u b a		
3826-8								r u β a		
4040-8								ʝ u w i		
181-8								n u ŋ g u		
660-8								a á r a		
848-8								t u a		
1083-8								w i w a		
1159-8								w a		
1350-8								a a		
1396-8								ʝ î u		
1666-8								v u a u		
2177-8								ô k u t a		
2317-8								r á a		
4260-8								w a		
745-8								t u k u		
3971-8								k u a		
94-8								k u k u		
2717-8								t u u ŋ g a		
4139-8								u u n a		
43-8								r á a		
575-8								t a		
871-8								w o i a		
2689-9									i ʊ̀ ʊ̀ ʊ̀	
893-9									á a a g ʊ̀	
1285-9									e e a a	
1303-9									i g ʊ̀ ʊ̀ ʊ̀	
2197-9									g ʊ̀ l ʊ̀	
2828-9									ʊ̀ ʊ̀ ʊ̀	
3572-9									s ʊ̀ ʊ̀ ʊ̀	
1095-9									l i ʊ̀	
1789-9									k á a a a g a	
3207-9									w ʊ̀ l ʊ̀	
4249-9									k ʊ̀ ɲ ʊ̀	
4451-9									b i s i	
630-9									b e l e	
814-9									u m b ʊ̀	
1228-9									b w ʊ̀	
1418-9									s i i k a a	
1475-9									g ʊ̀ ʊ̀	
2026-9									k ʊ̀ ʊ̀	
2775-9									e m b a	
3397-9									b o l a	
3826-9									s ʊ̀ g ʊ̀	
4003-9									s i l a	
4040-9									m ʊ̀ n ʊ̀	
4373-9									l i z ʊ̀	
4384-9									i l ʊ̀	
116-9									i k a	
181-9									e ŋ g ʊ̀	
1083-9									e e l a	
1374-9									i a ɲ e	
1430-9									i b s a	
1666-9									b ʊ a a	
1767-9									k o l ʊ̀	
1906-9									i g i l a	
2177-9									e g a r a	
2419-9									s á k a	
2750-9									e z i	
3018-9									s i l ʊ̀	
3441-9									s á g ʊ̀	
3885-9									k á m e	
3981-9									i b g a	
4260-9									w a	
4350-9									l á l ʊ̀	
278-9									w a	
745-9									g ʊ̀ n ʊ̀	
55-9									s a s a	
94-9									s o n a	
4139-9									m e n a	
200-9									b i	
528-9									b i l i	
871-9									g o n a	
2689-10										a ʊ a a
893-10										ʊ a ʊ ɛ χ ɛ
1285-10										ɔ ʊ ɔ a
2197-10										ɔ k ʊ a a
2828-10										s ʊ ʊ a
1095-10										l ʊ l a
1755-10										a ɔ ɔ
3207-10										l ʊ l a
3519-10										l ʊ a a
448-10										a ʊ χ a ɛ
630-10										l ʊ ʊ l ɛ
1216-10										b ɛ b ɛ b ɛ
1418-10										l i l a l a
2775-10										l ʊ l ʊ χ a
3397-10										l i l ɔ
4373-10										l i l ɛ
4384-10										i l a
84-10										b á k ɛ ɛ ɛ
1083-10										a ɔ l ɔ
1122-10										b ɛ a ɛ
2286-10										l i
2317-10										l ʊ l a
3018-10										l ʊ l ʊ̀
3275-10										b ʊ i a a
3464-10										a ʊ m a
3639-10										pʰ o ɔ a ɛ a
3885-10										l ʊ m ʊ̀
3981-10										i a d a
94-10										qʰ ʊ χ a
4139-10										ɔ ʊ n a
43-10										l i a a
374-10										t i i i a l i
459-10										l ɛ m a
508-10										l i l u
871-10										χ ɔ a a
