COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
2086-1	tʰ u ³³							
2153-1	s ɨ ¹¹							
2180-1	l ɔ ¹¹							
2205-1	kʰ w u ³³							
2328-1	l e ³³							
2349-1	j o ¹¹							
2372-1	m ə ¹¹							
2388-1	m i ³³							
2413-1	d i ³³							
2637-1	p l ɔ ¹¹							
2649-1	c u ³³							
2693-1	p ɔ ³³							
2755-1	s ɛ ⁵⁵							
2858-1	m i ³³							
2953-1	cʰ e ³³							
2986-1	cʰ e ⁵⁵							
3034-1	kʰ e ⁵⁵							
3088-1	p l a ³³							
3113-1	p l i ³³							
3154-1	r o ¹¹							
3179-1	cʰ ɛ e							
3246-1	d e ³³							
3259-1	c i ¹¹							
3282-1	tʰ ɔ ¹¹							
3295-1	cʰ e ¹¹							
3338-1	l ɔ ¹¹							
3351-1	p l ə ¹¹							
3375-1	m o ¹¹							
3410-1	j ɛ ⁵⁵							
3423-1	m a ¹¹							
3445-1	cʰ ə ³³							
3485-1	p i ¹¹							
3500-1	p l ɔ ¹¹							
3545-1	t o ¹¹							
3557-1	s ɔ ³³							
3581-1	c ɔ ³³							
3594-1	kʰ i ³³							
3618-1	s o ¹¹							
3654-1	p l i ¹¹							
3667-1	t a ⁵⁵							
3680-1	kʰ l i ⁵⁵							
3763-1	p r ɛ ⁵⁵							
3850-1	p l e ¹¹							
3878-1	tʰ ə ³³							
3903-1	tʰ a ³³							
3938-1	c o ¹¹							
3963-1	l a ¹¹							
3977-1	m e ³³							
1464-1	l w p							
10-1	l ɔ ⁵⁵							
59-1	tʰ ɛ ¹¹							
91-1	h e ¹¹							
288-1	s w i ¹¹							
316-1	m i ¹¹							
336-1	kʰ l ə ³³							
371-1	cʰ o t ⁵⁵							
383-1	s ə ¹¹							
408-1	pʰ i ³³							
469-1	p r a ¹¹							
567-1	s u e							
592-1	h ɛ ¹¹							
646-1	s ə ¹¹							
666-1	b e ¹¹							
696-1	p r e ¹¹							
634-1	pʰ l ɔ ¹¹							
725-1	kʰ w i ⁵⁵							
750-1	kʰ u ⁵⁵							
823-1	kʰ l ə ¹¹							
835-1	ʔ u ¹¹							
894-1	n ə ¹¹							
930-1	j ɛ ³³							
942-1	kʰ ə ³³							
969-1	ʔ w i							
1160-1	ʔ e ¹¹							
1314-1	k o ⁵⁵							
1363-1	t ɛ ³³							
1385-1	r o ⁵⁵							
1530-1	b w a ³³							
1539-1	ʔ a ³³							
1565-1	l ə ¹¹							
1599-1	l e ¹¹							
1612-1	l u ¹¹							
1632-1	t u ¹¹							
1643-1	k l ɔ ¹¹							
1676-1	k l ɨ ⁵⁵							
1700-1	tʰ o ¹¹							
1829-1	cʰ e ¹¹							
1878-1	l i ¹¹							
1907-1	s e ³³							
2025-1	t ɨ ¹¹							
2072-1	s ɨ ³³							
2111-1	p o ¹¹							
2193-1	pʰ e ³³							
2219-1	kʰ ɛ ⁵⁵							
2230-1	ʔ e ³³							
2255-1	w a ¹¹							
2279-1	w ə ¹¹							
2320-1	j ɔ ³³							
2341-1	m o ¹¹							
2401-1	ʔ i ¹¹							
2442-1	s ɛ ³³							
2468-1	n i ¹¹							
2480-1	p r e ¹¹							
2531-1	p u ¹¹							
2559-1	k i ¹¹							
2590-1	p ɔ ¹¹							
2604-1	tʰ i ¹¹							
2662-1	tʰ ɨ ¹¹							
2673-1	s u ¹¹							
2825-1	b ɔ ⁵⁵							
2846-1	tʰ w ¹¹ ³³							
2881-1	r w i							
2893-1	s ɔ ³³							
2910-1	s e ¹¹							
2922-1	cʰ ɨ ³³							
3047-1	pʰ o ¹¹							
3059-1	p l a ³³							
3167-1	m ɛ ³³							
21-2		t ə ¹¹						
33-2		t au ¹¹						
46-2		p l a ¹¹						
126-2		θ a a ⁵³						
114-2		b a ¹¹						
149-2		b l a ¹¹						
171-2		tʰ a ŋ						
191-2		w a ʔ						
203-2		n i ⁵³						
224-2		l a ʔ ²¹						
275-2		kʰ a ¹¹						
302-2		ʔ u ⁵³						
315-2		tʰ ɔ ʔ ⁴⁵						
394-2		n ɔ ʔ ²¹						
431-2		pʰ a ʔ ⁴⁵						
444-2		b a ʔ ²¹						
445-2		n a ¹¹						
514-2		θ i ʔ ⁴⁵						
555-2		kʰ w i ¹¹						
579-2		ɕ a ⁵³						
603-2		kʰ a ¹¹						
737-2		l u ¹¹						
763-2		cʰ w ɛ ¹¹						
870-2		kʰ i ʔ ⁴⁵						
918-2		ʔ ə ⁵³						
979-2		l a ³³						
1013-2		m a ¹¹						
1040-2		tʰ w i ¹¹						
1027-2		m a ³³						
1053-2		l w i ¹¹						
1065-2		m a ¹¹						
1091-2		m w ³³						
1116-2		ʔ e ¹¹						
1129-2		n a ¹¹						
1173-2		d ai ¹¹						
1207-2		cʰ a ⁵³						
1255-2		p i ʔ ⁴⁵						
1277-2		t ɛ ʔ ²¹						
1290-2		b w ¹¹						
1301-2		ɕ w ŋ						
1337-2		m ɨ ¹¹						
1323-2		m u ¹¹						
1350-2		m i ¹¹						
1372-2		j ɛ ŋ ²¹						
1498-2		d ai ¹¹						
1664-2		l e ʔ ²¹						
1652-2		ʔ au ¹¹						
1687-2		θ a ʔ ⁴⁵						
1708-2		θ ɔ ¹¹						
1732-2		t ɔ ¹¹						
1742-2		n ɔ ¹¹						
1755-2		pʰ r ɨ ⁵³						
1767-2		θ ai i						
1786-2		j a a						
1803-2		w a ³³						
1815-2		cʰ a ⁵³						
1840-2		p r i ʔ ²¹						
1853-2		tʰ a ʔ ⁴⁵						
1866-2		θ a ʔ ⁴⁵						
1894-2		l a ¹¹						
1934-2		c i ¹¹						
1947-2		kʰ a ¹¹						
1993-2		pʰ w i ⁵³						
2059-2		ʔ ɔ ¹¹						
2098-2		j i ʔ ʔ						
2086-2		tʰ au ⁵³						
2153-2		θ ɨ ¹¹						
2180-2		l ɔ ¹¹						
2205-2		kʰ w au ⁵³						
2328-2		l a ⁵³						
2349-2		j u ¹¹						
2372-2		m ai ¹¹						
2388-2		m i ŋ						
2413-2		d ai ⁵³						
2637-2		b l au ¹¹						
2649-2		c u ⁵³						
2693-2		p ə ³³						
2755-2		θ ɔ ʔ ⁴⁵						
2858-2		m i ⁵³						
2953-2		c a ⁵³						
2986-2		cʰ a ʔ ⁴⁵						
3034-2		kʰ a ʔ ⁴⁵						
3088-2		p l ɛ ʔ ²¹						
3113-2		b l ai ⁵³						
3154-2		r u ¹¹						
3179-2		ɕ a a						
3246-2		d a ⁵³						
3259-2		c i ¹¹						
3282-2		tʰ ə ¹¹						
3295-2		cʰ a ¹¹						
3338-2		l ɔ ¹¹						
3351-2		p l ai ³³						
3375-2		m əɨ ¹¹						
3410-2		j ɔ ʔ ⁴⁵						
3423-2		m e ¹¹						
3445-2		ɕ ai ⁵³						
3485-2		p i ¹¹						
3500-2		b l ɔ ¹¹						
3545-2		t u ¹¹						
3557-2		θ ə ŋ						
3581-2		c ə ⁵³						
3594-2		kʰ ai ⁵³						
3618-2		θ u ¹¹						
3654-2		p l ai ³³						
3667-2		t ɛ ʔ ²¹						
3680-2		kʰ l i ʔ ⁴⁵						
3763-2		b r ɔ ʔ ⁴⁵						
3850-2		p l a ¹¹						
3878-2		tʰ ai ⁵³						
3903-2		tʰ i ⁵³						
3938-2		c au ¹¹						
3963-2		l ɛ ¹¹						
3977-2		m a ⁵³						
1464-2		l w i ²¹						
10-2		l ɔ ʔ ²¹						
59-2		tʰ a ¹¹						
91-2		h a ¹¹						
288-2		θ w i ¹¹						
316-2		m i ³³						
371-2		cʰ au w i						
408-2		pʰ e ⁵³						
469-2		p r ai ³³						
567-2		θ w a						
592-2		h a ʔ ⁴⁵						
646-2		θ i ¹¹						
666-2		b a ¹¹						
696-2		p r a ³³						
634-2		pʰ l ɔ ¹¹						
725-2		kʰ w i ʔ						
750-2		kʰ u ʔ ⁴⁵						
906-2		θ i ⁵³						
930-2		j ɔ ʔ ²¹						
942-2		kʰ ai ⁵³						
969-2		ʔ w i ¹¹						
1104-2		l au ⁵³						
1160-2		ʔ a ¹¹						
1314-2		k ə ʔ ⁴⁵						
1363-2		t a ʔ ²¹						
1385-2		r ə ʔ ²¹						
1530-2		b w ɛ ⁵³						
1539-2		ʔ e ⁵³						
1554-2		l w ɛ						
1577-2		d w ɛ ¹¹						
1599-2		l a ³³						
1612-2		l u ³³						
1643-2		k l au ¹¹						
1676-2		k l ə ʔ ⁴⁵						
1700-2		tʰ ɨ ¹¹						
1829-2		cʰ a ¹¹						
1878-2		l ai ¹¹						
1907-2		θ a ʔ ⁴⁵						
2025-2		t ɨ ŋ						
2046-2		n a ¹¹						
2072-2		θ w ⁵³						
2111-2		b au ¹¹						
2193-2		pʰ a ⁵³						
2219-2		kʰ ɔ ʔ ⁴⁵						
2230-2		ʔ a ⁵³						
2255-2		w i ³³						
2320-2		ɟ ɔ ʔ ²¹						
2341-2		m au ¹¹						
2401-2		ʔ i ¹¹						
2442-2		θ a ⁵³						
2468-2		n ai ¹¹						
2480-2		p r a ¹¹						
2531-2		p au ¹¹						
2559-2		k i ¹¹						
2590-2		p ɔ ³³						
2604-2		tʰ e ¹¹						
2662-2		tʰ w ŋ						
2673-2		θ w ¹¹						
2825-2		b ɔ ʔ ⁴⁵						
2846-2		tʰ w ɛ ⁵³						
2881-2		r w i ¹¹						
2893-2		θ ə ⁵³						
2910-2		θ a ¹¹						
2922-2		cʰ ɨ ŋ						
2973-2		n w e ⁵³						
3047-2		pʰ əɨ ¹¹						
3059-2		b l e ⁵³						
3125-2		n w ŋ						
3167-2		m a ʔ ²¹						
21-3			t ə ¹¹					
33-3			t ə ¹¹					
46-3			p l a ¹¹					
126-3			s ɔ ⁵⁵					
114-3			b ɔ ¹¹					
149-3			p l a ¹¹					
171-3			tʰ ɔ ⁵⁵					
191-3			k ɔ ¹¹					
203-3			n i ⁵⁵					
224-3			l ɔ ³³					
275-3			kʰ a ¹¹					
302-3			ʔ u ⁵⁵					
315-3			tʰ o ³³					
394-3			n ³³ ³³					
431-3			p ɔ ³³					
444-3			p a ³³					
445-3			n a ¹¹					
514-3			s i ³³					
555-3			kʰ ɛ i ¹¹					
579-3			cʰ ɔ ⁵⁵					
603-3			kʰ a ¹¹					
737-3			l u ¹¹					
763-3			cʰ ɛ ɛ ¹¹					
870-3			kʰ i ³³					
918-3			ʔ ə ⁵⁵					
979-3			l ɔ ³³					
1013-3			m a ¹¹					
1040-3			tʰ ɛ i ¹¹					
1027-3			m a ³³					
1053-3			l ɛ i ¹¹					
1065-3			m ɔ ¹¹					
1091-3			m u ⁵⁵					
1116-3			ʔ i ¹¹					
1129-3			n a ¹¹					
1173-3			d i ¹¹					
1207-3			cʰ ɔ ⁵⁵					
1255-3			p i ³³					
1277-3			t e ³³					
1290-3			b u ¹¹					
1301-3			cʰ u ¹¹					
1337-3			m ə ¹¹					
1323-3			m u ¹¹					
1350-3			m i ¹¹					
1372-3			j ɛ ¹¹					
1498-3			d i ¹¹					
1664-3			l e ³³					
1652-3			ʔ o ¹¹					
1687-3			s ɔ ³³					
1708-3			s o ¹¹					
1732-3			t ə ¹¹					
1742-3			n ə ³³					
1755-3			pʰ r ɨ ⁵⁵					
1767-3			s i					
1786-3			j a ³³					
1803-3			ʉ a ³³					
1815-3			cʰ a ⁵⁵					
1840-3			p r e ³³					
1853-3			tʰ ɔ ³³					
1866-3			s ɔ ³³					
1894-3			l a ¹¹					
1934-3			c i ¹¹					
1947-3			kʰ ɔ ¹¹					
1993-3			pʰ ɛ i ⁵⁵					
2059-3			ʔ o ¹¹					
2098-3			j j a ³³					
2086-3			tʰ u ⁵⁵					
2153-3			s ə ¹¹					
2180-3			l ə ¹¹					
2205-3			kʰ ɛ u ⁵⁵					
2328-3			l a ⁵⁵					
2349-3			j u ¹¹					
2372-3			m i ¹¹					
2388-3			m i ¹¹					
2413-3			d i ⁵⁵					
2637-3			p l u ¹¹					
2649-3			c u ⁵⁵					
2693-3			p ə ⁵⁵					
2755-3			s o ³³					
2858-3			m i ⁵⁵					
2953-3			cʰ a ⁵⁵					
2986-3			cʰ ɔ ³³					
3034-3			kʰ a ³³					
3088-3			p l e ³³					
3113-3			p l i ⁵⁵					
3154-3			r u ¹¹					
3179-3			cʰ ɔ ¹¹					
3246-3			d a ⁵⁵					
3259-3			c i ¹¹					
3282-3			tʰ ə ¹¹					
3295-3			cʰ a ¹¹					
3338-3			l ə ¹¹					
3351-3			p l i ³³					
3375-3			m ə ¹¹					
3410-3			j o ³³					
3423-3			m e ¹¹					
3445-3			cʰ i ⁵⁵					
3485-3			p i ¹¹					
3500-3			p l ə ¹¹					
3545-3			t u ¹¹					
3557-3			s ə ⁵⁵					
3581-3			c ə ⁵⁵					
3594-3			kʰ i ⁵⁵					
3618-3			s u ¹¹					
3654-3			p l i ³³					
3667-3			t e ³³					
3680-3			kʰ l i ³³					
3763-3			p r o ³³					
3850-3			p l a ¹¹					
3878-3			tʰ i ⁵⁵					
3903-3			tʰ i ⁵⁵					
3938-3			c o ¹¹					
3963-3			l ɛ ¹¹					
3977-3			m a ⁵⁵					
1464-3			l i i					
10-3			l ³³ ³³					
316-3			m i ³³					
336-3			kʰ l i ⁵⁵					
371-3			kʰ ə i					
383-3			s i ¹¹					
408-3			pʰ i ⁵⁵					
469-3			p r e ³³					
567-3			s u a					
592-3			h ɔ ¹¹					
646-3			s i ¹¹					
666-3			b a ¹¹					
696-3			p r a ³³					
634-3			pʰ l ə ¹¹					
725-3			kʰ i i ³³					
750-3			kʰ u ¹¹					
823-3			kʰ l i ¹¹					
835-3			ʔ u ¹¹					
894-3			n i ³³					
906-3			s i ⁵⁵					
942-3			kʰ i ⁵⁵					
969-3			³³ ʉ i ¹¹					
1104-3			l u ⁵⁵					
1160-3			ʔ ɔ ¹¹					
1314-3			k u ³³					
1363-3			t ɔ ³³					
1385-3			r u ³³					
1530-3			b ɛ e ⁵⁵					
1539-3			ʔ e ⁵⁵					
1554-3			l ɛ ³³					
1577-3			d ɛ ɛ ¹¹					
1565-3			l i ³³					
1599-3			l a ³³					
1612-3			l u ³³					
1632-3			t u ¹¹					
1643-3			k l u ¹¹					
1676-3			k l ə ³³					
1700-3			tʰ ə ¹¹					
1829-3			x ɔ ¹¹					
1878-3			l i ¹¹					
1907-3			s a ³³					
2025-3			t ɨ ³³					
2046-3			n a ¹¹					
2111-3			p ə ¹¹					
2193-3			pʰ a ⁵⁵					
2219-3			kʰ o ³³					
2255-3			ʉ i ³³					
2279-3			ʉ i ³³					
2320-3			j ³³ ³³					
2341-3			m ə ¹¹					
2401-3			ʔ i ¹¹					
2442-3			s ɔ ⁵⁵					
2468-3			n i ¹¹					
2480-3			p r a ¹¹					
2531-3			p u ¹¹					
2559-3			k i ¹¹					
2590-3			p o ³³					
2604-3			tʰ i ¹¹					
2662-3			tʰ u ¹¹					
2673-3			s u ¹¹					
2825-3			b ³³ ³³					
2846-3			tʰ ɛ e ⁵⁵					
2881-3			r ɛ i					
2893-3			s ə ⁵⁵					
2910-3			s a ¹¹					
2922-3			cʰ ɨ ⁵⁵					
2973-3			n ʉ e ⁵⁵					
3047-3			pʰ ə ¹¹					
3059-3			p l e ⁵⁵					
3125-3			n u ⁵⁵					
3167-3			m ɔ ³³					
21-4				tʰ a ŋ ⁵³				
33-4				tʰ ɨ ⁵⁵				
46-4				pʰ l a ⁵³				
126-4				s a a ɦ				
114-4				b a ŋ ⁵⁵				
149-4				p l a ⁵⁵ ³¹				
171-4				tʰ a m ɦ				
191-4				pʰ a w ²¹				
203-4				n e ɦ ³¹				
224-4				l a ʔ ⁴⁵				
275-4				kʰ a ⁵⁵				
302-4				ʔ u ɦ				
315-4				tʰ ɔ ʔ ²¹				
394-4				n o ʔ ⁴⁵				
431-4				pʰ a ʔ ²¹				
444-4				p a ʔ ²¹				
445-4				n a ⁵³				
514-4				s i ʔ ²¹				
555-4				kʰ w i ⁵⁵				
579-4				ɕ a a ɦ				
603-4				kʰ a ⁵⁵				
737-4				l u ⁵⁵				
763-4				ɕ w ɛ ⁵⁵				
870-4				kʰ i ʔ ²¹				
918-4				ʔ ɨ ŋ ɦ				
979-4				l a ŋ ³³				
1013-4				m a ⁵³				
1040-4				tʰ w i ⁵⁵				
1027-4				m a ³³				
1053-4				l ɨ i ⁵³				
1065-4				m a ŋ ⁵³				
1091-4				m ɨ ŋ ɦ				
1116-4				ʔ e ⁵⁵				
1129-4				n a ⁵³				
1173-4				d i ⁵⁵				
1207-4				ɕ a ŋ ɦ				
1255-4				pʰ i ʔ ²¹				
1277-4				tʰ ɛ ʔ ⁴⁵				
1290-4				b w ŋ ŋ				
1301-4				cʰ ə ŋ ɦ				
1337-4				m ɨ ⁵⁵				
1323-4				m u ⁵³				
1350-4				m e ⁵⁵				
1372-4				ŋ w ŋ ⁴⁵				
1498-4				d e ⁵⁵				
1664-4				l e ʔ ⁴⁵				
1652-4				ʔ au ⁵⁵				
1687-4				s a ʔ ²¹				
1708-4				s au ⁵⁵				
1732-4				tʰ o ŋ ⁵³				
1742-4				n o ŋ ³³				
1755-4				pʰ r ə n ɦ				
1767-4				s i e ³¹				
1786-4				j a ³³ ³³				
1803-4				w a ³³				
1815-4				ɕ a ɦ ³¹				
1840-4				pʰ r i ʔ ⁴⁵				
1853-4				tʰ a ʔ ²¹				
1866-4				s a ʔ ²¹				
1894-4				l a ⁵⁵				
1934-4				c e ⁵⁵				
1947-4				kʰ a ŋ ⁵⁵				
1993-4				pʰ w i ɦ ³¹				
2059-4				ʔ ɔ ŋ ⁵⁵				
2098-4				ŋ j a ʔ				
2086-4				tʰ o ɦ ³¹				
2153-4				s ɨ ⁵⁵				
2180-4				l o ŋ ⁵⁵				
2205-4				kʰ w o ɦ ³¹				
2328-4				l a ɦ ³¹				
2349-4				j u ⁵³				
2372-4				m i ⁵⁵				
2388-4				m i n ³³				
2413-4				d e ɦ ³¹				
2637-4				p l o m ⁵⁵				
2649-4				c u ɦ				
2693-4				pʰ ə̤ ŋ ³³				
2755-4				s ɔ ʔ ²¹				
2858-4				m i n ɦ ³¹				
2953-4				ɕ a ɦ ³¹				
2986-4				ɕ a ʔ ²¹				
3034-4				kʰ a ʔ ²¹				
3088-4				pʰ l ɛ ʔ ⁴⁵				
3113-4				p l e ɦ ³¹				
3154-4				r u ⁵³				
3179-4				ɕ a a ɦ				
3246-4				d a ɦ ³¹				
3259-4				c i m ⁵³				
3282-4				tʰ ə̤ ŋ ⁵⁵				
3295-4				ɕ a ⁵⁵				
3338-4				l o ŋ ⁵³				
3351-4				pʰ l i ³³				
3375-4				m u ⁵³				
3410-4				j ɔ ʔ ²¹				
3423-4				m e ⁵³				
3445-4				ɕ i ɦ ³¹				
3485-4				pʰ i ⁵³				
3500-4				p l o ŋ ⁵⁵				
3545-4				tʰ u ⁵³				
3557-4				s ə̤ m ɦ				
3581-4				c ə̤ ŋ ɦ				
3594-4				kʰ e ɦ ³¹				
3618-4				s u ⁵⁵				
3654-4				pʰ l e ³³				
3667-4				tʰ ɛ ʔ ⁴⁵				
3680-4				kʰ l i ʔ ²¹				
3763-4				p r ɔ ʔ ²¹				
3850-4				pʰ l a ⁵³				
3878-4				tʰ i ɦ ³¹				
3903-4				tʰ ɛ ŋ ɦ				
3938-4				c au ⁵⁵				
3963-4				l ɛ ⁵³				
3977-4				m a ɦ ³¹				
1464-4				l u i ⁴⁵				
10-4				l o ʔ ⁴⁵				
59-4				tʰ a ŋ ⁵⁵				
91-4				pʰ a ⁵⁵				
288-4				s w i ⁵⁵				
316-4				m i ³³				
336-4				kʰ l i ɦ ³¹				
371-4				kʰ ə i i				
383-4				s i ⁵⁵				
408-4				pʰ e ɦ ³¹				
469-4				pʰ r e ³³				
567-4				s w a ⁵⁵				
592-4				c a ʔ ²¹				
646-4				s i ⁵⁵				
666-4				b a ⁵⁵				
696-4				pʰ r a ³³				
634-4				pʰ l o ŋ ⁵⁵				
725-4				kʰ w i ʔ				
750-4				kʰ u ʔ ²¹				
823-4				kʰ l i ⁵⁵				
835-4				ʔ o ⁵⁵				
894-4				n i ³³				
906-4				s i ɦ ³¹				
930-4				j ɔ ʔ ⁴⁵				
942-4				kʰ i ɦ ³¹				
969-4				ʔ w i ⁵⁵				
1104-4				l o ɦ ³¹				
1160-4				ʔ a m ⁵⁵				
1314-4				k ə̤ ʔ ²¹				
1363-4				tʰ a ʔ ⁴⁵				
1385-4				r ə̤ ʔ ⁴⁵				
1530-4				b w ɛ ɦ ³¹				
1539-4				ʔ e ŋ ɦ				
1554-4				l w ɛ ³³				
1577-4				d w ɛ ⁵⁵				
1565-4				l i ³³				
1599-4				l a ³³				
1612-4				l u ³³				
1632-4				tʰ o ⁵³				
1643-4				k l o ŋ ⁵⁵				
1676-4				k l ɨ ʔ ²¹				
1700-4				tʰ ɨ ⁵⁵				
1829-4				ɕ a ⁵³ ⁵³				
1878-4				l i ⁵³				
1907-4				s a ʔ ²¹				
2025-4				tʰ ə m ³³				
2046-4				n a ⁵⁵				
2072-4				s ɨ ŋ				
2111-4				p ɨ ⁵⁵				
2193-4				pʰ a ɦ ³¹				
2219-4				kʰ ɔ ʔ ²¹				
2230-4				ʔ a ɦ ³¹				
2255-4				w ɛ ³³				
2279-4				w i ³³				
2320-4				j o ʔ ⁴⁵				
2341-4				m ɨ ⁵³				
2401-4				ʔ ɛ ɛ ⁵⁵				
2442-4				s a ŋ ɦ				
2468-4				n i ⁵³				
2480-4				pʰ r a ⁵³				
2531-4				pʰ o ⁵³				
2559-4				k i ⁵⁵				
2590-4				pʰ ɔ ŋ ³³				
2604-4				tʰ e ⁵⁵				
2662-4				tʰ ə ŋ ɦ				
2673-4				s ə ŋ ɦ				
2825-4				b o ʔ ²¹				
2846-4				tʰ w ɛ ɦ ³¹				
2881-4				r w i ⁵³				
2893-4				s ə̤ ŋ ɦ				
2910-4				s a ⁵⁵				
2922-4				cʰ ə m ɦ				
2973-4				n w e ɦ				
3047-4				pʰ ɨ ⁵⁵				
3059-4				p l e ŋ ɦ				
3125-4				n ɨ ŋ ɦ				
3167-4				m a ʔ ⁴⁵				
21-5					tʰ ɑ̃ ³³ ¹¹			
33-5					tʰ əɨ ³³			
46-5					pʰ l a ¹¹			
126-5					s a ³⁵			
114-5					b ɛ̃ ³³			
149-5					b l a ³⁵			
171-5					tʰ a ³⁵			
191-5					pʰ a ʔ ²¹			
203-5					n ãi ³⁵			
224-5					l a ʔ ²¹			
275-5					kʰ a ³³			
302-5					ʔ u ³⁵			
315-5					tʰ o ʔ ²¹			
394-5					n au ʔ ²¹			
431-5					pʰ a ʔ ²¹			
444-5					pʰ a ʔ ²¹			
445-5					n a ¹¹			
514-5					s ãi ʔ ²¹			
555-5					kʰ w ei ³³			
579-5					cʰ ɛ̃ ³⁵			
603-5					kʰ a ³³			
737-5					l ou ³³			
763-5					cʰ ɛ ³³ ³³			
870-5					kʰ ei ʔ ²¹			
918-5					ʔ ɑ̃ ³⁵			
979-5					l ɛ̃ ⁵⁵			
1013-5					m a ¹¹			
1040-5					tʰ w ei ³³			
1027-5					m a ⁵⁵			
1053-5					l w ei ¹¹			
1065-5					m ɛ̃ ³³ ¹¹			
1091-5					m w ⁵⁵			
1116-5					ʔ ãi ³³			
1129-5					n a ¹¹			
1173-5					d ei ³³			
1207-5					cʰ ɛ̃ ³⁵			
1255-5					pʰ ei ʔ ²¹			
1277-5					tʰ e ʔ ²¹			
1290-5					b w ³³			
1301-5					cʰ ɑ̃ ³³			
1337-5					m ɑ̃ ³³			
1323-5					m u ¹¹			
1350-5					m ãi ³³			
1372-5					j ɛ ʔ ²¹			
1498-5					d ãi ³³			
1664-5					l ai ʔ ²¹			
1652-5					ʔ ɔ ³³			
1687-5					s a ʔ ²¹			
1708-5					s ɔ ³³			
1732-5					tʰ au ³³ ¹¹			
1742-5					n au ⁵⁵			
1755-5					pʰ w ɑ̃ ³⁵			
1767-5					s ãi ʔ			
1786-5					j a ⁵⁵			
1803-5					w a ⁵⁵			
1815-5					cʰ a ³⁵			
1840-5					pʰ w ai ʔ ²¹			
1853-5					tʰ a ʔ ²¹			
1866-5					s a ʔ ²¹			
1894-5					l a ³³			
1934-5					ãi ³³			
1947-5					kʰ ɛ̃ ³³			
1993-5					pʰ w ei ³⁵			
2059-5					ʔ ɔ ³³			
2098-5					j ai ʔ ʔ			
2086-5					tʰ u ³⁵			
2153-5					s ɑ̃ ³³			
2180-5					l au ³³			
2205-5					kʰ w u ³⁵			
2328-5					l a ³⁵			
2349-5					j ou ¹¹			
2372-5					m ei ³³			
2388-5					m ei ɦ			
2413-5					d ãi ⁵⁵			
2637-5					b l u ɦ			
2649-5					u ³⁵			
2693-5					pʰ ɑ̃ ⁵⁵			
2755-5					s o ʔ ²¹			
2858-5					m ei ³⁵			
2953-5					cʰ a ³⁵			
2986-5					cʰ a ʔ ²¹			
3034-5					kʰ a ʔ ²¹			
3088-5					pʰ l e ʔ ²¹			
3113-5					b l ãi ³⁵			
3154-5					w ou ¹¹			
3179-5					cʰ ɛ̃ ³³			
3246-5					d a ³⁵			
3259-5					ei ɦ ¹¹			
3282-5					tʰ ɑ̃ ³³			
3295-5					cʰ a ³³			
3338-5					l au ³³ ¹¹			
3351-5					pʰ l ei ⁵⁵			
3375-5					m ɑ̃ ¹¹			
3410-5					j o ʔ ²¹			
3423-5					m ãi ¹¹			
3445-5					cʰ ei ³⁵			
3485-5					pʰ ãi ¹¹			
3500-5					b l au ³³			
3545-5					tʰ ou ¹¹			
3557-5					s ɑ̃ ³⁵			
3581-5					ɑ̃ ³⁵			
3594-5					kʰ ãi ³⁵			
3618-5					s ou ³³			
3654-5					pʰ l ãi ⁵⁵			
