COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
220-1	ʈʂʰ ʅ ⁵¹																		
225-1	tɕʰ j a n ³⁵																		
230-1	tɕ j a n																		
234-1	pʰ i ³⁵																		
238-1	l i ⁵¹																		
242-1	ʈʂ u ⁵¹																		
253-1	tɕʰ i ŋ ³⁵																		
256-1	ʂ u ³⁵																		
261-1	x w a ⁵⁵																		
262-1	p ai ³⁵																		
263-1	ʈʂʰ ʅ ³⁵																		
264-1	tɕ j a ŋ																		
271-1	ʂ ʅ ³⁵																		
272-1	tɕʰ j a n ⁵⁵																		
274-1	u ²¹⁴																		
275-1	p a n ⁵¹																		
279-1	n a n ³⁵																		
287-1	l a n ³⁵																		
291-1	x ou ³⁵																		
295-1	tɕʰ y ⁵⁵																		
300-1	j ou ²¹⁴																		
303-1	tɕʰ y ²¹⁴																		
306-1	kʰ ou ²¹⁴																		
307-1	k u ²¹⁴																		
308-1	tɕ y ⁵¹																		
312-1	tɕ j au ⁵¹																		
313-1	kʰ ɤ ²¹⁴																		
314-1	tʰ ai ³⁵																		
323-1	m i ŋ ³⁵																		
325-1	tʰ u ²¹⁴																		
330-1	f ou ²¹⁴																		
334-1	ɕ i e																		
335-1	ʈʂʰ u ³⁵																		
338-1	k au ²¹⁴																		
339-1	ʈʂ u ⁵⁵																		
341-1	x u ⁵⁵																		
342-1	m i ŋ ⁵¹																		
343-1	x w o																		
344-1	j au ²¹⁴																		
349-1	kʰ u ²¹⁴																		
353-1	ʈʂʰ u a ŋ ⁵⁵																		
360-1	x ou ³⁵																		
375-1	ʈʂ w ei																		
388-1	ʂ ʅ ⁵¹																		
389-1	x w ei																		
392-1	kʰ w ə n ⁵¹																		
394-1	tɕ j a n ⁵¹																		
401-1	tʰ u ²¹⁴																		
402-1	ʈʂ ai ⁵¹																		
403-1	t i ³⁵																		
409-1	ʈʂ w o																		
418-1	m ei ³⁵																		
441-1	tʰ j a n ³⁵																		
443-1	m u ⁵¹																		
459-1	w ei ⁵¹																		
460-1	t w o																		
461-1	j a ⁵¹																		
464-1	t a ⁵¹																		
465-1	tʰ j a n ³⁵																		
466-1	tʰ ai ³⁵																		
467-1	f u ⁵⁵																		
469-1	ʂ ʅ ⁵¹																		
480-1	l u ³⁵																		
482-1	n i n																		
484-1	x ou ²¹⁴																		
491-1	m ei ⁵¹																		
492-1	tɕʰ i ⁵⁵																		
495-1	tɕ j e																		
496-1	k u ⁵⁵																		
507-1	n j a n ³⁵																		
509-1	tɕʰ y ⁵¹																		
510-1	pʰ o ³⁵																		
513-1	ɕ i ⁵¹																		
518-1	ʂ au ²¹⁴																		
525-1	ʈʂ ʅ ²¹⁴																		
527-1	y ŋ ⁵¹																		
533-1	x j e																		
548-1	kʰ ɤ ⁵⁵																		
554-1	x ai e																		
558-1	y u ŋ																		
564-1	f u ²¹⁴																		
580-1	ʂ ɤ ³⁵																		
587-1	ɕ j au ²¹⁴																		
588-1	ʂ au ²¹⁴																		
589-1	tɕ j a n																		
594-1	ʈʂʰ ʅ ³⁵																		
602-1	u ²¹⁴																		
604-1	ʂ ʅ ²¹⁴																		
611-1	ʂ a n ⁵⁵																		
630-1	ʈʂ w o ²¹⁴																		
637-1	tɕ i ŋ ⁵⁵																		
638-1	ʂ ʅ ⁵¹																		
639-1	p u ⁵¹																		
644-1	ʈʂ ou ²¹⁴																		
648-1	ɕ ʅ ³⁵																		
652-1	m au ⁵¹																		
657-1	k a n ⁵⁵																		
658-1	pʰ i ŋ ³⁵																		
659-1	n j a n ³⁵																		
665-1	ʈʂʰ u a ŋ ³⁵																		
692-1	k u ŋ ⁵⁵																		
696-1	t i ³⁵																		
707-1	i ŋ ŋ																		
719-1	t ai ³⁵																		
727-1	ɕ i ŋ ⁵⁵																		
732-1	w a ŋ ⁵¹																		
733-1	m a ŋ ³⁵																		
735-1	kʰ w ai ⁵¹																		
740-1	pʰ a ³⁵																		
773-1	ɕ j a ŋ ⁵⁵																		
788-1	m a n ⁵¹																		
808-1	ʈʂʰ ə ŋ ³⁵																		
809-1	w a ²¹⁴																		
816-1	t ai ⁵¹																		
818-1	f a ŋ ³⁵																		
821-1	ʂ a n n																		
822-1	ʂ ou ²¹⁴																		
826-1	t a ³⁵																		
829-1	kʰ ou ²¹⁴																		
841-1	ʈʂ w a ⁵⁵																		
845-1	ʈʂ ʅ ³⁵																		
848-1	pʰ au ³⁵																		
858-1	pʰ i ³⁵																		
862-1	tʰ w o																		
869-1	tɕʰ ɥ a n ³⁵																		
874-1	ʈʂ ʅ ⁵⁵																		
876-1	tʰ j au ⁵¹																		
883-1	ʈʂ w o																		
894-1	t j au ⁵¹																		
903-1	tɕ j e																		
905-1	tʰ w ei ⁵¹																		
910-1	tʰ i ³⁵																		
911-1	ʈʂʰ a ³⁵																		
926-1	p a n ⁵¹																		
934-1	m u ⁵¹																		
968-1	ʂ ou ⁵⁵																		
970-1	tɕ j e																		
982-1	k a n ²¹⁴																		
986-1	kʰ j ²¹⁴																		
997-1	tɕ i ŋ ⁵⁵																		
998-1	f u ²¹⁴																		
1001-1	ɕ i ŋ ⁵⁵																		
1003-1	f a ŋ ⁵⁵																		
1005-1	pʰ a ŋ ³⁵																		
1008-1	ʈʂ u ³⁵																		
2-2		i ⁴¹																	
4-2		tɕʰ i ⁴¹																	
5-2		ts a n ⁵⁵																	
6-2		s a n ³³																	
7-2		s a n ³³																	
8-2		x a a																	
9-2		p u ²⁴																	
17-2		ʈʂ o ŋ ³³																	
31-2		tɕ j ɤu																	
32-2		j a ¹³																	
33-2		y ɤu ⁴¹																	
38-2		n ʅ																	
40-2		j o n ¹³																	
42-2		u ⁴¹																	
43-2		tɕ i n ³³																	
46-2		w a n ¹³																	
52-2		n j a n ³³																	
53-2		n ə n ¹³																	
56-2		tɕ i n ³³																	
59-2		t a ¹³																	
60-2		ts a n ⁵⁵																	
64-2		n i n ¹³																	
68-2		tɕ ieː ⁵⁵																	
85-2		w ei ⁵⁵																	
86-2		t i ³³																	
87-2		ts ɤu ⁵⁵																	
93-2		n i ⁴¹																	
98-2		n i ¹³																	
109-2		s i n ³³																	
115-2		t au ⁴¹																	
118-2		ts j e ²⁴																	
124-2		k j a																	
127-2		ts ɤu ⁵⁵																	
133-2		t ɤu ³³																	
144-2		s a ³³																	
161-2		ɕ j o ŋ ³³																	
166-2		k w a n ³³																	
170-2		j ¹³																	
171-2		t ɤu ⁵⁵																	
173-2		n ɤ ²⁴																	
174-2		n ei ⁵⁵																	
175-2		tɕʰ yeː ¹³																	
176-2		n j a n ³³																	
177-2		p a ²⁴																	
179-2		n j ɤu																	
181-2		p i n ³³																	
182-2		tɕʰ i ¹³																	
189-2		k w a n ³³																	
191-2		t o ŋ ³³																	
193-2		n o n ¹³																	
198-2		t ə n ⁵⁵																	
199-2		ɕ j o ŋ ³³																	
200-2		tɕʰ y ²⁴																	
202-2		t au ³³																	
205-2		f a n ³³																	
206-2		tɕʰ j e ²⁴																	
209-2		x a ²⁴																	
211-2		tsʰ o ³³																	
215-2		n i ¹³																	
216-2		k w a ²⁴																	
217-2		t au ⁴¹																	
219-2		s j a																	
220-2		tsʰ i ⁵⁵																	
225-2		tɕʰ ieː ⁵⁵																	
230-2		tɕ ieː ⁵⁵																	
234-2		pʰ i ²⁴																	
238-2		n i ²⁴																	
242-2		ts ɤu ⁵⁵																	
253-2		tɕ i n ¹³																	
256-2		s j ²⁴																	
261-2		x o ⁴¹																	
262-2		p ɤ ²⁴																	
263-2		s ʅ ¹³																	
264-2		tɕ j a n																	
271-2		s ʅ ²⁴																	
272-2		tɕʰ ieː ⁵⁵																	
274-2		u ⁴¹																	
275-2		p a n ⁵⁵																	
279-2		n a n ¹³																	
287-2		n a n ¹³																	
291-2		x ɤu ¹³																	
295-2		tɕʰ y ⁵⁵																	
300-2		j ɤu ⁴¹																	
303-2		tɕʰ y ⁴¹																	
306-2		kʰ u ⁴¹																	
307-2		k u ⁴¹																	
308-2		tɕ y ³³																	
312-2		tɕ j au ⁵⁵																	
313-2		kʰ o ⁴¹																	
314-2		t ai ¹³																	
323-2		m i n ¹³																	
325-2		t ɤu ⁴¹																	
330-2		f u ⁴¹																	
334-2		s i ²⁴																	
335-2		tsʰ ei ³³																	
338-2		k au ⁴¹																	
339-2		ts ɤu ³³																	
341-2		f u ³³																	
342-2		m i n ¹³																	
343-2		x o ¹³																	
344-2		j au n																	
349-2		kʰ u ²⁴																	
353-2		tsʰ a n ⁵⁵																	
360-2		x ɤu ¹³																	
375-2		ts ei ⁵⁵																	
388-2		s ɿ ⁵⁵																	
389-2		f ei ⁵⁵																	
392-2		kʰ o ə n																	
394-2		tɕ y n																	
401-2		t ɤu ⁴¹																	
402-2		ts ai ⁵⁵																	
403-2		t i ⁵⁵																	
409-2		ts o ⁵⁵																	
418-2		m ei ¹³																	
441-2		t ieː ¹³																	
443-2		m o ¹³																	
459-2		w a ⁵⁵																	
460-2		t o ³³																	
461-2		j a ¹³																	
464-2		t a ⁵⁵																	
465-2		tʰ ieː ⁵⁵																	
466-2		t ai ¹³																	
467-2		f u ³³																	
469-2		s ʅ ²⁴																	
480-2		n j ɤu																	
482-2		n a n																	
484-2		x ɤu ⁴¹																	
491-2		m ei ⁵⁵																	
492-2		tɕʰ i ³³																	
495-2		ts j e ²⁴																	
496-2		k u ³³																	
507-2		n j a n ³³																	
509-2		tɕʰ y ⁴¹																	
510-2		p o ¹³																	
513-2		s i ³³																	
518-2		s au ⁴¹																	
525-2		ʈʂ ʅ ³³																	
527-2		j n n																	
533-2		x ai ¹³																	
548-2		kʰ a ²⁴																	
554-2		x ai ¹³																	
558-2		j o ŋ ¹³																	
564-2		f u ⁴¹																	
580-2		s j ⁵⁵																	
587-2		s j au ⁴¹																	
588-2		s au ⁴¹																	
589-2		tɕ ieː ³³																	
594-2		tɕʰ ʅ ²⁴																	
602-2		u ²⁴																	
604-2		s ɿ ⁴¹																	
611-2		s a n ³³																	
630-2		ts o ⁴¹																	
637-2		tɕ i n ³³																	
638-2		s ʅ ⁵⁵																	
639-2		p u ⁴¹																	
644-2		ts ɤu ɤu																	
648-2		s i ²⁴																	
652-2		m au ¹³																	
657-2		k a n ³³																	
658-2		p i n ¹³																	
659-2		n j ¹³																	
665-2		tsʰ o n ³³																	
692-2		k o ŋ ³³																	
696-2		t i ⁵⁵																	
707-2		i n																	
719-2		t ɤu ²⁴																	
727-2		s i n ³³																	
732-2		w a n ¹³																	
733-2		m a n ¹³																	
735-2		kʰ w ai ⁵⁵																	
740-2		pʰ a ¹³																	
773-2		s j a n ³³																	
788-2		m a n ⁵⁵																	
808-2		ʈʂ ə n ¹³																	
809-2		ŋ a ⁴¹																	
816-2		t ai ⁴¹																	
818-2		x a n ¹³																	
821-2		s a n																	
822-2		s ɤu ⁴¹																	
826-2		t a ²⁴																	
829-2		kʰ au ⁴¹																	
841-2		ts a ³³																	
845-2		ts ɤ ²⁴																	
848-2		p au ⁴¹																	
858-2		p a ²⁴																	
862-2		tʰ o ³³																	
869-2		tɕ yeː ¹³																	
874-2		ʈʂ ʅ ³³																	
876-2		tʰ j au ⁵⁵																	
883-2		ts o ²⁴																	
894-2		t j au ⁵⁵																	
903-2		tɕ j e ²⁴																	
905-2		tʰ ei ⁵⁵																	
910-2		t i ¹³																	
911-2		ts a ²⁴																	
926-2		p a n ³³																	
934-2		m o ²⁴																	
968-2		s ɤu ɤu																	
970-2		k ai ⁴¹																	
982-2		k a n ⁴¹																	
986-2		kʰ j au																	
997-2		tɕ i n ³³																	
998-2		f u ⁴¹																	
1001-2		s i n ³³																	
1003-2		x a n ³³																	
1005-2		p a n ¹³																	
1008-2		ts ɤu ²⁴																	
2-3			i e																
4-3			kʰ i k																
5-3			ts a ŋ ³³																
6-3			s ɯ ŋ ³³																
7-3			s ɯ ŋ ³³																
8-3			h j a																
9-3			p e k																
17-3			ts a ŋ ³³																
31-3			k j u ⁵³																
32-3			j a ⁵⁵																
33-3			h j ⁵³																
38-3			h i e																
40-3			h e ŋ ⁵⁵																
42-3			ou ⁵³																
43-3			ts i ŋ ⁵³																
46-3			m a ŋ ⁵⁵																
52-3			l j e ŋ ⁵⁵																
53-3			l i ŋ ⁵⁵																
56-3			k i ŋ ³³																
59-3			tʰ a ²¹³																
60-3			ts a ŋ ³³																
64-3			l i m ⁵⁵																
68-3			k j e ŋ ³³																
85-3			w i ³⁵																
86-3			t i ³³																
87-3			ts u ³⁵																
93-3			l i ⁵³																
98-3			l ai ⁵⁵																
109-3			s i ŋ ³³																
115-3			t au ⁵³																
118-3			ts j e ²¹³																
124-3			k a e																
127-3			ts w ³⁵																
133-3			tʰ o ⁵⁵																
144-3			s o a																
161-3			h i ŋ ŋ ³³																
166-3			k w e ŋ ³³																
170-3			h w e																
171-3			tʰ o ⁵⁵																
173-3			l a k ⁴																
174-3			l w i																
175-3			kʰ j e ŋ ⁵⁵																
176-3			l j e ŋ ⁵⁵																
177-3			p a ʔ ²¹																
179-3			l j u ⁵⁵																
181-3			p e ŋ ³³																
182-3			kʰ i ⁵⁵																
189-3			k w e ŋ ³³																
191-3			t a ŋ ³³																
193-3			l i m ⁵⁵																
198-3			t i ŋ ³³																
199-3			h j ŋ ŋ ³³																
200-3			tsʰ u k																
202-3			t au ³³																
205-3			h e ŋ ³³																
206-3			tsʰ j e ʔ ²¹																
209-3			h w e ʔ																
211-3			tsʰ u ³³																
215-3			l i ³⁵																
216-3			k w e ʔ ²¹																
217-3			t au ³⁵																
219-3			s o ʔ ²¹																
220-3			tsʰ i ²¹³																
225-3			tsʰ j e ŋ ³³																
230-3			k j e ŋ ³³																
234-3			pʰ w i ²¹³																
238-3			l i k																
242-3			ts u ³⁵																
253-3			kʰ i ŋ ⁵⁵																
256-3			s o ʔ ²¹																
261-3			h w e ⁵³																
262-3			p e ʔ ²¹																
263-3			s i ⁵³																
264-3			k j e ŋ ³³																
271-3			s i k ²¹																
272-3			tsʰ j e ŋ ³³																
274-3			ou ⁵³																
275-3			p a ŋ ²¹³																
279-3			l a m ⁵⁵																
287-3			l a ŋ ⁵⁵																
291-3			h u ³⁵																
295-3			kʰ j u ⁵³																
300-3			j u ⁵⁵																
303-3			tsʰ j u																
306-3			kʰ au ⁵³																
307-3			k ou ⁵³																
308-3			k u ³⁵																
312-3			k j əu ³³																
313-3			kʰ w e ⁵³																
314-3			tʰ ai ⁵⁵																
323-3			m i ŋ ⁵⁵																
325-3			tʰ o ⁵⁵																
330-3			h u ⁵⁵																
334-3			s i e																
335-3			tsʰ w i ³³																
338-3			k au ⁵³																
339-3			ts au ⁵³																
341-3			h u ³³																
342-3			m i ŋ ⁵⁵																
343-3			h w ⁵⁵																
344-3			j o																
349-3			kʰ ou ⁵³																
353-3			tsʰ a ŋ ³³																
360-3			h u ⁵⁵																
375-3			ts w i ⁵³																
388-3			s i ³⁵																
389-3			h w e ⁵³																
392-3			kʰ w e ŋ																
394-3			k w e ŋ																
401-3			tʰ o ⁵⁵																
402-3			ts ai ²¹³																
403-3			t i ³⁵																
409-3			ts w ³³																
418-3			m o ⁵⁵																
441-3			tʰ j ə ŋ ⁵⁵																
443-3			m o ⁵⁵																
459-3			w w e																
460-3			t o ³³																
461-3			j a ⁵⁵																
464-3			t a ³⁵																
465-3			tʰ j əu ŋ																
466-3			tʰ ai ²¹³																
467-3			h u ¹¹																
469-3			s i k ²¹																
480-3			l e ⁵³																
482-3			l ai ⁵⁵																
484-3			h o ⁵³																
491-3			m w i																
492-3			tsʰ i ³³																
495-3			ts j e ⁵³																
496-3			k ou ³³																
507-3			l e ŋ ⁵⁵																
509-3			tsʰ j u																
510-3			pʰ w e																
513-3			s i ³⁵																
518-3			s o əu																
525-3			ts ɿ ⁵³																
527-3			h u ŋ ⁵⁵																
533-3			h ai ⁵⁵																
548-3			kʰ w k ²¹																
554-3			h ai ⁵⁵																
558-3			j a ŋ ⁵⁵																
564-3			h u ³⁵																
580-3			s j ³⁵																
587-3			s j u ³³																
588-3			s j əu ³³																
589-3			k j e ŋ ³³																
594-3			tsʰ a k ²¹																
602-3			ou ⁵³																
604-3			s i ⁵³																
611-3			s ɯ ŋ ³³																
630-3			ts a ⁵³																
637-3			k i ŋ ³³																
638-3			s i ³⁵																
639-3			p u ¹¹																
644-3			ts au ⁵³																
648-3			s i k ²¹																
652-3			m o ⁵⁵																
657-3			k a ŋ ³³																
658-3			pʰ e ŋ ⁵⁵																
659-3			l i ŋ ⁵⁵																
665-3			tsʰ a ŋ ⁵⁵																
692-3			k a ŋ ³³																
696-3			t i ³⁵																
707-3			i ŋ ŋ																
719-3			t i k ²¹																
727-3			s i ŋ ³³																
732-3			m a ŋ ⁵⁵																
733-3			m o ŋ ⁵⁵																
735-3			kʰ w e ⁵³																
740-3			pʰ a ⁵⁵																
773-3			s j a ŋ ³³																
788-3			m a ŋ ⁵⁵																
808-3			tsʰ eː ³³																
809-3			ŋ a																
816-3			t o ³⁵																
818-3			h a ŋ ⁵⁵																
821-3			s ɯ ŋ ³³																
822-3			s j u ³⁵																
826-3			t a ⁵³																
829-3			kʰ au ⁵³																
841-3			ts w e																
845-3			ts a ʔ ²¹																
848-3			p au ⁵³																
858-3			pʰ w e ⁴																
862-3			tʰ o ³³																
869-3			kʰ j e ŋ ³³																
874-3			ts i ⁵³																
876-3			tʰ j əu ³³																
883-3			ts a e																
894-3			t j əu ³⁵																
903-3			k j e ʔ ²¹																
905-3			tʰ w i ²¹³																
910-3			tʰ i ⁵⁵																
911-3			tsʰ a ʔ ²¹																
926-3			p a ŋ ³³																
934-3			m o ³³																
968-3			s j u ³³																
970-3			k ai ³³																
982-3			k a ŋ ⁵³																
986-3			kʰ j ⁵³																
997-3			k i ŋ ³³																
998-3			h u ³⁵																
1001-3			s i ŋ ³³																
1003-3			h a ŋ ³³																
1005-3			pʰ a ŋ ⁵⁵																
1008-3			ts a k																
2-4				i ³¹															
4-4				tsʰ ɿ ³¹															
5-4				ts a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a a ŋ															
8-4				x a ³¹															
9-4				p e ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu															
32-4				j a ³¹															
33-4				y u ⁵³															
38-4				n ⁵³															
40-4				w a n ³¹															
42-4				v u ⁵³															
43-4				ts ə n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ⁴⁴															
53-4				z ə n ³¹															
56-4				tɕ i n ⁴⁴															
59-4				tʰ a ³¹															
60-4				ts a ŋ ¹³															
64-4				n i n ³¹															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ⁴⁴															
87-4				ts u ¹³															
93-4				n i ⁵³															
98-4				n i ³¹															
109-4				ɕ i n ⁴⁴															
115-4				t au ⁵³															
118-4				ts j ⁴⁴															
124-4				tɕ j a ⁴⁴															
127-4				ts u ⁵³															
133-4				tʰ au ⁴⁴															
144-4				s a ³¹															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k w a ŋ ⁴⁴															
170-4				ə ⁵³															
171-4				tʰ u ³¹															
173-4				z ɿ ³¹															
174-4				n w ei															
175-4				tɕʰ ɥ a n ³¹															
176-4				n j a ŋ ⁴⁴															
177-4				p a ³¹															
179-4				n j əu															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ³¹															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
193-4				n ə n ³¹															
198-4				t ə n ¹³															
199-4				ɕ ɥ o ŋ ⁴⁴															
200-4				tsʰ ɿ ³¹															
202-4				t au ⁴⁴															
205-4				f ə n ⁴⁴															
206-4				tɕʰ ɿ ³¹															
209-4				x a ³¹															
211-4				tsʰ u ⁴⁴															
215-4				n i ¹³															
216-4				k w a ³¹															
217-4				t au ⁵³															
219-4				s w a															
220-4				tsʰ ɿ ¹³															
225-4				tɕʰ j a n															
230-4				tɕ j a n															
234-4				pʰ i ³¹															
238-4				n i ³¹															
242-4				ts u ¹³															
253-4				tɕʰ i n ³¹															
256-4				s u ³¹															
261-4				x w a															
262-4				p e ³¹															
263-4				tsʰ ɿ ³¹															
264-4				tɕ j n ŋ															
271-4				s ɿ ³¹															
272-4				tɕʰ j a n															
274-4				v u ⁵³															
275-4				p a n ¹³															
279-4				n a n ³¹															
287-4				n w n n															
291-4				x əu ¹³															
295-4				tɕʰ y ⁵³															
300-4				j əu ⁵³															
303-4				tsʰ y ⁵³															
306-4				kʰ u ⁵³															
307-4				k u ⁵³															
308-4				ts u ⁵³															
312-4				tɕ j au ¹³															
313-4				kʰ o ⁵³															
314-4				tʰ ai ³¹															
323-4				m i n ³¹															
325-4				tʰ u ³¹															
330-4				f əu ⁵³															
334-4				ɕ i ³¹															
335-4				tsʰ w ei ⁴⁴															
338-4				k au ⁵³															
339-4				ts u ⁴⁴															
341-4				f u ⁴⁴															
342-4				m i n ³¹															
343-4				x o ³¹															
344-4				j au ⁵³															
349-4				kʰ u ³¹															
353-4				tsʰ a ŋ ⁴⁴															
360-4				x əu ³¹															
375-4				ts w ei ⁵³															
388-4				s ɿ ¹³															
389-4				x w ei															
392-4				kʰ w ə n															
394-4				tɕ j a n ¹³															
401-4				tʰ u ⁵³															
402-4				ts ai ¹³															
403-4				t i ¹³															
409-4				ts o ⁵³															
418-4				m i ³¹															
441-4				tʰ j a n ³¹															
443-4				m u ³¹															
459-4				w a ³¹															
460-4				t o ⁴⁴															
461-4				j a ³¹															
464-4				t a ³¹															
465-4				tʰ j a n ¹³															
466-4				tʰ ai ³¹															
467-4				f u ⁴⁴															
469-4				s ɿ ³¹															
480-4				n j a n															
482-4				n a n															
484-4				x əu ⁵³															
491-4				m i ⁵³															
492-4				tɕʰ i ⁴⁴															
495-4				ts j ³¹															
496-4				k u ⁴⁴															
507-4				n j a ŋ ³¹															
509-4				tsʰ y ⁵³															
510-4				pʰ o ³¹															
513-4				s w ³¹															
518-4				s au ⁵³															
525-4				ts ɿ ⁵³															
527-4				j n n															
533-4				x ai ³¹															
548-4				kʰ o ³¹															
554-4				x ai ¹³															
558-4				ɥ o ŋ ³¹															
564-4				f u ⁵³															
580-4				s e ³¹															
587-4				ɕ j au															
588-4				s au ⁵³															
589-4				tɕ j a n															
594-4				tsʰ ɿ ³¹															
602-4				v u ³¹															
604-4				s ɿ ⁵³															
611-4				s a n ⁴⁴															
630-4				ts o ⁵³															
637-4				tɕ i n ⁴⁴															
638-4				s ɿ ¹³															
639-4				p u ⁵³															
644-4				ts əu ⁵³															
648-4				ɕ ɿ ³¹															
652-4				m au ³¹															
657-4				k a n ⁴⁴															
658-4				pʰ i n ³¹															
659-4				n j a n ³¹															
665-4				tsʰ a ŋ ³¹															
692-4				k o ŋ ⁴⁴															
696-4				t i ¹³															
707-4				i n ⁵³															
719-4				t e ³¹															
727-4				ɕ i n ⁴⁴															
732-4				w a ŋ ¹³															
733-4				m a ŋ ³¹															
735-4				kʰ w ai ¹³															
740-4				pʰ a ³¹															
773-4				ɕ j a ŋ ⁴⁴															
788-4				m a n ¹³															
808-4				tsʰ ə n ³¹															
809-4				ŋ a ⁵³															
816-4				t ai ¹³															
818-4				f a ŋ ³¹															
821-4				s a n n															
822-4				s əu ⁵³															
826-4				t a ³¹															
829-4				kʰ u ⁵³															
841-4				ts w a															
845-4				ts e ³¹															
848-4				pʰ au ⁵³															
858-4				pʰ o ³¹															
862-4				tʰ o ⁴⁴															
869-4				tɕʰ ɥ a n ³¹															
874-4				ts ɿ ⁵³															
876-4				tʰ j au ¹³															
883-4				ts o ³¹															
894-4				t j au ¹³															
903-4				tɕ j ³¹															
905-4				tʰ ei ei															
910-4				tʰ i ³¹															
911-4				tsʰ a ³¹															
926-4				p a n ⁴⁴															
934-4				m u ³¹															
968-4				s u ⁴⁴															
970-4				k j ai															
982-4				k a n ⁵³															
986-4				kʰ au ⁵³															
997-4				tɕ i n ⁴⁴															
998-4				f u ⁵³															
1001-4				ɕ i n ⁴⁴															
1003-4				f a ŋ ⁴⁴															
1005-4				pʰ a ŋ ³¹															
1008-4				ts u ³¹															
2-5					i ⁵²														
4-5					tsʰ i ʔ														
5-5					ts ou ŋ ²⁴²														
6-5					s a ŋ ⁴⁴														
7-5					s ou ŋ ⁴⁴														
8-5					x a e														
9-5					p ei ʔ														
17-5					ts y ŋ ⁴⁴														
31-5					k j eu ³¹														
32-5					j e ⁵²														
33-5					l y ³¹														
38-5					ŋ i ³¹														
40-5					y ŋ ŋ														
42-5					u ⁴⁴														
43-5					ts i ŋ ³¹														
46-5					w ɔ ŋ ⁵²														
52-5					l j e ŋ ²⁴²														
53-5					l i ŋ ⁵²														
56-5					k i ŋ ⁴⁴														
59-5					tʰ a ⁴⁴														
60-5					ts a ŋ ²⁴²														
64-5					l i ŋ ⁵²														
68-5					k j e ŋ ²¹³														
85-5					w ei ²⁴²														
86-5					t i ⁴⁴														
87-5					ts y ³¹														
93-5					l i ³¹														
98-5					l i ⁵²														
109-5					s i ŋ ⁴⁴														
115-5					t ɔ ³¹														
118-5					ts j e ⁴⁴														
124-5					k a e ²³														
127-5					ts y ³¹														
133-5					tʰ au ⁵²														
144-5					s a ⁴⁴														
