COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
287-1	l a a n ³⁵																		
291-1	x ou ³⁵																		
295-1	tɕʰ y ⁵¹																		
300-1	j ou ³⁵																		
303-1	tɕʰ y ²¹⁴																		
306-1	kʰ ou ²¹⁴																		
307-1	k u ²¹⁴																		
308-1	tɕ y ⁵¹																		
312-1	tɕ j au ²¹⁴																		
313-1	kʰ ɤ ²¹⁴																		
314-1	tʰ ai ³⁵																		
323-1	m i ŋ ³⁵																		
325-1	tʰ u ²¹⁴																		
330-1	f ou ²¹⁴																		
334-1	ɕ i ³⁵																		
335-1	ʈʂʰ u ³⁵ ⁵⁵																		
338-1	k au ²¹⁴																		
339-1	ʈʂ ou ⁵⁵																		
341-1	x u ⁵⁵																		
342-1	m i ŋ ³⁵																		
343-1	x w ³⁵																		
344-1	j au ²¹⁴																		
349-1	kʰ u ²¹⁴																		
353-1	ʈʂʰ u ŋ ⁵¹																		
360-1	x ou ³⁵																		
2-2		i ⁴¹																	
4-2		tɕʰ i ²⁴																	
5-2		ts ə n ⁵⁵																	
6-2		s a n ³³																	
7-2		s ɤ n ⁵⁵																	
8-2		x a ¹³																	
9-2		p u ²⁴																	
17-2		ʈʂ o ŋ ³³																	
31-2		tɕ j ⁴¹																	
32-2		j e ⁴¹																	
33-2		y ⁴¹																	
38-2		ɤ ⁴¹																	
40-2		y n ⁴¹																	
42-2		u ⁴¹																	
43-2		tɕ ieː n ⁵⁵																	
46-2		w a n ¹³																	
52-2		n j a n ¹³																	
53-2		n ə n ¹³																	
56-2		tɕ i n ³³																	
59-2		tʰ a ³³																	
60-2		ts ə n ⁵⁵																	
64-2		n i n ¹³																	
68-2		tɕ ieː ⁵⁵																	
85-2		w ei ⁵⁵																	
86-2		t i ³³																	
87-2		tɕ y ⁵⁵																	
93-2		ɲ i ⁴¹																	
98-2		n ai ¹³																	
109-2		s i n ³³																	
115-2		t au ⁴¹																	
118-2		ts j e ²⁴																	
124-2		k j a ⁵⁵																	
127-2		ts o ⁴¹																	
133-2		tʰ u ³³																	
144-2		s a ³³																	
161-2		ɕ j o ŋ ³³																	
166-2		k w a n ³³																	
170-2		ɤ ⁴¹																	
171-2		tʰ u ⁵⁵																	
173-2		ʐ ⁴¹																	
174-2		n ei ⁵⁵																	
175-2		tɕʰ ieː ⁵⁵																	
176-2		n j a n ¹³																	
177-2		p a ²⁴																	
179-2		n j ɤu																	
181-2		p i n ³³																	
182-2		tɕ i ¹³																	
189-2		k oː ³³																	
191-2		t o ŋ ³³																	
193-2		n ə n ¹³																	
198-2		t ə n ⁵⁵																	
199-2		ɕ j o ŋ ³³																	
200-2		ʈʂʰ y ²⁴																	
202-2		t au ³³																	
205-2		f a n ³³																	
206-2		tɕʰ i e ²⁴																	
209-2		x a ²⁴																	
211-2		tsʰ i ³³																	
215-2		n i ¹³																	
216-2		k w a ²⁴																	
217-2		t au ⁵⁵																	
219-2		s ɥ e ²⁴																	
220-2		ʈʂʰ i ⁵⁵																	
225-2		tɕ ieː ⁵⁵																	
230-2		tɕ ieː ⁵⁵																	
234-2		p ɤ ⁵⁵																	
238-2		n i ²⁴																	
242-2		ts i ⁵⁵																	
253-2		tɕ i n ¹³																	
256-2		s j ²⁴																	
261-2		x a ³³																	
262-2		p ɤ ²⁴																	
263-2		ʂ i ⁴¹																	
264-2		tɕ ieː a n ⁵⁵																	
271-2		ʂ ʅ ²⁴																	
272-2		tɕʰ i ³³																	
274-2		u ⁴¹																	
275-2		p oː ⁵⁵																	
279-2		n a n ¹³																	
287-2		n a ⁴¹																	
291-2		x ɤu ¹³																	
295-2		tɕʰ y ⁵⁵																	
300-2		j ɤu ⁴¹																	
303-2		tɕʰ i ⁴¹																	
306-2		kʰ ɤu ⁴¹																	
307-2		k u ⁴¹																	
308-2		tɕ y ⁵⁵																	
312-2		tɕ j au ⁵⁵																	
313-2		kʰ o ⁴¹																	
314-2		t ai ¹³																	
323-2		m i n ¹³																	
325-2		tʰ u ⁴¹																	
330-2		f ɤu ⁴¹																	
334-2		s i ²⁴																	
335-2		tsʰ ɥ ei ³³																	
338-2		k au ⁴¹																	
339-2		ts ɤu ³³																	
341-2		f u ³³																	
342-2		m i n ¹³																	
343-2		x x																	
344-2		j au n																	
349-2		kʰ u ²⁴																	
353-2		tɕʰ a n ⁵⁵																	
360-2		x ɤu ¹³																	
2-3			i ⁵⁵ ²¹																
4-3			tsʰ i ʔ ²¹																
5-3			ts a a ŋ ³³																
6-3			s ɯ ³⁵  ³³																
7-3			s a ³⁵																
8-3			h ŋ																
9-3			p e ʔ ²¹																
17-3			ts a ŋ ³³																
31-3			k j ²¹³																
32-3			j a ʔ																
33-3			h j ⁵⁵																
38-3			h j ³⁵																
40-3			u u ŋ ⁵⁵																
42-3			ou a ³⁵																
43-3			ts i ³³																
46-3			m w a ŋ ⁵⁵																
52-3			l j a ŋ ⁵⁵																
53-3			z i ŋ ⁵⁵																
56-3			k ɯ ŋ ³³																
59-3			tʰ a ²¹³																
60-3			ts a a ŋ ³³																
64-3			l i ŋ ⁵⁵																
68-3			k ɯ ²¹³																
85-3			w i ³⁵																
86-3			t i ³³																
87-3			ts u ³⁵																
93-3			n i ŋ																
98-3			l ai ⁵⁵																
109-3			s i ŋ ³³																
115-3			t o ⁵³																
118-3			ts j e ʔ ²¹																
124-3			k a ʔ																
127-3			ts o ⁵³																
133-3			tʰ j ²¹³																
144-3			s w ⁵³																
161-3			h j ⁵³																
166-3			k w e ŋ ³³																
170-3			h j ⁵⁵																
171-3			tʰ ou ²¹³																
173-3			l j k ⁴																
174-3			l w ⁵⁵																
175-3			kʰ j e ŋ ³³																
176-3			l j a ŋ ⁵⁵																
177-3			p a ⁵³ ²¹																
179-3			l j k ⁴																
181-3			p e ²¹³																
182-3			kʰ i ⁵⁵																
189-3			k w e ŋ ³³																
191-3			t a ŋ ³³																
193-3			l i ŋ																
198-3			t i ŋ ³³																
199-3			h j e ŋ ³³																
200-3			tsʰ u ⁵⁵ ²¹																
202-3			t o ³³																
205-3			h u ŋ ³³																
206-3			tsʰ j e ʔ ²¹																
209-3			h a ʔ ²¹																
211-3			tsʰ u ³³																
215-3			l i ³⁵																
216-3			k w e ʔ ²¹																
217-3			t au ³⁵																
219-3			s w a ʔ ²¹																
220-3			tsʰ i ⁵³																
225-3			tsʰ j ⁵³																
230-3			ts j e ŋ ³³																
234-3			pʰ e ʔ ²¹																
238-3			l i ʔ ⁴																
242-3			ts u ³⁵																
253-3			kʰ i ŋ ⁵⁵																
256-3			s o əu ʔ ²¹																
261-3			h w e ⁵³																
262-3			p e ʔ ²¹																
263-3			tsʰ i ⁵³																
264-3			k j ³³																
271-3			s i ʔ ⁴																
272-3			tsʰ j ³³																
274-3			ou a ³⁵																
275-3			p a ¹¹																
279-3			n a m ⁵⁵																
287-3			l a a ŋ ⁵⁵																
291-3			h au ³⁵																
295-3			kʰ u ŋ																
300-3			j u ⁵⁵																
303-3			tsʰ u ⁵³																
306-3			kʰ au ⁵³																
307-3			k ou ⁵³																
308-3			k u ³³																
312-3			k j əu ³³																
313-3			kʰ w ⁵³																
314-3			tʰ ai ⁵⁵																
323-3			m e ⁵³																
325-3			tʰ ou ⁵³																
330-3			h u ⁵³																
334-3			s i k ⁴																
335-3			tsʰ w i ³³																
338-3			k au ⁵³																
339-3			ts j u ³³																
341-3			h u ³³																
342-3			m e e ŋ																
343-3			h w e ⁵⁵																
344-3			j au ŋ																
349-3			kʰ ou k ²¹																
353-3			tsʰ a e ŋ ³³																
360-3			h ³⁵																
2-4				i ³¹															
4-4				tɕʰ i ³¹															
5-4				ts a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a ŋ ⁴⁴															
8-4				x j a ³¹															
9-4				p u ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu ⁵³															
32-4				j e ³¹															
33-4				ts əu ⁵³															
38-4				ə ⁵³															
40-4				ɥ n ³¹															
42-4				v u ³¹															
43-4				tɕ i n ⁴⁴															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ³¹															
53-4				z ə n ³¹															
56-4				tɕ i n ⁴⁴															
59-4				tʰ a ³¹															
60-4				ts a ŋ ¹³															
64-4				n i n ³¹															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ⁴⁴															
87-4				ts u ¹³															
93-4				n i ⁵³															
98-4				n ai ³¹															
109-4				ɕ i n ⁴⁴															
115-4				t au ⁵³															
118-4				tɕ j e ³¹															
124-4				tɕ j a ³¹															
127-4				ts o ⁵³															
133-4				tʰ au ¹³															
144-4				s a ⁴⁴															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k w a ŋ ⁴⁴															
170-4				ə ⁵³															
171-4				tʰ u ³¹															
173-4				z ɿ ³¹															
174-4				n w ei ¹³															
175-4				tɕʰ ɥ a n ³¹															
176-4				n j a ŋ ³¹															
177-4				p e ³¹															
179-4				n j əu ³¹															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ³¹															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
193-4				n ə n ⁵³															
198-4				t ə n ¹³															
199-4				ɕ ɥ o ŋ ⁴⁴															
200-4				tsʰ ɿ ³¹															
202-4				t au ⁴⁴															
205-4				f a n ⁴⁴															
206-4				tɕʰ ɥ e ³¹															
209-4				x o a ³¹															
211-4				tsʰ o ⁴⁴															
215-4				n i ¹³															
216-4				k w a ³¹															
217-4				t au ¹³															
219-4				s w a ³¹															
220-4				tsʰ ɿ ¹³															
225-4				tɕʰ j a n ³¹															
230-4				tɕ j a n ¹³															
234-4				pʰ i e ³¹															
238-4				n i ³¹															
242-4				ts u ¹³															
253-4				tɕʰ i n ³¹															
256-4				s u ³¹															
261-4				x w a ³¹															
262-4				p e ³¹															
263-4				tsʰ ɿ ¹³															
264-4				tɕ j a ŋ ⁴⁴															
271-4				s ɿ ³¹															
272-4				tɕʰ j a n ⁴⁴															
274-4				v u ³¹															
275-4				p a n ¹³															
279-4				n a n ³¹															
287-4				n w a n ⁵³															
291-4				x əu ¹³															
295-4				tɕʰ y ¹³															
300-4				j əu ⁵³															
303-4				tɕʰ y ⁵³															
306-4				kʰ əu ⁵³															
307-4				k u ⁵³															
308-4				tɕ y ¹³															
312-4				tɕ j au ¹³															
313-4				kʰ o ⁵³															
314-4				tʰ ai ³¹															
323-4				m i n ³¹															
325-4				tʰ u ³¹															
330-4				f u ⁵³															
334-4				ɕ i ³¹															
335-4				tsʰ w ei ⁴⁴															
338-4				k au ⁵³															
339-4				ts əu ⁵³															
341-4				f o ⁴⁴															
342-4				m i n ³¹															
343-4				x o ³¹															
344-4				j j ⁵³															
349-4				kʰ u ³¹															
353-4				tsʰ a ŋ ⁴⁴															
360-4				x əu ³¹															
2-5					i ʔ ²³														
4-5					tsʰ i ʔ ²³														
5-5					ts i ɔ ŋ ⁴⁴														
6-5					s a ŋ ⁴⁴														
7-5					s ou ɔ ŋ ⁴⁴														
8-5					x ŋ														
9-5					p w ʔ ⁴														
17-5					ts y ŋ ⁴⁴														
31-5					k j eu ³¹														
32-5					j a ³¹														
33-5					l ³¹														
38-5					ŋ ɔ ²⁴²														
40-5					y y ŋ ⁵²														
42-5					u ŋ														
43-5					ts i ŋ ³¹														
46-5					w ɔ ŋ ⁵²														
52-5					l i ɔ ŋ ⁵²														
53-5					n ŋ ⁵²														
56-5					k y ŋ ⁴⁴														
59-5					tʰ a ⁴⁴														
60-5					ts i ɔ ŋ ⁴⁴														
64-5					l i ŋ ²⁴²														
68-5					k ɔ ŋ ⁴⁴														
85-5					w ei ²⁴²														
86-5					t ei ⁴⁴														
87-5					ts y ²⁴²														
93-5					l i ³¹														
98-5					l ɵy ⁵²														
109-5					s i ŋ ⁴⁴														
115-5					t ɔ ³¹														
118-5					ts j ei ³¹ ²³														
124-5					k a ʔ														
127-5					ts ɔ ³¹														
133-5					tʰ j ⁴⁴														
144-5					s a ³¹														
161-5					x y ŋ ⁴⁴														
166-5					k w ɔ ŋ ⁴⁴														
170-5					ŋ ⁵²														
171-5					tʰ u ʔ														
173-5					l ʔ ⁴														
174-5					l w ²¹³														
175-5					kʰ j ɔ ŋ ⁵²														
176-5					l i ɔ ŋ ⁵²														
177-5					p a ʔ ²³														
179-5					l j ʔ ⁴														
181-5					p i ŋ ⁴⁴														
182-5					k i ⁵²														
189-5					k w a ŋ ⁴⁴														
191-5					t u ŋ ⁴⁴														
193-5					l i ŋ ⁵²														
198-5					t ei ŋ ²⁴²														
199-5					x y ŋ ⁴⁴														
200-5					tsʰ y ʔ ²³														
202-5					t ɔ ⁴⁴														
205-5					x u ŋ ⁴⁴														
206-5					tsʰ j e ʔ ²³														
209-5					x a ʔ														
211-5					tsʰ y ⁴⁴														
215-5					l i ²⁴²														
216-5					k w a ʔ ²³														
217-5					t ɔ ²⁴²														
219-5					s w ʔ ²³														
220-5					tsʰ ei e ²¹³														
225-5					tsʰ j e ŋ ⁵²														
230-5					ts j ŋ ³¹														
234-5					pʰ a ʔ ²³														
238-5					l i ʔ ⁴														
242-5					ts øy ʔ														
253-5					kʰ i ŋ ⁵²														
256-5					s j ɔ ʔ ⁴														
261-5					x w a ⁴⁴														
262-5					p ei ʔ ⁴														
263-5					s i e ʔ														
264-5					k w ɔ ŋ ⁴⁴														
271-5					s i ʔ ²³														
272-5					tsʰ j e ŋ ⁴⁴														
274-5					u w ³¹														
275-5					p w a ŋ ³¹														
279-5					n a ŋ ⁵²														
287-5					l w ɔ ŋ ³¹														
291-5					x eu ²⁴²														
295-5					kʰ w ²¹³														
300-5					j eu ³¹														
303-5					tsʰ y ³¹														
306-5					kʰ u ³¹														
307-5					k u ³¹														
308-5					k y ei ³¹														
312-5					k j eu ⁴⁴														
313-5					kʰ w ³¹														
314-5					tʰ ai ⁵²														
323-5					m i ŋ ⁵²														
325-5					tʰ u ʔ														
330-5					x eu ⁵²														
334-5					s i ʔ ²³														
335-5					tsʰ w ei ⁴⁴														
338-5					k ɔ ³¹														
339-5					ts j eu ⁴⁴														
341-5					x u ⁴⁴														
342-5					m i ŋ ⁵²														
343-5					x w ɔ ³¹														
344-5					ŋ ɔ ³¹														
349-5					kʰ u ʔ ²³														
353-5					tsʰ ou ɔ ŋ ⁴⁴														
360-5					x eu ⁵²														
2-6						j i t ²													
4-6						tʃʰ ai p ³													
5-6						tʃ ɔ ŋ ⁵⁵													
6-6						ʃ aː n ⁵⁵													
7-6						ʃ œ ŋ ⁵⁵													
8-6						h a t													
9-6						p u k ²													
17-6						tʃ u ŋ ⁵⁵													
31-6						k au ³⁵													
32-6						j i t													
33-6						j y ²³													
38-6						j i ²³													
40-6						j u n ²¹													
42-6						w a													
43-6						tʃ ɪ ŋ ³⁵													
46-6						m ɔ ŋ ²¹													
52-6						l i ŋ ²¹													
53-6						j a n ²¹													
56-6						k a n ⁵⁵													
59-6						tʰ a ⁵⁵													
60-6						tʃ ɔ ŋ ⁵⁵													
64-6						l a ŋ ²¹													
68-6						k i n ⁵⁵													
85-6						w ai ²²													
86-6						t ai ²²													
87-6						tʃ y ²²													
93-6						n ai ²³													
98-6						l œy ²¹													
109-6						ʃ ɪ ŋ ⁵⁵													
115-6						t ou ³⁵													
118-6						tʃ i ³⁵													
124-6						k a ³³													
127-6						tʃ ɔ ³⁵													
133-6						tʰ ou ²¹													
144-6						ʃ a ³⁵													
161-6						h u ŋ ⁵⁵													
166-6						k w a ŋ ²¹													
170-6						j i ²³													
171-6						tʰ ou ³³													
173-6						j u t ²													
174-6						l œy ²²													
175-6						tʃʰ y n ²¹													
176-6						l i ŋ ²¹													
177-6						p aː k ³													
179-6						l au k ²													
181-6						p ɪ ŋ ⁵⁵													
182-6						h ei ²¹													
189-6						k w n ⁵⁵													
191-6						t u ŋ ²²													
193-6						l a ŋ ²¹													
198-6						t a ŋ ²²													
199-6						h u ŋ ⁵⁵													
200-6						tʃʰ y k ³													
202-6						t ou ⁵⁵													
205-6						f a n ⁵⁵													
206-6						tʃʰ i ³³ ³													
209-6						f aː t ³													
211-6						tʃʰ y ⁵⁵													
215-6						l ei ²²													
216-6						k w a t ³													
217-6						t ou ²²													
219-6						ʃ y p ³													
220-6						tʃʰ i ³³													
225-6						tʃʰ i m ²¹													
230-6						tʃ i n ⁵⁵													
234-6						pʰ ei k ³													
238-6						l ei k ²													
242-6						tʃ au ²²													
253-6						kʰ a n ²¹													
256-6						ʃ u k ²													
261-6						f a ⁵⁵													
262-6						p aː k ²													
263-6						ʃ i ²¹													
264-6						k i ŋ ⁵⁵													
271-6						ʃ i t ²													
272-6						tʃʰ i m ⁵⁵													
274-6						w a													
275-6						p aː n ³³													
279-6						n aː m ²¹													
287-6						l ɔ ŋ ²³													
291-6						h au ²¹													
295-6						tʃʰ y ³⁵													
300-6						j au ²³													
303-6						tʃʰ œy ³⁵													
306-6						kʰ au ³⁵													
307-6						k u ³⁵													
308-6						k w ³⁵													
312-6						k j u ⁵⁵													
313-6						f ɔ ³⁵													
314-6						tʰ aːi ²¹													
323-6						m a ŋ ²¹													
325-6						tʰ ou ³⁵													
330-6						f u ³⁵													
334-6						h ei t ²													
335-6						tʃʰ œy ⁵⁵													
338-6						k ou ³⁵													
339-6						tʃ au ³⁵													
341-6						f u ⁵⁵													
342-6						m a ŋ ²¹													
343-6						f u ²¹													
344-6						ŋ j ³⁵													
349-6						f u k ⁵													
353-6						tʃʰ ɔ ŋ ⁵⁵													
360-6						h au ²¹													
2-7							i ²¹³												
4-7							tsʰ i ²¹³												
5-7							ts a ŋ ³⁵												
6-7							s a n ⁵⁵												
7-7							s a ŋ ⁵⁵												
8-7							x j a ²¹³												
9-7							p u ²¹³												
17-7							ts o ŋ ⁵⁵												
31-7							tɕ j ou ⁴²												
32-7							j a ²¹³												
33-7							y ⁴²												
38-7							ɯ ⁴²												
40-7							y n ³⁵												
42-7							u ²¹³												
43-7							ts i n ⁴²												
46-7							w a ŋ ²¹³												
52-7							n j a ŋ ²¹³												
53-7							n ə n ²¹³												
56-7							tɕ i n ⁵⁵												
59-7							tʰ a ²¹³												
60-7							ts a ŋ ³⁵												
64-7							n i n ²¹³												
68-7							tɕ j a n ³⁵												
85-7							w ei ³⁵												
86-7							t i ⁵⁵												
87-7							ts y ³⁵												
93-7							n i ⁴²												
98-7							n ai ²¹³												
109-7							ɕ i n ⁵⁵												
115-7							t au ⁴²												
118-7							tɕ j e ²¹³												
124-7							k j a ²¹³												
127-7							ts o ³⁵												
133-7							tʰ ou ²¹³												
144-7							s a ⁵⁵												
161-7							ɕ j o ŋ ⁵⁵												
166-7							k w a ŋ ⁵⁵												
170-7							ɯ ⁴²												
171-7							tʰ ou ³⁵												
173-7							n ²¹³												
174-7							n ei ³⁵												
175-7							tsʰ y e n ²¹³												
176-7							n j a ŋ ²¹³												
177-7							p ɤ ²¹³												
179-7							n j ²¹³												
181-7							p i n ⁵⁵												
182-7							tɕʰ i ²¹³												
189-7							k w a n ⁵⁵												
191-7							t o ŋ ⁵⁵												
193-7							n ə n ⁴²												
198-7							t ə n ³⁵												
199-7							ɕ j o ŋ ⁵⁵												
200-7							tsʰ y ²¹³												
202-7							t au ⁵⁵												
205-7							f o n ⁵⁵												
206-7							tsʰ j e ²¹³												
209-7							x w a ²¹³												
211-7							tsʰ ou ⁵⁵												
215-7							n i ³⁵												
216-7							k w a ²¹³												
217-7							t au ³⁵												
219-7							s w a ²¹³												
220-7							tsʰ ɿ ³⁵												
225-7							tɕʰ j a n ²¹³												
230-7							tɕ j a n ³⁵												
234-7							pʰ ɤ ²¹³												
238-7							n i ²¹³												
242-7							ts ou ³⁵												
253-7							tɕʰ i n ²¹³												
256-7							s ou ²¹³												
261-7							x w a ⁵⁵												
262-7							p ɤ ²¹³												
263-7							s ɿ ²¹³												
264-7							tɕ j a ŋ ⁵⁵												
271-7							s ɿ ²¹³												
272-7							tɕʰ j a n ⁵⁵												
274-7							u ²¹³												
275-7							p a n ³⁵												
279-7							n a n ²¹³												
287-7							n a n ²¹³												
291-7							x ou ²¹³												
295-7							tɕʰ y ³⁵												
300-7							j ou ⁴²												
303-7							tɕʰ y ³⁵												
306-7							kʰ ou ⁴²												
307-7							k u ⁴²												
308-7							tɕ y ³⁵												
312-7							tɕ j au ³⁵												
313-7							kʰ o ⁵⁵												
314-7							tʰ ai ²¹³												
323-7							m i n ²¹³												
325-7							tʰ ou ²¹³												
330-7							f u ⁴²												
334-7							ɕ i ²¹³												
335-7							tsʰ w ei ⁵⁵												
338-7							k au ⁴²												
339-7							ts ou ⁵⁵												
341-7							x u ⁵⁵												
342-7							m i n ³⁵												
343-7							x o ²¹³												
344-7							j au ⁴²												
349-7							kʰ u ²¹³												
353-7							tsʰ w ŋ ⁵⁵												
360-7							x ou ²¹³												
2-8								i ⁴²											
4-8								tɕʰ i ⁴²											
5-8								ʈʂ u ŋ ²¹											
6-8								ʂ uaː ²¹³											
7-8								ʂ a ŋ ²¹³											
8-8								ɕ j a ²¹³											
9-8								p u ⁴²											
17-8								ʈʂ u ŋ ²¹³											
31-8								tɕ j ou ⁵⁵											
32-8								j a ⁵⁵											
33-8								y u ⁵⁵											
38-8								ə ⁵⁵											
40-8								l ²¹											
42-8								u ⁵⁵											
43-8								tɕ ieː ŋ ⁵⁵											
46-8								w a ŋ ⁴²											
52-8								l j a ŋ ⁴²											
53-8								ʈʂʰ aː ⁵⁵											
56-8								tɕ ieː ²¹³											
59-8								tʰ a ²¹³											
60-8								ʈʂ u ŋ ²¹											
64-8								l i ŋ ⁴²											
68-8								tɕ iaː ²¹											
85-8								w ei ²¹											
86-8								t i ²¹³											
87-8								ʈʂ u ²¹											
93-8								l i ⁵⁵											
98-8								l ɛ ²¹											
109-8								ɕ i ²¹³											
115-8								t ɔ ⁵⁵											
118-8								tɕ j e ²¹³											
124-8								tɕ j a ²¹³											
127-8								ʈʂ w ə ²¹											
133-8								tʰ ɔ ²¹³											
144-8								ʂ a ²¹³											
161-8								ɕ y ŋ ²¹³											
166-8								k w a ŋ ²¹³											
170-8								ə ⁵⁵											
171-8								tʰ u ⁴²											
173-8								l u ²¹											
174-8								l w ²¹											
175-8								tɕʰ yaː ⁴²											
176-8								l j a ŋ ⁴²											
177-8								p ei ²¹³											
179-8								l j ou ⁴²											
181-8								p i ŋ ²¹³											
182-8								tɕʰ i ⁴²											
189-8								k uaː ²¹³											
191-8								t u ŋ ²¹³											
193-8								l eː ŋ ⁴²											
198-8								t ə ŋ ²¹											
199-8								ɕ y ŋ ²¹³											
200-8								ʈʂʰ u ⁴²											
202-8								t ɔ ²¹³											
205-8								f ə ²¹³											
206-8								tɕʰ j e ²¹³											
209-8								x w a ²¹³											
211-8								ʈʂʰ u ²¹³											
215-8								l i ²¹											
216-8								k w a ²¹³											
217-8								t ɔ ²¹											
219-8								ʂ w a ²¹³											
220-8								ʈʂʰ ueː ⁵⁵											
225-8								tɕʰ iaː ⁴²											
230-8								tɕ iaː ²¹											
234-8								pʰ i ⁴²											
238-8								l i ⁴²											
242-8								ʈʂ u ²¹											
253-8								tɕʰ i ²¹³											
256-8								ʂ ə ²¹³											
261-8								x w a ²¹											
262-8								p ei ²¹³											
263-8								ʈʂʰ ʅ ⁴²											
264-8								tɕ j a ŋ ²¹³											
271-8								ʂ ʅ ²¹											
272-8								tɕʰ iaː ²¹³											
274-8								u ⁵⁵											
275-8								p aː ²¹											
279-8								n aː ⁴²											
287-8								l w ⁴²											
291-8								x ou ²¹											
295-8								tɕʰ y ²¹³											
300-8								j ou ⁵⁵											
303-8								tɕʰ y ⁵⁵											
306-8								kʰ ou ⁵⁵											
307-8								k u ⁵⁵											
308-8								tɕ y ⁵⁵											
312-8								tɕ j ɔ ²¹											
313-8								kʰ ə ⁵⁵											
314-8								tʰ ɛ ⁴²											
323-8								m i ŋ ⁴²											
325-8								tʰ u ⁵⁵											
330-8								f u ⁵⁵											
334-8								ɕ i ²¹³											
335-8								ʈʂʰ u ⁴² ²¹³											
338-8								k ɔ ⁵⁵											
339-8								ʈʂ ou ²¹³											
341-8								x u ²¹³											
342-8								m i ŋ ⁴²											
343-8								x w ⁴²											
344-8								j ɔ ⁵⁵											
349-8								kʰ u ²¹³											
353-8								ʈʂʰ u ŋ ⁴²											
360-8								x ou ⁴²											
2-9									j i t ¹										
4-9									tsʰ i t ¹										
5-9									tsʰ ɔ ŋ ⁴⁴										
