COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
482-4				n a n															
484-4				x au ⁵³															
491-4				m i ¹³															
492-4				tɕʰ i ⁴⁴															
495-4				ts j ³¹															
496-4				k u ⁴⁴															
507-4				ɲ j a ŋ ³¹															
509-4				tɕʰ y ⁵³															
510-4				pʰ o ³¹															
513-4				s w ei															
518-4				s au ⁵³															
525-4				ts ɿ ⁵³															
527-4				ɥ n n															
533-4				x ai ³¹															
548-4				kʰ ɥ ³¹															
554-4				x ai ¹³															
558-4				ɥ o ŋ ³¹															
564-4				f u ⁵³															
580-4				s e ³¹															
587-4				ɕ j au															
588-4				s au ⁵³															
589-4				tɕ j a n															
594-4				tsʰ ɿ ³¹															
602-4				v u ³¹															
604-4				s ɿ ⁵³															
611-4				s a n ⁴⁴															
630-4				ts o ⁵³															
637-4				tɕ i n ⁴⁴															
638-4				s ɿ ¹³															
639-4				p o ¹³															
2-5					i e														
4-5					tsʰ i ʔ														
5-5					ts ou ŋ ²⁴²														
6-5					s a ŋ ⁴⁴														
7-5					s i ŋ ⁴⁴														
8-5					x a e														
9-5					p ɔ ʔ														
17-5					ts y ŋ ⁴⁴														
31-5					k j eu ³¹														
32-5					ŋ a ³¹														
33-5					l y ³¹														
38-5					ŋ i ³¹														
40-5					y ŋ ŋ														
42-5					u ³¹														
43-5					ts i ŋ ³¹														
46-5					w ɔ ŋ ⁵²														
52-5					l i ŋ ⁵²														
53-5					l i ŋ ⁵²														
56-5					k y ŋ ⁴⁴														
59-5					tʰ a ⁴⁴														
60-5					ts øy ŋ ²⁴²														
64-5					l i ŋ ⁵²														
68-5					k j e ŋ ²¹³														
85-5					w ei ²⁴²														
86-5					t ei ²⁴²														
87-5					ts y ³¹														
93-5					l i ³¹														
98-5					l ɛ ⁵²														
109-5					s i ŋ ⁴⁴														
115-5					t ɔ ³¹														
118-5					ts j e														
124-5					k a ʔ ²³														
127-5					ts w ³¹														
133-5					tʰ ɔ ⁴⁴														
144-5					s a ⁴⁴														
161-5					x y ŋ ⁴⁴														
166-5					k w a ŋ ⁴⁴														
170-5					ŋ i ³¹														
171-5					tʰ ɔ ⁵²														
173-5					l i ʔ ⁴														
174-5					l w ei														
175-5					tsʰ u ŋ ⁵²														
176-5					l i ŋ ⁵²														
177-5					p a ʔ ²³														
179-5					l j eu ⁴														
181-5					p i ŋ ⁴⁴														
182-5					kʰ ei ²¹³														
189-5					k w a ŋ ⁴⁴														
191-5					t u ŋ ⁴⁴														
193-5					l i ŋ ⁵²														
198-5					t ei ŋ ²⁴²														
199-5					x y ŋ ⁴⁴														
200-5					tsʰ y ʔ ²³														
202-5					t ɔ ⁴⁴														
205-5					x w ɔ ŋ ⁴⁴														
206-5					tsʰ j e ʔ ²³														
209-5					x w a ⁴														
211-5					tsʰ y ⁴⁴														
215-5					l i ⁵²														
216-5					k w a ʔ ²³														
217-5					t ɔ ²⁴²														
219-5					s w ɔ ʔ														
220-5					tsʰ j e ²¹³														
225-5					tsʰ j e ŋ ²¹³														
230-5					k j e ŋ ²¹³														
234-5					pʰ ei ʔ														
238-5					l i ʔ														
242-5					ts øy ²⁴²														
253-5					k i ŋ ⁵²														
256-5					s j ʔ ²³														
261-5					x w a ⁴⁴														
262-5					p ei ʔ ⁴														
263-5					s i e														
264-5					k j ŋ ⁴⁴														
271-5					s i ʔ ⁴														
272-5					tsʰ j e ŋ ⁴⁴														
274-5					u ³¹														
275-5					p w ŋ ŋ														
279-5					n a ŋ ⁵²														
287-5					l ou ŋ ⁵²														
291-5					x eu ²⁴²														
295-5					kʰ w ɔ														
300-5					j eu ³¹														
303-5					tsʰ w ɔ														
306-5					kʰ au ³¹														
307-5					k u ³¹														
308-5					k y ³¹														
312-5					k j eu ⁴⁴														
313-5					kʰ a ʔ														
314-5					tʰ ai ⁵²														
323-5					m i ŋ ⁵²														
325-5					tʰ ɔ ³¹														
330-5					x u ³¹														
334-5					s i ʔ ²³														
335-5					tsʰ w ei ⁴⁴														
338-5					k ɔ ³¹														
339-5					ts j eu														
341-5					x u ⁴⁴														
342-5					m i ŋ ⁵²														
343-5					x w ⁵²														
344-5					ŋ eu ³¹														
349-5					kʰ u ʔ ²³														
353-5					tsʰ ou ŋ ⁴⁴														
360-5					x eu ⁵²														
375-5					ts w ei ³¹														
388-5					s i ³¹														
389-5					x w ei ⁴⁴														
392-5					kʰ w ɔ ŋ														
394-5					k w ŋ ŋ														
401-5					tʰ ɔ ³¹														
402-5					ts ai ²¹³														
403-5					t ei ²⁴²														
409-5					ts w ɔ														
418-5					m i ⁵²														
441-5					t j e ŋ ⁵²														
443-5					m u ³¹														
459-5					w a ³¹														
460-5					t w ɔ														
461-5					j e ⁵²														
464-5					t a ⁴⁴														
465-5					tʰ j e ŋ ⁵²														
466-5					tʰ ai ²¹³														
467-5					x u ⁴⁴														
469-5					s i ʔ ²³														
480-5					n y ³¹														
482-5					l i ³¹														
484-5					x eu ³¹														
491-5					m i ³¹														
492-5					tsʰ i ⁴⁴														
495-5					ts j e														
496-5					k u ⁴⁴														
507-5					n j ŋ ⁵²														
509-5					tsʰ y ɔ														
510-5					pʰ a ⁵²														
513-5					s i ⁴⁴														
518-5					s au ³¹														
525-5					ts i ³¹														
527-5					y ŋ ŋ														
533-5					x ai ⁵²														
548-5					kʰ a ʔ ²³														
554-5					x ai ⁵²														
558-5					y ɔ ŋ ⁵²														
564-5					x u ³¹														
580-5					s j e														
587-5					s j eu ³¹														
588-5					s j ³¹														
589-5					k j e ŋ ⁴⁴														
594-5					tsʰ j e ²³														
602-5					u ʔ														
604-5					s i ³¹														
611-5					s a ŋ ⁴⁴														
630-5					ts w ɔ ³¹														
637-5					k y ŋ ⁴⁴														
638-5					s i ³¹														
639-5					p ɔ ²⁴²														
2-6						j i t													
4-6						tʃʰ ei t													
5-6						tʃ u ŋ ²²													
6-6						ʃ aː m ⁵⁵													
7-6						ʃ ɔ ŋ ⁵⁵													
8-6						h a ⁵⁵													
9-6						p u k ²													
17-6						tʃ u ŋ ⁵⁵													
31-6						k au ³⁵													
32-6						j i ²³													
33-6						j y ²³													
38-6						j i ²²													
40-6						j u n ²¹													
42-6						w u ⁵⁵													
43-6						tʃ a n ⁵⁵													
46-6						m ɔ ŋ ²¹													
52-6						l i n ²¹													
53-6						j a n ²¹													
56-6						k a n ⁵⁵													
59-6						tʰ a ⁵⁵													
60-6						tʃ u ŋ ²²													
64-6						l a m ²¹													
68-6						k i n ⁵⁵													
85-6						w ai ²²													
86-6						t ai ⁵⁵													
87-6						tʃ y ³⁵													
93-6						l ai ²³													
98-6						l œy ²¹													
109-6						ʃ ɪ ŋ ⁵⁵													
115-6						t ou ²²													
118-6						tʃ i ³³													
124-6						k a ³³													
127-6						tʃ u ³⁵													
133-6						tʰ ou ⁵⁵													
144-6						ʃ a ⁵⁵													
161-6						h u ŋ ⁵⁵													
166-6						k w a n													
170-6						j i ²¹													
171-6						tʰ ou ²¹													
173-6						j u t ²													
174-6						l œy ²²													
175-6						h y n ²¹													
176-6						l i n ²¹													
177-6						p aː k ³													
179-6						l au ²¹													
181-6						p ɪ ŋ ⁵⁵													
182-6						h ei ²¹													
189-6						k w a n													
191-6						t u ŋ ⁵⁵													
193-6						l a ŋ ²¹													
198-6						t a ŋ ²²													
199-6						h u ŋ ⁵⁵													
200-6						tʃʰ y t													
202-6						t ou ²²													
205-6						f u n ⁵⁵													
206-6						tʃʰ i t ³													
209-6						f ɔ t													
211-6						tʃʰ y ⁵⁵													
215-6						l ei ²²													
216-6						k w a t ⁵													
217-6						t ou ²²													
219-6						ʃ y t													
220-6						tʃʰ i ³³													
225-6						h i n ²¹													
230-6						tʃ i n ⁵⁵													
234-6						pʰ ei ²¹													
238-6						l ei t													
242-6						tʃ au ²²													
253-6						h a n ²¹													
256-6						ʃ ɔ k													
261-6						f ɔ ⁵⁵													
262-6						p aː k ²													
263-6						ʃ i ²¹													
264-6						k i n ⁵⁵													
271-6						ʃ i t ²													
272-6						tʃʰ i n ⁵⁵													
274-6						w u ⁵⁵													
275-6						p aː n ²²													
279-6						n aː m ²¹													
287-6						l ɔ n ²¹													
291-6						h au ²¹													
295-6						h y n													
300-6						j au ²³													
303-6						tʃʰ y ²³													
306-6						h au ³⁵													
307-6						k u ³⁵													
308-6						k w a t ⁵													
312-6						k au u													
313-6						h ɔ ³⁵													
314-6						tʰ ɔi ²¹													
323-6						m a n ²¹													
325-6						tʰ ou ²¹													
330-6						f au ³⁵													
334-6						h a t													
335-6						tʃʰ y n													
338-6						k ou ³⁵													
339-6						tʃ au ³⁵													
341-6						f u ⁵⁵													
342-6						m a n ²¹													
343-6						h ɔ ²¹													
344-6						j j u													
