COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
220-1	ʈʂʰ ʅ ⁵¹																		
225-1	tɕʰ j a n																		
230-1	tɕ j a n																		
234-1	pʰ i ³⁵																		
238-1	l i ⁵¹																		
242-1	ʈʂ u ⁵¹																		
253-1	tɕʰ i ŋ ³⁵																		
256-1	ʂ ou ³⁵																		
261-1	x w a ⁵⁵																		
262-1	p ai ⁵¹																		
263-1	ʈʂʰ ʅ ³⁵																		
264-1	tɕ j a ŋ ⁵⁵																		
271-1	ʂ ʅ ³⁵																		
272-1	tɕʰ j a n																		
274-1	u a																		
275-1	p a ŋ ⁵¹																		
279-1	n a n ³⁵																		
287-1	l a n ³⁵																		
291-1	x ou ³⁵																		
295-1	tɕʰ y ⁵⁵																		
300-1	j ou ²¹⁴																		
303-1	tɕʰ y ²¹⁴																		
306-1	kʰ ou ²¹⁴																		
307-1	k u ²¹⁴																		
308-1	tɕ y ²¹⁴																		
312-1	tɕ j au ²¹⁴																		
313-1	kʰ ɤ ²¹⁴																		
314-1	tʰ ai ³⁵																		
323-1	m i ŋ ³⁵																		
325-1	tʰ u ⁵¹																		
330-1	f ou ²¹⁴																		
334-1	ɕ i ³⁵																		
335-1	ʈʂʰ u ⁵¹																		
338-1	k au ²¹⁴																		
339-1	ʈʂ ou ⁵⁵																		
341-1	x u ⁵⁵																		
342-1	m i ŋ ⁵¹																		
343-1	x w o																		
344-1	j au ²¹⁴																		
349-1	kʰ u ²¹⁴																		
353-1	ʈʂʰ u a ŋ ⁵⁵																		
360-1	x ou ³⁵																		
375-1	ʈʂ w ei																		
388-1	ʂ ʅ ⁵⁵																		
389-1	x w ei ⁵⁵																		
392-1	kʰ w ə n																		
394-1	tɕ j a n ⁵¹																		
401-1	tʰ u ²¹⁴																		
402-1	ʈʂ ai ⁵¹																		
403-1	t i ⁵¹																		
409-1	ʈʂ w o																		
418-1	m ei ³⁵																		
441-1	tʰ j a n ³⁵																		
443-1	m u ⁵¹																		
459-1	w a ⁵¹																		
460-1	t w o																		
461-1	j a ⁵¹																		
464-1	t a ⁵¹																		
465-1	tʰ j a n ³⁵																		
466-1	tʰ ai ⁵¹																		
467-1	f u ⁵⁵																		
469-1	ʂ ʅ ³⁵																		
480-1	n y ³⁵																		
482-1	l a ²¹⁴																		
484-1	x au ²¹⁴																		
491-1	m ei ⁵¹																		
492-1	tɕʰ i ⁵⁵																		
495-1	ʈʂ j e																		
496-1	k u ⁵⁵																		
507-1	n j a ŋ ³⁵																		
509-1	tɕʰ y ²¹⁴																		
510-1	pʰ o ³⁵																		
513-1	ɕ i ³⁵																		
518-1	ʂ w o																		
525-1	ʈʂ ʅ ⁵⁵																		
527-1	y ŋ ⁵¹																		
533-1	x ai ³⁵																		
548-1	kʰ ɤ ²¹⁴																		
554-1	x ai ²¹⁴																		
558-1	j a ŋ ³⁵																		
564-1	f u ²¹⁴																		
580-1	ʂ ɤ ³⁵																		
587-1	ɕ j au																		
588-1	ʂ ou ³⁵																		
589-1	tɕ j a																		
594-1	ʈʂʰ ʅ ³⁵																		
602-1	u ²¹⁴																		
604-1	ʂ ʅ ⁵⁵																		
611-1	ʂ a n ⁵⁵																		
630-1	ʈʂ u ²¹⁴																		
637-1	tɕ i n ⁵⁵																		
638-1	ʂ ʅ ⁵⁵																		
639-1	p u ⁵¹																		
644-1	ʈʂ ou ²¹⁴																		
648-1	ɕ i ³⁵																		
652-1	m o ⁵¹																		
657-1	k a n ⁵⁵																		
658-1	pʰ i ŋ ³⁵																		
659-1	n j a n ³⁵																		
665-1	ʈʂʰ u a ŋ ⁵⁵																		
692-1	k u ŋ ⁵⁵																		
696-1	t i ⁵¹																		
707-1	i ŋ ŋ																		
719-1	t ai ²¹⁴																		
727-1	ɕ ə ŋ ⁵⁵																		
732-1	w a ŋ ³⁵																		
733-1	m a ŋ ³⁵																		
735-1	kʰ w ai ⁵¹																		
740-1	pʰ a ³⁵																		
773-1	ɕ j a ŋ ⁵⁵																		
788-1	m a n ⁵¹																		
808-1	ʈʂʰ ə ŋ ³⁵																		
809-1	w a n																		
816-1	t ai ⁵¹																		
818-1	f a ŋ ³⁵																		
821-1	ʂ w n ⁵⁵																		
822-1	ʂ ou ²¹⁴																		
826-1	t a ²¹⁴																		
829-1	kʰ ou ²¹⁴																		
841-1	ʈʂ w a ⁵⁵																		
845-1	ʈʂ ʅ ⁵⁵																		
848-1	pʰ au ⁵¹																		
858-1	pʰ a ³⁵																		
862-1	tʰ w o																		
869-1	tɕʰ ɥ a n																		
874-1	ʈʂ ʅ ⁵⁵																		
876-1	tʰ j au ⁵¹																		
883-1	ʈʂ u ²¹⁴																		
894-1	t j au ⁵¹																		
903-1	tɕ j e																		
905-1	tʰ w ei ⁵¹																		
910-1	tʰ i ³⁵																		
911-1	ʈʂʰ a ³⁵																		
926-1	p a ŋ																		
934-1	m o ⁵¹																		
968-1	ʂ ou ³⁵																		
970-1	k w ei ²¹⁴																		
982-1	k a n ²¹⁴																		
986-1	kʰ j ²¹⁴																		
997-1	tɕ i n ⁵⁵																		
998-1	f u ²¹⁴																		
1001-1	ɕ ə ŋ ⁵⁵																		
1003-1	f a ŋ ⁵⁵																		
1005-1	pʰ a ŋ ³⁵																		
1008-1	ʈʂ u ³⁵																		
1011-1	l ʅ ³⁵																		
1014-1	ʈʂ au ²¹⁴																		
1016-1	x a n ³⁵																		
1021-1	m i ŋ ³⁵																		
1023-1	i ⁵⁵																		
1024-1	ɕ ə ŋ ⁵⁵																		
1029-1	ʂ ʅ ⁵⁵																		
1033-1	ʂ ɤ ³⁵																		
1034-1	w a n ²¹⁴																		
1036-1	ʂ ə n ³⁵																		
1045-1	a a n																		
1060-1	ʐ ou ³⁵																		
1061-1	j ou ²¹⁴																		
1064-1	w a ŋ ⁵¹																		
1065-1	ʈʂ au ⁵⁵																		
1067-1	m u ⁵¹																		
1070-1	p ə ŋ ⁵¹																		
1073-1	t w o ²¹⁴																		
1075-1	l i ²¹⁴																		
1077-1	tsʰ ai ³⁵																		
1078-1	ʈʂʰ u ŋ n																		
1083-1	t u ŋ ⁵⁵																		
1084-1	ʂ u a ⁵⁵																		
1085-1	p a n ⁵¹																		
1088-1	ʈʂ ə ŋ ⁵⁵																		
1089-1	l i ŋ ³⁵																		
1091-1	k w o ²¹⁴																		
1092-1	ʈʂ ʅ ⁵⁵																		
1093-1	kʰ u ⁵⁵																		
1094-1	tɕ j a																		
1104-1	ʈʂ u ⁵¹																		
1106-1	ʈʂʰ ai ³⁵																		
1107-1	ʂ ʅ ³⁵																		
1112-1	k ə ŋ ⁵⁵																		
1116-1	tʰ au ³⁵																		
1119-1	ʈʂ u ²¹⁴																		
1122-1	tʰ u ŋ ³⁵																		
1127-1	ʂ w ⁵⁵																		
1129-1	l i ³⁵																		
1131-1	tʰ i ³⁵																		
1133-1	ʂ u ⁵⁵																		
1145-1	i ²¹⁴																		
1173-1	ʂ u ⁵¹																		
1187-1	tɕʰ j a n																		
1194-1	k w o																		
1209-1	ʂ ʅ ⁵⁵																		
1217-1	ʂ a ³⁵																		
1221-1	m u ²¹⁴																		
1223-1	t u ⁵¹																		
1225-1	m o ³⁵																		
1230-1	tɕʰ i ⁵⁵																		
1231-1	ʂ w ei ²¹⁴																		
2-2		i ¹³																	
4-2		tɕʰ i ²⁴																	
5-2		ts a n ⁵⁵																	
6-2		s a n ³³																	
7-2		s a n ⁵⁵																	
8-2		x a ¹³																	
9-2		p o ²⁴																	
17-2		ʈʂ o ŋ ³³																	
31-2		tɕ j ɤu ⁵⁵																	
32-2		j a ¹³																	
33-2		y ɤu ⁴¹																	
38-2		n i																	
40-2		y o ŋ																	
42-2		u ⁴¹																	
43-2		tɕ i n ³³																	
46-2		w a n ¹³																	
52-2		n j a n ³³																	
53-2		n ə n ¹³																	
56-2		tɕ i n ³³																	
59-2		t a ¹³																	
60-2		ts a n ⁵⁵																	
64-2		n i n ²¹																	
68-2		tɕ ieː ⁵⁵																	
85-2		w ei ⁵⁵																	
86-2		t i ³³																	
87-2		ts ɤu ⁵⁵																	
93-2		n i ⁴¹																	
98-2		n ei ¹³																	
109-2		s i n ⁵⁵																	
115-2		t au ⁴¹																	
118-2		ts j e ²⁴																	
124-2		k j a																	
127-2		ts ɤu ⁵⁵																	
133-2		t ɤu ⁵⁵																	
144-2		s a ³³																	
161-2		ɕ j o ŋ ³³																	
166-2		k w a n ³³																	
170-2		x ¹³																	
171-2		t ɤu ⁵⁵																	
173-2		n ʅ ²⁴																	
174-2		n ei ⁵⁵																	
175-2		tɕʰ yeː ¹³																	
176-2		n j a n ³³																	
177-2		p a ²⁴																	
179-2		n j ɤu																	
181-2		p i n ³³																	
182-2		tɕ i ¹³																	
189-2		k w a n ³³																	
191-2		t o ŋ ³³																	
193-2		n ə n ¹³																	
198-2		t ə n ⁵⁵																	
199-2		ɕ j o ŋ ³³																	
200-2		tɕʰ y ²⁴																	
202-2		t au ³³																	
205-2		f ə n ³³																	
206-2		tɕʰ j e																	
209-2		x a ²⁴																	
211-2		tsʰ au ³³																	
215-2		n i ⁵⁵																	
216-2		k w a ²⁴																	
217-2		t au ⁴¹																	
219-2		s j ⁴¹																	
220-2		tsʰ i ⁵⁵																	
225-2		tɕʰ ieː ¹³																	
230-2		tɕ ieː ⁵⁵																	
234-2		p i ²⁴																	
238-2		n i ²⁴																	
242-2		ts ɤu ⁵⁵																	
253-2		tɕ i n ¹³																	
256-2		s j ²⁴																	
261-2		f a ³³																	
262-2		p ɤ ²⁴																	
263-2		s ʅ ¹³																	
264-2		tɕ j a n ³³																	
271-2		s ɤ ²⁴																	
272-2		tɕʰ yeː ³³																	
274-2		u ⁴¹																	
275-2		p a n ⁵⁵																	
279-2		n a n ¹³																	
287-2		n a n ¹³																	
291-2		x ɤu ⁴¹																	
295-2		tɕʰ y ⁴¹																	
300-2		j ɤu ¹³																	
303-2		tɕʰ y ⁴¹																	
306-2		kʰ ɤu ⁴¹																	
307-2		k u ⁴¹																	
308-2		tɕ y ⁴¹																	
312-2		tɕ j au ⁵⁵																	
313-2		kʰ o ⁴¹																	
314-2		t ai ¹³																	
323-2		m i n ¹³																	
325-2		t ɤu ⁴¹																	
330-2		f u ⁴¹																	
334-2		s i ²⁴																	
335-2		tsʰ ai ³³																	
338-2		k au ⁴¹																	
339-2		ts ɤu ɤu																	
341-2		f u ³³																	
342-2		m i n ¹³																	
343-2		x o ¹³																	
344-2		j au ⁴¹																	
349-2		kʰ o ²⁴																	
353-2		tsʰ a n ⁵⁵																	
360-2		x ɤu ¹³																	
375-2		ts ei ⁵⁵																	
388-2		s ɿ ⁵⁵																	
389-2		f ei ⁵⁵																	
392-2		kʰ o ŋ ⁵⁵																	
394-2		tɕ y n																	
401-2		t ɤu ⁴¹																	
402-2		ts ai ⁵⁵																	
403-2		t i ⁵⁵																	
409-2		ts o ⁵⁵																	
418-2		m ei ¹³																	
441-2		t ieː ¹³																	
443-2		m o ¹³																	
459-2		w a ⁵⁵																	
460-2		t o ³³																	
461-2		j a ¹³																	
464-2		t a ⁵⁵																	
465-2		t ieː ⁵⁵																	
466-2		t ai ¹³																	
467-2		f u ³³																	
469-2		s ɤ ²⁴																	
480-2		ɲ j ɤu																	
482-2		n a ⁴¹																	
484-2		x au ⁴¹																	
491-2		m ei ⁵⁵																	
492-2		tɕʰ i ³³																	
495-2		ts j e ²⁴																	
496-2		k u ³³																	
507-2		n j a n ³³																	
509-2		tɕʰ y ⁴¹																	
510-2		p o ¹³																	
513-2		s i ³³																	
518-2		s au ⁴¹																	
525-2		ts ʅ ⁵⁵																	
527-2		j n ŋ																	
533-2		x ai ¹³																	
548-2		kʰ a ²⁴																	
554-2		x ai ⁴¹																	
558-2		j o ŋ ¹³																	
564-2		f u ⁴¹																	
580-2		s j ²⁴																	
587-2		s j au ⁵⁵																	
588-2		s j ⁴¹																	
589-2		tɕ ieː ³³																	
594-2		ʈʂ ʅ ²⁴																	
602-2		u ²⁴																	
604-2		s ɿ ²⁴																	
611-2		s a n ³³																	
630-2		ts o ⁴¹																	
637-2		tɕ i n ³³																	
638-2		s ɿ ⁵⁵																	
639-2		p u ²⁴																	
644-2		ts ɤu ɤu																	
648-2		s i ²⁴																	
652-2		m au ⁴¹																	
657-2		k a n ³³																	
658-2		p i n ¹³																	
659-2		n ieː ¹³																	
665-2		ʈʂʰ o ŋ ³³																	
692-2		k o ŋ ³³																	
696-2		t i ⁵⁵																	
707-2		i n ⁴¹																	
719-2		t i e																	
727-2		s i n ³³																	
732-2		w a n ⁵⁵																	
733-2		m o ŋ ¹³																	
735-2		kʰ w ai ⁵⁵																	
740-2		p a ¹³																	
773-2		s j a n ³³																	
788-2		m a n ⁵⁵																	
808-2		ʈʂʰ ə n ¹³																	
809-2		ŋ a n																	
816-2		t ai ⁴¹																	
818-2		x a n ¹³																	
821-2		s i n																	
822-2		s j ɤu																	
826-2		t a ²⁴																	
829-2		kʰ au ⁴¹																	
841-2		ts a ³³																	
845-2		ʈʂ ʅ ²⁴																	
848-2		p au ¹³																	
858-2		p ɤ ²⁴																	
862-2		t o ³³																	
869-2		tɕ yeː ⁴¹																	
874-2		ʈʂ ʅ ⁵⁵																	
876-2		t j au ⁵⁵																	
883-2		ts o ²⁴																	
894-2		t j au ⁵⁵																	
903-2		tɕ j e ²⁴																	
905-2		t ei ⁵⁵																	
910-2		t i ¹³																	
911-2		tsʰ ai ²⁴																	
926-2		p a n ³³																	
934-2		m o ²⁴																	
968-2		s j ɤu																	
970-2		k ai ⁴¹																	
982-2		k a n ⁴¹																	
986-2		kʰ j au																	
997-2		tɕ i n ³³																	
998-2		f u ⁴¹																	
1001-2		s i n ³³																	
1003-2		x a n ³³																	
1005-2		p a n ¹³																	
1008-2		ʈʂ ɤu ²⁴																	
1011-2		n ʅ ²⁴																	
1014-2		ts au ⁴¹																	
1016-2		x a n ⁵⁵																	
1021-2		m i n ¹³																	
1023-2		i ⁴¹																	
1024-2		s i n ³³																	
1029-2		s ɿ ⁵⁵																	
1033-2		s i ⁵⁵																	
1034-2		oː ⁴¹																	
1036-2		s ə n ¹³																	
1045-2		ŋ a n																	
1060-2		j a ²⁴																	
1061-2		j ɤu ¹³																	
1064-2		w a n ⁵⁵																	
1065-2		ts au ³³																	
1067-2		m o ²⁴																	
1070-2		p o ŋ ³³																	
1073-2		t o ⁴¹																	
1075-2		n i ⁴¹																	
1077-2		tsʰ ai ³³																	
1078-2		tsʰ o ŋ ³³																	
1083-2		t o ŋ ³³																	
1084-2		s o ŋ ³³																	
1085-2		p a n ¹³																	
1088-2		ts ə n ⁵⁵																	
1089-2		n i n ¹³																	
1091-2		k w ⁴¹																	
1092-2		ʈʂ ʅ ³³																	
1093-2		kʰ u ⁴¹																	
1094-2		k j a																	
1104-2		tɕ y ⁵⁵																	
1106-2		tsʰ ai ¹³																	
1107-2		s ɿ ⁵⁵																	
1112-2		k ə n ³³																	
1116-2		t au ¹³																	
1119-2		ts o ²⁴																	
1122-2		t o ŋ ⁵⁵																	
1127-2		s au ³³																	
1129-2		n i ¹³																	
1131-2		t i ¹³																	
1133-2		s ɤu ³³																	
1145-2		i ⁴¹																	
1173-2		s j ɤu																	
1187-2		tɕʰ yeː ⁴¹																	
1194-2		k o ³³																	
1209-2		s ɿ ²⁴																	
1217-2		s a ²⁴																	
1221-2		m o ⁴¹																	
1223-2		t ɤu ²⁴																	
1225-2		m au ¹³																	
1230-2		tɕʰ i ⁴¹																	
1231-2		s i ⁵⁵																	
2-3			i ⁵⁵																
4-3			tsʰ i ⁵³																
5-3			ts a ŋ ³³																
6-3			s ɯ ŋ ³³																
7-3			s a ŋ ŋ																
8-3			h j e																
9-3			p e ʔ ⁴																
17-3			ts a ŋ ³³																
31-3			k j u ³³																
32-3			j a ŋ																
33-3			ts u e																
38-3			h w e																
40-3			h e ŋ																
42-3			ou ⁵³																
43-3			ts i ŋ ³³																
46-3			w a ŋ ⁵⁵																
52-3			l j e ŋ ⁵⁵																
53-3			ts i ŋ ⁵⁵																
56-3			k i ŋ ³³																
59-3			tʰ a ³³																
60-3			ts a ŋ ³³																
64-3			l i ŋ ⁵⁵																
68-3			k j e ŋ ³³																
85-3			w i ⁵³																
86-3			t i ³³																
87-3			ts u ³⁵																
93-3			l i ⁵³																
98-3			l i ⁵⁵																
109-3			s i ŋ ³³																
115-3			t au ⁵³																
118-3			ts j e ²¹³																
124-3			k a e																
127-3			ts u ³⁵																
133-3			tʰ au ³³																
144-3			s w ³³																
161-3			h j ŋ ŋ																
166-3			k w e ŋ ³³																
170-3			h w e																
171-3			tʰ o ²¹³																
173-3			ts a e ⁴																
174-3			l w i																
175-3			ts w e ŋ																
176-3			l j e ŋ ⁵⁵																
177-3			p e ʔ ⁴																
179-3			l j u ⁵⁵																
181-3			p e ŋ ³³																
182-3			kʰ i ⁵⁵																
189-3			k w e ŋ ³³																
191-3			t o ŋ ³³																
193-3			l i ŋ ⁵⁵																
198-3			t i ŋ ³³																
199-3			h j e ŋ																
200-3			tsʰ w e																
202-3			t au ³³																
205-3			h i ŋ ³³																
206-3			tsʰ j e ʔ ²¹																
209-3			h w e ʔ																
211-3			tsʰ au ³³																
215-3			l i ³⁵																
216-3			k w e ʔ ²¹																
217-3			t au ³⁵																
219-3			s w e ²¹																
220-3			tsʰ i ²¹³																
225-3			tsʰ j e ŋ ³³																
230-3			ts j e ŋ ³³																
234-3			pʰ w e ʔ																
238-3			l i ʔ ⁴																
242-3			ts u ³⁵																
253-3			kʰ i ŋ ⁵⁵																
256-3			s o k																
261-3			h w e ⁵³																
262-3			p e ʔ ⁴																
263-3			tsʰ i ŋ																
264-3			k j e ŋ ³³																
271-3			s i k ⁴																
272-3			tsʰ j e ŋ ³³																
274-3			ou ⁵³																
275-3			p e ŋ ²¹³																
279-3			l a ŋ ⁵⁵																
287-3			l w ŋ ⁵⁵																
291-3			h u ³⁵																
295-3			kʰ w e																
300-3			j u ⁵⁵																
303-3			tsʰ w e																
306-3			kʰ au ⁵³																
307-3			k ou ⁵³																
308-3			k u ³⁵																
312-3			k j u ³³																
313-3			kʰ w e ⁵³																
314-3			t ai ⁵⁵																
323-3			m i ŋ ⁵⁵																
325-3			tʰ o ²¹³																
330-3			h w e																
334-3			h i k																
335-3			tsʰ w i																
338-3			k au ⁵³																
339-3			ts au ⁵³																
341-3			h u ³³																
342-3			m i ŋ ⁵⁵																
343-3			h w e																
344-3			j au ⁵³																
349-3			kʰ ou ⁵³																
353-3			tsʰ a ŋ ²¹³																
360-3			h u ⁵⁵																
375-3			ts w i ⁵³																
388-3			s ɯ ŋ ²¹³																
389-3			h w e ⁵³																
392-3			kʰ w e ŋ																
394-3			k w e ŋ																
401-3			tʰ o ²¹³																
402-3			ts ai ³³																
403-3			t i ³⁵																
409-3			ts w e																
418-3			m w e ⁵⁵																
441-3			t j e ŋ ⁵⁵																
443-3			m o e																
459-3			w w ⁵³																
460-3			t o ³³																
461-3			j a ŋ																
464-3			t a ³⁵																
465-3			tʰ i e ŋ ³³																
466-3			tʰ ai ²¹³																
467-3			h u ³³																
469-3			s i k ²¹																
480-3			l i ⁵³																
482-3			l i ⁵³																
484-3			h au ⁵³																
491-3			m w i ⁵³																
492-3			tsʰ i ³³																
495-3			ts j e ⁵³																
496-3			k ou ³³																
507-3			l e ŋ ŋ																
509-3			tsʰ w e																
510-3			pʰ w e																
513-3			s i ³³																
518-3			s o ⁵³																
525-3			ts ɿ ³⁵																
527-3			j e ŋ																
533-3			h ai ⁵⁵																
548-3			kʰ w k ²¹																
554-3			h ai e																
558-3			j e ŋ ⁵⁵																
564-3			h u ³⁵																
580-3			s j e																
587-3			s j u ⁵³																
588-3			s j ³³																
589-3			ts j e ŋ ³³																
594-3			tsʰ i k																
602-3			ou ⁵³																
604-3			s ɯ ŋ																
611-3			s ɯ ŋ ³³																
630-3			ts w ⁵³																
637-3			k i ŋ ³³																
638-3			s i ŋ																
639-3			p e ³⁵																
644-3			ts au ⁵³																
648-3			s i k																
652-3			m o ⁵⁵																
657-3			k a ŋ ³³																
658-3			pʰ e ŋ ⁵⁵																
659-3			l i ŋ																
665-3			tsʰ a ŋ ⁵⁵																
692-3			k a ŋ ³³																
696-3			t i ³⁵																
707-3			i ŋ ŋ																
719-3			t i k ²¹																
727-3			s i ŋ ³³																
732-3			w a ŋ ⁵⁵																
733-3			m a ŋ ⁵⁵																
735-3			kʰ w e ⁵³																
740-3			pʰ a e																
773-3			s j e ŋ ³³																
788-3			m a ŋ ⁵⁵																
808-3			tsʰ i ŋ ⁵⁵																
809-3			ŋ a ŋ																
816-3			t i ⁵⁵																
818-3			h w ŋ ⁵⁵																
821-3			s ɯ ŋ																
822-3			s j u																
826-3			t a ⁵³																
829-3			kʰ au ⁵³																
841-3			ts w e																
845-3			ts a e																
848-3			p au ⁵⁵																
858-3			pʰ w e ²¹																
862-3			tʰ o ³³																
869-3			kʰ w e ŋ ³³																
874-3			ts i ⁵³																
876-3			tʰ j əu ²¹³																
883-3			ts a k																
894-3			t j e ²¹³																
903-3			k j e ʔ ²¹																
905-3			tʰ w i ²¹³																
910-3			tʰ i ⁵⁵																
911-3			tsʰ a ʔ																
926-3			p e ŋ ³³																
934-3			m o e																
968-3			s j u																
970-3			k ai ³³																
982-3			k a ŋ ⁵³																
986-3			kʰ au e																
997-3			k i ŋ ³³																
998-3			h u ³⁵																
1001-3			s i ŋ ³³																
1003-3			h w e ŋ ³³																
1005-3			pʰ a ŋ ⁵⁵																
1008-3			ts u k																
1011-3			ts i ʔ ⁴																
1014-3			ts au ⁵³																
1016-3			h w ŋ ³³																
1021-3			m i ŋ ⁵⁵																
1023-3			i ⁵⁵																
1024-3			s i ŋ ³³																
1029-3			s i ŋ																
1033-3			s ai ³³																
1034-3			w a ŋ ⁵³																
1036-3			tsʰ i ŋ ⁵⁵																
1045-3			ŋ a ŋ																
1060-3			ŋ e e																
1061-3			j u ⁵⁵																
1064-3			w a ŋ ŋ																
1065-3			ts au ⁵³																
1067-3			m o k ⁴																
1070-3			p e ŋ ⁵³																
1073-3			t o e																
1075-3			l i ⁵⁵																
1077-3			tsʰ ai ⁵⁵																
1078-3			tsʰ w ŋ ³³																
1083-3			t o ŋ ³³																
1084-3			s o ŋ ³³																
1085-3			p e ŋ																
1088-3			ts i ŋ ³³																
1089-3			l i ŋ ⁵⁵																
1091-3			k w e ⁵³																
1092-3			ts ɿ ³³																
1093-3			kʰ ou ⁵³																
1094-3			k a e																
1104-3			ts u ³⁵																
1106-3			tsʰ ai ⁵⁵																
1107-3			s i ŋ																
1112-3			k i ŋ ³³																
1116-3			tʰ au ⁵⁵																
1119-3			ts a k ²¹																
1122-3			tʰ o ŋ ²¹³																
1127-3			s o ³³																
1129-3			l i ⁵⁵																
1131-3			tʰ i ³³																
1133-3			s u ³³																
1145-3			i ⁵⁵																
1173-3			s u ³⁵																
1187-3			kʰ j e ŋ ³³																
1194-3			k w e																
1209-3			s ɯ ŋ																
1217-3			s ɯ k ²¹																
1221-3			m o e																
1223-3			t o k																
1225-3			m o ⁵⁵																
1230-3			kʰ i ⁵³																
1231-3			s w i ⁵³																
2-4				i ³¹															
4-4				tsʰ ɿ ³¹															
5-4				ts a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a ŋ ⁴⁴															
8-4				ɕ j ³¹															
9-4				p e ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu															
32-4				j a ³¹															
33-4				y u ⁵³															
38-4				ə ⁵³															
40-4				ɥ o n ³¹															
42-4				v u ⁵³															
43-4				ts i n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ¹³															
53-4				n ə n ³¹															
56-4				tɕ i n ⁴⁴															
59-4				tʰ a ³¹															
60-4				ts a ŋ ¹³															
64-4				n i n ¹³															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ⁴⁴															
87-4				ts u ¹³															
93-4				n i ⁵³															
98-4				n i ³¹															
109-4				ɕ i n ¹³															
115-4				t au ⁵³															
118-4				ts j ³¹															
124-4				tɕ j a															
127-4				ts u ⁵³															
133-4				tʰ au ¹³															
144-4				s a ⁴⁴															
161-4				ɕ ɥ a ŋ ⁴⁴															
166-4				k w a ŋ ⁴⁴															
170-4				ə ⁵³															
171-4				tʰ u ¹³															
173-4				n u ³¹															
174-4				n w ei															
175-4				tɕʰ ɥ a n															
176-4				n j a ŋ ³¹															
177-4				p e ³¹															
179-4				n j əu															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ³¹															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
193-4				n ə n ⁵³															
198-4				t ə n ¹³															
199-4				ɕ ɥ a ŋ ⁴⁴															
200-4				tsʰ ɿ ³¹															
202-4				t au ⁴⁴															
205-4				f o n ⁴⁴															
206-4				tɕʰ ɿ ³¹															
209-4				x a ³¹															
211-4				tsʰ o ⁴⁴															
215-4				n i ¹³															
216-4				k w a ³¹															
217-4				t au ¹³															
219-4				s w a															
220-4				tsʰ ɿ ¹³															
225-4				tɕʰ j n n															
230-4				tɕ j a n															
234-4				pʰ i ³¹															
