COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
60-3			ts a ŋ ³³																
64-3			l i m ⁵⁵																
68-3			k j e																
85-3			w i ³⁵																
86-3			t i ³³																
87-3			ts u ³⁵																
93-3			n i ⁵³																
98-3			l ai ⁵⁵																
109-3			s i ŋ ³³																
115-3			t o ⁵³																
118-3			ts j e ²¹³																
124-3			k a e																
127-3			ts o ⁵³																
133-3			tʰ ou ³³																
144-3			s w a ³³																
161-3			h j ŋ ŋ ³³																
166-3			k w e ŋ																
170-3			h w e																
171-3			tʰ ou ²¹³																
173-3			l a p ⁴																
174-3			l w i																
175-3			tsʰ u ŋ ŋ																
176-3			l i ⁵⁵ ⁵⁵																
177-3			p a ʔ ²¹																
179-3			l j u ⁵⁵																
181-3			p e ŋ ³³																
182-3			kʰ i ⁵⁵																
189-3			k w ŋ ŋ																
191-3			t a ŋ ³³																
193-3			l i ŋ ⁵⁵																
198-3			t i ŋ ³³																
199-3			h j ŋ ŋ ³³																
2-4				i ³¹															
4-4				tɕʰ i ³¹															
5-4				ts a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a ŋ ŋ															
8-4				ɕ j a															
9-4				p u ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu ¹³															
32-4				j e ³¹															
33-4				y u ⁵³															
38-4				ə ⁵³															
40-4				ɥ o ŋ ³¹															
42-4				v u ⁵³															
43-4				tɕ i n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ³¹															
53-4				z ə n ³¹															
56-4				tɕ i n ⁴⁴															
59-4				tʰ a ³¹															
60-4				ts a ŋ ¹³															
64-4				n i n ³¹															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ⁴⁴															
87-4				ts u ¹³															
93-4				n i ⁵³															
98-4				n ai ³¹															
109-4				ɕ i n ¹³															
115-4				t au ⁵³															
118-4				tɕ j e															
124-4				tɕ j a ¹³															
127-4				ts o ⁵³															
133-4				tʰ au ⁴⁴															
144-4				s a ⁴⁴															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k w a ŋ ⁴⁴															
170-4				ə ⁵³															
171-4				tʰ u ³¹															
173-4				z ɿ ³¹															
174-4				n w ei															
175-4				tɕʰ ɥ a n ³¹															
176-4				n j a ŋ ³¹															
177-4				p e ³¹															
179-4				n j əu															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ³¹															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
193-4				n ə n ⁵³															
198-4				t ə n ¹³															
199-4				ɕ ɥ o ŋ ⁴⁴															
2-5					i ⁵²														
4-5					tsʰ ei ʔ ²³														
5-5					ts i ŋ ²⁴²														
6-5					s a ŋ ⁴⁴														
7-5					s ou ŋ ŋ														
8-5					x a e														
9-5					p w ɔ ⁴														
17-5					ts y ŋ ⁴⁴														
31-5					k j eu ³¹														
32-5					j a ²⁴²														
33-5					l y ³¹														
38-5					ŋ i ³¹														
40-5					ŋ ŋ ⁵²														
42-5					ŋ u														
43-5					ts y ŋ ⁴⁴														
46-5					w ɔ ŋ ⁵²														
52-5					l i ŋ ⁵²														
53-5					n i ŋ ⁵²														
56-5					k y ŋ ⁴⁴														
59-5					tʰ a ⁴⁴														
60-5					ts i ŋ ²⁴²														
64-5					l i ŋ ⁵²														
68-5					k j e ŋ ²¹³														
85-5					w ei ²⁴²														
86-5					t ei ²⁴²														
87-5					ts y ³¹														
93-5					n ɛ ³¹														
98-5					l ɛ ⁵²														
109-5					s i ŋ ⁴⁴														
115-5					t ɔ ⁴⁴														
118-5					ts j e ʔ														
124-5					k a ʔ ²³														
127-5					ts ɔ ³¹														
133-5					tʰ au ²¹³														
144-5					s a ʔ														
161-5					x y ŋ ⁴⁴														
166-5					k w a ŋ ⁴⁴														
170-5					ŋ i ³¹														
171-5					tʰ ou ²¹³														
173-5					l i ʔ ⁴														
174-5					l w ei														
175-5					tsʰ w ɔ ŋ														
176-5					l i ŋ ⁵²														
177-5					p a ʔ ²³														
179-5					l j ʔ ⁴														
181-5					p i ŋ ⁴⁴														
182-5					kʰ ei ²¹³														
189-5					k w a ŋ ⁴⁴														
191-5					t u ŋ ⁴⁴														
193-5					l i ŋ ⁵²														
198-5					t ei ŋ ²⁴²														
199-5					x y ŋ ⁴⁴														
2-6						j i t													
4-6						tʃʰ i k													
5-6						tʃ œ ŋ ²²													
6-6						ʃ aː n ⁵⁵													
7-6						ʃ œ ŋ ⁵⁵													
8-6						h a ²¹													
9-6						p u k ⁵													
17-6						tʃ u ŋ ⁵⁵													
31-6						k au ³⁵													
32-6						j ɛ ²²													
33-6						j y ²³													
38-6						j i ²³													
40-6						j u n ²¹													
42-6						ŋ u													
43-6						tʃ a ŋ ⁵⁵													
46-6						m ɔ ŋ ²¹													
52-6						l œ ŋ ²¹													
53-6						j a n ²¹													
56-6						k a n ⁵⁵													
59-6						tʰ a ⁵⁵													
60-6						tʃ œ ŋ ²²													
64-6						l a m ²¹													
68-6						k i n ⁵⁵													
85-6						w ai ²²													
86-6						t ai ²²													
87-6						tʃ y ³⁵													
93-6						n ai ²³													
98-6						l aːi ²¹													
109-6						ʃ a n ⁵⁵													
115-6						t ou ³⁵													
118-6						tʃ i ³³													
124-6						k a ³³													
127-6						tʃ ɔ ³⁵													
133-6						tʰ ou ⁵⁵													
144-6						ʃ a ⁵⁵													
161-6						h u ŋ ⁵⁵													
166-6						k w ɔ n ³³													
170-6						j i ²¹													
171-6						tʰ ou ³³													
173-6						j u k ²													
174-6						l œy ²³													
175-6						tʃʰ y n ²¹													
176-6						l œ ŋ ²¹													
177-6						p aː k													
179-6						l au k													
181-6						p ɪ ŋ ⁵⁵													
182-6						kʰ ei ⁵⁵													
189-6						k w n n ³³													
191-6						t u ŋ ⁵⁵													
193-6						l a m ²¹													
198-6						t a ŋ ²²													
199-6						h u ŋ ⁵⁵													
2-7							i ²¹³												
4-7							tɕʰ i ²¹³												
5-7							ts a ŋ ³⁵												
6-7							s a n ⁵⁵												
7-7							s a ŋ ³⁵												
8-7							x j ²¹³												
9-7							p u ²¹³												
17-7							ts o ŋ ⁵⁵												
31-7							tɕ j ou ⁴²												
32-7							j e ⁴²												
33-7							y ⁴²												
38-7							ɯ ⁴²												
40-7							y n n ²¹³												
42-7							u ⁴²												
43-7							tɕ i n ⁴²												
46-7							w a ŋ ²¹³												
52-7							n j a ŋ ²¹³												
53-7							n ə n ²¹³												
56-7							tɕ i n ⁵⁵												
59-7							tʰ a ⁵⁵												
60-7							ts a ŋ ³⁵												
64-7							n i n ²¹³												
68-7							tɕ j a n ³⁵												
85-7							w ei ³⁵												
86-7							t i ⁵⁵												
87-7							ts ou ³⁵												
93-7							n i ⁴²												
98-7							n ai ²¹³												
109-7							ɕ i n ⁵⁵												
115-7							t au ⁴²												
118-7							tɕ j e												
124-7							tɕ j a ³⁵												
127-7							ts o ⁴²												
133-7							tʰ ou ⁵⁵												
144-7							s a ⁵⁵												
161-7							ɕ j o ŋ ⁵⁵												
166-7							k w a ŋ ⁵⁵												
170-7							ɯ ⁴²												
171-7							tʰ ou ⁴²												
173-7							n ou ²¹³												
174-7							n ei ⁴²												
175-7							tsʰ w a n ²¹³												
176-7							n j a ŋ ⁴²												
177-7							p ɤ ²¹³												
179-7							n j ou ²¹³												
181-7							p i n ⁵⁵												
182-7							tɕʰ i ²¹³												
189-7							k w a n ⁵⁵												
191-7							t o ŋ ⁵⁵												
193-7							n ə n ²¹³												
198-7							t ə n ⁴²												
199-7							ɕ j o ŋ ⁵⁵												
2-8								i e											
4-8								tɕʰ i ²¹³											
5-8								ʈʂ a ŋ ŋ											
6-8								ʂ aː ²¹³											
7-8								ʂ a ŋ											
8-8								ɕ j a											
9-8								p u ²¹³											
17-8								ʈʂ u ŋ ²¹³											
31-8								tɕ j ou ⁵⁵											
32-8								j e ⁴²											
33-8								y u											
38-8								ə ⁵⁵											
40-8								yeː ²¹											
42-8								u ⁵⁵											
43-8								tɕ ieː ²¹³											
46-8								w a ŋ ⁴²											
52-8								l j a ŋ ⁴²											
53-8								ʐ eː ŋ											
56-8								tɕ ieː ²¹³											
59-8								tʰ a ²¹³											
60-8								ʈʂ a ŋ ²¹											
64-8								l i ŋ											
68-8								tɕ iaː ²¹											
85-8								w ei ²¹											
86-8								t i ²¹³											
87-8								ʈʂ u ²¹											
93-8								l i ⁵⁵											
98-8								l ɛ ⁴²											
109-8								ɕ ieː ²¹³											
115-8								t ɔ ⁵⁵											
118-8								tɕ j e ²¹³											
124-8								tɕ j a ²¹³											
127-8								ts w ə											
133-8								tʰ ɔ ⁵⁵											
144-8								ʂ a ²¹³											
161-8								ɕ y ŋ ²¹³											
166-8								k uaː a											
170-8								x ʅ											
171-8								tʰ u ⁵⁵											
173-8								ʐ ʅ ²¹											
174-8								l w ei ²¹											
175-8								tɕʰ yaː ⁴²											
176-8								l j a ŋ ⁴²											
177-8								p ei ²¹³											
179-8								l j ou ⁴²											
181-8								p i ŋ ²¹³											
182-8								tɕʰ i ⁴²											
189-8								k uaː ²¹³											
191-8								t u ŋ ²¹³											
193-8								l ə ŋ ⁴²											
198-8								t ə ŋ ²¹											
199-8								ɕ y ŋ ²¹³											
2-9									j i t										
4-9									tsʰ i t										
5-9									tsʰ ɔ ŋ ⁵²										
6-9									s a n ⁴⁴										
7-9									s ɔ ŋ ⁴⁴										
8-9									h a ¹¹										
9-9									p u k ¹										
17-9									tsʰ u ŋ ⁴⁴										
31-9									k j u ³¹										
32-9									j a ¹¹										
33-9									j u ³¹										
38-9									ɲ i ³¹										
40-9									j u n ¹¹										
42-9									v u ⁴⁴										
43-9									k i n ⁴⁴										
46-9									v ɔ ŋ ¹¹										
52-9									l j ɔ ŋ ¹¹										
53-9									ɲ ə n ¹¹										
56-9									k i n ⁴⁴										
59-9									tʰ a ⁴⁴										
60-9									tsʰ ɔ ŋ ⁵²										
64-9									l i m ¹¹										
68-9									k j a n ⁵²										
85-9									v i ⁵²										
86-9									t i ⁴⁴										
87-9									ts u ⁵²										
93-9									l i ³¹										
98-9									l ai ¹¹										
109-9									s j n ⁴⁴										
115-9									t au ³¹										
118-9									ts j a ⁵²										
124-9									k a a										
127-9									ts u ³¹										
133-9									tʰ u ⁵²										
144-9									s a ⁴⁴										
161-9									h j u ŋ ⁴⁴										
166-9									k ɔ n ⁴⁴										
170-9									ɲ i ³¹										
171-9									tʰ u ⁵²										
173-9									j i t ⁵										
174-9									l w i										
175-9									tsʰ j a n ¹¹										
176-9									l j ɔ ŋ ¹¹										
177-9									p a t ¹										
179-9									l j u ⁵										
181-9									p j a ŋ ⁴⁴										
182-9									kʰ i ¹¹										
189-9									k ɔ n ⁴⁴										
191-9									t u ŋ ⁴⁴										
193-9									l i n ¹¹										
198-9									t ɛ n ³¹										
199-9									h j u ŋ ⁴⁴										
2-10										i t ⁵									
4-10										tɕʰ i t									
5-10										tsʰ ɔ ŋ ²¹									
6-10										s a n ⁴²									
7-10										s ɔ ŋ ⁴²									
8-10										h j ²¹³									
9-10										p u k ⁵									
17-10										tsʰ u ŋ ⁴²									
31-10										tɕ j u ²¹³									
32-10										j a ²¹³									
33-10										y u ²¹³									
38-10										l i n									
40-10										y n ŋ									
42-10										u ²¹³									
43-10										tɕ i n ²¹³									
46-10										w ɔ ŋ ⁴⁵									
52-10										l j ɔ ŋ ⁴⁵									
53-10										l ə n ⁴⁵									
56-10										tɕ i n ⁴²									
59-10										tʰ a ⁴²									
60-10										ts ɔ ŋ ²¹									
64-10										l i n ⁴⁵									
68-10										tɕ j ɛ n ⁴⁵									
85-10										w i ⁴⁵									
86-10										tʰ i ⁴²									
87-10										ts u ²¹³									
93-10										l i ²¹³									
98-10										l ai ⁴⁵									
109-10										ɕ i n ⁴²									
115-10										t au ²¹³									
118-10										ts j ɛ ⁵									
124-10										k j ɛ									
127-10										ts u ²¹³									
133-10										tʰ u ⁴²									
144-10										s a ²¹³									
161-10										ɕ j u ŋ ⁴²									
166-10										k w ɔ ŋ ⁴²									
170-10										l a									
171-10										tʰ u ²¹³									
173-10										l u t ⁵									
174-10										l w i									
175-10										tɕʰ ɥ ɔ n									
176-10										l j ɔ ŋ ⁴⁵									
177-10										p a k ⁵									
179-10										l j u ⁵									
181-10										p i n ⁴²									
182-10										tɕʰ i ²⁴									
189-10										k w ɔ n ⁴²									
191-10										t u ŋ ⁴²									
193-10										l ə n ²¹³									
198-10										t ɛ n ²¹³									
199-10										ɕ j u ŋ ⁴²									
2-11											j ʔ ¹³								
4-11											tsʰ i ʔ ⁵								
5-11											z ɒː ¹³								
6-11											s ø ⁵³								
7-11											s ɒː ⁵³								
8-11											h a ⁵⁵								
9-11											p u ʔ								
17-11											z o ŋ ¹³								
31-11											tɕ j ɯ ⁵⁵								
32-11											ŋ a ¹³								
33-11											z ¹³ ¹³								
38-11											ɦ ə ¹³								
40-11											ɥ i ŋ ¹³								
42-11											ɦ u ¹³								
43-11											ts i ŋ ⁵⁵								
46-11											uɒː ¹³								
52-11											l iaː ¹³								
53-11											z ə ŋ ¹³								
56-11											tɕ i ŋ ⁵³								
59-11											tʰ o ⁵³								
60-11											z ɒː ¹³								
64-11											l i ŋ ¹³								
68-11											tɕ ɪ ŋ								
85-11											u ɛ ¹³								
86-11											t i ¹³								
87-11											ts ɥ ⁵⁵								
93-11											l i ¹³								
98-11											l a ¹³								
109-11											s i ŋ ⁵⁵								
115-11											t ɔ ⁵⁵								
118-11											ts ɪ ʔ ⁵								
124-11											k j a								
127-11											ts o ⁵⁵								
133-11											tʰ u ⁵⁵								
144-11											s o ⁵⁵								
161-11											ɕ j ŋ ŋ								
166-11											k w ə ŋ ⁵⁵								
170-11											ɦ ə ¹³								
171-11											tʰ u ⁵⁵								
173-11											z o ʔ ¹³								
174-11											l ei ¹³								
175-11											z ɥ ø								
176-11											l iaː ¹³								
177-11											p a ʔ ⁵								
179-11											l j ʔ ¹³								
181-11											p i ŋ ¹³								
182-11											tɕʰ i ⁵⁵								
189-11											k w ⁵³								
191-11											t o ŋ ⁵³								
193-11											l ə ŋ ¹³								
198-11											t ə ŋ ⁵⁵								
199-11											ɕ j o ŋ ⁵³								
2-12												i ²³							
4-12												tɕʰ i ²³							
5-12												tɕ a ŋ ³³							
6-12												s aː ⁵⁵							
7-12												s a ŋ ⁵⁵							
8-12												x j ²³							
9-12												p j ɛ ²³							
17-12												tɕ i n ⁵⁵							
31-12												tɕ j ʊ ²¹							
32-12												ŋ o ²³							
33-12												y ²¹ ²¹							
38-12												j e							
40-12												i n ²³							
42-12												əu ²¹							
43-12												tɕ i n ²¹							
46-12												a ŋ ²³							
52-12												n j a ŋ ³³							
53-12												i n n							
56-12												tɕ i n ⁵⁵							
59-12												tʰ a ⁵⁵							
60-12												tɕ a ŋ ³³							
64-12												n i n ²³							
68-12												tɕ ɪː ⁵⁵							
85-12												w i ³⁵							
86-12												t i ⁵⁵							
87-12												t y ³³							
93-12												n i ²¹							
98-12												n a ²³							
109-12												ɕ i n ⁵⁵							
115-12												t ə ²¹							
118-12												tɕ j o ³⁵							
124-12												k j o							
127-12												ts ʊ ²¹							
133-12												tʰ əu ⁵⁵							
144-12												s o ⁵⁵							
161-12												ɕ i n ⁵⁵							
166-12												k a ŋ ⁵⁵							
170-12												i ²³							
171-12												tʰ əu ³⁵							
173-12												i j							
174-12												n w e							
175-12												d uiː ²³							
176-12												n j a ŋ ²³							
177-12												p j ɛ ²³							
179-12												n j ʊ ²³							
181-12												p i n ⁵⁵							
182-12												tɕʰ i ²³							
189-12												k uɛː ⁵⁵							
191-12												t a ŋ ⁵⁵							
193-12												n i n ²³							
198-12												t iɛː ²¹							
199-12												ɕ i n ⁵⁵							
2-13													i ɤ						
4-13													tsʰ i ʔ						
5-13													z ɒ ŋ ³¹						
6-13													s ø ⁴⁴						
7-13													s ɒ ŋ ⁴⁴						
8-13													ɦ j ²⁴						
9-13													p u ʔ ⁴						
17-13													z o ŋ ³¹						
31-13													tɕ øy ⁵²						
32-13													j ɒ ²⁴						
33-13													z ³¹ ³¹						
38-13													l ²⁴						
40-13													j ə n ²⁴						
42-13													əu ⁴⁴						
43-13													ts i n ⁴⁴						
46-13													ɦ w ŋ ²⁴						
52-13													l j a ŋ ²⁴						
53-13													z ə n ²⁴						
56-13													tɕ i n ⁴⁴						
59-13													tʰ ɛ ⁴⁴						
60-13													z ɒ ŋ ³¹						
64-13													l i n ²⁴						
68-13													tɕ ɪ ⁴⁴						
85-13													ɦ u ɛ ³¹						
86-13													t i ³¹						
87-13													ts ɥ ⁵²						
93-13													l i ³¹						
98-13													l ɛ ²⁴						
109-13													s i n ⁴⁴						
115-13													t æ ⁵²						
118-13													ts j ɒ ⁴¹²						
124-13													tɕ j ɒ ⁴¹²						
127-13													ts əu ⁵²						
133-13													tʰ əu ⁴⁴						
144-13													s o ⁴⁴						
161-13													s j ŋ ⁴⁴						
166-13													k w ø ⁴¹²						
170-13													z ²⁴						
171-13													tʰ əu ⁵²						
173-13													z ɤ ʔ ²³						
174-13													l ɛ ³¹						
175-13													z j ø						
176-13													l j a ŋ ²⁴						
177-13													p ɒ ʔ ⁴						
179-13													l øy ²⁴						
181-13													p i n						
182-13													tɕʰ i ⁴¹²						
189-13													k w ø ⁴¹²						
191-13													t o ŋ ⁴⁴						
193-13													l ə n ²⁴						
198-13													t ə n ⁵²						
199-13													s j o ŋ ⁴⁴						
2-14														i ¹¹					
4-14														tɕʰ i ʔ					
5-14														ts ɒː ⁴⁵					
6-14														s æː ¹¹					
7-14														s uɒː ¹¹					
8-14														ɕ j a					
9-14														p u ʔ					
17-14														ts u ŋ ¹¹					
31-14														tɕ j ou ⁴⁵					
32-14														j ɛ ¹¹					
33-14														ts u ⁴⁵					
38-14														ə ⁵³					
40-14														y ŋ ¹¹					
42-14														v u ⁵³					
43-14														tɕ i ŋ ¹¹					
46-14														v ɒː ¹¹					
52-14														l iɒː ¹¹					
53-14														z ə ŋ ¹¹					
56-14														tɕ i ŋ ¹¹					
59-14														tʰ w ¹¹					
60-14														ts ɒː ⁴⁵					
64-14														l i ŋ ¹¹					
68-14														tɕ j ɛ ¹¹					
85-14														v ei ⁴⁵					
86-14														t i ⁴⁵					
87-14														ts u ⁴⁵					
93-14														n i ⁵³					
98-14														l ai ¹¹					
109-14														ɕ i ŋ ¹¹					
115-14														t au ⁵³					
118-14														tɕ j ɛ ⁴⁵					
124-14														tɕ j a ʔ					
127-14														ts w ə					
133-14														tʰ u ¹¹					
144-14														s a ¹¹					
161-14														ɕ y ŋ ¹¹					
166-14														k u ŋ					
170-14														ə ⁵³					
171-14														tʰ u ¹¹					
173-14														y ə ʔ ²					
174-14														l w ei					
175-14														tɕʰ ɥ ɛ ¹¹					
176-14														l iɒː ¹¹					
177-14														p a ʔ ²					
179-14														l j ou ʔ					
181-14														p i ŋ ¹¹					
182-14														tɕʰ i ¹¹					
189-14														k uæː ¹¹					
191-14														t u ŋ ¹¹					
193-14														l ə ŋ ¹¹					
198-14														t ə n ⁵³					
199-14														ɕ y ŋ ¹¹					
2-15															ɦ i ²¹²				
4-15															tsʰ ɿ ³²³				
5-15															ɦ i ɔ				
6-15															s a ⁴⁴				
7-15															s i ⁴⁴				
8-15															x a ⁴⁵				
9-15															p u ³²³				
17-15															tɕ ɥ o ŋ ⁴⁴				
31-15															tɕ j au				
32-15															ɦ i ³¹				
33-15															ɦ ɿ ³⁴				
38-15															z ɿ ²²				
40-15															ɦ j a ŋ				
42-15															ŋ ⁴⁵				
43-15															tɕ j a ŋ ⁴⁴				
46-15															ɦ w ɔ ³¹				
52-15															l i ³¹				
53-15															z a ŋ				
56-15															tɕ j a ŋ ⁴⁴				
59-15															tʰ a ⁴⁴				
60-15															ɦ ɔ ɔ				
64-15															l e ŋ ²²				
68-15															tɕ i ⁴²				
85-15															v u ²²				
86-15															t ei ⁴⁴				
87-15															ts ɿ ²²				
93-15															l ei ³⁴				
98-15															l a ³¹				
109-15															s a ŋ ⁴⁴				
115-15															t ɜ ⁴⁵				
118-15															tɕ i ⁴⁵				
124-15															k a ³²³				
127-15															ts əu ⁴⁵				
133-15															tʰ ɵy ⁴⁴				
144-15															s a ⁴⁴				
161-15															ɕ ɥ ⁴⁴				
166-15															k o ⁴⁴				
170-15															z ei ³¹				
171-15															tʰ ɵy ⁴²				
173-15															ɦ ai ²¹²				
174-15															l ai ³⁴				
175-15															tɕʰ y ³¹				
176-15															l i ³¹				
177-15															p a ³²³				
179-15															l j ²¹²				
181-15															b e ŋ ²²				
182-15															tsʰ ɿ ⁴⁴				
189-15															k y ⁴⁴				
191-15															t o ŋ ⁴⁴				
193-15															l a ŋ ³¹				
198-15															d a ŋ ²²				
199-15															ɕ ɥ ɔ				
2-16																i a			
4-16																tsʰ i k ³²			
5-16																ts ɔ ŋ ŋ			
6-16																s a n ⁵⁵			
7-16																s j ɔ ŋ ⁵⁵			
8-16																h j a			
9-16																p ɔ k ³²			
17-16																ts j ŋ ŋ			
31-16																k j u ⁵¹			
32-16																j a ⁵¹			
33-16																dz u ⁵¹			
38-16																dz i ⁵¹			
40-16																h n n			
42-16																ɔ ⁵¹			
43-16																ts u n ⁵¹			
46-16																b ɔ ŋ ²⁴			
52-16																l j ɔ ŋ ²⁴			
53-16																l i m ²⁴			
56-16																k u n ⁵⁵			
59-16																tʰ a ⁵⁵			
60-16																ts ɔ ŋ ŋ			
64-16																l i m ²⁴			
68-16																k j a n ⁵⁵			
85-16																w i ³³			
86-16																t e ⁵⁵			
87-16																ts u ³³			
93-16																l i ⁵¹			
98-16																l ai ²⁴			
109-16																s ɪ ŋ ⁵⁵			
115-16																t o ⁵¹			
118-16																ts j a ¹¹			
124-16																k a a			
127-16																ts ɔ ⁵¹			
133-16																tʰ ɔ ⁵⁵			
144-16																s w a			
161-16																h j ɔ ŋ ⁵⁵			
166-16																k ɔ a n			
170-16																dz i ⁵¹			
171-16																tʰ ɔ ¹¹			
173-16																l i p ⁵			
174-16																l w i			
175-16																tsʰ w a n ²⁴			
176-16																l j ɔ ŋ ²⁴			
177-16																p a t ³²			
179-16																l j u ⁵			
181-16																p ɪ ŋ ⁵⁵			
182-16																kʰ i ²⁴			
189-16																k w a n ⁵⁵			
191-16																t ɔ ŋ ⁵⁵			
193-16																l i m ²⁴			
198-16																t ɪ ŋ ⁵⁵			
199-16																h j ɔ ŋ ⁵⁵			
2-17																	i ²¹		
4-17																	tɕʰ i ²¹		
5-17																	ts a ŋ ⁵⁵		
6-17																	s aː ²¹		
7-17																	ɕ a ŋ		
8-17																	x j a		
9-17																	p u ²¹		
17-17																	pf o ŋ ²¹		
31-17																	tɕ j ou ⁵³		
32-17																	j e ²¹		
33-17																	y ⁵³		
38-17																	l ⁵³		
40-17																	y ŋ ²⁴		
42-17																	u ⁵³		
43-17																	tɕ ieː ²¹		
46-17																	v a ŋ ²⁴		
52-17																	l j a ŋ ²⁴		
53-17																	ʈʂʰ eː ²⁴		
56-17																	tɕ ieː ²¹		
59-17																	tʰ a ²¹		
60-17																	ts a ŋ ⁵⁵		
64-17																	l i ŋ ²⁴		
68-17																	tɕ iaː ⁵⁵		
85-17																	w ei ⁵⁵		
86-17																	t i ²¹		
