COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
144-6						a u a w a tʃ i i				
150-6						k a w				
234-6						k u m				
236-6						p i k u g				
241-6						a w i g				
249-6						i tʃ i				
1-6						w a t a				
2-6						w u m				
65-6						i w i				
74-6						p a g a				
93-6						t u p a k i tʃ i				
95-6						w i k i tʃ i				
106-6						t u g i tʃ i				
119-6						i m t tʃ i tʃ i				
128-6						h u k i tʃ i				
147-6						t i m i tʃ i				
231-6						p a g a w u				
232-6						p i i u u i				
239-6						n a m a k a				
266-6						i t i m i				
3-6						w u w i k u				
4-6						w a t i				
55-6						i h a m				
97-6						m a h u m i				
109-6						u p i m i tʃ i				
160-6						k i h i k				
52-7							t t e			
56-7							u m e			
96-7							a t a i			
99-7							a r i k u d			
114-7							t u k i i			
115-7							u u i e i i			
133-7							t i p a a a i i			
144-7							a t a w a i			
150-7							k a w			
234-7							k u m			
236-7							p i k u d			
241-7							a w i d			
249-7							i e e			
1-7							w a t a			
2-7							w w m			
65-7							i w i			
74-7							p a d a			
93-7							t u p a r i n i			
95-7							w i k i			
106-7							t u d e i i			
119-7							i a t t i			
128-7							k u k u i			
147-7							t i m i i			
231-7							p a d a w u			
232-7							p i i u a a			
266-7							i t i m			
3-7							a u r r k u			
4-7							w a t i ʔ			
51-7							u w e			
55-7							i h a m			
97-7							m a p u m			
109-7							u p i i i			
121-7							k a p i a a k a			
149-7							t u k			
160-7							k i r i k			
163-7							u p e d			
52-8								t t t		
56-8								u m e		
96-8								a t a s		
99-8								a r i k u i		
114-8								t u k i s i		
115-8								u u i s s i		
133-8								t i u r a a s i		
144-8								a t a w a s i		
150-8								k a w		
234-8								k u m		
236-8								u i k u n		
241-8								a w i n		
249-8								i s e		
1-8								w a t a		
2-8								w u y y		
65-8								i w i		
74-8								u a n a		
93-8								t u u a k i s i		
95-8								w i k i		
119-8								i m t t i s		
231-8								u a n a u u		
232-8								u i u u u		
239-8								s a m a k a n		
3-8								u u k k k u		
4-8								w a t i y		
51-8								u w e		
55-8								i k a m		
109-8								u u i t i		
121-8								k a u i m r k a i		
149-8								t u k		
163-8								u u e n		
52-9									i t e	
56-9									o m e	
96-9									a r a ʃ i	
99-9									a r i h e n	
114-9									t o k i ʃ i	
115-9									i h r i ʃ i ʔ	
133-9									t i p a r a ʃ i	
144-9									a a a w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p i k o n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w w m m	
65-9									i w ʃ	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									w i k i ʃ i	
106-9									t i n i i i	
119-9									i r t i i i	
128-9									h o k i ʃ i	
147-9									t i m i ʃ i	
231-9									p a n a w o ʔ	
232-9									p i i i i o	
239-9									n a m a k a n	
266-9									i ʃ i m	
3-9									w o r i k o	
4-9									w a r i ʔ	
51-9									i w e	
55-9									i h a m	
97-9									m a h o m	
109-9									i p i i i ʃ i	
121-9									k a p i j a k i i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p e n	
52-10										i t e
56-10										h m e ʔ
96-10										a r a i ʔ
99-10										a r i k o n
114-10										t o k i tʃ i ʔ
115-10										y h i tʃ i i
133-10										t i p a r tʃ i ʔ
144-10										a t a w a tʃ i ʔ
150-10										k a w
234-10										k o m
236-10										p i k y n
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a t a ʔ
2-10										w w m m
65-10										i w i ʔ
74-10										p a n a
93-10										t o p a r i tʃ i ʔ
95-10										w i k i tʃ
106-10										t y n i tʃ i ʔ
119-10										i j t tʃ i i i
128-10										h o k i tʃ i
147-10										t i m i tʃ i ʔ
231-10										p a n a w o ʔ
232-10										h i i i o w
239-10										n a m a k a n
266-10										i t i m
3-10										w h h n h o ʔ
4-10										w a r i ʔ
51-10										y w e ʔ
55-10										i h a m
97-10										m a h o m a
121-10										k a p i j a k i i i
149-10										t o k
160-10										k i r i k
163-10										y p e n
