COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
731-1	l u							
973-1	ts a ŋ							
974-1	ʑ ɔ s							
979-1	ts a ŋ							
182-1	kʰ a							
993-1	ʑ i s							
994-1	w u							
1001-1	s u							
1002-1	t ɔ k							
1005-1	ʑ a ɹ							
1009-1	h a							
1022-1	ɕ a							
1021-1	dʑ a k							
1043-1	ɔː a ŋ							
1049-1	t ɔ s							
1065-1	ɕ i n							
1068-1	w ɔi							
1077-1	w u ŋ							
1081-1	w a ŋ							
1084-1	ts ɔː ŋ							
1092-1	m ɛi							
1091-1	tsʰ i							
1096-1	ɲ i							
1097-1	p a							
1102-1	ɲ i							
1104-1	t ɔ s							
1108-1	dʑ a k							
552-1	p a							
1111-1	pʰ a a							
1116-1	ʑ i s							
722-1	h a							
1141-1	w a m							
1147-1	p a							
1146-1	s u							
1150-1	tʰ a ŋ							
1151-1	i ŋ							
1158-1	dʑ a k							
1159-1	p u							
1164-1	t ɔ							
1163-1	h a							
1167-1	ts ɔː ŋ							
1171-1	h a							
1177-1	ʑ u p							
1187-1	h ɛi							
1189-1	ts i k							
52-1	kʰ a							
1195-1	ɕ i							
1203-1	t ɔ k							
1211-1	w ɛi							
329-1	w ai							
1217-1	ʑ i n							
72-1	kʰ a							
1218-1	dʑ i k							
1222-1	tɕʰ a ŋ							
1229-1	ts a ŋ							
1238-1	t a ŋ							
1249-1	ɲ i							
1252-1	w a							
1254-1	ɕ ɔ s							
1253-1	ʑ ɔ ŋ							
1257-1	t ɔ s							
1263-1	tɕʰ i							
1266-1	dʑ a k							
584-1	t ɔ ŋ							
7-1	ɔ ɛi							
1191-1	l j ɔː ŋ							
13-1	tɕʰ u							
18-1	p u							
33-1	ʑ a s							
74-1	tɕʰ a ŋ							
81-1	ts a							
83-1	ɕ a k							
89-1	t a m							
90-1	ʑ i k							
123-1	tɕʰ ɔ k							
122-1	kʰ a n							
121-1	m ɛi							
154-1	tɕʰ i							
159-1	ɕ a							
161-1	t i							
170-1	tɕʰ i k							
91-1	i							
181-1	n i							
186-1	dʑ a							
191-1	ɕ i							
217-1	p a							
221-1	tsʰ a							
252-1	tɕʰ i m							
253-1	w a m							
261-1	t ɛi							
262-1	t ɛi							
281-1	tɕʰ a k							
287-1	h a ŋ							
288-1	h a							
292-1	t ɔ k							
297-1	d ɔ k							
311-1	kʰ i							
332-1	t ɛi							
358-1	j a ŋ							
366-1	h a							
378-1	tɕʰ ɔ k							
382-1	ɲ a							
392-1	ts a k							
397-1	p a							
471-1	m ɔ ŋ							
477-1	tɕʰ u							
478-1	l i							
481-1	tɕʰ a k							
483-1	ʑ a ŋ							
511-1	kʰ							
525-1	ɕ i							
542-1	ts a ŋ							
638-1	ʑ a m							
656-1	tsʰ a							
657-1	t a ŋ							
659-1	kʰ u							
711-1	s u							
745-1	ʑ i n							
818-1	t i k							
825-1	kʰ i							
839-1	dʑ a							
841-1	j ɛi							
894-1	b n u							
932-1	ɕ ɔː							
936-1	l i							
943-1	tɕʰ a k							
965-1	ts a ŋ							
1039-1	ɕ a ŋ							
1044-1	ɔ							
1076-1	t a							
1126-1	dʑ a k							
1131-1	pʰ i							
1132-1	tɕʰ a k							
1166-1	tɕʰ a k							
1175-1	tɕʰ a n							
944-1	t ɔ ŋ							
1199-1	t ɔ ŋ							
1256-1	tɕʰ ɔ ŋ							
1282-1	t a							
1283-1	j ɛi							
30-1	l ɔ n							
32-1	p a							
59-1	ʑ i n							
68-1	a							
69-1	l a ŋ							
82-1	t a ɹ							
88-1	ʑ i k							
100-1	ʑ i n							
116-1	w a k							
142-1	kʰ j a k							
155-1	kʰ t a ŋ							
268-1	p u							
285-1	tɕʰ a m							
315-1	h u							
318-1	w u							
406-1	n i							
421-1	a a k							
436-1	p u							
515-1	p u							
516-1	tɕʰ a k							
524-1	ɕ a ŋ							
545-1	kʰ a k							
566-1	kʰ a k							
579-1	ɕ i k							
587-1	ts i k							
597-1	ɕ ɛi							
166-1	h ɔ k							
644-1	w a m							
687-1	h i k							
733-1	t a m							
738-1	ʑ i k							
755-1	h a n							
1-2		tɕʰ a						
5-2		n a						
4-2		tʰ ɐ k						
6-2		n i ŋ						
15-2		tɕʰ a						
55-2		h a						
56-2		a						
60-2		s ɛː						
61-2		tʰ u ŋ						
80-2		dʑ ɔ k						
87-2		tɕʰ a						
86-2		pʰ n a						
92-2		pʰ a a						
102-2		h ɛː						
106-2		pʰ u k						
108-2		t a						
107-2		pʰ a a						
112-2		pʰ a ŋ						
115-2		s						
114-2		tʰ u ŋ						
120-2		t a						
124-2		a						
125-2		tʰ ɔ k						
132-2		h ɐ̃ː						
131-2		r i ŋ						
136-2		tɕʰ a						
134-2		pʰ ɐ k						
137-2		a						
138-2		tɕʰ ɔ k						
140-2		h a						
143-2		tɕʰ ɐ k						
145-2		tɕʰ ɛ						
147-2		h ɛː						
149-2		n ɐ k						
153-2		s						
152-2		tʰ a ŋ						
158-2		tɕʰ ɐ k						
163-2		h a						
164-2		n a						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		pʰ y k						
173-2		tʰ øˀ						
183-2		h ɛː						
185-2		m ɛ						
188-2		t a ŋ						
189-2		tɕ i ŋ						
193-2		h ɐ̃ː						
196-2		z ɐ̃ː						
199-2		tɕʰ ɛː						
200-2		tʰ a ŋ						
201-2		tɕʰ a						
202-2		tʰ a						
203-2		tʰ u ŋ						
204-2		b a						
206-2		n y ŋ						
117-2		b a						
146-2		tɕʰ ɛ						
219-2		tʰ ɐ̃						
218-2		tɕʰ ɛː						
224-2		h u ŋ						
240-2		tɕʰ ɐ k						
244-2		j ɐ						
255-2		n øˀ						
260-2		b a						
263-2		h a						
269-2		tʰ tɕʰ ɐ						
271-2		tʰ ɐ k						
209-2		tɕʰ ɛ						
277-2		m a						
278-2		tʰ a ŋ						
135-2		t a						
284-2		m a						
797-2		a						
290-2		n i ŋ						
289-2		tɕʰ ɔ k						
296-2		n a						
310-2		s m						
319-2		a						
325-2		h a						
327-2		tɕʰ ɛː						
331-2		t a						
337-2		pʰ t a ŋ						
338-2		n i ŋ						
339-2		ɐ̃ː						
350-2		g u						
349-2		tʰ u ŋ						
357-2		tɕʰ a						
355-2		a						
363-2		s a						
361-2		t a						
365-2		z a ŋ						
364-2		tɕʰ ɐ k						
375-2		z u k						
379-2		s ɐ k						
380-2		tɕʰ a						
396-2		a a						
400-2		m ə						
405-2		tʰ a ŋ						
404-2		s y ŋ						
409-2		r dʑ ɐ k						
410-2		dʑ ɐ k						
415-2		b a						
416-2		b a						
101-2		n u ŋ						
37-2		tɕʰ a						
424-2		tɕʰ ɛː						
434-2		tɕʰ ɛ ŋ						
445-2		b						
446-2		s a						
451-2		t a						
457-2		n a ŋ						
456-2		b n a						
464-2		pʰ tɕʰ a ŋ						
473-2		tɕʰ a						
474-2		a ŋ						
479-2		s i ŋ						
489-2		h a						
490-2		h ɐ̃ː						
494-2		s a						
503-2		g a						
502-2		s a ŋ						
235-2		l u ŋ						
519-2		h a						
523-2		ɐ k						
527-2		tʰ tɕʰ ɛ ŋ						
538-2		s						
544-2		j a ŋ						
850-2		a						
554-2		tɕʰ a						
553-2		n i ŋ						
558-2		tʰ u ŋ						
561-2		s a						
562-2		b a						
564-2		h ɛː						
567-2		h a						
570-2		b a						
575-2		a						
582-2		h a						
585-2		a						
589-2		t ɔ ŋ						
593-2		d a ŋ						
594-2		h u ŋ						
595-2		tʰ y						
596-2		n ɐ k						
598-2		z u k						
599-2		tʰ øˀ						
602-2		h ɛː						
603-2		n a						
606-2		s yː ŋ						
605-2		b a						
620-2		h ɛː						
637-2		pʰ ɐ k						
639-2		tɕʰ a						
645-2		tɕʰ a						
646-2		r a ŋ						
168-2		h dʑ ɐ k						
658-2		h a ŋ						
665-2		b a						
668-2		h a						
677-2		tʰ a ŋ						
75-2		tʰ u ŋ						
678-2		s a						
682-2		n i ŋ						
493-2		z y						
693-2		s a						
694-2		m u						
702-2		tɕʰ ɔ ŋ						
704-2		m a						
176-2		h a						
709-2		s a						
710-2		t ɔ k						
714-2		m tɕ a k						
718-2		g ɐ̃						
719-2		tɕʰ a ŋ						
22-2		m a						
723-2		tɕ i ŋ						
726-2		s a ŋ						
729-2		b m						
730-2		n ɛː						
739-2		pʰ u a						
740-2		b a						
741-2		tɕʰ ɔ k						
744-2		a						
743-2		h a ŋ						
746-2		pʰ u ŋ						
748-2		tʰ øˀ k						
747-2		tɕʰ a						
749-2		tʰ a ŋ						
751-2		t a						
762-2		l i ŋ						
764-2		h a ŋ						
765-2		tɕʰ a						
788-2		n u n						
615-2		l ɐ k						
803-2		s a						
802-2		n ɐ k						
808-2		b a						
809-2		tɕʰ a						
819-2		dʑ y k						
821-2		h a						
820-2		b a						
828-2		dʑ ɐ k						
827-2		b a						
835-2		n a						
308-2		n a						
844-2		z i						
848-2		m a						
705-2		h a						
613-2		a						
649-2		h dʑ ɐ k						
876-2		tɕʰ ɐ̃ː						
878-2		n u ŋ						
889-2		h u						
898-2		n y k						
902-2		h u ŋ						
910-2		a ŋ						
916-2		h a						
919-2		h ɛː						
922-2		s ɐ						
930-2		tɕʰ a						
933-2		t ɛː						
939-2		r dʑ ɐ k						
947-2		l a ŋ						
948-2		n u						
963-2		z ɐ̃ː						
967-2		tɕʰ ɛ k						
969-2		s						
970-2		dʑ u k						
972-2		n a						
731-2		m a						
973-2		tɕ i ŋ						
974-2		n y						
979-2		dʑ a ŋ						
182-2		tɕʰ a						
993-2		n i						
994-2		a a						
1001-2		s ɐ̃ː						
1002-2		tʰ u k						
1005-2		tɕʰ u						
1009-2		kʰ ɐ̃ː						
1022-2		s ɐ̃						
1021-2		dʑ u k						
1043-2		n u ŋ						
1049-2		t a						
1065-2		tɕʰ ɛ						
1068-2		a a						
1077-2		r u ŋ						
1081-2		r u ŋ						
1084-2		h i ŋ						
1092-2		m u						
1091-2		tɕʰ a						
1096-2		n a						
1097-2		tɕʰ a						
1102-2		n ɛː						
1104-2		tʰ a						
1108-2		tɕʰ ɐ k						
552-2		tɕʰ a						
1111-2		b u a						
1116-2		z ɐ̃ː						
722-2		kʰ ɐ̃ː						
1141-2		h ɔ ŋ						
1147-2		b a						
1146-2		tɕʰ a						
1150-2		h b a ŋ						
1151-2		a ŋ						
1158-2		tɕʰ ɐ k						
1159-2		b a						
1164-2		t u						
1163-2		h a						
1167-2		s a ŋ						
1171-2		h a						
1177-2		z y k						
1187-2		kʰ ɐ̃ː						
1189-2		n i k						
52-2		tɕʰ a						
1195-2		tɕʰ ɐ̃ː						
1203-2		tɕʰ y k						
1211-2		a a						
329-2		h a						
1217-2		m ɐ						
72-2		tɕʰ a						
1218-2		tɕʰ ɐ k						
1222-2		tɕʰ ɛ ŋ						
1229-2		tɕʰ a ŋ						
1238-2		tʰ a ŋ						
1249-2		h a						
1252-2		a a						
1254-2		s y						
1253-2		s y ŋ						
1257-2		kʰ a						
1263-2		tɕʰ a						
1266-2		tɕʰ ɐ k						
584-2		tʰ u ŋ						
7-2		a a						
1191-2		r b a ŋ						
18-2		b a						
33-2		n øˀ						
74-2		tʰ a ŋ						
81-2		s a ŋ						
83-2		s ɔ k						
104-2		h ə						
123-2		dʑ u						
122-2		kʰ u						
121-2		m u						
154-2		h eː						
161-2		s eː						
170-2		t a						
91-2		eː						
181-2		m uː						
186-2		tɕʰ uː						
191-2		s ə						
211-2		tɕʰ u						
210-2		tɕʰ a						
217-2		b a						
221-2		n y						
233-2		tɕʰ iː						
246-2		tɕʰ iː						
252-2		tɕʰ a ŋ						
253-2		n a ŋ						
261-2		b a						
262-2		m u						
281-2		tɕʰ ɛ k						
287-2		l u						
288-2		n uː						
292-2		t a k						
297-2		kʰ a k						
332-2		b a						
342-2		ɔ k						
358-2		n a ŋ						
366-2		tɕʰ ɐ̃ː						
378-2		tɕʰ u k						
382-2		n a						
392-2		tɕʰ ɔ k						
397-2		b a						
437-2		h ɛː						
444-2		pʰ l ɔ k						
465-2		tɕʰ ɛ̃ĩ						
471-2		m u ŋ						
477-2		b m						
478-2		r ɛ̃ĩː						
481-2		tɕʰ ɐ k						
483-2		s i ŋ						
500-2		n i ŋ						
511-2		b						
525-2		s eː						
542-2		tɕʰ a ŋ						
625-2		n u ŋ						
638-2		n a ŋ						
640-2		pʰ tɕʰ ɛ						
656-2		tɕʰ ɐ̃ː						
657-2		tʰ u ŋ						
818-2		tʰ a k						
825-2		b ə						
839-2		tɕʰ ɐ̃ː						
841-2		n a						
932-2		s						
936-2		m ə						
943-2		b a k						
965-2		tʰ u ŋ						
981-2		tɕʰ iː						
1039-2		s yː ŋ						
1044-2		u						
1076-2		t a						
1126-2		tʰ ɛ						
1131-2		b h uː						
1132-2		tɕʰ ɛ k						
1166-2		b a k						
1175-2		tɕʰ a						
944-2		t a ŋ						
1199-2		tɕ a ŋ						
1228-2		n ɔ k						
1256-2		tɕʰ ɔ ŋ						
1282-2		tɕʰ a						
1283-2		h a						
32-2		b a						
48-2		n y						
78-2		l i ŋ						
77-2		z ɔ k						
82-2		t a						
103-2		s u ŋ						
113-2		pʰ y						
116-2		j a k						
10-2		a						
192-2		tɕʰ ɛ						
198-2		tɕʰ ɛ ŋ						
232-2		s i ŋ						
247-2		s uː ŋ						
282-2		s y						
306-2		tɕʰ r a						
321-2		tɕʰ ɛ k						
352-2		tʰ y						
367-2		n ɛ̃ĩ						
368-2		ɛ k						
372-2		s a						
373-2		tʰ i ŋ						
439-2		a ɛː						
129-2		tɕʰ a						
390-2		tɕʰ øˀ						
399-2		h u ŋ						
826-2		m y						
432-2		pʰ u k						
438-2		n y						
440-2		s ɛ k						
476-2		z y						
491-2		a						
205-2		z y						
513-2		h ɐ̃ː						
520-2		tʰ u						
524-2		m m m						
151-2		n u ŋ						
572-2		n ɛː						
574-2		tɕʰ ɛ̃ĩ						
583-2		tɕʰ ɛ						
597-2		tɕʰ ɛː						
609-2		tɕʰ tʰ ɛ						
612-2		h ɛ						
166-2		h ɔ						
622-2		tɕʰ iː						
667-2		tɕʰ ɛ						
689-2		tɕʰ u						
690-2		tɕʰ ɛ ŋ						
752-2		h ɛː						
755-2		tɕ a						
1-3			t u					
5-3			ɕ i					
4-3			t a k					
6-3			l a ŋ					
15-3			p i					
55-3			l u					
56-3			u					
60-3			ɕ i					
61-3			tʰ u ŋ					
80-3			ɕ ɔ k					
87-3			tɕʰ a					
86-3			pʰ l a					
92-3			pʰ l a					
102-3			ɕ i					
106-3			pʰ ɔ k					
108-3			t i					
107-3			pʰ l a					
112-3			pʰ a ŋ					
115-3			ɕ n					
114-3			t ɔ ŋ					
120-3			t u					
124-3			i					
125-3			t ɔ k					
132-3			ɕ i					
131-3			l i ŋ					
136-3			ɕ i					
134-3			tɕʰ a k					
137-3			a					
138-3			t ɔ k					
140-3			ɕ w a					
143-3			tɕʰ i k					
145-3			tɕʰ a k					
147-3			ɕ i					
149-3			l ɔ k					
153-3			ɕ n					
152-3			tʰ a ŋ					
158-3			ts ɔ k					
163-3			l i					
164-3			ɕ u					
167-3			pʰ a ŋ					
171-3			ʑ a ŋ					
172-3			p u k					
173-3			t ɔ s					
183-3			l ei					
185-3			ɕ a					
188-3			kʰ a ŋ					
189-3			ts i ŋ					
193-3			ɕ i					
196-3			ʑ i s					
199-3			t i					
200-3			kʰ a ŋ					
201-3			t i					
202-3			kʰ a s					
203-3			tʰ a ŋ					
204-3			p u					
206-3			ʑ a ŋ					
117-3			p u					
146-3			ʑ ɔ k					
219-3			pʰ p ŋ					
218-3			t i					
224-3			ʑ a ŋ					
240-3			tɕʰ a k					
244-3			w i s					
255-3			ɕ i s					
260-3			p a					
263-3			l a					
269-3			tʰ i k					
271-3			tɕʰ a k					
209-3			ʑ ɔ k					
277-3			ʑ i n					
278-3			p a ŋ					
135-3			t i					
284-3			ɕ u					
797-3			u					
290-3			l i ŋ					
289-3			ts i k					
296-3			ɲ i					
310-3			ɕ a					
319-3			i					
325-3			l i					
327-3			t a					
331-3			t a					
337-3			b j a ŋ					
338-3			w i ŋ					
339-3			i s					
350-3			p ɔ					
349-3			tʰ a ŋ					
357-3			p a					
355-3			a					
363-3			h ɔ ŋ					
361-3			t a					
365-3			ʑ a ŋ					
364-3			tɕʰ i k					
375-3			l ɔ k					
379-3			ʑ a k					
380-3			p u					
396-3			w a					
400-3			ɕ i					
405-3			tʰ a ŋ					
404-3			ʑ a ŋ					
409-3			l i k					
410-3			tɕʰ ɔ k					
415-3			p a					
416-3			p a					
101-3			ʑ a					
37-3			t u					
424-3			t ei					
434-3			tɕʰ a ŋ					
445-3			p k					
446-3			ɕ i					
451-3			t u					
457-3			ʑ a ŋ					
456-3			pʰ l a					
464-3			b i ŋ					
473-3			ɕ i					
474-3			ɔ ŋ					
479-3			ʑ a ŋ					
489-3			w i					
490-3			ʑ i s					
494-3			ɕ i					
503-3			p i					
502-3			ʑ ɔ ŋ					
235-3			l a ŋ					
519-3			ɲ i					
523-3			i k					
527-3			kʰ ɛ ŋ					
538-3			ɕ					
544-3			w a m					
850-3			a					
554-3			p i					
553-3			ɕ i ŋ					
558-3			tɕʰ a ŋ					
561-3			ɕ a					
562-3			p a					
564-3			w i					
567-3			ɕ a					
570-3			p u					
575-3			a					
582-3			l a					
585-3			i s					
589-3			t a ŋ					
593-3			t a ŋ					
594-3			ʑ a ŋ					
595-3			t a n					
596-3			ʑ i k					
598-3			ʑ ɔ t					
599-3			t i s					
602-3			ɕ i					
603-3			w a k					
606-3			ʑ i ŋ					
605-3			p a					
620-3			ɕ ei					
637-3			pʰ a k					
639-3			t u					
645-3			t a					
646-3			l i ŋ					
168-3			ɕ i k					
658-3			ɕ ɔ					
665-3			p u					
668-3			ɕ u					
677-3			tʰ a ŋ					
75-3			tʰ u ŋ					
678-3			ɕ u					
682-3			ʑ a ŋ					
493-3			ɕ u					
693-3			ɕ i					
694-3			ɕ a					
702-3			tɕʰ a ŋ					
704-3			ɕ a					
176-3			h u					
709-3			ʑ u t					
710-3			t a k					
714-3			ʑ a t					
718-3			p a					
719-3			tɕʰ ɔ ŋ					
22-3			ɕ u					
723-3			ts i ŋ					
726-3			tɕʰ i ŋ					
729-3			p a					
730-3			ɲ i					
739-3			pʰ ɕ i					
740-3			p i					
741-3			d ɔ k					
744-3			a					
743-3			ɕ ɔ ŋ					
746-3			pʰ a ŋ					
748-3			tʰ a k					
747-3			p u					
749-3			kʰ a ŋ					
751-3			t a s					
762-3			ʑ a ŋ					
764-3			ɕ i ŋ					
765-3			p i					
788-3			ɕ a m					
615-3			l i k					
803-3			ɕ u					
802-3			l a k					
808-3			p a					
809-3			t i					
819-3			dʑ ɔ k					
821-3			ɕ i					
820-3			p a					
828-3			ɕ i k					
827-3			p u					
835-3			ɕ a					
308-3			l u					
844-3			ʑ i t					
848-3			ɕ i					
705-3			h u					
613-3			i					
649-3			ɕ i k					
876-3			ɕ i					
878-3			w ɔ ŋ					
889-3			ʑ i s					
898-3			ʑ i k					
902-3			ʑ i ŋ					
910-3			a ŋ					
916-3			l i					
919-3			ɕ i					
922-3			ɕ i k					
930-3			t a					
933-3			t ei					
939-3			l i k					
947-3			w a ŋ					
948-3			ʑ a n					
963-3			ɕ i					
967-3			tɕʰ ɔ k					
969-3			ɕ n					
970-3			dʑ ɔ k					
972-3			ɕ i					
731-3			ɕ u					
973-3			ɕ i ŋ					
974-3			ʑ i s					
979-3			tɕʰ i ŋ					
182-3			p u					
993-3			ʑ i n					
994-3			l u					
1001-3			ɕ i					
1002-3			t ɔ k					
1005-3			tɕʰ ɔ k					
1009-3			t a					
1022-3			ɕ a					
1021-3			dʑ ɔ k					
1043-3			l u ŋ					
1049-3			t ɔ s					
1065-3			tsʰ i n					
1068-3			w a					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			ɕ i ŋ					
1092-3			m ei					
1091-3			p u					
1096-3			ɕ i					
1097-3			p u					
1102-3			ɕ i					
1104-3			t ɔ s					
1108-3			tɕʰ i k					
552-3			p a					
1111-3			pʰ l a					
1116-3			ʑ i s					
722-3			t a					
1141-3			w a ŋ					
1147-3			p i					
1146-3			ɕ u					
1150-3			ɕ a ŋ					
1151-3			a ŋ					
1158-3			ɕ i k					
1159-3			p u					
1164-3			t u					
1163-3			l u					
1167-3			ɕ a ŋ					
1171-3			ɕ i					
1177-3			ʑ ɔ t					
1187-3			t ei					
1189-3			ʑ i k					
52-3			t u					
1195-3			ɕ i					
1203-3			tʰ ɔ k					
1211-3			w a					
329-3			l a					
1217-3			ʑ i n					
72-3			t u					
1218-3			tɕʰ i k					
1222-3			tɕʰ i ŋ					
1229-3			tɕʰ a ŋ					
1238-3			tʰ a ŋ					
1249-3			ɕ i					
1252-3			w u					
1254-3			ɕ ɔ n					
1253-3			ʑ a ŋ					
1257-3			t ɔ s					
1263-3			ɕ i					
1266-3			tɕʰ a k					
584-3			t ɔ ŋ					
7-3			ɔ ɔ					
1191-3			l ɔ ŋ					
13-3			tɕʰ u					
18-3			p a					
33-3			ʑ a n					
74-3			tɕʰ i ŋ					
83-3			tɕʰ i k					
89-3			t a m					
90-3			ʑ i t					
104-3			ɕ a					
123-3			tɕʰ a k					
122-3			kʰ a s					
121-3			l a					
154-3			tɕʰ i					
159-3			ɕ a					
161-3			t ɔ					
170-3			ʑ i k					
91-3			i					
181-3			ɕ i					
191-3			ɕ ɔ					
211-3			kʰ i k					
210-3			kʰ i s					
217-3			t a					
233-3			t a					
246-3			t a					
252-3			tɕʰ a ŋ					
253-3			w a ŋ					
261-3			t ɔ					
262-3			t ɔ					
292-3			kʰ u k					
297-3			kʰ ɔ k					
311-3			p u					
332-3			t ɔ					
342-3			i n					
358-3			w a ŋ					
378-3			tɕʰ a k					
382-3			ɲ ei					
397-3			p a					
437-3			ɕ a					
444-3			pʰ ɕ i ŋ					
465-3			ɕ i					
471-3			l ɔ ŋ					
477-3			tɕʰ u					
478-3			l i					
483-3			ɕ i ŋ					
500-3			ɕ i ŋ					
511-3			kʰ a					
525-3			ɕ i					
625-3			l u ŋ					
638-3			ʑ a n					
640-3			kʰ ɕ i ŋ					
659-3			p u					
711-3			s u					
745-3			ʑ i n					
818-3			t ɔ k					
825-3			ɕ i					
841-3			ɲ ei					
894-3			b l u					
932-3			ɕ a					
936-3			l i					
943-3			tɕʰ i k					
981-3			t i					
1039-3			ɕ i ŋ					
1044-3			ɔ					
1076-3			t ei					
1131-3			pʰ ɕ i					
1166-3			tɕʰ i k					
1175-3			h a n					
944-3			t a ŋ					
