COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
138-6						n e h a			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t aː k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e tʃ + t			
190-6						j a k a + t			
194-6						s eː			
220-6						u h + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						i n + iː			
314-6						k w a w + t			
315-6						u m e			
322-6						t e h w aː e			
323-6						t eː			
9-6						t u t u + t			
17-6						u m i + t			
22-6						t a t i a			
30-6						w iː ts			
88-6						i i i			
158-6						w eː j a k			
159-6						a t i m i + t			
177-6						m i a k			
184-6						t u k aː + t			
187-6						j a n k w i + k			
227-6						x aː l l i			
1-7							n w x		
2-7							k e o + + n x		
8-7							e e o		
16-7							+ tʃ m t t		
24-7							t +		
32-7							x k		
51-7							w n m		
52-7							e a k m t + k		
53-7							n e k e		
54-7							t a		
55-7							k e e		
60-7							u x t +		
83-7							t e m t		
87-7							a e t a n		
92-7							x e k l		
103-7							x a m		
106-7							k l k		
138-7							n ts u e		
139-7							x k m t ts		
142-7							x e t		
145-7							x w m t e k e		
176-7							t a k e m t		
179-7							n e k e m t		
180-7							x e ts m t		
186-7							k e x		
190-7							o e k l + t		
194-7							e		
220-7							w m t		
231-7							t e		
240-7							k w x		
283-7							t + + t		
293-7							u n		
314-7							k e l w + +		
315-7							u x +		
322-7							t + e a n		
323-7							t e		
17-7							u x m t		
22-7							t e t t ts		
30-7							e n k		
159-7							l t x +		
1-8								n o tʃ ɨ +	
2-8								k w x + tɬ i	
8-8								w eː j ɨ	
16-8								e s + tɬ ɨ	
24-8								ɨ s t ɨ +	
32-8								m ɨ k ɨ	
51-8								o n + ɨ +	
52-8								w aː + + k ɨ +	
53-8								n a k a s +	
54-8								tɬ aː l ɨ ɨ	
55-8								k w a	
60-8								iː x + t ɨ l o l o	
83-8								tɬ ɨ + tɬ	
87-8								p a tɬ aː n ɨ	
92-8								m a k a	
103-8								m aː +	
106-8								k a k ɨ	
138-8								n ə h a	
139-8								m ɨ k + t ɨ a	
142-8								m a t ɨ	
145-8								m o + t eː + a	
176-8								t aː + a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː ts + tɬ ɨ	
186-8								k e tʃ + ɨ	
190-8								j a k + tɬ k	
194-8								s eː	
220-8								o h + tɬ ɨ	
231-8								i t a	
240-8								k o tʃ ɨ	
283-8								t e + tɬ	
293-8								i n + iː	
314-8								k w a w + tɬ	
315-8								oː m e	
322-8								t e h w m e h	
323-8								tɬ eː	
9-8								t oː t oː + tɬ k	
17-8								o m ɨ + tɬ	
22-8								tɬ a t i	
30-8								w i ts	
88-8								ɨ i ɨ	
158-8								w eː j a + k	
159-8								a t ɨ m ɨ + tɬ	
177-8								m ɨ a + k	
184-8								t oː k aː + tɬ	
187-8								j a m k w ɨ + +	
227-8								x aː l ɨ ɨ	
1-9									n o tʃ iː + n
2-9									n e x + tɬ i
8-9									w i j iː
16-9									e s + tɬ iː
24-9									iː s t iː +
32-9									m iː k iː
51-9									o n + iː
52-9									w ø k + tɬ o k
53-9									n a k a s + tɬ
54-9									tɬ ø l iː l
55-9									k w a
60-9									i x + t e l o l o
83-9									tɬ e + tɬ
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m ø + n
106-9									k a k iː
138-9									n e h w tɬ
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t i k a
176-9									tɬ ø k a + tɬ
179-9									n a k a + tɬ
180-9									m i ts + tɬ iː
186-9									k e tʃ + tɬ iː
190-9									j a k a + tɬ
194-9									s i
220-9									o h + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + tɬ tɬ
293-9									iː n + i n
314-9									k w w e + +
315-9									u m e
322-9									t e h w m n
323-9									tɬ p
9-9									t u t u + tɬ
22-9									tɬ a t iː a
30-9									w i ts
88-9									iː iː iː
158-9									w i j a k
159-9									a t e m iː + tɬ
177-9									m iː a k
184-9									t u k ø + +
187-9									j a n k w iː + k
227-9									x ø l iː l
