COGID	Albanian	English	French	German	Latin
162-2		h ɑ ʃ			
238-2		d e			
560-3			s ɛ s		
438-3			g r		
1222-3			s i		
353-3			p l s		
201-3			p ɛ s		
20-3			m ɛ s		
503-3			p l s		
957-3			d		
728-3			d ɛ r		
244-3			r i		
289-3			k u		
911-3			d ø		
724-3			d r ɛ		
145-3					
992-3			d		
1181-3			ʃ o		
706-3			g		
106-3			m u		
741-3			p ɛ		
421-3			f l s		
227-3			p u		
920-3			k ɛ r		
1083-3			ʃ ɛ r		
1066-3			ɛ e		
1125-3			ʒ ɛ		
1197-3			m u		
473-3			k u		
284-3			k ɛ r		
661-3			y n		
701-3			k u		
315-3			m r		
1169-3			s o l		
1150-3			s ɛ ɛ s		
982-3			s ɛ		
987-3			s		
1055-3			s		
1130-3			s ɛ		
433-3			s ɛ		
585-3			b ɔ		
625-3			v ɛ ɑ̃		
1186-3			d ɛ		
814-3			v ɛ r		
416-3			m		
1233-3			m ɛ r		
884-3			m ɛ r		
916-3			g		
1016-3			o n r l o		
952-3			a		
514-3			ʒ ɛ r		
1079-3			p ɛ		
1100-3			m ɛ t		
47-3			d ɔ f		
111-3			d u		
1061-3			m u		
1155-3			k u l r		
343-3			d ɛ r ɛ		
671-3			k ɛ s		
460-3			k u s		
8-3			s ɛ		
644-3			s		
683-3			ʃ o t		
650-3			ʃ ɔ l		
612-3			f ɑ̃ n		
871-3			d ɛ		
1209-3			v w		
667-3			s ɛ n		
499-3					
14-3			g u d		
1029-3			i		
272-3			v ɛ ɛ		
278-3			m ɔ n		
410-3			ʃ ɔ r		
336-3			g r p ɑ̃ l		
1009-3			v ɛ r		
479-3			s i		
712-3			m œ r		
1113-3			s ɛ̃ n s		
605-3			s r		
752-3			s p l e		
695-3			n p		
73-3			f r i		
162-3			g u		
239-3			d		
560-4				h iː ʃ	
438-4				m r i	
1222-4				z i k	
353-4				d a ʃ t	
201-4				f a t	
20-4				h a n	
503-4				f a ʃ d	
957-4				g n	
728-4				l iː n	
244-4				ʃ i m	
289-4				h eː h	
911-4				ʃ a	
724-4				g r i	
145-4				h ai	
992-4				h a	
1181-4				h au n s	
706-4				d k	
106-4				h a l	
421-4				f l r z	
227-4				d t	
920-4				h au r	
1083-4				h a r n	
1066-4				f eː	
1125-4				n eː g	
1197-4				h a n	
473-4				n aː	
284-4				n aː k	
661-4				h a n	
701-4				g eː	
315-4				h a n d	
1169-4				ʃ a l s	
1150-4				ʃ a r ʃ	
982-4				ʃ eː ŋ	
987-4				h eː	
1055-4				h t g	
1130-4				ʃ iː n	
433-4				h a n	
585-4				l iː	
625-4				g i n	
1186-4				h a n	
814-4				h a d	
416-4				h ai s	
1233-4				h a n d	
884-4				h iː r m	
78-4				f l	
514-4				d iː ə r	
116-4				ai s	
188-4				f a	
745-4				f a b d	
1100-4				f iː r t	
630-4				g eː b ə o d	
1155-4				h au	
24-4				h a s	
232-4				n eː n	
671-4				h ai k	
460-4				d a	
8-4				g eː n	
385-4				ʃ t	
945-4				ʃ uː t	
1041-4				ʃ t a n d	
492-4				d a n	
527-4				h ai s	
14-4				g a l iː	
1-4				a l	
915-4				a n d	
271-4				a ʃ	
711-4				d ai s	
1112-4				f l au t	
205-4				d r r z t	
301-4				a l iː	
72-4				h a l t	
238-4				t aː g	
560-5					k i i o
438-5					p oː u iː
1222-5					p l o
353-5					p oː d eː
201-5					p u k u a
20-5					k u r i
503-5					p oː aː
957-5					d eː e
728-5					k e iː i
244-5					n e o d
289-5					n e t
911-5					m a s i
724-5					t e t
145-5					d au
992-5					k o
1181-5					k u i o o
706-5					g l i
106-5					m e r e o
741-5					s oː m o
421-5					p l uː s i
227-5					p oː s i
920-5					k o r i a
1083-5					k a r n o
1066-5					g aː a
1125-5					n e a
1197-5					m a r e o
473-5					n u w i
284-5					n e o i
661-5					d e e
701-5					k u t u
315-5					m e n e o
1169-5					s e l e i
982-5					s eː o i
987-5					s e u u
1055-5					a kʷ i d l o
1130-5					s w i a
433-5					s e l i
585-5					g e r
625-5					l i iː i
1186-5					d i d eː
814-5					m i s m
416-5					k a d eː
1233-5					m i n e
884-5					w i r s i
916-5					g e
1016-5					a r iː a l i
952-5					d kʷ
78-5					p u i r i
1079-5					w i d eː
116-5					d s i
188-5					m e r r a
745-5					p e e e a
47-5					k au a n a
111-5					l a k d
1061-5					m a e i eː
630-5					n eː u
1155-5					k u d r i
24-5					n e
232-5					n e t i
343-5					d i k s i d
460-5					p u l a
945-5					m i o u
644-5					k i eː
683-5					k eː m d
650-5					l i i l o
612-5					f oː m o
1041-5					au d i r
871-5					d eː d t e r
492-5					p u n eː
1209-5					w a m a d eː
667-5					l a m o
499-5					n o
1029-5					k i d
272-5					s i d i d
278-5					m a w i s i eː
410-5					t o r s d eː
1009-5					w i m i o
198-5					s i g aː
479-5					i d eː i r o
712-5					m o r m
1113-5					s i m eː
605-5					a oː d eː
752-5					r e s p iː aː
695-5					k u d eː e
73-5					f i d eː d e
164-5					n oː m iː d i k r o
239-5					g u w i
