COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
39-5					n a m a r a m a n					
42-5					t i k i r a m a s i					
44-5					w i j a m a n					
75-5					o p e j					
79-5					t a n					
94-5					w i r a m					
104-5					k i k w n					
122-5					p i k o r i s i					
153-5					s a k					
157-5					t a s a m					
174-5					p i r o					
177-5					t o n					
270-5					k a w a t i					
52-6						t i				
56-6						k i m				
96-6						t a r a k				
99-6						r i k o n				
114-6						t o k i tʃ i				
115-6						w i r i				
133-6						t i p a r a tʃ i				
144-6						w a r a k a				
150-6						k a w				
234-6						k o m				
236-6						p i k i k				
241-6						k a w i				
249-6						i tʃ i				
1-6						w a t a				
2-6						w i j a m				
65-6						i w i				
74-6						p a k a				
93-6						t o p a r i				
95-6						w i k i tʃ i				
106-6						t i k i tʃ i				
119-6						w i r i				
128-6						h o k i tʃ i				
147-6						t i m i tʃ i				
231-6						p a k a w o				
232-6						p i w i				
239-6						n a m a k a n				
266-6						p i m i m				
3-6						w i r a k o				
4-6						w a r i				
55-6						h i m				
97-6						m a h o m a				
109-6						p i tʃ i				
160-6						k i r i k				
207-6						m i k				
112-6						t a r a k i				
116-6						t o p a k a tʃ i				
125-6						k a tʃ i m a tʃ i				
134-6						k i t a m a n				
135-6						t i k i tʃ i				
139-6						m i k i tʃ i n				
201-6						p u				
21-6						k a w a s a				
24-6						p e r e k e				
57-6						t i k o w a				
131-6						t i k i w i				
227-6						m a p i r i				
267-6						tʃ i w a				
132-6						m i				
240-6						t i m a k				
52-7							t i			
56-7							m i			
96-7							t a r a			
99-7							i r a k o n			
114-7							t o k i z i			
115-7							v i j i			
133-7							p a r a p			
144-7							v a r a k o			
150-7							k a w			
234-7							k o m			
236-7							p a k i n			
241-7							n a w			
249-7							i ʃ i			
1-7							w a j a			
2-7							w i h u			
65-7							i w i h u			
74-7							p a n a			
93-7							t o p a r i ʃ i			
95-7							w i k i			
106-7							t i k i n			
119-7							v i j i t i			
128-7							p o k o tʃ i			
147-7							t i k i n			
231-7							p a n a w o			
232-7							p i j a o			
266-7							p i m i n			
3-7							w a r a k o			
4-7							w a r i			
51-7							w i			
55-7							h a m			
97-7							v i j a m a ʃ i			
109-7							p i j i ʃ i			
121-7							k a p i j a k a tʃ i			
149-7							t o k			
160-7							k i r i k			
163-7							p e n			
167-7							p a			
207-7							m i			
259-7							t o w a			
66-7							k a r a k a n			
125-7							t i k a r a m a s i			
135-7							t i k o n			
142-7							p a r a m a ʃ i			
145-7							k a r a t i ʃ i			
148-7							a r a v i n a ʃ i			
162-7							n j n			
166-7							m i			
179-7							t a k			
201-7							p ë			
21-7							t a w a s i			
24-7							w a r a k o n			
50-7							n a			
57-7							t i k o n			
71-7							o m i			
84-7							p i v a n			
131-7							t i k o n i ʃ i			
146-7							k i m a ʃ i ʔ			
151-7							k i w			
197-7							t e r e m e			
205-7							p a n			
227-7							w a p i t o			
237-7							n a m a j i			
246-7							n v i			
250-7							a r o p i t e k o n			
251-7							w a n a			
267-7							z u v a			
271-7							ʃ i w			
284-7							w i j i			
285-7							r a w i n			
122-7							p a tʃ i k o r i tʃ i			
132-7							k i m o			
240-7							t i k i n i ʃ i			
52-8								t e a		
56-8								k m		
96-8								t a r a k		
99-8								r a k o n		
114-8								t o k o		
115-8								t o r o k		
133-8								t i b a r a k		
144-8								t a r a k o		
150-8								k a		
234-8								k o m		
236-8								b e k o w		
241-8								w i		
249-8								i s e		
1-8								a t a		
2-8								m		
65-8								i k i		
74-8								b a w a		
93-8								t o p a r i		
95-8								k i		
119-8								j a t i		
231-8								b a w a k o		
232-8								b e j o		
239-8								w a m a k a		
3-8								k a r a k o		
4-8								a r a t		
51-8								k i		
55-8								k a m		
109-8								b e j e k i		
121-8								k a b a k a tʃ i ʔ		
149-8								t o k		
163-8								b e j		
167-8								b a		
259-8								t o a		
66-8								k a r a k a		
112-8								t a r a k		
116-8								t o b a k a s i		
125-8								k a t m a tʃ i		
145-8								k a r a t		
45-8								m a k m a m a		
91-8								m a k o j		
235-8								s o k		
246-8								i i		
250-8								t o r e k o		
271-8								tʃ i j m		
284-8								i t		
39-8								n a m a r i m a n		
42-8								t a m a k i n		
177-8								t o j		
52-9									i t	
56-9									o m	
96-9									t a r a k i ʔ	
99-9									i r a k o n	
114-9									t o k i	
115-9									r o t o p	
133-9									p a r a p a t	
144-9									w a r a k o	
150-9									k a w	
234-9									k o m	
236-9									p i k o	
241-9									n a w i	
249-9									i ʃ	
1-9									w a t a ʔ	
2-9									w i r a m	
65-9									i w i h	
74-9									p a n a	
93-9									t o p a r i ʔ	
95-9									w i t	
106-9									t o p	
119-9									j i t i k	
128-9									p o k o ʃ i	
147-9									t i k i	
231-9									p a n a w i ʔ	
232-9									p i t o p	
239-9									n a m a k a n	
266-9									p i t	
3-9									w a r a k o	
4-9									w a r a k o	
51-9									w i	
55-9									h i	
97-9									h o t	
109-9									p i t	
121-9									k a p i j a ʃ i	
149-9									t o k	
160-9									i r i k	
163-9									p i n	
167-9									p a	
207-9									m i	
259-9									t o a w	
66-9									w a r a k a w	
112-9									t a r a k a r a m i	
116-9									t o p a k a t	
125-9									k a t i k o n	
134-9									t i p a t i ʔ	
135-9									t i k o p	
142-9									p a r a m a ʃ i	
145-9									w a r a k a r a m a ʃ i ʔ	
148-9									t a r a k a r a m a ʃ i ʔ	
162-9									i j i	
166-9									i m i	
179-9									t a	
201-9									p	
21-9									t a n	
24-9									p a r a k o t a	
45-9									h o j i k o n	
50-9									i n a	
57-9									t o k o k o	
71-9									o m i	
91-9									m e k o n	
151-9									k i w	
154-9									w	
192-9									t e t	
197-9									r i t	
205-9									p a n	
227-9									p i t o p	
235-9									ʃ o w	
237-9									n a m a j i	
246-9									i w i	
251-9									w a n a	
267-9									t o w a	
284-9									w i t	
285-9									i r a w i	
39-9									n j i r i k o n	
42-9									t i k i r i k o n	
44-9									w i j i k u n	
75-9									i p i j i	
79-9									t a j i k o n	
94-9									k a r a k i	
104-9									k i h u r a ʃ i	
122-9									p i ʃ i k o r o m a ʃ i ʔ	
153-9									ʃ a k	
157-9									t a r a m a ʃ i	
174-9									p r i	
177-9									t o p a n	
270-9									k a w a t i ʔ	
52-10										t e t
56-10										k m a
96-10										r a t
99-10										r i t o
114-10										t o k i ʔ
115-10										t o r i ʔ
133-10										t i p a tʃ i ʔ
144-10										w a r a m a tʃ i ʔ
150-10										k a w ʔ
234-10										k o m
236-10										p i k o ʔ
241-10										w i
249-10										i tʃ e
1-10										w a t
2-10										w i j
65-10										i w i ʔ
74-10										p a
93-10										t o p a r i ʔ
95-10										w i t
106-10										t o m i ʔ
119-10										i t
128-10										h o k o ʔ
147-10										t o m i ʔ
231-10										p a w ʔ
232-10										p i t o
239-10										n a m a k a
266-10										p i t m
3-10										w a r i k o
4-10										w a r i ʔ
51-10										w i ʔ
55-10										h a m
97-10										m a h o m
121-10										k a p i k a tʃ i ʔ
149-10										t o k
160-10										k i r i k
163-10										p e j
167-10										p a
207-10										m i ʔ
259-10										t o w a
112-10										t a r a t i ʔ
116-10										t o p a k a tʃ i ʔ
125-10										k a w m a tʃ i ʔ
134-10										n i p a t i ʔ
139-10										m o k o n i ʔ
142-10										p a r a m a tʃ i ʔ
145-10										k a r a t i ʔ
148-10										r a w a tʃ i ʔ
162-10										i j i
166-10										i m i ʔ
179-10										t a k
201-10										p e
24-10										k a r a m a
45-10										m a h o n a m a
50-10										i j a
71-10										o m i
84-10										p i w a
91-10										m o k o n
146-10										k i m a tʃ i ʔ a
151-10										k i w
154-10										w ø w
192-10										t o t
197-10										w i r i m i
205-10										i p a
235-10										tʃ o w
237-10										m a j e m a
250-10										m o r o k o
251-10										w a n a ʔ
267-10										t o w a
271-10										tʃ i w i ʔ
284-10										w i t o w
285-10										r i j i
39-10										j i m a r i m a n
42-10										k i t r a m a
44-10										w a j i m a
79-10										t a n
94-10										w i k e m
104-10										k i h o k i
122-10										p i tʃ i n a tʃ i ʔ
132-10										o m o tʃ i
153-10										tʃ i t
157-10										t a r a m a
174-10										p i r i ʔ
177-10										t o w
270-10										k a w a t i ʔ
