COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
242-3			ʔ a m ɨ t																
415-3			w ə r a																
450-3			w ə r																
490-3			t ə p w ə m																
638-3			w ɨ n ə																
645-3			kʼ a r																
75-3			ʔ a m p ɨ r																
160-3			t ə r ə kʼ																
208-3			ʔ a n kʼ r ə																
214-3			ʔ a p																
218-3			ʔ ɨ n ɨ r																
378-3			ʔ a n g ə t																
379-3			w ə t ə																
409-3			g ə t ə r ə																
497-3			t ə n																
598-3			x w ə t																
646-3			ʔ a ə																
164-3			p ə kʼ ə m																
210-3			w ə ə w ə r ə																
215-3			ʔ a t ə p ə t																
256-3			t ə m a																
285-3			m ɨ t a t																
332-3			ʔ ə g a r																
380-3			ʔ ə w a																
412-3			w a ə n																
496-3			w ə r ə n ə t																
64-3			t a p a																
67-3			w ɨ r																
169-3			n ə ə ə m																
251-3			w ə ə kʼ																
461-3			t ə																
547-3			w ə a t																
597-3			ʔ ə m ə n ə																
655-3			m ɨ t																
7-3			ʔ a r g a																
158-3			kʼ ə m ə																
168-3			ʔ ə m a r																
296-3			ʔ ə ə t																
372-3			g ə n ə r																
374-3			p ə kʼ ə ə																
375-3			ə																
385-3			w ə t ə t																
411-3			t ə r a																
500-3			ʔ a m ɨ r																
6-3			m ə r kʼ a m a																
17-3			ʔ ə a r																
123-3			kʼ ə m ə																
252-3			n ə kʼ ə p ə																
421-3			p ə ə																
448-3			kʼ ə t a n ə n ə t																
449-3			ʔ a ə																
545-3			x ɨ n ə																
596-3			n ə g ə																
653-3			p ə t ə t																
4-3			g a ə																
254-3			t a m a t																
290-3			ʔ a g ə ə m																
339-3			p ə kʼ ə r																
460-3			x a t																
489-3			ə r t ə m a																
552-3			ʔ ɨ																
652-3			ʔ ə t ə t a																
119-3			ʔ a n g a t a																
298-3			a t																
340-3			g ə t ə																
458-3			t ə n g ə n ə																
459-3			ʔ a w ə																
607-3			ʔ ə g w a																
609-3			ʔ ə a																
647-3			t ə t ə ə																
10-3			t ɨ kʼ a r																
15-3			ʔ ɨ n ɨ m																
18-3			n ɨ kʼ ə																
73-3			t ə kʼ ə r ə m																
76-3			m w ə a																
110-3			t a t a																
121-3			t a g ə																
167-3			g a ə																
255-3			kʼ w ə n t ə																
297-3			g a n ə r																
299-3			g a n ə r																
338-3			m ə m a r																
342-3			m ə n a																
344-3			kʼ ə w ə m																
410-3			kʼ a r a																
540-3			n ə a																
550-3			t ə n t a r																
61-4				d ə															
63-4				ʔ a d ə ə															
107-4				g a m ə r ə															
112-4				d a m ə r ə															
331-4				n a g a															
377-4				d a a ə r ə															
381-4				ʔ a ə															
417-4				r ə															
451-4				m ə a															
454-4				ʔ a a ə r															
484-4				m a d ə															
535-4				ʔ a ə r															
543-4				m a ʔ ə															
593-4				ʔ a m ə															
640-4				m a															
1-4				d ə ə r ə															
65-4				d a															
163-4				m ə d ə ə															
408-4				d a ə r ə															
414-4				d a h ə g ə ə															
601-4				ʔ ə r ə															
642-4				m ə a ə ə															
60-4				n ə ə ə															
115-4				ʔ ə r ə															
450-4				t ə r															
490-4				d ə a w ə															
638-4				d a a ə															
645-4				g ə r															
75-4				ʔ a m ə r															
160-4				d ə r ə ə															
378-4				ʔ a n g ə d ə															
379-4				m ə ə ʔ ə ə															
409-4				g ə a ə ə r ə															
497-4				d ə ə															
598-4				d a a ə															
646-4				ʔ a a ə															
164-4				b ə g ə ə															
332-4				ʔ ə n g ə r															
380-4				ʔ ə a ə															
412-4				d a ʔ a d ə															
64-4				d a ə ə															
67-4				m a ə r															
169-4				d ə ə ə ə															
461-4				d a d ə															
547-4				ʔ a ə d															
597-4				ʔ ə m a ə ə															
655-4				d a m ə															
158-4				t ə a															
168-4				ʔ ə m ə r															
372-4				g ə n ə ə															
374-4				b ə g ə ə ə ə															
375-4				d ə ə															
385-4				m a d ə															
411-4				d a a															
500-4				ʔ a m ə r															
541-4				d ə ə															
6-4				m ə r g ə m ə															
17-4				ʔ ə ə r															
330-4				d a															
421-4				b a ə															
449-4				ʔ ə ə ə															
545-4				d a n ə ə															
596-4				m ə g ə															
653-4				b ə d ə															
4-4				g a ə ə ə															
8-4				d ə ə															
106-4				m ə ə ə															
339-4				b ə ʔ ə r ə															
489-4				a a ə r ə m ə															
652-4				ʔ ə n ə ə ə d ə															
119-4				ʔ a n g a ə															
340-4				g a ə n ə															
458-4				d ə n g ə ə															
486-4				d ə ə ə															
607-4				ʔ ə g ə															
609-4				ʔ a ə															
15-4				ʔ a n ə ə															
18-4				n a ʔ ə j ə															
73-4				d ə g ə r ə															
76-4				d ə m ə ə															
110-4				d a d ə															
121-4				d a g ə															
167-4				g a j ə															
334-4				d a ə															
342-4				m ə n ə															
344-4				kʼ ə ə															
410-4				d ə r a ə															
550-4				d ə n ə ə r															
612-4				ʔ a															
61-5					ə m														
63-5					ʔ a ə														
107-5					g a m ə a														
112-5					ʔ a ə a														
331-5					nː ə g w														
377-5					ʔ ə g ə ə														
381-5					ʔ a														
417-5					ə														
451-5					ʔ ə a t														
454-5					ʔ a ə														
484-5					ʔ ə ə t														
535-5					ʔ a ə														
543-5					ʔ ə t														
593-5					ʔ a ə														
640-5					m a														
1-5					ʔ ə bː ə ə m														
65-5					ʔ ə														
163-5					ʔ ə ə														
212-5					ʔ ə														
244-5					ʔ a ə t														
248-5					m ə a														
293-5					ʔ ə ə														
373-5					g ə m a														
408-5					ʔ ə a														
414-5					ʔ ə w a g ə a														
601-5					ʔ ə r ə														
642-5					ʔ ə a														
60-5					nː ə ə ə														
115-5					ʔ ə a m														
209-5					ʔ ə t														
242-5					ʔ a ə t														
415-5					ʔ ə a														
450-5					ʔ ə														
490-5					t ə bː w ə														
638-5					ʔ ə ə														
645-5					g a														
75-5					ʔ a m ə														
160-5					ʔ ə r ə														
208-5					ʔ a nː a														
214-5					ʔ a														
218-5					ʔ ə nː ə														
378-5					ʔ a n g ə t														
379-5					ʔ ə t ə														
409-5					g ə t ə ə														
497-5					t ə nː														
598-5					ʔ w ə t														
164-5					ʔ ə g ə m														
210-5					ʔ ə ə ə														
215-5					ʔ a t ə ə														
256-5					t ə m a														
285-5					m ə a														
332-5					ʔ ə g ə														
380-5					ʔ ə a														
496-5					w a r ə nː ə t														
64-5					ʔ a a														
67-5					w ə														
169-5					nː ə ə ə m														
251-5					ʔ ə														
294-5					w ə														
461-5					t ə														
547-5					w ə z a t														
597-5					ʔ ə m ə ə														
655-5					m ə t														
7-5					ʔ a g a														
168-5					ʔ ə m a r														
296-5					ʔ ə t														
372-5					g ə nː ə r														
374-5					b ə g ə ə														
375-5					ʔ ə														
385-5					w ə t ə t														
411-5					t ə a														
500-5					ʔ ə m ə														
6-5					m ə n g a m a														
17-5					ʔ ə ə														
113-5					ə ə ə														
123-5					ʔ ə m ə														
252-5					nː ə ə ə														
421-5					b ə ə														
448-5					g ə t a nː ə nː ə t														
449-5					ʔ a ə														
545-5					ʔ ə nː ə														
596-5					nː ə g ə														
653-5					b ə t ə t														
4-5					g ə ə														
8-5					g ə ə t														
290-5					ʔ ə g ə ə														
339-5					b ə g ə m														
460-5					ʔ a t														
489-5					w ə r ə m a														
552-5					ʔ ə														
602-5					ə														
652-5					ʔ ə ə t a														
3-5					ʔ nː ə														
119-5					ʔ a n g a tʃ a														
298-5					ə t														
340-5					g ə tʃ ə														
458-5					ʔ ə n g ə nː ə														
459-5					ʔ a w ə														
486-5					nː ə ə ə														
607-5					ʔ ə g w a														
609-5					ʔ ə a														
647-5					t ə ə ə														
15-5					ʔ ə ə m														
18-5					nː ə g ə														
73-5					tʃ ə g ə r ə m														
76-5					m w ə m a														
110-5					ʔ a a														
121-5					t ə g ə														
152-5					ʔ a														
167-5					g ə ə														
255-5					g ə nː tʃ ə														
297-5					g ə nː ə														
299-5					g ə nː ə														
334-5					a ə a														
338-5					ʔ ə m a														
342-5					m ə nː a														
344-5					g ə m ə m														
410-5					g a ə														
550-5					tʃ ə nː ə														
612-5					ʔ ə ə ə														
61-6						d ə m													
63-6						ʔ ə s ɨ m													
107-6						g ɨ m ə l													
112-6						d ə b ə													
331-6						g ɨ g ə s													
377-6						b ə g ə													
381-6						ʔ ɨ ə													
417-6						r													
451-6						s ə b b													
454-6						ħ ɨ s ə r													
484-6						s ɨ ʔ ɨ s													
535-6						ʔ ə s ə r													
543-6						s ə l ə s													
593-6						ħ ə m s													
640-6						m ə													
1-6						d ə b ə r ə													
163-6						s ə s ə ə													
212-6						ʔ ɨ													
244-6						ʔ ə r b ə													
248-6						m ɨ l													
293-6						f ə r ə s													
373-6						g ə m ə													
408-6						b ə ʕ r													
601-6						ʔ ə r ə b													
642-6						g ɨ s													
60-6						n ə f ə s ə													
115-6						l ə													
242-6						ʔ ɨ m ɨ s													
415-6						s ɨ l													
450-6						s ə r													
490-6						g ə b													
638-6						s ɨ r													
645-6						g													
75-6						ħ ə m l													
208-6						ʔ ɨ ə g													
214-6						ʔ ə b													
218-6						ʔ ɨ s ə													
409-6						ʕ ə t ə r													
497-6						g ə													
598-6						g ə l ə													
646-6						ʔ ɨ n ə													
215-6						g ɨ													
256-6						g ə m													
294-6						g ə ə g													
655-6						g ɨ ʔ ɨ s													
158-6						g ə m ɨ s													
372-6						g ə m ə r													
375-6						s ə b													
411-6						m ə ə r ə ʔ ə s													
500-6						ʔ ɨ m													
541-6						g ə													
113-6						b ə													
252-6						r ə g ə b ə													
330-6						g ə l d													
448-6						g ə d ə m ə ə													
106-6						m ə s													
290-6						ħ ə g ə s ə													
460-6						ʔ ə ə													
552-6						ʔ ɨ ə													
602-6						m ɨ													
2-6						g ɨ l ə													
298-6						g ə ʔ ɨ													
486-6						g ə f ə g ə													
211-6						m ɨ s ə													
333-6						m ə s ə r													
334-6						ʔ ə r b ə													
612-6						ʔ ə r ə b ə t													
61-7							tʃ ə m												
63-7							ʔ a t ɨ m												
107-7							g a m a r a												
112-7							d a pː ə r a												
331-7							n ɨ g w s												
377-7							pː ɨ kʼ ə r a												
381-7							ʔ a t												
417-7							r ɨ t												
451-7							s ə a t												
454-7							ʔ a ɨ r												
484-7							s ɨ t a s t												
535-7							ʔ a s ɨ r												
543-7							s ə s t												
593-7							ʔ a m a t												
640-7							m w a n												
1-7							tʃ ə pː ə r ə m												
65-7							ʔ ə												
163-7							s ə t ə												
212-7							ʔ ə n												
244-7							ʔ a r ə t												
248-7							m a r a												
293-7							w ə r ə t												
373-7							kʼ ɨ m a r												
408-7							pː a r a												
414-7							tʃ ə w a kʼ a t a												
601-7							ʔ ə r a												
642-7							m ɨ a t												
60-7							n ə x ə s ə												
115-7							ʔ ə r a m												
209-7							s ɨ m t												
242-7							ʔ a m ɨ s t												
415-7							s ɨ r a t												
450-7							s ə r												
490-7							t ə pː w ə												
638-7							s ɨ n ə												
645-7							kʼ a r												
75-7							ʔ a m pː ɨ r												
160-7							tʃ ə r ə t												
208-7							ʔ a n w r a												
214-7							ʔ a pː												
218-7							ʔ ɨ n z ɨ r												
378-7							d a n g ə t												
379-7							s ə t ə												
409-7							g a t ə r a												
497-7							t ə n												
598-7							x w ə t												
646-7							m a t a												
164-7							pː ə x a												
210-7							s ə x w ə r ə												
215-7							ʔ a ə pː ə t												
256-7							t ə m a												
285-7							m ɨ t a t												
332-7							ʔ ə g ɨ r												
380-7							ʔ ə x w a												
412-7							s a x ɨ n												
496-7							w ə r s ə n ə t												
64-7							d a pː a												
67-7							w ɨ r												
169-7							n ə ə s ə m												
251-7							ʔ ə t												
294-7							m w ə												
461-7							t a												
547-7							w ɨ s a t												
597-7							ʔ ə m ə n a												
655-7							m ɨ s t												
7-7							ʔ a r g a												
158-7							kʼ ə m a s												
168-7							ʔ ɨ m a r												
296-7							ʔ ə t a												
372-7							g ə n ə r												
374-7							pː ə kʼ a a												
385-7							w ɨ t ə t												
411-7							t ə r a												
500-7							m ɨ m ɨ r												
6-7							m ə r a m a												
17-7							ʔ ə x a r												
123-7							s ə m ə												
252-7							n ə pː ə pː ə												
421-7							pː ɨ s a												
448-7							kʼ ə pː a n s ə n ə t												
449-7							ʔ a s ə												
491-7							w ə t												
545-7							x ɨ n ə												
596-7							n ə g ə												
653-7							pː ə t a t												
8-7							kʼ ə pː ə a												
254-7							dʒ ɨ m a t												
290-7							ʔ a ə ə t												
460-7							x a t												
489-7							kʼ w ə r a m a												
552-7							s ɨ												
652-7							ʔ ə ə t a												
3-7							m ɨ n ə												
119-7							d a n g a tʃ a												
298-7							a t												
340-7							g w ə n ə												
458-7							d ə n g ə n ə												
459-7							ʔ a w a												
486-7							w ə ə t a t												
607-7							ʔ ə w a												
609-7							ʔ ɨ x a												
10-7							m ɨ a r												
15-7							ʔ ɨ n ɨ m												
18-7							n ɨ kʼ a a												
73-7							tʃ ə g ə r a												
76-7							m w ə s a												
110-7							x a x a												
121-7							t ɨ g a												
152-7							a s a												
167-7							g ɨ w a												
255-7							kʼ w ə n t ə												
297-7							g a n ə r												
299-7							g a n ə r												
338-7							n ə m a r												
342-7							m ɨ n a												
344-7							kʼ ə s a m												
410-7							kʼ a r a												
540-7							n ə a												
550-7							tʃ ə n a r												
61-8								t ə m											
63-8								ʔ a t ə m											
107-8								g a m ə r a											
112-8								t a ə r a											
331-8								n ə g w											
377-8								ə ə kʼ w ə r ə											
381-8								ʔ a t											
417-8								r ə											
451-8								s ə a t											
454-8								ʔ a ə r											
484-8								s ə t ə s t											
535-8								ʔ a ə r											
543-8								s ə s t											
593-8								ʔ a m ə s											
640-8								m w a n											
1-8								t ə p ə r ə m											
65-8								t ə											
163-8								s ə t ə											
212-8								ʔ ə n											
244-8								ʔ a r ə t											
248-8								m ə r a											
293-8								m ə r ə											
373-8								kʼ ə m a r											
408-8								ʔ a r a											
414-8								t ə w a kʼ ə a											
601-8								ʔ ə r ə											
642-8								n ə a											
60-8								n ə ə ə m											
115-8								ʔ ə r a m											
209-8								s ə t											
242-8								ʔ a m ə s t											
415-8								m ə r a											
450-8								s ə r											
490-8								t ə p w ə m											
638-8								s ɨ n ə											
645-8								kʼ a r											
75-8								ʔ a m ə r											
160-8								t ə r ə kʼ											
208-8								ʔ a n g w r ə											
214-8								ʔ a p a											
218-8								ʔ ə n z ə r											
378-8								ʔ a n g ə t											
379-8								g ə t ə											
409-8								g ə t ə r ə											
497-8								t ə n											
598-8								g w ə t											
646-8								ʔ a ə											
164-8								g ə g ə m											
210-8								g ə w ə r ə											
215-8								ʔ a t ə p ə t											
256-8								t ə m a											
285-8								m ə t a t											
332-8								ʔ ə g a r											
380-8								ʔ ə w a											
412-8								s a ə n											
496-8								w ə r s ə n ə ə t											
64-8								t a p ə											
67-8								w ɨ r											
169-8								n ə ə z ə m ə											
251-8								ʔ ə ə kʼ											
294-8								m w ə g											
461-8								t ə											
547-8								w ə z a t											
597-8								ʔ ə m ə n ə											
655-8								m ɨ s t											
7-8								ʔ a r g a											
158-8								kʼ ə m ə											
168-8								ʔ ə m a r											
296-8								w ə ə t											
374-8								g ə kʼ ə ə											
385-8								w ə t ə t											
500-8								ʔ ə m ə r											
6-8								m ə r g a m a											
17-8								ʔ ə p ə r											
123-8								s ə m ə											
252-8								n ə g ə p ə m											
421-8								m ə s ə											
448-8								kʼ ə t a n s ə n ə ə t											
449-8								ʔ a ə											
545-8								m ə n ə											
596-8								n ə g ə											
653-8								p ə t ə t											
4-8								g ə ə											
8-8								g ə p ə t ə											
254-8								dʒ ə m a t											
290-8								ʔ a g ə ə m											
339-8								w ə kʼ ə r											
460-8								m a t a											
489-8								ə w ə r t ə m a											
552-8								s ə											
652-8								ʔ ə n t ə w ə t a											
3-8								m ɨ n ə											
119-8								ʔ a n g a t a											
298-8								ə t											
340-8								g w ə n tʃ ə											
458-8								t ə n g ə n ə											
459-8								ʔ a w ə											
607-8								ʔ ə g w a											
609-8								ʔ ə n a											
10-8								t ə kʼ ə r											
15-8								ʔ ə n ə m											
18-8								n ə kʼ ə ə											
73-8								tʃ ə g ə r ə m											
76-8								m w ə s a											
121-8								t ə g ə											
167-8								g ə w ə											
255-8								kʼ w ə n t ə											
297-8								g a n ə r											
299-8								g a n ə r											
338-8								m ə m a r											
342-8								m ə n a											
344-8								kʼ ə s ə m											
410-8								kʼ a r ə											
540-8								n ə a											
550-8								t ə n ə a r											
61-9									tʃ ə										
63-9									ʔ a w ə										
107-9									g a m ə r a										
112-9									d a w ə r a										
331-9									n ə g w										
377-9									b ə g ə r ə										
381-9									ʔ a										
417-9									r ə										
451-9									ʔ ə a t										
454-9									ʔ a ə r										
484-9									ʔ ə w a										
535-9									ʔ a w a r										
543-9									ʔ ə s										
593-9									ʔ a m ə										
640-9									m w a n										
1-9									tʃ ə p ə r ə										
65-9									tʃ ə										
163-9									ʔ ə ə										
212-9									ʔ ə n										
244-9									ʔ a r ə										
248-9									m ə r a										
293-9									tʃ ə r ə										
373-9									g ə a r										
408-9									ʔ a w r a										
414-9									tʃ ə w a a r a										
601-9									ʔ ə r ə										
642-9									ʔ ə a										
60-9									n ə w ə ə										
209-9									x ə ə										
242-9									ʔ a w ə										
415-9									ʔ ə r a										
490-9									tʃ ə p w ə										
638-9									ʔ ə ə										
645-9									g a r										
75-9									ʔ a m ə r										
160-9									tʃ ə r ə										
208-9									ʔ a n w ə r a										
214-9									ʔ a p a										
218-9									ʔ ə n ə r										
378-9									ʔ a n g ə t										
379-9									ʔ ə ə										
409-9									g ə t ə r ə										
497-9									tʃ ə										
598-9									x ə w w ə t										
646-9									ʔ a ə										
164-9									ʔ ə g ə										
210-9									d ə ə w ə r ə										
215-9									ʔ a ə j ə										
256-9									tʃ ə a										
285-9									m ə t a t										
332-9									ʔ ə g ə r										
380-9									ʔ ə a a										
412-9									ʔ a ə n										
496-9									w ə r ə n ə t										
64-9									d a p a										
67-9									w ə r										
169-9									n ə ə ə										
251-9									tʃ ə ə										
294-9									ə w ə										
461-9									ə										
547-9									w ə w a t										
597-9									ʔ ə m ə ə n ə										
655-9									m ə t										
7-9									ʔ a r g a										
168-9									ʔ ə w a r										
296-9									ʔ ə w a										
372-9									g ə n ə r										
374-9									ʔ ə w ə a										
375-9									ʔ ə										
385-9									w ə t ə t										
411-9									ʔ ə w a										
500-9									ʔ ə w ə r										
541-9									m ə j ə										
6-9									m ə r a m a										
17-9									ʔ ə w ə r										
113-9									b ə g ə										
123-9									ʔ ə w ə										
252-9									n ə w ə p ə										
421-9									ʔ ə ə										
448-9									g ə w a n ə n ə t										
491-9									ə ə ə ə										
545-9									x ə n a										
596-9									n ə g ə										
653-9									ʔ ə t a t										
4-9									g ə ə										
8-9									g ə w ə a										
254-9									d ə m a										
339-9									ʔ ə g a r										
489-9									ʔ w ə r ə m a										
552-9									ʔ ə										
652-9									ʔ ə ə t a										
119-9									ʔ a n g a t a										
298-9									w ə t										
340-9									g w ə n ə										
458-9									tʃ ə n g ə r ə										
459-9									ʔ a w a										
486-9									n ə w ə ə										
607-9									ʔ ə w w a										
609-9									ʔ ə a										
10-9									ʔ ə g ə r										
15-9									ʔ ə n ə										
18-9									n ə g r ə										
73-9									tʃ ə g w ə r ə										
76-9									ə w ə a										
110-9									d a a										
121-9									tʃ ə g ə										
167-9									g ə j ə										
255-9									g w ə n ə										
297-9									g ə n ə r										
299-9									g ə n ə r										
338-9									ʔ ə w ə r										
342-9									m ə n a										
344-9									g ə p ə										
550-9									tʃ ə n a r										
612-9									ʔ a g ə ə										
61-10										ʔ ə									
63-10										ʔ a									
107-10										g a									
112-10										ʔ a b ə									
331-10										ʔ g									
377-10										b									
381-10										ʔ a									
417-10										r									
451-10										ʔ ə b									
454-10										ʔ a ə r									
484-10										ʔ ə ə									
535-10										ʔ a s ə r									
543-10										ʔ ə									
593-10										ʔ a									
640-10										ʔ									
1-10										ʔ ə b ə ə									
65-10										ʔ a b									
163-10										ʔ ə									
212-10										ʔ									
244-10										ʔ ə r b									
248-10										ʔ ə									
293-10										ʔ ə r ə									
373-10										kʼ ə									
408-10										b ə r									
414-10										ʔ ə b									
601-10										ʔ ə r b									
115-10										ʔ ə									
209-10										ʔ ə									
242-10										ʔ a									
415-10										ʔ ə									
490-10										ʔ ə b									
160-10										ʔ ə r ə kʼ a									
208-10										ʔ ə kʼ									
218-10										ʔ ə									
378-10										ʔ a g ə									
379-10										ʔ ə g ə									
497-10										ʔ ə									
598-10										kʼ									
646-10										ʔ a									
164-10										b ə									
210-10										ʔ ə ə									
256-10										ʔ a									
285-10										ʔ ə a									
380-10										ʔ a a									
412-10										ʔ a									
64-10										ʔ a									
169-10										b ə r ə s ə ə									
461-10										ʔ									
547-10										ʔ ə ə									
411-10										ʔ ə r									
541-10										kʼ ə									
113-10										b									
123-10										ʔ ə ə									
491-10										ʔ ə g ə									
254-10										ʔ a									
339-10										b a kʼ a									
602-10										ʔ									
2-10										ʔ ə									
213-10										ʔ ə r									
647-10										ʔ ə									
211-10										ʔ a									
328-10										ʔ ə d ə b ə									
333-10										ʔ a ə r									
612-10										ʔ ə r b									
109-10										g ə									
61-11											g ə m								
63-11											ʔ a z ə m								
107-11											g a m ə r a								
112-11											g a w ə r a								
331-11											g ə g w ə a								
377-11											g ə ə ə r ə								
381-11											ʔ ə a a ə								
417-11											r a								
451-11											g ə ʔ a d								
454-11											ʔ a ʔ ə r								
484-11											g ə ʔ ə a								
535-11											ʔ a ʔ a r								
543-11											g ə ə a								
593-11											ʔ a m a								
640-11											g ʔ a n								
1-11											g ə p ə r ə								
65-11											g ə w								
163-11											g ə t ə ə								
212-11											g ə n								
244-11											g a r ə								
248-11											g ə r a								
293-11											g ə r ə								
373-11											g ə a r								
408-11											g ə w a r a								
414-11											g ə w a a r a								
601-11											ʔ ə r ə ə								
642-11											ʔ ə n a a								
60-11											g ə ʔ ə ə								
115-11											g ə r a								
209-11											g ə ə								
242-11											g a z ə a								
450-11											g ə r ʔ ə								
490-11											g ə p ə w ə								
638-11											g ə ə n ə								
645-11											g a r								
75-11											ʔ a m a r								
