COGID	dutch	english	french	german
120-2		s t ɑː l		
2194-2		ɔ s t		
2199-2		k ɑː l p		
2197-2		ʃ ɑː v p		
1523-2		s ɔː dʒ		
512-2		m ɑː r ə		
2141-2		h æ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		d iː v		
1758-2		m ɛ s		
1760-2		r ɑː k		
1620-2		f aɪ n		
1282-2		w ɑː l f aɪ s		
1136-2		f ʌ s t		
1309-2		l ɑː s		
1307-2		n ɪ t		
1305-2		f l ɔː		
711-2		w ɛ s p		
1442-2		f l ɪ		
62-2		m ɪ dʒ		
-73-2		m əʊ s k iː d		
1810-2		h æ d		
1805-2		f l aɪ s		
1813-2		h eɪ r		
1811-2		b l uː t		
690-2		r aɪ p		
2177-2		h aɪ p d		
246-2		ɡ æ ŋ n + b r iː		
1469-3			ʃ o e	
2047-3			ʃ u	
2054-3			e u e ʀ	
1375-3			l ə z	
760-3			p ə e	
756-3			t i	
726-3			ʀ u t ʀ ʀ	
1351-3			ʀ ʀ u t ə v u i y	
1353-3			ʀ ʀ u t a u t ʀ ʀ	
412-3			t ɛ z l ʀ ʀ ɔ t o a ʀ	
406-3			t y z l ʀ ʀ i ʀ t ʀ	
1005-3			ʀ i b p ɔ p t y ʀ ʀ	
1012-3			ʀ i s b u t ʀ ʀ	
1016-3			p u ɛ y ʀ ʀ	
1069-3			ɑ̃	
509-3			p ɔ t ʀ	
693-3			ɔ a a e ʀ	
2179-3			ʀ ɔ t i	
1753-3			p ə v	
1131-3			k u l p	
1198-3			b t ʀ i	
2032-3			e ʀ	
2241-3			ɔ t	
2244-3			l ə p	
610-3			k b	
945-3			t a ʀ t	
1534-3			l ə k ʀ	
384-3			ʃ y ʀ ʀ	
1650-3			k u t	
1663-3			ʃ o t e	
2279-3			l a ʀ	
471-3			ʃ o t	
1385-3			ʃ u t	
792-3			e u	
1111-3			ʀ o t i	
197-3			ʃ o t ʀ	
2020-3			l a z	
867-3			e u e ʀ i	
1970-3			p u l	
1230-3			t y u e ʀ	
2017-3			ʀ b y	
2183-3			t i b ʀ	
1521-3			b u	
1755-3			e u i	
1760-3			ʀ u t	
1469-4				z a n t ə
2047-4				z ʊ n t ə
2054-4				d ʊ n t ə r
1375-4				l iː s s t ə n
760-4				v ɪ n t
756-4				ʃ n eː ə
726-4				m uː d ə r
1351-4				ɡ r a n h ts ə t ə
1353-4				ɡ r a t + m ʊ d ə r
412-4				ʃ ɛ ɔy f t ə ai t ə
406-4				ʃ uː f ə r ɛː ʊ n ə
1005-4				ʃ t au f t ə t ə
1012-4				ʃ t iː f + m ʊ d ə r
1016-4				v ɪ t ɔy ə n +
1069-4				ɪ x n
509-4				f a l ə n
693-4				m ɛː iː ts ai z
2179-4				v ɛ s t
1753-4				f ʏ ʃ
1131-4				v ɔ l f
1198-4				b a ə t
2032-4				h ɶː ʊ n n
2241-4				n ʊ s
2244-4				l ɪ f ə n
610-4				k ɪ ə n
945-4				h a r n
1534-4				l iː k ə n
384-4				ʃ uː x ə n
1650-4				n oː t
1663-4				ʃ iː l ts
2279-4				l ɪ n ɪ n
471-4				ʃ ai ɡ ə n
1385-4				ʃ iː t ə iː n
792-4				j ʊ x
1111-4				m a s t
197-4				z b d ə
2020-4				l a ŋ
867-4				h ʊ n t ə n t
1970-4				f a l
1230-4				d ɛ r t ə au t
2017-4				n iː p a n
968-4				v eː r t l t
1674-4				l a n t
1671-4				h ʏ b ə l
829-4				k l ɪ f
1025-4				v aː s ə r
1027-4				z iː
1832-4				r ɔy f
-1816-4				œ ʃ eː ə n n
-335-4				l aː k ɔy n ə n
1043-4				ʃ t r ɔy m
423-4				ʃ t eː n
2049-4				m uː n
2062-4				ʃ t a m m
2065-4				r eː ɡ ə b + b oː ɡ
1368-4				ʃ ɡ + t ɔy
1365-4				t au uː
754-4				r eː ɡ ə n
768-4				v eː d ə
1211-4				f ai r r
106-4				m a n
-98-4				b eː b iː
719-4				f ai d ə r
1341-4				z ʊ n
-2027-4				ts ʊ n t ə n
-2026-4				n eː b d iː ə
409-4				ʃ ʊ oː n + z oː n aː
402-4				ʃ ɛ f n + + ʊ n s l r
1014-4				ʃ t iː f + d ʏ x ə r n
1059-4				v eː
120-4				ʃ t a l
2183-4				ʃ t iː a x
2194-4				ɶː ʃ ts
2199-4				k aː l f
2197-4				ʃ au p p
1523-4				z ʊ k
1521-4				b ʊ x n
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a s s
814-4				k r eː
810-4				t ɔy b
1755-4				h ʊ n t
1758-4				m ɛ s
1620-4				f ɪ n
1282-4				v a l f ɪ s
1136-4				f ʊ ʃ ts
1309-4				l ʊ s
1307-4				n eː s
1305-4				f l ɔy ə
711-4				v ɛ s p
1442-4				f l iː ɡ
62-4				m ʏ k ə
-73-4				m ʏ ʃ x uː t
1810-4				h ɔy t
1805-4				f l ɛ s
1813-4				h eː r r
1811-4				b l uː t
690-4				r ɪ f
2177-4				h oː d t
246-4				au ɛ b r k b r au
