COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1093-2		d o n														
1063-2		d ɔ														
648-2		dʑ ɔi̯ n														
223-2		a o ɔ n														
1248-2		dʑ ɔ														
1509-2		d ɔi̯ n														
504-2		dʑ au̯ h														
2130-2		au̯ ɔːi̯														
1-2		ʔ a														
386-2		ɔ a p														
1411-2		ʔ a														
1027-2		kʰ ɔ ʔ														
2077-2		n ʔ m a p														
1459-2		kʰ l ɔ														
1323-2		m a														
975-2		n a ɔ h														
940-2		n a														
1476-2		ʔ a h														
1923-2		n a														
105-2		kʰ ɔ n														
1431-2		ʔ a														
37-2		m ɔ n														
1152-2		b o m n														
1814-2		m a n														
1183-2		ɣ a ʔ														
1430-2		d o														
1721-2		n a														
1617-2		kʰ ɔ														
1564-2		kʰ ɔ ʔ														
2111-2		l a														
1563-2		au̯ ɔ														
1859-3			r h													
175-3			h a h													
241-3			ʔ a h													
2163-3			h a r													
2181-3			n h m													
2060-3			ʔ a m													
410-3			d a													
1841-3			m h													
2017-3			h h													
1004-3			h h													
614-3			h a h													
686-3			b a h													
88-3			b l a ʔ													
872-3			n h r													
1891-3			h a													
68-3			h h													
631-3			b a h r													
594-3			h a													
1759-3			h a n													
805-3			h a													
756-3			l h ʔ													
1201-3			b l h ʔ													
2042-3			ʔ a h													
1968-3			d a ʔ													
2000-3			h h r													
17-3			l h ʔ													
4-3			h a m													
788-3			r a h													
1219-3			h h													
141-3			ʔ a r													
541-3			h b j a r													
1687-3			h h r													
123-3			r h m													
1652-3			h h													
576-3			r a h													
1738-3			l a ʔ													
442-3			h h m													
368-3			b j a r													
1778-3			l a ʔ													
957-3			n a h													
1704-3			ʔ a													
304-3			j a m													
1796-3			h h r													
720-3			d a h													
287-3			b l h h													
321-3			l a ʔ													
206-3			l a ʔ													
1950-3			ʔ r h													
665-3			b a h r													
703-3			n h ʔ													
1290-3			m h													
1391-3			l a h													
269-3			b l a h													
855-3			h a n													
2078-3			h h													
2213-3			m h													
1858-3			h a													
1151-3			b j h r													
737-3			b r h h													
340-3			ʔ a													
1111-3			r h h													
485-3			r h													
1356-3			m h h													
1093-3			d a r													
1063-3			h a m													
648-3			h h n													
223-3			b a a n													
1248-3			h h													
1509-3			h a n													
504-3			h h h													
1-3			ʔ a													
386-3			j h l h h													
1411-3			h a h													
1027-3			l a ʔ													
2077-3			h b m h h													
1459-3			h a h													
1323-3			m h													
1538-3			b j a h													
975-3			r h h h													
940-3			r h h													
1476-3			ʔ a h													
105-3			h h r													
1431-3			ʔ a													
37-3			h h h													
1152-3			b a a n													
1814-3			m h n													
1890-3			h a													
1430-3			d a													
1721-3			ʔ h h													
1617-3			l h ʔ													
1564-3			l a ʔ													
1028-3			ʔ a													
1563-3			h a													
1859-4				ŋ												
175-4				au̯ a k												
241-4				ʔ u ʔ												
2163-4				au̯ u k												
2181-4				n a m												
2060-4				ʔ m												
410-4				t												
1841-4				m												
2017-4				h												
1004-4																
614-4				au̯ o h												
686-4				au̯												
88-4				au̯ au̯ k												
872-4				n ŋ												
1891-4				t												
68-4				au̯ m												
631-4				au̯ au̯ k												
594-4																
1759-4				h a n												
805-4				au̯ n												
756-4				h k												
1201-4				m au̯ ʔ												
2042-4				ʔ k												
1968-4				t a ʔ												
2000-4				au̯ ŋ												
17-4				au̯ a t												
4-4				au̯ m												
788-4				t ʔ												
1219-4				au̯ m												
141-4				ʔ ŋ												
541-4				au̯ au̯ j o ŋ												
1687-4				h u k												
123-4				ŋ m												
1652-4				tɕ n												
576-4				ŋ ʔ												
1738-4				t a k												
442-4				h m												
368-4				tɕ au̯ o ŋ												
1778-4				au̯ a t												
957-4				n k												
1704-4				ʔ ʔ												
304-4				j m												
1796-4				tɕ ŋ												
720-4				au̯ h												
287-4				au̯ j a k												
321-4				au̯ k												
206-4				t o k												
1950-4				ʔ												
665-4				au̯ au̯ o ŋ												
703-4				n o k												
1290-4				m												
1391-4				au̯ ʔ												
269-4				au̯ au̯ ʔ												
855-4				tɕ a n												
2078-4				au̯ ŋ												
2213-4				m												
1858-4				a												
1151-4				au̯ j k												
737-4				au̯ au̯ a t												
340-4																
1111-4				au̯ ʔ												
485-4				ŋ												
1356-4				m u h												
1093-4				au̯ o ŋ												
1063-4				au̯ m												
648-4				tɕ n												
223-4				au̯ au̯ n												
1509-4				au̯ n												
504-4				tɕ o h												
2130-4																
1-4				ʔ												
386-4				tɕ o k												
1411-4				ʔ u k												
1027-4				au̯ a ʔ												
2077-4				p p p												
1459-4				au̯												
975-4				ŋ au̯ a h												
940-4				ŋ k												
1476-4				ʔ h												
1923-4				n k												
105-4				au̯ ŋ												
1431-4				ʔ												
37-4				au̯ ŋ												
1152-4				au̯ au̯ a k												
1183-4				n ŋ												
1430-4				t a												
1721-4				ŋ au̯ ʔ												
1617-4				au̯ au̯ ŋ												
1028-4				ʔ a												
2111-4				au̯ u k												
1859-5					ŋ ɨ											
175-5					k ɨ											
241-5					ʔ ɨ əː											
2163-5					r ɨ n											
2181-5					n ɨ r											
2060-5					ʔ ɔ m											
410-5					ɨ											
1841-5					m ɨ											
2017-5					ʔ ɨ											
1004-5					ɨ											
614-5					b o ʔ											
686-5					b l ei̯											
88-5					p a ʔ											
872-5					n ɨ ŋ											
1891-5					ɗ ɨ											
68-5					s ɨ m											
631-5					b ei̯ n											
594-5					k ɨ											
1759-5					ʔ a əː											
805-5					k ɨ ŋ											
756-5					ʔ ɨ ʔ											
1201-5					m ɨ ʔ											
2042-5					ʔ a n											
1968-5					ɗ a ʔ											
2000-5					ɨ ŋ											
17-5					d ɨ ʔ											
4-5					b ɨ m											
788-5					ɗ ɨ											
1219-5					n ɨ m											
141-5					ʔ ɨ ŋ											
541-5					b r j a ŋ											
1687-5					ʔ ɨ n											
123-5					ɨ m											
1652-5					dʑ ɨ ŋ											
576-5					ŋ a n											
1738-5					ɗ ɨ ʔ											
442-5					ʔ ɔ m											
368-5					p j a ŋ											
1778-5					b ɨ ʔ											
957-5					n a ɓ											
1704-5					ʔ ɨ ʔ											
304-5					d a r											
1796-5					dʑ ɨ ŋ											
720-5					ɨ ʔ											
287-5					p ei̯ p											
321-5					k ɨ ʔ											
206-5					ɨ ʔ											
1950-5					ʔ ei̯											
665-5					b ɔ n											
703-5					n o h											
1290-5					m ɨ											
1391-5					ɨ n											
269-5					k a əː											
855-5					dʑ a n											
2078-5					s ɨ											
2213-5					m ɨ											
1858-5					s a											
1151-5					k j ei̯											
737-5					b ei̯											
340-5					ʔ a											
1111-5					s ɨ											
485-5					ŋ əː											
1356-5					m ɔ h											
1093-5					ɨ ŋ											
1063-5					ɗ ɔ m											
648-5					dʑ ɨ ŋ											
223-5					p a əː											
1248-5					dʑ ɨ											
1509-5					ɨ ŋ											
504-5					dʑ ɔ ʔ											
2130-5					s ɨ											
1-5					ʔ ɔ											
1411-5					ʔ ɨ											
2077-5					m ɔ əː											
1323-5					m ɨ											
1538-5					r j a ʔ											
1923-5					n ɨ n											
37-5					ɨ ŋ											
1152-5					ɓ l a n											
1814-5					m a ŋ											
1890-5					s a											
1564-5					j ɔ ʔ											
1597-5					j ɨ ʔ											
1859-6						ŋ ei̯										
175-6						k a r										
241-6						ʔ o n										
2163-6						k o r										
2181-6						r ə m										
2060-6						ʔ ɔ m										
410-6						d iː										
1841-6						m iː										
2017-6						ʔ ei̯										
1004-6						r ei̯										
614-6						ɓ ɔ ʔ										
686-6						b l ei̯										
88-6						k j a ʔ										
872-6						r o k										
1891-6						d ei̯										
68-6						s ə m										
631-6						p j ə r										
594-6						k ei̯										
1759-6						ʔ a r										
805-6						k ə ŋ										
756-6						ʔ ə ʔ										
1201-6						m o ʔ										
2042-6						ʔ a r										
1968-6						d a ʔ										
2000-6						r ə ŋ										
17-6						r ə ʔ										
4-6						ɓ ə m										
788-6						d a t										
1219-6						r ə m										
141-6						ʔ ə ŋ										
541-6						p r a ŋ										
1687-6						ʔ o r										
123-6						r ə m										
1652-6						dʑ ə ŋ										
576-6						ŋ a l										
1738-6						d ə ʔ										
442-6						ʔ ɔ m										
368-6						n a ŋ										
1778-6						ɓ ə ʔ										
957-6						r a ɓ										
1704-6						ʔ ə t										
304-6						a m										
1796-6						dʑ ə ŋ										
720-6						d aːi̯ ʔ										
287-6						k j ə ɓ										
321-6						k aːi̯ ʔ										
206-6						k o ʔ										
1950-6						ʔ iː										
665-6						p j ɔ r										
703-6						r ə ʔ										
1290-6						m iː										
1391-6						n a r										
269-6						k a n										
855-6						dʑ a r										
2078-6						s a r										
2213-6						m ei̯										
1858-6						s ə										
1151-6						k ə r										
737-6						p r ə d										
340-6						ʔ a										
1111-6						s a n										
1093-6						ɗ ə ŋ										
1063-6						d ɔ m										
648-6						dʑ ə ŋ										
1248-6						dʑ iː										
1509-6						ɗ ə ŋ										
504-6						dʑ ɔ ʔ										
2130-6						s ei̯										
1-6						ʔ ɔ										
1411-6						ʔ o r										
2077-6						n k m aːi̯										
1323-6						r ei̯										
1538-6						r a ʔ										
1923-6						n a n										
37-6						r ə ŋ										
1152-6						p l a r										
1814-6						m ə ŋ										
1597-6						n ə n										
1859-7							ŋ h									
175-7							kʰ a									
241-7							ʔ i t									
2163-7							kʰ i ŋ									
2181-7							ŋ a h									
2060-7							ʔ ɔ h									
410-7							t h									
1841-7							h									
2017-7							h									
1004-7							ai̯									
614-7							l l h									
686-7							b l ai̯									
88-7							kʰ a ʔ									
872-7							ŋ i ŋ									
1891-7							t h									
68-7							l i h									
631-7							l ai̯ ŋ									
594-7							kʰ h									
1759-7							l a ŋ									
805-7							kʰ i ŋ									
756-7							l i ʔ									
1201-7							l a ʔ									
2042-7							ʔ i									
1968-7							t a ʔ									
2000-7							r i ŋ									
17-7							l a ʔ									
4-7							l l h									
788-7							t i									
1219-7							l i h									
141-7							ʔ i ŋ									
541-7							l r ai̯ a ŋ									
1687-7							l i ŋ									
123-7							ŋ i h									
1652-7							dʑ i ŋ									
576-7							ŋ i h									
1738-7							t i ʔ									
442-7							l ɔ h									
368-7							t j a ŋ									
1778-7							p a ʔ									
957-7							ŋ a p									
1704-7							ʔ i t									
304-7							j a h									
1796-7							dʑ a ŋ									
720-7							t i h									
287-7							kʰ a p									
321-7							kʰ ai̯ ʔ									
206-7							t i ʔ									
1950-7							ʔ h									
665-7							l a ŋ									
703-7							ŋ ɔ ʔ									
1290-7							h									
1391-7							kʰ a t									
269-7							kʰ a h									
855-7							dʑ a ŋ									
2078-7							l i									
2213-7							h									
1858-7							a									
1151-7							kʰ j a ŋ									
737-7							p r ai̯									
340-7							ʔ a									
1111-7							l i h									
485-7							ŋ h									
1356-7							l i h									
1093-7							t i ŋ									
1063-7							t ɔ h									
648-7							dʑ i ŋ									
223-7							kʰ i ŋ									
1248-7							dʑ h									
1509-7							t eː ŋ									
504-7							dʑ ɔ h									
2130-7							eː									
1-7							ʔ ɔ									
386-7							l l kʰ									
1411-7							ʔ i									
1027-7							kʰ a ʔ									
1459-7							kʰ ai̯									
975-7							ŋ a h									
940-7							ŋ i h									
1476-7							ʔ i h									
1923-7							ŋ i h									
105-7							l a ŋ									
1431-7							ʔ i									
37-7							l i ŋ									
1152-7							b l a ŋ									
1183-7							ŋ i t									
1890-7							a									
1430-7							t h									
1721-7							∅									
1617-7							∅									
1028-7							ʔ a									
2111-7							l i h									
1859-8								ŋ eː								
175-8								a								
241-8								ʔ eː ʔ								
2163-8								eː								
2181-8								n a m								
2060-8								ʔ ə m								
410-8								t o								
1841-8								m eː								
2017-8								h eː								
1004-8								eː								
614-8								eː								
686-8								eː								
88-8								l ɔ								
872-8								n eː ŋ								
1891-8								t o								
68-8								s eː m								
631-8								l eː								
594-8								eː								
1759-8								h a n								
805-8								ə n								
756-8								h eː								
1201-8								m l eː ʔ								
2042-8								ʔ eː								
1968-8								t a ʔ								
2000-8								d eː ŋ								
17-8								a t								
4-8								eː m								
788-8								t o ʔ								
1219-8								eː m								
141-8								ʔ eː ŋ								
541-8								l j ŋ								
1687-8								h eː								
123-8								eː m								
1652-8								ə n								
576-8								ŋ eː ʔ								
1738-8								t a								
442-8								h eː m								
368-8								tɕ j eː ŋ								
1778-8								a t								
957-8								n eː h								
1704-8								ʔ eː ʔ								
304-8								j ɔ m								
1796-8								d ɔ ŋ								
720-8								o h								
287-8								l a								
321-8								ə								
206-8								t o								
1950-8								ʔ eː								
665-8								l eː n								
703-8								n eː								
1290-8								m eː								
1391-8								ɔ ʔ								
269-8								l eː ʔ								
855-8								a n								
2078-8								ə n								
2213-8								m eː								
1858-8								s a								
1151-8								l j a								
737-8								l l a t								
340-8								s a								
1111-8								s eː ʔ								
485-8								ŋ eː								
1356-8								m eː h								
1093-8								d o ŋ								
1063-8								o m								
648-8								eː n								
223-8								l eː n								
1248-8								eː								
1509-8								o n								
504-8								eː h								
2130-8								eː								
1-8								ʔ eː								
386-8								j l eː								
1411-8								ʔ eː								
1027-8								a ʔ								
2077-8								∅								
1459-8								eː								
1323-8								∅								
1538-8								∅								
975-8								l a h								
940-8								ŋ eː h								
1476-8								ʔ ə h								
1923-8								n eː								
105-8								d ɔ ŋ								
1431-8								ʔ eː								
37-8								d eː ŋ								
1152-8								l a								
1183-8								d ɔ ŋ								
1890-8								s a								
1430-8								t a								
1564-8								∅								
1028-8								ʔ a								
2111-8								eː h								
1563-8								∅								
1597-8								∅								
1859-9									n i							
175-9									h a							
241-9									ʔ i d							
2163-9									h i							
2181-9									n a h							
2060-9									ʔ i h							
410-9									d i							
1841-9									h i							
2017-9									ʔ i							
1004-9									l i							
614-9									h u ʔ							
686-9									b l i							
88-9									d a ʔ							
872-9									n i n							
1891-9									d i							
68-9									r i h							
631-9									b i l							
594-9									h i							
1759-9									ʔ a n							
805-9									r i n							
756-9									ʔ i ʔ							
1201-9									d h a ʔ							
2042-9									ʔ i							
1968-9									d a ʔ							
2000-9									r i n							
17-9									h i ʔ							
4-9									r i h							
788-9									d i							
1219-9									r i h							
141-9									ʔ i n							
541-9									d l r a n							
1687-9									ʔ i l							
123-9									n i h							
1652-9									dʑ i n							
576-9									n i							
1738-9									d a ʔ							
442-9									ʔ i h							
368-9									d r a n							
1778-9									h i ʔ							
957-9									n a h							
1704-9									ʔ i ʔ							
304-9									dʑ i h							
1796-9									dʑ a n							
720-9									d i ʔ							
287-9									b a h							
321-9									h i ʔ							
206-9									d i ʔ							
1950-9									ʔ l i							
665-9									d u h							
703-9									n u ʔ							
1290-9									h i							
1391-9									h a h							
269-9									d a h							
855-9									dʑ i n							
2078-9									r i							
2213-9									h i							
1858-9									d a							
1151-9									d l i							
737-9									b i							
340-9									ʔ a							
485-9									n i							
1356-9									h i ʔ							
1093-9									d i n							
1063-9									d i h							
648-9									dʑ i n							
223-9									d i n							
1248-9									dʑ i							
504-9									dʑ u ʔ							
2130-9									h l							
1-9									ʔ i							
386-9									d i ʔ							
1027-9									h a h							
2077-9									h i h							
1459-9									h l i							
1323-9									h i							
1538-9									l l a ʔ							
975-9									n a h							
940-9									n a h							
1476-9									h i h							
105-9									r a n							
1431-9									h i							
37-9									r i n							
1152-9									d r a n							
1814-9									r i n							
1430-9									d i							
1721-9									h i h							
1617-9									h i h							
1564-9									h i h							
1028-9									ʔ a							
1597-9									d a ŋ							
1859-10										ŋ a						
175-10										k a						
241-10										h u ʔ						
2163-10										k u r						
2181-10										dʑ m						
2060-10										h m						
410-10										j a						
1841-10										m a						
2017-10										ʔ a						
1004-10										l a						
614-10										b e						
686-10										b l e						
88-10										k j a ʔ						
872-10										dʑ u h						
1891-10										j a						
68-10										s m						
631-10										b e m						
594-10										k a						
1759-10										ʔ ɔ						
805-10										k ɔ e						
756-10										ʔ ʔ						
1201-10										m j u r						
2042-10										h						
1968-10										b a ʔ						
2000-10										r ɔ ŋ						
17-10										dʑ h						
4-10										b m						
788-10										b						
1219-10										ʔ m						
141-10										h ɔ ŋ						
541-10										b r e a ŋ						
1687-10										ʔ u r						
123-10										dʑ m						
1652-10										dʑ ɔ						
576-10										ŋ a l						
1738-10										b						
442-10										ʔ m						
368-10										b j a ŋ						
1778-10										b						
957-10										dʑ a b						
1704-10										h ʔ						
304-10										dʑ a m						
1796-10										dʑ a ŋ						
720-10										b e						
287-10										k j e b						
321-10										k ŋ						
206-10										k u ʔ						
1950-10										h e						
665-10										b j e						
703-10										dʑ ʔ						
1290-10										m a						
1391-10										h e						
269-10										k j a h						
855-10										dʑ a						
2078-10										s						
2213-10										m a						
1858-10										s a						
1151-10										k j a h						
737-10										b r e h						
340-10										h a						
1111-10										s h						
485-10										ŋ aː						
1356-10										m u h						
1093-10										l ɔ ŋ						
1063-10										b m						
648-10										dʑ ɔ ŋ						
223-10										b j a						
1248-10										j a						
1509-10										b ɔ ŋ						
504-10										dʑ h						
2130-10										s a						
1-10										h a						
386-10										b b a i ʔ						
1411-10										h u						
1027-10										b ʔ						
2077-10										b b m i h						
1323-10										m a						
1538-10										r j a h						
37-10										dʑ ɔ ŋ						
1152-10										b j a						
1814-10										m						
1890-10										s a						
1028-10										ʔ i						
1563-10										j i						
1859-11											ŋ o					
175-11											k a o					
241-11											ʔ o ʔ					
2163-11											k o o					
2181-11											n a m					
2060-11											ʔ ə m					
410-11											t əː					
1841-11											m o					
2017-11											h əː					
1004-11											o o					
614-11											d o o					
686-11											o o əː					
88-11											k d o k					
872-11											n o ŋ					
1891-11											t o					
68-11											s o m					
631-11											o o əː o					
594-11											k o					
1759-11											h a n					
805-11											k ə n					
756-11											h o k					
1201-11											m d o ʔ					
2042-11											ʔ o o					
1968-11											t o ʔ					
2000-11											o o ŋ					
17-11											o a t					
4-11											o əː m					
788-11											t o o					
1219-11											k o m					
141-11											ʔ o ŋ					
541-11											o o j o ŋ					
1687-11											h o o					
123-11											ŋ o m					
1652-11											o ə n					
576-11											ŋ o o					
1738-11											t a k					
442-11											h o m					
368-11											o j o ŋ					
1778-11											o a t					
957-11											n o ʔ					
1704-11											ʔ o ʔ					
304-11											j o m					
1796-11											d əː ŋ					
720-11											o əː h					
287-11											k o a o					
321-11											d əː k					
206-11											t o k					
1950-11											ʔ o o					
665-11											o d o m					
703-11											n o k					
1290-11											m əː					
1391-11											d o ʔ					
269-11											k d o ʔ					
855-11											d o n					
2078-11											s o o					
2213-11											m o					
1858-11											s a					
1151-11											k j əː o					
737-11											o o ə t					
340-11											s o					
1111-11											s o o					
485-11											ŋ o					
1356-11											m u h					
1093-11											d əː ŋ					
648-11											d əː n					
223-11											k d o n					
1248-11											o o					
1509-11											d əː n					
504-11											d o h					
2130-11											s əː					
1-11											ʔ o					
386-11											j o j o k					
1411-11											ʔ o o					
1027-11											k a ʔ					
2077-11											o o o əː h					
1459-11											k o o					
1538-11											o j o o					
975-11											ŋ o a h					
940-11											ŋ o h					
1476-11											ʔ ə h					
1923-11											n o o					
105-11											d o ŋ					
1431-11											ʔ o					
37-11											o o ŋ					
1152-11											o o a o					
1183-11											n o o					
1890-11											s a					
1430-11											t a					
1721-11											ŋ o ʔ					
1617-11											d o k					
1028-11											ʔ a					
2111-11											d o h					
1597-11											o o o					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ ɛ ʔ				
2163-12												kʰ ɛ n				
2181-12												n ɛ m				
2060-12												ʔ ɛ m				
410-12												t ɛ				
1841-12												m ɛ				
2017-12												ʔ ɛ				
1004-12												h a				
614-12												c ɛ ʔ				
686-12												b h ɛ				
88-12												b ɛ ʔ				
872-12												n ɛ ŋ				
1891-12												t a				
68-12												s ɛ m				
631-12												b ɛ n				
594-12												g a				
1759-12												ʔ a ɲ				
805-12												g ɛ ɲ				
756-12												ʔ ɛ k				
1201-12												m ɛ c				
2042-12												ʔ a				
1968-12												t ɛ ʔ				
2000-12												h a ŋ				
17-12												h ɛ c				
4-12												c ə m				
788-12												t ɛ				
1219-12												ʔ ɛ m				
141-12												ʔ a ŋ				
541-12												c r j a ŋ				
1687-12												ʔ ɛ n				
123-12												ɲ a m				
1652-12												c ɛ n				
576-12												ŋ ɔ				
1738-12												t ɛ k				
442-12												ʔ ɛ m				
368-12												b j a ŋ				
1778-12												p ɛ c				
957-12												n ɛ p				
1704-12												ʔ ɛ ʔ				
304-12												j ɛ m				
1796-12												c ɔ ŋ				
720-12												t ɛ ʔ				
287-12												b ɛ p				
321-12												g ɛ ʔ				
206-12												t ɛ ʔ				
1950-12												ʔ ɛ				
665-12												b a n				
703-12												n ɛ ʔ				
1290-12												m ɛ				
1391-12												k ɛ t				
269-12												g ɛ t				
855-12												c ɛ n				
2078-12												s ɛ				
2213-12												m ɛ				
1858-12												s a				
1151-12												g j a n				
737-12												b ɛ t				
340-12												s ɛ				
1111-12												s ɛ				
485-12												ŋ ɛ				
1356-12												m ɛ ʔ				
1093-12												t ɛ ŋ				
1063-12												t ɛ m				
648-12												c ɛ a				
223-12												g ɔ n				
1248-12												c ɛ				
1509-12												t ɛ ɲ				
504-12												c ɛ ʔ				
2130-12												s a				
1-12												ʔ ɛ				
386-12												h ɛ ʔ				
1411-12												ʔ ɛ				
1027-12												g ɛ ʔ				
2077-12												m a				
1459-12												g h ɛ				
1323-12												h ə				
1538-12												r j a ʔ				
975-12												b a ʔ				
940-12												ŋ ɛ ʔ				
1476-12												ʔ a ʔ				
1923-12												n h				
105-12												h ɔ ŋ				
1431-12												ʔ ɛ				
1814-12												m ɛ n				
1183-12												n ɔ n				
1890-12												s a				
1430-12												t ɛ				
1721-12												ɲ ɔ ʔ				
1617-12												c ɛ ʔ				
1564-12												c ɔ ʔ				
1028-12												ʔ a				
2111-12												h h				
1563-12												s a				
1597-12												s ɔ ŋ				
1859-13													ŋ ɛ			
175-13													b a			
241-13													ʔ u			
2163-13													b u n			
2181-13													n ɛ m			
2060-13													ʔ ɨ m			
410-13													b ɛ			
1841-13													m ɛ			
2017-13													ʔ ɛ			
1004-13													b a			
614-13													p ɛ ʔ			
686-13													p b ɛ			
88-13													b ɛ ʔ			
872-13													n ɨ ŋ			
1891-13													b a			
68-13													s ɛ m			
631-13													p ɛ n			
594-13													g a			
1759-13													ʔ a b			
805-13													g ɨ b			
756-13													ʔ ɨ b			
1201-13													m ɛ c			
2042-13													ʔ a			
1968-13													b ɛ ʔ			
2000-13													b a ŋ			
17-13													b ɛ c			
4-13													p ə m			
788-13													b ɛ			
1219-13													ʔ ɛ m			
141-13													ʔ a ŋ			
541-13													p r j a ŋ			
1687-13													ʔ u n			
123-13													b a m			
1652-13													c ɛ n			
576-13													ŋ ɔ			
1738-13													b ɛ b			
442-13													ʔ ɛ m			
368-13													b j a ŋ			
1778-13													p ɛ c			
957-13													n ɛ b			
1704-13													ʔ ɛ ʔ			
304-13													j ɛ m			
1796-13													c ɔ ŋ			
720-13													t ɛ ʔ			
287-13													b ɛ p			
321-13													g ɛ ʔ			
206-13													b ɛ ʔ			
1950-13													ʔ ɛ			
665-13													p b a n			
703-13													n ɛ ʔ			
1290-13													m ɛ			
1391-13													b ɛ t			
269-13													g ɛ t			
855-13													c ɛ n			
2078-13													s ɛ			
2213-13													m ɛ			
1858-13													s a			
1151-13													g j a n			
737-13													p ɛ t			
340-13													s ɛ			
1111-13													s ɛ			
485-13													ŋ ɛ			
1356-13													m u ʔ			
1093-13													t ɛ ŋ			
1063-13													b ɛ m			
223-13													g ɔ n			
1248-13													c ɨ			
1509-13													t ɛ b			
504-13													c ɛ ʔ			
2130-13													s b			
1-13													ʔ ɛ			
386-13													j ɛ ʔ			
1411-13													ʔ ɛ			
1027-13													g ɛ ʔ			
2077-13													m a			
1459-13													g b ɛ			
1323-13													m ə			
1538-13													r j a ʔ			
975-13													b a ʔ			
940-13													ŋ ɛ ʔ			
1476-13													ʔ a ʔ			
1923-13													n b			
105-13													b ɔ ŋ			
1431-13													ʔ ɛ			
1814-13													m ɛ n			
1183-13													n ɔ n			
1890-13													s a			
1721-13													b ɔ ʔ			
1617-13													p ɛ ʔ			
