COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-6						t a t a				
56-6						a m i				
96-6						a a tʃ i				
99-6						h t i a m a				
114-6						t k a tʃ i				
115-6						t e r a tʃ i				
133-6						t i p a a tʃ i				
144-6						t a t i r a tʃ i				
150-6						t a w				
234-6						a t e				
236-6						p a k u				
241-6						a w i m				
249-6						a tʃ i				
1-6						w a tʃ a				
2-6						s i m				
65-6						i h p i				
74-6						p a w a				
93-6						t e p a r i tʃ i				
95-6						a w i i tʃ i				
106-6						t u m i tʃ i				
119-6						i w a t i tʃ i				
128-6						t e k a tʃ i				
147-6						t i m i tʃ i				
231-6						p m a t i				
232-6						p i t a				
239-6						i m a k a n				
266-6						a i t i m				
3-6						h a w i k i				
4-6						w a tʃ i				
55-6						u s w a m				
97-6						t a tʃ a a a				
109-6						i a i tʃ i				
160-6						t i w i				
52-7							i t o			
56-7							i m a			
96-7							a a t			
99-7							a r i z a			
114-7							t u k s a			
115-7							i r s a			
133-7							t i p a s a			
144-7							a t a w a s a			
150-7							k a w			
234-7							k i m			
236-7							p i k i n			
241-7							a w i n			
249-7							i s i			
1-7							w a t a			
2-7							i m d			
65-7							i w i			
74-7							p a n a			
93-7							t z a r s a			
95-7							w i k			
106-7							t i n a			
119-7							a t			
128-7							s i k a a			
147-7							t i m a i			
231-7							p a n a o			
232-7							z p i a			
266-7							i t i m			
3-7							v a r a h a			
4-7							w a t i			
51-7							u v i ʔ			
55-7							u s z z a m			
97-7							a s i m a			
109-7							z p i s a n			
121-7							k a p a a			
149-7							t u k			
160-7							k i r i k			
163-7							u p i n			
52-8								u t a		
56-8								t u m a		
96-8								r a s		
99-8								r u j a m		
114-8								t u k a s i		
115-8								i r i s i		
133-8								t u p a r a s i		
144-8								a r a j a s i		
150-8								k a j		
234-8								t k a		
236-8								t a k i m		
241-8								a j i n		
249-8								i s a		
1-8								u t a		
2-8								v i m a j		
65-8								i u		
74-8								t a m a		
93-8								t u p a r i s i		
95-8								j i k		
119-8								i t i s i		
231-8								k a m a o b		
232-8								k k i a		
239-8								m a m a k a m		
3-8								y u r a k a		
4-8								a r i t		
51-8								u j i		
55-8								i s a m		
109-8								i k i i s i		
121-8								k a k i a a s i		
149-8								t u k a		
163-8								i t a m a		
52-9									i t a ʔ	
56-9									i m a	
96-9									a r a ʃ i ʔ	
99-9									a r i t a m	
114-9									t o k i ʃ i ʔ	
115-9									i r e ʃ i ʔ	
133-9									t i p a r a ʃ i ʔ	
144-9									a r a w a ʃ i ʔ	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a a w i n	
249-9									i ʃ e	
1-9									w a t a ʔ	
2-9									w i m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i ʔ	
95-9									w i k	
106-9									t i n e ʃ i ʔ	
119-9									w i t i ʃ i	
128-9									h o k i ʃ i ʔ	
147-9									t i m i ʃ i ʔ	
231-9									p a n a w a ʔ	
232-9									i p i w a	
239-9									n a m a k a n ʔ	
266-9									i t i m	
3-9									w o r a k o	
4-9									w a r i k	
51-9									i w e	
55-9									i h a a m ʔ	
97-9									m a h a m a	
109-9									i p w i ʃ	
121-9									t a p a w a ʃ i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n ʔ	
52-10										i tʃ a ʔ
56-10										i m o ʔ
96-10										a r a n ʔ
99-10										a r i k o n ʔ
114-10										t o k i tʃ i ʔ
115-10										i r i tʃ i ʔ
133-10										t i p a r a tʃ i ʔ
144-10										a r a w a tʃ i ʔ
150-10										k a w ʔ
234-10										k o m
236-10										p i k i n ʔ
241-10										a w i
249-10										tʃ i ʔ
1-10										w a t a ʔ
2-10										w i m
65-10										w i
74-10										p a n a
93-10										t o p o r i tʃ i ʔ
95-10										w i k i i
106-10										t i n tʃ i ʔ
119-10										w i tʃ i tʃ i ʔ
128-10										h o k i tʃ i ʔ
147-10										t i m i tʃ i ʔ
231-10										k a m a tʃ y ʔ
232-10										k y i ʔ
239-10										t a m a k a m ʔ
266-10										i tʃ i m ʔ
3-10										w o r i k ʔ o
4-10										w a r i ʔ
51-10										w o ʔ
55-10										i h a m ʔ
97-10										m a h o m a i
121-10										k a p y tʃ a k tʃ y ʔ
149-10										t o k ʔ
160-10										k i r i k
163-10										p i n
