COGID	Kayah	Kayan	Kayaw	NorthernPao	NorthernPwo	ProtoKaren	SouthernPao	WesternBwe
2098-1	j a a ³³							
2086-1	tʰ u ³³							
2153-1	s o ¹¹							
2180-1	l ɔ ¹¹							
2205-1	kʰ w u ³³							
2328-1	l e ³³							
2349-1	j o ¹¹							
2372-1	m ə ¹¹							
2388-1	m i ¹¹							
2413-1	d i ³³							
2637-1	p l ɔ ¹¹							
2649-1	c u ³³							
2693-1	p ɔ ¹¹							
2755-1	s ɛ ⁵⁵							
2858-1	m i ³³							
2953-1	cʰ e ³³							
2986-1	cʰ e ⁵⁵							
3034-1	kʰ e ⁵⁵							
3088-1	p l a ³³							
3113-1	p l i ³³							
3154-1	r o ¹¹							
3179-1	cʰ ɛ ³³							
3246-1	d e ³³							
3259-1	c i ¹¹							
3282-1	tʰ ɔ ¹¹							
3295-1	cʰ e ¹¹							
3338-1	l ɔ ¹¹							
3351-1	p l ə ¹¹							
3375-1	m o ¹¹							
3410-1	j ɛ ⁵⁵							
3423-1	m i ¹¹							
3445-1	cʰ ə ³³							
3485-1	p i ¹¹							
3500-1	p l ɔ ¹¹							
3545-1	t o ¹¹							
3557-1	s ɔ ³³							
3581-1	c ɔ ³³							
3594-1	kʰ i ³³							
3618-1	s o ¹¹							
3654-1	p l i ¹¹							
3667-1	t a ⁵⁵							
3680-1	kʰ l i ⁵⁵							
3763-1	p r ɛ ⁵⁵							
3850-1	p l e ¹¹							
3878-1	tʰ ə ³³							
3903-1	tʰ a ³³							
3938-1	c o ¹¹							
3963-1	l a ¹¹							
3977-1	m e ³³							
1464-1	l w i							
21-2		t ə ¹¹						
33-2		t əɨ ¹¹						
46-2		p l a ¹¹						
126-2		θ a a ⁵³						
114-2		b a ¹¹						
149-2		b l a ⁵³						
171-2		tʰ a ⁵³						
191-2		h w ɛ ⁴⁵						
203-2		n ai ⁵³						
224-2		l a ʔ ²¹						
275-2		kʰ a ¹¹						
302-2		ʔ u ⁵³						
315-2		tʰ au ʔ ⁴⁵						
394-2		n ɔ ʔ ²¹						
431-2		pʰ a ʔ ⁴⁵						
444-2		p a ʔ ⁴⁵						
445-2		n a ¹¹						
514-2		θ i ʔ ⁴⁵						
555-2		kʰ w i ¹¹						
579-2		cʰ a ⁵³						
603-2		kʰ a ¹¹						
737-2		l u ¹¹						
763-2		cʰ w ɛ ¹¹						
870-2		kʰ i ʔ ⁴⁵						
918-2		ʔ ə ⁵³						
979-2		l a ŋ						
1013-2		m a ¹¹						
1040-2		tʰ w i ¹¹						
1027-2		m a ³³						
1053-2		l w i ¹¹						
1065-2		m a ¹¹						
1091-2		m ɨ ³³						
1116-2		ʔ ai ¹¹						
1129-2		n a ¹¹						
1173-2		d ɨ ¹¹						
1207-2		cʰ a ⁵³						
1255-2		p i ʔ ⁴⁵						
1277-2		t ɛ ʔ ²¹						
1290-2		b w a ¹¹						
1301-2		cʰ w a						
1337-2		m ɨ ¹¹						
1323-2		m u ¹¹						
1350-2		m ai ¹¹						
1372-2		j ɛ ʔ ²¹						
1498-2		d ai ¹¹						
1664-2		l e ʔ ²¹						
1652-2		ʔ au ¹¹						
1687-2		θ a ʔ ⁴⁵						
1708-2		θ ɔ au ¹¹						
1732-2		t əu ¹¹						
1742-2		n əu ŋ						
1755-2		pʰ r ɨ ⁵³						
1767-2		θ ai ⁵³						
1786-2		j a ³³						
1803-2		w a ³³						
1815-2		cʰ a ⁵³						
1840-2		p r i ʔ ²¹						
1853-2		tʰ a ʔ ⁴⁵						
1866-2		θ a ʔ ⁴⁵						
1894-2		l a ¹¹						
1934-2		c ai ¹¹						
1947-2		kʰ a ¹¹						
1993-2		pʰ w i ⁵³						
2059-2		ʔ ɔ ¹¹						
2098-2		j ai a ʔ ²¹						
2086-2		tʰ au ⁵³						
2153-2		θ ɨ ¹¹						
2180-2		l əu ¹¹						
2205-2		kʰ w au ⁵³						
2328-2		l a ⁵³						
2349-2		j u ¹¹						
2372-2		m ɨ ¹¹						
2388-2		m i ³³						
2413-2		d ai ⁵³						
2637-2		b l au ¹¹						
2649-2		c u ⁵³						
2693-2		p ə ³³						
2755-2		θ au ʔ ⁴⁵						
2858-2		m i ⁵³						
2953-2		c a ⁵³						
2986-2		cʰ a ʔ ⁴⁵						
3034-2		kʰ a ʔ ⁴⁵						
3088-2		p l ɛ ʔ ²¹						
3113-2		b l ai ⁵³						
3154-2		r u ¹¹						
3179-2		cʰ a a ŋ						
3246-2		d a ⁵³						
3259-2		c i ¹¹						
3282-2		tʰ ə ¹¹						
3295-2		cʰ a ¹¹						
3338-2		l əu ¹¹						
3351-2		p l ɨ ³³						
3375-2		m ɨ ¹¹						
3410-2		ɟ au ʔ ⁴⁵						
3423-2		m ai ¹¹						
3445-2		cʰ ɨ ⁵³						
3485-2		p i ¹¹						
3500-2		b l əu ¹¹						
3545-2		t u ¹¹						
3557-2		θ ə ⁵³						
3581-2		c ə ⁵³						
3594-2		kʰ ai ⁵³						
3618-2		θ u ¹¹						
3654-2		p l ai ³³						
3667-2		t ɛ ʔ ²¹						
3680-2		kʰ l i ʔ ⁴⁵						
3763-2		p r au ʔ ⁴⁵						
3850-2		p l a ¹¹						
3878-2		tʰ ɨ ⁵³						
3903-2		tʰ i ⁵³						
3938-2		c au ¹¹						
3963-2		l ɛ ¹¹						
3977-2		m a ⁵³						
1464-2		l w i ⁵³						
21-3			t ə ¹¹					
33-3			t ə ¹¹					
46-3			p l a ¹¹					
126-3			s a ⁵⁵					
114-3			b ɔ ¹¹					
149-3			p l a ¹¹					
171-3			tʰ ɔ ⁵⁵					
191-3			w ɛ ³³					
203-3			n i ⁵⁵					
224-3			l ɔ ³³					
275-3			kʰ a ¹¹					
302-3			ʔ u ⁵⁵					
315-3			tʰ o ³³					
394-3			n ə ³³					
431-3			pʰ ɔ ³³					
444-3			p a ³³					
445-3			n a ¹¹					
514-3			s i ³³					
555-3			kʰ w i ¹¹					
579-3			cʰ ɔ ⁵⁵					
603-3			kʰ a ¹¹					
737-3			l u ¹¹					
763-3			cʰ ɛ ¹¹ ¹¹					
870-3			kʰ i ³³					
918-3			ʔ ə ⁵⁵					
979-3			l ɔ ³³					
1013-3			m a ¹¹					
1040-3			tʰ w i ¹¹					
1027-3			m a ³³					
1053-3			l i i ¹¹					
1065-3			m ɔ ¹¹					
1091-3			m ɨ ³³					
1116-3			ʔ i ¹¹					
1129-3			n a ¹¹					
1173-3			d i ¹¹					
1207-3			cʰ ɔ ⁵⁵					
1255-3			p i ³³					
1277-3			t e ³³					
1290-3			b u ¹¹					
1301-3			cʰ u ¹¹					
1337-3			m ɨ ¹¹					
1323-3			m u ¹¹					
1350-3			m i ¹¹					
1372-3			m ɛ ³³					
1498-3			d i ¹¹					
1664-3			l e ³³					
1652-3			ʔ o ¹¹					
1687-3			s ɔ ³³					
1708-3			s o ¹¹					
1732-3			t ə ¹¹					
1742-3			n ə ³³					
1755-3			pʰ r ɨ ⁵⁵					
1767-3			s i					
1786-3			j a ³³					
1803-3			w a ³³					
1815-3			cʰ a ⁵⁵					
1840-3			p r e ³³					
1853-3			tʰ ɔ ³³					
1866-3			s ɔ ³³					
1894-3			l a ¹¹					
1934-3			c i ¹¹					
1947-3			kʰ ɔ ¹¹					
1993-3			pʰ w i ⁵⁵					
2059-3			ʔ o ¹¹					
2098-3			m j ɔ ³³					
2086-3			tʰ u ⁵⁵					
2153-3			s ʉ ¹¹					
2180-3			l ə ¹¹					
2205-3			kʰ w u ⁵⁵					
2328-3			l a ⁵⁵					
2349-3			j u ¹¹					
2372-3			m i ¹¹					
2388-3			m i ¹¹					
2413-3			d i ⁵⁵					
2637-3			p l u ¹¹					
2649-3			c u ⁵⁵					
2693-3			p ə ³³					
2755-3			s o ³³					
2858-3			m i ⁵⁵					
2953-3			cʰ a ⁵⁵					
2986-3			cʰ ɔ ³³					
3034-3			kʰ a ³³					
3088-3			p l e ³³					
3113-3			p l i ⁵⁵					
3154-3			r u ¹¹					
3179-3			cʰ ɔ ¹¹					
3246-3			d a ⁵⁵					
3259-3			c i ¹¹					
3282-3			tʰ ə ¹¹					
3295-3			cʰ a ¹¹					
3338-3			l ə ¹¹					
3351-3			p l i ³³					
3375-3			m ɨ ¹¹					
3410-3			j o ³³					
3423-3			m i ¹¹					
3445-3			cʰ i ⁵⁵					
3485-3			p i ¹¹					
3500-3			p l ə ¹¹					
3545-3			t u ¹¹					
3557-3			s ə ⁵⁵					
3581-3			c ə ⁵⁵					
3594-3			kʰ i ⁵⁵					
3618-3			s u ¹¹					
3654-3			p l i ³³					
3667-3			t e ³³					
3680-3			kʰ l i ³³					
3763-3			p r o ³³					
3850-3			p l a ¹¹					
3878-3			tʰ i ⁵⁵					
3903-3			tʰ e ⁵⁵					
3938-3			c o ¹¹					
3963-3			l ɛ ¹¹					
3977-3			m a ⁵⁵					
1464-3			l i ³³					
21-4				tʰ ə ŋ ⁵³				
33-4				tʰ ə ⁵⁵				
46-4				pʰ l a ⁵³				
126-4				s a a ɦ				
114-4				b a ŋ ⁵⁵				
149-4				p l a ɦ ³¹				
171-4				tʰ a m ɦ ³¹				
191-4				w w t ²¹				
203-4				n e ɦ ³¹				
224-4				l a ʔ ⁴⁵				
275-4				kʰ a ⁵⁵				
302-4				ʔ u ɦ ³¹				
315-4				tʰ ɔ ʔ ²¹				
394-4				n o ʔ ⁴⁵				
431-4				pʰ a ʔ ²¹				
444-4				p a ʔ ²¹				
445-4				n a ⁵³				
514-4				s i ʔ ²¹				
555-4				kʰ w i ⁵⁵				
579-4				cʰ a n ɦ ³¹ ³¹				
603-4				kʰ a ⁵⁵				
737-4				l u ⁵⁵				
763-4				cʰ w ɛ ⁵⁵				
870-4				kʰ i ʔ ²¹				
918-4				ʔ ə ŋ ɦ ³¹				
979-4				l a ŋ ³³				
1013-4				m a ⁵³				
1040-4				tʰ w i ⁵⁵				
1027-4				m a ³³				
1053-4				l w i ⁵³				
1065-4				m a ŋ ⁵³				
1091-4				m ɨ n ³³				
1116-4				ʔ e ⁵⁵				
1129-4				n a ⁵³				
1173-4				d i ⁵⁵				
1207-4				cʰ a ŋ ɦ ³¹				
1255-4				pʰ i ʔ ⁴⁵				
1277-4				tʰ ɛ ʔ ⁴⁵				
1290-4				b u n ŋ				
1301-4				cʰ u n ⁵⁵				
1337-4				m o ⁵⁵				
1323-4				m u ⁵³				
1350-4				m e ⁵⁵				
1372-4				ŋ a ʔ ⁴⁵				
1498-4				d e ⁵⁵				
1664-4				l e ʔ ⁴⁵				
1652-4				ʔ au ⁵⁵				
1687-4				s a ʔ ²¹				
1708-4				s o ⁵⁵ ⁵⁵				
1732-4				tʰ o ŋ ⁵³				
1742-4				n o ŋ ³³				
1755-4				pʰ r u n ɦ ³¹				
1767-4				s i ɦ ²¹				
1786-4				j a ³³ ³³				
1803-4				w a ³³ ³³				
1815-4				cʰ a ɦ ³¹				
1840-4				pʰ r e ʔ ⁴⁵				
1853-4				tʰ a ʔ ²¹				
1866-4				s a ʔ ²¹				
1894-4				l a ⁵⁵				
1934-4				c e ⁵⁵				
1947-4				kʰ a ŋ ⁵⁵				
1993-4				pʰ w i ɦ ³¹				
2059-4				ʔ ɔ ŋ ⁵⁵				
2098-4				ŋ j ʔ ⁴⁵ ⁴⁵				
2086-4				tʰ o ɦ ³¹				
2153-4				s ɨ ⁵⁵				
2180-4				l o ŋ ⁵⁵				
2205-4				kʰ w o ɦ ³¹				
2328-4				l a ɦ ³¹				
2349-4				j u ⁵³				
2372-4				m i ⁵⁵				
2388-4				m i n ³³				
2413-4				d e ɦ ³¹				
2637-4				p l o m ⁵⁵				
2649-4				c u ɦ ³¹				
2693-4				pʰ ə ŋ ³³				
2755-4				s ɔ ʔ ²¹				
2858-4				m i n ɦ ³¹				
2953-4				cʰ a ɦ ³¹				
2986-4				cʰ a ʔ ²¹				
3034-4				kʰ a ʔ ²¹				
3088-4				pʰ l ɛ ʔ ⁴⁵				
3113-4				p l e ɦ ³¹				
3154-4				r u ⁵³				
3179-4				cʰ a a ⁵⁵				
3246-4				d a ɦ ³¹				
3259-4				cʰ i m ⁵³				
3282-4				tʰ ə ŋ ⁵⁵				
3295-4				cʰ a ⁵⁵				
3338-4				l o ŋ ⁵³				
3351-4				pʰ l i ³³				
3375-4				m ɨ ⁵³				
3410-4				j ɔ ʔ ²¹				
3423-4				m e ⁵³				
3445-4				ɕ i ɦ ³¹				
3485-4				pʰ i ⁵³				
3500-4				p l o ŋ ⁵⁵				
3545-4				tʰ u ⁵³				
3557-4				s ə m ɦ ³¹				
3581-4				c ə ŋ ɦ ³¹				
3594-4				kʰ e ɦ ³¹				
3618-4				s u ⁵⁵				
3654-4				pʰ l e ³³				
3667-4				tʰ ɛ ʔ ⁴⁵				
3680-4				kʰ l i ʔ ²¹				
3763-4				pʰ r ɔ ʔ ²¹				
3850-4				pʰ l a ⁵³				
3878-4				tʰ i ɦ ³¹				
3903-4				tʰ ɛ ŋ ɦ ³¹				
3938-4				c au ⁵⁵				
3963-4				l ɛ ⁵³				
3977-4				m a ɦ ³¹				
1464-4				l w t ²¹				
21-5					tʰ aə ³³ ¹¹			
33-5					tʰ əɨ ³³			
46-5					pʰ l a ɦ			
126-5					s a ³⁵			
114-5					b ɛ̃ ³³			
149-5					b l a ⁵⁵			
171-5					tʰ ã ³⁵			
191-5					w a ɛ ⁴⁵			
203-5					n i ³⁵			
224-5					l a ʔ ²¹			
275-5					kʰ a ³³			
302-5					ʔ u ³⁵			
315-5					tʰ o ʔ ⁴⁵			
394-5					n au ʔ ²¹			
431-5					pʰ a ʔ ⁴⁵			
444-5					pʰ a ʔ ⁴⁵			
445-5					n a ɦ			
514-5					s ei ʔ ⁴⁵			
555-5					kʰ w ei ³³			
579-5					cʰ a ³⁵			
603-5					kʰ a ³³			
737-5					l ou ³³			
763-5					cʰ w ɛ ³³			
870-5					kʰ ei ʔ ⁴⁵			
918-5					ʔ aə ³⁵			
979-5					l ɛ̃ ⁵⁵			
1013-5					m a ɦ			
1040-5					tʰ w i ³³			
1027-5					m a ⁵⁵			
1053-5					l w i ɦ			
1065-5					m ɛ̃ ³³ ¹¹			
1091-5					m ɑ̃ ⁵⁵			
1116-5					ʔ i ³³			
1129-5					n a ɦ			
1173-5					d ei ³³			
1207-5					cʰ ɛ̃ ³⁵			
1255-5					pʰ ei ʔ ²¹			
1277-5					tʰ e ʔ ²¹			
1290-5					b w ɑ̃ ³³			
1301-5					cʰ ɑ̃ ³³			
1337-5					m ɑ̃ ³³			
1323-5					m u ɦ			
1350-5					m i ³³			
1372-5					j ɛ ʔ ²¹			
1498-5					d i ³³			
1664-5					l ai ʔ ²¹			
1652-5					ʔ ɔ ³³			
1687-5					s a ʔ ⁴⁵			
1708-5					s ɔ ³³			
1732-5					tʰ ãu ³³ ¹¹			
1742-5					n ãu ⁵⁵			
1755-5					pʰ ɣ ɑ̃ ³⁵			
1767-5					s ei ³⁵			
1786-5					j a ⁵⁵			
1803-5					w a ⁵⁵			
1815-5					cʰ a ³⁵			
1840-5					p ɣ ai ʔ ²¹			
1853-5					tʰ a ʔ ⁴⁵			
1866-5					s a ʔ ⁴⁵			
1894-5					l a ³³			
1934-5					x i ³³			
1947-5					kʰ ɛ̃ ³³			
1993-5					pʰ w ei ³⁵			
2059-5					ʔ ɔ ³³			
2098-5					j ai ʔ ʔ			
2086-5					tʰ u ³⁵			
2153-5					s ɑ̃ ³³			
2180-5					l ãu ³³			
2205-5					kʰ w u ³⁵			
2328-5					l a ³⁵			
2349-5					j ou ɦ			
2372-5					m ei ³³			
2388-5					m ei ³³			
2413-5					d i ³⁵			
2637-5					b l u ³³			
2649-5					x u ³⁵			
2693-5					pʰ aə ⁵⁵			
2755-5					s o ʔ ⁴⁵			
2858-5					m ei ³⁵			
2953-5					cʰ a ³⁵			
2986-5					cʰ a ʔ ⁴⁵			
3034-5					kʰ a ʔ ⁴⁵			
3088-5					pʰ l e ʔ ²¹			
3113-5					b l i ³⁵			
3154-5					ɣ ou ɦ			
3179-5					cʰ ɛ̃ ³³			
3246-5					d a ³⁵			
3259-5					x ei ɦ ¹¹			
3282-5					tʰ aə ³³			
3295-5					cʰ a ³³			
3338-5					l ãu ³³ ¹¹			
3351-5					pʰ l ei ⁵⁵			
3375-5					m ɑ̃ ɦ			
3410-5					j o ʔ ⁴⁵			
3423-5					m i ɦ			
3445-5					cʰ ei ³⁵			
3485-5					pʰ ei ɦ			
3500-5					b l ãu ³³			
3545-5					tʰ ou ɦ			
3557-5					s aə ³⁵			
3581-5					x aə ³⁵			
3594-5					kʰ i ³⁵			
3618-5					s ou ³³			
3654-5					pʰ l i ⁵⁵			
3667-5					tʰ ãi ʔ ²¹			
3680-5					kʰ l ei ʔ ⁴⁵			
3763-5					pʰ ɣ o ʔ ⁴⁵			
3850-5					pʰ l a ɦ			
3878-5					tʰ ei ³⁵			
3903-5					tʰ ãi ³⁵			
3938-5					x ɔ ³³			
3963-5					l ɛ ɦ			
3977-5					m a ³⁵			
1464-5					l ei i ³⁵			
21-6						d ə ŋ ¹¹		
33-6						d ə ¹¹		
46-6						b l a ¹¹		
126-6						s a ⁵⁵ ⁵⁵		
114-6						ˀb a ŋ ¹¹		
149-6						p l a ¹¹		
171-6						tʰ a m ⁵⁵		
191-6						h w ɛ t̚		
203-6						n e ⁵⁵		
224-6						l a ʔ̚ ⁵¹		
275-6						kʰ a ¹¹		
302-6						ʔ u ⁵⁵		
315-6						tʰ ɔ ʔ̚ ⁵¹		
394-6						n o ʔ̚ ⁵¹		
431-6						pʰ a ʔ̚ ⁵¹		
444-6						p a ʔ̚ ⁵¹		
445-6						n̥ a ¹¹		
514-6						s w ʔ̚ ⁵¹		
555-6						kʰ w i ¹¹		
579-6						cʰ a ŋ ɴ ⁵⁵		
603-6						kʰ a ¹¹		
737-6						l ou ¹¹		
763-6						cʰ w ɛ ¹¹		
870-6						kʰ i ʔ̚ ⁵¹		
918-6						ʔ ə ŋ ⁵⁵		
979-6						l a ŋ ⁵⁵		
1013-6						m a ¹¹		
1040-6						tʰ w i ¹¹		
1027-6						m a ⁵⁵		
1053-6						l w i ¹¹		
1065-6						m a ŋ ¹¹		
1091-6						m ɨ ⁵⁵ ⁵⁵		
1116-6						ʔ e ¹¹		
1129-6						n̥ a ¹¹		
1173-6						ˀd ei ¹¹		
1207-6						cʰ a ŋ ⁵⁵		
1255-6						b e ʔ̚ ⁵¹		
1277-6						d ɛ ʔ̚ ⁵¹		
1290-6						ˀb u ɴ ŋ ¹¹		
1301-6						cʰ u ɴ ¹¹		
1337-6						m ə ¹¹		
1323-6						m u ¹¹		
1350-6						m e ¹¹		
1372-6						j a ʔ̚ ⁵¹		
1498-6						ˀd e ¹¹		
1664-6						l e ʔ̚ ⁵¹		
1652-6						ʔ ɔ ¹¹		
1687-6						s a ʔ̚ ⁵¹		
1708-6						s ɔ ¹¹ ¹¹		
1732-6						d o ŋ ¹¹		
1742-6						n o ŋ ⁵⁵		
1755-6						pʰ r ɨ m ⁵⁵		
1767-6						s e ⁵⁵ ⁵¹		
1786-6						j a ⁵⁵ ⁵⁵		
1803-6						w a ⁵⁵		
1815-6						cʰ a ⁵⁵		
1840-6						b r e ʔ̚ ⁵¹		
1853-6						tʰ a ʔ̚ ⁵¹		
1866-6						s a ʔ̚ ⁵¹		
1894-6						l a ¹¹		
1934-6						ɟ e ¹¹		
1947-6						kʰ a ŋ ¹¹		
1993-6						pʰ w i ⁵⁵		
2059-6						ʔ ɔ ŋ ¹¹		
2098-6						ŋ j a ʔ̚ ⁵¹		
2086-6						tʰ o ⁵⁵		
2153-6						s ə ¹¹		
2180-6						l o ŋ ¹¹		
2205-6						kʰ w o ⁵⁵		
2328-6						l a ⁵⁵		
2349-6						j ou ¹¹		
2372-6						m ei ¹¹		
2388-6						m i ɴ ⁵⁵		
2413-6						ˀd e ⁵⁵		
2637-6						p l o m ¹¹		
2649-6						ɟ u ⁵⁵		
2693-6						b ə ŋ ⁵⁵		
2755-6						s ɔ ʔ̚ ⁵¹		
2858-6						m i ɴ ⁵⁵		
2953-6						cʰ a ⁵⁵		
2986-6						cʰ a ʔ̚ ⁵¹		
3034-6						kʰ a ʔ̚ ⁵¹		
3088-6						b l ɛ ʔ̚ ⁵¹		
3113-6						p l e ⁵⁵		
3154-6						r u ¹¹		
3179-6						cʰ a a n		
3246-6						ˀd a ⁵⁵		
3259-6						ɟ i m ¹¹		
3282-6						tʰ ə ŋ ¹¹		
3295-6						cʰ a ¹¹		
3338-6						l o ŋ ¹¹		
3351-6						b l ei ⁵⁵		
3375-6						m ə ¹¹		
3410-6						j ɔ ʔ̚ ⁵¹		
3423-6						m e ¹¹		
3445-6						cʰ ei ⁵⁵		
3485-6						b i ¹¹		
3500-6						p l o ŋ ¹¹		
3545-6						d ou ¹¹		
3557-6						s ə m ⁵⁵		
3581-6						c ə ŋ ⁵⁵		
3594-6						kʰ e ⁵⁵		
3618-6						s ou ¹¹		
3654-6						b l e ⁵⁵		
3667-6						d ɛ ʔ̚ ⁵¹		
3680-6						kʰ l e ʔ̚ ⁵¹		
3763-6						p r ɔ ʔ̚ ⁵¹		
3850-6						b l a ¹¹		
3878-6						tʰ ei ⁵⁵		
3903-6						tʰ ɛ ŋ ⁵⁵		
3938-6						c ɔ ¹¹		
3963-6						l ɛ ¹¹		
3977-6						m a ⁵⁵		
1464-6						l w i ⁵⁵		
21-7							t ə ŋ ⁵⁵	
33-7							t ə ³³	
46-7							p l a ⁵⁵	
126-7							s a a ɦ	
114-7							b a ŋ ³³	
149-7							p l a ɦ ³¹	
171-7							tʰ a m ɦ ³¹	
191-7							w w ɛ ²¹	
203-7							n e ɦ ³¹	
224-7							l a ʔ ⁴⁵	
275-7							kʰ a ³³	
302-7							ʔ u ɦ ³¹	
315-7							tʰ ɔ ʔ ²¹	
394-7							n u ʔ ⁴⁵	
431-7							pʰ a ʔ ²¹	
444-7							p a ʔ ²¹	
445-7							n a ⁵⁵	
514-7							s i ʔ ²¹	
555-7							kʰ w i ³³	
579-7							ɕ a ŋ ɦ ɦ ³¹	
603-7							kʰ a ³³	
737-7							l u ³³	
763-7							cʰ w ɛ ³³	
870-7							kʰ i ʔ ²¹	
918-7							ʔ ə ŋ ɦ ³¹	
979-7							l a ŋ ⁵³	
1013-7							m a ⁵⁵	
1040-7							tʰ w i ³³	
1027-7							m a ⁵³	
1053-7							l w i ⁵⁵	
1065-7							m a ŋ ⁵⁵	
1091-7							m w ə m	
1116-7							ʔ e ³³	
1129-7							n a ⁵⁵	
1173-7							d i ³³	
1207-7							cʰ a ŋ ɦ ³¹	
1255-7							p i ʔ ⁴⁵	
1277-7							t ɛ ʔ ⁴⁵	
1290-7							b w ə m ³³	
1301-7							cʰ w ə ³³	
1337-7							m ə ³³	
1323-7							m u ⁵⁵	
1350-7							m e ³³	
1372-7							ŋ a ʔ ⁴⁵	
1498-7							d e ³³	
1664-7							l i ʔ ⁴⁵	
1652-7							ʔ au ³³	
1687-7							s a ʔ ²¹	
1708-7							s ɔ ³³ ³³	
1732-7							t o ŋ ⁵⁵	
1742-7							n o ŋ ⁵³	
1755-7							pʰ r ə m ɦ ³¹	
1767-7							s i ʔ ²¹	
1786-7							j a ⁵³ ⁵³	
1803-7							w a ⁵³ ⁵³	
1815-7							cʰ a ɦ ³¹	
1840-7							pʰ r i ʔ ⁴⁵	
1853-7							tʰ a ʔ ²¹	
1866-7							s a ʔ ²¹	
1894-7							l a ³³	
1934-7							c e ³³	
1947-7							kʰ a ŋ ³³	
1993-7							pʰ w i ɦ ³¹	
2059-7							ʔ ɔ ŋ ³³	
2098-7							ŋ j ʔ ʔ	
2086-7							tʰ o ɦ ³¹	
2153-7							s w ³³	
2180-7							l o ŋ ³³	
2205-7							kʰ w o ɦ ³¹	
2328-7							l a ɦ ³¹	
2349-7							j u ⁵⁵	
2372-7							m i ³³	
2388-7							m i m ⁵³	
2413-7							d e ɦ ³¹	
2637-7							p l o m ³³	
2649-7							c u ɦ ³¹	
2693-7							p ə ŋ ⁵³	
2755-7							s ɔ ʔ ²¹	
2858-7							m i ə ɦ ³¹	
2953-7							ɕ a ɦ ³¹	
2986-7							cʰ a ʔ ²¹	
3034-7							kʰ a ʔ ²¹	
3088-7							p l ɛ ʔ ⁴⁵	
3113-7							p l e ɦ ³¹	
3154-7							r u ⁵⁵	
3179-7							cʰ a a n ³³	
3246-7							d a ɦ ³¹	
3259-7							c i m ⁵⁵	
3282-7							tʰ ə ŋ ³³	
3295-7							cʰ a ³³	
3338-7							l o ŋ ⁵⁵	
3351-7							p l i ⁵³	
3375-7							m ə ⁵⁵	
3410-7							j ɔ ʔ ²¹	
3423-7							m e ⁵⁵	
3445-7							ɕ i ɦ ³¹	
3485-7							p i ⁵⁵	
3500-7							p l o ŋ ³³	
3545-7							t u ⁵⁵	
3557-7							s ə ŋ ɦ ³¹	
3581-7							c ə ŋ ɦ ³¹	
3594-7							kʰ e ɦ ³¹	
3618-7							s u ³³	
3654-7							p l e ⁵³	
3667-7							t ɛ ʔ ⁴⁵	
3680-7							kʰ l i ʔ ²¹	
3763-7							p r ɔ ʔ ²¹	
3850-7							p l a ⁵⁵	
3878-7							tʰ i ɦ ³¹	
3903-7							tʰ ɛ ŋ ɦ ³¹	
3938-7							c au ³³	
3963-7							l ai ⁵⁵	
3977-7							m a ɦ ³¹	
1464-7							l w i ⁴⁵	
21-8								d o ³³
33-8								d o ³³
46-8								b l ɛ ³³
126-8								θ ɛ ⁵⁵
114-8								ɓ a ³³
149-8								p l ɛ ³³
171-8								tʰ a ⁵⁵
191-8								h w ɛ ³³
203-8								n i ⁵⁵
224-8								l a ¹¹
