COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
138-4				n e l w					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				t a w a + tɬ					
179-4				n a k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e tʃ i tɬ					
190-4				j a k a +					
194-4				s e					
220-4				j h + tɬ i					
231-4				i w a					
240-4				k o tʃ i					
283-4				t e + tɬ					
293-4				i n + i					
314-4				k w a w i + tɬ					
315-4				j n e					
322-4				t e h w a e n					
323-4				t e					
9-4				t o t o + tɬ					
17-4				j m i + tɬ					
30-4				t ts o					
88-4				i i i					
158-4				t a j a k					
177-4				m i a a					
184-4				t o k a + tɬ					
187-4				j a n k w i + k					
227-4				x i l l i					
235-4				m o + tɬ a l i a					
249-4				t o k + tɬ i					
251-4				m i + k ts o					
289-4				k w i w a p i l					
294-4				t e h w					
296-4				n e n e p i l					
313-4				tɬ a n +					
316-4				n e l + n e m i					
318-4				t o t o n i k					
320-4				j + t					
324-4				i s t a k					
326-4				k k					
1-5					m o p i				
2-5					t a x + t i				
8-5					t eː n o				
16-5					i s + t i				
24-5					i s t i				
32-5					m i k i				
51-5					t n + i				
52-5					a + b + t o				
53-5					t + g a s				
54-5					t a l				
55-5					b a a				
60-5					i x +				
83-5					t i + t				
87-5					p eː t a m i				
92-5					m + g a				
103-5					m +				
106-5					g a g i				
138-5					m e h				
139-5					m i b + t i				
142-5					m + t i				
145-5					m o + t eː k a				
176-5					t b aː a + t				
179-5					t + g a + t				
180-5					m eː e + t i				
186-5					b e p + t				
190-5					j e b + t i				
194-5					s eː				
220-5					i h + t i				
231-5					i t a				
240-5					g o p i				
283-5					t eː + t				
293-5					i n + i				
314-5					b aː a aː i +				
315-5					eː m eː				
322-5					t e h a m eː				
323-5					t eː				
9-5					t oː t oː + t				
17-5					i m i + t				
22-5					t a t i				
30-5					t ts o				
88-5					i i i				
158-5					a e j a g				
159-5					t t i m i +				
177-5					m iː a b				
184-5					t oː b +				
187-5					j a m b a i + k				
227-5					x o l i				
235-5					m o + t a l i a				
249-5					p o k + t i				
251-5					m o + t e ts o				
289-5					b a i t i p i l				
294-5					t eː h a				
296-5					m eː n e p i l				
313-5					t a m +				
316-5					m e l + n e m i				
318-5					t o t oː n i k				
320-5					i + t				
324-5					i s t a k				
326-5					b k				
1-6						n u tʃ i			
2-6						t a x + t n			
8-6						t eː j u			
16-6						eː s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						t n + i			
52-6						w a k + t i			
53-6						n a k a s			
54-6						t a l l			
55-6						k w a			
60-6						i x + t e l u l			
83-6						t i + t			
87-6						p eː t a n i			
92-6						m a k a			
103-6						m a			
106-6						k a k			
138-6						n e l w			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t a w a + t			
179-6						n a k a + t			
180-6						m eː e + t i			
186-6						k e p			
190-6						j a k a + t			
194-6						s eː			
220-6						i l + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t eː + t			
293-6						i n + i			
314-6						k w a w + t			
315-6						eː n e			
322-6						t e l w a e			
323-6						t eː n			
9-6						t uː t uː + t			
17-6						eː n i + t			
22-6						t a t i a			
30-6						t ts			
88-6						i tʃ i			
158-6						t eː j a k			
159-6						t t i m i			
177-6						m i a k			
184-6						t uː k a +			
187-6						j a n k w i + k			
227-6						x u l l i			
235-6						m u + t a l i a			
249-6						p eː k + t i			
251-6						m i + k e ts u			
289-6						k w i t a p i l			
294-6						t e l w			
296-6						n eː n e p eː l			
313-6						t a n +			
316-6						n e l + n e m i			
318-6						t u t uː n n k			
320-6						m + t			
324-6						i s t a k			
1-7							m i tʃ o		
2-7							t e x + e n		
8-7							t e w w		
16-7							k tʃ + t t		
24-7							i tʃ t e		
32-7							m i tʃ u		
51-7							o n i		
52-7							t l t u		
53-7							n e t e m		
54-7							t e l		
55-7							k e l		
60-7							ts x		
83-7							t e t		
87-7							t e t e n i		
92-7							m e t e		
103-7							m i		
106-7							k e t		
138-7							n e e		
139-7							m i t t e		
142-7							m e t i		
145-7							m u t e n e		
176-7							t e t e t		
179-7							n e t e t		
180-7							m i ts + t t		
186-7							k e x +		
190-7							o e		
194-7							k e		
220-7							o n t i		
231-7							t t e		
240-7							k w tʃ o		
283-7							t e t t		
293-7							o n i		
314-7							k e e e		
315-7							o n e		
322-7							t e e e e n		
323-7							t e n		
17-7							o m i t		
22-7							t e t t		
30-7							t ts o		
159-7							k t e m i		
251-7							m i t ts o		
296-7							n e n e tʃ o l		
320-7							t t t		
326-7							t		
1-8								n ɨ + ɨ	
2-8								t w x + t ɨ i	
8-8								t eː j o	
16-8								ɨ s + tɬ ɨ	
24-8								ɨ s t ɨ +	
32-8								m ɨ k ɨ	
51-8								t n + ɨ	
52-8								k a k + tɬ ɨ k	
53-8								n a k a s +	
54-8								tɬ a l + ɨ	
55-8								k w a	
60-8								ɨ x + t ɨ l o l	
83-8								tɬ ɨ + tɬ	
87-8								p eː tɬ a n ɨ	
92-8								m a k a	
103-8								m i	
106-8								k a k ɨ	
138-8								n e h w	
139-8								m ɨ k + t ɨ a	
142-8								m a t ɨ	
145-8								m o + t eː k a	
176-8								t a k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː e + tɬ ɨ	
186-8								k ɨ l tʃ tɬ	
190-8								j eː k + tɬ ɨ	
194-8								s eː +	
220-8								ɨ h + tɬ ɨ	
231-8								ɨ tɬ a	
240-8								k o + ɨ	
283-8								t eː + tɬ tɬ	
293-8								ɨ n + ɨ m	
314-8								k w a w + + tɬ	
315-8								eː m eː +	
322-8								t ɨ h w m e	
323-8								t eː n	
9-8								t eː t ɨ + tɬ	
17-8								ɨ m ɨ + tɬ	
22-8								tɬ a t ɨ a	
30-8								k ts o	
88-8								ɨ ɨ	
158-8								t eː j a + k	
159-8								j t ɨ m ɨ +	
177-8								m ɨ a ɨ k	
184-8								t eː k a + tɬ	
187-8								j a n k w ɨ + k	
227-8								x i l l ɨ	
235-8								m o + tɬ a l ɨ a	
249-8								p eː k + tɬ ɨ	
251-8								m o + t ts o	
289-8								k w ɨ tɬ a p ɨ l	
294-8								t ɨ h w	
296-8								n eː n e p ɨ l +	
313-8								tɬ a n +	
316-8								n e l + n e m ɨ	
318-8								t o t o n ɨ +	
320-8								ɨ + tɬ	
324-8								ɨ s tɬ ɨ k	
326-8								ɨ k	
1-9									m o tʃ iː
2-9									t e x + t iː
8-9									t e j o
16-9									i s + tɬ iː
24-9									iː s t iː
32-9									m iː k iː
51-9									t n + iː
52-9									w a k + tɬ iː k
53-9									n a k a s +
54-9									tɬ a l l iː
55-9									k w a
60-9									i x + t l l
83-9									t iː + tɬ
87-9									tʃ i tɬ a n iː
92-9									m a k a
103-9									m a j
106-9									k a k iː
138-9									n e l w
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t e k a
176-9									t a k a + tɬ
179-9									n a k a + tɬ
180-9									m i ts + tɬ iː
186-9									k e tʃ iː tɬ
190-9									j a k a + tɬ
194-9									s i e
220-9									i l + tɬ iː
231-9									ʰt tɬ a
240-9									k o tʃ iː
283-9									t e + +
293-9									i n e i
314-9									k w a w iː +
315-9									i m e
322-9									t e h w a e e
323-9									t e
9-9									t u t u + tɬ
22-9									tɬ a t iː a
30-9									m ts o
88-9									ʰt iː iː
158-9									t a j a k
159-9									i t iː m iː +
177-9									m iː a k
184-9									t u k a + +
187-9									j a n k w iː + k
227-9									x iː l l iː
235-9									m o + tɬ a l iː a
249-9									tʃ o k + tɬ iː
251-9									m o + t ts o
289-9									k w iː tɬ a p iː l
294-9									t e l w
296-9									n e n e p iː l
313-9									tɬ a n +
316-9									n e l + n e m iː
318-9									t o t u n e k
320-9									j + tɬ
324-9									i s t a k
326-9									j k
