COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
711-1	tɕʰ u							
745-1	n ɛi							
818-1	tʰ i k							
825-1	tʰ ɛi							
839-1	tɕʰ ɛi							
841-1	j a							
894-1	b ɹ							
932-1	ɕ							
936-1	l a							
943-1	pʰ a k							
965-1	d u ŋ							
1039-1	ɕ a ŋ							
1044-1	ɔ							
1076-1	kʰ ɛi							
1126-1	tʰ t t							
1131-1	pʰ a							
1132-1	tɕʰ a p							
1166-1	d j p							
1175-1	n i							
944-1	tʰ u ŋ							
1199-1	dʑ a ŋ							
1256-1	tɕ u ŋ							
1282-1	d u							
1283-1	j u							
30-1	m ɔ n							
32-1	dʑ i							
59-1	m au n							
68-1	a							
69-1	h a ŋ							
82-1	pʰ t t							
88-1	ʑ i k							
100-1	ʑ au n							
116-1	m a k							
142-1	ʑ j k							
155-1	kʰ a ŋ							
268-1	tɕʰ u							
285-1	tɕʰ a m							
315-1	l a							
318-1	j u							
406-1	l a							
421-1	j a t							
436-1	ts i							
515-1	b							
516-1	r ɔ p							
524-1	ʑ ɔ m							
545-1	pʰ e							
566-1	k a k							
579-1	tɕʰ ɔi							
587-1	ts u p							
597-1	ʑ ɛ							
166-1	l a k							
644-1	j ɔ ŋ							
687-1	n ɛi							
733-1	tʰ ɔ ŋ							
738-1	tɕʰ ɔ							
755-1	n ɛ							
1-2		g uː						
5-2		n a						
4-2		tʰ i k						
6-2		n a ŋ						
15-2		dʑ i						
55-2		l ɔ						
56-2		a						
60-2		s iː						
61-2		kʰ y ŋ						
80-2		dʑ ɔ k						
87-2		tɕʰ ɐ						
86-2		pʰ l u						
92-2		pʰ l						
102-2		m ɐ						
106-2		pʰ u k						
108-2		d ə						
107-2		pʰ l ɐː						
112-2		pʰ ɐ m						
115-2		s						
114-2		t u ŋ						
120-2		d u						
124-2		a						
125-2		tʰ ɔ k						
132-2		s ə						
131-2		r i ŋ						
136-2		b ə						
134-2		kʰ a k						
137-2		a						
138-2		d ɔ k						
140-2		h uː						
143-2		tɕʰ a k						
145-2		tɕʰ ɔ̃ː						
147-2		h ɛː						
149-2		m i k						
153-2		s						
152-2		kʰ a n						
158-2		k i k						
163-2		r i						
164-2		n yː						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		b y k						
173-2		tʰ ɔ						
183-2		r ɛː						
185-2		m uː						
188-2		g ə						
189-2		tɕ i ŋ						
193-2		h ɛ						
196-2		m ɐ̃ː						
199-2		tɕʰ ɛː						
200-2		kʰ a n						
201-2		tɕʰ i						
202-2		kʰ u						
203-2		tʰ u ŋ						
204-2		b yː						
206-2		n a m						
117-2		b yː						
146-2		tɕʰ eˀ						
219-2		pʰ ə						
218-2		tɕʰ ɛː						
224-2		m ɔ̃ː ŋ						
240-2		tɕʰ a k						
244-2		j a						
255-2		n ɐ̃						
260-2		b eˀ						
263-2		r ɐː						
269-2		g ɛ k						
271-2		tʰ a k						
209-2		tɕʰ eˀ						
277-2		m ə						
278-2		b u ŋ						
135-2		d ə						
284-2		m yː						
797-2		a						
290-2		l i ŋ						
289-2		tɕ i k						
296-2		n i						
310-2		s						
319-2		iː						
325-2		r ɛ						
327-2		tʰ ɛː						
331-2		k ɐː						
337-2		b ɛ n						
338-2		l i ŋ						
339-2		ɐ̃ː						
350-2		kʰ ə						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		a						
363-2		m a n						
361-2		tʰ o						
365-2		s a ɹ						
364-2		dʑ ɛ t						
375-2		r u k						
379-2		s ɛ t						
380-2		kʰ a						
396-2		j o						
400-2		m uː						
405-2		d a ŋ						
404-2		s ɔ m						
409-2		r ɛ k						
410-2		i k						
415-2		b ɐ						
416-2		b a						
101-2		n u ŋ						
37-2		kʰ uː						
424-2		pʰ ɛː						
434-2		tɕʰ ɛ n						
445-2		b						
446-2		s iː						
451-2		t u						
457-2		n a m						
456-2		b l uː						
464-2		pʰ i ŋ						
473-2		tɕʰ iː						
474-2		ɔ ŋ						
479-2		s i n						
489-2		j ɐ						
490-2		h ɐ̃ː						
494-2		s ə						
503-2		g ə						
502-2		z a ŋ						
235-2		l y ŋ						
519-2		l iː						
523-2		u k						
527-2		tɕʰ ɛ ŋ						
538-2		s						
544-2		j a m						
850-2		a						
554-2		dʑ ə						
553-2		r i ŋ						
558-2		kʰ ɔ̃ː ŋ						
561-2		s a						
562-2		b ɐ						
564-2		j ɛː						
567-2		m ɔ						
570-2		pʰ yː						
575-2		ɐː						
582-2		l a						
585-2		a						
589-2		kʰ ɔ m						
593-2		d ɛ n						
594-2		l ə ŋ						
595-2		tʰ yː						
596-2		n u k						
598-2		z u						
599-2		d ɛ̃ĩ						
602-2		z ɛː						
603-2		r a b						
606-2		s ɔ m						
605-2		b ɔ						
620-2		l ɐ						
637-2		pʰ a k						
639-2		dʑ yː						
645-2		kʰ ɔ						
646-2		r ɛ ŋ						
168-2		h ɛ k						
658-2		h a n						
665-2		pʰ uː						
668-2		h uː						
677-2		t a ŋ						
75-2		k u ŋ						
678-2		s uː						
682-2		m ɛ n						
493-2		z yː						
693-2		s u						
694-2		m uː						
702-2		tɕ ɔ m						
704-2		m uː						
176-2		l uː						
709-2		s						
710-2		t ɔ						
714-2		m ɛ						
718-2		kʰ a						
719-2		tɕʰ ɔ̃ː ŋ						
22-2		m yː						
723-2		tɕ i ŋ						
726-2		dʑ ɛ ŋ						
729-2		b						
730-2		r ɛː						
739-2		pʰ l iː						
740-2		b ə						
741-2		kʰ ɔ k						
744-2		a						
743-2		h ɛ n						
746-2		pʰ u ŋ						
748-2		tʰ ə						
747-2		kʰ yː						
749-2		kʰ ɛ n						
751-2		t ɐ̃ː						
762-2		m ɛ n						
764-2		h ɛ n						
765-2		dʑ i						
788-2		l ə m						
615-2		l a k						
803-2		s u						
802-2		w a k						
808-2		b a						
809-2		tɕ i						
819-2		d y k						
821-2		s u						
820-2		b ɔ						
828-2		s a k						
827-2		b yː						
835-2		n ɐː						
308-2		r yː						
844-2		z i						
848-2		m ə						
705-2		l uː						
613-2		ə						
649-2		h ɛ k						
876-2		tɕ ɐ̃ː						
878-2		j u ŋ						
889-2		h ɔ̃ː						
898-2		n y k						
902-2		h ɔ̃ː ŋ						
910-2		a n						
916-2		l iː						
919-2		r ɛː						
922-2		s i k						
930-2		tɕʰ ɔ̃ː						
933-2		k aː						
939-2		r ɛ k						
947-2		w ɛ n						
948-2		n u						
963-2		z uː						
967-2		tɕʰ y k						
969-2		s						
970-2		k u k						
972-2		n ə						
731-2		m yː						
973-2		dʑ i ŋ						
974-2		n ɐ̃						
979-2		dʑ ɐ n						
182-2		kʰ yː						
993-2		n ə						
994-2		j yː						
1001-2		s ɐ						
1002-2		d u						
1005-2		tɕʰ yː						
1009-2		kʰ ɐː						
1022-2		s y						
1021-2		u k k						
1043-2		w u ŋ						
1049-2		t ɛː						
1065-2		tɕʰ ĩː						
1068-2		j yː						
1077-2		r y ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		h i ŋ						
1092-2		m ə						
1091-2		tɕʰ iː						
1096-2		n ə						
1097-2		g yː						
1102-2		n ɛː						
1104-2		tʰ ɛ						
1108-2		tɕʰ a k						
552-2		dʑ uː						
1111-2		b l ɐː						
1116-2		s ɐ̃ː						
722-2		kʰ ɐː						
1141-2		j ɔ̃ː ŋ						
1147-2		b ə						
1146-2		z ɔ						
1150-2		h a ŋ						
1151-2		u ŋ						
1158-2		h a k						
1159-2		pʰ ɔ̃ː						
1164-2		tʰ ə						
1163-2		r uː						
1167-2		s a ŋ						
1171-2		l ɛː						
1177-2		z yː						
1187-2		kʰ ɐ̃ː						
1189-2		n i k						
52-2		kʰ uː						
1195-2		z iː						
1203-2		tʰ y k						
1211-2		j ɔ						
329-2		r a						
1217-2		m ə						
72-2		kʰ uː						
1218-2		tɕʰ i k						
1222-2		tɕʰ ɔ						
1229-2		dʑ ɐ ŋ						
1238-2		d ɔ̃ː ŋ						
1249-2		m iː						
1252-2		j uː						
1254-2		n ə						
1253-2		s ɔ m						
1257-2		k ɐː						
1263-2		dʑ ə						
1266-2		dʑ a k						
584-2		t u ŋ						
7-2		w ɛː						
1191-2		l a ŋ						
18-2		dʑ i						
33-2		n ə						
74-2		t a n						
81-2		s a ŋ						
83-2		m i k						
104-2		m ə						
123-2		tɕʰ ə						
122-2		kʰ ɛ						
121-2		m ɐ						
154-2		tɕʰ ɔː						
161-2		tɕʰ iː						
170-2		dʑ ɛ t						
91-2		a						
181-2		n uː						
186-2		dʑ ə						
191-2		z ə						
211-2		b ɛ						
210-2		kʰ ɐ̃ː						
217-2		k a						
221-2		n yː						
233-2		d u						
246-2		t yː						
252-2		tɕ ɛ n						
253-2		r a m						
261-2		b y						
262-2		yː						
281-2		tɕ ɛ k						
287-2		l u						
288-2		l uː						
292-2		d i						
297-2		kʰ ɔ k						
332-2		b uː						
342-2		ɔ						
358-2		j u ŋ						
366-2		k ə						
378-2		tɕʰ ɐ̃						
382-2		m iː						
392-2		dʑ ɔ k						
397-2		b ɐː						
437-2		h aː						
444-2		pʰ l ɐ k						
465-2		tɕʰ i						
471-2		m a ŋ						
477-2		d ə						
478-2		r yː						
481-2		dʑ a b						
483-2		z a n						
500-2		m i ŋ						
511-2		kʰ						
525-2		tɕʰ iː						
542-2		dʑ ɔ ŋ						
625-2		r u ŋ						
638-2		n u ŋ						
640-2		tɕʰ ɛ̃ĩ						
656-2		z ə						
657-2		d u ŋ						
818-2		tʰ ɛ k						
825-2		tʰ ə						
839-2		tɕʰ ɔ						
841-2		j a						
932-2		s						
936-2		l ə						
943-2		pʰ a k						
965-2		d y ŋ						
981-2		d u						
1039-2		s u ŋ						
1044-2		u						
1076-2		kʰ ɐ						
1126-2		tʰ ɛ t						
1131-2		pʰ uː						
1132-2		tɕʰ a b						
1166-2		d ɛ b						
1175-2		n ə						
944-2		tʰ y ŋ						
1199-2		dʑ ɔ̃ː ŋ						
1228-2		r ɐ k						
1256-2		tɕ y ŋ						
1282-2		d y						
1283-2		j ɐː						
32-2		b i						
48-2		dʑ i						
78-2		l i ŋ						
77-2		z y k						
82-2		pʰ ɛ t						
103-2		s u ŋ						
113-2		b ɛ						
116-2		m a k						
10-2		a						
192-2		g eː						
198-2		tɕʰ a m						
232-2		s a ŋ						
247-2		s y n						
282-2		s uː						
306-2		g yː						
321-2		z ɛ t						
352-2		tʰ a ŋ						
367-2		l i						
368-2		i k						
372-2		s u						
373-2		tʰ ɔ ŋ						
439-2		j ɛː						
129-2		b yː						
390-2		tɕʰ ɐ̃ː						
399-2		h u ŋ						
826-2		m ə						
432-2		b ə						
438-2		m ə						
440-2		s eˀ						
476-2		z ɛ̃ĩ						
491-2		ɔ						
205-2		z yː						
513-2		s ə						
520-2		tʰ u						
524-2		z ɔ m						
151-2		l y ŋ						
572-2		l ɛː						
574-2		s ĩˀ						
583-2		tɕʰ yː						
597-2		z ə						
609-2		tɕʰ i k						
612-2		h ɛ						
166-2		l a k						
622-2		t eˀ						
667-2		dʑ ə						
689-2		kʰ ə						
690-2		tɕ a m						
752-2		h a						
755-2		n ə m						
1-3			kʰ a					
5-3			n a					
4-3			tʰ i k					
6-3			n a ŋ					
15-3			dʑ i					
55-3			l ɔ					
56-3			a					
60-3			ɕ ui					
61-3			kʰ u ŋ					
80-3			dʑ ɔ k					
87-3			tɕʰ a					
86-3			pʰ l u					
92-3			pʰ l					
102-3			m a					
106-3			pʰ ɔ k					
108-3			d a					
107-3			pʰ l ui					
112-3			pʰ a m					
115-3			ɕ					
114-3			t ɔ ŋ					
120-3			d a					
124-3			a					
125-3			tʰ ɔ k					
132-3			ɕ i					
131-3			l i ŋ					
136-3			m i					
134-3			kʰ a k					
137-3			a					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ a					
147-3			h ui					
149-3			m i k					
153-3			ɕ					
152-3			kʰ a n					
158-3			k i k					
163-3			l i					
164-3			ɲ u					
167-3			pʰ a ŋ					
171-3			ɲ u ŋ					
172-3			b u k					
173-3			tʰ ɔ					
183-3			l ui					
185-3			m a					
188-3			kʰ u n					
189-3			ts i ŋ					
193-3			h a					
196-3			m ɔ					
199-3			tɕʰ ui					
200-3			kʰ a n					
201-3			kʰ i					
202-3			kʰ a					
203-3			tʰ ɔ ŋ					
204-3			b u					
206-3			ɲ a m					
117-3			b u					
146-3			kʰ e					
219-3			pʰ					
218-3			tɕʰ ui					
224-3			m a ŋ					
240-3			ɕ a k					
244-3			w a					
255-3			n a s					
260-3			b a					
263-3			l ui					
269-3			dʑ ɛ k					
271-3			tʰ a k					
209-3			kʰ e					
277-3			m a					
278-3			b ɔ ŋ					
135-3			d i					
284-3			m u					
797-3			a					
290-3			l i ŋ					
289-3			k i k					
296-3			n i					
310-3			ɕ					
319-3			i					
325-3			l a					
327-3			tʰ ui					
331-3			k ui					
337-3			b a n					
338-3			l i ŋ					
339-3			ɔ					
350-3			kʰ a					
349-3			tʰ u ŋ					
357-3			tɕʰ a					
355-3			a					
363-3			m a n					
361-3			tʰ ai					
365-3			ɕ a ɹ					
364-3			dʑ a t					
375-3			l ɔ k					
379-3			ɕ a t					
380-3			kʰ a					
396-3			j ai					
400-3			m a					
405-3			d a ŋ					
404-3			ɕ ɔ m					
409-3			l ɛ k					
410-3			i k					
415-3			b a					
416-3			b a					
101-3			ɲ a					
37-3			kʰ a					
424-3			pʰ ui					
434-3			tɕʰ a h					
445-3			p					
446-3			ɕ i					
451-3			t u					
457-3			n a m					
456-3			b l a					
464-3			pʰ i ŋ					
473-3			tɕʰ i					
474-3			ɔ ŋ					
479-3			ɕ i ɹ					
489-3			j ei					
490-3			j ɔ					
494-3			ɕ i					
503-3			kʰ i					
502-3			ʑ a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			u k					
527-3			kʰ ɛ ŋ					
538-3			ɕ					
544-3			w a m					
850-3			a					
554-3			dʑ i					
553-3			l i ŋ					
558-3			kʰ a ŋ					
561-3			ɕ a					
562-3			p ei					
564-3			j ui					
567-3			m a					
570-3			pʰ u					
575-3			ai					
582-3			l a					
585-3			a					
589-3			kʰ ɔ m					
593-3			d a n					
594-3			l i					
595-3			tʰ u					
596-3			ɲ a k					
598-3			ʑ u					
599-3			d i					
602-3			ʑ ui					
603-3			l a p					
606-3			ɕ a m					
605-3			b ɔ					
620-3			l a					
637-3			pʰ a k					
639-3			dʑ u					
645-3			kʰ ɔ					
646-3			l ɛ ŋ					
168-3			h ɛ k					
658-3			h a n					
665-3			pʰ a					
668-3			h a					
677-3			t a ŋ					
75-3			k ɔ ŋ					
678-3			ɕ a					
682-3			m a n					
493-3			ʑ u					
693-3			ɕ a					
694-3			m a					
702-3			ts ɔ m					
704-3			m a					
176-3			l a					
709-3			ɕ					
710-3			t ɔ					
714-3			m a t					
718-3			kʰ a					
719-3			tɕʰ a ŋ					
22-3			m u					
723-3			ts i ŋ					
726-3			dʑ ɛ ŋ					
729-3			b					
730-3			l ui					
739-3			pʰ l i					
740-3			b i					
741-3			kʰ ɔ k					
744-3			a					
743-3			h a n					
746-3			pʰ ɔ ŋ					
748-3			tʰ i					
747-3			kʰ u					
749-3			kʰ a n					
751-3			t ɔ					
762-3			m a n					
764-3			h a n					
765-3			dʑ i					
788-3			h u m					
615-3			l a k					
803-3			ɕ a					
802-3			w a k					
808-3			b a					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			b ei					
828-3			ɕ a k					
827-3			p u					
835-3			n ɔ					
308-3			l u					
844-3			ʑ i					
848-3			m i					
705-3			l a					
613-3			i					
649-3			h ɛ k					
876-3			ts ɔ					
878-3			j ɔ ŋ					
889-3			h a					
898-3			n u k					
902-3			h a ŋ					
910-3			a n					
916-3			l i					
919-3			l ui					
922-3			ɕ i k					
930-3			tɕʰ u					
933-3			k ui					
939-3			l ɛ k					
947-3			w a n					
948-3			n a					
963-3			ʑ a					
967-3			tɕʰ u k					
969-3			ɕ					
970-3			k ɔ k					
972-3			n i					
731-3			m u					
973-3			dʑ i ŋ					
974-3			n a s					
979-3			tɕ a n					
182-3			kʰ u					
993-3			n i					
994-3			j u					
1001-3			ɕ ei					
1002-3			d u					
1005-3			tɕʰ u					
1009-3			kʰ ai					
1022-3			ɕ u					
1021-3			w ɔ k					
1043-3			w u ŋ					
1049-3			t ui s					
1065-3			kʰ i					
1068-3			w u					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			ɕ i ŋ					
1092-3			m i					
1091-3			tɕʰ i					
1096-3			n i					
1097-3			kʰ u					
1102-3			ɲ ui					
1104-3			tʰ ɔ n					
1108-3			tɕʰ a k					
552-3			dʑ a					
1111-3			b l ui					
1116-3			ɕ ɔ					
722-3			kʰ ai					
1141-3			j a ŋ					
1147-3			b i					
1146-3			ʑ a					
1150-3			h a ŋ					
1151-3			ɔ ŋ					
1158-3			l a k					
1159-3			pʰ a					
1164-3			tʰ a					
1163-3			l a					
1167-3			ɕ a ŋ					
1171-3			l ui					
1177-3			ʑ u					
1187-3			kʰ ei					
1189-3			ɲ i k					
52-3			kʰ a					
1195-3			ʑ i					
1203-3			tʰ u k					
1211-3			j a					
329-3			l a					
1217-3			m i					
72-3			kʰ a					
1218-3			tɕʰ i k					
1222-3			tɕʰ i					
1229-3			dʑ a ŋ					
1238-3			d a ŋ					
1249-3			m i					
1252-3			j a					
1254-3			n a					
1253-3			ɕ ɔ m					
1257-3			k ai					
1263-3			dʑ i					
1266-3			dʑ a k					
584-3			t ɔ ŋ					
7-3			w ui					
1191-3			l a ŋ					
13-3			tɕʰ a					
18-3			dʑ i					
33-3			n a					
74-3			t a					
83-3			m i k					
89-3			tʰ ɔ ŋ					
90-3			ʑ ai					
104-3			m i					
123-3			tɕʰ i					
122-3			kʰ u s					
121-3			m a					
154-3			tɕʰ ei					
159-3			ɕ a					
161-3			kʰ i					
170-3			dʑ a t					
91-3			a					
181-3			n a					
191-3			ɕ i					
211-3			b a					
210-3			kʰ ɔ					
217-3			k a					
233-3			d u					
246-3			t u					
252-3			ts a n					
253-3			l a m					
261-3			b u					
262-3			u					
292-3			d i					
297-3			kʰ ɔ k					
311-3			k i					
332-3			b a					
342-3			ɔ					
358-3			j ɔ ŋ					
378-3			tɕʰ a					
382-3			m i					
397-3			b ui					
437-3			l dʑ					
444-3			pʰ l a k					
465-3			tɕʰ i					
471-3			m ɔ ŋ					
477-3			d u					
478-3			l u					
483-3			ʑ a n					
500-3			m i ŋ					
511-3			kʰ					
525-3			tɕʰ i					
625-3			l u ŋ					
638-3			n a ŋ					
640-3			tɕʰ i					
659-3			d a					
711-3			tɕʰ u					
745-3			n a					
818-3			tʰ i k					
825-3			tʰ i					
841-3			w a					
894-3			b ɹ u					
932-3			ɕ					
936-3			l a					
943-3			pʰ a k					
981-3			d u					
1039-3			ɕ a ŋ					
1044-3			a					
1076-3			kʰ ei					
1131-3			pʰ a					
1166-3			d ɛ p					
1175-3			h i					
944-3			tʰ u ŋ					
1199-3			dʑ a ŋ					
1228-3			l a k					
1256-3			tɕ u ŋ					
1282-3			d u					
1283-3			j u					
30-3			m ɔ n					
32-3			p u					
48-3			dʑ i					
59-3			m ɔ					
68-3			a					
69-3			l a ŋ					
82-3			pʰ ɛ t					
88-3			dʑ i k					
100-3			ʑ ɔ					
113-3			b a					
116-3			m a k					
142-3			ʑ ɛ k					
155-3			kʰ a ŋ					
268-3			tɕʰ u					
285-3			tɕʰ a m					
315-3			l a					
318-3			j u					
352-3			t a ŋ					
406-3			l a					
421-3			j a t					
436-3			ts i					
515-3			b					
516-3			l ɔ p					
524-3			ʑ ɔ m					
545-3			pʰ a					
566-3			k a k					
579-3			tɕʰ ɔ					
587-3			ts u p					
597-3			ʑ i					
609-3			tɕʰ i k					
166-3			l a k					
644-3			j ɔ ŋ					
733-3			tʰ ɔ ŋ					
738-3			tɕʰ ɛ					
755-3			h i					
1-4				g uː				
5-4				n a				
4-4				tʰ i k				
6-4				n a ŋ				
15-4				dʑ i				
55-4				l ɔ				
56-4				a				
60-4				ʂ aː				
61-4				kʰ y ŋ				
80-4				dʑ ɔ k				
