COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
566-3			a n f w n f ɛː r ʔ ʔ	
742-3			a g ɔ ʔ	
1044-3			ʃ ʃ m b i l u	
13-3			a l h a m i s	
720-3			a s ɛ l a ʔ	
233-3			b i b i ɔ	
938-3			ɓ u l a a n	
369-3			a r i	
889-3			ɓ iː l e	
405-3			b ə d i	
134-3			p ə ɗ i ʔ i	
1078-3			m i h i	
429-3			b ɔ ŋ k ɔ ʃ	
187-3			b d s k ʔ e e	
468-4				θ a b a
222-4				a b o b o n e
208-4				a b u r b u d u
962-4				a g o r θ
203-4				a g u d i
138-4				ʃ i l e
504-4				ɗ oː ʃ a
662-4				ɓ uː d a
478-4				g o ɗ a
409-4				a r e
410-4				g u n d i
256-4				ɓ ʔ l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n ɛ n d ɛ g i
95-4				b ɛ ɗ i
105-4				b ɪ n i
510-4				b o ʃ a
951-4				m b ə m a e
1116-4				m b o m a
149-4				ɓ u s ʔ i i
376-4				ɓ a l i i
815-4				g o r a
453-4				ɗ u e
67-4				ɗ aː ʃ e
47-4				ɗ o k o l θ a e
869-4				ɗ uː θ a
57-4				k aː g u
303-4				g a z ʔ i a
443-4				g e r a
884-4				g u n d i
166-4				g u n d i
918-4				a b a r e
831-4				h aː ʃ e
616-4				b iː e
84-4				h o ʃ ɛ l e
346-4				h oː h u l u
601-4				s i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f ʔ n s i ŋ a
318-4				f e a a
241-4				m aː ʃ o
556-4				h a n d u ŋ u
191-4				ɓ ɛ m b ɛ l i
458-4				a s ʔ i s ʔ i
1-4				h a n g i r
751-4				r o
864-4				a ŋ o n i
154-4				a m a n z i
278-4				a m i l ʔ ʔ
766-4				ʃ oː r a
251-4				a g u r u
582-4				oː ʔ u ŋ
6-4				a l i
1106-4				n g o
473-4				i n e
1111-4				h a l u
957-4				m a r e
41-4				b r
566-4				a n a aː n a r r o ʔ
742-4				a g oː
1044-4				ʃ b m b i l
13-4				h l k a m i
720-4				aː s ɛ l a
837-4				m aː ʃ i
946-4				ɓ a ŋ g o
820-4				aː ʃ o r e
405-4				b o d e
134-4				ɓ ʔ ɗ i ʔ i e
1078-4				m e h i
429-4				b o ŋ o ʃ
187-4				b u s ʔ i k e
438-4				n d ɛ n e
