COGID	dutch	english	french	german
1211-2		f ɛ r		
106-2		m ɪ n		
-98-2		b ɛ		
719-2		f æ d ə r		
1341-2		s ɪ n		
-2027-2		d æ n d		
-2026-2		n ɛ f		
409-2		s n s n		
402-2		s n d d r		
1014-2		s d d d ə r		
1059-2		w ɪ		
120-2		s d l		
2194-2		ɔ		
2199-2		k æ l		
2197-2		s p		
1523-2		s ɪ		
512-2		m ɪ r		
2141-2		h ɪ n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		d ɔ		
1758-2		m ɪ		
1760-2		r ɔ t		
1620-2		f ɪ n		
1282-2		w ɑː l		
1136-2		f ɔ		
1309-2		l aɪ		
1307-2		n ɪ		
1305-2		f l		
711-2		w ɛ s p		
1442-2		f l ɪ		
62-2		m ɪ		
-73-2		m ɪ s k d		
1810-2		h æ d		
1805-2		f l aɪ s		
1813-2		h ɛ ə r		
1811-2		b l d		
690-2		r ɪ p		
2177-2		h æ d		
246-2		w b r		
249-2		l ɪ d		
1506-2		n l		
2242-2		m ɪ n d		
2245-2		t ɔ n		
2174-2		s l d ə r		
603-2		l b		
601-2		h æ n d		
615-2		f ɪ n ə r		
901-2		k l		
608-2		f æ		
596-2		t n		
937-2		b ɔː r s d		
936-2		n eɪ v l		
646-2		l ɔ n		
947-2		l æ v ə r		
1606-2		h æ p		
472-2		n ɪ s		
1535-2		s w ɪ t		
1546-2		s p		
1959-2		s l eɪ p		
694-2		s n ɪ r k		
1961-2		d r ɪ m		
323-2		l v		
1885-2		ɡ r ɑː s		
2156-2		r k l d		
1903-2		w ɔ n d		
525-2		s w ɛ l		
276-2		l æ m		
274-2		d ɔ		
278-2		b l ɪ n d		
258-2		d r ɪ n k		
256-2		n eɪ k		
383-2		t		
207-2		r aɪ p		
376-2		d r ɪ n k		
2014-2		r əʊ d		
2009-2		f		
2003-2		k ɛ t l		
2024-2		p æ n		
1321-2		k ɔ p		
1976-2		t æ n		
1243-2		m l		
1265-2		p ɪ l		
1261-2		s ɪ v		
655-2		b r ɔ d		
650-2		d aɪ		
1532-2		k n d		
-36-2		s iː p		
34-2		b ɔ n		
-1647-2		f aɪ		
1469-3			s o	
2047-3			ʃ a z	
2054-3			p ɛ t	
1375-3			l a ʀ	
760-3			s a	
756-3			p l	
726-3			l a a	
1351-3			p ʀ a t	
1353-3			p ʀ a e	
412-3			p v a ɡ ʀ i	
406-3			p v a ɡ ʀ i	
1005-3			p t a t	
1012-3			p t a e	
1016-3			l a t t ʀ	
1069-3			l a	
509-3			p a l	
693-3			p l a e	
2179-3			s ɛ	
1753-3			p l a	
1131-3			p l	
1198-3			b ɔ t	
2032-3			p l	
2241-3			l a	
2244-3			l ə v e	
610-3			p ɑ̃	
945-3			p l	
1534-3			l a v	
384-3			v a z	
1650-3			p l a	
1663-3			p o	
2279-3			l ə	
471-3			ʃ a z	
1385-3			l a t	
792-3			l a	
1111-3			l ɛ	
197-3			ʃ a z	
2020-3			l a	
867-3			s ɛ t ʀ	
1970-3			p l a	
1230-3			p s a t ʀ	
2017-3			p b a	
2183-3			p t a	
1521-3			p a	
1755-3			p s a	
1760-3			ʀ u t	
1196-3			v a a	
575-3			p t a	
2014-3			ʀ ɛ s t	
1321-3			ʀ u	
1265-3			b ʀ l	
1469-4				z a n t
2047-4				z ʊ n ə n
2054-4				t ʊ n t ə r
1375-4				l ɪ + ɡ ə t
760-4				v ɪ n t
756-4				ʃ n ai
726-4				m uː t ə r
1351-4				ɡ r ɔ n t + f a t ə r
1353-4				ɡ r ɔ t + m ʊ t ə r
412-4				ʃ + + n + f a t ə r + l n
406-4				ʃ + + n + m ʊ t ə r + l n
1005-4				ʃ t iː + + f a t ə r
1012-4				ʃ t iː + m ʊ t ə r
1016-4				v ɛ t + ɛ v n ə ə r
1069-4				ɪ x
509-4				f ɔ l ə n
693-4				m ɔ l + + ɛ z ə l
2179-4				n ɛ s t
1753-4				f f ɪ s ə
1131-4				v ɔ l f
1198-4				b aː r t
2032-4				h oː r n
2241-4				n aː s ə
2244-4				l ɪ f ə n
610-4				k n
945-4				h a r t
1534-4				l ɪ k ə n
384-4				z oː ɡ ə n
1650-4				n ɔ t
1663-4				z ɔ l t
2279-4				l ɪ n ə n
471-4				z aː ə n
1385-4				z aː t ə n
792-4				h uː x
1111-4				m a s t
197-4				z oː t ə n
2020-4				l a ŋ
867-4				h ɪ n t ə r ə t
1970-4				f ɔ l ə
1230-4				t ə + ɛ r t ə n
2017-4				n iː ə ə
968-4				v ɛ r ə l t
1674-4				l a n t
1671-4				h aː b ə l
829-4				k l ɪ k ə
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au
-1816-4				ɶː ʃ ə n
-335-4				l aː ɡ ə n ə
1043-4				ʃ t r ə m
423-4				ʃ t ai n
2049-4				m aː n ə
2062-4				ʃ t ɔ r m
2065-4				r ɛ ɡ ə m + b ə ɡ ə n
1368-4				ʃ aː t ə n
1365-4				t au
754-4				r ɛ ɡ ə n
768-4				v eː d ə r
1211-4				f aː ə r
106-4				m a n
-98-4				b ɛ b ə
719-4				f aː t ə r
1341-4				z oː n
-2027-4				ts a n t ə
-2026-4				n eː b ə n
409-4				ʃ + + ɔ n + z ɪ n ə ə n
402-4				ʃ + + n + t ɔ x t ə r + n l n
1014-4				ʃ t iː b + t ɔ x t ə r
1059-4				v ai n
120-4				ʃ t a l
2183-4				ʃ t iː r ə
2194-4				ɶː s ə
2199-4				k a l f
2197-4				ʃ aː f
1523-4				z oː x
1521-4				b au x
512-4				m ɛ r ə
2141-4				h ɛ n
2147-4				ɡ a n s
814-4				k r eː ə ə
810-4				t ɔ f ə
1755-4				aː h ʊ n t
1758-4				m oː s
1620-4				f ɪ n ə
1282-4				v a l b ə n
1136-4				f ɔ l s
1309-4				l oː s
1307-4				n ɛ t ə
1305-4				f l ə
711-4				v ɛ s ə ə
1442-4				f l iː ə ə
62-4				m ʏ x ə
-73-4				m ʏ ʃ k iː t ə
1810-4				h oː t
1805-4				f l ai s
1813-4				h aː r
1811-4				b l a t
690-4				r ɪ f ə
2177-4				h oː f t
246-4				v ɛ ŋ k + + + b r ə ə ə
249-4				ɡ + + l iː t
1506-4				n ʃ + r l + b l yː ɡ ə l
2242-4				m ʊ n t
2245-4				t ʊ ŋ ə
1196-4				n ɛ k ə n
2174-4				ʃ a l t ə r
575-4				ʊ k s ə l + + ə ə n
603-4				ɛ l ə + + b ɔ ɡ ə n
601-4				h a n t
615-4				f ɪ ŋ t ə r
901-4				k l a ə ə
608-4				f uː t
596-4				t ɛ n ə
937-4				b r ʊ s t
936-4				n aː b ə l
646-4				l ʊ ŋ ə
947-4				l eː b ə r
1606-4				h aː f ə n
472-4				ɡ n iː z ə n
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p aː ɡ ə n
1959-4				ʃ l aː f ə n
694-4				ʃ n ɛ r k ə n
1961-4				t r ɔ m ə n
323-4				ɡ ə l ai b ə n
1885-4				ɡ r aː s
2156-4				f ɛ r + k a l t + h ə t
1903-4				v ʊ n t ə
525-4				ʃ v ɛ l ə ŋ
276-4				l a m ə
274-4				t oː f
278-4				b l ɪ n t
258-4				ɡ ə + t r ɛ ŋ k ə n
256-4				n aː k ə t
383-4				ai t ə n
207-4				r ai x
376-4				t r ɪ ŋ k ə n
2014-4				r ɛ z t ə n
2009-4				aː b ə n
2003-4				k ɛ s ə l
2024-4				p a n ə
1976-4				t a ŋ ə n
1243-4				m aː l + + + + t ə t
1261-4				z eː b ə n
655-4				b r oː t
650-4				t ai x
1532-4				k n ai t ə n
-36-4				z uː f ə
34-4				b oː n ə
-1647-4				f ai x ə
