COGID	dutch	english	french	german
-2026-2		n ɪ f		
409-2		s n + s n k		
402-2		s n d d + + æ k		
1014-2		s f d d		
1059-2		w aɪ		
120-2		s d l		
2194-2		ɔ s		
2199-2		k ɑː l		
2197-2		s p		
1523-2		s ɪ		
512-2		m ɑː r		
2141-2		h ɪ n		
2147-2		ɡ ɑː n s		
814-2		k r ɪ		
810-2		d ɔ		
1758-2		m ɪ s		
1760-2		r ɔ t		
1620-2		f ɪ n		
1282-2		w ɑː l		
1136-2		f ɔ		
1309-2		l ɪ s		
1307-2		n ɪ		
1305-2		f l		
711-2		w ɛ s p		
1442-2		f l ɪ		
62-2		m ɪ		
-73-2		m ɪ s k d		
1810-2		h ɪ d		
1805-2		f l s		
1813-2		h ɛ r		
1811-2		b l d		
690-2		r ɪ p		
2177-2		h aɪ d		
246-2		b r		
249-2		l d		
1506-2		n l		
2242-2		m ɔ n d		
2245-2		t ɔ n		
2174-2		s əʊ l d		
603-2		l + b		
601-2		h aɪ n d		
615-2		f ɪ n		
901-2		k l ɪ		
608-2		f ɪ		
596-2		t aɪ n		
937-2		b ɔ r s d		
936-2		n ɪ v		
646-2		l ɔ n		
947-2		l ɪ v		
1606-2		h ɔ p		
472-2		s n ɪ s		
1535-2		s w ɪ d		
1546-2		s p ɪ		
1959-2		s l ɪ p		
694-2		s n ɪ r k		
1961-2		d r ɪ m		
323-2		f l v		
1885-2		ɡ r		
2156-2		k l d		
1903-2		w ɔ n d		
525-2		s w l		
276-2		l ɪ m		
274-2		d ɪ		
278-2		b l ɪ n d		
258-2		d r ɪ n k		
256-2		n ɪ k d		
383-2		əʊ d		
207-2		r aɪ p		
376-2		d r ɪ n k		
2014-2		r əʊ s d		
2009-2		əʊ f		
2003-2		k ɪ d		
2024-2		p ɑː n		
1321-2		k ɔ p		
1976-2		t ɪ n		
1243-2		m l d t		
1265-2		p æ l		
1261-2		s ɪ v		
655-2		b r aɪ d		
650-2		d ɪ		
1532-2		k n ɪ d		
-36-2		s ɪ p		
34-2		b ɔ n		
-1647-2		f aɪ		
-1615-2		əʊ l		
125-2		f aɪ		
1659-2		h ɔ n		
1661-2		m ɑː l k		
1676-2		b ɔ d		
480-2		d r n k		
1466-2		k l aɪ d		
2277-2		w ɔ l		
2271-2		f ɪ l		
2293-2		l aɪ		
624-2		s p ɪ n		
628-2		s p ɪ n d		
626-2		w ɪ v		
633-2		n ɪ l		
1185-2		n m k		
1179-2		h ɪ d		
2168-2		k ɪ		
1952-2		d ɪ r		
899-2		l aɪ d		
922-2		b aɪ d		
-934-2		l ɪ m p		
916-2		d r ɔ		
1726-2		f ɑː l d		
2108-2		p l ɪ		
1133-2		f ɑː r		
2114-2		s p ɪ d		
1272-2		r ɔ		
1979-2		ɡ r s		
1989-2		h ɪ		
-2260-2		p l ɪ n d		
70-2		b ɔ k		
-89-2		w n t d		
-12-2		p aɪ p		
713-2		s ɑː p		
747-2		n ɪ d		
308-2		d ɪ n		
289-2		b ɪ n d		
1930-2		b r ɪ k		
1928-2		s p l d		
858-2		d r k		
1577-2		p h n		
908-2		w əʊ s		
648-2		b ɔ r		
1855-2		h ɔ l		
657-2		h ɪ m		
2058-2		n æ		
949-2		s m d		
1642-2		ɡ ɛ l d		
1640-2		s ɪ l v		
1633-2		aɪ s		
1630-2		θ ɪ n		
1469-3			s o	
2047-3			ʃ a z	
2054-3			p ɛ t	
1375-3			l a ʀ	
760-3			s a	
756-3			p l	
726-3			l a a	
1351-3			p ʀ a t	
1353-3			p ʀ a e	
412-3			p v a ɡ ʀ i	
406-3			p v a ɡ ʀ i	
1005-3			p t a t	
1012-3			p t a e	
1016-3			l a t t ʀ	
1069-3			l a	
509-3			p a l	
693-3			p l a e	
2179-3			s ɛ	
1753-3			p l a	
1131-3			p l	
1198-3			b ɔ t	
2032-3			p l	
2241-3			l a	
2244-3			l ə v e	
610-3			p ɑ̃	
945-3			p l	
1534-3			l a v	
384-3			v a z	
1650-3			p l a	
1663-3			p o	
2279-3			l ə	
471-3			ʃ a z	
1385-3			l a t	
792-3			l a	
1111-3			l ɛ	
197-3			ʃ a z	
2020-3			l a	
867-3			s ɛ t ʀ	
1970-3			p l a	
1230-3			p s a t ʀ	
2017-3			p b a	
2183-3			p t a	
1521-3			p a	
1755-3			p s a	
1760-3			ʀ u t	
1196-3			v a a	
575-3			p t a	
2014-3			ʀ ɛ s t	
1321-3			ʀ u	
1265-3			b ʀ l	
1469-4				z a n t
2047-4				z ʊ n ə n
2054-4				t a n d ə r
1375-4				l ɪ + ɡ ə t
760-4				v ɪ n t
756-4				ʃ n ai n
726-4				m oː t ə r
1351-4				ɡ r ʊ + t + f a t ə r
1353-4				ɡ r ʏ t + m ʊ t ə r
412-4				ʃ + ʏ n + f a d ə r + n
406-4				ʃ + ʏ n + m ʊ t ə r + n
1005-4				ʃ t iː k + f a t ə r
1012-4				ʃ t iː b + m ʊ t ə r
1016-4				v ɛ t + ʏ n ə r
1069-4				d ɪ x
509-4				f a l ə n
693-4				m + ɔ l + + ɛ b ə l
2179-4				n ɛ s t
1753-4				f f ɪ s ə
1131-4				v ɔ l f
1198-4				b aː ə r t
2032-4				h eː r n
2241-4				n ɛ s ə
2244-4				l ɪ f ə n
610-4				k ə n t
945-4				h a r t
1534-4				l ɪ k ə n
384-4				z uː ɡ ə n
1650-4				n r a t
1663-4				z a l t
2279-4				l ɪ n ə n
471-4				z aː ə n
1385-4				z aː t ə n
792-4				j ʏ x
1111-4				m a s t
197-4				z uː t ə n
2020-4				l a n
867-4				h ʊ n d ə r ə t
1970-4				f ɔ l ə
1230-4				t r + ɛ r t ə n
2017-4				n + ɪ ə n
968-4				v ɛ r ə l t
1674-4				l ʊ n t
1671-4				h aː f ə l
829-4				k l ɪ k ə
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au
-1816-4				œ ʃ ə n
-335-4				l aː ɡ ə n
1043-4				ʃ t r ə s
423-4				ʃ t ai n
2049-4				m a n ə
2062-4				ʃ t ɔ r n
2065-4				r ɛ ɡ ə m + b ə ɡ ə n
1368-4				ʃ aː d ə n
1365-4				t r au
754-4				r ai ɡ ə n
768-4				v ɛ ɡ ə r
1211-4				f aː ə r
106-4				m a n
-98-4				b ɛ b ə
719-4				f aː d ə r
1341-4				z oː n
-2027-4				ts a n t ə
-2026-4				n eː b ə n
409-4				ʃ + ɔ n + z a n ə ə n
402-4				ʃ + ʏ n + t a k t ə r + n n
1014-4				ʃ t iː b + t ə k t ə r
1059-4				v ai n
120-4				ʃ t aː l
2183-4				ʃ t iː r ə
2194-4				a + s ə
2199-4				k a l f
2197-4				ʃ a pf
1523-4				z oː x
1521-4				b au x
512-4				m ɛ r ə
2141-4				h ai n
2147-4				ɡ a n s
814-4				k r aː ə ə
810-4				t au f ə
1755-4				h ʊ n t
1758-4				m oː s
1620-4				f ɪ n ə
1282-4				v a l b ə n
1136-4				f ʊ ə s
1309-4				l oː s
1307-4				n ai t ə
1305-4				f l ə
711-4				v ɛ s ə ə
1442-4				f l iː ə ə
62-4				m ʏ x ə
-73-4				m ɛ s k ɪ t ə
1810-4				h oː t
1805-4				f l ai s
1813-4				h aː r
1811-4				b l a t
690-4				r ɪ f ə
2177-4				h ʊ f t
246-4				v ɛ ŋ k + + + b r ə ə n
249-4				œ ɡ + + l ə t
1506-4				n s r ɛ l + b l yː ɡ ə l
2242-4				m ʊ n t
2245-4				ts a ŋ ə
1196-4				n ɛ k ə n
2174-4				ʃ a l t ə r
575-4				ʊ k s ə l + + x ə n
603-4				ɛ l ə + + b ɔ ɡ ə n
601-4				h a n t
615-4				f ɪ ŋ ɡ ə r
901-4				k l aː ə n
608-4				f aː t
596-4				ts ɛ n ə
937-4				b r ʊ s t
936-4				n aː b ə l
646-4				l ʊ ŋ ə
947-4				l ai b ə r
1606-4				h aː k ə n
472-4				ɡ n iː r ə n
1535-4				ʃ v ai t ə n
1546-4				ʃ p ɔ ɡ ə n
1959-4				ʃ l aː f ə n
694-4				ʃ n ɛ r k ə n
1961-4				t r ɔ m ə n
323-4				ts ə l ai b ə n
1885-4				ɡ r aː s
2156-4				f ɛ r + k a l t + h ə t
1903-4				v ʊ n t ə
525-4				ʃ v ɛ l ə n
276-4				l a m ə
274-4				t oː f
278-4				b l ɪ n t
258-4				au r + t r ɔ ŋ k ə n
256-4				n aː k ə t
383-4				aː t ə n
207-4				r ai x
376-4				t r ɪ ŋ k ə n
2014-4				r ɛ t ə n
2009-4				uː f ə n
2003-4				k a t ə l
2024-4				p a n ə
1976-4				ts a ŋ ə n
1243-4				m aː l + + + + t ə t
1261-4				z eː b ə n
655-4				b r ai t
650-4				t ai x
1532-4				k n ai t ə n
-36-4				z ʊ f ə
34-4				b oː n ə
-1647-4				f ɛ x ə
-1615-4				œ ə l ə
125-4				f ai t
1659-4				h a n ə n
1661-4				m ɛ l k
1676-4				b oː d ə r
480-4				au r + t r a n k
1466-4				k l ai t ə n
2277-4				v ɔ l ə
2271-4				f ɪ l t
2293-4				l ai ɡ ə r
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n d ə l
626-4				v eː b ə n
633-4				n aː + ə l t
1185-4				ʃ ɪ n + m a l k ə r
1179-4				h oː t
2168-4				k aː m
1952-4				t iː r
899-4				l a t ə r
922-4				b ai t
-934-4				l a m ə ə
916-4				ts r ɔ s
1726-4				f ɛ l t
2108-4				p l aː ɡ ə n
1133-4				f ɛ r ə ə
2114-4				ʃ p aː t ə n
1272-4				r ɔ ɡ ə n
1979-4				ɡ r aː s
1989-4				h oː x
-2260-4				p l ɛ n t ə n
70-4				b oː k ə
-89-4				v ɪ ŋ ə r t + ə n
-12-4				p ai f ə
713-4				ʃ a f ə
747-4				n a t ə l
308-4				t ʏ n
289-4				b ɪ n d ə n
1930-4				b r ai x ə n
1928-4				ʃ p + l ai t ə n
858-4				œ ts + + + r ai k ə n
1577-4				œ f + h a ŋ ə n
908-4				v a s ə n
648-4				b oː r ə n
1855-4				œ t + h a l ə n
657-4				h aː m ə r
2058-4				n aː ɡ ə l
949-4				ts l + + + ʃ m ə t
1642-4				ɡ ʊ l t
1640-4				z ɪ l b ə r
1633-4				ai r ə r
1630-4				d ɪ n
