COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
454-2		k ħ tʃ ħ r																	
484-2		k eː h eː x ħ																	
535-2		ʔ a s ɨ r																	
543-2		ʃ ɨ sː ʃ tʃ																	
593-2		d u m ʃ ħ																	
640-2		m a n																	
1-2		d ə b ə r ə																	
65-2		tʼ ɨ b																	
163-2		s ə tʃʼ ə																	
212-2		ʔ ɨ n																	
244-2		ʔ a r b ə																	
248-2		ʔ ɲ eː ħ																	
293-2		f ə r ə f																	
373-2		kʼ ɨ m a																	
408-2		b ə a																	
414-2		d ʕ ħ aː kʼ p ħ a																	
642-2		n ɨ f a s																	
60-2		n ə f ə s ə																	
115-2		ə m a																	
209-2		s ɨ m ɨ																	
242-2		ʔ a m ɨ s t																	
415-2		j ɨ n a b																	
450-2		j ə r																	
490-2		tʼ ə b ə																	
645-2		ʃː x ʕ																	
160-2		d ə rː ə kʼ a																	
208-2		k x n kʼ p əi̯ x																	
378-2		ʔ a n g ə t																	
379-2		tʃː ə tʼ ɨ																	
409-2		d tʃː ə r																	
598-2		k ɨ d																	
646-2		k ɲ tʃː tʼ																	
210-2		tʃː ə ɲː o n tʃː																	
215-2		l ħ tʼ aː eː ə ɨ																	
285-2		m ɨ tʼ a d																	
380-2		k ə tʃː ɲ n																	
412-2		s a h ɨ n																	
496-2		d əi̯ r fː ə n f ə																	
64-2		d a b o																	
251-2		fː ɨ kʼ ə																	
294-2		m ɨ ə																	
597-2		j n g ə tʼ ɨ n																	
7-2		l x ɲ dʒː z																	
158-2		kʼ ə m ɨ s																	
296-2		j əi̯ tsʼ ɲ ɲ																	
375-2		s ə b																	
541-2		kʼ ə tʃʼ ɨ n																	
113-2		b ɨ n a																	
252-2		r ə f ə b ə																	
330-2		kʼ ə l d																	
449-2		ʔ a ɨ ə																	
491-2		d ɨ n g ə t																	
545-2		l əi̯ r ə																	
596-2		n ə dʒː ə																	
4-2		j ɨ ʃ tʃː x																	
106-2		m ə tʃ a																	
254-2		l ɨ m tʃ tʃː																	
290-2		ʔ a tʃː ə dʒ ə																	
602-2		m ɨ n																	
2-2		d ɨ s o																	
3-2		k ɨ rː ə																	
213-2		k a r a sː																	
486-2		n ə tʼ ə kʼ ə																	
10-2		tʼ ɨ kʼ u r																	
152-2		ʔ a d o																	
211-2		m ɨ ʃ ə t																	
328-2		s ə d ə b ə																	
333-2		m ɨ s ɨ r																	
334-2		ʔ a n b ə s a																	
540-2		l ə b a																	
109-2		g u n tʃʼ																	
250-2		w ə kː s																	
289-2		kʼ ə f																	
326-2		m ɨ o																	
154-2		l ə fː ə rː ə																	
247-2		k ɨ n kʼ t r o r ɨ t																	
286-2		tʃ ə g ə r																	
418-2		b ə r b ə r ə																	
416-2		kʼ ə																	
455-2		ʔ ə m a																	
456-2		ʔ ə s ə a t kʼ g ə																	
495-2		l ə kː a																	
61-3			t ə m																
63-3			kʼ fː ʃ l t																
107-3			g a m ə r a																
112-3			t a b ə r a																
331-3			n a g a s																
377-3			tː ai̯ h ai̯ ʃ ʃ																
381-3			ʔ a b																
417-3			r ə z																
451-3			s ə b a																
454-3			kʼ l mː əi̯ s																
484-3			lː ɨ ʃ l s p																
535-3			ʔ a s ɨ r																
543-3			s ə s t																
593-3			kʼ l mː ʃ s																
640-3			m a a																
1-3			ə b ə r ə m																
65-3			b ə t																
163-3			s ɨ ʃ ə																
212-3			m ɲ																
244-3			kʼ ai̯ b h ə ʃ																
248-3			m ə r a																
293-3			kʼ ə s ə p																
373-3			kʼ ai̯ h a s																
408-3			b ə r a																
414-3			kʼ p əi̯ w kʼ ai̯ s a																
601-3			m ə r ə																
642-3			m b h ai̯ s																
60-3			h ai̯ h ə s ə																
115-3			ʔ ə r a																
209-3			lː b ai̯ b mː																
242-3			ʔ a m ɨ s t																
415-3			rː ɨ ʃ l ai̯																
450-3			z ə r																
490-3			kʼ ə p																
638-3			s a n ə																
645-3			kʼ a r																
75-3			ʔ a m b ɨ r																
160-3			x ə r ə kʼ																
208-3			m a ʃ kʼ ai̯ ʃ																
214-3			m a b																
218-3			m a h l ɨ s																
378-3			ʔ a n g ə t																
379-3			ʒ ə p ə																
409-3			g ə t ə ə																
497-3			t ə n																
598-3			h fː																
646-3			m a x ə																
164-3			b ə kʼ ə																
210-3			ʒ ə x ə ʃ ʃ ə																
215-3			kʼ ə p l b ə p																
256-3			t ə m a																
285-3			m tsʼ ʃ l ɨ																
332-3			m ə g ɨ r																
380-3			m ə x ə a																
412-3			kʼ h h ɨ																
496-3			dʒ ɨ l s ə p ħ ə p																
64-3			kʼ a g ə																
67-3			b ɨ s																
169-3			n ə z ə z ə m																
251-3			kʼ ə kʼ ə																
461-3			kʼ ai̯																
547-3			kʼ ɨ ɨ ə t																
597-3			m e m ə n ə																
655-3			m a ʃ t																
7-3			ʔ a r g a																
158-3			kʼ ə m ə																
168-3			ʔ a m a r																
296-3			tː ai̯ h u ʃː																
372-3			kʼ ə n kʼ ə r																
374-3			tː ə ʃ ə s s																
375-3			r ə b																
385-3			b ʃ p ə p																
411-3			e ɨ g ai̯ s																
500-3			ʔ a m a r																
6-3			m ə r kʼ a m a																
17-3			ʔ ə x a r																
123-3			ʃ ə m ə																
252-3			n ə x ə b ə																
421-3			b ɨ ʃ ə																
448-3			kʼ ə p a s ə p ʃ ə p																
449-3			m a ʒ ə																
545-3			x ɨ n ə																
596-3			n ə g ə																
653-3			ħ ə ɨ p																
4-3			rː ai̯ ʃ ʃ ə																
254-3			kʼ ɨ t m ʃ p																
290-3			m a g ə z ə m																
339-3			b ə kʼ ə r																
460-3			x ə a																
489-3			tː l ʃ ʃ b t a																
552-3			z ə																
652-3			m ə ʃ ʃ x ɨ																
119-3			ʔ a n g a z a																
298-3			x a x																
340-3			g a ə g ə																
458-3			ʔ ə p g ə s ə																
459-3			ʔ a s ə																
607-3			ʔ ə g l a																
609-3			ʔ ɨ x a																
647-3			s ə ɨ p																
10-3			kʼ əi̯ kʼ ai̯ s																
15-3			ʔ ɨ n ɨ m																
18-3			n ɨ m ə ə																
73-3			mː ə p ə p ə ə																
76-3			m s ə s a																
110-3			x a b a																
121-3			rː ɨ kʼ ə																
167-3			rː a ə																
255-3			kʼ ə ə ʃ ə																
297-3			g ə n ə r																
299-3			g ə n ə r																
338-3			m ə m a r																
342-3			m e n a																
344-3			kʼ ə s ə m																
410-3			kʼ a r ɨ																
540-3			kʼ ʃ ə																
550-3			s ə ʃ ʃ ɨ s																
153-3			s ʃ s ɨ ʃ sː																
219-3			g ə p a t																
250-3			m ə g ə																
301-3			kʼ s ʃ a g a																
74-3			kʼ ə ə p																
120-3			x a n g a																
122-3			kʼ u g a																
220-3			s ə s a s																
245-3			kʼ ə s ɨ s ə																
300-3			x a n																
341-3			kʼ ə n ə m ə m																
549-3			ʒ ə p a a g																
610-3			m ɨ r kʼ a r																
118-3			ħ ə ə																
221-3			ʒ ə p s ə																
420-3			ʔ ə z a a																
455-3			ʔ e m a																
495-3			s ə g																
498-3			t ə ə b h u t																
61-4				d a m															
63-4				ʔ a f ɨ m															
107-4				g a m e r a															
112-4				d a b a r a															
331-4				n ɨ g															
377-4				b tʃʼ s h mː ə															
381-4				ʔ a t															
417-4				s h u															
451-4				r a b a t															
454-4				f tsʼ u a s															
484-4				x tʃʼ mː s s tʃʼ															
535-4				ʔ s mː ħ s															
543-4				a t															
593-4				f a m z u															
640-4				m a a															
1-4				d a b a s a															
65-4				b ɨ b															
163-4				a f a															
408-4				b a s a															
414-4				d s r u s tsʼ h															
601-4				ʔ a s a															
642-4				n a f a															
60-4				nː a f a a															
115-4				ʔ a r ə															
450-4				b a s															
490-4				tʃʼ a s ʃː d															
638-4				x a s u															
645-4				f a n															
75-4				ʔ a m b ɨ r															
160-4				d ħ s ə s															
378-4				ʔ a nː g a d															
379-4				x ɲ ʃː ɲ															
409-4				g a t a s ə															
497-4				t a nː															
598-4				x a															
646-4				ʔ a x ə															
164-4				b a h a															
332-4				ʔ a g ɨ s															
380-4				ʔ a x j a															
412-4				ʃː a x a nː															
64-4				d a r ə															
67-4				j ɨ s															
169-4				b tʃʼ s h h ə tː d															
461-4				f a															
547-4				j a f a t															
597-4				m e s ə ʃː ə s															
655-4				m ɨ f t															
158-4				s a ɨ s															
168-4				ʔ ɨ m a s															
372-4				a nː f a s															
374-4				b rː tʃʼ tʼ h u															
375-4				ʃː a b															
385-4				x h h h t															
411-4				x a s a g															
500-4				ʔ ɨ m ɨ s															
541-4				s tsʼ tʼ ʕ w															
6-4				m ə h h ə mː a															
17-4				ʔ a x ɨ r															
330-4				s tsʼ s ə															
421-4				b ɨ f a															
449-4				f h mː ə															
545-4				x ɨ nː a															
596-4				nː a g a															
653-4				b a t a t															
4-4				g ɲ iː u d															
8-4				s ɨ b mː															
106-4				m a a															
339-4				b ɨ s h s															
489-4				b mː h h h u r ə															
652-4				ʔ u n ʃː h u ə															
119-4				ʔ a nː g a j a															
340-4				g a h h d															
458-4				d a nː g a b a															
486-4				d ə h ə s ə															
607-4				d ə h j a g															
609-4				ʔ ɨ x a															
15-4				ʔ ɨ nː a															
18-4				nː a ʔ i j ə															
73-4				d d h ə a s ə															
76-4				m j ə ʃː a															
110-4				d a b a															
121-4				x ɨ d ə															
167-4				g ɨ j a															
334-4				u a s b tʃʼ s u															
342-4				m e nː a															
344-4				f a ʃː a m															
410-4				s a s															
550-4				d ə n s a w															
612-4				ʔ a s b															
120-4				d a nː g a															
122-4				x oi̯ a g															
341-4				x ə n ə ʔ ə															
549-4				t ɨ h ə g a d															
610-4				m a w rː ə w															
61-5					ə m														
63-5					ʔ a dʒː ɨ m														
107-5					g a m ə s a														
112-5					a b ə s a														
331-5					nː ɨ g ɨ s														
377-5					b ə sː ə sː ə														
381-5					ʔ a dʒː														
417-5					r a z														
451-5					s ə b a														
454-5					ʔ a s ɨ r														
484-5					s ɨ dː ɨ s														
535-5					ʔ a sː ɨ r														
543-5					s u sː ə sː														
593-5					ʔ a m ə s														
640-5					m a a														
1-5					s ə sː ə sː ə m														
65-5					z sː b														
163-5					s ə dʒː ə														
212-5					ʔ e nː														
244-5					ʔ a r b ə														
248-5					m ə s a														
293-5					f ə r ə z														
373-5					k ɨ m a s														
408-5					b a r a														
414-5					s ə b dʒ k ħ nː a														
601-5					ʔ ə r b b														
642-5					nː ɨ f a s														
60-5					nː ə f ə s ə														
115-5					z ə sː a m														
209-5					s d sː ʃː sː														
242-5					z sː ʃ ɨ sː ə														
415-5					z ɨ s a b														
450-5					z ə r														
490-5					dʒː ə b ə														
638-5					s ɨ r ə														
645-5					k a s														
75-5					ʔ a m b ɨ s														
160-5					s ə r ə k														
208-5					ʔ ɨ r k ə z sː														
214-5					ʔ a b														
218-5					ʔ ɨ nː z ɨ														
378-5					ʔ a nː g ə														
379-5					s ə k ə														
409-5					g ə mː ə r ə														
497-5					ə nː														
598-5					s b b dʒː														
164-5					b ə k ə														
210-5					s ə nː ə ʃ k														
215-5					z sː u ʃː sː b ɨ														
256-5					s sː tː z														
285-5					s ɨ sː a n														
332-5					ʔ ə g ɨ r														
380-5					ʔ ə ʃ u														
496-5					s ə r sː ə ɨ b ə														
64-5					z a b ə														
67-5					s ɨ sː														
169-5					nː ə r ə z ə m ə														
251-5					f ə k														
294-5					m ə ə														
461-5					dʒː ə														
547-5					s ɨ sː a mː														
597-5					ʔ ə m ə ə ə ə														
655-5					m ɨ ʃ														
7-5					ʔ a nː g a														
168-5					ʔ ɨ m a r														
296-5					ə ʔ a														
372-5					k ə nː f ə r														
374-5					b ə ʃ z sː z														
375-5					s ə b														
385-5					s sː k ə nː														
411-5					mː ə r a s														
500-5					ʔ ɨ m ɨ s														
6-5					m ə s s a m a														
17-5					ʔ ə ʔ ɨ s														
113-5					b ə ʃ ə														
123-5					ʃ ə m ə														
252-5					k ə sː ə b ə														
421-5					b ɨ ʃ ə														
448-5					k ə nː sː sː sː ə ʃ b ə														
449-5					ʔ a z ə														
545-5					s ɨ sː ə i														
596-5					nː ə g ə														
653-5					b ə ɨ mː														
4-5					s ə ʃ ʃ ə														
8-5					k ə b ə ə a														
290-5					ʔ a g ə z ə														
339-5					b ə k ɨ s														
460-5					z ə ɨ mː														
489-5					s ə sː ʃ tsʼ mː a														
552-5					z ɨ														
602-5					m ɨ														
652-5					ʔ ə t ə a														
3-5					ʔ ɨ z ə														
119-5					ʔ a nː g a z a														
298-5					z sː b z														
340-5					g a nː nː ə														
458-5					s ə nː sː ə sː ə														
459-5					ʔ a sː ə														
486-5					s ə ʃ ə dʒː ə m														
607-5					ʔ ə ə sː a														
609-5					ʔ ɨ e a														
647-5					s ə f sː ə														
15-5					ʔ ɨ nː ɨ m														
18-5					nː ɨ k ə														
73-5					s ə ʃ ə sː ə ʔ														
76-5					ʔ sː ə sː a														
110-5					s a sː a														
121-5					s ɨ sː ə														
152-5					ʔ a s ə														
167-5					t ɨ ə														
255-5					k ə sː ə sː ə														
297-5					g ə nː ə s														
299-5					g ə nː ə s														
334-5					ʔ a m b ə dʒː a														
338-5					m ə m ɨ s														
342-5					m e nː a														
344-5					k ə s ə m														
410-5					k a r e a														
550-5					s ə ʃ ʃ ɨ sː														
612-5					ʔ a r b														
219-5					g ə dː a b														
250-5					s ə ʃ ə														
301-5					k ə nː a sː a														
74-5					g sː ə ʃ ə														
120-5					a nː g a														
220-5					s ə a p														
245-5					k ə sː ə sː ə														
300-5					ʔ ɨ nː														
341-5					k ə nː ə m ə m														
549-5					s ə ʃ a m i g														
643-5					g ə														
118-5					s ə ʃ ə														
420-5					ʔ ə sː z mː														
455-5					ʔ e m a														
495-5					s ə s														
61-6						d ə m													
63-6						ʔ ə f ɨ m													
107-6						g ə m ə s l													
112-6						d a b ə n a													
331-6						n ɨ g ə s													
377-6						b ə r dʒ ui̯ r													
381-6						ʔ ə d													
417-6						r ə z													
451-6						s ə b ɨ n													
454-6						j ɨ eː e r													
484-6						s ɨ ʔ ɨ s ə													
535-6						ʔ a s ɨ r													
543-6						s i s i i													
593-6						j u m s													
640-6						m ə n													
1-6						d ə f ə r ə													
163-6						s ə sː ə													
212-6						ʔ ə n													
244-6						j a r b ə n m													
248-6						m dʒ i ʔ													
293-6						f ə r ə z													
373-6						r i m bː l													
408-6						b ə r ə ə													
601-6						ʔ ə r b b													
642-6						n ɨ f ə s													
60-6						n ə f ə s ə													
115-6						j i m i m													
242-6						j gː fː ɨ dʒ dʒ													
415-6						z ɨ n a b													
450-6						z ə r ə													
490-6						ə b ə													
638-6						g ʒ r o													
645-6						r dʒ r													
75-6						j z m tʃː tʃʼ r													
208-6						j ɨ n r eː r tː													
214-6						ʔ a b													
218-6						j ɨ fː fː tʼ l													
409-6						ʕ ə t ə r ə													
497-6						f ə n													
598-6						f u u													
646-6						ʔ ə n ə ə													
215-6						j ɨ tʃː b sː n													
256-6						j dʒ tʃː													
294-6						m jː dʒ tʃʼ n													
655-6						m ɨ rː tʃː													
158-6						kʼ ə m ə s													
372-6						k ə n f ə r													
375-6						s ə b													
411-6						rː tʼ r r s ə													
500-6						ʔ ɨ m ɨ r													
541-6						s ə lː i n													
113-6						b u n													
252-6						g i k i tʃʼ ʕ m													
330-6						kʼ ə l d													
448-6						f i o eː fː s ə n b ə n													
106-6						m ə s ə													
290-6						ʔ ə gː ə z ə													
460-6						g ə ħ dʒ													
552-6						ʔ ɨ													
602-6						m ɨ n													
2-6						ħ ɨ l u m													
298-6						ħ dʒ f													
486-6						f b f ə f ə m													
211-6						m ɨ s ə t													
333-6						m ɨ s ɨ r													
334-6						ʕ a m b ə r tʼ													
612-6						ʔ ə r b b													
289-6						l ɨ b													
326-6						m ə ʔ o													
594-6						g ə ə													
154-6						ʔ ɨ f ə f ə i ə													
286-6						s ə g ə r													
418-6						b ə r b ə r ə													
615-6						m ai̯													
288-6						r ɨ ʔ tsʼ s													
5-6						g ə b s													
61-7							x a m												
63-7							k tː tʼ ɨ m												
107-7							k oi̯ m ɨ s a												
112-7							tʃʼ kʼ ʒ a ʃ												
331-7							m ɨ s p s												
377-7							tʃʼ kʼ s tʃ s ə												
381-7							tʃʼ ʃ a												
417-7							s												
451-7							k a d kʼ m												
454-7							k tʃ tʼ ɨ s												
484-7							s ɨ tʼ ɨ s tʼ												
535-7							k kʼ s ɨ s												
543-7							s ɨ s tʼ												
593-7							k aː m ɨ s												
640-7							m a a												
1-7							k ə pː pː a												
65-7							k pː ə												
163-7							k a pː a												
212-7							tʃʼ s												
244-7							k ʃ sː tʃ e pː												
248-7							m s ɨ												
293-7							k a ɨ s												
373-7							k ɨ m ɨ k												
408-7							m a a a												
414-7							k pː g m tʼ mː s a												
601-7							k a s ɨ e												
642-7							k kʼ s kʼ s												
60-7							k kʼ k a s a												
115-7							i m a m												
209-7							k tʼ kʼ aː s												
242-7							k aː m ɨ s s n												
415-7							z ɨ i a m												
450-7							k a												
490-7							k ə pː ə												
638-7							s ɨ s a												
645-7							k ɨ s												
75-7							k d m ɨ ɨ s												
160-7							k ɨ s a k												
208-7							k ʃ s k s a												
214-7							k sː oi̯												
218-7							m ɨ s s ɨ												
378-7							k ʃ x k e pː												
379-7							ʒ tʼ pː s												
409-7							ʔ m pː a												
497-7							tʼ a s												
598-7							x s												
646-7							k ʃ x a												
164-7							k e k a												
210-7							ʒ a x w ə ʒ												
215-7							k ʃ tʼ g a pː												
256-7							rː m m r												
285-7							m ɨ s pː a												
332-7							k ʃ tʼ ɨ s												
380-7							k ʃ x kʼ g												
412-7							s ɨ x ɨ n												
496-7							w s f s a pː k n ə												
64-7							k pː pː n												
67-7							w ɨ s												
169-7							k a pː a pː a ɨ s												
251-7							k a k s n												
294-7							m a a												
461-7							tʼ a												
547-7							w ɨ z a ə												
597-7							m ɨ g a pː a												
655-7							m ɨ ə ɨ												
7-7							k ʃ tʼ kʼ ʕ												
158-7							k s m ɨ s												
168-7							m ʃ m ɨ s												
296-7							ə a i a a												
372-7							k pː k a												
374-7							tʃʼ tʼ pː tʼ s ɨ												
385-7							w ɨ tʼ ʃ tʼ												
411-7							m ɨ kʼ ɨ s												
500-7							m ɨ m ɨ												
6-7							m ɨ pː k m m ɨ												
17-7							k ʃ x ɨ s												
123-7							eː m a												
252-7							k a k e pː a												
421-7							m kʼ kʼ ʃ												
448-7							k e pː pː pː s a pː k a pː												
449-7							a a ʒ ə												
491-7							m pː d e pː												
545-7							x ɨ s ɨ												
596-7							k a k a												
653-7							k s ə ɨ pː												
8-7							k a k s s												
254-7							k ɨ m tʼ tʼ ɨ												
290-7							a a g z m												
460-7							x ɨ ɨ ɨ												
489-7							tʃʼ w s pː kʼ m m ɨ												
552-7							z ɨ												
652-7							k ʃ pː ɨ x												
3-7							m ɨ s a												
119-7							k ʃ x kʼ nː t												
298-7							k aː tʼ												
340-7							k pː ə g ə												
458-7							k ə k a s a												
459-7							k ai̯ s a												
486-7							k s pː k												
607-7							k ʃ w a												
609-7							m ɨ x ɨ												
10-7							m ɨ s g												
15-7							m ɨ s ɨ m												
18-7							n ɨ k ə ə												
73-7							ʒ a pː e pː ə n												
76-7							m w ə s a												
110-7							x ɨ s ɨ												
121-7							m ɨ k												
152-7							ʔ t s n												
167-7							m ɨ g a												
255-7							k w ə pː ʒ a												
297-7							k s a ə												
299-7							k s a ə												
338-7							k a m ɨ s												
342-7							m ɨ x a												
344-7							k a s a m												
410-7							k mː k ɨ												
540-7							tʃʼ g ʃ												
550-7							k a pː tʼ ɨ s												
153-7							m a pː ɨ s ɨ												
219-7							k ə pː pː												
250-7							k a pː n												
301-7							k s s a												
326-7							m ɨ ə n												
74-7							k w ə pː												
120-7							x a n g a												
122-7							k a w a												
220-7							g ə w a g												
245-7							k a ə a ə a												
300-7							x ɨ n												
341-7							k ə pː pː												
549-7							k a k ɨ m n ə												
610-7							m ɨ s aː d s												
643-7							g ɨ												
118-7							ə ə n ə												
221-7							k ə pː ʒ ə												
420-7							k pː w pː ʔ												
455-7							k m ʕ												
495-7							k a kʼ												
61-8								ə m											
63-8								h a mː ɨ m											
107-8								dʒ ɨ m ɨ r a											
112-8								j r mː ə r a											
331-8								h ɨ dʒ ħ s											
377-8								m t kʼ ħ r p ə											
381-8								ʔ a											
417-8								r ə z											
451-8								s ə b ə											
454-8								h r s ɨ p											
484-8								s ɨ m ɨ s p											
535-8								h a s ɨ r											
543-8								s ə s											
593-8								h a m ɨ s											
640-8								m a a											
1-8								ə b ə r ə m											
65-8								kʼ p ħ											
163-8								s ə p ə											
212-8								h s											
244-8								h a r b ə											
248-8								m ɨ r ɨ											
293-8								ə r ə z											
373-8								kʼ ɨ m a r											
408-8								b ə r a											
414-8								kʼ p b p t r s a											
601-8								h ə p p ʃ											
642-8								h ɨ b p s											
60-8								n ə z ə s ə m											
115-8								h ə p m											
209-8								s ɨ m ɨ											
242-8								h r mː ɨ s p											
415-8								m ɨ ħ r b											
450-8								z ə r											
490-8								kʼ ə p ə ə											
638-8								s ɨ n ə											
645-8								kʼ a r											
75-8								h a m b ɨ r											
160-8								ʒ ə r ə kʼ											
208-8								h ɨ ʃ kʼ r kʼ											
214-8								ʔ a b											
218-8								ʔ ɨ n ɨ ɨ											
378-8								h a dʒ ə p											
379-8								ʒ ə tʼ ə											
409-8								g ə g ə r ə											
497-8								ə n											
598-8								h b b ʔ											
646-8								h a tʼ ə											
164-8								b ə kʼ ə											
210-8								ʒ ə g ə ʃ r ə											
215-8								h ə tʼ tʼ kʼ ʃ p											
256-8								h r mː tʃ											
285-8								m ɨ b ə ɨ											
332-8								h ə g ɨ r											
380-8								h ə g a											
412-8								s a s ə											
496-8								s ə r s ə n b ə											
64-8								a b ə											
67-8								w ɨ r											
169-8								ʒ ɨ p ə p ə p ə											
251-8								kʼ ħ s ə											
294-8								m s tʼ p											
461-8								tʼ a											
547-8								m ɨ s ɨ m											
597-8								h e m ə ɨ ə											
655-8								m ɨ ʃ											
7-8								ʔ a l dʒ a											
158-8								kʼ ə m ɨ s											
168-8								h ɨ m a r											
296-8								ə h a											
374-8								ʒ t ʃ ɨ mː a											
385-8								w ɨ tʼ ə tʼ											
500-8								h ɨ m ɨ r											
6-8								m ə r kʼ a m a											
17-8								ʔ ə ɨ r											
123-8								ʃ ə m ə											
252-8								kʼ ə p ə p ə											
421-8								b ɨ ʃ ə											
448-8								kʼ ə p ə s ə p b ə p											
449-8								h a ʒ ə											
545-8								h ɨ s j w											
596-8								n ə g ə											
653-8								ʒ ə tʼ ɨ p											
4-8								m ɨ r r ə											
8-8								kʼ ə b ə ə											
254-8								kʼ ɨ h t m											
290-8								h a ə z ə m											
339-8								b ə kʼ ɨ r											
460-8								a ɨ a											
489-8								ʒ p ə ʃ p m m a											
552-8								z ɨ											
652-8								h kʼ tʼ ɨ p h ə g											
3-8								m ɨ s b											
119-8								ʔ a n g a z a											
298-8								h ɨ m											
340-8								dʒ r s ʒ p ə											
458-8								ʒ ə tʼ g ə p n											
459-8								h a s ə											
607-8								h ə kʼ w a											
609-8								ʔ ɨ dʒ a											
10-8								m ɨ kʼ tʃʼ p											
15-8								ʔ ɨ n ɨ m											
18-8								h ɨ kʼ i ʔ ə											
73-8								ʒ ə p ə p r p											
76-8								m w ə s a											
121-8								g ɨ kʼ ə											
167-8								g ɨ ə											
255-8								kʼ p ə p ʒ ə											
297-8								dʒ r s ə ə											
299-8								dʒ r s ə ə											
338-8								m ə m ɨ r											
342-8								m e n a											
344-8								kʼ ə s ə m											
410-8								kʼ a r e											
540-8								n e b a											
550-8								z ə n z ɨ r											
219-8								g ə p a											
250-8								s ə p w											
301-8								kʼ s j ə r a											
74-8								g w ə p ə											
