COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
281-3			m s i							
304-3			a							
305-3			i							
308-3			h a n a							
309-3			k s a							
310-3			t o							
311-3			n i							
14-4				k o r e						
18-4				d a j e						
35-4				h i t o t uː						
36-4				h u t a t uː						
48-4				n a g a i						
60-4				t o j i						
63-4				s i r a m i						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				t i						
76-4				h o n e						
83-4				t u n o						
87-4				h a n e						
95-4				m i m						
98-4				h a n a						
99-4				k u t i						
-102-4				s i t a						
103-4				t u m						
110-4				t e						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o j o g u						
156-4				t a e j u						
168-4				t u k i						
169-4				h o s i						
170-4				m i u						
173-4				i s i						
180-4				k u m o						
185-4				h a i						
186-4				m o e r u						
187-4				m i t						
190-4				a k a i						
193-4				k i r o i						
194-4				s i r o i						
195-4				k u r o i						
216-4				m a r u j						
221-4				n a						
239-4				i t u						
252-4				m i u						
253-4				j o u						
254-4				i t u t u						
266-4				k a e						
267-4				n a g a r e r u						
268-4				u m i						
272-4				a m e a						
276-4				a r a u						
281-4				m u s i						
304-4				t u b a						
305-4				i t i						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
14-5					k o r e					
18-5					d a r e					
35-5					h i r o ts u					
36-5					h u t a ts u					
48-5					n a ŋ o i					
60-5					t o r i					
63-5					s i r a m					
64-5					k iː					
67-5					h a					
68-5					n eː o					
71-5					tɕ iː					
76-5					h o n e					
83-5					ts n o					
87-5					h a n eː					
95-5					m i m					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t eː					
116-5					m ɴ u n e					
120-5					n o m u					
132-5					k i k u					
139-5					k r s u					
140-5					o j o ŋ u					
156-5					t a tː e r u					
168-5					ts u k i					
169-5					h o s i					
170-5					m i z u					
173-5					i s i					
180-5					k m					
185-5					h aː i					
186-5					m o e r u					
187-5					m i tɕ i					
190-5					a k a i					
193-5					k r o i					
194-5					s i r o i					
195-5					k r i					
216-5					m a r ui					
221-5					n a					
239-5					i ts u					
252-5					m iː u					
253-5					j o u					
254-5					i ts u ts u					
266-5					k a z e					
267-5					n a ŋ o r e r u					
268-5					u m i					
272-5					a m e					
276-5					a r a u					
281-5					m u s i					
304-5					ts u b a					
305-5					o tɕ i tɕ iː					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
14-6						k u ɭ ɨ				
18-6						t a				
35-6						u s ɨ				
36-6						a s ɨ				
48-6						n a k a				
60-6						t u				
63-6						s ɨ ɭ a				
64-6						k ɨ				
67-6						a				
68-6						n ɨ				
71-6						ts ɨ				
76-6						p u n ɨ				
83-6						s ɨ n u				
87-6						p a n ɨ				
95-6						m ɨ m ɨ				
98-6						p a n a				
99-6						k ts ɨ				
-102-6						a				
103-6						s ɨ m ɨ				
110-6						t ɨ				
116-6						n ɨ				
120-6						n u				
132-6						ts ɨ				
139-6						k u ɭ u s				
140-6						u s u				
156-6						t a ɭ				
168-6						s ɨ ts ɨ				
169-6						p u s ɨ				
170-6						m ɨ ɨ				
173-6						ɨ s ɨ				
180-6						k m u				
185-6						p a				
186-6						m u ɭ				
187-6						m ɨ ts ɨ				
190-6						a				
193-6						ts ɨ ɭ a				
194-6						s ɨ ɭ a				
195-6						k ɭ a				
216-6						m a ɭ				
221-6						n				
239-6						ɨ s ɨ				
252-6						m ɨ s ɨ				
253-6						u s ɨ				
254-6						ɨ s ɨ s ɨ				
266-6						k a ɨ				
267-6						n a k a ɭ ɨ ɭ				
268-6						m ɨ				
272-6						a m ɨ				
276-6						a ɭ a				
281-6						m s ɨ				
304-6						s ɨ a				
305-6						ts ɨ				
308-6						p a n a				
309-6						k s a				
310-6						t u				
311-6						n ɨ				
14-7							k o r e			
18-7							d a r e			
35-7							ɸ i t o			
36-7							ɸ u t a u			
48-7							n a ŋ eː			
60-7							t o r a			
63-7							s eː r eː m i			
64-7							k i			
67-7							ɸ			
68-7							n e			
71-7							tɕ i			
76-7							ɸ o n e			
83-7							n o			
87-7							ɸ a n e			
95-7							m i m i			
98-7							ɸ a n a			
99-7							k e tɕ i			
-102-7							s i t a			
103-7							m e			
110-7							t e			
116-7							m m e n e			
120-7							n o m o m u			
132-7							k i k u			
139-7							u k o r o s u			
140-7							o j o ŋ o			
156-7							t a o r e			
168-7							k a			
169-7							ɸ o s i			
170-7							m i u			
173-7							a s i			
180-7							k u m o			
185-7							ɸ a eː			
186-7							m o m e r u			
187-7							m i tɕ i			
190-7							a k eː			
193-7							k i r o eː			
194-7							s i r o eː			
195-7							k u r o eː			
216-7							m a r iː			
221-7							n a m			
239-7							a			
252-7							m i u			
253-7							j o u			
254-7							a j			
266-7							k a e			
267-7							n a ŋ a r e r u			
268-7							e m i			
272-7							a m e ŋ			
276-7							a r e			
281-7							m o s u a			
304-7							b a			
305-7							a tɕ i			
308-7							ɸ a n a			
309-7							k u s a			
310-7							t o			
311-7							n a			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a a u		
48-8								n a g a i		
60-8								t o r a i		
63-8								s i r a m i		
64-8								k i		
67-8								h a a a		
68-8								n e a		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o j o g u		
156-8								t a a e r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i a u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i tɕ i		
190-8								a k u a i		
193-8								k a r o i		
194-8								s i r o i		
195-8								k u r o i		
216-8								m a r a		
221-8								n a m a		
239-8								i ts u		
252-8								m i a u		
253-8								j o a u		
254-8								i ts u ts u		
266-8								k a a e		
267-8								n a g a r e r u		
268-8								u m i		
272-8								a m e g a		
276-8								a r a u		
281-8								m u s i		
304-8								ts u b a		
305-8								tɕ i tɕ i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
14-9									k oː r i	
18-9									t a r u	
35-9									ts iː tsː i	
36-9									h ts a tsː i	
48-9									n a g i s a ɴ	
60-9									t u r i	
63-9									s i r a m	
64-9									k i	
67-9									h w w aː	
68-9									n i j ɴ	
71-9									tɕ i	
76-9									h oː n i	
83-9									ɕ i n u	
87-9									h a n u i	
95-9									m m	
98-9									h a n u	
99-9									k u tɕ i	
-102-9									ʃ i a a b u	
103-9									ɕ i m	
110-9									t i	
116-9									oː n i	
120-9									n u m ɴ	
132-9									k i ts u ɴ	
139-9									j dʑ u r i	
140-9									ʔ iː g uː ɴ	
156-9									t oː ts u r i	
168-9									ɕ u tsː i	
169-9									h u s i	
170-9									m ʃ i	
173-9									ʔ i dʑ i	
180-9									k u m u	
185-9									h w a ɴ	
186-9									m j ɴ	
187-9									m tɕ i	
190-9									a a dʑ a ɴ	
193-9									k iː s a ɴ	
194-9									s i r dʑ a ɴ	
195-9									k u r dʑ a ɴ	
216-9									m aː r u s aː ɴ	
221-9									n a	
239-9									ʔ i tsː i	
252-9									m iː tsː i	
253-9									ts uː tsː aː	
254-9									ʔ i ts i tsː i	
266-9									k u ts i	
267-9									n a g i j i j u ɴ	
268-9									ʔ m	
272-9									ʔ a m	
276-9									ʔ a a r a j ɴ	
281-9									m u s i	
304-9									ts i s a	
305-9									tɕ i	
308-9									h a n i	
309-9									k u s a	
310-9									t u	
311-9									n a u	
14-10										k o r e
18-10										d a r e
35-10										h i t o ts u
36-10										h u t a ts u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k iː
67-10										h a
68-10										n e
71-10										o tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t o
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										u k o r o s u
140-10										o j o ŋ u
156-10										t a r e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a iː
193-10										k i r o i
194-10										s i r o i
195-10										k u r o i
216-10										m a r ui
221-10										n a m
239-10										i ts u
252-10										m i u u
253-10										j o u u
254-10										i ts u ts u
266-10										k a z e
267-10										n a ŋ a r e r u
268-10										u m i
272-10										a m e ŋ a
276-10										a e r a u
281-10										m u s i
304-10										ts u b a
305-10										tɕ i tɕ i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
