COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
4332-1	ts ɿ ³³								
5447-1	ʈʂʰ ɛ ⁴⁴								
3702-1	ʂ ɿ ⁴²								
1549-1	z ɿ ⁴²								
2394-1	k ɤ ³³								
1-1	v ɤ ⁴²								
2947-1	t ɯ ²¹								
4653-1	k ɛ ⁴²								
4989-1	k ɛ ⁴²								
3749-1	j ɔ ⁴⁴								
3452-1	tɕʰ ɛ ⁴⁴								
598-1	ŋ a ⁴⁴								
638-1	pʰ ɯ ⁵⁵								
2819-1	p ɔ ⁴⁴								
4477-1	kʰ w ɔ ⁵⁵								
4487-1	ts ɿ ⁴²								
4666-1	tɕ i ³³								
5661-1	t a ⁴²								
4923-1	ɕ ɛ ⁴²								
4913-1	k ɯ ²¹								
1143-1	m ɛ ⁴⁴								
4864-1	ɕ a ⁵⁵								
3184-1	s ɿ ³³								
4591-1	ts o ⁴⁴								
1431-1	s ɛ ⁴²								
3323-1	kʰ e ⁵⁵								
6709-1	ʈʂ ɿ ⁴⁴								
903-1	m ɛ ⁴²								
5098-1	k ɯ ²¹								
5994-1	k a ³⁵								
6971-1	s w a ⁴⁴								
763-1	ts ɯ ³⁵								
691-1	x w a ⁴⁴								
1083-1	t ɔ ⁴²								
1421-1	k ɛ ⁴²								
6699-1	t ɯ ⁴²								
2628-1	s ɔ ⁵⁵								
1696-1	x ɔ ³¹								
6179-1	k ɛ ⁴⁴								
6180-1	ts ɿ ⁴⁴								
6658-1	ʂ e ³³								
1231-1	s ɔ ³¹								
4265-1	kʰ ɯ ⁵⁵								
2787-1	ʈʂ ɔ ³¹								
3247-1	ts ɿ ⁴⁴								
252-1	t a ⁴⁴								
6004-1	k a ³¹								
4728-1	s a ⁵⁵								
3843-1	ŋ a ⁴⁴								
4965-1	tɕʰ i ³¹								
5641-1	t a ³¹								
3280-1	ɕ ɔ ³¹								
1390-1	kʰ ɔ ³³								
2156-1	ŋ a ⁴⁴								
3433-1	ɕ i ³¹								
552-1	ɕ i ³¹								
4845-1	t i ⁴⁴								
4846-1	t ɯ ⁴⁴								
2292-1	m i ²¹								
6635-1	ɲ ɔ ⁴⁴								
3994-1	t ɯ ⁴⁴								
3031-1	z ɿ ⁵⁵								
6078-1	kʲ i ³¹								
1644-1	tʰ ɯ ⁵⁵								
2435-1	ɲ i ⁴⁴								
1676-1	t w a ⁴²								
6281-1	k ɛ ³⁵								
5915-1	tsʰ ɿ ⁵⁵								
1560-1	s ɔ ³³								
575-1	tɕʰ ɔ ³¹								
5319-1	ʂ e ⁴²								
2797-1	k a ³⁵								
6991-1	tɕ i ²¹								
3513-1	ʈʂ ɔ ²¹								
5205-1	ʈʂʰ ɛ ⁵⁵								
6109-1	ʈʂʰ u ⁵⁵								
2056-1	m ɔ ⁴²								
6099-1	k ɯ ³¹								
6119-1	p ɔ ³¹								
1978-1	t y e ⁴⁴								
3973-1	tɕ i ⁵⁵								
2046-1	s ɔ ³³								
5622-1	ɕ ɛ ⁵⁵								
648-1	tɕʰ ɛ ⁴⁴								
6789-1	p ɛ ⁴⁴								
618-1	x ɯ ⁴⁴								
2384-1	m a ³³								
1124-1	k a ³⁵								
1125-1	tɕ i ⁴²								
4178-1	k ɤ ²¹								
1686-1	k a ³⁵								
1495-1	ɕ i ²¹								
4090-1	ɕ i ⁵⁵								
4802-1	x ɛ ⁵⁵								
1764-1	z u ³¹								
3270-1	m e ³³								
1884-1	k ɛ ⁴²								
1203-1	k ɯ ³⁵								
6645-1	w a ³⁵								
608-1	kʰ ɤ ³³								
2889-1	tɕʰ i ⁵⁵								
5350-1	s ɔ ³¹								
6158-1	kʰ a ⁴⁴								
4306-1	s ɔ ³¹								
4891-1	k ɤ ²¹								
6436-1	k ɔ ²¹								
6213-1	s a ⁵⁵								
2320-1	s ɔ ⁴⁴								
5253-1	f ɤ ⁴⁴								
5108-1	kʲ i ⁴⁴								
4100-1	tɕ i ³³								
6018-1	ts ɿ ⁴²								
1352-1	ŋ ɯ ²¹								
4228-1	p ɛ ⁴⁴								
4247-1	tɕʰ i ⁴⁴								
75-1	ts ɿ ³³								
118-1	k w a ⁴⁴								
2866-1	m w ɛ ³³								
64-1	kʰ w ɔ ³³								
43-1	kʰ ɔ ⁵⁵								
128-1	ŋ ɔ ³¹								
7023-1	n ɔ ³¹								
7012-1	ɲ a ⁵⁵								
4497-1	t e ⁴²								
2928-1	tɕ ɯ ⁵⁵								
148-1	ɣ ɯ ³³								
1623-1	kʰ ɔ a ³³								
2648-1	tʰ ɔ ⁵⁵								
2649-1	l ɔ ⁴⁴								
6242-1	l ɯ ²¹								
3943-1	ʂ ɔ ³³								
1026-1	k a ³⁵								
6404-1	k u ²¹								
585-1	ʈʂ ɔ ⁴⁴								
1731-1	u ³¹								
5510-1	l ɔ ⁵⁵								
5360-1	kʰ ɤ ³³								
879-1	k ɔ ³⁵								
880-1	l e ⁴⁴								
271-1	p i ²¹								
3565-1	s ɔ ⁴⁴								
3896-1	m ɔ ⁴⁴								
3897-1	ts ɿ ⁴⁴								
1816-1	tɕ ɤ ²¹								
3343-1	tɕ i ⁴²								
1864-1	ʂ ɿ ⁴²								
2026-1	m a ²¹								
6223-1	x e ⁵⁵								
6224-1	m ɛ ²¹								
337-1	ʈʂ ɤ ⁴⁴								
4295-1	k u ²¹								
384-1	m i ⁵⁵								
385-1	z ɔ ³¹								
869-1	k ɤ ²¹								
2745-1	s ɿ ⁵⁵								
4690-1	k w a ⁵⁵								
4423-1	s ɔ ³⁵								
5380-1	s e ⁴⁴								
4436-1	ɕ ɿ ²¹								
2519-1	ʈʂʰ u ³¹								
4975-1	m i ⁴⁴								
4548-1	u ³¹								
4397-1	p e ²¹								
6203-1	tɕʰ i ³¹								
2689-1	t ɯ ²¹								
2599-1	t ɯ ²¹								
2600-1	m a ⁵⁵								
1913-1	kʲ ɔ ³³								
1914-1	w e ³³								
1903-1	w e ³³								
6336-1	ts ɿ ³³								
473-1	u ²¹								
4065-1	k ɤ ²¹								
6554-1	j i ⁵⁵								
3114-1	ʈʂ ɯ ⁴⁴								
4942-1	k ɤ ³⁵								
3615-1	pʰ j a ⁴⁴								
4197-1	k u ²¹								
4198-1	ɲ i ²¹								
1474-1	ɲ ɤ ³³								
6531-1	j ɯ ⁴⁴								
4954-1	tʰ u ³³								
4517-1	ʈʂ ɯ ³³								
1173-1	j i ³⁵								
6365-1	k w a ³⁵								
6730-1	tɕ i ⁴²								
6380-1	tɕ i ⁵⁵								
924-1	m ɔ ⁴⁴								
752-1	tɕ i ²¹								
4316-1	p i ³¹								
5181-1	ŋ e ²¹								
5785-1	pʰ ɔ ²¹								
4770-1	p ɔ ³¹								
2755-1	p ɔ ⁴²								
1298-1	x ɛ ⁵⁵								
784-1	ʈʂʰ a ⁵⁵								
3596-1	t ɯ ⁴²								
1799-1	tɕ i ³¹								
5007-1	p i ³⁵								
5465-1	x ɛ ⁵⁵								
170-1	ts ɿ ³³								
3150-1	t a ³⁵								
3780-1	w e ⁴²								
1706-1	tɕ i ³⁵								
403-1	p a ³¹								
5329-1	k e ⁴²								
1103-1	kʲ ɤ ³¹								
1113-1	z ɿ ³¹								
232-1	tɕʰ i ⁵⁵								
5925-1	ts ɿ ³⁵								
5926-1	ts ɿ ³³								
5723-1	p a ⁴²								
3064-1	ʈʂ ɔ ⁴²								
3065-1	k ɯ ³⁵								
3793-1	k ɛ ⁴²								
4409-1	f ɛ ⁴⁴								
720-1	s ɿ ⁵⁵								
721-1	ʈʂʰ w ɛ ⁴⁴								
2266-1	kʰ ɤ ⁴⁴								
5743-1	k u ²¹								
2124-1	x w e ³³								
6947-1	t ɔ ²¹								
5448-1	tɕʰ i ⁴⁴								
4016-1	m j ɛ ³⁵								
5429-1	m i ³¹								
5813-1	kʲ i ⁴⁴								
3813-1	tɕʰ e ²¹								
3009-1	p ɯ ³¹								
4988-1	ɣ ɯ ⁴²								
1153-1	m i ⁵⁵								
530-1	ɣ ɯ ³³								
1854-1	j ɯ ⁴⁴								
4812-1	ɣ ɯ ⁴²								
3355-1	p i ⁴⁴								
6426-1	ʈʂʰ ɔ ⁴⁴								
5027-1	s a ⁴²								
4707-1	m a ⁵⁵								
3139-1	k ɤ ²¹								
6595-1	p e ⁴⁴								
5243-1	k ɤ ⁴²								
5274-1	ʈʂʰ ɛ ⁴⁴								
6578-1	ɕ ɛ ⁵⁵								
1612-1	ts ɿ ⁵⁵								
3183-1	ʈʂ ɔ ⁴²								
4559-1	tɕ ɤ ⁴²								
4718-1	x a ⁵⁵								
2036-1	w e ⁴²								
3853-1	m i ⁵⁵								
3854-1	ŋ a ⁴⁴								
4275-1	a ⁵⁵								
6961-1	v ɛ ⁴²								
5651-1	ʈʂ ɤ ⁴⁴								
5682-1	ʈʂʰ u ³¹								
5118-1	ts e ³⁵								
1411-1	ʈʂʰ a ⁴⁴								
4507-1	ʈʂ a ³³								
4824-1	s ɿ ³⁵								
3246-1	n a ⁴²								
317-1	p j ɛ ⁴⁴								
2215-1	m ɯ ²¹								
2016-1	k ɛ ³⁵								
2155-1	ts ɿ ⁵⁵								
3575-1	k ɔ ²¹								
3434-1	x ɔ a ⁵⁵								
3168-1	z e ⁴⁴								
2291-1	pʰ ɛ ⁵⁵								
6148-1	m i ³³								
5058-1	ŋ a ⁴⁴								
6271-1	pʰ j a ⁴⁴								
1483-1	ɲ i ⁴⁴								
5370-1	ʈʂ e ⁴⁴								
3684-1	t ɛ ⁴⁴								
3685-1	f ɛ ⁴⁴								
3664-1	v ɤ ³³								
440-1	p ɛ ³¹								
5167-1	j ɔ ²¹								
6282-1	ɲ i ⁴⁴								
1380-1	m ɛ ²¹								
3585-1	p i ⁴⁴								
6992-1	ɲ i ⁴⁴								
5623-1	kʰ ɔ ³³								
1519-1	ɲ i ⁴⁴								
3385-1	ʈʂʰ ɛ ⁵⁵								
2718-1	kʲ ɤ ³³								
6300-1	m e ⁵⁵								
1496-1	ɲ i ⁴⁴								
5128-1	j i ³¹								
1885-1	t ɔ ³¹								
3873-1	kʰ ɯ ³³								
996-1	pʰ i ⁵⁵								
997-1	j i ⁴⁴								
1570-1	n a ³¹								
5475-1	s a ⁵⁵								
5017-1	ʈʂʰ ɔ ³¹								
2330-1	ɕ ɔ ³⁵								
6252-1	s ɔ ³⁵								
6253-1	kʰ u ³³								
4216-1	ɤ ⁴⁴								
1874-1	p j a ⁴⁴								
4227-1	a ³¹								
4246-1	a ³¹								
6028-1	a ³¹								
95-1	ɲ i ²¹								
22-1	p e ²¹								
33-1	t ɯ ²¹								
6678-1	ɲ a ⁵⁵								
6688-1	ɲ a ⁵⁵								
4004-1	ŋ ɯ ⁵⁵								
7033-1	n ɯ ⁵⁵								
5149-1	j ɔ ²¹								
2929-1	s ɔ ³³								
5299-1	ɕ i ⁵⁵								
160-1	ʈʂ ɯ ⁴⁴								
3824-1	s a ⁵⁵								
6858-1	p i ⁵⁵								
5511-1	kʲ i ³¹								
518-1	f ɤ ⁵⁵								
3486-1	s a ⁴²								
3488-1	k a ⁵⁵								
497-1	s ɿ ⁴⁴								
2236-1	z ɯ ²¹								
2979-1	ts ɤ ⁴²								
6874-1	j ɔ ⁴²								
2856-1	k ɤ ⁴⁴								
5947-1	t ɤ ³⁵								
6355-1	ʈʂ ɯ ³¹								
6841-1	ɣ ɯ ⁴²								
5966-1	p i ²¹								
5967-1	tʰ ɤ ⁵⁵								
2575-1	ts ɿ ³³								
4435-1	tʰ a ⁴⁴								
5194-1	ŋ ɛ ²¹								
2248-1	k ɔ ⁴²								
3954-1	kʲ y ³³								
3955-1	k w ɛ ³⁵								
2067-1	t ɯ ²¹								
2095-1	t ɯ ²¹								
564-1	f ɤ ⁴⁴								
3112-1	kʰ w ɛ ³¹								
3113-1	t ɯ ²¹								
702-1	t ɯ ²¹								
5878-1	ŋ a ²¹								
196-1	p ɔ ³⁵								
3234-1	k ɔ ²¹								
2502-1	n e ⁴⁴								
6821-1	v ɤ ³³								
4620-1	p ɯ ³¹								
5612-1	u ³¹								
6729-1	ɕ y ³³								
6379-1	ʂ ɛ ⁴²								
3721-1	tɕ i ⁴²								
1299-1	ʐ ɿ ⁴²								
6506-1	j ɯ ²¹								
5829-1	ɲ i ⁴⁴								
5830-1	pʰ i ³¹								
1286-1	ʈʂʰ ɯ ³¹								
822-1	ts w e ⁴⁴								
859-1	tʰ ɤ ³¹								
3211-1	tʰ i ⁵⁵								
3472-1	s ɔ ³³								
3794-1	m i ⁴²								
3703-1	v ɤ ³³								
3523-1	a ⁵⁵								
5076-1	k e ⁴²								
5341-1	tɕʰ u ⁵⁵								
1666-1	ɯ ³³								
1015-1	ʈʂ ɔ ⁴²								
5567-1	ʈʂʰ ɿ ⁵⁵								
2989-1	kʰ ɯ ³¹								
3182-1	ts ɿ ³³								
4678-1	m a ²¹								
913-1	tɕʰ ɤ ⁵⁵								
5390-1	z ɿ ²¹								
5138-1	kʲ ɛ ⁴²								
3375-1	k e ⁴²								
2728-1	t a ⁴²								
5057-1	z ɿ ⁴²								
6457-1	ʈʂ ɔ ³³								
374-1	pʰ j a ⁴²								
1518-1	ɕ ɔ ³³								
2638-1	ŋ ɛ ⁴²								
6301-1	ɲ i ⁴⁴								
2529-1	l ɤ ⁴⁴								
327-1	x ɛ ⁴⁴								
5898-1	k a ³⁵								
4111-1	t ɯ ²¹								
1580-1	kʲ ɯ ⁴²								
3301-1	p ɛ ⁴²								
85-1	tɕ i ³³								
2679-1	v ɔ ³¹								
6088-1	v a ⁵⁵								
2807-1	p ɯ ⁴⁴								
5148-1	ts ɿ ⁵⁵								
6769-1	a ⁵⁵								
2144-1	t ɯ ²¹								
5298-1	kʰ w a ⁵⁵								
5263-2		x ẽ ⁵⁵							
452-2		t ɯ ²¹							
4342-2		t ɯ ²¹							
4344-2		ts ɿ ³³							
5487-2		t ɯ ⁵⁵							
1401-2		pʰ ɔu ⁵⁵							
6496-2		tɕʰ ɯ ³¹							
1064-2		l a ⁵⁵							
1065-2		sʰ ts ɿ ³³							
6617-2		t ɯ ²¹							
4367-2		t a ²¹							
4378-2		ɕ y ⁵⁵							
4379-2		l a ³⁵							
3984-2		sʰ ẽ ²¹							
5086-2		ts u ³³							
3333-2		sʰ e ⁴⁴							
2226-2		x ɔu ⁵⁵							
2373-2		kʰ w ɔ ³³							
2363-2		s u ³³							
672-2		ts ɿ ⁵⁵							
673-2		k ɯ ²¹							
2690-2		p ɔu ³¹							
6337-2		p a ⁴⁴							
6319-2		ts i ⁴²							
2617-2		ɕ i ³³							
2066-2		ɕ i ³³							
2094-2		ɕ i ³³							
2096-2		k ɛ ⁴⁴							
798-2		p a ⁴²							
6668-2		ɕ y ³³							
4028-2		t ɯ ⁴⁴							
6555-2		k w a ⁴⁴							
2281-2		k ɔu ³³							
701-2		k w a ⁴⁴							
628-2		sʰ w a ⁴⁴							
3096-2		ɕ ɿ ³³							
3021-2		ts u ²¹							
2708-2		s e ⁵⁵							
3462-2		k a ³⁵							
1932-2		s ɿ ³³							
6469-2		sʰ ɛ ²¹							
4454-2		j ĩ ²¹							
4455-2		k ɛ ³⁵							
6926-2		j ɤ ³³							
6927-2		j ĩ ²¹							
3916-2		m ɔu ³³							
6822-2		j ĩ ²¹							
5417-2		ts ɿ ³³							
1959-2		x a ⁵⁵							
1960-2		t ɔu ³⁵							
2899-2		x ɔu ²¹							
3651-2		sʰ ts ɿ ³³							
811-2		k u ²¹							
1633-2		m e ²¹							
1775-2		k ɯ ²¹							
5801-2		k ɛ ⁴²							
4769-2		l a ²¹							
3720-2		k a ³⁵							
6446-2		m ẽ ³³							
1255-2		pʰ ɛ̃ ⁵⁵							
3595-2		j i ⁴⁴							
1600-2		p e ³³							
242-2		ts ɿ ⁵⁵							
3739-2		k ɛ ²¹							
5984-2		ts ɔu ²¹							
838-2		s e ⁵⁵							
839-2		t ɔu ²¹							
3149-2		j ĩ ³⁵							
2829-2		ts w ɯ ²¹							
4602-2		tɕ i ³¹							
5225-2		l a ²¹							
3933-2		s ẽ ⁴²							
5763-2		ts ɤ ⁴²							
2134-2		s e ⁵⁵							
5724-2		t ɯ ³⁵							
5704-2		ts ou ⁴²							
5705-2		kʰ w ã ⁵⁵							
5037-2		tɕʰ i ³¹							
5038-2		t a ³⁵							
4332-2		ts ɿ ³³							
5447-2		tɕʰ i ⁴⁴							
3702-2		sʰ ɔu ³¹							
1549-2		sʰ i ²¹							
2394-2		k ɤ ³³							
1-2		v ẽ ⁴²							
2947-2		t ɯ ²¹							
4653-2		k ɛ ⁴²							
4989-2		k ɛ ⁴²							
3749-2		j ou ⁴⁴							
3452-2		tɕʰ ɛ ⁴⁴							
598-2		ŋ a ⁴⁴							
638-2		pʰ ɯ ⁵⁵							
2819-2		p ɔu ³³							
4477-2		kʰ w ã ⁵⁵							
4487-2		ts ɿ ⁴²							
4666-2		tɕ i ³³							
5661-2		t a ⁴²							
4923-2		ts ɛ ⁴²							
4913-2		k ɯ ²¹							
1143-2		m e ⁴⁴							
4864-2		ɕʰ a ⁵⁵							
3184-2		ɕ i ⁵⁵							
4591-2		ts ou ⁴⁴							
1431-2		sʰ ɛ ⁴⁴							
3323-2		kʰ ẽ ³³							
6709-2		ts ɿ ⁴²							
903-2		m ɛ ⁴²							
5098-2		k ɯ ²¹							
5994-2		k a ³⁵							
6971-2		sʰ w a ⁴⁴							
763-2		ts ɯ ³⁵							
691-2		x w a ⁴⁴							
1083-2		t ɔu ⁴²							
1421-2		k ɛ ⁴²							
6699-2		t ɯ ⁴²							
2628-2		ts ɔ̃u ⁵⁵							
1696-2		x ɔu ³¹							
6179-2		k ɛ ³⁵							
6180-2		ts ɿ ⁴²							
6658-2		ɕ e ⁴⁴							
1231-2		sʰ ɔu ³¹							
4265-2		kʰ ɯ ³⁵							
2787-2		ts ɔ̃u ²¹							
3247-2		ts ɿ ⁴²							
252-2		t a ³⁵							
6004-2		k a ²¹							
4728-2		ɕ a ⁵⁵							
3843-2		ŋ w a ⁴⁴							
4965-2		tɕʰ i ³¹							
5641-2		t a ³¹							
3280-2		sʰ ɔu ³¹							
1390-2		kʰ ɔu ³³							
2156-2		ŋ w a ⁴⁴							
3433-2		ɕʰ i ²¹							
552-2		ɕʰ i ³¹							
4845-2		ts i ⁴⁴							
4846-2		t ɯ ⁴⁴							
2292-2		m i ²¹							
6635-2		j ɔ̃u ⁴⁴							
3994-2		t ɯ ⁴⁴							
3031-2		ts ɿ ³³							
6078-2		ts ɿ ³³							
1644-2		tʰ ɯ ⁵⁵							
2435-2		j ĩ ⁴⁴							
1676-2		t w a ⁴²							
6281-2		k ɛ ²¹							
5915-2		tɕʰ ɿ ⁵⁵							
1560-2		ɕʰ i ³³							
575-2		t ɔu ²¹							
5319-2		sʰ e ²¹							
2797-2		k a ³⁵							
6991-2		tɕ i ²¹							
3513-2		ts ɔ̃u ²¹							
5205-2		tɕʰ o ⁵⁵							
6109-2		tɕʰ u ⁵⁵							
2056-2		m ɔu ⁴²							
6099-2		k ɯ ³³							
6119-2		p ɔu ³³							
1978-2		t w ẽ ³³							
3973-2		tɕ i ⁵⁵							
2046-2		ɕʰ ɔu ³³							
5622-2		ɕʰ ɛ̃ ³³							
648-2		ts a ³⁵							
6789-2		p ɛ ⁴²							
618-2		x ɯ ⁴⁴							
2384-2		m a ²¹							
1124-2		k a ³⁵							
1125-2		tɕ i ⁴²							
4178-2		k u ³³							
1686-2		k a ³⁵							
1495-2		ɕ ɔu ³³							
4090-2		s e ⁵⁵							
4802-2		x ɛ ⁵⁵							
1764-2		ts y ³³							
3270-2		m ẽ ³³							
1884-2		k ɛ ⁴²							
1203-2		k ɯ ³⁵							
6645-2		w ẽ ⁵⁵							
608-2		kʰ u ³³							
2889-2		tɕʰ i ³³							
5350-2		tsʰ u ³¹							
6158-2		kʰ a ⁴⁴							
4306-2		sʰ ɔu ³¹							
4891-2		k u ²¹							
6436-2		k ɔu ³³							
6213-2		sʰ a ⁵⁵							
2320-2		ɕ i ⁴⁴							
5253-2		f ɤ ⁴⁴							
5108-2		tɕʰ i ⁴⁴							
4100-2		tɕ i ³³							
6018-2		ts ɿ ⁴²							
1352-2		ŋ ɯ ²¹							
4228-2		p ɛ ⁴⁴							
4247-2		tɕʰ i ³³							
75-2		ts ɿ ³³							
118-2		k w a ⁴⁴							
2866-2		m w ɛ ³³							
64-2		kʰ w ɔ ³³							
43-2		kʰ ɔ̃ ⁵⁵							
128-2		ŋ ɔu ³¹							
7023-2		n ɔu ³¹							
7012-2		n a ⁵⁵							
4497-2		t e ⁴²							
2928-2		tɕ i ⁵⁵							
148-2		ɣ ɯ ³³							
1623-2		kʰ w ã ³³							
2648-2		tʰ ɔu ⁵⁵							
2649-2		l a ⁴⁴							
6242-2		l a ²¹							
3943-2		sʰ ɔu ³³							
1026-2		k ɛ ³⁵							
6404-2		k ɯ ²¹							
585-2		ts ou ⁴²							
1731-2		w a ⁴²							
5510-2		l a ³⁵							
5360-2		kʰ ɤ ³³							
879-2		k ɔu ³⁵							
880-2		l i ⁴⁴							
271-2		p ĩ ²¹							
3565-2		ɕ i ⁴⁴							
3896-2		m ɔu ⁴⁴							
3897-2		ts ɿ ³³							
1816-2		ts u ²¹							
3343-2		tɕ i ⁴²							
1864-2		s ẽ ⁴²							
2026-2		m a ²¹							
6223-2		x ẽ ⁵⁵							
6224-2		m e ²¹							
337-2		ts w ɔ̃ ⁴²							
4295-2		k w ɔ ²¹							
384-2		m i ³⁵							
385-2		sʰ ɔu ²¹							
869-2		k ɯ ²¹							
2745-2		s ɿ ⁵⁵							
4690-2		k w ã ³⁵							
4423-2		s e ⁵⁵							
5380-2		sʰ j e ⁴⁴							
4436-2		ɕ ɿ ²¹							
2519-2		ts ou ³³							
4975-2		m i ⁴⁴							
4548-2		w a ⁴²							
4397-2		p e ²¹							
6203-2		tɕʰ i ³¹							
2689-2		t ɯ ⁵⁵							
1913-2		tɕ i ³³							
1914-2		w ẽ ³³							
1903-2		w ẽ ⁵⁵							
6336-2		ts ɿ ³³							
473-2		u ²¹							
6554-2		j ĩ ³⁵							
3114-2		t e ⁴⁴							
4942-2		k ɔu ³⁵							
3615-2		pʰ j a ⁴⁴							
4197-2		k u ³³							
4198-2		j ĩ ²¹							
1474-2		j ɤ ³³							
6531-2		j ɯ̃ ⁴⁴							
4954-2		tʰ u ³³							
4517-2		ts ɯ ³³							
1173-2		j ĩ ³⁵							
6365-2		k w ã ³⁵							
6730-2		tɕ i ³¹							
6380-2		tɕ i ⁵⁵							
924-2		m ɔu ³³							
752-2		tɕ i ²¹							
4316-2		p ĩ ²¹							
5181-2		ŋ e ²¹							
5785-2		pʰ ɯ ³¹							
4770-2		p ɔu ³¹							
2755-2		pʰ j ɛ ³¹							
1298-2		x ɛ ⁵⁵							
784-2		tɕʰ a ⁵⁵							
3596-2		t ɯ ⁵⁵							
1799-2		tɕ i ³¹							
5007-2		p ĩ ⁵⁵							
5465-2		x ɛ ⁴⁴							
170-2		ts ɿ ³³							
3150-2		t a ³⁵							
3780-2		w ẽ ⁴²							
403-2		p ã ²¹							
5329-2		k ɛ ⁴²							
1103-2		ts y ³¹							
1113-2		sʰ e ²¹							
232-2		tɕʰ i ⁵⁵							
5925-2		ts ɿ ⁵⁵							
5926-2		ts ɿ ³³							
5723-2		p ã ⁴²							
3064-2		ts ɔu ⁴²							
3065-2		k ɯ ³⁵							
3793-2		k ɛ ⁴²							
1215-2		s e ⁵⁵							
4409-2		f ɤ ⁴⁴							
720-2		sʰ e ⁵⁵							
721-2		tɕʰ w ɔ ⁴⁴							
2266-2		kʰ w ɔ ⁴⁴							
5743-2		k u ²¹							
2124-2		x w e ³³							
6947-2		t ɔ̃u ²¹							
5448-2		tɕʰ i ⁴⁴							
4016-2		m j ɛ ³⁵							
5429-2		m a ²¹							
5813-2		tɕʰ i ⁴⁴							
2949-2		m i ⁴²							
3813-2		tɕʰ e ²¹							
3009-2		p ɯ ²¹							
4988-2		ɣ ɯ ⁴²							
1153-2		m i ³⁵							
530-2		ɣ ɯ ³³							
1854-2		j ɯ ⁴⁴							
4812-2		ɣ ɯ ⁴²							
3355-2		pʰ i ⁵⁵							
6426-2		ts ou ⁴⁴							
5027-2		sʰ a ⁵⁵							
4707-2		m a ³⁵							
3139-2		k ɯ ²¹							
6595-2		p e ⁴⁴							
5243-2		k ɯ ⁴²							
5274-2		tɕʰ ɛ̃ ⁴⁴							
6578-2		s ɛ ⁵⁵							
1612-2		ts ɿ ⁵⁵							
3183-2		ts ɔu ⁴²							
4559-2		ts ɔ̃u ⁴²							
4718-2		x a ⁵⁵							
2036-2		w ẽ ⁴²							
3853-2		m i ³⁵							
3854-2		ŋ w ã ⁴⁴							
4275-2		ŋ w a ⁴⁴							
6961-2		v w ⁴²							
5651-2		ts ɤ ³³							
5682-2		tɕʰ u ³³							
5118-2		ts ẽ ⁵⁵							
