COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o j o g u						
156-4				t a pː uː						
168-4				t u k i						
169-4				h o s i						
170-4				m i pː u						
173-4				i s i						
180-4				k u m o						
185-4				h a i						
186-4				m o e r u						
187-4				m i t i						
190-4				a k a i						
193-4				k r o i						
194-4				s i r o a						
195-4				k u r o a						
216-4				m a r ui						
221-4				n a						
239-4				i t u						
252-4				m i tː u						
253-4				j o tː u						
254-4				i t u t u						
266-4				k a pː e						
267-4				n a g a r e r u						
268-4				u m i						
272-4				a m e						
276-4				a r a u						
281-4				m u s i						
304-4				t u b a						
305-4				t i i						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
14-5					k o r e					
18-5					d a r e					
35-5					h i t o ts u					
36-5					h u t a ts u					
48-5					n a ŋ a i					
60-5					t o r i					
63-5					s i r a m i					
64-5					k iː					
67-5					h ŋ aː					
68-5					n eː					
71-5					tɕ iː					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t eː					
116-5					m u n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r o s u					
140-5					o j o ŋ u					
156-5					t a pː e r u					
168-5					ts u k i					
169-5					h o s i					
170-5					m i pː u					
173-5					i s i					
180-5					k u m o					
185-5					h a i					
186-5					m o e r u					
187-5					m i tɕ i					
190-5					a k a i					
193-5					k eː r o i					
194-5					s i r o i					
195-5					k u r o i					
216-5					m a r ui					
221-5					n a m					
239-5					i ts u					
252-5					m iː tː u					
253-5					j o tː u					
254-5					i ts u ts u					
266-5					k a pː e					
267-5					n a ŋ a r e r u					
268-5					u m i					
272-5					a m e a					
276-5					a r a u					
281-5					m u s i					
304-5					ts u b a					
305-5					tɕ iː tɕ i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
14-6						k u r i				
18-6						d aː ɭ i				
35-6						p t iː ts ɨ				
36-6						p t iː ts ɨ				
48-6						n a g a				
60-6						t u ɭ				
63-6						s ɨː ts a m i				
64-6						k iː				
67-6						p aː				
68-6						n iː				
71-6						ts ɨ				
76-6						u n i				
83-6						ts ɨ n u				
87-6						p a n i				
95-6						m ɨ m ɨ				
98-6						p a n a				
99-6						k u ts ɨ				
-102-6						s i β a				
103-6						ts ɨ m i				
110-6						t iː				
116-6						m n i				
120-6						n u m				
132-6						ts ɨ f u				
139-6						k u s u s				
140-6						p iː j u				
156-6						t a k ɭ				
168-6						ts ɨ ts ɨ				
169-6						u s ɨ				
170-6						m i ts ɨ				
173-6						i s ɨ				
180-6						k u m u				
185-6						p aː iː				
186-6						m uː i ɭ				
187-6						m i ts ɨ				
190-6						a k a				
193-6						ts ts s iː				
194-6						s ɨ s a				
195-6						k u s a				
216-6						m a ɭ				
221-6						n iː				
239-6						i ts ɨ				
252-6						m ɨː ts ɨ				
253-6						j uː ts ɨ				
254-6						i ts ɨ ts ɨ				
266-6						k a k i				
267-6						n a g a s i ɭ				
268-6						u m ɨ				
272-6						a m i				
276-6						a s a u				
281-6						m u s				
304-6						ts ɨ vː a				
305-6						ts ɨː				
308-6						p a n a				
309-6						k u s a				
310-6						t u				
311-6						n a				
14-7							k o r e			
18-7							d a r e			
35-7							ɸ t o ts u			
36-7							ɸ o t a ts u			
48-7							n a ŋ eː			
60-7							t o r			
63-7							s i r a m			
64-7							k i			
67-7							ɸ a			
68-7							n e			
71-7							tɕ i			
76-7							ɸ o n e			
83-7							ts u n o			
87-7							ɸ a n e			
95-7							m i m i			
98-7							ɸ a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							ts u m e			
110-7							t e			
116-7							m u n e			
120-7							n o u			
132-7							k i k u			
139-7							k o r o s o			
140-7							o o ŋ u			
156-7							t a b o r u			
168-7							ts u k i			
169-7							ɸ o s i			
170-7							m e ŋ u			
173-7							e s i			
180-7							k u m o			
185-7							ɸ a i			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a k eː			
193-7							k e r			
194-7							s i r			
195-7							k u r			
216-7							m a r eː			
221-7							n a			
239-7							e ts u			
252-7							m i ŋ u			
253-7							o ŋ u			
254-7							i ts u ts u			
266-7							k a b e			
267-7							n a ŋ a r e r u			
268-7							u m i			
272-7							a m e			
276-7							a r u			
281-7							m u s i			
304-7							ts u b a			
305-7							tɕ i			
308-7							ɸ a n a			
309-7							k u s a			
310-7							t o			
311-7							n			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a ts u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t o		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o j o g u		
156-8								t a pː o r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i g u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i tɕ i		
190-8								a k a i		
193-8								k iː r o o		
194-8								s i r o i ui		
195-8								k u r o i ui		
216-8								m a r ui		
221-8								n a		
239-8								i ts u		
252-8								m i g u		
253-8								j o g u		
254-8								i ts u ts u		
266-8								k a pː e		
267-8								n a g a r e r u		
268-8								u m i		
272-8								a m e		
276-8								a r a u		
281-8								m u s i		
304-8								ts u b a		
305-8								tɕ i i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
14-9									k u r i	
18-9									t a r i	
35-9									ts ts ɕ i	
36-9									ts eː ɕ i	
48-9									n a g a s u ɴ i	
60-9									t u j	
63-9									dʑ i j u ɴ i	
64-9									k iː	
67-9									h w aː	
68-9									n iː u ɴ	
71-9									tɕ i	
76-9									h u n i	
83-9									ɕ i n u	
87-9									h a n i	
95-9									m i ɴ i	
98-9									h a n a	
99-9									k u tɕ i	
-102-9									s i tsː a	
103-9									ɕ i m i	
110-9									t iː	
116-9									m u n i	
120-9									n u m u ɴ	
132-9									tɕ i ts u ɴ	
139-9									k u r u tsː	
140-9									ʔ uː u ɴ	
156-9									t a ts oː ɴ	
168-9									ɕ i tɕ i	
169-9									h u s i	
170-9									m i dʑ i	
173-9									ʔ i s i	
180-9									k u m u	
185-9									h w eː w	
186-9									m u ɴ i r	
187-9									m i tɕ i	
190-9									oː k a ɴ	
193-9									tɕ dʑ s u ɴ	
194-9									s i r u s u ɴ	
195-9									k u r u s u ɴ	
216-9									m aː r u s ɴ	
221-9									n dʑ	
239-9									ʔ i ɕ i	
252-9									m i dʑ i	
253-9									j uː dʑ i	
254-9									ʔ i ɕ i ɕ i	
266-9									k a z i	
267-9									n a g a r i j u ɴ	
268-9									ʔ u m i	
272-9									ʔ a m a i i	
276-9									ʔ a r a u ɴ	
281-9									m u s i	
304-9									ɕ i ts w u	
305-9									tɕ i	
308-9									h a n a	
309-9									k u s a	
310-9									t u	
311-9									n a	
14-10										k o r e
18-10										d a r e
35-10										h i t o ts u
36-10										h u t a ts u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r o s u
140-10										o j o ŋ u
156-10										t a pː e r u
168-10										ts u k i
169-10										h o s i
170-10										m i pː u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a i
193-10										k i r o i
194-10										s i r o i
195-10										k u r o i
216-10										m a r ui
221-10										n a
239-10										i ts u
252-10										m i tː u
253-10										j o tː u
254-10										i ts u ts u
266-10										k a pː e
267-10										n a ŋ a r e r u
268-10										u m i
272-10										a m e e
276-10										a r a u
281-10										m u s i
304-10										ts u a b a
305-10										tɕ i i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
