COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
171-3			k a w a							
182-3			k e m u tɕ i							
188-3			g a m a							
262-3			h i m a							
300-3			h e s o							
313-3			d e							
350-3			s e m a i							
352-3			g i k a i							
396-3			h u k i							
401-3			o ɕ i k u							
420-3			o g r							
424-3			t a u							
442-3			s i m ts e i							
455-3			i k i tɕ o							
15-3			a e							
22-3			n a							
49-3			n							
78-3			a a							
89-3			k i							
130-3			m tɕ u							
14-4				k o r e						
18-4				d a r e						
35-4				h i j t t t u						
36-4				h u t a t u						
48-4				n a sː a i						
60-4				t o r i						
63-4				s i r a m i						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				t i						
76-4				h o n e						
83-4				t u n o						
87-4				h a n e						
95-4				m i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i t a						
103-4				t u m e						
110-4				t e						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o sː o g u						
156-4				t a sː uː						
168-4				t u k i						
169-4				h o s i						
170-4				m i sː u						
173-4				i s i						
180-4				k u m o						
185-4				h a i						
186-4				m o e r u						
187-4				m i t i						
190-4				a k a i j						
193-4				k t r o i						
194-4				s i r o i						
195-4				k u r o i						
216-4				m a r a ui						
221-4				n a						
239-4				i t u						
252-4				m i sː u						
253-4				sː o sː u						
254-4				i t u t u						
266-4				k a g e						
267-4				n a sː a r e r u						
268-4				u m i						
272-4				a m a						
276-4				a r a u						
281-4				m u s i						
304-4				t u a t a						
305-4				t i i j						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
342-4				sː u k i						
346-4				k u r a i						
347-4				k i r u						
348-4				h i r o i						
351-4				t oː a						
361-4				o o a i j						
379-4				k u s a pː a						
394-4				h i d a r i						
395-4				n i sː i						
400-4				h i sː a r u						
412-4				s a k e r u						
413-4				t u s a s u						
414-4				h o r u						
422-4				h u k u r e r u						
423-4				k a ɴ sː a r u						
430-4				h a k u						
435-4				h u k u						
446-4				s i t a						
447-4				u i						
458-4				t o s i						
56-4				h i t o						
62-4				i n						
65-4				k a w a						
70-4				t a n e						
75-4				k a w a						
96-4				m e						
101-4				h a						
114-4				k u b i						
119-4				k i m o						
134-4				s i pː r u						
138-4				s i n u						
146-4				a r u u						
161-4				sː u						
171-4				k a w a						
182-4				k e m u i						
188-4				g a m a						
196-4				ui o r u						
262-4				h i r u m a						
300-4				h e s o						
313-4				d e						
350-4				s e m a i						
352-4				t i k a i						
396-4				h u r u ui						
424-4				u t a u						
442-4				s i m e t u k r u						
455-4				i k i t e u						
15-4				a r e						
22-4				n a i						
24-4				m i ɴ n a						
49-4				o n t o						
78-4				a b u r a n aː						
89-4				k t						
130-4				i r u						
14-5					k o r e					
18-5					d a r e					
35-5					h i t o ts u					
36-5					h u t a ts u					
48-5					n a ŋ a i					
60-5					t o r i					
63-5					s i r a m i					
64-5					k i					
67-5					h ts a					
68-5					n e					
71-5					tɕ i					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t e					
116-5					m u n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r o s u					
140-5					o sː o ŋ u					
156-5					t a sː e r u					
168-5					ts u k i					
169-5					h o s i					
170-5					m i z u					
173-5					i s i					
180-5					k u m o					
185-5					h a i					
186-5					m o e r u					
187-5					m i tɕ i					
190-5					a k a i					
193-5					k iː r o i					
194-5					s i r o a					
195-5					k u r o a					
216-5					m a r ui					
221-5					n a m					
239-5					i ts u					
252-5					m i sː u					
253-5					sː o sː u					
254-5					i ts u ts u					
266-5					k a z e					
267-5					n a ŋ a r e r u					
268-5					u m i					
272-5					a m e tː a					
276-5					a r a u					
281-5					m u s i					
304-5					ts u a b ts					
305-5					tɕ i tɕ i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					sː u k i					
346-5					k u r a i					
347-5					k i r u					
348-5					h i r o i					
351-5					t o ui					
361-5					o m o i					
379-5					k u s a pː a					
394-5					h i d a r i					
395-5					m i ŋ i					
400-5					h i sː a r u					
412-5					s a k e r u					
413-5					ts u k i s a s u					
414-5					h o r u					
422-5					h u k u r e r u					
423-5					k a ɴ ŋ a e r u					
430-5					h a k u					
435-5					h u k u					
446-5					s i t a					
447-5					u uː					
458-5					t o s i					
56-5					h i t o					
62-5					i n u					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m e					
101-5					h a					
114-5					k u b i					
119-5					k i m o					
134-5					s i uː e r u					
138-5					s i n u					
146-5					a r u k u					
161-5					sː uː					
171-5					k a w a					
182-5					k e m r u					
188-5					sː a m a					
196-5					sː o r u					
262-5					h i r u m a					
300-5					h e s o					
313-5					d e					
350-5					s e m a i					
352-5					tɕ i k a i					
396-5					h u r ui					
401-5					o s u					
420-5					o o tɕ i r u					
424-5					u t a u					
455-5					i k i t a r u					
15-5					a r e					
22-5					n a i					
24-5					m i ɴ n a					
49-5					o n a					
78-5					a b u r a n i					
89-5					k e					
130-5					m i r u					
14-6						k o i				
18-6						t a				
35-6						p t dz ts ɨ				
36-6						p t dz ts ɨ				
48-6						n a dz a a				
60-6						t u				
63-6						s a				
64-6						k i				
67-6						p a				
68-6						n i				
71-6						dz i				
76-6						p o n i				
83-6						ts ɨ n u				
87-6						p a n i				
95-6						m n				
98-6						p a n a				
99-6						k u dz				
-102-6						s i a				
103-6						ts ɨ m i				
110-6						t i				
116-6						m n i				
120-6						n o n				
132-6						ts ts				
139-6						k o s				
140-6						dz o				
156-6						t a t u				
168-6						ts ɨ ts				
169-6						p o s				
170-6						m i t ɨ				
173-6						ɨ s				
180-6						k u m u				
185-6						p u				
186-6						m dz ɨ				
187-6						m ɨ dz				
190-6										
193-6						ts i				
194-6						s a				
195-6						k u a				
216-6						m a tʃː ɨ				
221-6						n dz				
239-6						ts ɨ				
252-6						m ɨː ts ɨ				
253-6						dz dz ts ɨ				
254-6						ɨː ts ɨ ts ɨ				
266-6						k a t i				
267-6						n a dz a i				
268-6						m				
272-6						a m i				
276-6						a a z				
281-6						m s				
304-6						ts ɨ u				
305-6						dz				
308-6						p a n a				
309-6						k u s a				
310-6						t o				
311-6						n a				
342-6						dz u ts				
346-6						k u a a				
347-6						ts				
348-6						p a				
351-6						t dz a				
361-6						u				
379-6						k u a tʃː				
394-6						p dz a				
395-6						n dz ɨ				
400-6						p ts a u				
412-6						s k i				
413-6						ts u a s z ɨ				
414-6						p o				
422-6						p u tʃː ɨ				
423-6						k a n dz z u				
430-6						p a ts				
435-6						p u ts				
446-6						s t				
447-6						dz				
458-6						t o s				
56-6										
62-6						i n				
65-6						k a u a				
70-6						dz a n i				
75-6						k a u a				
96-6						m i				
101-6						p a				
119-6						ts m				
134-6						s ɨː ts u ɨ				
138-6						s i n				
146-6						a ɨ				
171-6						k a d a				
182-6						k i s i				
188-6						dz a a				
196-6						dz u u				
401-6						u s				
420-6						u t ɨ u				
442-6						s i m i ts u				
24-6						p n a				
78-6						a d u tʃː a u				
130-6						u ɨ				
14-7							k o r e			
18-7							d a r e			
35-7							t o ts u			
36-7							h o t a ts u			
48-7							n a ŋ eː			
60-7							t o e			
63-7							s r a m e			
64-7							k e			
67-7							h a			
68-7							n e			
71-7							tɕ e			
76-7							h o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m e m			
98-7							h a n a			
99-7							k o tɕ e			
-102-7							s e t a			
103-7							ts u m e			
110-7							t e			
116-7							m u n e			
120-7							n o m u			
132-7							k e u			
139-7							k o r o s u			
140-7							o ŋ o u			
156-7							t a ŋ oː r u			
168-7							ts u k e			
169-7							h o s e			
170-7							m e u			
173-7							e s e			
180-7							k o m o			
185-7							h eː			
186-7							m o e r u			
187-7							m e tɕ e			
190-7							a k			
193-7							k ŋ r			
194-7							s e r			
195-7							k o r			
216-7							m a r iː			
221-7							n a			
239-7							e ts u			
252-7							m e ŋ u			
253-7							ŋ o ŋ u			
254-7							e ts u ts u			
266-7							k a ŋ e			
267-7							n a ŋ a r e r u			
268-7							u m e			
272-7							a m oː e			
276-7							a r o			
281-7							m o s e			
304-7							ts u b a			
305-7							tɕ e			
308-7							h a n a			
309-7							k o s a			
310-7							t o			
311-7							n			
342-7							ŋ o e			
346-7							k u r eː			
347-7							k e j u			
348-7							h e r eː			
351-7							t oː eː			
361-7							o			
379-7							k o s a eː eː			
394-7							h e d a r e			
395-7							m e ŋ e			
400-7							h e ŋ r o			
412-7							s a k e r u			
413-7							ts u e s s o			
414-7							h o r u			
422-7							h o k o r e r u			
423-7							k a ɴ ŋ e r u			
430-7							h a o			
435-7							h o u			
446-7							s e t eː			
447-7							u e			
458-7							t o s e			
56-7							h e t o			
62-7							e u			
65-7							k a w a			
70-7							t a n e			
75-7							k a w a			
96-7							m e			
101-7							h a			
114-7							k u b i			
134-7							s e ŋ r u			
138-7							s e n u			
146-7							a r u u			
161-7							ŋ ŋ			
171-7							k a w a			
182-7							e m r e			
188-7							ŋ a m a			
196-7							tɕ o r u			
262-7							h i r u m a			
300-7							h e s o			
313-7							d e			
350-7							s e b eː			
352-7							tɕ i k eː			
396-7							h u r e iː			
401-7							o s u			
420-7							o t u			
424-7							u t u			
442-7							s e m e ts e e r			
455-7							i k i t e r			
15-7							a r e			
22-7							n a i			
24-7							m e n			
78-7							a b u r w			
89-7							k e			
130-7							m e r u			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a ts u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o g o g u		
156-8								t a g o r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i g u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i tɕ i		
190-8								a k a i		
193-8								k sː r o o		
194-8								s i r o i		
195-8								k u r o i		
216-8								m a r ui		
221-8								n a		
239-8								i ts u		
252-8								m i g u		
253-8								g o g u		
254-8								i ts u ts u		
266-8								k a g e		
267-8								n a g a r e r u		
268-8								u m i		
272-8								a m e		
276-8								a r a u		
281-8								m u s i		
304-8								ts u b i a		
305-8								tɕ i i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
342-8								g u k i		
346-8								k u r a i		
347-8								k i r u		
348-8								h i r o i		
351-8								t o g a i i		
361-8								o o a i		
379-8								k u s a g a		
394-8								h i d a r i		
395-8								m i g i		
400-8								h i g a r u		
412-8								s a k e r u		
413-8								ts u k i s a s u		
414-8								h o r u		
422-8								h u k u r e r u		
423-8								k a ɴ g a o r u		
430-8								h a k u		
435-8								h u k u		
446-8								s i t a		
447-8								u oː		
458-8								t o s i		
62-8								i n u		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m e		
101-8								h a		
114-8								k u b i		
119-8								k i m o		
134-8								s i g o r u		
138-8								s i n u		
146-8								a r u k u		
161-8								g u		
171-8								k a w a		
182-8								k e ɴ dʑ m o r u		
188-8								g a m a		
196-8								g o r u		
262-8								h i r u m a		
300-8								h o i s o		
313-8								d e		
350-8								s e m a i		
352-8								tɕ i k a i		
396-8								h u r ui		
401-8								o s u		
420-8								o t i r u		
424-8								u t a u		
442-8								s i m u r u		
455-8								i k i t o r		
15-8								a r e		
22-8								n a i		
24-8								m i ɴ n a		
49-8								o n o		
78-8								a b u r a		
89-8								k e		
130-8								m i r u		
14-9									k u i	
18-9									ɕ a u	
35-9									h w t oː r ɕ i	
36-9									h w t oː r ʔ ɕ i	
48-9									n a ɕ a s a ɴ i	
60-9									t oː r u	
63-9									s i a ɴ	
64-9									k iː	
67-9									h w aː	
68-9									n i ɴ	
71-9									ɕ i	
76-9									h w u n i	
83-9									ɕ i n u	
87-9									h a n i	
95-9									m i ɴ	
98-9									h a n a	
99-9									k u ɕ i	
-102-9									ʃ i tː a	
103-9									ɕ i m i	
110-9									t oː r i	
116-9									h n i	
120-9									n u m ɴ	
132-9									tɕ i ʔ ɴ	
139-9									k u u ɴ i	
140-9									ʔ dʑ h w u j i	
156-9									t oː r a ɕ	
168-9									ɕ i k i	
169-9									h w u ʃ i	
170-9									m ui h w i	
173-9									ʔ ui ʃ i	
180-9									k u m u	
185-9									h w i	
186-9									m u ɴ i	
187-9									m i ɕ i	
190-9									ɴ i s a ɴ	
193-9									tɕ h w s ɴ	
194-9									ʃ i s a ɴ	
195-9									k u s a ɴ	
216-9									m aː u s	
221-9									n dʑ	
239-9									ʔ ui ɕ i	
252-9									m iː i	
253-9									ɕ dʑ i	
254-9									ʔ ui ɕ i ɕ i	
266-9									k a ɕ i	
267-9									n a ɕ a i ɴ	
268-9									ʔ u m i	
272-9									ʔ a m i	
276-9									ʔ a a ɴ	
281-9									m u ʃ	
304-9									ɕ i ɕ i	
305-9									ɕ i	
308-9									h a n a	
309-9									k u ʃ a	
310-9									t oː r u	
311-9									n i r u	
342-9									ɕ u i	
346-9									k a s a ɴ i	
347-9									tɕ i ɴ	
348-9									h w i s a ɴ	
351-9									t oː r dʑ s a ɴ i	
361-9									ʔ u s a ɴ	
379-9									k u ʃ a i t a	
394-9									h w i h w a i	
395-9									n i ɕ i ɴ i	
400-9									h w i a ɴ	
412-9									ʃ a k i ɴ	
413-9									ɕ i s a ʃ ɴ	
414-9									h u ɴ	
422-9									h w u k u i ɴ	
423-9									k a h w ɕ i ɴ i	
430-9									h a ɴ	
435-9									h w u ɴ	
446-9									s i t oː r i	
447-9									ʔ i	
458-9									t oː r u ʃ i	
56-9									h w i tː u	
62-9									ʔ ɴ	
65-9									k w a	
75-9									k w w	
96-9									m	
101-9									h w w aː	
114-9									k u b i	
119-9									tɕ i m	
134-9									ʃ s	
138-9									ʃ i ɴ	
146-9									ʔ a s	
161-9									ɕ u ɴ	
171-9									k w a	
182-9									k i h s	
196-9									u	
262-9									h w i u ɴ ɴ a	
300-9									h w u ʃ u	
313-9									ɴ ɕ i	
350-9									ʃ i b a s ɴ	
352-9									ɕ i ɕ a s ɴ	
396-9									h w u u s u ɴ	
401-9									ʔ u ʃ ɴ i	
420-9									ʔ u ts ɴ iː	
424-9									t oː r u ɴ	
442-9									ʃ iː m i ɕ i k i ɴ i	
455-9									ʔ i k i tː u	
15-9									ʔ a j i	
22-9									u u	
24-9									h ui a	
49-9									uː n a u	
89-9									ɕ i	
14-10										k o r e
18-10										d a r e
35-10										h i t o ts u
36-10										h u t a ts u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r o s u
140-10										o sː o ŋ u
156-10										t a sː e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a i
193-10										k iː r o i
194-10										s i r o i
195-10										k u r o i
216-10										m a r ui
221-10										n a
239-10										i ts u
252-10										m i sː u
253-10										sː o sː u
254-10										i ts u ts u
266-10										k a z e
267-10										n a ŋ a r e r u
268-10										u m i
272-10										a m e e
276-10										a r a u
281-10										m u s i
304-10										ts u k a
305-10										tɕ i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
342-10										sː u k i
346-10										k u r a i
347-10										k i r u
348-10										h i r o i
351-10										t oː
361-10										o m o t a i
379-10										k u s a ui a
394-10										h i d a r i
395-10										m i ŋ i
400-10										h i sː a r u
412-10										s a k e r u
413-10										ts u k i s a s u
414-10										h o r u
422-10										h u k u r e r u
423-10										k a ɴ ŋ a e r u
430-10										h a k u
435-10										h u k u
446-10										s i t a
447-10										u e
458-10										t o s i
56-10										h i t o
62-10										i n u
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m e
101-10										h a
114-10										k u b i
119-10										k i m o
134-10										s i uː u r u
138-10										s i n u u
146-10										a r u k u
161-10										sː uː
171-10										k a w a
182-10										k e m u r i
188-10										sː a m a
196-10										sː o r u
262-10										h i r u m a
300-10										h e s o
313-10										d e
350-10										s e b a i
352-10										tɕ i k a i
396-10										h u r u ui
401-10										o s u
420-10										o tɕ e r u
424-10										u t a u
442-10										s i m e ts u k r u
455-10										i k i t e r u
15-10										a r e
22-10										n a i
24-10										m i ɴ n a
49-10										o n a o
78-10										a b u r a
89-10										k e
130-10										m i r u
