COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
328	k ɜ ɽ ɜ m		k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	
1593	g ɑ ɾ	g ɑ	g ɑ ɾ	g ɑ ɾ	g ɑ ɾ	g ɑ ɾ	g ɑ ɾ
1415	d̪ o n̪	d̪ ɛ n̪	d̪ e	d̪ o ŋ	d̪ o ŋ	d̪ o ŋ	d̪ e
1692	n̪ o n̪ o	pʰ o n̪ o	pʰ o n̪ o	pʰ o n̪ o	pʰ o n̪ o	pʰ o n̪ o	n̪ o n̪ o
1627	tɕ ʊ ŋ m ɜ	tɕ ʊ ŋ m ɜ					
73	ɾ d ɜ p s̪	ɾ d ɜ p s̪	ɾ d ɜ p s̪		ɾ d ɜ p s̪	ɾ d ɜ p s̪	ɾ d ɜ p s̪
1348		ʑ ɪ n̪ d o	ʑ ɪ g d o	dʑ i n̪ d o	ʑ ɪ n̪ d o	ʑ ɪ n̪ d o	
1	m i n̪ s̪	m i n̪ s̪	m ɪ n̪ s̪	m i n̪ s̪	m ɪ n̪ s̪	m ɪ n̪ s̪	
413	ʑ ɜ q	dʑ ɜ q	ʑ ɜ q	ʑ ɜ q	ʑ ɜ q	ʑ ɜ q	ʑ ɜ q
1364		ɸ tɕ u	ɸ tɕ u	ɸ tɕ u	ɸ tɕ u	p ɕ tɕ u	
888				ɕ ɛ r̪ i		ɕ ɛ r̪ i	
214			t̪ʰ ɜ l b ɜ				t̪ʰ ɜ l b ɜ
496	kʰ r̪ i õ ŋ	t̪ʰ r̪ i m o ŋ		ʈʂ ɪ m o k	t̪ʰ r̪ ɪ m o ŋ	t̪ʰ r̪ ɪ m o ŋ	
153				kʰ ɜ k t̪ ɜ t̪ s̪	kʰ ɑ k t̪ ɜ t̪ s̪	kʰ ɜ k t̪ ɜ t̪ s̪	
1545	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɑ d ɑ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ
956			tɕʰ ɪ n̪			tɕʰ ɪ n̪	
1207	p ɑ j u	p ɑ j u	p ɑ j u	p ɑ j u	p ɑ j u	p ɑ j u	
1363	h tɕ u						h s̪ tɕ u
539	tθʰ ɪ l	tθʰ ɪ l	tθʰ ɪ l	tθʰ ɪ l	tθʰ ɪ l	tθʰ ɪ l	tθʰ ɪ l
104	t̪ʰ o ŋ s̪	t̪ʰ õ s̪	t̪ʰ o ŋ s̪	t̪ʰ o ŋ	t̪ʰ o ŋ	t̪ʰ o ŋ s̪	
391	g r̪ ɜ x m o	ɖʐ ɜ x m o	g r̪ ɜ x m o	ʐ ɜ x m o	ɖʐ ɜ x m o	ɖʐ ɜ x m o	g r̪ ɜ x m o
136	s̪ o ŋ s̪	s̪ õ s̪	s̪ o ŋ	s̪ o ŋ	s̪ õ s̪	s̪ o ŋ s̪	s̪ o ŋ
1406		tθʰ o q	tθʰ o q	tθʰ o q	tθʰ o q	tθʰ o q	
1601	g oˑ	g o			g oˑ	g oˑ	g o
1553	ʑ ɜ k ʊ r̪ d u n̪						ʊ ɾ d u n̪
374	r̪ ɜ s̪	ɾ ɜ s̪	ɾ ɜ s̪			ɾ ɜ s̪	ɾ ɜ s̪
871	o ŋ ɑ	o m ɑ	o m ɜ	o ŋ ɑ	o ŋ ɑ	o ŋ ɑ	o ŋ m ɑ
566			ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	
422	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o
572	dz̪ o g u		z̪ o g u				z̪ ɪ g u
82				ɾ ɪ l s̪		ɾ ɪ l s̪	
1554		h ɜ f t̪ ɑ	h ɜ f t̪ ɑ	h ɜ f t̪ ɜ		h ɜ f t̪ ɜ	
1231	ɾ d u n̪	b d u n̪		β d u n̪	β d u n̪	b d u n̪	ʊ ɾ d u n̪
743	t̪ʰ r̪ ʊ n̪ m o						ʈʰ o n̪ m o
957				dʑʲ ɑ g ɜ t̪	dʑ ɑ g ɜ t̪	dʑ ɑ g ɜ t̪	
855	l̪ t̪ i m	l̪ ʈ i m					
1652	l o	l o	l o	l o	l o	l o	l oˑ
342	g o b i	g o b i	ɸ u l g o b i				pʰ u l g o b i
677	lʲ ɜ x m o	lʲ ɜ x m o	lʲ ɜ x m o	lʲ ɜ x m o	lʲ ɜ x m o	lʲ ɜ x m o	lʲ ɜ x m o
1448	p ɑ ɣ ɜ n̪	p ɑ ɣ ɜ n̪	p ɑ ɣ ɜ m	p ɑ ɣ ɜ n̪	p ɑ ɣ ɜ n̪	p ɑ ɣ ɜ n̪	p ɑ ɣ ɜ n̪
564	ɾ ɑ						ɾ ɑ
1440	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ
1537	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	
726	l̪ tɕʰ o	l̪ tɕʰ o	l̪ tɕʰ o	l̪ tɕʰ o	l̪ tɕʰ o	l̪ tɕʰ o	
1048	k ɜ k ɑ	k ɜ k ɑ	k ɜ k ɜ	k ɜ k ɜ	k ɜ k ɜ	k ɜ k ɜ	k ɑ ɣ ɑ
33	p o t̪ ʊ k s̪		t̪ ʊ k s̪		t̪ ʊ k s̪		
1315	t̪ ɑ k s̪ k ɜ n̪	t̪ ɜ x s̪ k ɜ n̪	t̪ ɑ k s̪ k ɜ n̪	t̪ ɑ x s̪ k ɜ n̪	t̪ ɑ x s̪ k ɜ n̪	t̪ ɑ k s̪ k ɜ n̪	t̪ ɑ x s̪ k ɜ n̪
1668	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ	j ɑ ŋ
661	b o ŋ o	b o ŋ o	b o ŋ o	b o ŋ o	b o ŋ o	b o ŋ o	b o ŋ o
173			gʲ ɜ̃ l ɜ				gʲ ɜ̃ l ɜ
988	s̪ o ŋ ɑ		s̪ o m ɑ				s̪ o m ɑ
634	ʑ i	b ʑ i	b ʑ i	β ʑ i	b ʑ i	b ʑ i	β ʑ i
828	ɾ i ŋ b o	ɾ i ŋ m o	ɾ ĩ m o	ɾ i ŋ m o	ɾ i ŋ m o	ɾ i ŋ m o	ɾ i ŋ m o
375			k ɜ p ɽ ɑ	k ɜ p ɽ ɜ			
1004	ɾ g u	ʊ ɾ g o	ɾ g u	ʊ ɾ g u	ʊ ɾ g o	ɾ g u	ɾ g u
972	ȵ i m o ɾ	ȵ i m o ɾ	ȵ i m o ɾ	ȵ i m o ɾ	ȵ i ŋ o ɾ	ȵ i m o ɾ	ȵ i m o ɾ̥
1029	m ɑ ɾ	m ɑ ɾ	m ɑ ɾ	m ɑ ɾ	m ɑ ɾ	m ɑ ɾ	m ɑ ɾ
261	n̪ ɑ q p o	n̪ ɑ q p o	n̪ ɜ q p o	n̪ ɑ q p o	n̪ ɑ q p o	n̪ ɜ q p o	n̪ ɑ q p o
1432	s̪ u m	s̪ u m	s̪ u m	s̪ u m	x s̪ u m	s̪ u m	s̪ u m
887	ɕ ɛ d i	ɕ ɛ d i	ɕ ɜ d i		ɕ ɛ d i	ɕ ɛ d i	ɕ ɑ d i
1037	ȵ̊ i ȵ p ɑ	s̪ ȵ ĩ ŋ m ɜ	ɕ ȵ ĩ m ɜ	s̪ ȵ i ŋ m ɜ	ȵ̊ i ȵ m ɜ	s̪ ȵ i ŋ m ɜ	s̪ ŋ i ŋ m ɜ
547	ɜ t̪ ɑ	ɜ t̪ ɜ	ɜ t̪ ɑ	ɑ t̪ ɜ	ɑ t̪ ɜ	ɑ t̪ ɜ	ɜ t̪ ɑ
863	ɕ ɑ	ɕ ɜ	ɕ ɜ	ɕ ɑ	ɕ ɜ	ɕ ɜ	ɕ ɑ
1339	ȵ i m ɑ	ȵ i m ɑ	ȵ i m ɑ	ȵ i m ɑ		ȵ i m ɑ	ȵ i m ɑ
768	d̪ ɑ x p o	d̪ ɑ x p o		d̪ ɜ x p o	d̪ ɑ x ɸ o	d̪ ɜ x p o	d̪ ɑ k p o
584		z̪ ɛ r̪ m õ ŋ		z̪ ɛ r̪ m o ŋ	z̪ ɛ r̪ m õ ŋ	z̪ ɛ r̪ m õ ŋ	s̪ ɛ r̪ m õ
456					t̪ʰ ɜ l p ʊ ʈ	t̪ʰ ɜ l p ʊ ʈ	
25	z̪ o s̪	z̪ ʊ s̪	z̪ ʊ s̪	z̪ ʊ s̪	z̪ ʊ s̪	z̪ ʊ s̪	z̪ o s̪
1609	k ɑ r̪ p o	k ɑ r̪ p o	k ɜ ɕ p o	k ɑ r̪ ɸ o	k ɑ r̪ ɸ o	k ɑ r̪ ɸ o	k ɑ r̪ ɸ o
1701		s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	
1617	s̪ u	s̪ u	s̪ u	s̪ u	s̪ u	s̪ u	s̪ u
154		s̪ ʊ t̪ ʊ p s̪				s̪ o t̪ ɜ p s̪	t̪ʰ ɜ m p s̪
1397	d̪ʲ u	d̪ʲ u		d̪ʲ u	d̪ʲ u	d̪ʲ u	d̪ʲ u
