COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
4-8								pʰ aː m								
788-8								d ai̯								
1219-8								kʰ a								
141-8								ʔ aː ŋ								
541-8								p r a ŋ								
1687-8								h uː								
123-8								ɛː a m								
1652-8								tɕ eː ŋ								
576-8								ŋ a ʔ								
1738-8								d a k								
442-8								h ɔː m								
368-8								d j aː								
1778-8								p a t								
1859-9									ŋ əi̯							
175-9									g a							
241-9									ʔ uː ʔ							
2163-9									kʰ o n							
2181-9									n a m							
2060-9									ʔ ɔː m							
410-9									ɗ aːi̯							
1841-9									m ɛːu̯							
2017-9									h iː							
1004-9									d ɛː							
614-9									b o h							
686-9									b l i							
88-9									k ɛ ʔ							
872-9									n i ŋ							
1891-9									ɗ ɛː							
68-9									s iː m							
631-9									p ɨː r							
594-9									k ɛː							
1759-9									h ɔi̯ ŋ							
805-9									g i ŋ							
756-9									h ɨː ʔ							
1201-9									m oi̯							
2042-9									ʔ i							
1968-9									ɗ a ʔ							
2000-9									l ɛː ŋ							
17-9									v a c							
4-9									pʰ a m							
788-9									ɗ əi̯							
1219-9									kʰ iː							
141-9									ʔ ɛː ŋ							
541-9									b j a ŋ							
1687-9									h u r							
123-9									ɛː ɛː m							
1652-9									tɕ i ŋ							
576-9									ŋ a l							
1738-9									ɗ a k							
442-9									h ɔː m							
368-9									ɗ j a ŋ							
1778-9									p a t							
1859-10										ŋ iː						
175-10										kʰ ə n						
241-10										ʔ u r						
2163-10										kʰ u r						
2181-10										n a m						
2060-10										ʔ u m						
410-10										ɗ aːi̯						
1841-10										m aːu̯						
2017-10										h e						
1004-10										r̥ aː						
614-10										b ɔ h						
686-10										b l e						
88-10										g ɔ n						
872-10										n ɨː ŋ						
1891-10										ɗ aː						
68-10										s i m						
631-10										b r u n						
594-10										k aː n						
1759-10										h ə ŋ						
805-10										k ə ŋ						
756-10										h ɨː ʔ						
1201-10										m w a						
2042-10										ʔ aː						
1968-10										ɗ a m						
2000-10										r iː ŋ						
17-10										b ɛ t						
4-10										pʰ e m						
788-10										ɗ iː						
1219-10										kʰ i m						
141-10										ʔ aː ŋ						
541-10										b r ə ŋ						
1687-10										h u r						
123-10										h aː m						
1652-10										dʑ i n						
576-10										ŋ ə l						
1738-10										ɗ a ʔ						
442-10										h ɔː m						
368-10										ɗ j əː ŋ						
1778-10										b ɛ dʑ						
1859-11											ŋ ai̯					
175-11											k ə					
241-11											ʔ uː ʔ					
2163-11											kʰ uː					
2181-11											n ɔ m					
2060-11											ʔ a m					
410-11											t aːi̯					
1841-11											m aːu̯					
2017-11											h ɔi̯					
1004-11											d aː					
614-11											b aː n					
686-11											b l ɔi̯					
88-11											k a k					
872-11											n ɨ					
1891-11											t a					
68-11											tɕʰ i m					
631-11											b ə n					
594-11											g aː					
1759-11											h ə ɲ					
805-11											k ə ɲ					
756-11											h a k					
1201-11											m oi̯					
2042-11											ʔ aː					
1968-11											t a ʔ					
2000-11											d aː ŋ					
17-11											n v a ʔ					
4-11											pʰ əː m					
788-11											t ai̯					
1219-11											kʰ i					
141-11											ʔ aː ŋ					
541-11											p a					
1687-11											h uː					
123-11											d ɔ m					
1652-11											dʑ i n					
576-11											ŋ ɔ					
1738-11											t a k					
442-11											h ɔː m					
368-11											t o ŋ					
1778-11											b a t					
1859-12												ŋ ɛ				
175-12												g ə̆				
241-12												ʔ u ʔ				
2163-12												kʰ u n				
2181-12												n ă m				
2060-12												ʔ a m				
410-12												d ai̯				
1841-12												m aːu̯				
2017-12												h e				
1004-12												t ă				
614-12												b o h				
686-12												b a				
88-12												g ă k				
872-12												n ɨ ɲ				
1891-12												d ə̆				
68-12												s i m				
631-12												p ə̆ u n				
594-12												k ă				
1759-12												h ă ɲ				
805-12												g e ɲ				
756-12												h ou̯ ʔ				
1201-12												m oi̯				
2042-12												ʔ ɛ				
1968-12												d ă ʔ				
2000-12												t ə̆ ŋ				
17-12												v ă c				
4-12												pʰ ə m				
788-12												d ɛ				
1219-12												kʰ i				
141-12												ʔ ă ŋ				
541-12												p r j a ŋ				
1687-12												h u n				
123-12												ə̆ ă m				
1652-12												c e ɲ				
576-12												ŋ ɔ l				
1738-12												d ă k				
442-12												h o m				
368-12												d j a ŋ				
1778-12												p ă t				
1859-13													ŋ ɛ			
175-13													g a			
241-13													ʔ u ʔ			
2163-13													kʰ u n			
2181-13													n ă m			
2060-13													ʔ a m			
410-13													d ai̯			
1841-13													m aːu̯			
2017-13													h e			
1004-13													t ă			
614-13													b ou̯ h			
686-13													p l ɔ			
88-13													g ă ʔ			
872-13													n ɨ			
1891-13													d ɛ			
68-13													s i m			
631-13													p ɨ u			
594-13													k ă			
1759-13													h ă n			
805-13													g ɨ n			
756-13													h ɨ ʔ			
1201-13													m oi̯ ʔ			
2042-13													ʔ ɛ			
1968-13													d ă ʔ			
2000-13													t ă k			
17-13													v ă t			
4-13													pʰ e m			
788-13													d ɛ			
1219-13													kʰ i			
141-13													ʔ ă k			
541-13													p r j a ŋ			
1687-13													h u n			
123-13													ə̆ ă m			
1652-13													c e n			
576-13													ŋ ɔ l			
1738-13													d ă k			
442-13													h o m			
368-13													d j a k			
1778-13													p ă t			
1859-14														ŋ ai̯		
175-14														k ə n		
241-14														ʔ uː ʔ		
2163-14														kʰ uː		
2181-14														n a m		
2060-14														ʔ ɔː m		
410-14														ɗ aːi̯		
1841-14														m au̯		
2017-14														h eː		
1004-14														dʱ a		
614-14														b o h		
686-14														b l eː		
88-14														k a k		
872-14														n ɔ ŋ		
1891-14														ɗ aː		
68-14														s iː m		
631-14														p r uː		
594-14														k a		
1759-14														h eː ɲ		
805-14														g ə ɲ		
756-14														h o ʔ		
1201-14														m w a dʱ		
2042-14														ʔ a		
1968-14														ɗ a ʔ		
2000-14														h aː ŋ		
17-14														v a t		
4-14														pʰ a m		
788-14														ɗ ai̯		
1219-14														kʰ iː		
141-14														ʔ aː ŋ		
541-14														p r j a p		
1687-14														h uː		
123-14														h a m		
1652-14														tɕ e ŋ		
576-14														ŋ ɔː t		
1738-14														ɗ a k		
442-14														h ɔː m		
368-14														ɗ j a ŋ		
1778-14														p a t		
1859-15															ŋ ɛː	
175-15															g ə	
241-15															ʔ uː ʔ	
2163-15															kʰ uː n	
2181-15															n a m	
2060-15															ʔ a m	
410-15															d aːi̯	
1841-15															m aːu̯	
2017-15															h ei̯	
1004-15															t a	
614-15															p ou̯ h	
686-15															b e	
88-15															g a ʔ	
872-15															n i	
1891-15															d ə	
68-15															s ei̯ m	
631-15															p ə ou̯ n	
594-15															k a	
1759-15															h a ɲ	
805-15															g i ɲ	
756-15															h ou̯ ʔ	
1201-15															m oːi̯ a t	
2042-15															ʔ a	
1968-15															d a ʔ	
2000-15															t a ŋ	
17-15															v ai̯ c	
4-15															pʰ əa m	
788-15															d ɛː	
1219-15															kʰ ɨi̯	
141-15															ʔ a ŋ	
541-15															p r j a p	
1687-15															h ou̯ n	
123-15															ə a m	
1652-15															c e ɲ	
576-15															ŋ ɔː n	
1738-15															d a k	
442-15															h oː m	
368-15															d j a ŋ	
1778-15															p a t	
1859-16																ŋ ɛː
175-16																g ə
241-16																ʔ uː ʔ
2163-16																kʰ uː n
2181-16																n a m
2060-16																ʔ a m
410-16																d aːi̯
1841-16																m aːu̯
2017-16																h ei̯
1004-16																t a
614-16																p ou̯ h
686-16																b l ei̯
88-16																g a ʔ
872-16																n ɨ ŋ
1891-16																d aː
68-16																s i m
631-16																p ə uː
594-16																k a
1759-16																h ɛ ɲ
805-16																g i n
756-16																h ɨ ʔ
1201-16																m oːi̯ a t
2042-16																ʔ a
1968-16																d a ʔ
2000-16																t aː ŋ
17-16																v a c
4-16																pʰ əː m
788-16																d ɛː
1219-16																kʰ i
141-16																ʔ aː ŋ
541-16																p r j a ŋ
1687-16																h uː
123-16																h a m
1652-16																tɕ ei̯ n
576-16																ŋ ɔ l
1738-16																d a k
442-16																h oː m
368-16																d j a ŋ
1778-16																p a t
