COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
241-13													ʔ u ʔ			
2163-13													h u n			
2181-13													n ă m			
2060-13													ʔ o m			
410-13													d ai̯			
1841-13													m o			
2017-13													h e			
1004-13													t a			
614-13													b ou̯ h			
686-13													b l e			
88-13													g ă k			
872-13													n ɨ k			
1891-13													d a			
68-13													s i m			
631-13													p ə̆ h			
594-13													g a			
1759-13													h ă ɲ			
805-13													g ɨ n			
1859-14														ŋ ai̯		
175-14														k ɔ n		
241-14														ʔ uː t		
2163-14														h uː n		
2181-14														n a m		
2060-14														ʔ ɔː m		
410-14														ɗ aːi̯		
1841-14														m au̯		
2017-14														h eː		
1004-14														dʱ aː		
614-14														b o h		
686-14														b l eː		
88-14														g a k		
872-14														n ɨ ŋ		
1891-14														ɗ a		
68-14														s i m		
631-14														b a h		
594-14														g a n		
1759-14														h i ɲ		
805-14														g i ɲ		
1859-15															ŋ ɔː	
175-15															g a	
241-15															ʔ uː ʔ	
2163-15															g uː n	
2181-15															n a m	
2060-15															ʔ oː m	
410-15															d aːi̯	
1841-15															m au̯	
2017-15															h ei̯	
1004-15															l aː	
614-15															p ou̯ h	
686-15															b e	
88-15															g a k	
872-15															n ɨ ŋ	
1891-15															d aː	
68-15															s iː m	
631-15															p ə h	
594-15															g aː	
1759-15															h a n	
805-15															g i ɲ	
1859-16																ŋ ɔː
175-16																g a
241-16																ʔ uː ʔ
2163-16																h uː n
2181-16																n a m
2060-16																ʔ oː m
410-16																d aːi̯
1841-16																m ou̯
2017-16																h ei̯
1004-16																t aː
614-16																p ou̯ h
686-16																b l ei̯
88-16																g a k
872-16																n uːi̯ ŋ
1891-16																d a
68-16																s i m
631-16																p ə h
594-16																g a
1759-16																h a ɲ
805-16																g i ɲ
