COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
402-1	ts ai ⁵¹																		
403-1	t i ⁵¹																		
409-1	ts w o ⁵¹																		
418-1	m ai ³⁵																		
441-1	tʰ j a n ³⁵																		
443-1	m u ⁵¹																		
459-1	w ai ⁵¹																		
460-1	t w o ⁵⁵																		
461-1	j e ⁵¹																		
464-1	t a ⁵¹																		
465-1	tʰ j a n ⁵⁵																		
466-1	tʰ ai ⁵¹																		
467-1	f u ⁵⁵																		
469-1	ʂ ʅ ⁵¹																		
480-1	n y ²¹⁴																		
482-1	n ai ²¹⁴																		
484-1	x au ²¹⁴																		
491-1	m ei ⁵¹																		
492-1	tɕʰ i ⁵⁵																		
495-1	tɕ j e ²¹⁴																		
496-1	k u ⁵⁵																		
507-1	j a ŋ ³⁵																		
509-1	tɕʰ y ²¹⁴																		
510-1	pʰ o ³⁵																		
513-1	ɕ i ⁵¹																		
518-1	s au ²¹⁴																		
525-1	ts ɿ ²¹⁴																		
527-1	ʐ ə n ⁵¹																		
533-1	x ai ³⁵																		
548-1	kʰ ai ²¹⁴																		
554-1	x ai ⁵¹																		
558-1	ʐ u ŋ ³⁵																		
564-1	f u ⁵¹																		
580-1	ʂ ɤ ⁵¹																		
587-1	ɕ j au ²¹⁴																		
588-1	ʂ au ²¹⁴																		
589-1	tɕ j a n ⁵⁵																		
594-1	ʈʂʰ ʅ ²¹⁴																		
602-1	u ²¹⁴																		
604-1	ʂ ʅ ²¹⁴																		
611-1	ʂ a n ⁵⁵																		
630-1	ts w o ²¹⁴																		
637-1	tɕ i n ⁵⁵																		
638-1	ʂ ʅ ⁵¹																		
639-1	p u ⁵¹																		
644-1	ʈʂ ou ²¹⁴																		
648-1	ɕ i ³⁵																		
652-1	m au ⁵¹																		
657-1	k a n ⁵⁵																		
658-1	pʰ i ŋ ³⁵																		
659-1	j a n ³⁵																		
665-1	ʈʂʰ u a ŋ ³⁵																		
692-1	k u ŋ ⁵⁵																		
696-1	t i ⁵¹																		
707-1	i ŋ ²¹⁴																		
719-1	t ei ⁵⁵																		
727-1	ɕ i n ⁵⁵																		
732-1	w a ŋ ⁵¹																		
733-1	m a ŋ ³⁵																		
735-1	kʰ w ai ⁵¹																		
740-1	pʰ a ⁵¹																		
773-1	ɕ j a ŋ ²¹⁴																		
788-1	m a n ⁵¹																		
808-1	ʈʂʰ ə ŋ ³⁵																		
809-1	n ɤ ²¹⁴																		
816-1	t ai ⁵¹																		
818-1	f a ŋ ³⁵																		
821-1	ʂ a n ⁵¹																		
822-1	ʂ ou ²¹⁴																		
826-1	t a ²¹⁴																		
829-1	kʰ ou ⁵¹																		
841-1	ʈʂ w a ⁵⁵																		
845-1	ʈʂ ɤ ²¹⁴																		
848-1	pʰ au ⁵¹																		
858-1	pʰ i ²¹⁴																		
862-1	tʰ w o ⁵⁵																		
869-1	tɕʰ ɥ a n ³⁵																		
874-1	ʈʂ ʅ ²¹⁴																		
876-1	j au ⁵⁵																		
883-1	ʈʂ w o ⁵⁵																		
894-1	t j au ⁵¹																		
903-1	tɕ j e ⁵⁵																		
905-1	tʰ w ei ⁵⁵																		
910-1	tʰ i ³⁵																		
911-1	ʈʂʰ a ²¹⁴																		
926-1	p a ⁵⁵																		
934-1	m o ²¹⁴																		
968-1	ʂ ou ⁵⁵																		
970-1	k ai ²¹⁴																		
982-1	k a n ²¹⁴																		
986-1	tɕʰ j au ⁵⁵																		
997-1	tɕ i n ⁵⁵																		
998-1	f u ²¹⁴																		
1001-1	ɕ i n ⁵⁵																		
1003-1	f a ŋ ⁵⁵																		
1005-1	pʰ a ŋ ³⁵																		
1008-1	tɕʰ j u ³⁵																		
2-2		i ²⁴																	
4-2		tsʰ i ²⁴																	
5-2		tɕ a n ⁵⁵																	
6-2		s a n ³³																	
7-2		ɕ a n ⁵⁵																	
8-2		x j a ⁵⁵																	
9-2		p p ²⁴																	
17-2		ʈʂ o ŋ ³³																	
31-2		tɕ j ɤu ⁴¹																	
32-2		j e ⁴¹																	
33-2		ʐ p ⁴¹																	
38-2		ɤ ²¹																	
40-2		y n ¹³																	
42-2		u ⁴¹																	
43-2		ts i n ⁴¹																	
46-2		w a n ¹³																	
52-2		n j a n ⁵⁵																	
53-2		ʐ w ə n ¹³																	
56-2		tɕ i n ³³																	
59-2		t a ³³																	
60-2		tɕ a n ⁵⁵																	
64-2		n i n ²¹																	
68-2		ts ieː ²¹																	
85-2		w ei ²¹																	
86-2		t i ³³																	
87-2		tɕ y ⁵⁵																	
93-2		ɲ i ⁴¹																	
98-2		n ai ¹³																	
109-2		ʂ i n ⁵⁵																	
115-2		t au ⁴¹																	
118-2		ts j e ⁵⁵																	
124-2		tɕ j a ⁴¹																	
127-2		ts o ⁵⁵																	
133-2		tʰ ɤu ³³																	
144-2		ʂ a ⁴¹																	
161-2		ɕ j o ŋ ³³																	
166-2		k w a n ³³																	
170-2		ɤ ¹³																	
171-2		tʰ ɤu ⁵⁵																	
173-2		ʐ p ²⁴																	
174-2		l ei ⁵⁵																	
175-2		tsʰ ieː ¹³																	
176-2		n j a n ⁴¹																	
177-2		p a ²⁴																	
179-2		n ɤu ²⁴																	
181-2		p i n ³³																	
182-2		tɕ i ¹³																	
189-2		k oː ³³																	
191-2		t o ŋ ³³																	
193-2		n ə n ⁴¹																	
198-2		t ə n ⁵⁵																	
199-2		ɕ j o ŋ ³³																	
200-2		tɕ p ²⁴																	
202-2		t au ³³																	
205-2		f ə n ³³																	
206-2		tsʰ j e ²⁴																	
209-2		f a ¹³																	
211-2		ts ɤu ³³																	
215-2		n i ⁵⁵																	
216-2		k w a ²⁴																	
217-2		t au ⁵⁵																	
219-2		s a ²⁴																	
220-2		tsʰ p ⁵⁵																	
225-2		tsʰ ieː ¹³																	
230-2		ts ieː ⁴¹																	
234-2		pʰ i ²⁴																	
238-2		n i ²⁴																	
242-2		x ʈʂ ɤu ²¹																	
253-2		ts i n ¹³																	
256-2		ɕ o ²⁴																	
261-2		f a ⁵⁵																	
262-2		p ɤ ⁴¹																	
263-2		ts ʅ ²¹																	
264-2		ts j a n ⁵⁵																	
271-2		p ʅ ²⁴																	
272-2		tsʰ ieː ³³																	
274-2		u ⁴¹																	
275-2		p a n ⁵⁵																	
279-2		n a n ¹³																	
287-2		n oː ⁴¹																	
291-2		x ɤu ⁵⁵																	
295-2		tɕʰ j p ⁵⁵																	
300-2		j ɤu ⁴¹																	
303-2		tsʰ y ⁴¹																	
306-2		kʰ ɤu ⁴¹																	
307-2		k u ⁴¹																	
308-2		tɕ y ⁵⁵																	
312-2		tɕ j au ⁵⁵																	
313-2		kʰ o ⁴¹																	
314-2		t ai ¹³																	
323-2		m i n ¹³																	
325-2		tʰ ɤu ⁴¹																	
330-2		x p ɤu ⁴¹																	
334-2		ʐ j i ²⁴																	
335-2		tɕ ɥ ei ³³																	
338-2		k au ⁵⁵																	
339-2		ʈʂ ɤu ³³																	
341-2		f u ³³																	
342-2		m i n ⁵⁵																	
343-2		f o ¹³																	
344-2		j au ⁴¹																	
349-2		kʰ u ²⁴																	
353-2		tɕ a n ⁵⁵																	
360-2		x ɤu ¹³																	
375-2		ts ei ⁴¹																	
388-2		s p ⁵⁵																	
389-2		f ei ¹³																	
392-2		kʰ w ə n ⁵⁵																	
394-2		p oː ⁵⁵																	
401-2		tʰ ɤu ⁴¹																	
402-2		ts ai ²¹																	
403-2		t i ²¹																	
409-2		ts o ²¹																	
418-2		m ai ¹³																	
441-2		t ieː ¹³																	
443-2		m o ²¹																	
459-2		w ai ⁵⁵																	
460-2		t o ³³																	
461-2		j e ⁵⁵																	
464-2		t a ⁵⁵																	
465-2		tʰ ieː ³³																	
466-2		tʰ ai ⁵⁵																	
467-2		f u ³³																	
469-2		s ʅ ²⁴																	
480-2		y ⁴¹																	
482-2		n ai ⁴¹																	
484-2		x au ⁴¹																	
491-2		m ei ²¹																	
492-2		tsʰ i ³³																	
495-2		ts j e ⁴¹																	
496-2		k u ³³																	
507-2		ɲ j a n ⁵⁵																	
509-2		tsʰ y ⁴¹																	
510-2		p o ¹³																	
513-2		s i ⁵⁵																	
518-2		s au ⁴¹																	
525-2		ts p ⁴¹																	
527-2		y n ²¹																	
533-2		x ai ¹³																	
548-2		kʰ ɤ ²⁴																	
554-2		x ai ⁵⁵																	
558-2		j o ŋ ¹³																	
564-2		f u ⁵⁵																	
580-2		ɕ ɤ ¹³																	
587-2		ʂ j au ⁴¹																	
588-2		ʂ au ⁴¹																	
589-2		ts ieː ³³																	
594-2		ts ʅ ²⁴																	
602-2		u ²⁴																	
604-2		s ʅ ⁴¹																	
611-2		s a n ³³																	
630-2		ts o ⁴¹																	
637-2		tɕ i n ³³																	
638-2		p ʅ ²¹																	
639-2		p p ⁵⁵																	
644-2		ʈʂ ɤu ⁴¹																	
648-2		ɕ i ²⁴																	
652-2		m au ⁵⁵																	
657-2		k a n ³³																	
658-2		p i n ¹³																	
659-2		ɲ ieː ¹³																	
665-2		ts ɥ a n ¹³																	
692-2		k o ŋ ³³																	
696-2		t i ⁵⁵																	
707-2		i ⁴¹																	
719-2		t ɤ ²⁴																	
727-2		ʂ i n ³³																	
732-2		w a n ⁵⁵																	
733-2		m a n ¹³																	
735-2		kʰ w ai ⁵⁵																	
740-2		pʰ a ⁵⁵																	
773-2		s j a n ⁴¹																	
788-2		m a n ⁵⁵																	
808-2		ts ə n ¹³																	
809-2		n o ⁴¹																	
816-2		t ai ⁵⁵																	
818-2		p a n ¹³																	
821-2		s yeː ⁵⁵																	
822-2		ʂ ɤu ⁴¹																	
826-2		t a ⁴¹																	
829-2		kʰ ɤu ⁵⁵																	
841-2		ʈʂ a ³³																	
845-2		ʈʂ ɤ ²⁴																	
848-2		p au ²¹																	
858-2		pʰ p ²⁴																	
862-2		tʰ o ³³																	
869-2		tɕ oː ¹³																	
874-2		ʈʂ ʅ ⁴¹																	
876-2		tʰ j au ³³																	
883-2		ʈʂ o ²⁴																	
894-2		t j au ⁵⁵																	
903-2		ts j e ²⁴																	
905-2		tʰ ei ³³																	
910-2		tʰ i ¹³																	
911-2		ts a ²⁴																	
926-2		p a n ³³																	
934-2		m o ⁵⁵																	
968-2		s ɤu ³³																	
970-2		k ai ⁴¹																	
982-2		k a n ⁴¹																	
986-2		ts j au ³³																	
997-2		tɕ i n ³³																	
998-2		f u ⁴¹																	
1001-2		ʂ i n ³³																	
1003-2		f a n ³³																	
1005-2		p a n ¹³																	
1008-2		ts ɤu ²⁴																	
2-3			i ʔ ²¹																
4-3			tsʰ w i ʔ ²¹																
5-3			t w a ŋ ³⁵																
6-3			s a m ³³																
7-3			s w a m ¹¹																
8-3			e ³⁵																
9-3			p u ʔ ²¹																
17-3			t e ŋ ³³																
31-3			k j u ⁵³																
32-3			j e ³⁵																
33-3			u ⁵³																
38-3			g iː ¹¹																
40-3			u ŋ ⁵⁵																
42-3			w ³⁵																
43-3			ts eː ⁵³																
46-3			b a ŋ ⁵⁵																
52-3			l j a ŋ ¹¹																
53-3			i ŋ ⁵⁵																
56-3			k i m ³³																
59-3			t e ³³																
60-3			t w a ŋ ³⁵																
64-3			l eː ¹¹																
68-3			k e g ³⁵																
85-3			w i ³⁵																
86-3			ts i ³³																
87-3			ts u ³⁵																
93-3			n g ⁵³																
98-3			l ai ⁵⁵																
109-3			tsʰ i ŋ ²¹³																
115-3			t au ³⁵																
118-3			ts j e ²¹³																
124-3			k e ³⁵																
127-3			ts e ²¹³																
133-3			tʰ au ³³																
144-3			s e ³³																
161-3			h e ŋ ³³																
166-3			k w a ŋ ³³																
170-3			iː ⁵⁵																
171-3			tʰ ou ²¹³																
173-3			i p ⁴																
174-3			l e ¹¹																
175-3			ts w e ŋ ⁵⁵																
176-3			l j a ŋ ⁵³																
177-3			p a ʔ ²¹																
179-3			l j e k ⁴																
181-3			p eː ³³																
182-3			kʰ i ⁵⁵																
189-3			k w e ³³																
191-3			t a ŋ ³³																
193-3			l eː ³⁵																
198-3			t e ŋ ²¹³																
199-3			h e ŋ ³³																
200-3			tsʰ w u ʔ ²¹																
202-3			t au ³³																
205-3			h u ŋ ³³																
206-3			tsʰ j e ʔ ²¹																
209-3			w a k ³⁵																
211-3			tsʰ o ³³																
215-3			l i ³⁵																
216-3			k w a ʔ ²¹																
217-3			t au ²¹³																
219-3			s a ʔ ²¹																
220-3			tsʰ u ²¹³																
225-3			tsʰ e ŋ ⁵⁵																
230-3			ts e ⁵³																
234-3			pʰ i k ²¹																
238-3			l i k ⁴																
242-3			w ou ¹¹																
253-3			k ɯ ŋ ³³																
256-3			tsʰ w au k ⁴																
261-3			h w e ²¹³																
262-3			p e ʔ ²¹																
263-3			s i ⁵⁵																
264-3			tsʰ j a ³⁵																
271-3			s i p ⁴																
272-3			tsʰ e ŋ ³³																
274-3			ŋ w ⁵³																
275-3			p w o ŋ ¹¹																
279-3			l a m ⁵⁵																
287-3			l o ⁵³																
291-3			h au ³⁵																
295-3			kʰ e ²¹³																
300-3			j u ³⁵																
303-3			tsʰ u ⁵³																
306-3			kʰ au ⁵³																
307-3			k ou ⁵³																
308-3			k u ²¹³																
312-3			k j e ²¹³																
313-3			kʰ o ⁵³																
314-3			t ai ⁵⁵																
323-3			m eː ⁵⁵																
325-3			tʰ ou ²¹³																
330-3			g e ³³																
334-3			ts k i p ²¹																
335-3			tsʰ w i ³³																
338-3			k au ²¹³																
339-3			k w u ³³																
341-3			h ou ³³																
342-3			m eː ¹¹																
343-3			w w o ⁵⁵																
344-3			j au ⁵³																
349-3			kʰ e k ²¹																
353-3			tsʰ w a ŋ ²¹³																
360-3			k o ⁵⁵																
375-3			tsʰ w i ⁵³																
388-3			s u ²¹³																
389-3			k w o ⁵⁵																
392-3			k u ŋ ²¹³																
394-3			k w e ŋ ³⁵																
401-3			tʰ ou ³⁵																
402-3			ts ai ³⁵																
403-3			ts i ³⁵																
409-3			ts o ³⁵																
418-3			m w ai ⁵⁵																
441-3			t e ŋ ⁵⁵																
443-3			m o ¹¹																
459-3			g w e ¹¹																
460-3			t o ³³																
461-3			j e ¹¹																
464-3			t e ¹¹																
465-3			tʰ e ŋ ³³																
466-3			tʰ ai ²¹³																
467-3			h u ³³																
469-3			s i ʔ ²¹																
480-3			l u ⁵³																
482-3			n e ³⁵																
484-3			h au ⁵³																
491-3			m w e ¹¹																
492-3			tsʰ i ³³																
495-3			ts j e ³⁵																
496-3			k ou ³³																
507-3			l j a ŋ ⁵⁵																
509-3			tsʰ u ³⁵																
510-3			pʰ o ⁵⁵																
513-3			s e ²¹³																
518-3			s au ⁵³																
525-3			ts u ⁵³																
527-3			ts i ŋ ¹¹																
533-3			k ai ⁵⁵																
548-3			kʰ e ʔ ²¹																
554-3			h ai ¹¹																
558-3			e ŋ ⁵⁵																
564-3			h u ²¹³																
580-3			ts j e ¹¹																
587-3			s j e ³⁵																
588-3			s j u ³⁵																
589-3			ts j e m ³³																
594-3			tsʰ e k ²¹																
602-3			e k ²¹																
604-3			j i ³⁵																
611-3			s a ŋ ³³																
630-3			ts e ⁵³																
637-3			k ɯ ³³																
638-3			ts i ³⁵																
639-3			p ou ²¹³																
644-3			ts w u ⁵³																
648-3			tsʰ i k ⁴																
652-3			b au ¹¹																
657-3			k a ³³																
658-3			pʰ eː ⁵⁵																
659-3			l e ŋ ⁵⁵																
665-3			tsʰ a ŋ ⁵⁵																
692-3			k e ŋ ³³																
696-3			ts i ³⁵																
707-3			eː ŋ ⁵³																
719-3			t e ʔ ²¹																
727-3			tsʰ i m ³³																
732-3			b a ³⁵																
733-3			m a ⁵⁵																
735-3			kʰ w ai ²¹³																
740-3			pʰ e ²¹³																
773-3			s j a ŋ ⁵³																
788-3			b a ŋ ¹¹																
808-3			j eː ⁵⁵																
809-3			n e ⁵³																
816-3			t ai ²¹³																
818-3			g a ŋ ⁵⁵																
821-3			ts e g ¹¹																
822-3			tsʰ w u ⁵³																
826-3			t a ⁵³																
829-3			k au ²¹³																
841-3			ŋ w e ³³																
845-3			ts w e ʔ ²¹																
848-3			p au ³⁵																
858-3			pʰ e ʔ ²¹																
862-3			tʰ o ³³																
869-3			kʰ j e ŋ ⁵⁵																
874-3			ts i ⁵³																
876-3			tʰ j e ³³																
883-3			ts o ʔ ²¹																
894-3			ts j e ²¹³																
903-3			ts j e p ²¹																
905-3			tʰ w i ³³																
910-3			tʰ i ⁵⁵																
911-3			tsʰ a p ²¹																
926-3			p w o ŋ ³³																
934-3			m o ³⁵																
968-3			s w u ³³																
970-3			k ai ⁵³																
982-3			k a m ⁵³																
986-3			kʰ au ³³																
997-3			k ɯ ³³																
998-3			h u ¹¹																
1001-3			tsʰ i ŋ ³³																
1003-3			h w a ŋ ³³																
1005-3			pʰ a ŋ ⁵⁵																
1008-3			ts e k ⁴																
2-4				i ³¹															
4-4				tɕʰ i ³¹															
5-4				tʰ a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a ŋ ¹³															
8-4				ɕ j a ¹³															
9-4				p u ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu ⁵³															
32-4				j e ⁵³															
33-4				z u ⁵³															
38-4				ɿ ¹³															
40-4				y n ³¹															
42-4				v u ⁵³															
43-4				tɕ i n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ¹³															
53-4				n ə n ³¹															
56-4				tɕ i n ⁴⁴															
59-4				tʰ a ⁴⁴															
60-4				ts a ŋ ¹³															
64-4				n i n ¹³															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ⁴⁴															
87-4				ts u ¹³															
93-4				ɲ i ⁵³															
98-4				n ai ³¹															
109-4				ɕ i n ¹³															
115-4				t au ⁵³															
118-4				tɕ j e ¹³															
124-4				tɕ j a ⁵³															
127-4				ts j ¹³															
133-4				tʰ əu ⁴⁴															
144-4				s a ⁵³															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k w a ŋ ⁴⁴															
170-4				ɿ ³¹															
171-4				tʰ u ¹³															
173-4				z u ³¹															
174-4				n ei ¹³															
175-4				tɕʰ a n ³¹															
176-4				n j a ŋ ⁵³															
177-4				p a ³¹															
179-4				n j j ¹³															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ³¹															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
193-4				n ə n ⁵³															
198-4				t ə n ¹³															
199-4				ɕ ɥ o ŋ ⁴⁴															
200-4				tsʰ u ³¹															
202-4				t au ⁴⁴															
205-4				f ə n ⁴⁴															
206-4				tɕʰ j e ³¹															
209-4				w a ¹³															
211-4				tsʰ ⁴⁴															
215-4				n i ¹³															
216-4				k w a ³¹															
217-4				t au ¹³															
219-4				s w a ³¹															
220-4				tsʰ ɿ ¹³															
225-4				tɕʰ j a n ³¹															
230-4				tɕ j a n ⁵³															
234-4				pʰ i ³¹															
238-4				n i ³¹															
242-4				ts ¹³															
253-4				tɕʰ i n ³¹															
256-4				s o ³¹															
261-4				x w a ¹³															
262-4				p ei ³¹															
263-4				s ɿ ³¹															
264-4				tɕ j a ŋ ¹³															
271-4				s ɿ ³¹															
272-4				tɕʰ j a n ⁴⁴															
274-4				v u ⁵³															
275-4				p a n ¹³															
279-4				n a n ³¹															
287-4				n w a n ⁵³															
291-4				x əu ¹³															
295-4				tɕʰ w y ¹³															
300-4				j əu ⁵³															
303-4				tɕʰ w j ⁵³															
306-4				kʰ əu ⁵³															
307-4				k u ⁵³															
308-4				tɕ w y ¹³															
312-4				tɕ j au ¹³															
313-4				kʰ o ⁵³															
314-4				tʰ ai ³¹															
323-4				m i n ³¹															
325-4				tʰ u ⁵³															
330-4				f əu ⁵³															
334-4				ɥ i ³¹															
335-4				tsʰ ei ⁴⁴															
338-4				k au ¹³															
339-4				ts əu ⁴⁴															
341-4				f u ⁴⁴															
342-4				m i n ¹³															
343-4				f o ³¹															
344-4				j j ⁵³															
349-4				kʰ u ³¹															
353-4				tsʰ a ŋ ¹³															
360-4				x əu ³¹															
375-4				ts w ei ⁵³															
388-4				s ɿ ¹³															
389-4				x w ei ³¹															
392-4				kʰ w ə n ¹³															
394-4				w a n ¹³															
401-4				tʰ u ⁵³															
402-4				ts ai ¹³															
403-4				t i ¹³															
409-4				ts o ¹³															
418-4				m ai ³¹															
441-4				tʰ j a n ³¹															
443-4				m o ¹³															
459-4				w ai ¹³															
460-4				t o ⁴⁴															
461-4				j e ¹³															
464-4				t a ¹³															
465-4				tʰ j a n ⁴⁴															
466-4				tʰ ai ¹³															
467-4				f u ⁴⁴															
469-4				s ɿ ³¹															
480-4				w y ⁵³															
482-4				n ai ⁵³															
484-4				x au ⁵³															
491-4				m ei ¹³															
492-4				tɕʰ i ⁴⁴															
495-4				tɕ j e ⁵³															
496-4				k u ⁴⁴															
507-4				ɲ j a ŋ ³¹															
509-4				tɕʰ w j ⁵³															
510-4				pʰ o ³¹															
513-4				ɕ i ⁵³															
518-4				s au ⁵³															
525-4				ts ɿ ⁵³															
527-4				y n ¹³															
533-4				x ai ³¹															
548-4				kʰ e ³¹															
554-4				x ai ¹³															
558-4				ɥ o ŋ ³¹															
564-4				f u ¹³															
580-4				s e ¹³															
587-4				ɕ j au ⁵³															
588-4				s au ⁵³															
589-4				tɕ j a n ⁴⁴															
594-4				tsʰ ɿ ³¹															
602-4				v u ³¹															
604-4				s ɿ ⁵³															
611-4				s a n ⁴⁴															
630-4				ts o ⁵³															
637-4				tɕ i n ⁴⁴															
638-4				s ɿ ¹³															
639-4				p u ¹³															
644-4				ts əu ⁵³															
648-4				ɕ i ³¹															
652-4				m au ¹³															
657-4				k a n ⁴⁴															
658-4				pʰ i n ³¹															
659-4				ɲ j a n ³¹															
665-4				tsʰ a ŋ ³¹															
692-4				k o ŋ ⁴⁴															
696-4				t i ¹³															
707-4				i ⁵³															
719-4				t e ³¹															
727-4				ɕ i n ⁴⁴															
732-4				w a ŋ ¹³															
733-4				m a ŋ ³¹															
735-4				kʰ w ai ¹³															
740-4				pʰ a ¹³															
773-4				ɕ j a ŋ ⁵³															
788-4				m a n ¹³															
808-4				tsʰ ə n ³¹															
809-4				ŋ o ⁵³															
816-4				t ai ¹³															
818-4				f a ŋ ³¹															
821-4				s a n ¹³															
822-4				s əu ⁵³															
826-4				t a ⁵³															
829-4				kʰ əu ¹³															
841-4				ts w a ⁴⁴															
845-4				ts e ⁵³															
848-4				p au ¹³															
858-4				pʰ e ³¹															
862-4				tʰ o ⁴⁴															
869-4				tɕʰ w a n ³¹															
874-4				ts ɿ ⁵³															
876-4				tʰ j au ⁴⁴															
883-4				ts o ³¹															
894-4				t j au ¹³															
903-4				tɕ j e ³¹															
905-4				tʰ ei ⁴⁴															
910-4				tʰ i ³¹															
911-4				tsʰ a ³¹															
926-4				p a n ⁴⁴															
934-4				m o ⁴⁴															
968-4				s əu ⁴⁴															
970-4				k ai ⁵³															
982-4				k a n ⁵³															
986-4				tɕʰ j au ⁴⁴															
997-4				tɕ i n ⁴⁴															
998-4				j u ⁵³															
1001-4				ɕ i n ⁴⁴															
1003-4				f a ŋ ⁴⁴															
1005-4				pʰ a ŋ ³¹															
1008-4				ts u ³¹															
2-5					e ʔ ²³														
4-5					tsʰ i ʔ ²³														
5-5					ts ɵy ŋ ²⁴²														
