COGID	dutch	english	french	german
1014-2		s d iː p æ ŋ aʊ s t ə r		
1059-2		w ɪ r		
120-2		s t ɔː l		
2194-2		h k		
2199-2		k əʊ l p		
2197-2		s uː f p		
1523-2		s aɪ dʒ		
512-2		m ɪ r		
2141-2		h æ n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		θ iː v		
1758-2		m aʊ s		
1760-2		r æ		
1620-2		f aɪ n		
1282-2		w ɔː l v aɪ s		
1136-2		f ʌ s		
1309-2		l iː s		
1307-2		n ɛ t		
1305-2		f l ʌ		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m ɪ s k ɪ t		
1810-2		h æ t		
1805-2		f l əʊ s		
1813-2		h æ r r		
1811-2		b l əʊ t		
690-2		r ɪ p		
2177-2		h ʌ f t		
246-2		w əʊ r + k r ɔː		
1469-3			ʃ o t ʀ	
2047-3			ɛ u p	
2054-3			ʀ u p ʀ	
1375-3			l ə l	
760-3			v ɑ̃ t ʀ	
756-3			ʀ ɛ p ʀ	
726-3			s ɑ̃ t l	
1351-3			p ʀ ɔ t l s b ʀ y	
1353-3			p ʀ ɔ t e t l	
412-3			p l a ɡ v e e	
406-3			s u a ɡ ʀ ʀ ɛ ʀ	
1005-3			ʀ ɛ y p l i	
1012-3			ʀ ɛ s p e t l	
1016-3			v ə t v a	
1069-3			i	
509-3			p l a ʀ	
693-3			v u l l ɛ	
2179-3			ɛ s t i	
1753-3			p ə k	
1131-3			v u a p	
1198-3			b o t i	
2032-3			u t	
2241-3			p s p	
2244-3			l ə p	
610-3			k u b	
945-3			s ɑ̃	
1534-3			l ə k	
384-3			ʀ i k	
1650-3			ɛ ɔ t	
1663-3			ʃ o t	
2279-3			l a l ʀ	
471-3			ʃ o ʀ	
1385-3			ʃ o ʀ	
792-3			ʀ u k	
1111-3			p ɔ t i	
197-3			ʃ o t ʀ	
2020-3			l a	
867-3			k u t ʀ ʀ i	
1970-3			p l	
1230-3			ʀ y t ʀ	
2017-3			p o	
2183-3			t ɛ b	
1521-3			b ɛ s	
1755-3			ɑ̃ t ʀ	
1760-3			ʀ ɔ t	
1469-4				z a n t
2047-4				z ʊ n
2054-4				d ʊ n t ə r
1375-4				l ai x t ə
760-4				v ɪ n t
756-4				ʃ n eː ə
726-4				m oː t ə r
1351-4				ɡ r ɛ s + ɛ f d ə r
1353-4				ɡ r ɛ t + m oː t ə r
412-4				ʃ uː r n ə b ai n ə r
406-4				ʃ oː l n + m uː t ə r
1005-4				ʃ t iː f n f d ə r
1012-4				ʃ t ɛ f + m oː t ə r
1016-4				v ai t ʏ ə r + r
1069-4				ɪ x
509-4				f a l ə n
693-4				m oː l l ə ŋ ə
2179-4				n ɛ s t
1753-4				f ɪ s t
1131-4				v ɔ l f
1198-4				b eː r t
2032-4				h oː r n
2241-4				n aː z
2244-4				l ɪ p
610-4				k aː x ə
945-4				h ɛ r
1534-4				l ɪ x ə n
384-4				ʃ ʊ k ə n
1650-4				n oː t ə
1663-4				z a l
2279-4				l ɪ n + n
471-4				ʃ iː ə ə
1385-4				ʃ ɛ t
792-4				v ʊ k
1111-4				m ɛ s t
197-4				z oː t ə
2020-4				l a ŋ
867-4				h ʊ n t ə r t
1970-4				f ɔ l
1230-4				t ɛ r t ə n
2017-4				n iː v ə
968-4				v ɛ l ə l
1674-4				l a n t
1671-4				h uː b ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au f
-1816-4				a z t ə aː n
-335-4				l aː ɡ a n ə n
1043-4				ʃ t r oː m
423-4				ʃ t ai n
2049-4				m a n
2062-4				ʃ t a r m
2065-4				r ɛ ɡ ə m + b oː oː
1368-4				ʃ ʊ aː d ɶː v
1365-4				t au
754-4				r ɛ ɡ ə n
768-4				v eː r ə
1211-4				f ʊ r
106-4				m a n
-98-4				b ai b ɪ ə
719-4				f aː d ə r
1341-4				z oː n
-2027-4				ts a n t ə n
-2026-4				n eː b ə
409-4				ʃ ʊ n n + z iː n
402-4				ʃ uː l n + d ʏ n t ə r
1014-4				ʃ t aː f + t ɶː ɡ t r
1059-4				v ai
120-4				ʃ t a l
2183-4				ʃ t iː r
2194-4				ɔ ɛ k
2199-4				k ɛ l
2197-4				ʃ ʊ a f
1523-4				z ʊ ɡ
1521-4				b ɔ k +
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a s
814-4				k r ai ə n
810-4				t uː f
1755-4				h oː n t
1758-4				m ɛː s
1620-4				f ɪ n
1282-4				v ɛ l ə ɪ s
1136-4				f ɔ s k
1309-4				l ai z ə
1307-4				n ɛ t
1305-4				f l iː
711-4				v ɛ ʃ p
1442-4				f l iː ɡ
62-4				m ʏ k
-73-4				m ʊ ʃ k ɛ t k
1810-4				h ai t
1805-4				f l ai s
1813-4				h aː r
1811-4				b l ʊ t
690-4				r ɪ p ə
2177-4				h oː d t
246-4				v ɛ ɡ r + b r au
