COGID	1	10	2	3	4	5	6	7	8	9
1122-4				l u l i						
2689-5					m a ɲ					
893-5					a n a					
1285-5					n w a					
1303-5					m o ɲ					
2197-5					s a l a					
2828-5					f i ɲ					
3572-5					s o ɲ i					
1095-5					l i m					
3207-5					f u l a					
3519-5					t u ɲ					
3686-5					i ɲ b					
4249-5					k u ɲ i					
448-5					f u n i					
630-5					β e e l e					
814-5					o ŋ g e					
1228-5					b w a					
1418-5					ʃ i n					
2026-5					t w e					
2775-5					f u ŋ g					
3397-5					β o l					
3826-5					s o k					
4040-5					e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					u k u l u					
116-5					f i k					
587-5					o n b o					
848-5					k a l					
1303-6						k m n p a				
1755-6						ɓ i a				
448-6						k ɔ ɔ				
1475-6						s i a				
3397-6						k ɔ l				
2689-7							a m a			
893-7							e n a			
1285-7							w a			
1303-7							o m a			
2197-7							z a l a			
2828-7							i n a			
3572-7							s o n i			
1095-7							i m a			
1755-7							g ɲ e			
1789-7							k á a ŋ g a			
3519-7							t u m a			
3686-7							dʒ i m g a			
4249-7							k u m i			
4451-7							v i s i			
814-7							o m b e			
1216-7							ɣ a v a			
1475-7							g w a			
2026-7							t w e			
2775-7							v u m b a			
3826-7							z o k a			
4003-7							h i s a			
4040-7							ɣ e ɲ i			
84-7							g u u			
116-7							v i k a			
181-7							ɣ o ŋ b o			
419-7							o ɣ a			
587-7							o ŋ g o			
660-7							l e l a			
848-7							k a a			
1122-7							v u n a			
2689-8								f a m a		
1285-8								ŋ w a		
1303-8								ɲ g o m a		
2197-8								dʒ a r a		
2828-8								f i n a		
3572-8								f o n i		
1755-8								ɲ e		
1789-8								β á r á n g a		
3207-8								f u r a		
3519-8								t u m a		
3686-8								f ŋ g a		
4249-8								k u m i		
4451-8								β á v i		
814-8								ɲ ɔ m g a		
1228-8								l j a		
2026-8								t w i		
2775-8								t u ɣ ŋ g a		
3826-8								ʃ o k a		
4040-8								t i n i		
181-8								t i ŋ b o		
660-8								r á r a		
848-8								k a r a		
1083-8								r i r a		
2689-9									ɲ a m a	
893-9									a ɲ a	
1285-9									ɲ w a	
1303-9									ŋ o m a	
2197-9									t a l a	
2828-9									t e n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									t a l ŋ g a	
3207-9									b ʊ l a	
4249-9									k á m i	
4451-9									b i s i	
630-9									b e l e	
814-9									o m b e	
1228-9									t w a	
1418-9									s i m g a k a	
1475-9									g w a	
2026-9									k á e	
2775-9									s u m b a	
3397-9									b o l a	
3826-9									s o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									l i m i	
4384-9									i n o	
116-9									s i k a	
181-9									p e ŋ g ʊ̀	
1083-9									l i l a	
2689-10										m á m a
893-10										a m a
1285-10										m w a
2197-10										ts á l a
2828-10										f ɛ m a
1095-10										l ɛ m a
1755-10										n̩ ɲ ʊ̀
3207-10										b u l a
3519-10										χ u n a
448-10										ɛ u n ɛ
630-10										f ɛ ɛ l ɛ
1216-10										χ a b l a
1418-10										r ɛ m χ χ χ a
2775-10										ts ʊ ts m f a
3397-10										f ɔ l ɔ
4373-10										r ɛ m ɛ
4384-10										ɛ ɲ ɔ
84-10										b χ ʊ l a
1083-10										w i l a
1122-10										b ʊ m a
