COGID	dutch	english	french	german
512-2		m iː r		
2141-2		h æ n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		d iː v		
1758-2		m æ s		
1760-2		r æ t		
1620-2		f aɪ n		
1282-2		w iː l s		
1136-2		f ʌ ŋ		
1309-2		l əʊ s		
1307-2		n ɛ t		
1305-2		f l ɔː		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m ɪ s k ɪ d		
1810-2		h æ t		
1805-2		f l aɪ s		
1813-2		h iː r		
1811-2		b l æ t		
690-2		r ɪ p		
2177-2		h iː p t		
246-2		w əʊ ŋ + + b r ɔː		
1469-3			ʃ o t y	
2047-3			ʃ o p	
2054-3			k y p ʀ ʀ	
1375-3			l ɑ̃ t	
760-3			p ɑ̃ t y	
756-3			t o y	
726-3			ʀ u p ʀ ʀ	
1351-3			ʀ ʀ ɔ t ʀ l ʀ	
1353-3			ʀ ʀ ɔ t ʀ p ʀ ʀ	
412-3			p y a ɡ ʀ ʀ u p ʀ	
406-3			p o a ɡ ʀ e i	
1005-3			t i b p p e	
1012-3			t i b p p ʀ ʀ	
1016-3			ʀ t u	
1069-3			p ʀ	
509-3			p l l e	
693-3			p y l a	
2179-3			p ɔ t i	
1753-3			p ɑ̃ b	
1131-3			v u l	
1198-3			b ʀ t i	
2032-3			ʀ ɔ t	
2241-3			n y p	
2244-3			ʀ u p	
610-3			k t ʀ	
945-3			ʀ ɔ t	
1534-3			ʀ y k	
384-3			ʃ o z	
1650-3			n ɔ t	
1663-3			ʃ o t	
2279-3			l a n ʀ	
471-3			ʃ i ʀ	
1385-3			ʃ o t	
792-3			ʀ y k	
1111-3			ʀ ɔ t i	
197-3			ʃ o z ʀ	
2020-3			l a	
867-3			ʀ ɔ n ʀ ʀ u i	
1970-3			p u l	
1230-3			p y t i	
2017-3			n y	
2183-3			t t ʀ	
1521-3			b y k	
1755-3			ʀ ɔ t y	
1760-3			ʀ ɔ t	
1469-4				z a n t ə
2047-4				z ʊ n
2054-4				d ʊ n d ə r
1375-4				l ɪ x ə
760-4				v ɪ n t
756-4				ʃ n a ə
726-4				m oː d ə r
1351-4				ɡ r au t t ə aː d r r
1353-4				ɡ r au t ə m oː d ə r
412-4				ʃ oː oː n ə b aː n ə l
406-4				ʃ ʊ r n ə m ɪ n ə l
1005-4				ʃ t iː f n d r r
1012-4				ʃ t iː f ə m oː d ə r
1016-4				v ai t ʃ ʊ n ə
1069-4				ai k
509-4				f ɔ l ə n
693-4				m aː l + ɛ
2179-4				n ɛ s t
1753-4				f ɪ s
1131-4				v ɔ l f
1198-4				b eː r t
2032-4				h oː r n
2241-4				n aː s
2244-4				l ai f ə
610-4				k aː ə
945-4				h a r t
1534-4				l ɪ x ə n
384-4				z uː k ə n
1650-4				n oː t
1663-4				ʃ au l
2279-4				l ɪ n n
471-4				z eː ə n
1385-4				z aː t
792-4				j ʊ k ə
1111-4				m a s t
197-4				ʃ uː t ə n
2020-4				l a ŋ
867-4				h ʊ n d r n t
1970-4				f ɔ l
1230-4				d ɛ r ə ə n
2017-4				n iː ə
968-4				v eː l ə l
1674-4				l a n t
1671-4				h ʏ f ə l
829-4				k l ɪ f
1025-4				v aː ts ə r
1027-4				z eː
1832-4				r au f
-1816-4				ʃ z eː
-335-4				l aː ɡ s n ə n
1043-4				ʃ t r ɔy m
423-4				ʃ t ai n ə
2049-4				m aː n
2062-4				ʃ t ɔ m
2065-4				r ai k ə m + b oː
1368-4				ʃ ɡ d d
1365-4				t au
754-4				r ai k ə n
768-4				v eː r ə r
1211-4				f ai r
106-4				m a n
-98-4				b ɛ b iː
719-4				f aː d ə r
1341-4				z oː n
-2027-4				ts a t ə ə n
-2026-4				n eː f
409-4				ʃ ʊ au n aː z oː n ə
402-4				ʃ uː oː n + d ʊ n s ə r
1014-4				ʃ t iː f + t ɶː n t r
1059-4				v eː
120-4				ʃ t a l
2183-4				ʃ t iː r ə
2194-4				ɔ ʃ
2199-4				k aː l
2197-4				ʃ ɛ f ə
1523-4				z ʊ ə ə
1521-4				b a k ə
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a n ə n
814-4				k r ɔ
810-4				t au f
1755-4				h ʊ n t
1758-4				m ʊ s
1620-4				f ɪ n
1282-4				v a l f ɪ
1136-4				f ɔ ʃ
1309-4				l ʊ s ə
1307-4				n ɛ t
1305-4				f l oː
711-4				v a ʃ p ə
1442-4				f l iː ɡ
62-4				m ʏ k
-73-4				m ʏ s k iː s
1810-4				h ai t
1805-4				f l ɛ s
1813-4				h aː r
1811-4				b l uː t
690-4				r ɪ f ə
2177-4				h oː t
246-4				v ɛ b l + b r
