COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1361-6						l i n a ŋ		
1370-6						ŋ a tʃ i ŋ		
1388-6						ŋ a ŋ p a		
1397-6						d u ŋ		
1406-6						d u ŋ		
1424-6						g a ɾ a ŋ b tʰ u ɾ		
1433-6						m u g i		
1442-6						l e m		
1451-6						b o tʃ i ŋ		
1468-6						k u t p a		
1477-6						ŋ a m		
1502-6						ŋ a m u		
1511-6						m u t̪ a l u ŋ b a		
1529-6						tʰ i ŋ u		
1538-6						s u m u		
1557-6						kʰ e r tʰ u ŋ		
10-7							d u ŋ	
37-7							s a m	
46-7							s a m	
98-7							kʰ a ŋ tʰ i ŋ a	
125-7							b i l a ŋ m a	
162-7							l e m d i	
171-7							dʒ a m p a	
219-7							g u ŋ p u	
247-7							tʃ o ŋ l e ŋ	
282-7							l u ŋ p u	
292-7							kʰ u ŋ	
301-7							l i	
354-7							ŋ a m kʰ e tʃ i	
363-7							ŋ a m b a	
397-7							kʰ a m pʰ i	
406-7							kʰ o tʃ u	
426-7							m u g p a	
473-7							tʰ i ŋ tʃ a ŋ	
499-7							ŋ a m i ŋ	
526-7							g a ʃ a	
544-7							g u	
553-7							k u tʃ i ŋ	
599-7							kʰ e i tʰ a ŋ	
608-7							kʰ e n p a	
617-7							l e ŋ	
645-7							i z a	
663-7							s o ŋ tʰ u ɾ	
672-7							d o ŋ p a	
681-7							n i ɾ i	
690-7							ʃ u ŋ	
708-7							d̪ o ŋ n i ŋ b u	
717-7							d u k p u	
726-7							z i	
744-7							i g a	
782-7							z i	
791-7							z a	
800-7							z a	
809-7							m o m n a ŋ	
836-7							b tʃ i	
881-7							l e m	
890-7							ŋ i w a	
899-7							s a m	
926-7							s u m	
944-7							g o n u ŋ	
953-7							ʃ a n a ŋ	
980-7							ŋ a n u ŋ	
998-7							b i tʃ i	
1022-7							kʰ i o tʰ u ŋ	
1031-7							b i n a ŋ s u kʰ e n	
1069-7							tʃ o ŋ j ŋ kʰ o e	
1079-7							ʃ ŋ l e l a	
1098-7							ŋ i ŋ p e	
1117-7							d u ŋ	
1141-7							ɾ i ŋ p u	
1189-7							s u ŋ	
1198-7							ŋ u g	
1208-7							z a m e	
1217-7							l a ɲ i ʃ	
1253-7							a m a	
1271-7							ŋ i ɲ i ŋ	
1289-7							ʃ u ŋ	
1316-7							ŋ u ŋ	
1325-7							kʰ u m	
1334-7							s i n tʃ a	
1343-7							b u i n a ŋ	
1361-7							l i n a ŋ	
1370-7							ŋ a u ŋ	
1388-7							ŋ a r p a	
1397-7							d u ŋ	
1406-7							d u ŋ	
1424-7							g i ɾ a ŋ g o kʰ e e n n	
1433-7							z u g u	
1442-7							l e m	
1451-7							b u tʃ i ŋ	
1468-7							d u t p a	
1477-7							ŋ a m	
1502-7							ŋ a m u	
1511-7							m u g i i e ŋ b a	
1529-7							b u l u	
1538-7							s u l u	
1557-7							tʃ e n tʰ u ŋ	
10-8								kʰ u ŋ
37-8								ŋ u ŋ
46-8								ŋ u ŋ
98-8								kʰ a ŋ p a ŋ a
125-8								b i a a ŋ ɾ a
162-8								l a m d i
171-8								g a m b a
219-8								tʰ a ŋ p u
247-8								tʰ a ŋ l a n
282-8								l u ŋ p u
292-8								kʰ u ŋ
301-8								l i
354-8								ŋ a m b a k i
363-8								ŋ a m b u
397-8								kʰ a m d i
406-8								kʰ a m u
426-8								ŋ u k p a
473-8								tʰ o ŋ tʰ a ŋ
499-8								ŋ a m i ŋ
526-8								kʰ a ʃ a
544-8								kʰ u
553-8								k i tʃ i ŋ
599-8								g o i p a ŋ
608-8								kʰ a n p i
617-8								l u ŋ
645-8								i s a
663-8								s o ŋ tʰ a ŋ
672-8								tʰ o ŋ p a
681-8								ŋ i ɾ i
690-8								l u ŋ
708-8								d̪ a ʃ n i ŋ b u
717-8								tʃ u k p u
726-8								s i
744-8								l a
782-8								ɾ i
791-8								s a
800-8								s a
809-8								m a m n a ŋ
836-8								p s i
881-8								l u m
890-8								ŋ i m a
899-8								s e ŋ
926-8								kʰ u ŋ
944-8								g a n u ŋ
953-8								ʃ a n a ŋ
980-8								ŋ a r u ŋ
998-8								p i tʃ i
1022-8								kʰ a i p u ŋ
1031-8								b i n a ŋ u a
1069-8								d̪ o j a ŋ p a a
1079-8								ʃ k p a a a
1098-8								ŋ a ŋ p u
1117-8								tʰ u ŋ
1141-8								ɾ i ŋ b u
1189-8								l u ŋ
1198-8								n u tʃ
1208-8								s a m a n
1217-8								l i n i i
1253-8								a m a
1271-8								ŋ o n a ŋ
1289-8								l u ŋ
1316-8								ŋ u ŋ
1325-8								kʰ u m
1334-8								s i ŋ b a
1343-8								b a i n a ŋ
1361-8								l i n a ŋ a
1370-8								n a tʃ u ŋ
1388-8								ŋ a m b a
1397-8								tʃʰ u ŋ
1406-8								kʰ u ŋ
1424-8								g a ɾ a ŋ b e m a r n
1433-8								z u tʃ u
1442-8								l u m
1451-8								p i tʃ a ŋ
1468-8								tʃ a k p a
1477-8								ŋ a m
1502-8								ŋ a m a
1511-8								m u t e l a ŋ b a
1529-8								tʰ u l u
1538-8								s u l u
1557-8								tʃ u i p u ŋ
