COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
107-1	b a d̪ i l a a							
190-1	pʰ a b a							
229-1	g o							
257-1	d̪ o ŋ o							
338-1	p a a							
436-1	kʰ a ŋ a							
483-1	a a							
535-1	s i ŋ u							
571-1	g o ɾ a ŋ p u							
699-1	s i ŋ p a							
845-1	s i k a							
971-1	g o k p a							
1049-1	b i							
1161-1	a ŋ							
1180-1	s a a							
1226-1	i i l u ŋ							
1235-1	n a m l a m							
1280-1	ʃ i ŋ k a							
1352-1	bʱ a							
1379-1	s o							
1415-1	a a							
1636-1	k u t u							
1654-1	i o							
1680-1	g a ɾ p a							
1725-1	tʃ a b l u							
2127-1	pʰ a m tʃ a							
2181-1	b i b l a							
2366-1	kʰ a i o k a							
2672-1	s i t a							
2681-1	g i ɾ u ŋ p a							
55-1	g a b u k a a							
80-1	g i ŋ k a							
116-1	d̪ u l u							
10-2		tʃʰ a ŋ						
37-2		ŋ a ŋ						
46-2		ŋ a ŋ						
98-2		tʃʰ a ŋ tʃ u ŋ a						
125-2		pʰ a ɾ i ŋ m a						
162-2		ŋ a a ŋ a						
171-2		g o m b a						
219-2		tʃʰ a ŋ b a						
247-2		d̪ a ŋ l u						
282-2		ŋ a ŋ b a						
292-2		tʃʰ a ŋ						
301-2		ŋ u						
354-2		ŋ a ŋ a a a						
363-2		ŋ a m b a						
397-2		g a m b a						
406-2		g a ŋ a						
426-2		ŋ o k p a						
473-2		pʰ a ŋ tʃ a ŋ						
499-2		s a m a ŋ						
526-2		g a ŋ a						
544-2		g u						
553-2		g o tʃ a ŋ						
599-2		g o i tʃ a ŋ						
608-2		pʰ a ŋ a						
617-2		o a ŋ						
645-2		o ŋ a						
663-2		s a ŋ tʃ u ŋ						
672-2		t o ŋ p a						
681-2		ŋ o ŋ a						
690-2		ŋ a ŋ						
708-2		g a m ɾ a ŋ b a						
717-2		g o k p a						
726-2		dʒ u						
744-2		o tʃʰ a						
782-2		ŋ u						
791-2		ŋ u						
800-2		ŋ u						
809-2		ŋ o ŋ l a ŋ						
836-2		g g tʃʰ a						
881-2		ŋ a m						
890-2		ŋ o a a						
899-2		s a u						
926-2		tʃʰ a ŋ						
944-2		g a ɾ a ŋ						
953-2		s g a ŋ a ŋ						
980-2		ŋ a ŋ a ŋ						
998-2		pʰ o a						
1022-2		pʰ a o tʃ a ŋ						
1031-2		b a ɾ a ŋ u a						
1069-2		g o e a ŋ t						
1079-2		s i n tʃ a a a						
1098-2		j a ŋ k u						
1117-2		tʃʰ a ŋ						
1141-2		ŋ a ŋ b a						
1189-2		ŋ a ŋ						
1198-2		n o						
1208-2		s a ŋ a						
1217-2		n a ŋ a k						
1253-2		a m a						
1271-2		n o ŋ a ŋ						
1289-2		ŋ a ŋ						
1316-2		ŋ a ŋ						
1325-2		tʃʰ a ŋ						
1334-2		s a ŋ b a						
1343-2		pʰ u a ŋ a ŋ						
1361-2		ŋ a ŋ a ŋ u						
1370-2		n a ɾ a ŋ						
1388-2		s a ŋ b a						
1397-2		tʃʰ a ŋ						
1406-2		tʃʰ o ŋ						
1424-2		g a ɾ a ŋ b n t a u						
1433-2		s o kʰ a						
1442-2		ŋ a m						
1451-2		g o tʃ a ŋ						
1468-2		pʰ o k p a						
1477-2		ŋ a ŋ						
1502-2		ŋ a ŋ b a						
1511-2		n o a i a a ŋ b a						
1529-2		pʰ o ŋ a						
1538-2		s o ŋ a						
1557-2		pʰ o i p u ŋ						
1618-2		a ŋ g a						
1663-2		ŋ a m						
1689-2		ŋ o u						
1698-2		g a ŋ						
1707-2		s o ŋ l u ŋ						
1716-2		ŋ a m tʃ						
1742-2		ŋ o tʃʰ a						
1751-2		pʰ a ɾ a ŋ a						
1778-2		ŋ u						
1787-2		pʰ o ŋ p u						
1823-2		ŋ a m						
1832-2		g a ŋ m a						
1842-2		j u ŋ						
1860-2		ŋ a m						
1869-2		s o tʃ a ŋ						
1888-2		s a m b a						
1897-2		s tʃʰ u						
1932-2		n o ɾ a ŋ z u t a u						
1950-2		tʃʰ u						
1968-2		dʒ o ŋ tʃ a t u a						
1978-2		pʰ o k p a						
1987-2		ŋ a m						
2015-2		ŋ a ŋ tʃ u						
2118-2		n o ŋ tʃ a a l ŋ u						
2238-2		ŋ a ŋ tʃ u						
2507-2		tʃ a ŋ a ŋ						
2526-2		ŋ a tʃ						
2535-2		s tʃ u						
2544-2		s a ŋ						
2560-2		s a ŋ l a tʃʰ a ŋ						
2569-2		g a a tʃ u ŋ						
2578-2		n o tʃ a ŋ						
2596-2		tʃʰ u ŋ						
2615-2		ŋ u						
2663-2		g o tʃ a						
2690-2		s o ʃ u						
2719-2		ŋ o tʃʰ a						
2728-2		g o tʃ a ŋ						
2747-2		ŋ a ŋ k u						
2756-2		s a ŋ p a						
2774-2		pʰ a ŋ a ŋ						
19-2		n a ŋ a a t a						
28-2		n a ŋ a a t u						
89-2		tʃʰ o ŋ p a						
107-2		g tʃ a ɾ a ŋ						
145-2		dʒ o k p u						
190-2		pʰ o tʃ a						
229-2		g o						
257-2		dʒ a ŋ u						
338-2		pʰ o u ŋ						
436-2		pʰ a ŋ a						
483-2		o a						
571-2		g a ɾ a ŋ a						
699-2		t o ŋ b a						
845-2		ŋ o tʃ						
971-2		dʒ a k p u						
1161-2		a m						
1180-2		ʃ tʰ a						
1235-2		n a ŋ z a ŋ						
1280-2		s o ŋ tʃ a ŋ						
1307-2		g o p p u						
1352-2		g a						
1379-2		s o						
1415-2		ŋ a						
1636-2		kʰ a tʃ u						
1654-2		ŋ o						
1680-2		g a ŋ tʃ a						
1725-2		tʃ a k tʃ u						
2127-2		d̪ a ŋ tʃ a						
2181-2		dʒ o l a						
2366-2		g o a u tʃ a						
2672-2		ŋ a kʰ a						
2681-2		pʰ a ɾ a ŋ b a						
55-2		kʰ a m a k u ŋ						
80-2		b o ŋ b a						
116-2		tʃ u r a						
154-2		ʃ a						
10-3			dʒ i ŋ					
37-3			ŋ i ŋ					
46-3			ŋ i ŋ					
98-3			tʃ a ŋ tʃ i l a					
125-3			b i a a ŋ l a					
162-3			ŋ a m z a					
171-3			kʰ a m b a					
219-3			dʒ a ŋ b a					
247-3			tʃ a ŋ l o					
282-3			ŋ a ŋ b a					
292-3			kʰ i ŋ					
301-3			o i					
354-3			z a m b a l a					
363-3			z a m b a					
397-3			kʰ a m b a					
406-3			kʰ a u					
426-3			z o k p a					
473-3			b i ŋ tʃ a ŋ					
499-3			z a m o ŋ					
526-3			g o m b a					
544-3			tʃʰ u					
553-3			g o tʃ a ŋ					
599-3			g o i p o ŋ					
608-3			b a ŋ b a					
617-3			j i ŋ					
645-3			a r u					
663-3			z a ŋ b o ŋ					
672-3			dʒ a ŋ p a					
681-3			ŋ i o i					
690-3			z i ŋ					
708-3			tʃ a ŋ ɾ a ŋ b a					
717-3			g o k p a					
726-3			dʒ i					
744-3			o u					
782-3			dʒ i					
791-3			ŋ i					
800-3			ŋ i					
809-3			z a m ɾ a ŋ					
836-3			b k z a					
881-3			z i ŋ					
890-3			ŋ o i a					
899-3			z i u					
926-3			tʃʰ i ŋ					
944-3			g a ɾ a ŋ					
953-3			z j a ɾ o ŋ					
980-3			a a ɾ o ŋ					
998-3			pʰ i a					
1022-3			pʰ a a k u ŋ					
1031-3			b i ɾ a ŋ b a ŋ a					
1069-3			tʃ o ŋ j ŋ b a a					
1079-3			z a ŋ ŋ o o a					
1098-3			j a ŋ b u a					
1117-3			tʃʰ u ŋ					
1141-3			z a ŋ b u					
1189-3			z i ŋ					
1198-3			ŋ i a					
1208-3			z a m o					
1217-3			ŋ a ŋ i k a					
1253-3			a m u					
1271-3			ŋ i ŋ a ŋ					
1289-3			z i ŋ					
1316-3			ŋ i ŋ					
1325-3			kʰ i ŋ					
1334-3			z a m b a					
1343-3			b u i n o ŋ					
1361-3			j a ŋ a ŋ b					
1370-3			n i u ŋ					
1388-3			z a ŋ b a					
1397-3			tʃʰ u i					
1406-3			g o ŋ					
1424-3			g a ɾ a ŋ b a t a m r					
1433-3			ʃ a g u					
1442-3			z i ŋ					
1451-3			b i tʃ a ŋ					
1468-3			pʰ o k p a					
1477-3			ŋ i					
1502-3			ŋ a m b a					
1511-3			ŋ i a a ɾ a ŋ p a					
1529-3			pʰ i l u					
1538-3			z o m u					
1557-3			g o i b a ŋ					
1618-3			a m g a					
1663-3			z u m					
1689-3			ŋ o i					
1698-3			kʰ u ŋ					
1707-3			z a ŋ l a ŋ					
1716-3			ŋ a m b a					
1742-3			ŋ o g a					
1751-3			b i tʃ i l a					
1778-3			z i					
1787-3			d o ŋ p o					
1823-3			z i ŋ					
1832-3			g a m ŋ a					
1842-3			j u ŋ					
1860-3			ŋ a m					
1869-3			z a k b o ŋ					
1888-3			z a m b a					
1897-3			z dʒ u					
1932-3			ŋ i ɾ a ŋ z u w dʒ a					
1950-3			tʃʰ i					
1968-3			dʒ a ŋ tʃ a t u n					
1978-3			pʰ o k p o					
1987-3			z i ŋ					
2015-3			ŋ a ŋ b o a					
2118-3			s a ŋ ŋ a u a o					
2238-3			ŋ a ŋ p o					
2507-3			tʃ i n u ŋ					
2526-3			ŋ i					
2535-3			z bʱ i					
2544-3			z i ŋ					
2560-3			z a ŋ b i tʃʰ o ŋ					
2569-3			kʰ o i t̪ u ŋ					
2578-3			ŋ i d a ŋ					
2596-3			tʃʰ u ŋ					
2615-3			r i					
2663-3			b i tʃ a					
2690-3			z i ɾ u					
2719-3			ɾ i d a					
2728-3			g o tʃ a ŋ					
2747-3			ŋ a ŋ t̪ u					
2756-3			s a m b a					
2774-3			b i ŋ a ŋ					
89-3			pʰ i ŋ b a					
107-3			tʃ a a i ɾ o m					
145-3			dʒ a k p a a					
190-3			pʰ u tʃʰ a					
229-3			g o					
257-3			d̪ o ŋ o					
436-3			kʰ o ŋ o					
483-3			r a					
535-3			z i ŋ u					
699-3			d̪ i ŋ p a					
845-3			ŋ o g a					
971-3			tʃ o k p o					
1049-3			bʱ u					
1161-3			i i					
1180-3			s tʃʰ o					
1226-3			z i ŋ u					
1235-3			n a ŋ ɾ a ŋ					
1280-3			tʰ a ŋ kʰ a ŋ					
1307-3			dʒ a k p a					
1352-3			kʰ u					
1379-3			s o					
1415-3			r a					
1636-3			tʃ u tʰ u					
1654-3			o o					
1725-3			tʃ a k b u					
2127-3			dʒ a ŋ b o					
2181-3			tʃ i k o o					
2366-3			tʃ a j a k b a					
2672-3			i i tʃʰ a					
2681-3			b i ɾ u ŋ b a					
116-3			kʰ u m u					
154-3			dʒ u					
10-4				tʃʰ o ŋ				
37-4				s o ŋ				
46-4				s o ŋ				
98-4				g a ŋ tʃʰ u ŋ u				
125-4				pʰ i z a ŋ m u				
162-4				n a m z u				
171-4				g o m tʃ u				
219-4				tʃʰ a ŋ p u				
247-4				tʃʰ a ŋ tʃʰ u m				
282-4				n a m p u				
292-4				tʃʰ o ŋ				
301-4				o i				
354-4				z a m tʃʰ u m u				
363-4				n a m p u				
397-4				g a m tʃ u				
406-4				kʰ a m u ŋ				
426-4				z a k p u				
473-4				tʃʰ a m tʃʰ u ŋ				
499-4				z a m a ŋ				
526-4				g a ŋ a u				
544-4				g i				
553-4				g o t a ŋ				
599-4				g o i tʃʰ a r				
608-4				tʃʰ a ŋ p u				
617-4				o o ŋ				
645-4				a ŋ u				
663-4				s o ŋ tʰ u r				
672-4				tʃʰ a ŋ p u				
681-4				n o ŋ u				
690-4				s i ŋ				
708-4				pʰ a n z a ŋ p u				
717-4				g a k p u				
726-4				z i				
744-4				o tʃ u				
782-4				z i				
791-4				ŋ i				
800-4				ŋ i				
809-4				n o m tʃ a ŋ				
836-4				bʱ a z u				
881-4				n o ŋ				
890-4				n o ŋ u				
899-4				s o ŋ				
926-4				tʃʰ a ŋ				
944-4				kʰ o ŋ a ŋ				
953-4				z a a ŋ a ŋ				
980-4				a a ŋ u ŋ				
998-4				pʰ o u				
1022-4				kʰ i a tʃʰ u r				
1031-4				g a z a ŋ tʃʰ a m a m				
1069-4				g ă a a ŋ tʃʰ a				
1079-4				z ŋ ŋ a o u				
1098-4				z a ŋ tʃʰ u m a				
1117-4				bʱ o ŋ				
1141-4				z a ŋ p u				
1189-4				s o ŋ				
1198-4				n a l u				
1208-4				s ă m a m m				
1217-4				n a ŋ a tʰ a r				
1253-4				a ŋ i				
1271-4				s a j a ŋ				
1289-4				s i ŋ				
1316-4				n o ŋ				
1325-4				g o ŋ				
1334-4				z a ŋ u				
1343-4				pʰ i i m a ŋ				
1361-4				n ă z a ŋ a ŋ				
1370-4				n a a u ŋ				
1388-4				n a ŋ m u				
1397-4				bʱ u r				
1406-4				g o ŋ				
1424-4				g ă z a ŋ b k tʰ u r m m				
1433-4				s o u				
1442-4				n o ŋ				
1451-4				pʰ i d u ŋ				
1468-4				g a k p u				
1477-4				s i				
1502-4				n a m tʃ u				
1511-4				l i a t̪ j a ŋ p u				
1529-4				tʃʰ a ŋ u				
1538-4				s o ŋ u				
1557-4				g o o p a r				
1618-4				a m p u				
1663-4				z o ŋ				
1689-4				g o i				
1698-4				g o ŋ				
1707-4				s a ŋ n a ŋ				
1716-4				n a m tʃʰ a ŋ				
1742-4				s o tʰ u				
1751-4				b i ɲ o ŋ u				
1778-4				z i				
1787-4				tʃʰ a m p u m				
1823-4				n o ŋ				
1832-4				g a ŋ m u				
1842-4				s o ŋ				
1860-4				n a m tʃʰ a m				
1869-4				z a p tʃʰ a ŋ				
1888-4				z a m u				
1897-4				s s u				
1932-4				l i z a ŋ ŋ r tʰ m a m				
1950-4				z i				
1968-4				g a ŋ d u tʰ a ŋ m				
1978-4				g a g tʃʰ a ŋ				
1987-4				z o ŋ				
2015-4				n a m tʃ a m a				
2118-4				s a ŋ t a ŋ tʃʰ a m				
2238-4				n a m a m				
2507-4				tʃʰ a ŋ u ŋ				
2526-4				a i				
2535-4				s a u ŋ				
2544-4				z o ŋ				
2560-4				s a ŋ ɾ u tʃ a ŋ				
2569-4				kʰ a a tʰ u r				
2578-4				ɾ i d a ŋ				
2596-4				tʃʰ o ŋ				
2615-4				o i				
2663-4				g i b i				
2690-4				s i a				
2719-4				ɾ i d u				
2728-4				g o tʃ u ŋ				
2747-4				n a m tʃʰ i i				
2756-4				z o ŋ p u				
2774-4				tʃʰ i ŋ o ŋ				
19-4				l a u d̪ a m				
28-4				l a u d̪ a m				
89-4				tʃʰ i m p u				
145-4				k a n tʃʰ u a a				
229-4				g o				
257-4				tʃʰ o ŋ a				
338-4				pʰ j u ŋ				
436-4				n o ŋ u				
535-4				z i z u				
571-4				kʰ a j a ŋ p u				
699-4				tʃʰ i ŋ p u				
971-4				tʃʰ o g p a				
1049-4				bʱ u				
1180-4				s s i				
1226-4				z i m u ŋ				
1307-4				k a g tʃʰ u				
1352-4				bʱ u				
1379-4				s i				
1636-4				kʰ u tʃ u				
1654-4				o o				
1680-4				kʰ a ŋ tʃʰ u m				
1725-4				tʃʰ ă b tʃʰ a				
2672-4				s i tʃ a				
55-4				kʰ e b u g a m				
80-4				tʃʰ o ŋ k a				
116-4				kʰ u m u				
10-5					dʒ i ŋ			
37-5					ŋ a ŋ			
46-5					ŋ a ŋ			
98-5					tʃ a ŋ tʃ u l a			
125-5					b i l o ŋ l a			
162-5					n a m ʃ a			
171-5					kʰ o m b a			
219-5					tʃ a ŋ p u			
247-5					tʃ a ŋ l u n			
282-5					z a ŋ p u			
292-5					kʰ o ŋ			
301-5					ŋ i			
354-5					z a ŋ b a a			
363-5					z a m b u			
397-5					kʰ a m b a			
406-5					g a u			
426-5					z o kʰ p a			
473-5					b o ŋ p a ŋ			
499-5					s a m a ŋ			
526-5					g a m a			
544-5					tʃʰ u			
553-5					g o tʃ a ŋ			
599-5					g o i p a ŋ			
608-5					tʃ a ŋ b u			
617-5					j i ŋ			
645-5					a ŋ a			
663-5					s a ŋ b u ŋ			
672-5					dʒ o ŋ p a			
681-5					ŋ i m a			
690-5					s i ŋ			
708-5					tʃ a ŋ r u ŋ b u			
717-5					g o k p u			
726-5					dʒ i			
744-5					o tʃʰ u			
782-5					dʒ i			
791-5					ŋ i			
800-5					ŋ i			
809-5					ŋ a m ɾ a ŋ			
836-5					b o ŋ a			
881-5					ŋ a ŋ			
890-5					ŋ o a a			
899-5					z i u			
926-5					tʃʰ a ŋ			
944-5					g o ɾ a ŋ			
953-5					s n a ɾ a ŋ			
980-5					ŋ a ŋ a ŋ			
998-5					pʰ o n a			
1022-5					g e a kʰ u ŋ			
1031-5					b i ŋ a ŋ k u ɾ a n			
1069-5					tʃ o j j ŋ b n ŋ			
1079-5					z n a a a			
1098-5					ŋ a ŋ b u			
1117-5					tʃʰ u ŋ			
1141-5					z a ŋ b u			
1189-5					ŋ a ŋ			
1198-5					ŋ a			
1208-5					s a m a n n			
1217-5					ŋ a ŋ i kʰ			
1253-5					a m a			
1271-5					s i ŋ a ŋ			
1289-5					s i ŋ			
1316-5					ŋ a ŋ			
1325-5					kʰ a ŋ			
1334-5					s a ŋ b a			
1343-5					pʰ u i l a ŋ			
1361-5					j a ŋ a ŋ			
1370-5					ŋ i u ŋ			
1388-5					s a m b a			
1397-5					tʃʰ u ŋ			
1406-5					tʃ o ŋ			
1424-5					g a ɾ a ŋ tʃ n kʰ u ŋ			
1433-5					s a tʃʰ u			
1442-5					ŋ a ŋ			
1451-5					pʰ i tʃ a ŋ			
1468-5					pʰ o k p a			
1477-5					ŋ i ŋ			
1502-5					ŋ a m b u			
1511-5					n i tʰ n a a ŋ b a			
1529-5					tʃ i ŋ u			
1538-5					s o m u			
1557-5					tʃ o ŋ p a ŋ			
1618-5					a ŋ tʃʰ a			
1663-5					z a m			
1689-5					ŋ o i			
1698-5					kʰ u ŋ			
1707-5					s a ŋ l a ŋ			
1716-5					ŋ a m b			
1742-5					s o tʃʰ a			
1751-5					b i tʃ a l a			
1778-5					dʒ i			
1787-5					tʃ o ŋ p u n			
1823-5					ŋ a m			
1832-5					g a m ŋ a			
1842-5					ŋ u ŋ			
1860-5					ŋ a m kʰ			
1869-5					z a p kʰ a ŋ			
1888-5					z a m b a			
1897-5					s dʒ i			
1932-5					n i ɾ a ŋ b u m l a n			
1950-5					tʃʰ i			
1968-5					tʃ a ŋ tʃ a kʰ o ŋ			
1978-5					g o t p a			
1987-5					ŋ a ŋ			
2015-5					ŋ a ŋ kʰ u n			
2118-5					s a ŋ l a kʰ o r kʰ a n			
2238-5					ŋ a ŋ kʰ a n			
2507-5					tʃ i ŋ a ŋ			
2526-5					ŋ i h̥			
2535-5					s a i k			
2544-5					s i ŋ			
2560-5					s a ŋ l u kʰ a ŋ			
2569-5					kʰ a tʰ u ŋ			
2578-5					n i tʃ a ŋ			
2596-5					tʃʰ u ŋ			
2615-5					ɾ i			
2663-5					g i tʃ a			
2690-5					z i o			
2719-5					ɾ i d a			
2728-5					g o tʃ a ŋ			
2747-5					n a ŋ p o			
2756-5					s a ŋ b u			
2774-5					b o ŋ a ŋ			
19-5					n o ŋ kʰ u kʰ a k			
28-5					n o ŋ kʰ u kʰ a k			
89-5					tʃ a ŋ p a			
107-5					dʒ i ŋ a ŋ			
145-5					dʒ a kʰ p u			
190-5					o tʃ a			
229-5					g o			
257-5					o ŋ o			
338-5					pʰ ŋ a n			
436-5					kʰ a ŋ u			
483-5					ŋ a			
535-5					s i ŋ u			
571-5					g e ɾ a ŋ u			
699-5					tʃ a ŋ b a			
845-5					n o kʰ e			
971-5					dʒ i k p o			
1049-5					b u			
1161-5					a m			
1180-5					ʃ o o			
1226-5					z i ŋ u			
1235-5					n a m ɾ a ŋ			
1280-5					tʰ a ŋ p a ŋ			
1307-5					g a tʃ p a			
1352-5					b u			
1379-5					dʒ o			
1415-5					ɾ a			
1654-5					o o			
1680-5					tʃ a ŋ p u n			
2127-5					kʰ a ŋ kʰ a n			
2181-5					b i kʰ l a n			
2366-5					j a kʰ a n			
2672-5					s o kʰ a			
2681-5					pʰ i z a ŋ b a			
80-5					t o ŋ p a			
154-5					dʒ u			
10-6						dʒ i ŋ		
37-6						ŋ i ŋ		
46-6						ŋ i ŋ		
98-6						tʃ a ŋ tʃ u l a		
125-6						b i a ŋ l a		
162-6						ŋ a i z a		
171-6						kʰ a m b a		
219-6						tʃ a m b u		
247-6						tʃ a ŋ l u ŋ		
282-6						ŋ a m b a		
292-6						b i ŋ		
301-6						ŋ i		
354-6						z a m tʃ a a		
363-6						z a m b a		
397-6						kʰ a m b a		
406-6						g a w u		
426-6						z o k p a		
473-6						b o ŋ tʃ u ŋ		
499-6						z a m n		
526-6						g a m l a		
544-6						tʃʰ u		
553-6						g o tʃ a ŋ		
599-6						pʰ o i t a ŋ		
608-6						tʃ a m b a		
617-6						j i ŋ		
645-6						o ŋ u		
663-6						s a ŋ tʰ u ŋ		
672-6						tʃ o ŋ b a		
681-6						ŋ i m u		
690-6						ŋ i ŋ		
708-6						tʃ a m ɾ a m b a		
717-6						dʒ o k p a		
726-6						dʒ i		
744-6						o w u		
782-6						dʒ i		
791-6						ŋ a		
800-6						ŋ a		
809-6						z a m ɾ a ŋ		
836-6						b i z a		
881-6						ŋ i m		
890-6						ŋ o m a		
899-6						ŋ i m		
926-6						tʃʰ a m		
944-6						g a ɾ a ŋ		
953-6						z l a ɾ a ŋ		
980-6						j a m u ŋ		
998-6						pʰ i w		
1022-6						pʰ a o tʰ u ŋ		
1031-6						p i ɾ a ŋ u z a		
1069-6						dʒ a ŋ j n u		
1079-6						z u r l u a a		
1098-6						j a ŋ b u		
1117-6						tʃʰ i m		
1141-6						z a m b a		
1189-6						ŋ i ŋ		
1198-6						ŋ a w		
1208-6						s a ŋ a n		
1217-6						j a ŋ u i a		
1253-6						a ŋ u		
1271-6						s o ŋ a ŋ		
1289-6						ŋ i ŋ		
1316-6						s i ŋ		
1325-6						b i m		
1334-6						z a m b a		
1343-6						b u i n ŋ		
1361-6						j a ŋ l ŋ		
1370-6						ŋ u ʃ u ŋ		
1388-6						z a m b a		
1397-6						tʃʰ i r		
1406-6						dʒ o ŋ		
1424-6						g a ɾ a ŋ b kʰ u r		
1433-6						ʃ o g a		
1442-6						ŋ i m		
1451-6						g o tʃ a ŋ		
1468-6						pʰ o k p a		
1477-6						ŋ i m		
1502-6						z a m b a		
1511-6						n i t̪ a ɾ a m b a		
1529-6						pʰ a ŋ u		
1538-6						s o ŋ		
1557-6						dʒ o o tʰ a ŋ		
1618-6						a m g a		
1663-6						z a m		
1689-6						ŋ i i		
1698-6						kʰ u ŋ		
1707-6						s o ŋ l a ŋ		
1716-6						z a m tʃ u		
1742-6						s a g a		
1751-6						b i tʃ i l		
1778-6						dʒ u		
1787-6						d o ŋ tʰ u n		
1823-6						ŋ i m		
1832-6						g o m m a		
1842-6						ŋ u ŋ		
1860-6						z a m tʃ a		
1869-6						z o k t a ŋ		
1888-6						z a m b a		
1897-6						ŋ w u		
1932-6						n i ɾ a ŋ z u pː z a		
1950-6						tʃʰ u		
1968-6						dʒ o ŋ tʃ u d u n		
1978-6						pʰ o k k a		
1987-6						z a m		
2015-6						z a ŋ kʰ u n		
2118-6						s a ŋ a kʰ a n a u		
2238-6						ŋ a ŋ tʃ a n		
2507-6						tʃ u n u ŋ		
2526-6						ŋ i h̥		
2535-6						z i u r		
2544-6						s i ŋ		
2560-6						s a ŋ b i tʰ a ŋ		
2569-6						pʰ o tʰ u ŋ		
2578-6						ŋ i d a ŋ		
2596-6						tʃʰ i ŋ		
2615-6						r i		
2663-6						g i tʃ		
2690-6						z o ɾ u		
2719-6						ɾ i d i		
2728-6						g o tʃ a ŋ		
2747-6						ŋ a ŋ tʃ ŋ		
2756-6						s a m b u		
2774-6						b i ŋ m		
19-6						n o ŋ u pː u k		
28-6						n o ŋ u pː u k		
89-6						pʰ i ŋ b u		
107-6						ɾ i g i ŋ n		
145-6						d a k b a		
190-6						pʰ o tʃ a		
229-6						dʒ a		
257-6						tʃ a ŋ a		
338-6						pʰ ŋ a ŋ		
483-6						ŋ i		
535-6						s i ŋ u		
571-6						g o ŋ a n u		
