COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
244-2		ʔ a r a a																	
248-2		m u l u																	
293-2		f ə r ə s																	
373-2		kʼ ɨ m a l																	
408-2		b ə r ə																	
414-2		k ə b a																	
642-2		n ɨ f a s																	
60-2		n ə f ə s ə																	
115-2		l a m																	
209-2		s ɨ m ɨ t																	
242-2		ʔ a m ɨ s t																	
415-2		s ɨ n a b																	
450-2		s ə r																	
490-2		tʼ ə b a																	
645-2		kʼ a l																	
160-2		ə r ə kʼ																	
208-2		ʔ ɨ n kʼ u l a l																	
378-2		ʔ a n g ə t																	
379-2		s ə tʼ ə n																	
409-2		ʔ a t ə r																	
598-2		kʼ u l ə a																	
646-2		ʔ a t ə																	
210-2		s ɨ h o n																	
215-2		ʔ a t																	
285-2		m ɨ tʼ a a																	
380-2		ʔ a h u																	
412-2		s a ɨ n																	
496-2		k ə s ə ə ə ə																	
64-2		a b o																	
251-2		f ɨ ə l																	
294-2		m u kʼ																	
597-2		m ə n g ə ə n a																	
7-2		ʔ a l g a																	
158-2		kʼ ə m h s																	
296-2		ə																	
375-2		s ə w																	
541-2		kʼ ə tʃ ɨ n																	
113-2		b u n a																	
252-2		r ə ə ə																	
330-2		kʼ ə l ə																	
449-2		a ə																	
491-2		ɨ n g ə t																	
545-2		ə a a																	
596-2		n ə g ə																	
4-2		dʒ ə r b a																	
106-2		m ə ə a																	
254-2		a																	
290-2		k a g ə s ə																	
602-2		m ɨ n																	
2-2		kʼ u l u m																	
3-2		ɨ a																	
61-3			d ə m																
63-3			ʔ a t ɨ m																
107-3			g a m e r a																
112-3			d a b ə r a																
331-3			n ɨ g w i s																
377-3			b ɨ kʼ u r ə																
381-3			ʔ i a i t																
417-3			r u z																
451-3			s ə b a t																
454-3			ʔ a tʃʼ ɨ r																
484-3			s ɨ t ɨ s t																
535-3			ʔ a s ɨ r																
543-3			s o s t																
593-3			ʔ a m u s																
640-3			m w a n																
1-3			d ə p ə r ə m																
65-3			t u i i																
163-3			s ə tʃʼ ə																
212-3			ʔ e n																
244-3			ʔ a r a i ə i t																
248-3			m ɨ r i a																
293-3			t ə r ə z																
373-3			kʼ ɨ m a r																
408-3			b a r a																
414-3			d ɨ w a kʼ u a																
601-3			ʔ ə r o i i																
642-3			ɨ n a a s																
60-3			n ə ə s ə m																
115-3			t ə r a m																
209-3			s ɨ m i ɨ i t																
242-3			ʔ a m ɨ s t																
415-3			z ɨ r a b																
450-3			z ə r i																
490-3			t ə p w ə m																
638-3			s ɨ n e																
645-3			kʼ a r																
75-3			ʔ a m b ɨ r																
160-3			t a r ə kʼ																
208-3			ʔ ɨ n kʼ i w ɨ r ə																
214-3			ʔ a b																
218-3			ʔ ɨ n z ɨ r																
378-3			ʔ a n g ə t																
379-3			t ə ə																
409-3			g e t ə r ə																
497-3			t ə n																
598-3			x w e t																
646-3			ʔ a x ə																
164-3			b ə k i ə m																
210-3			t ə x w ə r ə																
215-3			ʔ a a e b ə																
256-3			t u m a																
285-3			m ɨ d a d																
332-3			ʔ ə g ɨ r																
380-3			ʔ ə x w a																
412-3			s a t a n																
496-3			w ɨ r s ə n a ə t i i																
64-3			d a b a																
67-3			w ɨ i r																
169-3			n ə z ə z ə m																
251-3			ə i kʼ																
461-3			t ə																
547-3			w ɨ z a t																
597-3			m e m ə n a																
655-3			m ɨ t																
7-3			ʔ a r g a																
158-3			kʼ ə m ə s																
168-3			ʔ ɨ m a r																
296-3			ʔ ə x t																
372-3			g ə g g ə g																
374-3			b ə kʼ w o o																
375-3			g ə ə a g																
385-3			w ɨ t ə t																
411-3			t ɨ g g g																
500-3			ʔ ɨ t ɨ r																
6-3			m ə r k a m a																
17-3			ʔ ə ɨ r																
123-3			t e m ə																
252-3			n ə k ə ə ə																
421-3			b ɨ ə																
448-3			kʼ ə m a n s ə n b ə t																
449-3			a a ə																
545-3			x ɨ n u																
596-3			n ə g ə																
653-3			b ə t ɨ t																
4-3			m ə i a ə																
254-3			dʒ ɨ m a t																
290-3			a g ə z ə m																
339-3			b ə kʼ a r																
460-3			x j ɨ t																
489-3			a ə r tʃʼ u m a																
552-3			z ɨ i																
652-3			ʔ ə i t ə t a																
61-4				d ə m															
63-4				ʔ a ɨ m															
107-4				g a m ə r a															
112-4				d a m ə r a															
331-4				n u g s															
377-4				b ə kʼ ə r ə															
381-4				ʔ ə ʔ															
417-4				r ə d															
451-4				s ə b a															
454-4				ʔ a ʔ u r															
484-4				s ɨ ɨ s t															
535-4				ʔ a s ɨ r															
543-4				s ə ʔ ə s t															
593-4				ʔ a m o															
640-4				m a n															
1-4				d ə ə r ə															
65-4				ə															
163-4				s ə ə															
408-4				b ə ə r a															
414-4				d ə b ə kʼ ə ə															
601-4				ʔ ə r ə															
642-4				n u a															
60-4				n a ə s ə															
115-4				ʔ ə r ə m															
450-4				ə r ʔ															
490-4				ə ə															
638-4				s ɨ n ə															
645-4				kʼ a r															
75-4				ʔ a m b ɨ r															
160-4				d ə r ə ʔ															
378-4				ʔ a n g ə d															
379-4				ə ʔ ə															
409-4				g ə t ə r ə															
497-4				t ə n															
598-4				w ɨ ʔ o															
646-4				ʔ ə x ə															
164-4				b ə k ə															
332-4				ʔ ə g ɨ r															
380-4				ʔ ə															
412-4				ə ʔ ɨ n															
64-4				d a ə ʔ ə															
67-4				ɨ r															
169-4				n ə ʔ ə ə															
461-4				ʔ ə															
547-4				ʔ o ə															
597-4				ʔ e m ʔ ʔ ə n ə															
655-4				m ɨ															
158-4				kʼ s															
168-4				ʔ ɨ m ə r															
372-4				k ə n ə															
374-4				b ə kʼ o ə ə															
375-4				ə b															
385-4				ɨ ə															
411-4				t ə															
500-4				ʔ ɨ m ɨ r															
541-4				ə ɨ															
6-4				m ə r k a m ə															
17-4				ʔ ə x ɨ r															
330-4				d															
421-4				b ɨ d ə															
449-4				ʔ a ʔ ə															
545-4				x ɨ n ə ə															
596-4				n ə g ə															
653-4				b ə ɨ															
4-4				g u ʔ ɨ ə															
8-4				kʼ ə b ə ə															
106-4				m ə ʔ ə															
339-4				b ə ʔ ə r															
489-4				b ə r ɨ m ə															
652-4				ʔ ə ʔ ə h d a															
61-5					d ə m														
63-5					ʔ a f ɨ m														
107-5					g a m e r a														
112-5					d a b ə r a														
331-5					n ɨ g w t sː														
377-5					b ɨ kʼ w a r ə														
381-5					ʔ a t														
417-5					r ə z														
451-5					s ə n b a t														
454-5					ʔ a tʃʼ ɨ r t														
484-5					s ɨ d ɨ s t t														
535-5					ʔ a f ɨ r t														
543-5					s ə s t														
593-5					ʔ a m ə sː														
640-5					m w a nː														
1-5					d ə bː ə r ə m														
65-5					f l														
163-5					s ə r a														
212-5					ʔ e nː														
244-5					ʔ a r b a n t														
248-5					m ə r ə														
293-5					f ə r ə z														
373-5					kʼ ɨ m ə r														
408-5					b ə r a														
414-5					d ɨ b a kʼ u l a														
601-5					ʔ ə r o														
642-5					n ɨ r a sː														
60-5					n ə f ə s ə m														
115-5					ʔ ə l a m														
209-5					s ɨ t r														
242-5					ʔ a m ɨ s t t														
415-5					z ɨ r a b														
450-5					z ə l														
490-5					f ə bː w ə m														
638-5					s ɨ n ə n														
645-5					kʼ a r														
75-5					ʔ a m b ɨ r														
160-5					f ə r ə kʼ														
208-5					ʔ a n kʼ j w ɨ r ə t														
214-5					ʔ a b														
218-5					ʔ ɨ n z ɨ r														
378-5					ʔ a n g j ə t														
379-5					f ə n r ə n														
409-5					g e r ə r a														
497-5					t ə n n														
598-5					x w e t														
164-5					b ə kː w ə m														
210-5					z ə x w ə r ə														
215-5					ʔ a t e b ə t														
256-5					t ə sː a														
285-5					m ɨ d a d														
332-5					ʔ ə n g ɨ r														
380-5					ʔ ə x w a														
496-5					w s ə n b ə t														
64-5					d a bː o														
67-5					w ɨ r														
169-5					n ə n z ə z ə m														
251-5					f e kʼ														
294-5					ə f ə kʼ														
461-5					sː ə														
547-5					w ɨ z a t														
597-5					ʔ e r a ə n ə														
655-5					m ɨ r a t														
7-5					ʔ a r g a														
168-5					ʔ ɨ m a r														
296-5					l ə h t														
372-5					k ə n r ə r														
374-5					b ə kʼ l l o														
375-5					f ə bː														
385-5					w ɨ r ə t														
411-5					t ə r a s														
500-5					ʔ ɨ m ɨ r a														
6-5					m ə r k a m a														
17-5					ʔ ə h ɨ r														
113-5					bː ə r ə														
123-5					f e m ə n a														
252-5					n ə kː ə b ə m														
421-5					b ɨ sː ə														
448-5					kʼ ə t a s ə n b ə t														
449-5					ʔ a r ə n														
545-5					x ɨ n o j														
596-5					n ə g ə														
653-5					b ə t ɨ t														
4-5					f l r t ə														
8-5					kʼ i b f tː o														
290-5					ʔ ə g ə r ə m														
339-5					bː ə r ɨ r														
460-5					f l a t ə														
489-5					b w ə r tʃʼ l m a														
552-5					z ɨ t														
602-5					f ə r r														
652-5					ʔ ə t e x t a														
3-5					h ɨ nː r sː sː														
61-6						d ə m													
63-6						ʔ ə s ə m													
107-6						g ɨ m ə l													
112-6						d ə b ə n ə													
331-6						n ɨ g ə s													
377-6						b ə g l ə													
381-6						ə d													
417-6						r ə s													
451-6						s ə ə ʔ													
454-6						ħ ə s ə r													
484-6						s ɨ ʔ ə s													
535-6						ʔ ə s ə r													
543-6						s ə s													
593-6						ħ ə m ə s													
640-6						m ə n													
1-6						d ə ə ə r ə													
163-6						s ə t ə													
212-6						ʔ ə n													
244-6						ʔ ə r ə													
248-6						m ɨ l ə													
293-6						f ə r ə s													
373-6						kʼ ə m ə l													
408-6						b ə r ə													
601-6						ʔ ə ə o b													
642-6						n ɨ f ə s													
60-6						n ə f ə s ə													
115-6						ə a m													
242-6						ħ ə m ə s													
415-6						s ɨ l ə m													
450-6						s ə r													
490-6						kʼ ə b ɨ													
638-6						s ɨ r d ə													
645-6						g a ə													
75-6						ħ ə m l e													
208-6						ʔ ə n g ə ħ o													
214-6						ʔ ə b													
218-6						ʔ ɨ s ə n													
409-6						ʕ ə t ə r													
497-6						t ə ə ə ə													
598-6						k ɨ l ə t													
646-6						ʔ ə n t ə													
215-6						ʔ ɨ ə													
256-6						t o m													
294-6						ə ɨ g													
655-6						ʔ ə ə ə t													
158-6						kʼ ə m ɨ s													
372-6						k ə m f ə r													
375-6						s ə b													
411-6						t ə r ə s													
500-6						ʔ ɨ b ə n													
541-6						g ə ə ə n													
113-6						b ə n													
252-6						r ə ə b ə													
330-6						kʼ ə d													
448-6						kʼ a d a m ə													
106-6						m ə s ə													
290-6						ħ a g ə s ə													
460-6						kʼ ə t ə													
552-6						ʕ ɨ ə s a													
602-6						m ə													
2-6						k ə l ə ə													
61-7							d ə m												
63-7							ʔ a ɨ m												
107-7							g a m e r a												
112-7							d a ə r a												
331-7							n ɨ g w s												
377-7							ɨ kʼ ə r ə												
381-7							ʔ a												
417-7							r u												
451-7							s ə a t												
454-7							ʔ a ɨ r												
484-7							s ɨ d ɨ s t												
535-7							ʔ a s ɨ r												
543-7							s ə s t												
593-7							ʔ a m u s												
640-7							m w a n												
1-7							d ə pː ə r ə m												
65-7							u												
163-7							s ə ə												
212-7							ʔ e n												
244-7							ʔ a r ə t												
248-7							m u r a												
293-7							ə r ə												
373-7							kʼ ɨ m a r												
408-7							o r a												
414-7							d ɨ w a kʼ u a												
601-7							ʔ ə r												
642-7							ɨ n a s												
60-7							n ə ə s ə m												
115-7							ʔ ə r a m												
209-7							s ɨ t												
242-7							ʔ a m ɨ s t												
415-7							ɨ r a												
450-7							ə r												
490-7							ə pː w ə m												
638-7							s ɨ n ə												
645-7							kʼ a r												
75-7							ʔ a m ɨ r												
160-7							ə r ə kʼ												
208-7							ʔ ɨ n kʼ w ɨ r a												
214-7							ʔ a												
218-7							ʔ ɨ n ɨ r												
378-7							ʔ a n g ə t												
379-7							ə ə												
409-7							g e t ə r a												
497-7							t ə n												
598-7							x w e												
646-7							a ə												
164-7							ə ə m												
210-7							ə x w ə r ə												
215-7							ʔ a t ə ə t												
256-7							t u m a												
285-7							m ɨ d a d												
332-7							ʔ ə g ɨ r												
380-7							ʔ ə x w a												
412-7							s a x n												
496-7							w u r s ə n ə t												
64-7							d a o												
67-7							w ɨ r												
169-7							n ə ə ə m												
251-7							e kʼ												
294-7							m w o												
461-7							ə												
547-7							w ɨ a t												
597-7							ʔ e m ə n ə												
655-7							m ɨ t												
7-7							ʔ a g a												
158-7							kʼ ə m s												
168-7							ʔ ɨ m a r												
296-7							j ə x t												
372-7							ə ə r												
374-7							ə kʼ o o												
385-7							w ɨ ə t												
411-7							t r a												
500-7							ʔ ɨ m ɨ r												
6-7							m ə r a m a												
17-7							ʔ ə x ɨ r												
123-7							e m ə												
252-7							n ə ə ə												
421-7							ɨ ə												
448-7							kʼ ə a n s ə n ə t												
449-7							ʔ a ə												
491-7							ə												
545-7							x ɨ n o												
596-7							n ə g ə												
653-7							ə ɨ t												
8-7							o												
254-7							dʒ ɨ m a												
290-7							ʔ a g ə ə m												
460-7							j ɨ t a												
489-7							w ə r m a												
552-7							ɨ												
652-7							ʔ ə d x t a												
3-7							ɨ n												
61-8								d ə m											
63-8								ʔ ɨ tʼ ɨ m											
107-8								g ɨ m e r a											
112-8								d ɨ b ə r a											
331-8								n ɨ g w s											
377-8								b ɨ kʼ i ə r a											
381-8								ʔ w a t											
417-8								r u z											
451-8								s ɨ w b a t											
454-8								ʔ ɨ tʃʼ ɨ r											
484-8								s ɨ d ɨ s t											
535-8								ʔ ɨ b ɨ r											
543-8								s o w s t											
593-8								ʔ ɨ m u s											
640-8								m w ɨ n											
1-8								d ə p ə r ə m											
65-8								tʼ u											
163-8								s ɨ tʃʼ ə											
212-8								ʔ e n											
244-8								ʔ ɨ r b w ə t											
248-8								m u r a											
293-8								b ə r ə z											
373-8								kʼ ɨ m a r											
408-8								b o r a											
414-8								d ɨ b a kʼ ɨ l a											
601-8								ʔ ə r a											
642-8								ʔ ɨ n b a s											
60-8								n ə b ə s ɨ m											
115-8								ʔ ə r a m											
209-8								s a n t											
242-8								ʔ ɨ m w ɨ s t											
415-8								z ɨ r a b											
450-8								z ə r											
490-8								t ə p ə w ə m											
638-8								s ɨ n ə											
645-8								kʼ a r											
75-8								ʔ ɨ m b ɨ r											
160-8								tʼ ə r ə kʼ											
208-8								ʔ ɨ n kʼ w ɨ r a											
214-8								ʔ ɨ b											
218-8								ʔ ɨ n z ɨ r											
378-8								ʔ a n g ə t											
379-8								b ə tʼ ə											
409-8								g e t ə r a											
497-8								t ə n											
598-8								x w w e t											
646-8								ʔ ɨ b ə											
164-8								b ə k ə m											
210-8								b ə x w ə r ə											
215-8								ʔ a w t e b ə t											
256-8								t u m a											
285-8								m ɨ d a d											
332-8								ʔ ə g ɨ r											
380-8								ʔ ə x w a											
412-8								s a b ɨ n											
496-8								w u r s ɨ n b ə t											
64-8								d a b o											
67-8								w ɨ r											
169-8								n ə z ə z ə m											
251-8								b e j kʼ											
294-8								i i m w o b i i i i											
461-8								tʼ ə											
547-8								w ɨ z a t											
597-8								ʔ e m ə n ə											
655-8								m ɨ b t											
7-8								ʔ a l g a											
158-8								kʼ ə m b s											
168-8								ʔ ɨ m a r											
296-8								j ə x u t											
374-8								b ə kʼ o l o											
385-8								w ɨ tʼ ə t											
500-8								ʔ ɨ m ɨ r											
6-8								m ə r k a m a											
17-8								ʔ ə x ɨ r											
123-8								b e m ə											
252-8								n ə k ə b ə m											
421-8								b ɨ b ə											
448-8								kʼ ə tʼ a n s ɨ n b ə t											
449-8								ʔ a b ə											
545-8								x ɨ n o											
596-8								n ə g ə											
653-8								b ə t ɨ t											
4-8								g i ɨ b ə											
8-8								b b b b tʼ o b b											
254-8								dʒ a m a t											
290-8								ʔ a b ə z ə m											
339-8								b ə kʼ ɨ r											
460-8								x j ɨ t a											
489-8								b b o r tʃʼ u m a											
552-8								z ɨ											
652-8								ʔ o n d e b i t a											
3-8								b ɨ b a b a											
61-9									a ə m										
63-9									ʔ a a ɨ m										
107-9									g a m ə r a										
112-9									a a p ə r a										
331-9									n ɨ g w s										
377-9									d ə kʼ ɨ r ə										
381-9									ʔ a t										
417-9									r u a										
451-9									s ə a t										
454-9									ʔ a ɨ r										
484-9									s ɨ d ɨ s t										
535-9									ʔ a s ɨ r										
543-9									s ə s t										
593-9									ʔ a m u s										
640-9									m a n										
1-9									a ə p ə r ə										
65-9									a u										
163-9									s ə a ə										
212-9									ʔ ə a										
244-9									ʔ a r ə t										
248-9									m u r a										
293-9									a ə r ə										
373-9									kʼ ɨ m a r										
408-9									p ə r a										
414-9									a ə w a kʼ u a										
601-9									ʔ ə r										
642-9									n ɨ a s										
60-9									n ə a ə s ə										
209-9									s ɨ n t										
242-9									ʔ a m ɨ s t										
415-9									a ɨ r a										
490-9									t ə p w ə										
638-9									s ə n ə										
645-9									kʼ a r										
75-9									ʔ a m ɨ r										
160-9									a ə r ə kʼ										
208-9									ʔ ə n kʼ w r a										
214-9									ʔ a p ə										
218-9									ʔ ɨ n ɨ r										
378-9									ʔ a n g ə t										
379-9									a ə ə										
409-9									g ə t ə r ə										
497-9									t ə n										
598-9									x ə d w ə t										
646-9									ʔ a x ə										
164-9									p ə k ə										
210-9									a ə x w ə r ə										
215-9									ʔ a ə j ə										
256-9									t u m a										
285-9									m ɨ a a										
332-9									ʔ ə g ɨ r										
380-9									ʔ ə x ə w a										
412-9									s a a ə n										
496-9									w u r d ə n p ə t										
64-9									a a p ə										
67-9									w ɨ r										
169-9									n ə ə a ə										
251-9									a ə kʼ										
294-9									m w ə kʼ										
461-9									a ə										
547-9									w ɨ a a t										
597-9									ʔ ə m ə a ə										
655-9									m ɨ a t										
7-9									ʔ a r g a										
168-9									ʔ ɨ m a r										
296-9									a ə x t ə										
372-9									k ə n a ə a										
374-9									p ə a ə a ə										
375-9									a ə p										
385-9									w ɨ a ə t										
411-9									a ə a ə a										
500-9									ʔ ɨ m ɨ r										
541-9									a ɨ a ɨ a										
6-9									m ə r k a m a										
17-9									ʔ ə a ɨ r										
113-9									a ə a ə										
123-9									a ə m ə m										
252-9									n ə k ə ə										
421-9									p ɨ a ə										
448-9									kʼ ə a a n d ə n p ə t										
491-9									a ɨ n a ə a										
545-9									x ɨ n ə										
596-9									n ə g ə										
653-9									p ə t ə t										
4-9									g ɨ a ə										
8-9									kʼ ə a ə ə										
254-9									a ə m a t										
339-9									p ə kʼ ə r										
489-9									p ə r u m a										
552-9									a a										
652-9									ʔ ə t ə t a										
61-10										ʔ a									
63-10										ʔ a a									
107-10										ʔ a a a									
112-10										ʔ a b a a									
331-10										ʔ a a									
377-10										b a a									
381-10										ʔ a									
417-10										r a									
451-10										ʔ a a b									
454-10										ʔ a a r									
484-10										ʔ a a									
535-10										ʔ a a r									
543-10										ʔ a									
593-10										ʔ a a									
640-10										ʔ a a									
1-10										ʔ a b a a									
65-10										ʔ a b									
163-10										ʔ a a									
212-10										ʔ a									
244-10										ʔ a r a									
248-10										ʔ a a									
293-10										ʔ a r a									
373-10										ʔ a a									
408-10										b a r ə									
414-10										ʔ a b a									
601-10										ʔ a r b a									
115-10										ʔ a									
209-10										ʔ a a									
242-10										ʔ a a									
415-10										ʔ a a									
490-10										ʔ a b a									
160-10										ʔ a r a									
208-10										ʔ a a ə									
218-10										ʔ a a									
378-10										ʔ a a									
379-10										ʔ a a									
497-10										ʔ a									
598-10										ʔ									
646-10										ʔ a									
164-10										b a a									
210-10										ʔ a a									
256-10										ʔ a a									
285-10										ʔ a a									
380-10										ʔ a a									
412-10										ʔ a ə									
64-10										ʔ a b ə									
169-10										b a r a a a									
461-10										ʔ a									
547-10										ʔ a a									
411-10										ʔ a r									
541-10										ʔ a a									
113-10										b a									
123-10										ʔ a a									
491-10										ʔ a a									
254-10										ʔ a a									
339-10										b a a									
602-10										ʔ a									
2-10										a a a									
61-11											d o m								
63-11											ʔ a t ɨ m								
107-11											g a m e r a								
112-11											d a f ə r a								
331-11											n e g w z s								
377-11											b a kʼ ə r a								
381-11											ʔ a d								
417-11											r ə s								
451-11											s o a d								
454-11											ʔ a a r								
484-11											s ɨ t ɨ s t								
535-11											ʔ a s ɨ r								
543-11											s a s d								
593-11											ʔ a m g ə s								
640-11											m a n								
1-11											d o p ə r ə m								
65-11											t a								
163-11											s o t ʔ ə								
212-11											ə n								
244-11											h a r ʔ ʔ ə d								
248-11											ʔ w u r a								
293-11											f o r ə m								
373-11											kʼ a m a r								
408-11											b a r a								
414-11											d ə w a ʔ ə l a								
601-11											ʔ o r ə								
642-11											n o m a s								
60-11											n e f ə s ə ɨi̯								
115-11											ʔ o r a m								
209-11											f ʔ w u d								
242-11											h a ʔ a ɨ d								
450-11											s o r								
490-11											t o p w ə m								
638-11											s ɨ n e								
645-11											kʼ a r								
75-11											ʔ a m b ɨ r								
160-11											d o r ə								
208-11											a n kʼ z a r a								
214-11											h a f tʃʼ								
218-11											a n m a r								
378-11											ʔ a n g ʔ ə d								
379-11											s o ə								
409-11											g a t ə r ə								
497-11											t o n								
598-11											ʔ ə d								
646-11											ʔ a ɨ a								
164-11											b o k z ə m								
210-11											f o f w ə r ə								
215-11											h a t ə ə d								
256-11											t u tʃʼ a								
285-11											f a t a d								
332-11											ʔ ə g ɨ r								
412-11											s a ʔ ɨ n a								
496-11											w u r ə m g ə t								
64-11											d a b a								
67-11											w ɨ r								
169-11											n o s ə s ə m								
251-11											ɨ ə ə ʔ								
294-11											b w ə kʼ								
461-11											d i								
547-11											ʔ ə s a d								
597-11											h ə m g ʔ ə ə								
655-11											m e s d								
7-11											h a r g a								
168-11											ʔ ə f a r								
296-11											l o ʔ u d								
372-11											k o n m ə								
374-11											b o kʼ g a l i								
375-11											s ə ʔ tʃʼ ɨi̯								
385-11											w ɨ t ə d								
500-11											ʔ a f a r								
541-11											g a f ɨ m								
6-11											m o r k a m a								
17-11											ʔ ə ʔ ɨ r								
252-11											n ə k ə ɨ ə ɨi̯								
421-11											b ə s ə								
448-11											kʼ o t a ə m g ə d								
449-11											ʔ a s ə m								
491-11											t ɨ n g ə d								
545-11											ʔ a n e								
596-11											n o g ə								
653-11											b o t ə d								
4-11											g l ə m s ʔ u ə								
106-11											m ə ə ə ɨi̯								
254-11											dʒ a ɨ a t								
339-11											b ə ʔ a r m								
460-11											g l a d a								
489-11											b ʔ ə r t ə u a								
652-11											ʔ ə t a ə d a								
3-11											h a ʔ ʔ ə								
61-12												m ə							
63-12												ʔ a ɨ							
107-12												g a ə a							
112-12												m a ə n a							
331-12												n ɨ g ʃ							
377-12												b ə ʔ u a							
381-12												ʔ a							
417-12												r u ʃ							
451-12												m ə b o							
454-12												ʔ a ɨ r							
484-12												m ɨ dː ɨ ʃ							
535-12												ʔ a ʃ ə r							
543-12												m ə ʃ							
593-12												ʔ a u ʃ							
640-12												m a							
1-12												m ə ə r ə m							
65-12												m o ə ə							
163-12												m ə ə m							
212-12												ʔ o n							
244-12												ʔ a r ə							
248-12												m o a							
293-12												m ə r ə ʃ							
373-12												kʼ ɨ a							
408-12												b ə r a							
414-12												m o a ʔ u a							
601-12												ʔ ə r o b							
642-12												ʔ ɨ n a ʃ							
60-12												n ə ə m ə m							
115-12												ʔ ə r a							
209-12												m ə ɨ							
242-12												ʔ a ɨ ʃ							
415-12												m ɨ n a b							
450-12												m ə r							
490-12												m ə ə							
638-12												m ɨ o							
645-12												kʼ a							
75-12												ʔ a o							
160-12												m ə r ə ʔ							
208-12												ʔ a n kʼ ə							
214-12												ʔ a							
218-12												ʔ o n ʃ o n							
378-12												ʔ a n g ə							
379-12												m ə ə							
497-12												m ə n							
598-12												m ə							
164-12												m ə m ə							
210-12												m ɨ o n							
215-12												ʔ a o ə							
256-12												m u a							
285-12												m ɨ a							
332-12												ʔ ə g ɨ r							
380-12												ʔ o u a							
412-12												m ə ə n							
496-12												m u r ʃ ə n ə							
64-12												m							
67-12												b ə r							
169-12												n ə ə ə m							
251-12												m ə ə ʔ ə							
294-12												ə ʔ							
461-12												o							
547-12												m o a m							
597-12												m ə n g a ə m a							
655-12												o ʃ							
7-12												ʔ a g a							
168-12												ʔ o a r							
296-12												m ə o							
372-12												m ə n ə r							
374-12												b ə o o							
385-12												m o ə							
500-12												m o o r							
6-12												m ə a a							
113-12												b							
123-12												m ə ə m							
330-12												kʼ ə							
421-12												m o a							
448-12												m ə a n ə n ə							
449-12												a ə							
491-12												m ɨ n g ə							
545-12												m o ə							
596-12												n ə g ə							
653-12												m ə o m							
4-12												g ə n b ə							
8-12												kʼ ə b ə m o							
106-12												m ə ʃ m							
460-12												m o							
552-12												m o							
602-12												m ɨ ʔ							
2-12												m							
3-12												m ɨ o							
61-13													d ə m						
63-13													ʔ a d ɨ m						
107-13													g a m ə r a						
