COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
241-5					ʔ aː ʔ											
2163-5					ʔ aː n											
2181-5					h a m											
2060-5					ʔ aː m											
410-5					ɗ a											
1841-5					m aːi̯											
2017-5					m ei̯											
1004-5					m aː											
614-5					d ai̯ h											
686-5					b m ai̯											
88-5					k a p											
872-5					n aː ŋ											
1891-5					ɗ iː											
68-5					h i m											
631-5					b r ei̯											
594-5					ʔ aː											
1759-5					h aː m											
805-5					dʑ a ŋ											
1859-6						m iː										
175-6						ʔ a										
241-6						ʔ a t										
2163-6						ʔ aː ŋ										
2181-6						n a m										
2060-6						ʔ aː m										
410-6						ɗ iː										
1841-6						m ei̯										
2017-6						m ei̯										
1004-6						m a										
614-6						dʑ ai̯ h										
686-6						b m ai̯										
88-6						k a t										
872-6						n aː ŋ										
1891-6						ɗ iː										
68-6						s i m										
631-6						b o n										
594-6						ʔ aː										
1759-6						h u m										
805-6						dʑ aː ŋ										
1859-7							m ai̯									
175-7							ɗ a ʔ									
241-7							ʔ a ʔ									
2163-7							ʔ a h									
2181-7							h aː m									
2060-7							ʔ aː m									
410-7							ɗ a									
1841-7							m a									
2017-7							m u									
1004-7							m aː									
614-7							ɗ o h									
686-7							p ai̯ a									
88-7							g a k									
872-7							n aː ŋ									
1891-7							ɗ a									
68-7							s aː m									
631-7							g a									
594-7							ʔ ai̯									
1759-7							h i ŋ									
805-7							tɕ aː ŋ									
1859-8								m ai̯								
175-8								g ai̯								
241-8								ʔ aː ʔ								
2163-8								ʔ ai̯								
2181-8								n aː m								
2060-8								ʔ aː m								
410-8								t ai̯								
1841-8								m ai̯								
2017-8								m ai̯								
1004-8								m ai̯								
614-8								d o h								
686-8								b m ai̯								
88-8								k a ʔ								
872-8								n aː ŋ								
1891-8								t ai̯								
68-8								h aː m								
631-8								k a								
594-8								ʔ ai̯								
1759-8								h aː n								
805-8								dʑ aː n								
1859-9									m a							
175-9									k ɛ ʔ							
241-9									ʔ ɛ ʔ							
2163-9									k a n							
2181-9									h a m							
2060-9									ʔ ɛː m							
410-9									d ai̯							
1841-9									m a							
2017-9									h u							
1004-9									m ɛː							
614-9									d o h							
686-9									p m a							
88-9									g j o ʔ							
872-9									h a ŋ							
1891-9									ʔ ai̯							
68-9									s i m							
631-9									g a n							
594-9									ʔ ai̯							
1759-9									h i ŋ							
805-9									tɕ a ŋ							
1859-10										m iː						
175-10										ʔ a r						
241-10										ʔ a ʔ						
2163-10										ʔ u h						
2181-10										n a m						
2060-10										ʔ aː m						
410-10										ɗ iː						
1841-10										m ɛː						
2017-10										m u						
1004-10										m a						
614-10										dʑ ɛ h						
686-10										b m ai̯						
88-10										k a ʔ						
872-10										n aː ŋ						
1891-10										ɗ iː						
68-10										s i m						
631-10										b o n						
594-10										ʔ ɛː						
1759-10										h u m						
805-10										dʑ ɨ ŋ						
1859-11											m ai̯					
175-11											t ai̯ ʔ					
241-11											ʔ aː ʔ					
2163-11											ʔ ai̯ h					
2181-11											n aː m					
2060-11											ʔ aː m					
410-11											t a					
1841-11											m ai̯					
2017-11											m ai̯					
1004-11											m aː					
614-11											b o h					
686-11											ʔ m a					
88-11											k a k					
872-11											n aː ŋ					
1891-11											t a					
68-11											tɕʰ aː m					
631-11											k a n					
594-11											ʔ aː					
1759-11											h a m					
805-11											dʑ aː n					
1859-12												s ɛ				
175-12												ʔ ă				
241-12												ʔ ă ʔ				
2163-12												ʔ ă n				
2181-12												n ă m				
2060-12												ʔ a m				
410-12												d ai̯				
1841-12												m ai̯				
2017-12												s o				
1004-12												m a				
614-12												d ou̯ h				
686-12												ʔ m ai̯				
88-12												g ă ʔ				
872-12												n a ŋ				
1891-12												d ɛ				
68-12												s i m				
631-12												g a n				
594-12												ʔ a				
1759-12												h a m				
805-12												c a ɲ				
1859-13													m ai̯			
175-13													h ă			
241-13													ʔ a ʔ			
2163-13													h a h			
2181-13													n ă m			
2060-13													h a m			
410-13													d ɛ			
1841-13													m ai̯			
2017-13													m ai̯			
1004-13													m a			
614-13													c ou̯ h			
686-13													p m oi̯			
88-13													g ă ʔ			
872-13													n a k			
1891-13													d ɛ			
68-13													h i m			
631-13													g ă n			
594-13													ʔ a			
1759-13													h o n			
805-13													c i n			
1859-14														m ai̯		
175-14														ɗ a		
241-14														ʔ aː ʔ		
2163-14														ʔ aː n		
2181-14														n a m		
2060-14														ʔ aː m		
410-14														ɗ ai̯		
1841-14														m aːi̯		
2017-14														m aːi̯		
1004-14														m aː		
614-14														ɗ a h		
686-14														ʔ m a		
88-14														g ɗ a ʔ		
872-14														n aː ŋ		
1891-14														ɗ ai̯		
68-14														s i m		
631-14														g l a n		
594-14														ʔ ai̯		
1759-14														h i ŋ		
805-14														tɕ i ŋ		
1859-15															m aːi̯	
175-15															d a	
241-15															ʔ a ʔ	
2163-15															ʔ aː h	
2181-15															h a m	
2060-15															ʔ aː m	
410-15															d a	
1841-15															m aːi̯	
2017-15															m aːi̯	
1004-15															m aː	
614-15															b ai̯ h	
686-15															ʔ m au̯	
88-15															g a ʔ	
872-15															n aː ŋ	
1891-15															d a	
68-15															s a m	
631-15															g ə n	
594-15															ʔ aː	
1759-15															h a m	
805-15															tɕ a ŋ	
1859-16																m aːi̯
175-16																ʔ a
241-16																ʔ a ʔ
2163-16																ʔ aː h
2181-16																n a m
2060-16																ʔ aː m
410-16																d a
1841-16																m aːi̯
2017-16																m aːi̯
1004-16																m aː
614-16																b ou̯ h
686-16																p m a
88-16																g a ʔ
872-16																n aː ŋ
1891-16																d a
68-16																h a m
631-16																g a n
594-16																ʔ aː
1759-16																h a ŋ
805-16																tɕ a n
