COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
631-5					b ə r											
594-5					k aː											
1759-5					h a ɲ											
805-5					k i ŋ											
1859-6						ŋ iː										
175-6						k a										
241-6						ʔ uː t										
2163-6						k uː r										
2181-6						n a m										
2060-6						ʔ ou̯ m										
410-6						ɗ ei̯										
1841-6						m ʔ										
2017-6						h i										
1004-6						n̥ aː										
614-6						b o h										
686-6						p l eːi̯										
88-6						g a t										
872-6						n ou̯ ŋ										
1891-6						ɗ aː										
68-6						s i m										
631-6						p əː r										
594-6						k aː										
1759-6						h a ɲ										
805-6						k e ŋ										
1859-7							ŋ ai̯									
175-7							k a									
241-7							ʔ uː ʔ									
2163-7							kʰ uː									
2181-7							n a m									
2060-7							ʔ ɨ m									
410-7							t aːi̯									
1841-7							m oːi̯									
2017-7							h i									
1004-7							ʔ aː									
614-7							p o h									
686-7							p l i									
88-7							g ɔ k									
872-7							n ɨ ŋ									
1891-7							t aː									
68-7							s iː m									
631-7							p o									
594-7							k aː									
1759-7							h a n									
805-7							k ə n									
1859-8								ŋ ai̯								
175-8								k a								
241-8								ʔ uː t								
2163-8								kʰ uː								
2181-8								n a m								
2060-8								ʔ i m								
410-8								ɗ aːi̯								
1841-8								m ɔː								
2017-8								h i								
1004-8								l aː								
614-8								ɓ o h								
686-8								b l eː								
88-8								k a k								
872-8								n u ŋ								
1891-8								ɗ aː								
68-8								s i m								
631-8								b a r								
594-8								g aː								
1759-8								h a ŋ								
805-8								g i ŋ								
1859-9									ŋ ai̯							
175-9									ʔ ə							
241-9									ʔ u t							
2163-9									kʰ u r							
2181-9									n j m							
2060-9									ʔ ui̯ m							
410-9									d aːi̯							
1841-9									m f							
2017-9									h i							
1004-9									l ɛː							
614-9									b o h							
686-9									b l i							
88-9									k a ʔ							
872-9									n u ŋ							
1891-9									ɗ ɛː							
68-9									s i m							
631-9									b o r							
594-9									k ɛː							
1759-9									h ɛ ŋ							
805-9									k i ŋ							
1859-10										ŋ iː						
175-10										g a						
241-10										ʔ u ʔ						
2163-10										kʰ u r						
2181-10										n ə m						
2060-10										ʔ u m						
410-10										ɗ ɛː						
1841-10										m w						
2017-10										h e						
1004-10										n̥ aː						
614-10										b o h						
686-10										b l e						
88-10										k ə ʔ						
872-10										n u ŋ						
1891-10										ɗ aː						
68-10										s i m						
631-10										b ə r						
594-10										k aː						
1759-10										h ɔ ŋ						
805-10										k ɨ ŋ						
1859-11											ŋ ai̯					
175-11											k a					
241-11											ʔ uː ʔ					
2163-11											k uː					
2181-11											n a m					
2060-11											ʔ ɨ m					
410-11											t aːi̯					
1841-11											m oi̯					
2017-11											h ɔi̯					
1004-11											n̥ aː					
614-11											b o h					
686-11											b l ɔi̯					
88-11											k ɔ k					
872-11											n ɨ ŋ					
1891-11											t aː					
68-11											s iː m					
631-11											b ə					
594-11											k aː					
1759-11											h a n					
805-11											k ə n					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ u ʔ				
2163-12												kʰ u n				
2181-12												n ă m				
2060-12												ʔ i m				
410-12												d ai̯				
1841-12												m ɲ				
2017-12												h e				
1004-12												n̥ a				
614-12												b ou̯ h				
686-12												b l e				
88-12												k ă ʔ				
872-12												n ɨ ŋ				
1891-12												d a				
68-12												s i m				
631-12												b ə̆ n				
594-12												g a				
1759-12												h ă ɲ				
805-12												g i ɲ				
1859-13													k ɛ			
175-13													k a			
241-13													ʔ u ʔ			
2163-13													kʰ u n			
2181-13													n ă m			
2060-13													ʔ ɨ m			
410-13													d ai̯			
1841-13													m ɔ			
2017-13													h e			
1004-13													t a			
614-13													b ou̯ h			
686-13													b l e			
88-13													k ă ʔ			
872-13													n ɨ k			
1891-13													d a			
68-13													s i m			
631-13													b ă n			
594-13													g a			
1759-13													h ă n			
805-13													g i n			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ uː t		
2163-14														kʰ uː n		
2181-14														n a m		
2060-14														ʔ ɨ m		
410-14														ɗ aːi̯		
1841-14														m ŋ		
2017-14														h eː		
1004-14														n̥ aː		
614-14														b o h		
686-14														b l i		
88-14														k a k		
872-14														n ɨ ŋ		
1891-14														ɗ aː		
68-14														s i m		
631-14														b ə n		
594-14														g aː		
1759-14														h a ŋ		
805-14														g i ŋ		
1859-15															ŋ ɛː	
175-15															k a	
241-15															ʔ uː ʔ	
2163-15															kʰ uː n	
2181-15															n a m	
2060-15															ʔ i m	
410-15															d aːi̯	
1841-15															m ɔː	
2017-15															h ei̯	
1004-15															l aː	
614-15															b a h	
686-15															b l ei̯	
88-15															k a j̊	
872-15															n ɨ ŋ	
1891-15															d aː	
68-15															s iː m	
631-15															b ə n	
594-15															g aː	
1759-15															h a ɲ	
805-15															g i ɲ	
1859-16																ŋ ɛː
175-16																k a
241-16																ʔ uː ʔ
2163-16																g uː n
2181-16																n ə m
2060-16																ʔ uːi̯ m
410-16																d aːi̯
1841-16																m oːi̯
2017-16																h ei̯
1004-16																t aː
614-16																b au̯ h
686-16																b l ei̯
88-16																k a ʔ
872-16																n uːi̯ ŋ
1891-16																d aː
68-16																s iː m
631-16																b ə n
594-16																g aː
1759-16																h a ɲ
805-16																g i ɲ
