COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
65-8								i i		
74-8								t a n a		
93-8								t u t u r a s a		
95-8								w i t		
119-8								a m a t a s		
231-8								t a n a v o		
232-8								t v m u a a		
239-8								n a m a k a n		
3-8								i u r i k u		
4-8								w a t a p		
51-8								i w		
55-8								u t a m		
109-8								u t u m i s		
121-8								k a t i m m k s		
149-8								t u k		
163-8								u t e n		
52-9									i t e	
56-9									i m e	
96-9									a a a ʃ i	
99-9									a r i r a n	
114-9									t o k i ʃ i	
115-9									i r e i ʃ	
133-9									t i p a r m i	
144-9									a a a w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w i m a	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									w i k i	
106-9									t i n a	
119-9									m a t i	
128-9									h o k ʃ i	
147-9									t i m i i	
231-9									p a n a w a	
232-9									p i j a m a	
239-9									n a m a k a n	
266-9									i a i m	
3-9									w i r i k i	
4-9									w a r i ʔ	
51-9									i w e	
55-9									m w a m	
97-9									m a h a m	
109-9									i p i a i i	
121-9									k a p i j a i ʃ i	
149-9									t o k	
160-9									k i r i k	
163-9									i p e n	
52-10										i t e
56-10										o m e
96-10										a r a tʃ
99-10										a r i t o n
114-10										t o k i tʃ i ʔ
115-10										w a i i i ʔ
133-10										t i p a a tʃ i ʔ
144-10										a r a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p e k o n
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a tʃ a ʔ
2-10										w w m m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i ʔ
95-10										w i k i tʃ
106-10										t i n i tʃ i
119-10										i j t tʃ i tʃ
128-10										h o k i tʃ i
147-10										tʃ i m i tʃ i ʔ
231-10										p a n a w ʔ
232-10										p i a i a
239-10										n a m a k a n
266-10										i tʃ i m
3-10										w o r i t i
4-10										w a r i ʔ
51-10										i w e
55-10										i h a m
97-10										m a h o m a
121-10										k a p i a a k tʃ i ʔ
149-10										t o k
160-10										k i r i k
163-10										w p e n
