COGID	dutch	english	french	german
1959-2		s l eɪ p		
694-2		s n ɔː r k		
1961-2		d r aʊ m		
323-2		l iː v		
1885-2		ɡ r ɑː p		
2156-2		ɔː r + k æ l d + aʊ aɪ		
1903-2		w aʊ n d		
525-2		s w ɛ l ɪ ŋ		
276-2		l æ m		
274-2		θ iː p		
278-2		b l ɪ n d		
258-2		d r əʊ d ə aʊ ŋ		
256-2		n eɪ k		
383-2		s t		
207-2		r iː p		
376-2		d r ɪ ŋ k		
2014-2		b uː t		
2009-2		əʊ v ə		
2003-2		k eɪ z l̩		
2024-2		p æ n		
1321-2		r əʊ p		
1976-2		t ɑː ŋ		
1243-2		m ɔː l r iː d		
1265-2		p æ l		
1261-2		s aɪ		
655-2		b r aɪ t		
650-2		d iː		
1532-2		k n eɪ d		
-36-2		s ɔ p		
34-2		b ɔ n		
-1647-2		l aɪ		
-1615-2		ɔː l		
125-2		f uː t		
1659-2		h aɪ n ɪ ŋ		
1661-2		m ɔː l		
1676-2		b ɔ t l̩		
480-2		d r æ d eɪ z		
1466-2		k l iː d ɪ ŋ		
2277-2		w əʊ l		
2271-2		f aɪ l s		
2293-2		l ɔː r		
624-2		s p aɪ n		
628-2		s p aɪ n d l̩		
626-2		w ɛ v		
633-2		n ɛ d l̩		
1185-2		s aʊ ɪ d m ɪ k r		
1179-2		h aɪ t		
2168-2		k æ m		
1952-2		d ɪ r		
899-2		l iː d		
922-2		b ɔː t		
-934-2		l æ m p		
916-2		d r ɔ		
1726-2		f uː l		
2108-2		p l aɪ		
1133-2		f uː z		
2114-2		s p æ d		
1272-2		r ɔ t		
1979-2		ɡ r eɪ s		
1989-2		h iː		
-2260-2		p l æ n s		
70-2		b ɔː k		
-89-2		w aɪ n s t ɪ k		
-12-2		p iː p		
713-2		s ɔː p		
747-2		n eɪ t l̩		
308-2		d aʊ n		
289-2		b ɪ n d		
1930-2		b r eɪ k		
1928-2		s p ɑː d d		
858-2		s t r r k k		
1577-2		ɔː p + h æ ŋ		
908-2		w ɛ s		
648-2		b ɔ r		
1855-2		ɡ p r h ɔː l		
657-2		h æ m ə r		
2058-2		n ʊ ə l̩		
949-2		s m ɪ d		
1642-2		s ɔ t		
1640-2		z ɪ l v r		
1633-2		ɡ z		
1630-2		t ɪ n		
1469-3			ʃ o z	
2047-3			ʀ o t	
2054-3			t u t t ʀ	
1375-3			l ə a	
760-3			v u t t	
756-3			ʀ ɛ s	
726-3			t ʀ	
1351-3			ʀ l i t t v u t	
1353-3			ʀ l i ʀ t ʀ	
412-3			f o a ɡ ʀ t o t	
406-3			o a ɡ t t f	
1005-3			ʀ ɛ s p ə p t ʀ	
1012-3			ʀ ɛ s l t ʀ	
1016-3			v a t	
1069-3			a	
509-3			p u a	
693-3			t l a ʀ	
2179-3			t ɑ̃ e	
1753-3			p ə i	
1131-3			v u a f ʀ	
1198-3			b ɔ z	
2032-3			s ɑ̃ z	
2241-3			u ʃ	
2244-3			l ə p	
610-3			t b	
945-3			s ɑ̃ t	
1534-3			l ə s	
384-3			ʃ o ɡ	
1650-3			b ɔ	
1663-3			ʃ o a s	
2279-3			l ɑ̃ t b	
471-3			ʃ o z e	
1385-3			ʀ o e	
792-3			e u	
1111-3			l o ʀ	
197-3			ʃ o t	
2020-3			l a i	
867-3			e ɑ̃ t t ʀ t	
1970-3			p p l ʀ	
1230-3			t y t t	
2017-3			t b	
2183-3			ʀ ɛ b ʀ	
1521-3			f ɔ	
1755-3			e ɑ̃ t	
1760-3			ʀ u e	
1196-3			ʃ o	
575-3			a l ʀ	
2014-3			ʀ u ʀ t	
1321-3			s a ɡ	
1265-3			p u a	
1469-4				z ɛ n t
2047-4				z ʊ n ə
2054-4				d ʊ n t ə r
1375-4				l ɪ x t ə
760-4				v ɪ n t
756-4				ʃ n +
726-4				m yː d r ʊ
1351-4				ɡ r a n d ə aː ə ə r
1353-4				ɡ r a t + m yː d m r
412-4				ʃ a oː n ə d ai n ə l a
406-4				ʃ oː n n + ə ɪ t ə l a
1005-4				ʃ t iː p l b ə ə r
1012-4				ʃ t œ f m yː d m r
1016-4				v ai t ɔy ə n + aː r
1069-4				ɪ x
509-4				f ɔ l ə n
693-4				m uː l l iː z ə l
2179-4				v ɛ s t
1753-4				f ɪ ʃ t
1131-4				v ɔ l f
1198-4				b a r t
2032-4				h a r n
2241-4				n aː s
2244-4				l ɪ p
610-4				k au iː
945-4				h ɛ r t
1534-4				l ɪ k ə n
384-4				ʃ ɔy ɡ ə n
1650-4				n oː t
1663-4				z ai l t
2279-4				l ɪ n ə n
471-4				ɡ iː ə ə
1385-4				z ai t ə n
792-4				j ɔ k ə
1111-4				m ɛ s t
197-4				ts ai d ə n
2020-4				l a ŋ
867-4				h ʊ n d ə r t
1970-4				f ɔ l ə
1230-4				t ɛ r t x ə
2017-4				n iː v n
968-4				v ɛ r t l t
1674-4				l a n t
1671-4				h aː l ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au f
-1816-4				œ s t n n
-335-4				l aː ɡ k n ə
1043-4				ʃ t r au m
423-4				ʃ t ai n
2049-4				m eː n
2062-4				ʃ t ɔ m m
2065-4				r ai ŋ ə m + b oː ɡ
1368-4				ʃ ɛ t t ɔy ə
1365-4				t au
754-4				r ɛ ŋ ə n
768-4				v ɛ r ə
1211-4				f ai r r
106-4				m a n
-98-4				b ɛ b iː ə
719-4				f aː d ə r
1341-4				z oː n
-2027-4				t a t t ə
-2026-4				m ɛ f ʏ
409-4				ʃ ʊ n n + z ʏ l ə
402-4				ʃ ɛ oː ə d ʊ n ə ə r
1014-4				ʃ t iː f + d oː ʊ ə ə r
1059-4				v iː
120-4				ʃ t a l
2183-4				ʃ t ai r r
2194-4				ɔ s t
2199-4				k a l f
2197-4				ʃ au p p
1523-4				z iː k ə
1521-4				b ɔ k ə
512-4				m ɛ r iː x
2141-4				h ɛ n
2147-4				ɡ a n s
814-4				k r eː
810-4				t au f
1755-4				z ʊ n t
1758-4				m au s ə n
1620-4				f ɪ n
1282-4				v a l f ɪ s
1136-4				f ɔ s t
1309-4				l au ts
1307-4				n ɛ t
1305-4				f l iː
711-4				v ɛ s pf
1442-4				f l iː ɡ
62-4				m ʏ k ə
-73-4				m ɛː ʃ k ai t
1810-4				h ai t
1805-4				f l ai ʃ
1813-4				h aː r
1811-4				b l au t
690-4				r ɔ pf n
2177-4				h oː x t
246-4				v ai k r + b r au
249-4				oː ɡ l l t t
1506-4				n ʊ s t f l yː ɡ ə l
2242-4				m ʊ n t
2245-4				ts ɔ ŋ
1196-4				d ɛ k ə
2174-4				ʃ ʊ l t ə r
575-4				ʊ ts ə ə l
603-4				ɛ l ə + b oː ɡ
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l au
608-4				f ɔ ts ə
596-4				ts ai n
937-4				b r ʊ s t
936-4				n aː b ə l
646-4				l ai ŋ
947-4				l ai f ə r
1606-4				h ɔ pf ə
472-4				n iː z ə n
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p aː ɡ ə n
1959-4				ʃ l iː p ə n
694-4				ʃ n eː r ə ə
1961-4				t r au m ə
323-4				l ai l ə n
1885-4				ɡ r aː f
2156-4				f a l + k au + h ai t
1903-4				v ʊ n t
525-4				ʃ v ɛ l ɪ ŋ
276-4				l a m
274-4				t au f
278-4				b l ɪ n t
258-4				t r ʊ ŋ k ə n
256-4				n ɛ x ə t
383-4				ai t ə n
207-4				r ai pf
376-4				t r ɪ ŋ k ə n
2014-4				r ɛ s t t ʊ
2009-4				au f ə n
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				ts ɔ ŋ
1243-4				m aː l ə t ai t
1261-4				z iː f ə n
655-4				b r ɔ t
650-4				t iː k
1532-4				k ɪ t t ə
-36-4				z ɔ pf
34-4				b au n
-1647-4				f ai x
-1615-4				œ f iː ə
125-4				f ɛ ts ə
1659-4				h oː n ɪ ŋ
1661-4				m ɛ l k
1676-4				b oː d ə r
480-4				t r ɪ ŋ k ə
1466-4				k l ai d ɪ ŋ n
2277-4				v ɔ l
2271-4				f ɪ l t
2293-4				l ai r ə
624-4				ʃ p ɪ n ə
628-4				ʃ p ɪ n d ə l
626-4				v ai f ə n
633-4				m aː t t
1185-4				ʃ ʊ ə + + m eː r ə r
1179-4				h aː ts
2168-4				k a m
1952-4				t r r
899-4				l a d ə r
922-4				b ɛ t
-934-4				l a m p
916-4				ts r ɔ pf
1726-4				f ɛ l t
2108-4				p l yː ɡ ə n
1133-4				f au r ə
2114-4				ʃ p aː d ə n
1272-4				r oː ɡ ə n
1979-4				ɡ r aː ʃ
1989-4				h oː x
-2260-4				p l a n ts ə n
70-4				b au k
-89-4				v ɪ ŋ ə r t
-12-4				p ai pf
713-4				ʃ a p
747-4				+ ɛ t ə l
308-4				t uː n
289-4				b ɪ n d ə n
1930-4				b r ɛ x ə n
1928-4				ʃ p l ai t ə n
858-4				ɔy t + r ɛ k ə
1577-4				h aː + h a ŋ ə n
908-4				v aː ʃ ə
648-4				b au r ə n
1855-4				h ɔ l h ɔ l ə
657-4				h aː m ə r
2058-4				n aː ɡ ə l
949-4				ʃ l a ɡ + ʃ m ɪ t
1642-4				ɡ ɔ l t
1640-4				z ɪ l f ai r
1633-4				iː r ə n
1630-4				ts ɪ n
