COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w p m m						
65-4				i w						
74-4				p a n a						
93-4				t o p a a i tʃ i						
95-4				w i k i						
106-4				t u n a i						
119-4				j j ʒ̟ ʒ̟						
128-4				p o k						
147-4				t i m u i						
231-4				p a n a w o						
232-4				p i p i m						
239-4				m a m a k a n						
266-4				i t i m						
3-4				w a a k k a						
4-4				w a p i						
51-4				u w i						
97-4				p a p a m						
109-4				u p i j i						
121-4				k a p i j a k						
149-4				t o k						
160-4				k i a i k						
163-4				u p n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t o p a k a tʃ i						
134-4				n a p a t						
135-4				k i m i t a k						
139-4				m o o tʃ						
142-4				p p t a m a						
145-4				k a t a t i tʃ i						
148-4				t a a w w a						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p a						
21-4				k a w a						
24-4				p a k a p a n						
45-4				ʒ̟ p i n j m a						
50-4				i n a						
57-4				t o k a w a n						
71-4				o m i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t u k a ʒ̟ a m t						
146-4				k k m m a						
151-4				k i w						
154-4				w e						
192-4				t u t						
205-4				i p a n						
227-4				w a p u a t						
235-4				tʃ o w i						
237-4				n a m a j u						
246-4				i w i						
250-4				m o a o t a k						
251-4				w a n a						
52-5					e t e					
56-5					i m e					
96-5					a t a s					
99-5					a i i p a					
114-5					t o k i s					
115-5					e t i e s i					
133-5					t i f a a o s i					
144-5					a t a w a s i					
150-5					k a w					
234-5					k o m					
236-5					f i k e j					
241-5					a w i j					
249-5					i s e					
1-5					w a t a					
2-5					w m m m					
65-5					i w					
74-5					f a j a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t e j i t i					
119-5					j a t i i i					
128-5					f o k s					
147-5					t i m i s i					
239-5					j a m a k a					
266-5					i t i m					
3-5					a a i i a i					
4-5					w a t i					
51-5					i w e					
55-5					i p a m					
97-5					m a f o m					
109-5					e f i r i					
149-5					t o k					
160-5					k i i i k					
163-5					e f e j					
167-5					f a					
207-5					m i					
259-5					t o w a					
66-5					k a a a k a w					
112-5					t a a i j i s					
116-5					t o f a k a s i					
134-5					j i f a t					
135-5					t i m i t e k					
139-5					m o k o s i					
142-5					f a t a m a s					
145-5					k a t a t i s i					
148-5					t a w a w					
162-5					i j i j					
166-5					i m i					
179-5					t a					
201-5					f e					
21-5					t a w					
45-5					p o j a m a a					
50-5					i j a ʔ					
71-5					o m i					
84-5					f i w a j					
91-5					m o k o j					
146-5					k i m a s s					
151-5					k i w					
154-5					w e					
192-5					t e t					
197-5					t i t i m					
205-5					i f a j					
235-5					s o w i					
237-5					m i m a j e					
250-5					m o p i t o k					
251-5					w a j a					
52-6						i t i i				
56-6						w m i i				
96-6						a tʃ i i i				
99-6						a i i k i i i				
114-6						tʃ i k i i				
115-6						w i i i i i				
133-6						tʃ i k a a i i i				
144-6						a t a w i i i i				
150-6						k a w				
234-6						k i m				
236-6						k i k w				
241-6						a w i e				
249-6						i i i				
1-6						w a t a i				
2-6						w i m m				
65-6						i w i				
74-6						k a a i				
93-6						t a k a tʃ i i				
95-6						w i k i i				
106-6						tʃ w k i i i				
119-6						i i i i i i i				
128-6						k i k i i i				
147-6						t i m i i i				
231-6						k a e a w i				
232-6						k i i i a i				
239-6						m a m a k a				
266-6						i t i m i				
3-6						w i a i k i				
4-6						w a tʃ i i				
55-6						i w a m				
97-6						m a k i m i				
109-6						i tʃ w i i i				
160-6						k i i i k				
207-6						m i				
112-6						t a a i a i i				
116-6						t i k a k a i				
125-6						k a t i m a i i				
134-6						a i tʃ a t i				
135-6						k i m i tʃ i				
139-6						m i k i i i i				
201-6						k i i				
21-6						k a w i i				
24-6						k a k i i a e				
57-6						tʃ i k a w a k				
131-6						tʃ u k a t i m i				
227-6						m a k w i t i i				
52-7							t t e			
56-7							o m e			
96-7							a a o r			
99-7							a a i k o			
114-7							t o k i r i			
115-7							e u i i o i			
133-7							t i p a a o i			
144-7							a a a a o i			
150-7							k a w n			
234-7							k o m			
236-7							p i k e n n			
241-7							a w i n n			
249-7							i u e			
1-7							w a t a			
2-7							u a m			
65-7							i w i			
74-7							p a n a			
93-7							t a p a a i r i			
95-7							a i k i			
106-7							t e b o t i			
119-7							u r i t i			
128-7							p t k o i			
147-7							t i m i t i			
231-7							p a n a a o			
232-7							p i o u o			
266-7							i t i m			
3-7							a a i o a o			
4-7							w a p i n			
51-7							e u e			
55-7							i p a m n			
97-7							m a p o m			
109-7							o p i r i n			
121-7							k a p i r a k o			
149-7							t o k			
160-7							k i a i k n			
163-7							e p e n			
167-7							p a			
207-7							m i n			
259-7							t o w a			
66-7							k a a a k a w			
125-7							k a t o m a u i			
135-7							t i m i t i n			
142-7							p a t a m o			
145-7							k a t a t i r i			
148-7							t a a a w i			
162-7							i b i n			
166-7							i m i			
179-7							t a			
201-7							p e			
21-7							t a w			
24-7							p a k a a a n			
50-7							i n a			
57-7							t o k a w a n			
71-7							o m i			
84-7							p i w a n			
131-7							t o k a t a m			
146-7							k n m o r i			
151-7							k i w			
197-7							t i t i m			
205-7							i p a n			
227-7							m a p u i t o			
237-7							m a m a p i			
246-7							i w i			
250-7							u o p i t i k n			
251-7							w a n a			
52-8								t t k		
56-8								i m a		
96-8								a t a a		
99-8								a t a k a		
114-8								t s k a m		
115-8								i s a a		
133-8								t k a a a		
144-8								a t a v a a		
150-8								k a v		
234-8								k u m		
236-8								k a k i k		
241-8								a v i		
249-8								i s e		
1-8								v a t a		
2-8								i a m		
65-8								a v		
74-8								k a k a		
93-8								t a k a a a s		
95-8								v i k		
119-8								s a t t a		
231-8								k a k a v a		
232-8								v i a a a a		
239-8								j a m a k a		
3-8								v a a a k a		
4-8								v a t a		
51-8								i v e		
55-8								i v a m		
109-8								a k i s k k		
121-8								k a k a y a k		
149-8								t u k		
163-8								v k a k		
167-8								k a		
259-8								t u v a		
66-8								k a i a k a v		
112-8								t a a a a a a		
116-8								t u k a k a s		
125-8								k a t a m a s		
145-8								k a t a t m		
45-8								s i s a j a		
91-8								m u k u j		
235-8								s a v		
246-8								i v i		
250-8								s u v a t a k a		
52-9									a t i	
56-9									i m a	
96-9									a t a ʃ	
99-9									a r i p a	
114-9									t a k a ʃ	
115-9									i r i i m	
133-9									t i p a a a a	
144-9									a t a w a ʃ	
150-9									k a w	
234-9									k a m	
236-9									p a k i n	
241-9									a w i n	
249-9									i ʃ i	
1-9									w a t a	
2-9									w i m	
65-9									a w	
74-9									p a n a	
93-9									t a p a r i ʃ i	
95-9									w i k ʔ	
106-9									t i n a r	
119-9									j a t a r a	
128-9									p a k a m	
147-9									t i m i ʃ i	
231-9									p a n a w a	
232-9									p i h i j a	
239-9									j a m a k a n	
266-9									a t i m	
3-9									w a a i k a	
4-9									w a t i	
51-9									i w i	
55-9									i p a m	
97-9									m a h a m	
109-9									i p i r i	
121-9									k a p a j a k a	
149-9									t a k	
160-9									k i i i k	
163-9									i h a n	
167-9									p a ʔ	
207-9									m i	
259-9									t a w a	
66-9									k a a a k a w	
112-9									t a a a r r a t	
116-9									t o p a k a ʃ i	
125-9									k a t i m a ʃ i	
134-9									r a p a t	
135-9									t a m a t a t	
142-9									p a t a m a m	
145-9									k a t a t i ʃ	
148-9									t a w w w a	
162-9									i j i r	
166-9									i m i	
179-9									t a	
201-9									p a	
21-9									t a w	
24-9									p a k a a a n	
45-9									h p j r m	
50-9									i n a	
57-9									t o k a w a r	
71-9									a m i	
91-9									m a k a n	
151-9									k i w	
154-9									w i	
192-9									t i t	
197-9									t i t m	
205-9									i h a r	
227-9									w a h i a t a	
235-9									ʃ a w a	
237-9									m a m a j i	
246-9									i w i	
251-9									w a n a	
52-10										i t e
56-10										i m e
96-10										a t a i
99-10										a w i t o
114-10										t o k i tʃ
115-10										y tʃ i tʃ
133-10										t i h a a tʃ i
144-10										a t a w a tʃ i
150-10										k a w
234-10										k o m
236-10										h i k y j
241-10										a w i j
249-10										i tʃ e
1-10										w a t a
2-10										w w m
65-10										i w i
74-10										h a j a
93-10										t o h a a i tʃ i
95-10										w i k i
106-10										t i j i tʃ i
119-10										m r t t i tʃ
128-10										h o k tʃ
147-10										t i m i tʃ i
231-10										h a j a w o
232-10										h i i i m
239-10										j a m a k a n
266-10										i t i m
3-10										a o a i a i
4-10										w a t i ʔ
51-10										i w e ʔ
55-10										i h a m
97-10										m a h o m
121-10										k a h i a a k tʃ i
149-10										t o k
160-10										k i i i k
163-10										w h e j
167-10										h a ʔ
207-10										m i
259-10										t o w a
112-10										t a a i tʃ i a
116-10										t o h a k a tʃ i
125-10										k a t i m t tʃ i
134-10										j i h a t
139-10										m o tʃ i tʃ i
142-10										h a t a m ʔ
145-10										k a t a t i tʃ
148-10										t a w w w
162-10										i j i j
166-10										i m i ʔ
179-10										t a
201-10										h i
24-10										h a k o w a j
45-10										i h m a m o o
50-10										i j a ʔ
71-10										o m i
84-10										h i w a j
91-10										m o k o j
146-10										k k m m a tʃ i
151-10										k i w
154-10										w w
192-10										t i t
197-10										t i tʃ i ʔ
205-10										i h a j
235-10										tʃ i w i ʔ
237-10										m i m a h i ʔ
250-10										m w a i t i k o k
251-10										w a j a ʔ
