COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
151-7							k i i			
197-7							t i i m			
205-7							i p a			
227-7							m a p i i t i a			
237-7							a m a i			
246-7							i i			
250-7							t u a i a k o			
251-7							a n a			
52-8								t e t		
56-8								m a		
96-8								a v a s		
99-8								a a e		
114-8								t e k a s		
115-8								r a s		
133-8								t a a r a s		
144-8								a v a v a s		
150-8								k a		
234-8								k		
236-8								a k e		
241-8								a v a		
249-8								s a		
1-8								v a t a		
2-8								a		
65-8								v		
74-8								a a		
93-8								t a v a r e s a		
95-8								v t		
119-8								v a t a s		
231-8								a a a		
232-8								a		
239-8								a m a k a		
3-8								v a		
4-8								v a v a		
51-8								y		
55-8								a m		
109-8										
121-8								k a k a v a k a s		
149-8								t i p a		
163-8								e a		
167-8								a		
259-8								t y v a		
66-8								k a v a k a		
112-8								t a a a s		
116-8								t a a k a s		
125-8								k a t a m a s		
145-8								k a v a t		
45-8								a m a		
91-8								a		
235-8								s		
246-8										
250-8								t e t a		
52-9									t i t	
56-9									i m a	
96-9									a r a t	
99-9									a r i k a n	
114-9									t a k i i	
115-9									i r i m i	
133-9									t i p a r a m i	
144-9									a r a w a i	
150-9									k a w	
234-9									k o m	
236-9									p a k i n	
241-9									a a w i n	
249-9									i t i	
1-9									w a t a ʔ	
2-9									w i m	
65-9									i w	
74-9									p a n a	
93-9									t a p a r i m i	
95-9									w i k i	
106-9									t i n a i ʔ	
119-9									i w i t i	
128-9									k o k i i	
147-9									t i m i i	
231-9									p a t a w i ʔ	
232-9									p a p i i	
239-9									m a m a k a n	
266-9									i t i m	
3-9									w i r i k o	
4-9									w a r i	
51-9									i w i	
55-9									i h a a m	
97-9									m a h o m a	
109-9									i p i i m	
121-9									k a p a j a a i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p i	
167-9									a p a	
207-9									m i	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t a r a j i ʃ i ʔ	
116-9									t o p a k a	
125-9									k a t i m a ʃ i ʔ	
134-9									t a p a t i	
135-9									k i m i	
142-9									a p a r a m a i	
145-9									k a r a t a t i	
148-9									t a r a w r a m a i	
162-9									i j i n	
166-9									i m i ʔ	
179-9									t a	
201-9									p w a	
21-9									k a a t a n	
24-9									p a a r i a	
45-9									a i i j a m a	
50-9									i a a	
57-9									t a t i w a i	
71-9									a m i	
91-9									m a k a r i o n	
151-9									k i w	
154-9									w i	
192-9									t i t	
197-9									t a r a i m	
205-9									i p a n	
227-9									a p w i t i	
235-9									t a w i	
237-9									p a m a j i	
246-9									i w i	
251-9									w a t a	
52-10										t i t e ʔ
56-10										i m e ʔ
96-10										a r a t ʔ
99-10										a r i k o ʔ
114-10										t o k i tʃ i ʔ
115-10										i r i tʃ i ʔ
133-10										t i p r a tʃ i ʔ
144-10										a r a w a tʃ i ʔ
150-10										k a w ʔ
234-10										k o m
236-10										p i k i ʔ
241-10										a w i ʔ
249-10										i tʃ e ʔ
1-10										w a t a ʔ
2-10										w i m ʔ
65-10										i w i tʃ
74-10										p a a
93-10										t o p a r i tʃ i ʔ
95-10										w i k i tʃ i
106-10										t i i tʃ i ʔ
119-10										i j i t i tʃ i ʔ
128-10										t o k i tʃ i ʔ
147-10										t i m i tʃ i ʔ
231-10										a a w i ʔ
232-10										i i ʔ
239-10										a m a k a ʔ
266-10										i t i m ʔ
3-10										w a r i k a ʔ
4-10										w a r i ʔ
51-10										a w i ʔ
55-10										i h a m ʔ
97-10										m a h o m a tʃ
121-10										k a i a k a i ʔ
149-10										t o k ʔ
160-10										k i r i k
163-10										i p e ʔ
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w a ʔ
112-10										t r a j i tʃ i ʔ
116-10										t o p a k a tʃ i ʔ
125-10										k a t i m a tʃ i ʔ
134-10										a p a t i a ʔ
139-10										m a m i tʃ i ʔ
142-10										p a r a m a tʃ i ʔ
145-10										k a r a t i tʃ i ʔ
148-10										t r a w r a tʃ i ʔ
162-10										i i ʔ
166-10										i m i ʔ
179-10										t a a ʔ
201-10										p e
24-10										k a
45-10										i i j a m a ʔ
50-10										i a ʔ
71-10										o m i
84-10										p i w a ʔ
91-10										m o k o r i k o
146-10										i k i m a tʃ i ʔ ʔ
151-10										k i w
154-10										w e ʔ
192-10										t a t
197-10										t i m ʔ
205-10										i p a ʔ
235-10										tʃ a w i ʔ
237-10										i m a j i ʔ
250-10										m a r o t i p a k o ʔ
251-10										w a a ʔ
