COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
1777		j ĩ ³³	j ĩ ³³				j ɔ ³³		
2910		ts ɿ ⁵⁵	ts ɿ ⁵⁵		ʈʂ ɛ̃ ⁵⁵	ts ɿ ⁵⁵			ts ɯ ⁵⁵
5694		v ɤ ⁴²	v ɤ ⁴²			f ɤ ⁴²	ɤ ⁴²		v ɤ ⁴²
5542		s e ⁵⁵		ɕ i ⁵⁵	s ao ⁵⁵	s ɿ ³⁵	s ɤ ³⁵	s u ⁵⁵	ɕ i ³⁵
2807	p ɯ ⁵⁵	v ɯ ⁵⁵			b ɔ ⁵⁵	v ɯ ⁵⁵	p ou ⁵⁵	p ɯ ⁵⁵	p ɯ ⁵⁵
6066								ŋ w e ³³	w e ³³
498		p i ⁵⁵	p i ⁵⁵	p i ⁴⁴				p e ³³	
2067	t ɯ ²¹	t ɯ ²¹	t ɯ ²¹	t i ⁵⁵		ts ɿ ³¹	t ou ²¹		t ɯ ²¹
2768	t a ⁴⁴	t a ⁴⁴	t a ⁴⁴			t a ⁴⁴	t a ⁴⁴	t a ⁴⁴	
1298	x ɛ ⁵⁵	xʰ ɛ ⁵⁵	x ɛ ⁵⁵	x ɛ ⁵⁵		x ɛ ⁵⁵	x ɛ ⁵⁵	x ɛ ⁵⁵	x ɛ ⁵⁵
2680			m o ³¹	m ɔ ³¹					
1443		t a ⁴²	t a ⁴²	t a ⁴²	t a ⁴⁴		t a ⁴²		
5148	ts ɿ ⁵⁵	ts ɿ ³⁵	ts ɛ̃ ⁵⁵	ts ɿ ³³	tɕ ɯ̃ ³³			ts ɿ ³³	ts ɿ ⁵⁵
5878	ŋ a ²¹	ŋ a ²¹	ŋ a ²¹	ŋ a ²¹	ɴ a ²¹	ŋ a ²¹			ŋ a ²¹
531	p ɔ ³¹								p e ²¹
6896	ʈʂʰ ɛ ⁵⁵		tsʰ ɛ̃ ⁵⁵	tsʰ ɯ̃ ⁵⁵	tɕ i ³³				
6203	tɕʰ i ³¹	tɕʰ i ³¹	tɕʰ i ³¹	tɕʰ i ²¹		tɕʰ i ³¹	tɕʰ i ³¹	tɕʰ i ³¹	tɕʰ i ³¹
6646	v ɤ ⁴⁴		v ɤ ⁴⁴						
2155	ʈʂ ɛ ³⁵	ts ɛ̃ ³⁵	ts ɿ ⁵⁵	ts ã ⁵⁵		ts ɛ ³⁵	ts ɛ̃ ³⁵	ts ɛ ³⁵	ts ɛ ³⁵
252	t a ³⁵	t a ⁵⁵	t a ⁵⁵	t a ³³	t i ⁴⁴	t a ³⁵	t ã ⁴²	t a ³⁵	t a ³⁵
2482	a ⁵⁵	a ⁵⁵		a ⁴⁴	a ⁵⁵			a ⁴⁴	
3825			ɣ ou ²¹	ɔ̃ ²¹	õ ³¹	o ⁴²			ɔ ²¹
2485			a ³¹			a ³¹	a ³¹		a ³¹
4116				ts ɛ ³¹					ts ɿ ³¹
882		ts ɿ ³³	ts ɿ ³³				ts ɿ ³³		ts ɿ ³³
496	ʈʂ ɤ ⁴⁴				tɕ o ⁵⁵	ts ɤ ⁴⁴	tɕ ɛ ⁴⁴	tsʰ o ³³	ts ɤ ⁴⁴
2452		p e ⁴⁴		p ẽ ⁴⁴		p e ⁴⁴		p e ⁴⁴	p e ⁴⁴
6129	v ɤ ³³			v ɛ ⁴⁴				v ɤ ³³	v ɤ ³¹
3472	s ɔ ³³	s w ɔ ³³		s u ⁴⁴	s ɔ ³³	ʃ w ɔ ²¹		s w ɔ ³³	s w a ³³
4316	p i ³¹	p i ³¹	p i ³¹	p ĩ ⁴²		p i ³¹	p i ³¹	b j ɯ ²¹	p i ³¹
300				kʰ o ⁵⁵		kʰ ɔ ⁵⁵			
180	tɕʰ ɔ ⁵⁵	ts a ³⁵	ts a ³⁵	tɕʰ ɛ̃ ⁵⁵	d a ⁵⁵		tɕʰ w ɛ ⁵⁵	ts a ⁵⁵	
6365	k w a ³⁵	k w ã ⁵⁵	k w ã ⁵⁵	k w ã ⁴⁴		k w a ³⁵	k w ã ³⁵	k w a ³⁵	k w a ³⁵
1560	ɕ i ³³	ɕ i ³³	ɕ i ³³	ɕ i ⁴⁴	s i ⁴⁴	ɕ i ³³	ɕ i ³³	ɕ i ³³	ɕ i ³³
1143	m ɛ ⁴⁴	m ɛ ⁴⁴	m ɛ ⁴⁴	m æ ⁴⁴	m a ⁵⁵	m ɛ ⁴⁴	m ɛ ⁴⁴	m ɛ ⁴⁴	m ɛ ⁴⁴
1612	ts ɯ ⁵⁵	ts ɿ ⁵⁵	ts u ⁵⁵	ts u ⁵⁵		ts ɿ ⁵⁵	ts ɿ ⁵⁵	ts ɿ ⁵⁵	ts ɿ ⁵⁵
5946	ŋ ɤ ⁴⁴							ŋ ɤ ⁴⁴	
5229						s e ³²			s e ⁴²
2469		x u ³³	x u ³³	x u ³³	x ɯ̃ ³³	x u ³³	x u ³³	x u ³³	
6993						s e ⁴⁴		ɕ ɛ ⁴⁴	s e ⁴⁴
985	t e ³³			t ẽ ⁴²	t ẽ ³³				
4942	k ɤ ³⁵	k ɔ̃ ⁵⁵	k ɤ̃ ⁵⁵	k õ ⁵⁵		k ɤ ³⁵	kʲ ɛ ³⁵	k ɯ ³⁵	k ɤ ³⁵
4729	x ɛ ⁴⁴				χ a ⁵⁵			x ɛ ⁴⁴	
1125	tɕ ɯ ⁴²	tɕ ɯ ⁴²	tɕ ɯ̃ ⁴²	tɕ ɯ̃ ³¹	tɕ i ⁴⁴	tɕ ɯ ⁴⁴	tɕ ɯ̃ ⁴²	tɕ ɯ ⁴²	tɕ ɯ ⁴²
5128	j i ³¹	j i ³¹	j i ³¹	j i ³¹		j i ³³	j i ³¹	j ɛ ³¹	j i ³¹
1036	m a ³⁵							m a ³⁵	
5017	tsʰ ɔ ³¹	tsʰ ou ³¹	tsʰ õu ³¹	tsʰ ɔ ⁴²		tsʰ o ³¹	tsʰ ã ³¹	tsʰ ɔ ³¹	tsʰ o ³¹
2876	ɯ ³¹			ɯ ⁴²		ɯ ³¹			
3486	s a ²¹	s ã ⁴²	s w ã ³¹	s w a ³³		ɕ ɔ ³³	s a ³³	s a ²¹	s ɔ ³³
1203	k ɯ ³⁵	k ɯ ⁵⁵	k ɯ ⁵⁵	k ɯ ⁴⁴	k ɯ ⁵⁵	k ɯ ³⁵	k ɯ ³⁵	k ɯ ³⁵	k ɯ ³⁵
141						t e ³³			t ɛ ³³
6089			m a ⁵⁵	m a ⁵⁵					
822	ʈʂ w e ⁴⁴	ts w e ⁴⁴	ts w e ⁴⁴	ts w e ⁴⁴	t w ɛ ⁵⁵		ts w e ⁴⁴		ts w e ⁴⁴
3213				k u ²¹	k ɤ ³¹				
4090	ɕ i ⁵⁵	ɕʰ ĩ ⁵⁵	ɕ ĩ ⁵⁵	ɕ ĩ ⁵⁵	s ẽ ⁵⁵	ɕ i ³⁵	ɕ ĩ ⁵⁵	s e ⁵⁵	ɕ i ³⁵
6688	ɲ a ⁵⁵	j ã ⁵⁵	j ã ⁵⁵	j ã ⁵⁵		ɲ j a ⁵⁵	n j a ⁵⁵	ɲ a ⁵⁵	ɲ a ⁵⁵
64	kʰ ɔ ³³	kʰ w ɔ ³³	kʰ ou ³³	kʰ u ³³	qʰ ɔ ³¹	ɔ ³³	kʰ w ɔ ³³	kʰ ɔ ³³	kʰ w ɔ ³³
317	p j ɛ ⁴⁴	p j ɛ ⁴⁴	p j ɛ ⁴⁴	p j ɛ ⁴⁴		p j ɛ ⁴⁴	p j ɛ ⁴⁴	p j ɛ ⁴⁴	p j ɛ ⁴⁴
5511	ts ɿ ²¹	ts ɿ ³¹	ts ɿ ²¹	ts ɿ ³³		tɕ i ⁴²	ts ɿ ³¹	ts ɿ ²¹	ts ɿ ²¹
5776		ts ɿ ⁵⁵					ts ɿ ³⁵		ts ɿ ³⁵
6131		t e ⁴²	t a ⁴²	t a ⁴²					
5967	tʰ ɤ ⁵⁵	tʰ ɔ̃ ³⁵	t ɤ̃ ⁵⁵	tʰ ɔ̃ ⁵⁵		tʰ ɤ ⁵⁵	tʰ ɤ̃ ⁵⁵	tʰ ɯ ⁵⁵	tʰ ɤ ⁵⁵
1946					x a ⁴⁴	x ɯ ⁵⁵			
5785	pʰ u ³¹	pʰ u ³¹	pʰ u ³¹	pʰ u ³¹		pʰ ɔ ³¹	pʰ u ³¹	pʰ u ³¹	pʰ u ³¹
1411	tsʰ w a ³³	tsʰ w ã ³³	tsʰ w ã ³³	tɕʰ w ã ⁴⁴		tʃʰ w a ³³	tsʰ w ã ³³	tsʰ w a ³³	tsʰ w a ³³
4117					x ɯ̃ ³³			x ɯ ³¹	
5274	ʈʂʰ ɛ ³³	tsʰ ɛ̃ ³³	tsʰ ɛ̃ ³³	tsʰ ɛ̃ ⁴⁴		tsʰ ɛ ³³	tsʰ ɛ̃ ³³	tsʰ ɛ ³³	tsʰ ɛ ³³
5641	t a ³¹	t a ³¹	t a ²¹	t a ²¹	d j ɛ ⁴²	t a ³¹	t a ³¹	t a ³¹	t a ²¹
3291		sʰ ɯ ⁴⁴	s ɯ ⁴⁴	s ɯ ⁴⁴		z ɯ ⁴⁴			s ɯ ⁴⁴
608	kʰ u ³³	kʰ u ³³	kʰ u ³³	kʰ u ⁴⁴	qʰ ɤ ³³	kʰ u ³³	kʰ u ³³	kʰ u ³³	kʰ u ³³
6579					tɕʰ o ³¹		tɕ ɛ ²¹	tsʰ u ³¹	
1113	z ɿ ²¹	z ɛ ²¹	s ɛ̃ ²¹	ʐ e ²¹		s ɿ ²¹	z ɛ̃ ²¹	z ɛ ²¹	z ɿ ³¹
4635	ʈʂ ɔ ⁴²				tɕ a ⁴²	ts o ³¹	k w ɔ ⁴²	k ɔ ³¹	tɕʰ o ⁴²
3344				k ã ⁵⁵	q a ⁵⁵				
6471	ts ɿ ⁴⁴				ʈʂ æ ⁵⁵				
1864	s e ⁴²	s ẽ ⁴²	s e ⁴²	s ɛ̃ ⁴²	s æ̃ ⁴²	s e ³²	s ẽ ⁴²	s ɛ ⁴²	s e ³²
1441	tʰ j ɔ ⁵⁵					tʰ j ɔ ⁵⁵		tʰ j ɔ ⁵⁵	
5057	z ɿ ³¹	z ɿ ³¹	s ɿ ²¹	ʐ ɯ ³³		s ɿ ³¹	z ɿ ³¹		z ɿ ³¹
1277			x ɯ̃ ³³					x ɯ ³³	x ɯ ³⁵
4638		k u ²¹	k u ²¹	k ɯ ³¹	tɕ i ³¹				
3626	ʈʂ w ɛ ⁵⁵							ts w ɛ ⁵⁵	
337	ʈʂ ɤ ⁴⁴	ts w ɔ ⁴⁴	ts ɤ ⁴⁴	ts ao ⁵⁵	tɕ o ⁵⁵	ts ɤ ⁴⁴	ts ɛ ⁴⁴	ts ɤ ⁴⁴	ts ɤ ⁴⁴
4276	p ɔ ³¹				p o ³³	p ɔ ²¹		p ɔ ³¹	
2249		m ɯ ³¹	m ɯ ²¹		m ɯ̃ ³¹		m u ³¹	m ɯ ³¹	
6800	t ɔ ²¹	t ɯ ²¹	t o ²¹		t ɔ ³¹		t ɔ ²¹		
664						m u ³³			m u ³³
6719	pʰ ɛ ⁵⁵	pʰ ɛ̃ ⁵⁵				pʰ ɛ ⁵⁵	pʰ j ɛ ⁵⁵	pʰ ɛ ⁵⁵	
2989	kʰ ɯ ³¹	kʰ ɯ ³¹	kʰ ɯ ³¹			kʰ ɯ ³¹	k ou ³¹	kʰ ɯ ³¹	kʰ ɯ ³¹
6488						z ɤ ³³			z ɤ ³¹
128	ŋ ɔ ³¹	ŋ ɔ ³¹	ŋ o ³¹	ŋ ɔ̃ ³¹	ɴ ɔ ⁴²	ŋ ɔ ³¹	ŋ ɔ ³¹	ŋ ɔ ³¹	ŋ ɔ ³¹
6531	j ɯ ⁴⁴	j ɯ ⁴⁴	j ɯ ⁴⁴	j ɯ ⁴⁴	j ɔ ³¹		j ou ⁴⁴	j ɯ ⁴⁴	j ɯ ⁴⁴
4004	ŋ ɯ ⁵⁵	ŋ ɯ ⁵⁵		ŋ ɯ ⁵⁵	ɴ ɔ ⁵⁵	ŋ ɯ ⁵⁵	ŋ ɯ ⁵⁵	ŋ ɯ ⁵⁵	ŋ ɯ ⁵⁵
6897	p e ²¹	pʰ ĩ ³¹		pʰ i ³³		p e ²¹			
6320	pʰ i ³¹	pʰ ĩ ³¹		pʰ ĩ ³¹		pʰ i ³¹		pʰ i ³¹	pʰ i ³¹
3410			pʰ j ɯ ⁴⁴	pʰ j ɯ ⁴⁴					
1336		m i ⁵⁵	m i ⁵⁵	m i ⁵⁵		m i ³¹	m i ³¹		
5852		k ɛ ⁴²				k e ⁵⁵	kʲ ɛ ⁴²		
5298	kʰ w a ⁵⁵	kʰ w ã ⁵⁵	kʰ w ã ⁵⁵	kʰ w ã ⁵⁵		kʰ w a ⁵⁵		kʰ w a ⁵⁵	kʰ w a ⁵⁵
3780	ŋ w e ⁴²	w ɛ ⁴²	w ẽ ⁴²	w ẽ ⁴²		w e ³²	w ẽ ⁴²	ŋ w e ⁴²	w e ³²
3854	ŋ w a ⁴⁴	w ã ⁴⁴	w ã ⁴⁴	w ã ⁴⁴		w a ⁴⁴	w ã ⁴⁴	ŋ w a ⁴⁴	w a ⁴⁴
5341	ʈʂʰ u ⁵⁵	tɕʰ u ³⁵	tsʰ u ⁵⁵	tsʰ u ⁵⁵		tʃʰ u ⁵⁵	tɕʰ u ⁵⁵	tsʰ u ⁵⁵	
3113	t ɯ ²¹	t ɯ ²¹	ts ɿ ³¹	t j ɯ ²¹		ts ɿ ²¹	t ɛ ²¹		t ɯ ²¹
2436		p e ⁴⁴		p ẽ ⁴⁴		p e ⁴⁴			p e ⁴⁴
4136	p i ²¹					p i ²¹	p i ³³	p i ²¹	p i ²¹
5181	ŋ e ²¹	ŋ ɛ ²¹	ŋ ɛ ²¹	ŋ ẽ ²¹		ŋ e ²¹	n i ²¹	ŋ ɛ ²¹	ŋ ɛ ²¹
1444		k ɔu ³³	k o ³³	k o ⁴⁴	k ɔ ³³		k ɔu ³³		tɕʰ ɔ ⁵⁵
924	m ɔ ⁵⁵	m ɔu ⁴⁴	m o ⁴⁴	m ão ⁴⁴		m ɔ ⁵⁵	m ɔ ⁵⁵	m o ³³	m ɔ ³³
2384	m a ³³	m a ³³	m a ³³	m a ³³	m j ɛ̃ ³³	m a ²¹	m a ³³	m a ³³	m a ³³
1214	p e ²¹					pʰ i ²¹		p e ²¹	
5623	ɣ ɔ ³³	kʰ ɔ ³³	kʰ o ³³	kʰ u ⁴⁴		o ³³	kʰ ɔ ³³	kʰ ɔ ³³	kʰ ɔ ³³
4875	t i ³⁵							t i ³⁵	
6242	l ɔ ²¹	l ɔ ²¹	l ou ²¹	l ao ²¹	l ao ³¹	l ɔ ²¹	l o ²¹	l ao ²¹	l ɔ ²¹
1541			pʰ ĩ ⁴⁴			pʰ i ⁵⁵	p ĩ ⁵⁵		
2529	l ɤ ⁴⁴	l w ɔ ⁴⁴	l u ⁴⁴	l ao ⁴⁴			l ɯ ⁴⁴	l ɤ ³³	l ɤ ⁴⁴
5098	k ɯ ²¹	k ɯ ²¹	k ɯ ²¹	k ɯ ⁴²	q ɯ ³¹	k ɯ ²¹	k ou ²¹	k ɯ ²¹	k ɯ ²¹
1580	kʰ u ²¹	tɕʰ ɯ̃ ⁵⁵	tɕʰ ɯ̃ ⁴²			tɕ ɯ ³¹	tɕ a ⁴⁴	tɕʰ ɯ ³¹	tɕʰ ɯ ⁴²
6180	ts ɿ ⁵⁵	ts ɿ ⁵⁵	ts ɿ ⁵⁵	ts ɿ ⁴⁴	ts ɿ ⁴⁴	ts ɿ ⁵⁵	ts ɿ ⁵⁵	ts ɿ ⁵⁵	ts ɿ ⁵⁵
4163				p ɛ ³¹	p ã ³¹				
4277		f ɤ ³³	f ɤ ³³						
108	ɲ ɯ ⁴²	j ɯ̃ ⁴²	j ɯ̃ ⁴²	j ɯ̃ ⁴²				ɲ ɯ ⁴²	ɲ ɯ ³²
2979	ʈʂ ɤ ³¹	ts w ɔ̃ ⁴²	ts ɤ̃ ²¹	ts ɔ ²¹	tɕ ʊ ³¹	ts ɤ ²¹	tɕ ɛ̃ ³¹		ts ɤ ²¹
4530	ʈʂ ɯ ³¹	ts ɯ ³¹	ts ɯ ³¹	ts ɯ ²¹	ɖ ɯ ³¹			dz ɯ ³¹	ts ɯ ³¹
6088	p a ⁵⁵	v a ⁵⁵			b i ⁵⁵	v a ⁵⁵	p a ⁵⁵	p a ⁵⁵	p a ⁵⁵
5329	kʲ e ⁴²	k ɛ ⁴²	k e ⁴²	k e ⁴²		k e ³²	kʲ i ⁴²	k ɛ ⁴²	k e ⁴²
2036	w e ⁴²	w e ⁴²	w ẽ ⁴²	w e ⁴²		w a ³²	w e ⁴²	w ɛ ⁴²	w e ⁴²
2969	ɤ ⁴⁴		ɤ ⁴⁴			v ɤ ⁴⁴	ɛ ⁴⁴	ʔ ɯ ⁴⁴	v ɤ ⁴⁴
2830	ʂ e ⁴²	s ẽ ⁴²	s ẽ ⁴²	s ẽ ⁴²				s e ⁴²	s e ⁴²
2016	kʲ ɛ ³⁵	k ɛ̃ ⁵⁵	k ɛ̃ ⁵⁵	k ɛ̃ ⁵⁵		k ɛ ³⁵	kʲ ɛ̃ ³⁵	k ɛ ³⁵	kʲ ɛ ³⁵
351	t ɯ ⁴²	t ɯ ⁴²				t ɯ ⁴²	t ɯ̃ ⁴²	t ɯ ²¹	t ɯ ³²
2889	tɕʰ i ⁵⁵	tɕʰ ĩ ⁵⁵	tɕʰ ĩ ⁵⁵	tɕʰ ĩ ⁵⁵	tsʰ ẽ ⁵⁵	tɕʰ i ⁵⁵	tɕʰ ĩ ⁵⁵	tɕʰ i ⁵⁵	tɕʰ i ⁵⁵
1039		s ɿ ⁵⁵	s ɿ ⁵⁵	s ɿ ⁵⁵		s ɤ ⁵⁵			s ɿ ⁵⁵
473	u ²¹	u ²¹	u ²¹	w ɔ ²¹		u ²¹	u ²¹	w u ²¹	u ²¹
2292	m ɛ ³¹	m u ³³	m i ³¹	m ɛ ³¹	m ã ³¹	m u ³¹	m ou ³¹	m ɛ ³¹	m e ³¹
2215	m u ²¹	m ɯ ²¹	m o ²¹	m ɯ ²¹		m u ²¹	m ou ²¹	m u ²¹	m u ²¹
6752			ɛ ⁵⁵	ɛ ⁵⁵					
296	p ɯ ⁴⁴	p ɯ ⁴⁴		p i ³³	p ɯ ⁵⁵				p ɯ ⁴⁴
2293	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ i ⁴⁴				ɕ i ⁵⁵	
4812	z ɔ ²¹	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²		ɣ ou ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²
1583			kʰ w ɛ ⁵⁵					kʰ w ɛ ⁵⁵	
923	ɕ ɔ ³¹					ɕ ɔ ³¹	c õ ⁴²	ɕ ɔ ³¹	ɕ o ³¹
6801		m a ⁴⁴		m ɯ̃ ⁵⁵					
6876		kʰ w ɔ ³⁵							k w a ⁴⁴
1657					l u ³¹				l ɤ ²¹
1748			k w ã ⁵⁵	k w ã ⁵⁵					
703				ts e ⁴⁴	ts ɛ ⁴⁴				
5360	kʰ ɤ ³³	kʰ w ɔ ³³	kʰ ɤ ³³	kʰ w ɛ ³³	tɕʰ ɛ̃ ³³	kʰ ɤ ³³	kʰ ɛ ³³	kʰ ɤ ³³	kʰ ɤ ³³
5900		v ɤ ³³	ɤ̃ ³³						
948				v ɛ ³³	v e ³³				
4923	ʈʂ ɛ ⁴²	ts ɛ̃ ⁴²	ts ɛ ⁴²	ts ɛ̃ ⁴⁴	c ã ⁴⁴	ts ɛ̃ ⁴⁴	ts ɛ̃ ⁴²	ts ɛ ³¹	ts ɛ ³²
4164						tʰ a ⁵⁵			tʰ a ⁵⁵
517	ts ɿ ⁵⁵				tɕ ɛ̃ ⁵⁵			ts ɿ ⁵⁵	
2990	p ɔ ³¹				b o ⁵⁵	p ɔ ²¹			
5814	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴⁴				
5830	pʰ i ³¹	pʰ ĩ ³¹	pʰ ĩ ³¹	pʰ ĩ ³¹		pʰ i ³¹		pʰ i ³¹	pʰ i ³¹
4070						ts ɿ ³³	tɕ ɿ ³³		ts ɿ ³³
4069						p ɔ ³⁵			p ɔ ³⁵
2236	ʐ ɯ ²¹	z ɯ̃ ²¹	s ɯ̃ ²¹	ʐ ɯ ²¹		s ɯ ²¹	z ɯ̃ ²¹	z ɯ ²¹	z ɯ ²¹
4707	m a ³⁵	m a ⁵⁵	m j a ⁵⁵	m a ⁴⁴		m a ³⁵	m a ³⁵	m a ³⁵	m a ³⁵
5831						m i ⁴⁴			m i ⁴⁴
6158	kʰ a ⁴⁴	kʰ a ⁴⁴	kʰ a ⁴⁴	kʰ a ⁴⁴	qʰ a ⁵⁵	kʰ a ⁴⁴	kʰ a ⁴⁴	kʰ a ⁴⁴	kʰ a ⁴⁴
5926	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³	ts ɿ ³³		ts ɿ ³³	ts o ³³	ts ɿ ³³	ts ɿ ³³
