COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
884-4				g u n d i
166-4				g u n d i
918-4				o b ɛ r o
831-4				h a ʃ e
616-4				b iː
84-4				h o ʃ ɛ l a
346-4				h oː h u l u
601-4				z i g i
177-4				k o f o
341-4				k o l o
1066-4				f e n s i ŋ a
318-4				a f a ʃ i
241-4				m a ʃ a a o
556-4				h o n d u ŋ u
191-4				ɓ o m b i l
458-4				o s i s i
1-4				h o n g i r a
751-4				r o
864-4				o ŋ o n a a i
154-4				o a m o n z i
278-4				o m i l o
766-4				ʃ oː r a
251-4				o g u r u
582-4				o u ŋ a
6-4				o l i
1106-4				n g o
473-4				i n
1111-4				h o θ u
957-4				m a r
41-4				b Ø a
566-4				a f a Ø f o r o s
742-4				Ø g Ø
1044-4				ʃ i m b i l
13-4				l h a m i s
720-4				Ø s ɛ l a
837-4				m Ø ʃ i
946-4				ɓ ɛ ŋ g o
820-4				Ø ʃ o Ø
405-4				b ə d a
134-4				ɓ ə ɗ i i
1078-4				m Ø h i
429-4				b o Ø o ʃ
187-4				b u s Ø i g e
438-4				n d Ø
