COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
278-2		m i l o ʔ i		
766-2		ʃ oː r a		
251-2		a g u r u		
582-2		u ʔ e ŋ e		
6-2		a l i		
1106-2		ŋ g o		
473-2		i n e		
1111-2		h a l u		
957-2		m a r e		
41-2		b i e		
468-3			θ aː b ə	
222-3			a b ə b Ø ʔ i	
208-3			ə b u r b u d u	
962-3			ə g ɔ r m ə	
203-3			ə g u d i ʔ	
138-3			m ʃ i l e	
504-3			ɗ ɔː ʃ ɛ a	
662-3			p ʔ u d a	
478-3			g ɔː ɗ a	
409-3			ə r e	
410-3			g u n d i	
256-3			p ʔ aː l e	
622-3			n d u	
546-3			n d u	
547-3			ʃ ɛ f ə ʔ	
847-3			ɲ ɛ n d i g i	
95-3			b ɛ ɗ i	
105-3			b ɛ n i	
510-3			b ɔ ʃ ə	
951-3			m b ə m ə r e	
1116-3			m b ə m ə	
149-3			p ʔ u z ʔ i	
376-3			p ʔ ə l i	
815-3			g ɔ r m m ə	
453-3			ɗ u ŋ e	
67-3			ɗ a ʃ e	
47-3			d ɔ k ɔ θ a	
869-3			ɗ ʊː θ ə	
57-3			k aː g u	
303-3			ʔ aː z ʔ i ə	
443-3			g i r a	
884-3			g u n d	
166-3			g u n d u	
918-3			ə b ɛ r e	
831-3			h Ø m ʃ e	
616-3			b iː e	
84-3			h ɔ ʃ a l a	
346-3			h ɔ h ɔ l u	
601-3			s i g i	
177-3			k ʔ ə f ə ŋ	
341-3			k ʔ ɔ l ə	
1066-3			f ɛ n d i ŋ a	
318-3			ʊ f i s i	
241-3			m aː m ʃ ɔ	
556-3			h ə n d ʊ ŋ u	
191-3			p ʔ i m b i l	
458-3			ə s ʔ i s ʔ i	
1-3			h ə ŋ g ɪ r	
751-3			r ɔ	
864-3			ə ŋ ɔ n i	
154-3			ə ʔ m aː n s i	
278-3			aː m i l u ʔ i	
766-3			ʃ ɔː r a	
251-3			ə g u r u	
582-3			ɔ ɔ ŋ	
6-3			ə l i	
1106-3			ɲ g ɔ	
473-3			ɪ e	
1111-3			h ə l u	
957-3			m ə r e	
468-4				θ o b a
222-4				a b aː b Ø n
208-4				a b u r b u d u
962-4				a g o r a
203-4				a g u d i a a
138-4				ʃ i l e
504-4				ɗ oː ʃ a a a
662-4				ɓ u d a a a
478-4				g o ɗ a
409-4				a r e
410-4				g u n d i
256-4				ɓ aː l a
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n ɛ d i g i
95-4				b ɛ ɗ i
105-4				b o a i
510-4				b o ʃ a
951-4				m b ə m a r e
1116-4				m b ə m a
149-4				ɓ u s i
376-4				ɓ a l i
815-4				g o r a
453-4				ɗ u n a
67-4				ɗ aː ʃ e
47-4				ɗ o k o θ a a a
869-4				ɗ uː θ a
57-4				k aː g u
303-4				g a o s i a
443-4				g e r a
884-4				g u n d i
166-4				g u n d i
918-4				a b aː r o
831-4				h aː ʃ e
616-4				b iː e
84-4				h o ʃ a l a
346-4				h oː h u l u
601-4				z i g i
177-4				k a f a
341-4				k o l a
1066-4				f e n s i ŋ a
318-4				a f e ʃ i
241-4				m aː ʃ a a o
556-4				h a n d u ŋ u
191-4				ɓ o m b i l
458-4				a s i s i
1-4				h a n g i r a
751-4				r o
864-4				a ŋ o n a a i
154-4				a a m o n z i
278-4				o m i l o
766-4				ʃ oː r a
251-4				a g u r u
582-4				o o ŋ a
6-4				a l i
1106-4				n g o
473-4				i n e
1111-4				h a θ u
957-4				m a r e
41-4				b Ø a
