COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
5447-1	tɕʰ i ⁵⁵								
3702-1	s e ³³								
1549-1	s e ³³								
2394-1	k ɔ ⁴²								
1-1	m e ⁴²								
2947-1	t ɯ ²¹								
4653-1	kʲ ɛ ⁴²								
4989-1	kʲ ɛ ⁴²								
3749-1	l ɔ ⁴⁴								
3452-1	tɕʰ ɛ ⁵⁵								
598-1	n a ⁵⁵								
638-1	k ɯ ²¹								
2819-1	p ɔ ⁴²								
4477-1	kʰ w a ⁴⁴								
4487-1	ts ɿ ³³								
4666-1	tɕ i ⁴⁴								
5661-1	t a ⁴²								
5263-2		xʰ ẽ ⁵⁵							
452-2		t ɯ ²¹							
4342-2		t ɯ ²¹							
4344-2		ts ɯ ³³							
5487-2		t ɯ ²¹							
1401-2		p ɔu ⁴⁴							
6496-2		ts ɯ ⁵⁵							
1064-2		l a ⁵⁵							
1065-2		ts ɿ ³³							
6617-2		t ɔ ²¹							
4367-2		t a ⁴⁴							
4378-2		ɕ i ⁵⁵							
4379-2		l i ⁵⁵							
3984-2		sʰ e ³³							
5086-2		ts w ɔ ³³							
3333-2		sʰ i ⁴⁴							
2226-2		s w ɔ ⁴⁴							
2373-2		k w ɔ ³³							
2363-2		sʰ ã ⁵⁵							
672-2		ts ɿ ⁵⁵							
673-2		k ɯ ⁵⁵							
2690-2		p ɔu ²¹							
6337-2		p a ⁴⁴							
6319-2		ts ɿ ⁴²							
2617-2		sʰ ɯ ³³							
2066-2		sʰ ɯ ³³							
2094-2		sʰ ɯ ³³							
2096-2		k ɔ ⁴²							
798-2		p a ⁴²							
6668-2		ɕ i ³³							
4028-2		t e ⁴⁴							
6555-2		k w a ⁴⁴							
2281-2		k ã ⁵⁵							
701-2		k w a ⁴⁴							
628-2		sʰ w a ⁴⁴							
3096-2		ts ɿ ³³							
3021-2		ts ɿ ²¹							
2708-2		ɕʰ ĩ ⁵⁵							
3462-2		k ã ⁵⁵							
1932-2		sʰ i ³³							
6469-2		sʰ e ³³							
4454-2		j i ⁴⁴							
4455-2		k ã ⁵⁵							
6926-2		m ɛ ³³							
6927-2		j i ⁴⁴							
3916-2		m ɛ ³³							
6822-2		t j ĩ ⁴⁴							
5417-2		ts ɿ ³³							
1959-2		xʰ ɔu ⁵⁵							
1960-2		t w ɔ ⁵⁵							
2899-2		xʰ ɔu ⁵⁵							
3651-2		ts ɿ ³³							
811-2		k ɔ ²¹							
1633-2		m ɛ ³³							
1775-2		k ã ⁵⁵							
5801-2		k ɔ ⁴²							
4769-2		l ɔ ³¹							
3720-2		k ã ⁵⁵							
6446-2		m ɛ ³³							
1255-2		p ɛ ⁵⁵							
3595-2		j i ⁴⁴							
1600-2		p e ²¹							
242-2		ts ɿ ³³							
3739-2		k ɔ ²¹							
5984-2		ts ɿ ²¹							
838-2		sʰ ã ⁵⁵							
839-2		t ɔu ⁴²							
3149-2		j i ⁴⁴							
2829-2		ts w ɔ ²¹							
4602-2		tɕ i ⁵⁵							
5225-2		l ɔ ²¹							
3933-2		s w ɔ ³¹							
5763-2		ts ɿ ⁴²							
2134-2		ɕ i ⁵⁵							
5724-2		t ɯ ⁵⁵							
5704-2		ts ɿ ⁴²							
5705-2		k w ẽ ⁵⁵							
5037-2		tɕ i ⁵⁵							
5038-2		t ã ⁵⁵							
4332-2		ts ɿ ³³							
5447-2		tɕʰ ɛ̃ ⁵⁵							
3702-2		sʰ i ³³							
1549-2		sʰ e ³¹							
2394-2		k w ɔ ⁴²							
1-2		m e ⁴²							
2947-2		t ĩ ²¹							
4653-2		k ɔ ⁴²							
4989-2		k ɔ ⁴²							
3749-2		l ou ⁴⁴							
3452-2		tɕʰ ɛ̃ ⁵⁵							
598-2		n a ²¹							
638-2		k ɯ ⁵⁵							
2819-2		p ɔu ⁴²							
4477-2		k w a ⁴⁴							
4487-2		ts ɿ ⁵⁵							
4666-2		tɕ i ⁴⁴							
5661-2		t a ⁴²							
5263-3			x ẽ ⁵⁵						
452-3			t ɯ ²¹						
4342-3			t ɯ ²¹						
4344-3			ts ɿ ⁵⁵						
5487-3			t ɯ ²¹						
1401-3			p ou ⁴²						
6496-3			ts ɯ ⁵⁵						
1064-3			l ã ⁵⁵						
1065-3			ts ɿ ³³						
6617-3			t ou ²¹						
4367-3			t a ⁴⁴						
4378-3			ɕ i ⁵⁵						
4379-3			l i ⁵⁵						
3984-3			s e ³³						
5086-3			ts ɤ ³³						
3333-3			s e ⁴⁴						
2226-3			s a ⁵⁵						
2373-3			kʰ ou ³³						
2363-3			s ã ⁵⁵						
672-3			ts ɿ ⁵⁵						
673-3			k ɯ ⁵⁵						
2690-3			p ou ²¹						
6337-3			p a ⁴⁴						
6319-3			ts ɿ ⁴²						
2617-3			s ɯ ³³						
2066-3			s ɯ ³³						
2094-3			s ɯ ³³						
2096-3			k ɛ ⁴²						
798-3			p a ⁴²						
6668-3			ɕ i ³³						
4028-3			t e ⁴⁴						
6555-3			k w a ⁴⁴						
2281-3			k ã ⁵⁵						
701-3			k w a ⁴⁴						
628-3			s w a ⁴⁴						
3096-3			ts ɿ ³³						
3021-3			ts ɿ ²¹						
2708-3			ɕ ĩ ⁵⁵						
3462-3			k ã ⁵⁵						
1932-3			s e ³³						
6469-3			s e ³³						
4454-3			j ĩ ⁴⁴						
4455-3			k ã ⁵⁵						
6926-3			m ɛ ³³						
6927-3			j ĩ ⁴⁴						
3916-3			m ɛ ⁴⁴						
6822-3			t j ɯ ⁴⁴						
5417-3			ts ɿ ³³						
1959-3			x ou ⁵⁵						
1960-3			t ɤ ²¹						
2899-3			x ou ⁵⁵						
3651-3			ts ɿ ³³						
811-3			k ɛ ²¹						
1633-3			m ɛ ²¹						
1775-3			k ã ⁵⁵						
5801-3			k ɛ ⁴²						
4769-3			l ou ³¹						
3720-3			k ã ⁵⁵						
6446-3			m ɛ ³³						
1255-3			p ɛ ⁵⁵						
3595-3			j i ⁴⁴						
1600-3			p e ²¹						
242-3			ts ɿ ⁵⁵						
3739-3			k ɛ ²¹						
5984-3			ts ɿ ²¹						
838-3			s ou ⁵⁵						
839-3			t ou ⁴²						
3149-3			j i ⁴⁴						
2829-3			ts ɤ ²¹						
4602-3			tɕ i ⁵⁵						
5225-3			l ou ²¹						
3933-3			s ɤ ³¹						
5763-3			ts ɿ ⁴²						
2134-3			ɕ i ⁵⁵						
5724-3			t ɯ ⁵⁵						
5704-3			ts ɿ ⁴²						
5705-3			k w ẽ ⁵⁵						
5037-3			tɕʰ i ⁵⁵						
5038-3			t ã ⁵⁵						
4332-3			ts ɿ ³³						
5447-3			tɕʰ ɛ̃ ⁵⁵						
3702-3			s i ³³						
1549-3			s e ³³						
2394-3			k ɛ ⁴²						
1-3			m e ⁴²						
2947-3			t ɯ ²¹						
4653-3			k ɛ ⁴²						
4989-3			k ɛ ⁴²						
3749-3			l a ⁴⁴						
3452-3			tɕʰ ɛ̃ ⁵⁵						
598-3			n a ²¹						
638-3			k ɯ ⁵⁵						
2819-3			p ɛ ⁴²						
4477-3			kʰ w a ⁴⁴						
4487-3			ts ɿ ³³						
4666-3			tɕ i ⁴⁴						
5661-3			t a ⁴²						
5263-4				x ẽ ⁵⁵					
452-4				t j ɯ ²¹					
4342-4				t j ɯ ²¹					
4344-4				ts ɯ ⁵⁵					
5487-4				t j ɯ ²¹					
1401-4				p u ⁴⁴					
6496-4				ts ɯ ⁵⁵					
1064-4				l a ⁵⁵					
1065-4				ts ɿ ⁴⁴					
6617-4				t j u ²¹					
4367-4				t a ⁴⁴					
4378-4				ɕ i ⁵⁵					
4379-4				l ĩ ⁵⁵					
3984-4				s ẽ ⁴⁴					
5086-4				ts u ³³					
3333-4				s i ⁴⁴					
2226-4				s u ⁴⁴					
2373-4				k u ³³					
2363-4				s ã ⁴⁴					
672-4				tsʰ ɿ ⁵⁵					
673-4				k ɯ ⁵⁵					
2690-4				p ao ²¹					
6337-4				p a ⁴⁴					
6319-4				ts ɛ̃ ⁴²					
2617-4				s ɯ ⁴⁴					
2066-4				s ɯ ⁴⁴					
2094-4				s ɯ ⁴⁴					
2096-4				k ɛ ³³					
798-4				p a ⁴²					
6668-4				ɕ i ⁴⁴					
4028-4				t ɯ ⁴⁴					
6555-4				k w a ⁴⁴					
2281-4				k ã ⁵⁵					
701-4				k w a ⁴⁴					
628-4				s w a ⁴⁴					
3096-4				ts ɿ ⁴⁴					
3021-4				ts ɔ̃ ²¹					
2708-4				ɕ ĩ ⁵⁵					
3462-4				k ã ⁵⁵					
1932-4				s i ⁴⁴					
6469-4				s ɿ ⁴⁴					
4454-4				j ɯ ⁴⁴					
4455-4				k ã ⁵⁵					
6926-4				m æ ⁴⁴					
6927-4				j ɯ ⁴⁴					
3916-4				m æ ⁴⁴					
6822-4				t j ɯ ⁴⁴					
5417-4				ts ɿ ⁴⁴					
1959-4				x ɯ ⁵⁵					
1960-4				t ɯ ³³					
2899-4				x ao ⁵⁵					
3651-4				ts ɿ ⁴⁴					
811-4				k j ɛ ²¹					
1633-4				m æ ²¹					
1775-4				k ã ⁵⁵					
5801-4				k ɛ ⁴²					
4769-4				l ɔ ³¹					
3720-4				k ã ⁵⁵					
6446-4				m e ⁴⁴					
1255-4				p æ ⁵⁵					
3595-4				j ĩ ⁴⁴					
1600-4				p ẽ ⁴⁴					
242-4				ts ɿ ⁴⁴					
3739-4				k ɛ ²¹					
5984-4				ts ɔ̃ ²¹					
838-4				s ã ⁵⁵					
839-4				t ɯ ³¹					
3149-4				j i ⁴⁴					
2829-4				ts u ²¹					
4602-4				tɕ i ⁵⁵					
5225-4				l ao ²¹					
3933-4				s u ⁵⁵					
5763-4				ts ɔ̃ ³¹					
2134-4				ɕ i ⁵⁵					
5724-4				t ɯ ⁴⁴					
5704-4				ts ɔ̃ ³¹					
5705-4				k w ɛ ⁴⁴					
5037-4				tɕ i ⁵⁵					
5038-4				t ã ⁵⁵					
4332-4				ts ɿ ⁴⁴					
5447-4				tsʰ ɛ̃ ⁵⁵					
3702-4				s i ⁴⁴					
1549-4				s e ⁴⁴					
2394-4				k ɛ ³³					
1-4				m ẽ ⁴²					
2947-4				t j ɛ ³³					
4653-4				k ɛ ³³					
4989-4				k ɛ ³³					
3749-4				l a ⁴⁴					
3452-4				tɕʰ ɛ̃ ⁵⁵					
598-4				ŋ a ⁵⁵					
638-4				k ɯ ⁵⁵					
2819-4				p æ ⁴⁴					
4477-4				kʰ w a ⁴⁴					
4487-4				ts ɿ ⁴⁴					
4666-4				tɕ i ⁴⁴					
5661-4				t a ⁴⁴					
5263-5					x ẽ ⁵⁵				
452-5					t ɯ ³¹				
4342-5					t ɯ ³¹				
4344-5					tɕ i ⁵⁵				
5487-5					t ɯ ³¹				
1401-5					p ao ⁴⁴				
6496-5					tɕ i ⁵⁵				
1064-5					l a ⁵⁵				
1065-5					tɕ i ⁴⁴				
6617-5					t ao ³¹				
4367-5					t ɯ ⁵⁵				
4378-5					s i ⁵⁵				
4379-5					l i ⁵⁵				
3984-5					s æ̃ ⁵⁵				
5086-5					tɕ ɤ ³³				
3333-5					s æ̃ ⁵⁵				
2226-5					m ao ⁵⁵				
2373-5					qʰ ao ³¹				
2363-5					ɕ æ̃ ⁵⁵				
672-5					tɕʰ ɛ̃ ⁵⁵				
673-5					q ɯ ⁵⁵				
2690-5					p ao ⁴⁴				
6337-5					p a ⁵⁵				
6319-5					ʈ ã ⁴⁴				
2617-5					s i ³³				
2066-5					s i ³³				
2094-5					s i ³³				
2096-5					q a ⁵⁵				
798-5					p a ⁴⁴				
6668-5					ɕ i ⁵⁵				
4028-5					t ɯ ⁵⁵				
6555-5					q w a ⁴⁴				
2281-5					q ɤ ⁵⁵				
701-5					q w a ⁴⁴				
628-5					s w a ⁴⁴				
3096-5					tɕ i ³³				
3021-5					ʈ ɔ̃ ³¹				
2708-5					s ẽ ⁵⁵				
3462-5					k a ⁵⁵				
1932-5					s æ̃ ⁵⁵				
6469-5					s æ̃ ⁵⁵				
4454-5					ɲ i ³³				
4455-5					q ɔ̃ ⁵⁵				
6926-5					ɲ i ³³				
6927-5					ɲ i ³³				
3916-5					m ɔ̃ ³³				
6822-5					t ɲ ɯ̃ ³³				
5417-5					tɕ i ³³				
1959-5					x ao ⁴⁴				
1960-5					t ao ⁴²				
2899-5					x ao ⁴⁴				
3651-5					tɕ i ³³				
811-5					q a ³¹				
1633-5					m ã ³¹				
1775-5					q ã ⁵⁵				
5801-5					q a ⁴⁴				
4769-5					l ao ⁴⁴				
3720-5					q ɔ̃ ⁵⁵				
6446-5					m ẽ ³³				
1255-5					p ã ⁴⁴				
3595-5					ɲ i ³³				
1600-5					p ẽ ³³				
242-5					ts i ⁴⁴				
3739-5					q a ⁵⁵				
5984-5					ʈ õ ³¹				
838-5					s æ̃ ⁵⁵				
839-5					t ao ³¹				
3149-5					l i ⁵⁵				
2829-5					tɕ ɤ ³¹				
4602-5					t i ⁵⁵				
5225-5					l ao ³¹				
3933-5					s u ³³				
5763-5					ts i ⁴⁴				
2134-5					s i ⁵⁵				
5724-5					t ɯ ⁵⁵				
5704-5					ʈ o ⁴⁴				
5705-5					qʰ w a ³³				
5037-5					t i ⁵⁵				
5038-5					t i ⁵⁵				
4332-5					tɕ i ³³				
5447-5					tɕʰ ã ⁵⁵				
3702-5					s æ̃ ⁵⁵				
1549-5					s æ̃ ⁵⁵				
2394-5					q a ⁴⁴				
1-5					m a ⁴²				
2947-5					t ɤ ³¹				
4653-5					q a ⁴⁴				
4989-5					q a ⁴⁴				
3749-5					l o ⁵⁵				
3452-5					tɕʰ ã ⁴⁴				
598-5					m a ⁵⁵				
638-5					k ɯ ⁵⁵				
2819-5					p ɯ ⁵⁵				
4477-5					qʰ w a ⁴⁴				
4487-5					ʈʂ æ ⁴⁴				
4666-5					tɕ i ⁵⁵				
5661-5					t ɯ ⁵⁵				
5263-6						x e ⁵⁵			
452-6						t ɯ ²¹			
4342-6						t ɯ ²¹			
4344-6						ts ɯ ³³			
5487-6						t ɯ ²¹			
1401-6						p o ⁴⁴			
6496-6						tɕ ɯ ³³			
1064-6						l ɔ ³⁵			
1065-6						ts ɿ ³³			
6617-6						t ɔ ²¹			
4367-6						t a ⁴⁴			
4378-6						ɕ i ³⁵			
4379-6						l i ⁵⁵			
3984-6						s e ³³			
5086-6						ts ɤ ³³			
3333-6						s e ⁴⁴			
2226-6						s a ⁴⁴			
2373-6						k ɔ ³³			
2363-6						s a ⁵⁵			
672-6						tsʰ ɿ ⁵⁵			
673-6						k ɯ ²¹			
2690-6						p ɔ ²¹			
6337-6						p a ⁴⁴			
6319-6						ts ɯ ⁴²			
2617-6						s ɯ ³³			
2066-6						s ɯ ³³			
2094-6						s ɯ ³³			
2096-6						k j ɛ ⁵⁵			
798-6						p a ⁴²			
6668-6						ɕ i ³³			
4028-6						t e ⁴⁴			
6555-6						k w a ⁴⁴			
2281-6						k a ³⁵			
701-6						k w a ⁴⁴			
628-6						ʃ w a ⁴⁴			
3096-6						ts ɿ ³³			
3021-6						ts o ²¹			
2708-6						ɕ i ³⁵			
3462-6						k a ³⁵			
1932-6						s e ³³			
6469-6						s e ³³			
4454-6						ɲ i ⁴⁴			
4455-6						k a ³⁵			
6926-6						n e ⁴⁴			
6927-6						ɲ i ⁴⁴			
3916-6						m ɛ ³³			
6822-6						t ɲ ɯ ⁴⁴			
5417-6						ts ɿ ³³			
1959-6						x ɔ ⁵⁵			
1960-6						t ɤ ³²			
2899-6						x ɔ ⁵⁵			
3651-6						ts ɿ ³³			
811-6						k ɛ ²¹			
1633-6						m ɛ ²¹			
1775-6						k a ³⁵			
5801-6						k j ɛ ⁵⁵			
4769-6						l ɔ ³¹			
3720-6						k a ³⁵			
6446-6						m ɛ ³³			
1255-6						p ɛ ⁵⁵			
3595-6						ɲ i ⁴⁴			
1600-6						p e ²¹			
242-6						ts ɿ ³³			
3739-6						k j ɛ ²¹			
5984-6						ts o ²¹			
838-6						s a ³⁵			
839-6						t ɔ ³¹			
3149-6						j i ³⁵			
2829-6						ts ɤ ²¹			
4602-6						tɕ i ⁴⁴			
5225-6						l ɔ ²¹			
3933-6						s ɤ ³¹			
5763-6						ts o ²¹			
2134-6						ɕ i ³⁵			
5724-6						t ɯ ³⁵			
5704-6						ts o ⁴²			
5705-6						kʰ w a ³³			
5037-6						tɕʰ i ³¹			
5038-6						t a ³⁵			
4332-6						ts ɿ ³³			
5447-6						tsʰ i ⁵⁵			
3702-6						s e ³³			
1549-6						s e ³³			
2394-6						k ɛ ²¹			
1-6						m e ⁴²			
2947-6						t ɯ ²¹			
4653-6						k j ɛ ⁵⁵			
4989-6						k j ɛ ⁵⁵			
3749-6						l ɔ ³⁵			
3452-6						tsʰ i ⁵⁵			
598-6						n a ⁵⁵			
638-6						p ɯ ⁵⁵			
2819-6						p o ⁴²			
4477-6						k w a ⁴⁴			
4487-6						ts ɿ ⁴²			
4666-6						tɕ i ⁴⁴			
5661-6						t a ⁴⁴			
5263-7							x ẽ ⁵⁵		
452-7							t ɯ̃ ²¹		
4342-7							t ɯ̃ ²¹		
4344-7							ts ou ³³		
5487-7							t ɯ̃ ²¹		
1401-7							p ɔu ⁴⁴		
6496-7							tsʰ ɯ̃ ³³		
1064-7							l a ³⁵		
1065-7							ts ɿ ³³		
6617-7							t ɔ ⁴²		
4367-7							t ou ⁴²		
4378-7							ɕ ã ⁵⁵		
4379-7							l ɔ ⁵⁵		
3984-7							s e ³³		
5086-7							tɕ ɛ ⁴⁴		
3333-7							s e ⁴⁴		
2226-7							x w ɛ ⁴⁴		
2373-7							kʰ ɔ ³³		
2363-7							s ã ⁵⁵		
672-7							tsʰ ɿ ⁵⁵		
673-7							k ɯ ²¹		
2690-7							p ɛ ⁴²		
6337-7							p ɛ ⁴⁴		
6319-7							ts ɛ̃ ⁴²		
2617-7							s ou ³³		
2066-7							s ou ³³		
2094-7							s ou ³³		
2096-7							kʲ ɛ ⁴²		
798-7							p ɛ ⁴²		
6668-7							ɕ i ³³		
4028-7							t ou ⁴⁴		
6555-7							k w a ⁴⁴		
2281-7							k ã ³⁵		
701-7							k w a ⁴⁴		
628-7							s w a ⁴⁴		
3096-7							ts ɿ ³³		
3021-7							ts ã ²¹		
2708-7							ɕ ĩ ⁵⁵		
3462-7							k ã ³⁵		
1932-7							s ɤ ³³		
6469-7							s ɤ ²¹		
4454-7							n i ⁴⁴		
4455-7							k ã ³⁵		
6926-7							n i ³³		
6927-7							n i ⁴⁴		
3916-7							m ɔu ³³		
6822-7							t n i ⁴⁴		
5417-7							ts ɿ ³³		
1959-7							x ou ⁵⁵		
1960-7							t a ³⁵		
2899-7							x ɔ ⁵⁵		
3651-7							ts ɿ ³³		
811-7							k ɯ ²¹		
1633-7							m ɛ ³³		
1775-7							k ã ³⁵		
5801-7							kʲ ɛ ⁴²		
4769-7							l o ²¹		
3720-7							k ã ³⁵		
6446-7							m ɛ ³³		
1255-7							p ɛ ⁵⁵		
3595-7							n i ⁴⁴		
1600-7							p ɛ ⁴⁴		
242-7							ts ɿ ⁵⁵		
3739-7							kʲ ɛ ⁴²		
5984-7							ts ã ²¹		
838-7							s ã ⁵⁵		
839-7							t ɔu ²¹		
3149-7							j i ³⁵		
2829-7							tɕ ɛ̃ ⁴⁴		
4602-7							tɕ i ³⁵		
5225-7							l o ²¹		
3933-7							ɕ ɛ ⁴⁴		
5763-7							ts ã ⁴²		
2134-7							ɕ i ⁵⁵		
5724-7							t ou ⁴⁴		
5704-7							ts ã ⁴²		
5705-7							k w ã ³³		
5037-7							tɕʰ i ⁴⁴		
5038-7							t ã ⁴²		
4332-7							ts ɿ ³³		
5447-7							tsʰ ɛ̃ ⁵⁵		
3702-7							s ɤ ²¹		
1549-7							s e ²¹		
2394-7							k ɛ ²¹		
1-7							w ẽ ⁴²		
2947-7							t ɯ̃ ²¹		
4653-7							kʲ ɛ ⁴²		
4989-7							kʲ ɛ ⁴²		
3749-7							l ɔ ⁴⁴		
3452-7							tɕʰ ɛ̃ ⁵⁵		
598-7							ŋ a ⁵⁵		
638-7							pʰ ou ⁵⁵		
2819-7							p ɛ ⁴²		
4477-7							k w ã ⁴⁴		
4487-7							ts ɿ ⁵⁵		
4666-7							tɕ i ³³		
5661-7							t ou ⁴²		
5263-8								x e ⁵⁵	
452-8								t ɯ ²¹	
4342-8								t ɯ ²¹	
4344-8								ts ɯ ³³	
5487-8								t ɯ ²¹	
1401-8								p ɔ ³¹	
6496-8								tɕ ɯ ⁵⁵	
1064-8								l a ⁴⁴	
1065-8								ts ɿ ³³	
6617-8								t ɯ ²¹	
4367-8								t a ³¹	
4378-8								ɕ i ⁵⁵	
4379-8								l i ⁵⁵	
3984-8								s e ³³	
5086-8								ɤ ³³	
3333-8								s e ⁴⁴	
2226-8								x a ³³	
2373-8								kʰ ɤ ³³	
2363-8								s ɔ ⁵⁵	
672-8								ts ɿ ⁵⁵	
673-8								k ɯ ²¹	
2690-8								p ao ³¹	
6337-8								p a ⁴⁴	
6319-8								ts ɿ ⁴⁴	
2617-8								s ɯ ³³	
2066-8								s ɯ ³³	
2094-8								s ɯ ³³	
2096-8								k ɛ ⁴²	
798-8								p a ⁴²	
6668-8								ɕ i ³³	
4028-8								t ɛ ⁴⁴	
6555-8								k w a ⁴⁴	
2281-8								k a ³⁵	
701-8								k w a ⁴⁴	
628-8								s w a ⁴⁴	
3096-8								ts ɿ ³³	
3021-8								ts ɔ ²¹	
2708-8								s e ⁵⁵	
3462-8								k a ³⁵	
1932-8								s e ³³	
6469-8								s e ³³	
4454-8								ɲ i ²¹	
4455-8								k a ³⁵	
6926-8								ɲ e ³³	
6927-8								ɲ i ²¹	
3916-8								m ɛ ³³	
6822-8								t ɲ i ²¹	
5417-8								ts ɿ ³³	
1959-8								x ɔ ⁵⁵	
1960-8								t ɤ ³¹	
2899-8								x ɔ ³¹	
3651-8								ts ɿ ³³	
811-8								k ɛ ²¹	
1633-8								m ɛ ³³	
1775-8								k a ³⁵	
5801-8								k ɛ ⁴²	
4769-8								l ɔ ³¹	
3720-8								k a ³⁵	
6446-8								m ɛ ³³	
1255-8								p ɛ ⁵⁵	
3595-8								ɲ i ⁴⁴	
1600-8								p ɛ ²¹	
242-8								ts ɿ ³³	
3739-8								k ɛ ²¹	
5984-8								ts ɔ ²¹	
838-8								s ɔ ⁵⁵	
839-8								t ao ³¹	
3149-8								j i ⁴⁴	
2829-8								ɤ ³¹	
4602-8								tɕ i ⁴⁴	
5225-8								l ɔ ²¹	
3933-8								ʃ ɤ ³¹	
5763-8								ts ɿ ⁴²	
2134-8								ɕ i ⁵⁵	
5724-8								t ɯ ³⁵	
5704-8								ts ɔ ³¹	
5705-8								k w a ³³	
5037-8								tɕʰ i ⁵⁵	
5038-8								t a ³⁵	
4332-8								ts ɿ ³³	
5447-8								tsʰ i ⁵⁵	
3702-8								s ɛ ³¹	
1549-8								s ɛ ²¹	
2394-8								k ɛ ⁴⁴	
1-8								m ɛ ⁴²	
2947-8								t ɯ ²¹	
4653-8								k ɛ ⁴²	
4989-8								k ɛ ⁴²	
3749-8								l ɔ ⁴⁴	
3452-8								tɕʰ i ⁵⁵	
598-8								ŋ a ⁵⁵	
638-8								k ɯ ²¹	
2819-8								p ɔ ⁴²	
4477-8								kʰ w a ⁴⁴	
4487-8								ts ɿ ³³	
4666-8								tɕ i ⁴⁴	
5661-8								t a ⁴²	
5263-9									x e ⁵⁵
452-9									t ɯ ²¹
4342-9									t ɯ ²¹
4344-9									ts ɯ ³³
5487-9									t ɯ ²¹
1401-9									p ɔ ⁴⁴
6496-9									tsʰ ɯ ⁵⁵
1064-9									l ɔ ⁵⁵
1065-9									ts ɿ ³³
6617-9									t u ²¹
4367-9									t ɯ ³⁵
4378-9									ɕ i ³⁵
4379-9									l ɔ ⁵⁵
3984-9									s e ³³
5086-9									ts ɤ ³³
3333-9									s e ⁴⁴
2226-9									s a ³⁵
2373-9									kʰ ɔ ³³
2363-9									s ɔ ⁵⁵
672-9									tsʰ ɿ ⁵⁵
673-9									k ɯ ²¹
2690-9									p ɛ ⁴²
6337-9									p ɛ ⁴⁴
6319-9									ts ɛ ⁴²
2617-9									s ɯ ³³
2066-9									s ɯ ³³
2094-9									s ɯ ³³
2096-9									k ɛ ⁵⁵
798-9									p ɛ ⁴²
6668-9									ɕ i ³³
4028-9									t ɯ ⁴⁴
6555-9									k w a ⁴⁴
2281-9									k a ³⁵
701-9									k w a ⁴⁴
628-9									s w a ⁴⁴
3096-9									ts ɿ ³³
3021-9									ts o ²¹
2708-9									ɕ i ³⁵
3462-9									k a ³⁵
1932-9									s ɿ ³³
6469-9									s ɿ ³¹
4454-9									ɲ i ⁴⁴
4455-9									k a ³⁵
6926-9									ɲ i ³³
6927-9									ɲ i ⁴⁴
3916-9									m e ³³
6822-9									t ɲ ɯ ⁴⁴
5417-9									ts ɿ ³³
