COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
3150-1	t e ⁴⁴									
3161-1	i ³³									
3172-1	tɕ i ³³									
3263-1	j a ⁴⁴									
3274-1	k ə˞ ⁴²									
3308-1	k e ³⁵									
3340-1	tɕ ou ⁴⁴									
3362-1	tɕ e ³⁵									
3409-1	m e ³³									
3454-1	k o ³⁵									
3493-1	s ou ⁴⁴									
3536-1	ʂ o ³⁵									
3548-1	f o ⁴²									
3645-1	ʂ o ³⁵									
3678-1	tɕʰ i ⁴⁴									
3757-1	m ou ²¹									
3779-1	k o ⁴²									
3813-1	j e n ³⁵									
3835-1	s j e n ³⁵									
3855-1	p ə˞ ²¹									
3885-1	s w i ⁴⁴									
3907-1	p ə˞ ³⁵									
3942-1	ts i ³³									
3953-1	tɕ j ə˞ ³⁵									
4023-1	s j ə˞ ³⁵									
4034-1	tɕ i ³⁵									
4143-1	tɕ o ⁴²									
4185-1	m o ⁴⁴									
4227-1	tɕ e ³⁵									
4238-1	ou ²¹									
4249-1	k a ³⁵									
4271-1	tɕ i ⁴²									
4304-1	tɕ o ⁴²									
4315-1	t o ³³									
4336-1	tɕ i ⁴²									
4400-1	s a ³⁵									
4411-1	j e n ³⁵									
4441-1	m ou ²¹									
4557-1	k ou ³⁵									
4591-1	j o ³³									
4602-1	ɣ ɯ ²¹									
4687-1	j e n ³⁵									
4720-1	k i ³⁵									
4731-1	e ⁴²									
4763-1	tɕ i ⁴²									
4918-1	tɕ i ³¹									
4976-1	t i ⁴⁴									
4998-1	s j i ³³									
5037-1	t i ⁴²									
5048-1	tɕ i ³⁵									
5100-1	m o ²¹									
5111-1	p ə˞ ⁴²									
5122-1	k w a ⁴⁴									
5163-1	tɕ i ³⁵									
5192-1	tɕ o ²¹									
5225-1	n o ⁴²									
5236-1	t i ³³									
247-1	p i ²¹									
289-1	ʂ i ⁴⁴									
338-1	k w e ⁴⁴									
378-1	i ⁴²									
621-1	k w a ⁴⁴									
632-1	n o ³³									
645-1	p a ⁴²									
742-1	k ə˞ ⁴⁴									
752-1	m ɯ ²¹									
763-1	ʈʂʰ o ³⁵									
809-1	p u ³¹									
853-1	k o ³⁵									
916-1	tɕ o ³⁵									
960-1	m e ³⁵									
1001-1	k i ³⁵									
1074-1	x ou ³⁵									
1130-1	p ə˞ ⁴⁴									
1184-1	s e ³⁵									
1230-1	k w a ³³									
1263-1	m ɯ ²¹									
1423-1	k o ³⁵									
1433-1	m i ²¹									
1462-1	w e n ³³									
1629-1	f o ³⁵									
1682-1	s o ³⁵									
1706-1	tɕ j a ⁴²									
1925-1	tɕ i ³³									
1991-1	tɕ o ³³									
2040-1	p o ³³									
2107-1	x ou ³¹									
2118-1	p i ³³									
2141-1	s j o ³⁵									
2540-1	tɕ o ²¹									
2576-1	m ə˞ ³³									
2664-1	m i ⁴⁴									
2753-1	tɕ j o ³⁵									
2848-1	tɕ i ⁴²									
2870-1	ɣ i ³³									
2871-1	s w a ⁴⁴									
2952-1	w a ⁴⁴									
3020-1	p u ³³									
3214-1	p ə˞ ³³									
3285-1	k a ⁴⁴									
3373-1	tɕ ə˞ ⁴⁴									
3397-1	j a ⁴⁴									
3443-1	k i ²¹									
3566-1	k ə˞ ⁴⁴									
3590-1	s a ⁴⁴									
3601-1	k ə˞ ⁴²									
3634-1	tɕ o ³³									
3689-1	k e ³³									
3964-1	x ə˞ ³⁵									
4056-1	t a ⁴²									
4102-1	tɕ o ⁴²									
4326-1	k ɯ ³³									
4412-1	m ə˞ ²¹									
4511-1	tɕ j ə˞ ⁴⁴									
4581-1	k i ³⁵									
4676-1	tɕ o ³⁵									
4688-1	m ə˞ ²¹									
4708-1	ou ⁴⁴									
4814-1	tɕ i ⁴²									
4844-1	tɕ ou ⁴⁴									
4854-1	k o ³³									
4929-1	j i ²¹									
4940-1	t w e n ³⁵									
5027-1	tɕ ou ⁴⁴									
5071-1	m i ⁴⁴									
5083-1	k w a ⁴⁴									
5248-1	t i ³³									
82-1	ʈʂʰ ou ⁴⁴									
132-1	j a ⁴²									
141-1	u ³³									
227-1	tɕʰ i ⁴⁴									
359-1	w e n ²¹									
379-1	p e ²¹									
422-1	tɕʰ j i ³³									
979-1	s e ⁴⁴									
1046-1	ts ou ⁴²									
1274-1	i ³³									
1315-1	tɕ w e ³³									
1337-1	k o ²¹									
1390-1	j i ⁴⁴									
1651-1	j i ²¹									
1693-1	tɕ a ⁴⁴									
1742-1	x e ³³									
1851-1	s w a ³⁵									
1958-1	t i ²¹									
1980-1	w e n ³⁵									
32-2		m a ⁵⁵								
53-2		tɕ i ⁴²								
93-2		q ɯ ²¹								
216-2		s w a ⁵⁵								
236-2		tsʰ o ²²								
267-2		tsʰ ɛ ⁴²								
316-2		p ɯ ²²								
327-2		x ɯ ²²								
348-2		tɕ i ⁴⁴								
400-2		s o ²¹								
452-2		q a ⁵⁵								
463-2		q o ⁵⁵								
512-2		t o ⁴²								
534-2		tsʰ o ⁴²								
556-2		q i ²²								
568-2		x ɯ ⁵⁵								
588-2		s w a ⁵⁵								
599-2		p ɯ ⁵⁵								
656-2		q i ²¹								
678-2		q u ²¹								
689-2		m a ⁴²								
700-2		m ɛ ⁴²								
775-2		p ɛ ⁴²								
786-2		q ɛ ⁵⁵								
820-2		tɕ i ⁴²								
839-2		t i ²¹								
863-2		q o ²²								
896-2		q ɛ ⁵⁵								
929-2		t i ⁴²								
1015-2		s i ⁵⁵								
1035-2		tɕ i ²²								
1107-2		s i ⁵⁵								
1173-2		s i ²²								
1195-2		s i ²²								
1241-2		m ɛ ²¹								
1252-2		l o ²¹								
1294-2		q o ⁵⁵								
1326-2		tsʰ i ²²								
1348-2		tsʰ i ⁴²								
1401-2		s ɛ ⁴²								
1451-2		s i ²²								
1473-2		t w i ²²								
1507-2		tsʰ i ⁵⁵								
1532-2		q ɯ ⁵⁵								
1543-2		s i ²²								
1575-2		s ɛ ⁵⁵								
1618-2		p ɯ ²¹								
1640-2		q o ⁵⁵								
1671-2		s i ⁴²								
1731-2		s ɛ ⁵⁵								
1762-2		s w ɛ ⁴²								
1773-2		t ɯ ⁴²								
1794-2		q o ⁵⁵								
1805-2		s i ⁴²								
1816-2		s u ²²								
1862-2		tsʰ i ⁵⁵								
1885-2		q a ⁵⁵								
1914-2		s i ²²								
1936-2		p ɯ ²²								
1969-2		s ɛ ⁵⁵								
2018-2		tsʰ o ⁴²								
2029-2		q o ⁵⁵								
2051-2		tɕ u ²¹								
2074-2		q o ⁵⁵								
2085-2		m ɛ ²²								
2130-2		p a ⁵⁵								
2245-2		tsʰ o ⁴²								
2269-2		m ɛ ²²								
2280-2		s u ⁴²								
2291-2		s ɛ ⁴²								
2316-2		tsʰ i ⁴²								
2364-2		tsʰ i ²²								
2395-2		t ɛ ⁵⁵								
2406-2		tsʰ i ⁵⁵								
2417-2		q u ⁴²								
2428-2		q o ⁵⁵								
2450-2		ɛ ²¹								
2484-2		s i ⁵⁵								
2495-2		q o ²¹								
2565-2		t i ⁵⁵								
2611-2		j o ⁴²								
2632-2		ŋ w a ⁵⁵								
2644-2		ɲ w a ⁵⁵								
2674-2		m o ²²								
2698-2		s u ²²								
2709-2		n ɛ ²¹								
2720-2		tɕ i ⁴²								
2772-2		q ɯ ²¹								
2791-2		tsʰ i ⁵⁵								
2837-2		tsʰ ɛ ⁵⁵								
2859-2		s ɛ ⁵⁵								
2889-2		tɕ i ²²								
2900-2		q ɯ ²²								
2928-2		tsʰ o ⁵⁵								
2941-2		q ɯ ⁵⁵								
2998-2		tsʰ i ²²								
3031-2		t i ²²								
3052-2		t i ⁴²								
3064-2		t o ²¹								
3084-2		t i ⁵⁵								
3117-2		tsʰ i ⁴²								
3128-2		q a ⁴²								
3150-2		t ɛ ⁴²								
3161-2		i ²²								
3172-2		tsʰ ɛ ²²								
3263-2		j o ⁵⁵								
3274-2		q a ⁴²								
3308-2		q ɛ ⁵⁵								
3340-2		t o ⁴⁴								
3362-2		tsʰ ɛ ⁵⁵								
3409-2		m i ²²								
3454-2		q o ⁵⁵								
3493-2		s o ⁴⁴								
3536-2		s o ⁵⁵								
3548-2		f i ⁴²								
3645-2		s i ⁵⁵								
3678-2		tsʰ i ⁵⁵								
3757-2		l o ²¹								
3779-2		q u ⁴²								
3813-2		x ɛ ⁵⁵								
3835-2		s ɛ ⁵⁵								
3855-2		p ɛ ²¹								
3885-2		s w i ⁵⁵								
3907-2		p a ⁵⁵								
3942-2		tsʰ i ²²								
3953-2		t ɛ ⁵⁵								
4023-2		s ɛ ⁵⁵								
4034-2		t i ⁵⁵								
4143-2		tsʰ i ⁴²								
4185-2		m o ⁵⁵								
4227-2		tsʰ ɛ ⁵⁵								
4238-2		t o ²¹								
4249-2		q o ⁵⁵								
4271-2		tsʰ i ⁴²								
4304-2		tɕ i ⁴²								
4315-2		t o ²²								
4336-2		t ɛ ⁴²								
4400-2		s o ⁵⁵								
4411-2		x ɛ ⁵⁵								
4441-2		l o ²¹								
4557-2		q o ⁵⁵								
4591-2		ɲ i o ²²								
4602-2		ɯ ⁴²								
4687-2		x ɛ ⁵⁵								
4720-2		q ɛ ⁵⁵								
4731-2		t i ⁴²								
4763-2		t i ⁴²								
4918-2		tsʰ i ⁴²								
4976-2		t i ⁵⁵								
4998-2		s i ²²								
5037-2		t i ⁴²								
5048-2		tsʰ i ⁵⁵								
5100-2		m o ²¹								
5111-2		p a ⁴²								
5122-2		qʰ w a ⁵⁵								
5163-2		tɕ i ⁵⁵								
5192-2		tɕ i ²¹								
5225-2		n o ⁴²								
5236-2		t i ²²								
64-2		p ɛ ⁴²								
104-2		x w a ⁵⁵								
247-2		p i ²¹								
289-2		s i ⁵⁵								
338-2		q w i ⁴²								
378-2		t i ⁴²								
412-2		t ɛ ⁵⁵								
621-2		q w a ⁵⁵								
632-2		n u ²²								
645-2		p u ⁴²								
742-2		q a ⁵⁵								
752-2		ŋ ɯ ²¹								
799-2		tsʰ u ⁴²								
809-2		p o ⁴²								
853-2		q o ⁵⁵								
1001-2		q ɯ ⁵⁵								
1074-2		pʰ o ⁵⁵								
1086-2		qʰ o ⁵⁵								
1097-2		q ɯ ⁵⁵								
1184-2		s ɛ ⁵⁵								
1230-2		s w a ²²								
1263-2		m ɯ ⁴²								
1423-2		q o ⁵⁵								
1433-2		m ɯ ²¹								
1462-2		ŋ w a ²²								
1545-2		tsʰ i ²²								
1706-2		tɕ a ⁴²								
1925-2		tsʰ i ²²								
1991-2		tsʰ o ²²								
2040-2		p o ²²								
2107-2		x o ⁴²								
2118-2		p ɯ ²²								
2141-2		s ɛ ⁵⁵								
2540-2		tɕ i ²¹								
2576-2		m ɛ ²²								
2742-2		s ɛ ²²								
2753-2		s i ɛ ⁵⁵								
2870-2		q i ²¹								
2871-2		s w a ⁴²								
2952-2		ŋ w a ⁵⁵								
3020-2		p ɯ ²²								
3214-2		pʰ a ²²								
3285-2		t o ⁵⁵								
3330-2		ɲ ɛ ²¹								
3373-2		tɕʰ a ⁴²								
3397-2		j o ⁴²								
3433-2		q o ²¹								
3443-2		q ɯ ²¹								
3566-2		q a ⁵⁵								
3590-2		s o ⁵⁵								
3601-2		q a ⁴²								
3634-2		tɕ o ²²								
3689-2		q ɛ ²²								
3964-2		x ɛ ⁵⁵								
4056-2		t a ⁴²								
4102-2		tɕʰ i ⁴²								
4412-2		m a ²¹								
4511-2		tɕ i ⁵⁵								
4581-2		q ɯ ⁵⁵								
4688-2		m a ²¹								
4708-2		u ⁴²								
4814-2		tsʰ i ⁴²								
4844-2		tsʰ o ⁴²								
4929-2		j i ²¹								
5027-2		tɕʰ o ⁴⁴								
5071-2		m ɯ ⁵⁵								
5083-2		q w a ⁵⁵								
5248-2		t i ²²								
4378-2		x ɯ ²²								
11-2		tɕ o ⁴²								
65-2		m a ⁴²								
82-2		tɕʰ o ⁴⁴								
132-2		x o ⁴²								
141-2		ŋ o ⁴²								
359-2		ŋ w a ²¹								
422-2		tɕ i ⁵⁵								
907-2		n o ²¹								
979-2		s ɛ ⁵⁵								
1046-2		tsʰ i ⁴²								
1056-2		q ɛ ²²								
1274-2		ɯ ²²								
1315-2		s w a ⁵⁵								
1337-2		q o ⁴²								
1390-2		j i ⁵⁵								
1651-2		t i ⁴²								
1693-2		tsʰ a ⁴²								
1851-2		s w a ⁵⁵								
32-3			m æ ⁵⁵							
53-3			ts i ²¹							
93-3			q ɯ ²¹							
216-3			s w a ⁵⁵							
236-3			ts o ²²							
267-3			tsʰ j ɛ ⁴³							
316-3			p ɯ ²²							
327-3			ɣ ɯ ²²							
348-3			ts o ⁵⁵							
400-3			s o ²¹							
452-3			q æ ⁵⁵							
463-3			qʰ a ⁵⁵							
512-3			t o ⁴³							
534-3			ts o ⁵⁵							
556-3			qʰ u ²²							
568-3			x ɯ ⁵⁵							
588-3			s w a ⁵⁵							
599-3			p ɯ ²⁴							
656-3			k u ²¹							
678-3			q o ²¹							
689-3			m æ ⁴³							
700-3			m ɛ ⁴³							
775-3			p j ɛ ⁴³							
786-3			q ɛ ²⁴							
820-3			ts o ⁴³							
839-3			t ɯ ²¹							
863-3			qʰ o ²²							
896-3			q æ ²⁴							
929-3			t ɯ ⁴³							
1015-3			s o ²⁴							
1035-3			ts o ²²							
1107-3			ɕ æ ⁵⁵							
1173-3			ɕ i ²²							
1195-3			ɕ i ²²							
1241-3			m ɛ ²¹							
1252-3			l o ²¹							
1294-3			q o ²⁴							
1326-3			ts i ²²							
1348-3			dʑ i ⁴³							
1401-3			s ɛ ⁴³							
1451-3			s i ²²							
1473-3			t w i ²²							
1507-3			ts i ²⁴							
1532-3			q ɯ ²⁴							
1543-3			ɕ ɯ ²²							
1575-3			ɕ j ɛ ²⁴							
1618-3			p ɯ ²¹							
1640-3			k o ⁵⁵							
1671-3			ɕ i ⁵⁵							
1731-3			s j o ²⁴							
1762-3			s w a ⁴³							
1773-3			t ɯ ⁵⁵							
1794-3			k o ²⁴							
1805-3			s i ⁴³							
1816-3			s o ²²							
1862-3			ts i ²⁴							
1885-3			qʰ æ ⁵⁵							
1914-3			ɕ ɯ ²²							
1936-3			p ɯ ²²							
1969-3			ɕ j ɛ ²⁴							
2018-3			ts o ²¹							
2029-3			q o ²⁴							
2051-3			ts o ²¹							
2074-3			q o ⁵⁵							
2085-3			m æ ²²							
2130-3			p æ ⁵⁵							
2245-3			t o ²¹							
2269-3			m ɛ ²²							
2280-3			s o ⁴³							
2291-3			s ɛ ⁴³							
2316-3			ts i ⁵⁵							
2364-3			ts i ²²							
2395-3			t j æ ²⁴							
2406-3			tsʰ j æ ²⁴							
2417-3			k o ⁴³							
2428-3			q o ²⁴							
2450-3			t o ²¹							
2484-3			ɕ i ⁵⁵							
2495-3			q o ²¹							
2565-3			t i ²⁴							
2611-3			j o ⁵⁵							
2632-3			w a ⁵⁵							
2644-3			w a ²⁴							
2674-3			m o ²²							
2698-3			s o ²²							
2709-3			n ɛ ²¹							
2720-3			i ²¹							
2772-3			q æ ⁵⁵							
2791-3			tsʰ j æ ²⁴							
2837-3			ts ɛ ²⁴							
2859-3			ɕ j ɛ ²⁴							
2889-3			tsʰ i ²²							
2900-3			k ɯ ²²							
2928-3			tsʰ o ²⁴							
2941-3			qʰ ɯ ²⁴							
2998-3			ts i ²²							
3031-3			tʰ o ²²							
3052-3			t j ɯ ⁴³							
3064-3			t o ²¹							
3084-3			t æ ⁵⁵							
3117-3			ts i ²¹							
3128-3			q æ ²¹							
3150-3			t ɛ ²¹							
3161-3			j ɯ ²²							
3172-3			ts i ²²							
3263-3			j a ⁵⁵							
3274-3			q æ ⁴³							
3308-3			qʰ ɛ ²⁴							
3340-3			t o ⁵⁵							
3362-3			ts ɛ ²⁴							
3409-3			m i ²²							
3454-3			q o ²⁴							
3493-3			s o ⁵⁵							
3536-3			s o ²⁴							
3548-3			f o ⁴³							
3645-3			s u ²⁴							
3678-3			tsʰ i ⁵⁵							
3757-3			l o ²¹							
3779-3			k o ⁴³							
3813-3			x ɛ ²⁴							
3835-3			ɕ j ɛ ²⁴							
3855-3			p æ ²¹							
3885-3			s w ɛ ⁵⁵							
3907-3			p æ ²⁴							
3942-3			ts i ²²							
3953-3			t j æ ²⁴							
4023-3			ɕ j æ ²⁴							
4034-3			t ɯ ²⁴							
4143-3			t o ²¹							
4185-3			m o ⁵⁵							
4227-3			tsʰ ɿ ²⁴							
4238-3			t j o ²¹							
4249-3			q o ²⁴							
4271-3			ts i ²¹							
4304-3			o ²¹							
4315-3			t o ²²							
4336-3			t ɛ ⁴³							
4400-3			s a ²⁴							
4411-3			x ɛ ²⁴							
4441-3			l o ²¹							
4557-3			qʰ o ²⁴							
4591-3			ɲ j o ²²							
4602-3			ɣ ɯ ⁴³							
4687-3			x ɛ ²⁴							
4720-3			q æ ²⁴							
4731-3			t ɛ ²¹							
4763-3			t ɯ ⁴³							
4918-3			tsʰ ɯ ⁴³							
4976-3			t ɯ ⁵⁵							
4998-3			ɕ j i ²²							
5037-3			t j ɯ ⁴³							
5048-3			t i ²⁴							
5100-3			m o ²¹							
5111-3			p æ ²¹							
5122-3			qʰ w a ⁵⁵							
5163-3			tɕ i ²⁴							
5192-3			i ²¹							
5225-3			n o ⁴³							
5236-3			t i ²²							
64-3			p æ ⁴³							
104-3			x w a ⁵⁵							
247-3			p i ²¹							
289-3			ɕ i ⁵⁵							
338-3			q w ɛ ⁴³							
378-3			t j i ⁴³							
412-3			t æ ²⁴							
621-3			q w a ⁵⁵							
632-3			n o ²²							
645-3			p a ²¹							
742-3			k æ ⁵⁵							
752-3			ŋ ɯ ²¹							
763-3			t j o ²⁴							
799-3			ts o ²¹							
809-3			p o ⁴³							
853-3			q o ²⁴							
916-3			t j o ²⁴							
960-3			m i ²⁴							
1001-3			q ɯ ²⁴							
1074-3			ts o ²⁴							
1086-3			qʰ o ⁵⁵							
1097-3			k o ⁵⁵							
1130-3			p æ ⁵⁵							
1184-3			s i ²⁴							
1230-3			qʰ w a ²²							
1263-3			m ɯ ⁴³							
1423-3			q o ²⁴							
1433-3			m ɯ ²¹							
1462-3			w i ²²							
1545-3			ts i ²²							
1629-3			f i ²⁴							
1682-3			ɕ o ²⁴							
1706-3			ts j a ²¹							
1925-3			ts i ²²							
1991-3			ts o ²²							
2040-3			p o ²²							
2107-3			j o ⁴³							
2118-3			p ɯ ²²							
2141-3			ɕ j o ²⁴							
2540-3			o ²¹							
2576-3			m æ ²²							
2664-3			m ɯ ⁵⁵							
2742-3			s ɿ ²²							
2753-3			ɕ j o ²⁴							
2848-3			dʑ i ²¹							
2870-3			ɣ ɯ ²¹							
2871-3			s w a ⁵⁵							
2952-3			w a ⁵⁵							
3020-3			p ɯ ²²							
3214-3			p æ ²²							
3285-3			t a ⁵⁵							
3330-3			ɲ o ²¹							
3373-3			tʰ æ ⁵⁵							
3397-3			j a ⁵⁵							
3433-3			k o ²¹							
3443-3			q ɯ ²¹							
3566-3			q æ ⁵⁵							
3590-3			s a ⁵⁵							
3601-3			q æ ²¹							
3634-3			ts o ²²							
3689-3			q æ ²²							
3964-3			x æ ²⁴							
4056-3			t a ²¹							
4102-3			tʰ u ⁴³							
4326-3			q ɯ ²²							
4412-3			m æ ²¹							
4511-3			ts j æ ⁵⁵							
4581-3			q ɯ ²⁴							
4676-3			t u ²⁴							
4688-3			m æ ²¹							
4708-3			o ⁵⁵							
4814-3			ts i ²¹							
4844-3			tsʰ o ⁵⁵							
4854-3			k o ²²							
4929-3			j ɯ ²¹							
4940-3			t w ɛ ²⁴							
5027-3			t o ⁵⁵							
5071-3			m ɯ ⁵⁵							
5083-3			q w a ⁵⁵							
4378-3			x ɯ ²²							
11-3			o ²¹							
65-3			m ɛ ⁴³							
82-3			tʰ o ⁵⁵							
132-3			x o ⁴³							
141-3			ŋ o ⁴³							
227-3			ts i ⁵⁵							
359-3			w ɛ ²¹							
379-3			p i ²¹							
422-3			tsʰ i ²⁴							
907-3			n o ²¹							
979-3			s ɛ ⁵⁵							
1046-3			ts o ⁴³							
1056-3			q æ ²²							
1274-3			ɯ ²²							
1390-3			j i ⁵⁵							
1651-3			t j i ²¹							
1693-3			tɕ a ⁴³							
1742-3			ɣ o ²²							
1958-3			t i ²¹							
1980-3			ʔ w ɛ ²⁴							
32-4				m æ ²⁴						
53-4				ts i ¹²						
93-4				k ɯ ¹²						
216-4				s w a ²⁴						
236-4				tsʰ o ŋ ²²						
267-4				tɕ j e n ⁴²						
316-4				b u ²²						
327-4				q i ²²						
348-4				ts u ²⁴						
400-4				s u ¹²						
452-4				q æ ²⁴						
463-4				qʰ a ²⁴						
512-4				t u ⁴²						
534-4				ts u ²⁴						
556-4				qʰ u ²²						
568-4				x i ²⁴						
588-4				s w a ²⁴						
599-4				b i ⁵⁵						
656-4				k u ¹²						
678-4				k u ¹²						
689-4				m æ ⁴²						
700-4				m o ⁴²						
775-4				b j e n ⁴²						
786-4				q u ⁵⁵						
820-4				ts o ⁴²						
839-4				t i ¹²						
863-4				qʰ u ²²						
896-4				q a n ⁵⁵						
929-4				tsʰ i ⁴²						
1015-4				s u ⁵⁵						
1035-4				ts u ²²						
1107-4				s æ ²⁴						
1173-4				s i ²²						
1195-4				s i ²²						
1241-4				m e ¹²						
1252-4				l o ŋ ¹²						
1294-4				q o ŋ ⁵⁵						
1326-4				tɕ i ²²						
1348-4				dʑ i ⁴²						
1401-4				s e n ⁴²						
1451-4				s i ²²						
1473-4				t w e n ²²						
1507-4				ts i ⁵⁵						
1532-4				q i ⁵⁵						
1543-4				s i ²²						
1575-4				s j e n ⁵⁵						
1618-4				b u ¹²						
1640-4				k u ²⁴						
1671-4				s i ²⁴						
1731-4				s o ŋ ⁵⁵						
1762-4				s w a ŋ ⁴²						
1773-4				t u ²⁴						
1794-4				k o ŋ ⁵⁵						
1805-4				s i ⁴²						
1816-4				s o ²²						
1862-4				tsʰ i ⁵⁵						
1885-4				qʰ æ ²⁴						
1914-4				s i ²²						
1936-4				b u ²²						
1969-4				s j e n ⁵⁵						
2018-4				tsʰ o ŋ ¹²						
2029-4				q o ŋ ⁵⁵						
2051-4				tsʰ o ŋ ¹²						
2074-4				q o ²⁴						
2085-4				m æ ²²						
2130-4				b æ ²⁴						
2245-4				tsʰ u ²¹						
2269-4				m e ²²						
2280-4				s u ⁴²						
2291-4				s e n ⁴²						
2316-4				tɕ i ²⁴						
2364-4				ts i ²²						
2395-4				tsʰ a n ⁵⁵						
2406-4				tsʰ j a n ⁵⁵						
2417-4				k u ⁴²						
2428-4				q o ŋ ⁵⁵						
2450-4				o ¹²						
2484-4				s i ²⁴						
2495-4				k u ¹²						
2565-4				tɕ i ⁵⁵						
2611-4				j u ²⁴						
2632-4				w a ²⁴						
2644-4				w a ⁵⁵						
2674-4				m o ²²						
2698-4				s u ²²						
2709-4				n u ¹²						
2720-4				i ⁴²						
2772-4				q a ²⁴						
2791-4				tɕ a n ⁵⁵						
2837-4				ts i ⁵⁵						
2859-4				s j e n ⁵⁵						
2889-4				tɕ i ²²						
2900-4				k u ²²						
2928-4				tsʰ o ⁵⁵						
2941-4				qʰ i ⁵⁵						
2998-4				ts i ²²						
3031-4				tʰ u ²²						
3052-4				t i ⁴²						
3064-4				t u ¹²						
3084-4				tʰ æ ²⁴						
3117-4				ts i ²²						
3128-4				q æ ¹²						
3150-4				t u ¹²						
3161-4				i ²²						
3172-4				ʂ i n ²²						
3263-4				j a ²⁴						
3274-4				q æ ⁴²						
3308-4				qʰ e n ⁵⁵						
3340-4				ts u ²⁴						
3362-4				ʂ i ⁵⁵						
3409-4				m i ²²						
3454-4				q o ŋ ⁵⁵						
3493-4				s u ²⁴						
3536-4				s u ⁵⁵						
3548-4				pf u ⁴²						
3645-4				s u ⁵⁵						
3678-4				tɕʰ i ²⁴						
3757-4				l u ¹²						
3779-4				k u ⁴²						
3813-4				x e n ⁵⁵						
3835-4				s j e n ⁵⁵						
3855-4				b a ¹²						
3885-4				s w u ²⁴						
3907-4				b æ ⁵⁵						
3942-4				ts i ²²						
3953-4				tsʰ a n ⁵⁵						
4023-4				s j a n ⁵⁵						
4034-4				tsʰ i ⁵⁵						
4143-4				tsʰ i ²¹						
4185-4				m o ²⁴						
4227-4				tsʰ i ⁵⁵						
4238-4				u ¹²						
4249-4				q o ŋ ⁵⁵						
4271-4				ts i ²²						
4304-4				u ⁴²						
4315-4				t o ŋ ²²						
4336-4				tɕ i ⁴²						
4400-4				s o ŋ ⁵⁵						
4411-4				x e n ⁵⁵						
