COGID	dutch	english	french	german
1478-1	b oː x ə			
1469-2		s ɛ n		
2047-2		s ɛ f		
2054-2		d ɛ n d		
1375-2		l ɪ f eɪ		
760-2		w ɛ n t		
756-2		s n ɔ r		
726-2		m ʌ d		
1351-2		ɡ r ɪ tʃ + f ɔː t ə n		
1353-2		ɡ r æ b + r ɔː t ə n		
412-2		s p r ɛ d aʊ + t t t t		
406-2		s p r ɛ d aʊ + t t t t		
1005-2		p æ tʃ p r ɔː t ə n		
1012-2		p æ l + r ɛ t ə n		
1016-2		r ɪ r ɑː ɔː t ə r		
1069-2		t ɪ f		
509-2		v iː l ɪ		
693-2		p əʊ æ n + ɔː s ə n		
2179-2		n əʊ s t		
1753-2		f ɔ m		
1131-2		w iː l k		
1198-2		b ɑː k k		
2032-2		f ɔː n		
2241-2		n æ s		
2244-2		l ɪ f		
610-2		l aɪ ɪ		
945-2		f ɔː k		
1534-2		l ɪ f		
384-2		s iː k		
1650-2		s r ɔ ɡ		
1663-2		s aɪ l t		
2279-2		l ɪ n		
471-2		s iː n		
1385-2		s aɪ f t		
792-2		j aɪ f		
1111-2		l əʊ s t		
197-2		s ɪ d		
2020-2		l aɪ n		
867-2		s ɛ n d l̩ k t		
1970-2		f æ l		
1230-2		əʊ r ɑː n		
2017-2		n w æ r		
968-2		w æ l̩ t		
1674-2		l ɛ n t		
1671-2		h v l̩		
829-2		k l aɪ m		
1025-2		m ʌ v		
1027-2		θ aɪ		
1832-2		r æ m		
-1816-2		ʌ s eɪ m		
-335-2		l eɪ ɡ n̩		
1043-2		ʃ k r æ m		
423-2		s t eɪ n		
2049-2		ɡ æ əʊ		
2062-2		s w ɑː m		
2065-2		p ɪ r aɪ n + d ɔː n		
1368-2		s m l d r		
1365-2		d b ə r		
754-2		r eɪ k		
768-2		w aɪ d		
1211-2		f l ə l̩		
106-2		ɡ əʊ		
-98-2		b eɪ p		
719-2		s ʌ d		
1341-2		s əʊ		
-2027-2		t ɛ n t		
-2026-2		n æ v r		
409-2		æ n + s ʌ + aʊ t		
402-2		n + d ɔː d aʊ t t t t t		
1014-2		ɡ æ n + d ɔː t ə n		
1059-2		w aɪ f		
120-2		s b ɔː l̩		
2194-2		ʌ k s		
2199-2		k ɑː l m		
2197-2		s n ɔ f		
1523-2		s əʊ		
512-2		h ɜː		
2141-2		ɡ əʊ		
2147-2		ɡ əʊ n		
814-2		ɡ r ɔ ɪ		
810-2		h s		
1758-2		l iː		
1760-2		r æ k		
1620-2		h		
1282-2		w ɔ l v ɪ n		
1136-2		f ɔː ɡ		
1309-2		l iː		
1307-2		n æ		
1305-2		f l eɪ		
711-2		w əʊ z k		
1442-2		f l əʊ		
62-2		h		
-73-2		p ɪ ŋ k t		
1810-2		h ɔ t		
1805-2		f l ɔ ɡ		
1813-2		h r		
1811-2		f l ɔː t		
690-2		r ɔ t		
2177-2		h əʊ s t		
246-2		ɪ + r r b d ə ə r		
249-2		ɪ əʊ m + l ɪ k		
1506-2		r d t ə r		
2242-2		s ɛ n t		
2245-2		h ɔ n		
2174-2		s s əʊ l d		
603-2		r æ r + d əʊ n		
601-2		s ɛ n t		
615-2		f əʊ ŋ k l̩		
901-2		k l aɪ		
608-2		s ɔ f		
596-2		t ɛ n		
937-2		b ɔ ɔ ɡ t		
936-2		n ʌ v l̩		
646-2		r aɪ		
947-2		r ɪ v ə r		
1606-2		ʃ əʊ v d		
472-2		əʊ l əʊ		
1535-2		s ɛ əʊ d		
1546-2		s n eɪ n		
1959-2		s l əʊ		
694-2		s n ɑː d n̩		
1961-2		ɡ r eɪ k		
323-2		əʊ l l əʊ m		
1885-2		ɡ r eɪ n		
2156-2		ɡ r + d ɔː r d + t ə n		
1903-2		w əʊ n t		
525-2		s w iː l		
276-2		n æ m r		
274-2		d iː p		
278-2		k l aɪ m t		
258-2		b r ɔː t ə n		
256-2		n æ r t		
383-2		eɪ k		
207-2		r iː f		
376-2		ɡ r ɑː d l̩		
2014-2		d		
2009-2		eɪ k		
2003-2		k ɔ v ə l̩		
2024-2		h n		
1321-2		k ɔ p		
1976-2		t ɪ n t		
1243-2		p ɪ r tʃ r + + t ə k		
1265-2		b æ l ɪ		
1261-2		s iː n		
655-2		p r ɔ t		
650-2		d aɪ		
1532-2		ɡ n d		
-36-2		s aɪ d		
34-2		t ɛ n		
-1647-2		h		
-1615-2		w b l ɪ		
125-2		s aɪ d		
1659-2		h eɪ z ɪ r		
1661-2		w ɜː k		
1676-2		k ɔ p ə		
480-2		b m æ k		
1466-2		ɡ r aɪ d		
2277-2		w iː l		
2271-2		v æ l k		
2293-2		l eɪ d		
624-2		s d ɪ n		
628-2		ɡ d ɑː ŋ k l̩		
626-2		r iː n		
633-2		n æ k l̩ t		
1185-2		ɡ r æ n + d ɔː t ə n		
1179-2		h aɪ		
2168-2		k æ m		
1952-2		d aɪ		
899-2		m ʌ d		
922-2		p aɪ t		
-934-2		l ɑː k		
916-2		f r ɔ k		
1726-2		f æ l k		
2108-2		f l əʊ m		
1133-2		f əʊ k		
2114-2		s s l d		
1272-2		r eɪ k		
1979-2		ɡ r eɪ n		
1989-2		h eɪ l		
-2260-2		ɡ r æ n d		
70-2		p ɔ		
-89-2		r r æ d + + + ə t		
-12-2		ʃ aɪ d		
713-2		ʃ ɔ d n̩		
747-2		l ʌ v l̩		
308-2		d aɪ		
289-2		d ɑː d		
1930-2		ɡ r əʊ k		
1928-2		f l əʊ r ɛ d		
858-2		s p r əʊ k ə n		
1577-2		f l z əʊ k		
908-2		r iː k		
648-2		b iː l		
1855-2		ʃ + f iː l		
657-2		h v		
2058-2		h ʌ k l̩		
949-2		əʊ əʊ l d + m m æ n		
1642-2		ɡ əʊ t		
1640-2		f əʊ l v		
1633-2		iː k r		
1630-2		t əʊ		
993-2		ɡ l eɪ n		
-2121-2		r iː l		
1692-2		v iː l		
1694-2		ɡ r eɪ k r		
1062-2		s ɛ l k l̩		
476-2		s l əʊ		
1051-2		f l əʊ		
1075-2		f l əʊ		
135-2		ɡ ɑː d		
-134-2		d ɔ l d		
1839-2		p ɪ z + m æ n		
1097-2		æ n + d ɛ d + aʊ t t t		
1777-2		f əʊ l d		
1434-2		ɡ l eɪ k		
1417-2		m iː d		
1424-2		m eɪ k		
778-2		p ɔ t		
790-2		b ɑː k		
1223-2		k ʌ k l̩		
1117-2		s ʌ v l̩		
1411-2		h iː		
1407-2		p ɪ tʃ + f ɔː l t ə		
1390-2		θ aɪ		
2086-2		m eɪ n		
2082-2		r r æ d + f əʊ t ə n		
576-2		ʃ eɪ k		
579-2		f ɛ l d		
581-2		p æ m b r əʊ k ə		
-1791-2		r iː f		
-225-2		f r ɔ ɡ		
-2284-2		k l əʊ		
1479-2		ʌ s l		
847-2		h əʊ		
659-2		k ɔ d		
860-2		m ʌ d n̩		
213-2		r eɪ k k		
1286-2		f ɔː		
1293-2		w əʊ l d		
474-2		d ɪ k		
467-2		ɡ aɪ		
1177-2		t ɔ f		
584-2		h iː k		
-1153-2		r ɛ n t		
700-2		s w iː l m		
875-2		tʃ ʌ z t		
1559-2		æ l eɪ		
1565-2		h ɔː l		
1968-2		h ɔ l f d		
-350-2		p əʊ t r		
1469-3			ʃ o z ʀ	
2047-3			ʃ o z ʀ	
2054-3			l ɑ̃ s t e	
1375-3			l ə ʀ z e	
760-3			l a z ʀ	
756-3			f ʀ	
726-3			v a s	
1351-3			s s ɑ̃ l b l	
1353-3			s l t t ʀ t	
412-3			s s ɑ̃ s ɑ̃ s ɑ̃ t ʀ ʀ e e	
406-3			s s ɑ̃ s ɑ̃ s ɑ̃ t ʀ ʀ e e	
1005-3			s s t b ʀ	
1012-3			s s t t ʀ t	
1016-3			l ɑ̃ e ə a a ʀ b	
1069-3			t ɑ̃ z	
509-3			f a z	
693-3			s l t a b b l	
2179-3			ʃ ɛ s t	
1753-3			f p i t ʀ	
1131-3			l a	
1198-3			b ə i l	
2032-3			v a	
2241-3			ʃ o z	
2244-3			l ə v e	
610-3			ʀ ɛ z e	
945-3			ʃ ɛ	
1534-3			l ə v	
384-3			v a ɡ	
1650-3			f b u	
1663-3			ʃ o z	
2279-3			l ə v	
471-3			ʃ o t	
1385-3			ʃ o v e	
792-3			ʀ u z	
1111-3			ʃ o s t	
197-3			ʃ o v	
2020-3			ʀ ɑ̃	
867-3			s ɑ̃ t ʀ e	
1970-3			f a i ʀ	
1230-3			s s ɛ a a b	
2017-3			f ʀ ɛ l ʀ	
2183-3			ʃ p ɛ l ʀ	
1521-3			t y ɡ	
1755-3			p ʃ z ʀ	
1760-3			ʀ u t	
1196-3			v a ɡ	
575-3			ɑ̃ e s t t ʀ	
2014-3			l ɑ̃ s t	
1321-3			b u t	
1265-3			b ɔ	
588-3			v ɛ z	
1469-4				k ɪ n
2047-4				ʃ a x
2054-4				f v ŋ t ə r
1375-4				l ai x r r n
760-4				v ɪ n t
756-4				f r au
726-4				m aː f ə r
1351-4				ʃ r ɛ + h ʊ s ə r
1353-4				ʃ l ʏ + m ʊ s ə r
412-4				f z a d ə r t ə t n n n
406-4				f m ʊ d ə r t ə t n n n
1005-4				ʃ ts ɔ + + h au s ə r
1012-4				ʃ ɔ r + m ʊ s ə r
1016-4				v ɛ t iː ɪ n d ə r
1069-4				d a x
509-4				f a l ə n
693-4				ʃ r ɔ n r + ɛ s ə n
2179-4				r ɛ s t
1753-4				f eː ɪ x
1131-4				v a l s
1198-4				b au ai r t
2032-4				h eː r s
2241-4				m iː r ə
2244-4				l ai x n
610-4				v a n ə
945-4				h eː r t
1534-4				r ɛ x ə n
384-4				f ɔy ɡ ə n
1650-4				n oː a t
1663-4				h ɔ x t
2279-4				v oː n ə n
471-4				h a ə n
1385-4				z ai x n
792-4				v a x
1111-4				r a n t
197-4				t ɶː t ə n
2020-4				l oː n
867-4				b ə n t aː l ə n
1970-4				h iː l
1230-4				f ɛ ɛ ɛ r r ə n
2017-4				f l ɪ ə
968-4				v ɪ r ə l t
1674-4				l ɪ n t
1671-4				h aː f ə l
829-4				k l ɪ f t
1025-4				v aː d ə r
1027-4				z iː
1832-4				r au
-1816-4				aː ɡ l ə n
-335-4				r ɛ x ə n ə
1043-4				ʃ t r ɔ m
423-4				ʃ t ai f
2049-4				m a n ə
2062-4				ʃ t a r k
2065-4				h aː m ə r + b a f n n
1368-4				ʃ ɛː d ə r
1365-4				f oː au
754-4				r iː ɡ ə n
768-4				v a f ə n
1211-4				n ɔy ə r
106-4				l a n
-98-4				b ɛ t ə
719-4				f aː f ə r
1341-4				l oː n
-2027-4				k ɪ n t ə
-2026-4				ʃ aː m ɪ l
409-4				ə + ə n t n ɛ n l n n
402-4				f ɪ n d ə n t ə n n n n
1014-4				ʃ ɔ r + t ɪ n s ə r
1059-4				l ɛ t
120-4				ʃ t uː l
2183-4				ʃ t a r
2194-4				eː x ts ə
2199-4				k aː l s
2197-4				ʃ au p
1523-4				h oː f
1521-4				b au x
512-4				m ɛ r ə
2141-4				h ai n
2147-4				h a l s
814-4				k r aː ə n
810-4				ʃ ɪ f ə
1755-4				z a ɔ n t
1758-4				m oː n
1620-4				ɡ ɪ n t
1282-4				v a l b ə n
1136-4				h a l ʃ
1309-4				l ai n
1307-4				n iː t ə
1305-4				f l ai
711-4				v ɛ ɡ pf ə
1442-4				f l iː ʃ t
62-4				m ʏ ts ə
-73-4				m ɛː t t ɪ ts ə
1810-4				h ai t
1805-4				f r au ʃ
1813-4				n ai ə r
1811-4				b l a t
690-4				r ɪ x ə
2177-4				h ɔ f t
246-4				v f r + + l ə l
249-4				a n + t + l ə n
1506-4				f ai r + n h ʊ n r
2242-4				m ɪ n t
2245-4				b a ŋ ə
1196-4				n ʊ x ə n
2174-4				ʃ ɛ l t ə r
575-4				ʊ k m ə n + x x ə n
603-4				aː l ɛ + + k au n ə n
601-4				h ɪ n t
615-4				f ɪ ŋ k ə r
901-4				k l a n r
608-4				f iː t
596-4				k ai n t
937-4				b oː r ai s t
936-4				h au f ə l
646-4				v a ŋ ə
947-4				v ai f ə r
1606-4				h ai k ə n
472-4				ʃ n aː m ə n
1535-4				ʃ v iː d ə n
1546-4				ʃ ɔy ɡ ə n
1959-4				ʃ l iː d ə n
694-4				ʃ ɛ ŋ k ə n
1961-4				d r aː ɡ ə n
323-4				ɔ b l ai b ə n
1885-4				f r au f
2156-4				ɛ r b a l t + n ə n
1903-4				v oː n t n
525-4				ʃ v a ŋ ə r
276-4				l ai m ə
274-4				t oː f
278-4				k l ɪ n t
258-4				ɛ r + b r eː k ə n
256-4				r ɛ x ɪ n
383-4				iː d ə n
207-4				r ai t
376-4				k r ɪ ŋ k ə n
2014-4				r ɛ t r n
2009-4				uː f ə l
2003-4				k au f ə l
2024-4				b ɪ n ə
1976-4				b a ŋ ə n
1243-4				f ɪ l t + + + s ə n
1261-4				h a ɡ ə n
655-4				b r a t
650-4				t oː k
1532-4				ʃ m iː d ə n
-36-4				m ai t ə
34-4				b ai m ə
-1647-4				m ai f ə
-1615-4				v ai l ə
125-4				f iː t
1659-4				h oː l ə ŋ
1661-4				h yː l ə
1676-4				b ɶː t ə r
480-4				ɛ ə + b r eː n t
1466-4				k l iː s ə ŋ
2277-4				v a ŋ ə
2271-4				f ɪ n t
2293-4				l ai s ə n
624-4				ʃ ɛː l ə n
628-4				ʃ p ɛ ŋ d ə l
626-4				v iː n ə n
633-4				m aː d ə n t
1185-4				ʃ b ə n t ʃ ɪ + t ə r
1179-4				h ai t
2168-4				b au l
1952-4				t iː l
899-4				l aː d ə r
922-4				b ai t
-934-4				l ɛ s ə n
916-4				k r ɔ f
1726-4				f iː l t
2108-4				b l ai ɡ ə n
1133-4				f ɛ r ə
2114-4				ʃ ɛː d ə n
1272-4				r ɔy ɡ ə n
1979-4				f r au s
1989-4				h oː
-2260-4				b l ɛ x k ə n
70-4				b ai k ə
-89-4				m ɪ n ə r + + x ə n n
-12-4				b ai t ə
713-4				z ai t ə
747-4				ɡ eː d ə l
308-4				t oː n
289-4				k ɪ ŋ k ə n
1930-4				b r ɛ x ə n
1928-4				ʃ s + l ɛ s ə n
858-4				a ts ə + b r ɛ k ə n
1577-4				a ə + h aː n ə n
908-4				v iː n ə n
648-4				b au ə n
1855-4				a ə + h ai l ə n
657-4				h aː m ə r
2058-4				r oː ɡ ə l
949-4				ɛ r iː + + ʃ b ai n
1642-4				h ɔ l t
1640-4				f a r b ə r
1633-4				aː r ə r
1630-4				t ai n
993-4				f l a t
-2121-4				r aː l ə n
1692-4				f a l ə n
1694-4				d r aː t ə l ə
1062-4				h ɪ ŋ k ə n
476-4				ʃ v a ŋ ə n
1051-4				f l iː ɡ ə n
1075-4				b l aː b ə n
135-4				ʃ m iː b ə n
-134-4				k aː r b ə n
1839-4				v ɛ r + h eː n n
1097-4				f ɛ z a m ə x t n n n
1777-4				f ɛ r ɡ ə n
1434-4				b r ai ɡ ə n
1417-4				v ai t ə n
1424-4				r ɶː t ə n
778-4				ts aː f
790-4				k r aː ɡ ə
1223-4				b ɛ t ə l
1117-4				z au x ə n
1411-4				h a f ə n
1407-4				f ɛ s t + h a l d ə n
1390-4				t iː l
2086-4				ɡ iː ɡ ə n
2082-4				ɛ + ɡ ʊ s ə n
576-4				h iː s ə n
579-4				f ɪ ŋ k ə n
581-4				f ɛ r + r iː k ə n
-1791-4				r au x
-225-4				k r ai t
-2284-4				b l a t
1479-4				v p t ai n ə
847-4				h oː f
659-4				b au t ə l
860-4				m aː ɡ
213-4				r ɛ k t
1286-4				f iː r t
1293-4				v ɛ s t ə n
474-4				d a x
467-4				t a l
1177-4				t iː t
588-4				f l a t
584-4				h ʊ k ə n
-1153-4				r ɪ n t
700-4				ts v ai k t
875-4				k uː z ə n t
1559-4				aː l iː
1565-4				f iː l
1968-4				h ɛ r s t ə
-350-4				b au ə r
1478-4				b au t ə l
