COGID	dutch	english	french	german
472-1	s l ɛ m ə			
1535-1	z w ɛ d ə			
1546-1	z p ɛɪ k ə			
1959-1	x l ɛɪ d ə			
694-1	z v ɛ n v ə			
1961-1	d r ɛ ŋ ə			
323-1	ɛ b l iː d ə			
1885-1	x r ɑ s			
2156-1	v ə r + k ɑu d ə ə			
1903-1	r ɪ n d ə			
525-1	z w ɛ l ə l			
276-1	r ɛ n ɛɪ			
274-1	d ɪ p			
278-1	b r ɛ n t			
258-1	v ə d r ɑu ŋ k ə			
256-1	z aː k ə t			
383-1	ɛɪ d ə			
207-1	r ɛɪ x			
376-1	b r ɪ ŋ k ə			
2009-1	œy v ə l			
2003-1	x ɛɪ d ə l			
2024-1	w ɑ n ə			
1321-1	k aː p			
1976-1	d ɪ n v ə			
1243-1	v ɑ l + ɑ + ɑ n t m			
1265-1	p iː l l			
1261-1	z ɛ k ə			
655-1	b r ɛɪ t			
650-1	d ɪ k			
1532-1	k l ɛɪ d ə			
-36-1	z uː			
34-1	b ʉ n			
-1647-1	v ɑ k			
-1615-1	r iː l ə			
125-1	p ɑ k			
1659-1	h ɛ l ə			
1661-1	m ɪ r f			
1676-1	b ɛɪ d ə l			
480-1	b ə + d r aː n t			
1466-1	x l ɛɪ d ə			
2277-1	r ɑ l ə			
2271-1	v ɛ l t			
2293-1	l ɛɪ d ə l			
624-1	z p ɛ l ə			
628-1	z p ɪ n d ə l			
626-1	h eː d ə			
633-1	h ɛɪ d ə l ə			
1185-1	v oː ɛɪ r + h ɑu n d ə r			
1179-1	h oː k			
2168-1	d ɪ n			
1952-1	d eː r			
899-1	l ɛɪ d ə l			
922-1	p ɑ k			
-934-1	r ɪ l k			
916-1	b r ɛɪ s			
1726-1	v ɛ l t			
2108-1	v l aː ɣ ə			
1133-1	v ɔ l l			
2114-1	z p ɛɪ d ə			
1272-1	r ɛɪ d ə			
1979-1	x r ɑ s			
1989-1	d ɪ j			
-2260-1	b l ɑ n k ə			
70-1	b uː k ə			
-89-1	v ɪ n + r + + s t eː			
-12-1	p ɑ ŋ			
713-1	z ɛ x t			
747-1	z ɛɪ m ə l			
308-1	d iː			
289-1	v ɪ n d ə			
1930-1	b r ʉ ŋ ə			
1928-1	z p ɑ l ɛɪ d ə			
858-1	v oː r s d r ʉ t ə			
1577-1	n h ɛ z ə			
908-1	w ɑ l ə			
648-1	b ɑ l ə			
1855-1	h ɑu l ə			
657-1	h ɛ m ə r			
2058-1	h ɛɪ x ə l			
949-1	v l ɛɪ + + s n ə n			
1642-1	x ɔ l t			
1640-1	v ɪ l f ə l			
1633-1	ɑ r ɛɪ n			
1630-1	d ɪ n			
1469-2		s aʊ n d		
2047-2		s eɪ l		
2054-2		θ ɑː n d l̩		
1375-2		l aɪ f r eɪ		
760-2		r ɪ n d		
756-2		s l ɔː r		
726-2		l æ d l̩		
1351-2		ɪ tʃ + f d		
1353-2		r ɪ b + l d t		
412-2		k d + + b æ æ k		
406-2		k d + + b æ æ k		
1005-2		əʊ + d t		
1012-2		əʊ l + r d t		
1016-2		ɡ əʊ r l ɔː z t ə n		
1069-2		θ ɪ tʃ		
509-2		f ɔː l		
693-2		əʊ əʊ l d ɔː b t		
2179-2		r aɪ t		
1753-2		f ɑː s		
1131-2		w ɛ l s		
1198-2		p ɛ ə r d		
2032-2		h ɔː r v		
2241-2		h ɔː		
2244-2		m ɪ d		
610-2		l aɪ n		
945-2		h ɔː r d		
1534-2		l iː d		
384-2		s iː k		
1650-2		r r ɑː		
1663-2		s ɔː aɪ d		
2279-2		r iː l		
471-2		s iː v		
1385-2		s ʊ f aɪ t		
792-2		r ɪ tʃ		
1111-2		r aʊ n t		
197-2		s iː d		
2020-2		l ɪ ŋ		
867-2		f aɪ n d l̩ k		
1970-2		f ɔː l		
1230-2		d r ɪ n		
2017-2		m w ɛ r		
968-2		w n̩ d		
1674-2		r ɪ n d		
1671-2		h æ v l̩		
829-2		b l ɪ m		
1025-2		w iː v l̩		
1027-2		m ɔː		
1832-2		r ɪ l		
-1816-2		əʊ s ɪ r l		
-335-2		l iː d n		
1043-2		f b r s		
423-2		s θ ɪ n		
2049-2		m ɪ n d		
2062-2		s k ɑː r r		
2065-2		r n + d		
1368-2		s p aɪ d l̩		
1365-2		d b eɪ r		
754-2		r aɪ d		
768-2		s eɪ d l		
1211-2		f ɑː ə r		
106-2		r ɪ r		
-98-2		b ɛ ə		
719-2		h æ d l̩		
1341-2		θ ɪ		
-2027-2		d ɑː n d		
-2026-2		m ɪ d l̩		
409-2		s + æ k		
402-2		d m t + b b æ k k		
1014-2		n + d əʊ t t		
1059-2		m ɔː tʃ		
120-2		s d l̩		
2194-2		əʊ k		
2199-2		k ɔː l v		
2197-2		s n ɑː s		
1523-2		h ɪ		
512-2		f ɔː r		
2141-2		θ ɪ		
2147-2		ɡ l n s		
814-2		b r ɪ dʒ		
810-2		θ ɪ k		
1758-2		m ɔː r		
1760-2		r ɔ d		
1620-2		f ɑː n		
1282-2		w ɔ l v ɪ n		
1136-2		f ɑː s		
1309-2		r aɪ s		
1307-2		m ɑː		
1305-2		f l		
711-2		w ɛ s k		
1442-2		f l aɪ		
62-2		h ɪ		
-73-2		w ɪ s k d		
1810-2		h ɪ θ		
1805-2		ɡ l ɑː s		
1813-2		h ɛ ə r		
1811-2		b l ɑː s		
690-2		r ɪ t		
2177-2		h aɪ n d		
246-2		r d d r		
249-2		əʊ əʊ m + l d		
1506-2		r d d m b r		
2242-2		m ɪ n d		
2245-2		θ ɪ n		
2174-2		s s aɪ l d l̩		
603-2		l		
601-2		h aɪ n d		
615-2		f ɪ n d l̩		
901-2		b l eɪ		
608-2		p ɪ θ		
596-2		s ɪ n		
937-2		b ɔ r ɔ n d		
936-2		h æ v l̩		
646-2		r ɪ n		
947-2		r ɪ v l̩		
1606-2		h ʊ k		
472-2		b l əʊ		
1535-2		s l ɪ m		
1546-2		f p aɪ		
1959-2		b l aɪ		
694-2		s f ɪ n d		
1961-2		b r ɪ ŋ		
323-2		əʊ l l uː		
1885-2		ɡ l ɑː s		
2156-2		d əʊ l d + b		
1903-2		r aɪ n d		
525-2		s w ɪ l s		
276-2		r ɑː n r		
274-2		θ ɪ k		
278-2		b r ɪ n d		
258-2		b r ɪ ŋ k		
256-2		s ʊ k l̩		
383-2		aɪ d		
207-2		r ɪ tʃ		
376-2		b r ɪ ŋ k		
2014-2		ɑː d		
2009-2		ɪ v		
2003-2		p æ d l̩		
2024-2		p ɑː n		
1321-2		t ɔ p		
1976-2		d ɪ n l̩		
1243-2		ɡ tʃ r + + t ə k		
1265-2		b æ l		
1261-2		s ɪ v		
655-2		b r ɪ s		
650-2		θ ɪ k		
1532-2		s l aɪ d		
-36-2		s iː		
34-2		b ɪ n		
-1647-2		f ɑː		
-1615-2		r k l ɪ		
125-2		p ɑː θ		
1659-2		h aɪ l m		
1661-2		m ɔː r v		
1676-2		b ɔ d m		
480-2		ɡ b r n̩ d		
1466-2		s l aɪ d m		
2277-2		f ɔː l		
2271-2		f ɔː l		
2293-2		l eɪ d l		
624-2		s d ɪ m		
628-2		s d ɪ n d l̩		
626-2		ɡ ɪ v		
633-2		h eɪ d l t		
1185-2		ɡ n h əʊ d		
1179-2		h ɪ θ		
2168-2		θ ɪ n		
1952-2		θ ɪ n		
899-2		l aɪ d l̩		
922-2		p ɪ θ		
-934-2		r iː l k		
916-2		b r aɪ s		
1726-2		f ɔː l d		
2108-2		b l aɪ		
1133-2		f ɔ l		
2114-2		s p aɪ d		
1272-2		r əʊ d		
1979-2		ɡ l ɑː s		
1989-2		h ɪ		
-2260-2		b r ɑː n s		
70-2		b ɛ k		
-89-2		æ d + + + t		
-12-2		p ɑː p		
713-2		s iː p d		
747-2		l æ d l̩		
308-2		θ ɪ n		
289-2		f ɪ n d		
1930-2		b r ɪ ŋ		
1928-2		s l əʊ l ɛ d		
858-2		p r ɪ d		
1577-2		əʊ f l z ɪ z		
908-2		w ɔː l		
648-2		b ɔ l		
1855-2		əʊ h əʊ l		
657-2		h æ l r		
2058-2		h æ d l̩		
949-2		əʊ l d + h m d		
1642-2		ɡ aʊ d		
1640-2		f ɪ l l̩		
1633-2		aʊ d m		
1630-2		θ ɪ ŋ		
1469-3			p l ʀ	
2047-3			ʃ a z ʀ	
2054-3			l l s t	
1375-3			l l ʀ z ʀ ʀ	
760-3			l a a ʀ	
756-3			p ʀ a	
726-3			l a s	
1351-3			s s a l t ʀ	
1353-3			s l a s e ʀ a	
412-3			s s ɑ̃ s ɑ̃ s a t	
406-3			s s ɑ̃ s ɑ̃ s a t	
1005-3			s s a e ʀ	
1012-3			s s a t e ʀ a	
1016-3			l l e ʀ a t	
1069-3			t a t	
509-3			p a l	
693-3			s ʀ l l b t	
2179-3			l l s t	
1753-3			f t a ʀ	
1131-3			ʀ a	
1198-3			b l i l	
2032-3			p a	
2241-3			l a z	
2244-3			l a v ʀ	
610-3			ʀ t l	
945-3			p l	
1534-3			l a v	
384-3			v a ɡ	
1650-3			p t a	
1663-3			p l	
2279-3			l a v	
471-3			ʃ a t	
1385-3			p l v ʀ ʀ	
792-3			ʀ a t	
1111-3			l l t	
197-3			ʃ a v	
2020-3			l a	
867-3			s l t a l i	
1970-3			p l a ʀ	
1230-3			s s ɛ a a ʀ	
2017-3			p ʀ a l ʀ	
2183-3			p p a	
1521-3			t a	
1755-3			e p a	
1760-3			ʀ i t	
1196-3			p a ɡ	
575-3			p e s a t	
2014-3			l ɑ̃ s t	
1321-3			b i t	
1265-3			b ʀ i	
1469-4				z ɪ n t
2047-4				z aː l n
2054-4				f ɛ n d ə l
1375-4				l ai x r r n
760-4				r ɪ n t
756-4				z l eː
726-4				r ɪ d ə l
1351-4				r ɪ t + h a s ə n
1353-4				ʃ r au + h iː s ə r
412-4				k ɔ m ə m
406-4				r + k ɔ m ə m
1005-4				f ts au + + h eː s ə r
1012-4				ʃ au r + m iː s ə r
1016-4				v ai t iː ɔ ɪ l d ə n
1069-4				t ɪ x
509-4				f ɔ l ə n
693-4				ʃ r ɔ l r + ɛ s ə n
2179-4				r ɛ s t
1753-4				f l ʏ k
1131-4				r ɛ l s
1198-4				b aː l r ə
2032-4				h ɛ l n
2241-4				h ɛ r n
2244-4				r ai t ə n
610-4				k a n l
945-4				h ɛ r t
1534-4				r ai t ə n
384-4				z aː ɡ ə n
1650-4				f oː a n
1663-4				z ɛ x t
2279-4				r ai l ə n
471-4				z eː l ə n
1385-4				z ai x n
792-4				r ɪ x
1111-4				r ɛ n t
197-4				z ai b ə n
2020-4				l aː n
867-4				f ɛ n t ə n ə n
1970-4				f a l
1230-4				t ɛ ɛ ai r r ə n
2017-4				f aː ɛ ə
968-4				r eː r ə l t
1674-4				r ɪ n t
1671-4				h eː f ə l
829-4				b l aː s ə
1025-4				r ai d ə l
1027-4				d oː
1832-4				r ai n
-1816-4				au f l ə n
-335-4				l ai ɡ ə n ə
1043-4				z t r ai s
423-4				ʃ d aː n
2049-4				m ɪ r ə
2062-4				z t ɛ r l
2065-4				r au b ə r + b a b ə n
1368-4				ʃ ai d ə r
1365-4				t r aː
754-4				r ai ɡ ə n
768-4				r eː f ə l
1211-4				f ɛ r
106-4				d eː n
-98-4				p aː d l
719-4				f a d ə n
1341-4				d ɪ n
-2027-4				k ɪ n t ə
-2026-4				h eː b l
409-4				ə + ɔ n t n ɔ n l n
402-4				k ɔ n d ə m
1014-4				au r + t a n s ə n
1059-4				r ɪ t
120-4				ʃ t aː l
2183-4				ʃ t a r
2194-4				a x ts n
2199-4				h ɛ l s
2197-4				ʃ iː f
1523-4				d ɪ x
1521-4				b a x
512-4				m ɛ r ai
2141-4				d ɪ n
2147-4				ɡ l n s
814-4				b r ʏ ə n
810-4				t aː n ə
1755-4				z a a n t
1758-4				m eː r
1620-4				f ɪ n t
1282-4				r ɔ l b ə n
1136-4				f ɛ l s
1309-4				l aː s
1307-4				m ɪ t n
1305-4				f l r
711-4				r ɛ b t n
1442-4				f l aː ɡ n
62-4				z ɛ k ə
-73-4				z ɛ s t ə ts ə
1810-4				h ɪ x
1805-4				ɡ l ai s
1813-4				h aː r
1811-4				b l aː t
690-4				r ɛ x t
2177-4				h ɛ f t
246-4				ɛ f r + b m ə n
249-4				œ n + t + l ə n
1506-4				f iː r + n l ʊ n r
2242-4				m ɛ n t
2245-4				d ɪ n ə
1196-4				l l k ə n
2174-4				ʃ ɪ l t ə l
575-4				a b m ə r + + n ə n
603-4				au l ɛ + + b iː n n n
601-4				h ɪ n t
615-4				f ɪ ŋ k ə r
901-4				k l aː n ə
608-4				d aː x
596-4				t ɛ n n
937-4				b oː r ai s t
936-4				r eː b ə l
646-4				r ɛ n ə
947-4				l ai b ə r
1606-4				h aː k ə n
472-4				ʃ l iː r ə n
1535-4				z l ai t ə n
1546-4				z p ɪ ɡ ə n
1959-4				ɡ l ai t ə n
694-4				ʃ f ɪ n k ə n
1961-4				t r ɪ ŋ ə n
323-4				ɔ b l iː b ə n
1885-4				ɡ l aː s
2156-4				ɛ r b a l t + n ə n
1903-4				r ɛ n t n
525-4				z v ɪ l ə l
276-4				r ɛ n ə
274-4				d ɪ f
278-4				b r aː n t
258-4				ɛ ə + b r a ŋ k ə n
256-4				z aː k n
383-4				ai t ə n
207-4				r ai x
376-4				b r ɪ ŋ k ə n
2014-4				r ɛ t r n
2009-4				eː b ə n
2003-4				k ai t ə l
2024-4				p aː n t
1976-4				b a l ə n
1243-4				f ɔ l t + + + s ə n
1261-4				z ai b ə n
655-4				b r ai t
650-4				t ɪ k
1532-4				k r ai t ə n
-36-4				z ɛ t ə
34-4				b aː n ə
-1647-4				f ɛ x ə
-1615-4				r ai l ə
125-4				h ai x
1659-4				h aː l ə n
1661-4				m ɛ r ə
1676-4				b ai d ə n
480-4				au ə + b r eː n t
1466-4				ɡ l ai t ə l
2277-4				r a l ə
2271-4				f a l t
2293-4				r eː s ə l
624-4				ʃ p ɪ l ə n
628-4				z p ɪ n d ə l
626-4				r ai b ə n
633-4				z ai d ə l t
1185-4				ʃ au n t h a l t ə n
1179-4				h oː x
2168-4				d ɪ n
1952-4				d ɪ r
899-4				l ai t ə l
922-4				pf ɪ t
-934-4				r ai l k n
916-4				b r ai s
1726-4				f ɛ r t
2108-4				b l aː ɡ ə n
1133-4				f ɔ l ə ə
2114-4				f p ai t ə n
1272-4				r ai ɡ ə n
1979-4				ɡ l aː s
1989-4				d ɪ
-2260-4				b l ɪ n t ə n
70-4				b aː k ə
-89-4				m au n ə n + + x s n n
-12-4				p aː t ə
713-4				z ɛ t ə
747-4				r ai d ə l
308-4				d ɪ l
289-4				k ɛ n d ə n
1930-4				b r ai x ə n
1928-4				z p + l ai t ə n
858-4				ɛ ə + + l ai k ə n
1577-4				a ə + h aː r ə n
908-4				v ai b ə n
648-4				b a l ə n
1855-4				a ə + h a l ə n
657-4				h aː b ə r
2058-4				r eː ɡ ə l
949-4				ɛ r ɛ + + ʃ n ə t
1642-4				ɡ ɛ l t
1640-4				z ɛ l b ə r
1633-4				ai l ai l
1630-4				d ɪ n
