COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
324-3			i s t a ʔ						
326-3			a k + i a						
1-4				m o tʃ i					
2-4				tɬ a x + t i					
8-4				w e j i					
16-4				j e s tɬ i					
24-4				i s t e					
32-4				m e k i					
51-4				t o n + tɬ i					
52-4				w a k + t o k					
53-4				n a k a s					
54-4				tɬ a l + o					
55-4				k w a j o w					
60-4				i x + t o l o l o					
83-4				tɬ e + tɬ i					
87-4				p a t a n i					
92-4				m a k a					
103-4				m a h t o a					
106-4				k a k i					
138-4				n e w a + tɬ					
139-4				m e k + t i					
142-4				m a t i					
145-4				m o + t e k a					
176-4				t a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e tʃ tɬ i					
190-4				j e k a + tɬ					
194-4				s e					
220-4				o h t e					
231-4				i h t a					
240-4				k o tʃ i					
283-4				t e l + t e					
293-4				i n + o n					
314-4				k w a w a + tɬ					
315-4				o m e					
322-4				t e w a + e					
323-4				tɬ e n					
9-4				t o t o + tɬ					
17-4				o m e + tɬ					
30-4				w i ts					
88-4				i h t e					
158-4				w e j a k					
177-4				m e j a k					
184-4				t o k a + tɬ					
187-4				j e n k w i + tɬ					
227-4				x a l + o					
235-4				m o + tɬ a l i					
249-4				p o k + tɬ i					
251-4				m o ts + e k a					
289-4				k w i tɬ a p i l					
294-4				t e h w a + tɬ					
296-4				n e n e p i l					
313-4				tɬ a n + k i					
316-4				n e h + e m					
318-4				t o t o n + k					
320-4				a h t e					
324-4				i s t a k					
326-4				a k i					
1-5					m o tʃ i				
2-5					t e k + t i				
8-5					h eː l				
16-5					j e s t i				
24-5					i s t i				
32-5					m iː b i				
51-5					t o n				
52-5					a h t o k				
53-5					n a k a s				
54-5					t a l + t i				
55-5					b aː				
60-5					i x + t o l o l				
83-5					t e + t i				
87-5					p a t a n				
92-5					m a b a				
103-5					m a m				
106-5					b a b i				
138-5					n e h				
139-5					m iː k + t i a				
142-5					m a t i				
145-5					m o + t e k a				
176-5					t a b a + t				
179-5					n a b a + t				
180-5					m eː ts + t i				
186-5					b e tʃ + t i				
190-5					j a k + t i				
194-5					s e				
220-5					o h t i				
231-5					i h t a				
240-5					b o tʃ i				
283-5					t e l + t e				
293-5					h oː n				
314-5					b aː aː + t				
315-5					oː m e				
322-5					t e h w a m				
323-5					t eː n				
9-5					t oː t o				
17-5					oː m				
22-5					t a + t a				
30-5					i ts				
88-5					i h t i				
158-5					w e j a k				
159-5					a t o m				
177-5					m iː j a k				
184-5					t oː k aː + t				
187-5					j a n k w i + k				
227-5					x aː l + t i				
235-5					m o + t a l				
249-5					p oː k + t i				
251-5					m o + b e l a				
289-5					b w i t a p i l				
294-5					t a h t o a				
296-5					n e n e p i l				
313-5					t a m + t i				
316-5					n e h + n e m i				
318-5					t o t oː n				
320-5					aː iː t i				
324-5					i s t a k				
326-5					a h t o a				
1-6						m i tʃ i n			
2-6						t a x + t i x			
8-6						w eː l			
16-6						e s e			
24-6						i s t i			
32-6						m i k i			
51-6						t i n			
52-6						w aː k + t u k			
53-6						n a k a s			
54-6						t a l			
55-6						k w aː + j u			
60-6						iː x + t u l u l u			
83-6						t a + t i			
87-6						p a t a n			
92-6						m a k a			
103-6						m a n			
106-6						k a k i			
138-6						n e w a + t			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u k a			
176-6						t aː k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k eː tʃ + t i			
190-6						j a k a + t			
194-6						s e			
220-6						u h t i			
231-6						h t a			
240-6						k u tʃ i n			
283-6						t eː l			
293-6						i n i			
314-6						k w a + t			
315-6						uː m e			
322-6						t e w a n			
323-6						t eː n			
9-6						t uː t u			
17-6						u m i			
22-6						t a t a			
30-6						w i ts			
88-6						i			
158-6						w eː j a k			
159-6						a t i n			
177-6						m i a k			
184-6						t uː k aː + t			
187-6						j a n k w i + k			
227-6						x aː l			
235-6						m u + t a l			
249-6						p uː k + t i			
251-6						m u k e l a			
289-6						k w i t a p iː l			
294-6						t e h w a			
296-6						n e n e p i l			
313-6						t a n + t i			
316-6						n e h + n e m i			
318-6						t u t u k			
320-6						aː + t			
324-6						i s t aː k			
1-7							m o tʃ i		
2-7							t e k + t e x		
8-7							w e j		
16-7							e s e		
24-7							i s t e		
32-7							m i k i		
51-7							o n		
52-7							w a k + t o k		
53-7							n a k a s		
54-7							t a l		
55-7							k w a + k		
60-7							i x + t o l o l		
83-7							t e		
87-7							p a t a n		
92-7							m a k a		
103-7							m e n		
106-7							k a k o a		
138-7							n e w a + t		
139-7							m e k + t i a		
142-7							m a t i		
145-7							m o + t e k a		
176-7							t a k a + t		
179-7							n e k a + t		
180-7							m e ts + t i		
186-7							k e tʃ + t i		
190-7							j e k a + t		
194-7							s e		
220-7							h t		
231-7							i h t e		
240-7							k o tʃ i		
283-7							t e l + t e		
293-7							i n + o n		
314-7							k w a + k		
315-7							oː m e		
322-7							t e w a m		
323-7							t e n		
17-7							o m		
22-7							t a t a		
30-7							w i ts		
159-7							a t e n		
251-7							m o k e l a		
296-7							n e n e p i l		
320-7							a h t e		
326-7							a k o m a		
1-8								n	
2-8								tɬ a x + t ɨ + tɬ	
8-8								w eː + tɬ ɨ	
16-8								ɨ s e	
24-8								ɨ s x + tɬ ɨ	
32-8								m i k + m ɨ	
51-8								oː n	
52-8								w a k + tɬ ɨ	
53-8								n a k a s + tɬ	
54-8								tɬ a l + l ɨ + m	
55-8								k w aː + tɬ	
60-8								iː x + t o l	
83-8								t ɨ + tɬ ɨ	
87-8								p a tɬ a + tɬ	
92-8								m a k a + m	
103-8								m a + tɬ ɨ	
106-8								k ɨ + ts o m a	
138-8								n e w a + tɬ	
139-8								m i k + tɬ ɨ	
142-8								m a + tɬ ɨ	
145-8								m o k + t ɨ + k	
176-8								t a k + tɬ	
179-8								n a k a + tɬ	
180-8								m eː ts + tɬ ɨ	
186-8								k eː tʃ + tɬ ɨ	
190-8								j a k + tɬ ɨ	
194-8								s e	
220-8								o	
231-8								ɨ h t a + tɬ	
240-8								k o tʃ + tɬ ɨ	
283-8								t ɨ + tɬ ɨ	
293-8								ɨ n	
314-8								k w a + tɬ	
315-8								oː m	
322-8								t ɨ w a + tɬ	
323-8								t eː n + tɬ ɨ	
9-8								t oː t	
17-8								o m	
22-8								tɬ a t a + tɬ	
30-8								w ɨ	
88-8								ɨ	
158-8								w eː j a + k	
159-8								ɨ h t ɨ	
177-8								m i a + tɬ ɨ	
184-8								t oː k + tɬ ɨ	
187-8								j a n k w ɨ + k	
227-8								x l	
235-8								m o + tɬ a l ɨ	
249-8								p oː k + tɬ ɨ	
251-8								m o k + tɬ a	
289-8								k w ɨ tɬ a p ɨ l	
294-8								t a + tɬ ɨ	
296-8								n e n e p ɨ l	
313-8								tɬ a n + t ɨ + k	
316-8								n e n	
318-8								t o t oː n + k	
320-8								aː + tɬ ɨ	
324-8								ɨ s + t ɨ + k	
326-8								aː k + tɬ ɨ	
1-9									m o tʃ iː
2-9									tɬ e x + tɬ iː
8-9									w j e
16-9									j e s e + tɬ
24-9									i s t e
32-9									m e k iː
51-9									ts o n + tɬ iː
52-9									w a k + t iː k
53-9									n a k a s
54-9									tɬ a l o h + tɬ iː
55-9									k w a + k w a
60-9									i x + t o l o l o
83-9									tɬ e + tɬ iː
87-9									p a t a n iː
92-9									m a k a
103-9									m a m a
106-9									k a k iː
138-9									n e w a + j u + tɬ
139-9									m e k + t iː
142-9									m a t iː
145-9									m o + t e k a
176-9									tɬ a k a + tɬ
179-9									n a k a + j u + tɬ
180-9									m e ts + tɬ iː
186-9									k e tʃ a + k
190-9									j e k a + k
194-9									s e
220-9									ʰt o a
231-9									i h t a
240-9									k o tʃ iː + t u
283-9									t e l + tɬ
293-9									iː n + u
314-9									k w a + k w a
315-9									u m e
322-9									t e w a e
323-9									tɬ i e
9-9									t u t u + tɬ
22-9									tɬ a t a
30-9									w i ts
88-9									ʰt o a
158-9									w e j a k
159-9									a t o n + tɬ
177-9									m e j a k
184-9									t u k a + tɬ
187-9									j e n k w iː + k
227-9									x a l o h + tɬ iː
235-9									m o + tɬ a l iː
249-9									p u k + tɬ iː
251-9									m o k e l a
289-9									k w iː tɬ a p iː l
294-9									t e w a + j u + tɬ
296-9									n e n e p iː l
313-9									tɬ a n + t iː
316-9									n e + n e m iː
318-9									t o t u k
320-9									x iː n + ø + tɬ iː
324-9									i s t a k
326-9									x iː n + ø k + tɬ iː
