COGID	1	10	2	3	4	5	6	7	8	9
4260-8								ʝ w a		
745-8								t u		
3971-8								k u		
94-8								ʝ i m a a		
2717-8								ʝ u		
4139-8								m w		
43-8								ʝ î n a		
575-8								t u		
871-8								t u		
1339-8								t u a		
1585-8								ʝ		
1872-8								ʝ a		
2893-8								ʝ u k a		
4028-8								ʝ u r		
4316-8								t u r a		
4440-8								ʝ i		
4485-8								ʝ u p		
4688-8								ʝ		
2798-8								n w a		
794-8								ʝ u		
2689-9									n a g b	
893-9									a g a	
1285-9									n e a	
1303-9									g o n b	
2197-9									s i l a	
2828-9									s i a	
3572-9									s o n a	
1095-9									l i	
1789-9									k a l a	
3207-9									b ʊ l a	
4249-9									k u m b	
4451-9									b i	
630-9									b e g a	
814-9									g ʊ n b a	
1228-9									b i a	
1418-9									s i	
1475-9									g ʊ a	
2026-9									s ʊ g	
2775-9									b i m b a	
3397-9									b o l a	
3826-9									s i g a	
4003-9									i b a	
4040-9									g ʊ n e	
4373-9									l i m b	
4384-9									i ʊ ʊ	
116-9									g i a	
181-9									g ʊ n g a	
1083-9									l i	
1374-9									n a m	
1430-9									i	
1666-9									s u g a	
1767-9									g o n a	
1906-9									g g g a	
2177-9									g g a	
2419-9									s u g a	
2750-9									g g i	
3018-9									g i	
3441-9									s u m g a	
3885-9									g u m b	
3981-9									g b b	
4260-9									s o a	
4350-9									l o g a	
278-9									g a g	
745-9									s u g a	
55-9									g ʊ g b	
94-9									b o g a	
4139-9									g i g e	
200-9									g i	
528-9									g i	
871-9									s u m b	
2088-9									g i	
2166-9									g ŋ b a	
2334-9									g i	
2393-9									g b g a	
2537-9									g o l b	
2665-9									i	
2738-9									g i g a	
2872-9									k o ŋ a	
2997-9									g u m a	
3075-9									g ʊ l ʊ̀	
4238-9									g	
4429-9									g g a	
4440-9									g i	
4485-9									s u g	
4574-9									g i a a a	
2798-9									n e a	
3067-9									g e g	
3767-9									l o l	
4632-9									g u s i	
1033-9									k o ŋ a	
3185-9									g i	
240-9									g o a	
401-9									g o g	
2689-10										ɔ a
893-10										l
1285-10										n̩ a a
2197-10										ɔ o l
2828-10										ɔ i a
1095-10										l i l a
1755-10										n̩ a
3207-10										ɔ ʊ l a
3519-10										χ ʊ l a
448-10										χ a m a
630-10										l i  a
1216-10										χ
1418-10										ɔ i l a
2775-10										ɔ i l a
3397-10										l i l a
4373-10										l i l ʊ̀
4384-10										ɔ i a
84-10										ɔ i a
1083-10										l i l a
1122-10										χ i l a
2286-10										l i
2317-10										χ i r a
3018-10										ɔ i l a
3275-10										χ ɔ n a
3464-10										χ i m a
3639-10										χ
3885-10										χ ʊ d
3981-10										ɔ i
94-10										ɔ i tɬʰ a
4139-10										ɔ i l
43-10										χ i l
374-10										l i
459-10										l i l
508-10										χ i m a
871-10										χ ʊ  a
1712-10										χ i r a
2893-10										χ i l a
3075-10										χ ʊ l a
3531-10										χ
794-10										χ i  a
