COGID	dutch	english	french	german
2244-4				l ɪ p
610-4				k uː x ə
945-4				h a t t
1534-4				l ɪ x ə n
384-4				z ɔy k ə n
1650-4				n au ts ə
1663-4				ʃ a l ə
2279-4				l ɪ n ɪ n
471-4				z iː ə ə n
1385-4				z aː t ə ts
792-4				j a k
1111-4				m aː s t
197-4				z v t ə n
2020-4				l a ŋ
867-4				h ʊ n d ə n t
1970-4				f a l
1230-4				t ɛ r ai
2017-4				n a ɛ ə
968-4				v ɛ r t l t
1674-4				l a n t ə
1671-4				h oː f ə l
829-4				k l ɪ f
1025-4				v aː s ə r
1027-4				z iː ə
1832-4				r au f
-1816-4				aː s iː r ai n
-335-4				l aː ɡ uː n ə n
1043-4				ʃ t r oː m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t a r
2065-4				r ai ɡ ə n + b oː ɡ ə
1368-4				ʃ ɛː t + oː
1365-4				t au ʊ
754-4				r ai ɡ ə n
768-4				v eː r ə r
1211-4				f ai r
106-4				m a n
-98-4				b ai b iː
719-4				f aː t ə r
1341-4				z oː n
-2027-4				h ai n t ə n
-2026-4				n eː f r
409-4				ʃ ʊ n n + z oː n aː l
402-4				ʃ oː l ə + + ʊ n t ə ai
1014-4				ʃ t ɛ s + t ɶː s t r
1059-4				v iː ə
120-4				ʃ t a l
2183-4				ʃ t r r
2194-4				a s
2199-4				k ɛ l f
2197-4				ʃ uː f
1523-4				z ʊ x ə
1521-4				b a k ə
512-4				m ɛ r iː ə
2141-4				h ɛ n
2147-4				ɡ a s
814-4				k r aː n
810-4				t au f ə
1755-4				h oː n t
1758-4				m ʏ s ə
1620-4				f ɪ n
1282-4				v a l f ai ts
1136-4				f a s
1309-4				l ʊ s ə
1307-4				n ɛ s ə
1305-4				f l yː ə
711-4				v ʊ ʃ p
1442-4				f l iː ɡ
62-4				m ʏ k ə
-73-4				m ʏ k k uː t ə l
1810-4				h ai t ə
1805-4				f l ai s ə
1813-4				h eː r r
1811-4				b l ʊ t ə
690-4				r ɪ pf
2177-4				h oː f t
246-4				v ɛ k ə + b r au
