COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
115-3			u a e a a							
133-3			tʃ i p a a a a							
144-3			a a a a t a i							
150-3			k a a							
234-3			k o m							
236-3			p i k u							
241-3			a a i							
249-3			i a e							
1-3			a a i a							
2-3			a a a							
65-3			i a i							
93-3			tʃ o p a a i a i							
95-3			a i tʃ i							
106-3			tʃ u i a i							
119-3			i tʃ tʃ tʃ a							
128-3			a o k a a							
147-3			tʃ i a i a							
231-3			p a a a o							
232-3			a i i e a							
239-3			m a m a k a							
266-3			i tʃ i m							
3-3			a a a i a e							
4-3			a a i i tʃ							
55-3			i a i a							
109-3			u p i a i a							
121-3			k a p i j a k a k							
149-3			tʃ o k							
160-3			k e m i k							
207-3			m i m							
112-3			tʃ a a i a i a a							
125-3			k a i i a a a e							
134-3			i p a tʃ i							
135-3			t i a i a a							
139-3			a o o a i							
52-4				i t e						
56-4				u m e						
96-4				a t a						
99-4				a i i m n						
114-4				t u k i tʃ						
115-4				u u						
133-4				t i p a a						
144-4				a a a w a tʃ						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w a m						
65-4				i w						
74-4				p a n a						
93-4				t u p a p i tʃ i						
95-4				w i t i						
106-4				t u n i						
119-4				i j t t						
128-4				p o k						
147-4				t i m i tʃ						
231-4				p a n a w o						
232-4				a i						
239-4				n a m a k a n						
266-4				i t i m						
3-4				w a a i w						
4-4				w a t i						
51-4				u w e						
97-4				m a p u m						
109-4				u p i n i tʃ						
121-4				k a p i j a k tʃ						
149-4				t o k						
160-4				k i r i k						
163-4				u p i n						
167-4				p a						
207-4				m i						
259-4				t u w						
66-4				k a r a k a w						
116-4				t u p a k a tʃ i						
134-4				n i p a t						
135-4				t i m u t u						
139-4				a i m i						
142-4				a p a a a a						
145-4				k a n a t i tʃ i						
148-4				t a w w w						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				t a w						
24-4				w u u a						
52-5					t t e					
56-5					o m e					
96-5					a t a s					
99-5					a i i j a n					
114-5					t o k i s i					
115-5					e o s i					
133-5					t i p a r s s i					
144-5					a r a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k e n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					r a m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t i n i					
119-5					i a t i i					
128-5					f o k s					
147-5					t i m i s i					
239-5					n a m a k a n					
266-5					i r i m					
3-5					w a r i k a					
4-5					w a t i					
51-5					e w i					
55-5					i k a m					
97-5					m a f a n					
109-5					e p w i i s					
149-5					t o k					
160-5					k i r i k					
163-5					e p e n					
167-5					p a ʔ					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t r a i s i s i					
116-5					t o p a k a s i					
134-5					n i p a t					
135-5					t i m i t e					
139-5					m i i i s i					
142-5					p a t a m a s i					
145-5					k a t a t i s i					
148-5					t r w a w n s s					
162-5					i n i n					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					t a r					
52-6						i t a				
56-6						u a a				
96-6						a t a tʃ i				
99-6						a i i a i				
114-6						t u k i				
115-6						a u i i				
133-6						t i p a a tʃ tʃ i				
144-6						w a a w i i				
150-6						k a w				
234-6						k u m				
236-6						p i k a				
241-6						a w i				
249-6						i tʃ a				
1-6						w a i a				
2-6						a a m				
65-6						i w i				
74-6						p a a				
93-6						t u p i a i tʃ				
95-6						w i tʃ i				
106-6						t u k i tʃ i				
119-6						i a tʃ i tʃ i				
128-6						t u k i				
147-6						tʃ i m i tʃ				
231-6						p i k a a i				
232-6						a i i i a i				
239-6						k i m i k i				
266-6						i tʃ i m i				
3-6						w a a i k i				
4-6						w a i i				
55-6						i t a m				
97-6						m a t u m				
109-6						a p i a i tʃ				
160-6						k i a i tʃ i				
207-6						m i				
112-6						t a i i tʃ i tʃ i				
116-6						t u p i k i				
125-6						k a i i a i tʃ i				
134-6						k i p a t i				
135-6						t i m i i a				
139-6						m u k u i i				
201-6						p a i				
21-6						tʃ a a i				
24-6						k a k a i a k				
52-7							w t e			
56-7							o m e			
96-7							a r a			
99-7							a r i a u			
114-7							t u k i s			
115-7							a u			
133-7							t i p a a			
144-7							a a a w a s			
150-7							k a w n			
234-7							k u m n			
236-7							p i k e n n			
241-7							a w i n			
249-7							i s e			
1-7							w a z a			
2-7							a a j			
65-7							i w i			
74-7							p a n a			
93-7							t u p a r i s i			
95-7							w i k i			
106-7							t u m e			
119-7							i a t w			
128-7							h u k			
147-7							t i m i			
231-7							p a n a w			
232-7							a i i a a			
266-7							i t i m			
3-7							a r i a o			
4-7							w a r i			
51-7							a w e			
55-7							i h a m n			
97-7							m a h u m			
109-7							i p w a i			
121-7							k a p i a a k			
149-7							t u k			
160-7							k i r i k			
163-7							o p e n			
167-7							p a			
207-7							m i			
259-7							t u w a			
66-7							k a r a k a w			
125-7							k a z i m s i			
135-7							t i m i a e			
142-7							a p a a m j			
145-7							k a r a t i s			
148-7							t a a a a			
162-7							i n i n			
166-7							i m i			
179-7							t a			
201-7							p e			
21-7							t a a			
24-7							a a n a r a n			
52-8								i t e		
56-8								a m e		
96-8								a t		
99-8								a t i t a		
114-8								t u k s		
115-8								e a		
133-8								t i a r s		
144-8								i a a w a s		
150-8								k a w		
234-8								k u m		
236-8								i k u		
241-8								a w i		
249-8								i s a		
1-8								w a t a		
2-8								i a m		
65-8								i w		
74-8								a a		
93-8								t u a r a s		
95-8								w i t		
119-8								a m t t		
231-8								a a i e		
232-8								a i a		
239-8								a m a k a		
3-8								i u r i v u		
4-8								i a t i p		
51-8								i w e		
55-8								i k a m		
109-8								a i m a		
121-8								k a i j m k		
149-8								t u k		
163-8								u a		
167-8								a		
259-8								t u i a		
66-8								k a r a k a w		
112-8								t r a i m a s		
116-8								t u a k a s		
125-8								k a t i m s		
145-8								k a t a t a s		
52-9									i t e	
56-9									i m e	
96-9									a t a ʃ	
99-9									a t a j a n	
114-9									t o k i ʃ	
115-9									i a ʃ	
133-9									t i p a r ʃ	
144-9									a a a w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w i m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									w i t i	
106-9									t i n i i	
119-9									i j t i ʃ	
128-9									h o k	
147-9									t i m i ʃ i	
231-9									p a n a u a	
232-9									p i i i	
239-9									n a m a k a n	
266-9									i a i m	
3-9									w a r i k a	
4-9									w a t i	
51-9									i w e ʔ	
55-9									i h a m	
97-9									m a h a n	
109-9									i p i a i ʃ	
121-9									k a p i j a k ʃ	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n	
167-9									p a	
207-9									m i	
259-9									t o w a ʔ	
66-9									k a r a k a w	
112-9									t a a i ʃ i a	
116-9									t o p a k a ʃ i	
125-9									k a t i a a ʃ i	
134-9									n i p a t i	
135-9									t i r i	
142-9									p p t a a a	
145-9									k a t a t i ʃ	
148-9									t a w w r n	
162-9									i i i n	
166-9									i m i ʔ	
179-9									t a	
201-9									p e	
21-9									t a i	
24-9									w a k e a	
52-10										p t e
56-10										o m e
96-10										a t i
99-10										a w i t o
114-10										t o k i tʃ
115-10										m m i
133-10										t i p a r tʃ i
144-10										a t a w i tʃ i
150-10										k a w
234-10										k o m
236-10										p a k y n
241-10										a w i n
249-10										i tʃ e
1-10										w a w a
2-10										w i m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w i k i
106-10										t i n i tʃ i
119-10										i j t t i tʃ
128-10										h o k i tʃ
147-10										t i m i tʃ
231-10										p a n a w
232-10										a a a a a
239-10										n a m a k a n
266-10										p t i m
3-10										w r i w o
4-10										w a w i
51-10										y w e
55-10										i n a m
97-10										m a h o m
121-10										k a p a j a k tʃ
149-10										t o k
160-10										k i r i k
163-10										y p e n
167-10										p a ʔ
207-10										m i
259-10										t o w a
112-10										t a tʃ a tʃ tʃ ʔ
116-10										t o p a k a tʃ i
125-10										k a w i r ʔ tʃ
134-10										n i p a t
139-10										m e a o i i
142-10										a p t a m ʔ
145-10										k a r a t i tʃ i
148-10										t a w w w
162-10										i j i n
166-10										i m i
179-10										t a
201-10										p e
24-10										w o o a
